date,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEbitda,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable
2009-09-30,-181871000,447000.0,0.0,100391615000.0,4668083000.0,-2276206000,10054873000,46779549000.0,11525947000.0,1539534000,1409346000,1015720000.0,2773943000,0.11,14112237000.0,0,0.0,-433400000.0,12812236364.0,247981000.0,12085032000,5080685000,4711133000.0,3487424000,27532345000.0,1409346000,0.0,13258663000.0,67458728000.0,9956994000.0,12812236364.0,0.11,3017278000,38478056000.0,38477609000.0,1309369000.0,0.0,5493751000,9156895000,-95000000,0.0,6026681000.0,-1575406000,0.0,2063407000,15135558000,2039368000,489416000.0,,2928137000,32834952000.0,11741272000.0,499834000,,13420108000.0,32834952000.0,53612066000.0,,,2039368000,,,,,,,,,,,,,,,,,
2009-12-31,2734092000,,,109680863000.0,3254694000.0,-100384000,10843287000,58807773000.0,11286700000.0,1825831000,1681609000,1370085000.0,2816787000,,16064129000.0,508111000,0.0,-481697000.0,,386981000.0,12628413000,4986238000,4978327000.0,-5558654000,31827367000.0,1681609000,119645000.0,13258663000.0,68429302000.0,17886630000.0,,,3048936000,37285995000.0,37285995000.0,3159392000.0,21469000.0,-634292000,12085032000,-631430000,31392000.0,6801447000.0,-3440608000,119645000.0,1937302000,15829525000,2734686000,602658000.0,-12412441000.0,539971000,36409245000.0,12821954000.0,400744000,-1368372000.0,15763238000.0,36409245000.0,50873090000.0,237779000.0,,2226575000,,,,,,,,,,,,,,,,,
2010-03-31,-1955469000,,,112950969000.0,6040265000.0,-130246000,9354916000,59020099000.0,11659809000.0,2158899000,1984423000,1372801000.0,3154504000,0.15,16435395000.0,27935000,0.0,,13229486667.0,386096000.0,11942539000,6234775000,5455902000.0,-2026618000,32554654000.0,1984423000,0.0,13258663000.0,70756268000.0,17795513000.0,13229486667.0,0.15,3446242000,35078374000.0,35078374000.0,3154764000.0,1500375000.0,-453627000,12628414000,-317064000,31392000.0,6357111000.0,-3073502000,,2788533000,15589691000,2854829000,602658000.0,,-685875000,36643461000.0,14803045000.0,667995000,,16119259000.0,36643461000.0,53930870000.0,,,2826894000,,,,,,,,,,,,,,,,,
2010-06-30,1974373000,3215000.0,,120475416000.0,5927248000.0,-143712000,12958292000,64963261000.0,11534672000.0,2772762000,2471355000,1153441000.0,2958573000,,17004154000.0,180573000,0.0,,,396096000.0,12663483000,7012731000,5822948000.0,-2508319000,37417625000.0,2471355000,-57674000.0,13258663000.0,71618155000.0,21375181000.0,,,3358201000,36949131000.0,36945916000.0,3936740000.0,-1426266000.0,1417188000,11942539000,20070000,15696000.0,7883159000.0,-1638919000,,3654530000,19971023000,3971969000,661078000.0,-1423824000.0,720945000,39016911000.0,15291081000.0,1018634000,,20413471000.0,39016911000.0,55512155000.0,187467000.0,,3791396000,,,,,,,,,,,,,,,,,
2010-09-30,-1048094000,35000.0,,119698387000.0,5918269000.0,-2138501000,11446789000,67756425000.0,11503267000.0,1671812000,1609201000,1333083000.0,3028751000,0.12,16960666000.0,32853000,0.0,-3406355000.0,13410008333.0,366096000.0,25856391000,5556707000,6030724000.0,13820936000,34853760000.0,1609201000,0.0,13258663000.0,73290378000.0,21270082000.0,13410008333.0,0.12,3266673000,30525715000.0,30525680000.0,3932413000.0,0.0,19147113000,12663483000,-399117000,15696000.0,7070476000.0,-2550274000,0.0,2290034000,17003496000,2302704000,701078000.0,,13192907000,39646406000.0,16900282000.0,598039000,,17893094000.0,39646406000.0,51941962000.0,,,2269851000,,,,,,,,,,,,,,,,,
2010-12-31,-539692000,,,120815079000.0,4574154000.0,-229706000,13689364000,72115106000.0,10715916000.0,967256000,843999000,888317000.0,3213488000,,15705908000.0,427381000,0.0,-167823000.0,,396196000.0,22922396000,5014843000,6215074000.0,-7217280000,35296243000.0,843999000,551393000.0,13258663000.0,73436977000.0,21217530000.0,,,3459010000,30040738000.0,30040738000.0,3851836000.0,17743000.0,-1421473000,25856391000,-511315000,102000000.0,9253982000.0,-5041768000,552005000.0,1555833000,18704207000,1760845000,1025989000.0,-17257710000.0,-2933994000,43967938000.0,17146852000.0,366208000,,19590335000.0,43967938000.0,48699973000.0,234032000.0,,1333464000,,,,,,,,,,,,,,,,,
2011-03-31,-1066105000,,,125528136000.0,6743011000.0,-142373000,13808219000,73040718000.0,11143420000.0,2474431000,2300265000,1144520000.0,3454534000,0.17,16253907000.0,12319000,0.0,-1172986000.0,13530970588.0,1035796000.0,12925464000,7100887000,6338842000.0,-12595088000,36956046000.0,2300265000,-673000.0,13258663000.0,76253022000.0,21253181000.0,13530970588.0,0.17,3844700000,28489582000.0,28489582000.0,3848130000.0,5846000.0,-8729106000,22922396000,-330400000,102000000.0,8854150000.0,-2704247000,,3256187000,20909106000,3269708000,1025989000.0,,-9996932000,43685348000.0,19447117000.0,782958000,,20702139000.0,43685348000.0,52487418000.0,,,3257389000,,,,,,,,,,,,,,,,,
2011-06-30,-470277000,5000.0,,129485125000.0,5796511000.0,-2235298000,13653908000,81456343000.0,12065348000.0,2955677000,2688159000,915259000.0,3623762000,,17203415000.0,227576000,3119809000.0,-388980000.0,,1785796000.0,12272637000,7879142000,6722418000.0,-4775042000,39546935000.0,2688159000,190673000.0,13258663000.0,77209881000.0,21405764000.0,,,3926145000,27706247000.0,27706242000.0,3818598000.0,1622000.0,904502000,12925464000,-351381000,102000000.0,9160838000.0,-4999064000,,3952997000,21533050000,4167409000,1144220000.0,,-652827000,48489340000.0,20062583000.0,984156000,,22343520000.0,48489340000.0,48028782000.0,250209000.0,,3939833000,,,,,,,,,,,,,,,,,
2011-09-30,-1128696000,1115000.0,,145495489000.0,4840120000.0,-221688000,15999080000,85011122000.0,25017212000.0,2852022000,2657417000,1167265000.0,3787774000,0.2,29860554000.0,79610000,3859261000.0,-2759714000.0,13287085000.0,1655796000.0,24993118000,7852745000,7086759000.0,-6250018000,53344508000.0,2657417000,-45000000.0,13258663000.0,80017725000.0,20203257000.0,13287085000.0,0.2,4109038000,38731160000.0,38730045000.0,3524866000.0,38016000.0,828445000,12272637000,-451968000,102000000.0,8660376000.0,-4671846000,0.0,3743707000,23851825000,3777469000,655773000.0,,12720481000,48384335000.0,22572443000.0,845837000,,23483954000.0,48384335000.0,60484367000.0,,,3697859000,,,,,,,,,,,,,,,,,
2011-12-31,-2206871000,,,158522510000.0,5379452000.0,-167566000,15535895000,102411014000.0,26411013000.0,2023236000,1857976000,1086384000.0,4209580000,,34425638000.0,655810000,2990357000.0,1585546000.0,,1824696000.0,20878522000,7042533000,7318715000.0,-11405381000,63204823000.0,1857976000,216980000.0,13258663000.0,81180614000.0,31345140000.0,,,4559746000,35346815000.0,35346815000.0,6263535000.0,22230000.0,-1398780000,24993118000,-260984000,611612000.0,10917010000.0,-7736327000,171980000.0,2482787000,22578428000,3323186000,798449000.0,-18231825000.0,-4114596000,58041183000.0,23762705000.0,644140000,,28779185000.0,58041183000.0,56111496000.0,291206000.0,,2667376000,,,,,,,,,,,,,,,,,
2012-03-31,-1310796000,,,164542341000.0,6897034000.0,-133771000,13716062000,106615091000.0,28612106000.0,2794647000,2637099000,1368740000.0,4077518000,0.2,36617461000.0,40049000,3351544000.0,-419563000.0,13185495000.0,1389296000.0,24580100000,8203962000,7830603000.0,-1014937000,65701923000.0,2637099000,24500000.0,13258663000.0,84496901000.0,32514593000.0,13185495000.0,0.2,4435752000,35044371000.0,35044371000.0,6259269000.0,12299000.0,3732474000,20878522000,-721773000,590778000.0,10243527000.0,-4351400000,24500000.0,3768210000,21920024000,3759498000,798449000.0,,3701578000,60315702000.0,26399804000.0,924802000,,29084462000.0,60315702000.0,57927250000.0,,,3719449000,,,,,,,,,,,,,,,,,
2012-06-30,-4604921000,,,163961434000.0,8720511000.0,-2430807000,16104406000,111769939000.0,31176636000.0,2274667000,2131975000,1391021000.0,3924643000,,39204145000.0,569477000,1909417000.0,-3794629000.0,,1255296000.0,14811069000,7383274000,7663032000.0,-10718207000,66799191000.0,2131975000,64524000.0,13258663000.0,83475064000.0,34326176000.0,,,4283183000,27204318000.0,27204318000.0,6259069000.0,110722000.0,-1130165000,24580100000,-1269208000,519212000.0,12512836000.0,-5703311000,64524000.0,3100091000,23487680000,3615756000,1045395000.0,,-9817024000,64500825000.0,25688062000.0,771612000,,27595046000.0,64500825000.0,52191495000.0,336137000.0,,3046279000,,,,,,,,,,,,,,,,,
2012-09-30,-5007266000,67000.0,,177314673000.0,9104303000.0,-1917385000,11870832000,120238497000.0,39224553000.0,2222085000,2076766000,1317507000.0,3859064000,0.16,47169156000.0,208743000,3096927000.0,-609966000.0,12979787500.0,4085296000.0,18431082000,7325355000,7435620000.0,-7615825000,77569106000.0,2076766000,-45000000.0,13258663000.0,85348853000.0,34874197000.0,12979787500.0,0.16,4140402000,30252212000.0,30252145000.0,6254338000.0,361933000.0,-232008000,14811069000,-631469000,186322000.0,13345396000.0,-7357198000,0.0,3184953000,19196187000,3191058000,972342000.0,,3620013000,70699983000.0,27791805000.0,760230000,,30399950000.0,70699983000.0,57076176000.0,,,2982315000,,,,,,,,,,,,,,,,,
2012-12-31,-4161581000,,,183863821000.0,8174843000.0,-681542000,14024405000,134482468000.0,40077322000.0,2718541000,2435431000,1137265000.0,4622310000,,49024307000.0,737437000,3526104000.0,2225377000.0,,5130346000.0,13222515000,8663374000,6697169000.0,-11927069000,83150415000.0,2435431000,-835975000.0,13258663000.0,86101645000.0,36133812000.0,,,4995829000,24923450000.0,24923450000.0,6382406000.0,3598000.0,-38928000,18431082000,-777631000,182426000.0,16101537000.0,-10147780000,164014000.0,3667545000,22687779000,4401368000,1411010000.0,-22416210000.0,-5189382000,83445609000.0,29311961000.0,945390000,,34126108000.0,83445609000.0,49381353000.0,338594000.0,,3663931000,,,,,,,,,,,,,,,,,
2013-03-31,-4505034000,,,189064569000.0,9569131000.0,-336981000,12996843000,138745908000.0,43048316000.0,1989576000,1655255000,1463743000.0,4178723000,0.12,52078965000.0,44773000,4073340000.0,-338135000.0,13793791667.0,6006721000.0,12022356000,7128223000,7251334000.0,-5749700000,86014036000.0,1655255000,0.0,13258663000.0,88139950000.0,35980753000.0,13793791667.0,0.12,4505747000,23035253000.0,23035253000.0,6370898000.0,,198248000,13222515000,-798624000,51040000.0,15784847000.0,-5611674000,,2622476000,20125066000,2640912000,1411010000.0,,-1200159000,87147026000.0,30966521000.0,606563000,,33935071000.0,87147026000.0,50318661000.0,,,2596139000,,,,,,,,,,,,,,,,,
2013-06-30,-2860083000,,,192367791000.0,9489216000.0,-3408829000,13931140000,145832810000.0,45009515000.0,1331501000,1086283000,1125869000.0,4052287000,,54276014000.0,508707000,3898444000.0,-494962000.0,,6546768000.0,8483486000,6341963000,7316031000.0,-5200778000,90484423000.0,1086283000,7075000.0,13258663000.0,86857294000.0,35874081000.0,,,4379151000,19037597000.0,19037597000.0,6774340000.0,,830687000,12022356000,-900983000,684144000.0,17863728000.0,-5561696000,,1962812000,20273103000,2399332000,1376712000.0,,-3538870000,93693664000.0,29394783000.0,559124000,,36208409000.0,93693664000.0,46534981000.0,361320000.0,,1890625000,,,,,,,,,,,,,,,,,
2013-09-30,-6629608000,,,207875609000.0,9412769000.0,-1257738000,13147401000,152127578000.0,59326080000.0,530611000,440470000,1472561000.0,4883994000,0.03,68499380000.0,234786000,3996398000.0,-180278000.0,14682333333.0,7133753000.0,15547238000,6064092000,7437911000.0,-7612506000,105449510000.0,440470000,121997000.0,13258663000.0,87211224000.0,35690052000.0,14682333333.0,0.03,5199130000,24948853000.0,24948853000.0,6758823000.0,13369000.0,274453000,8483486000,-3607744000,717739000.0,18054569000.0,-7710028000,151247000.0,864962000,19211493000,885261000,1250046000.0,,7063369000,99848753000.0,29831646000.0,119864000,-10946000.0,36950130000.0,99848753000.0,55748031000.0,,,650475000,,,,,,,,,,,,,,,,,
2013-12-31,-1888645000,,,214943626000.0,8268716000.0,-995657000,16066579000,167215804000.0,59642817000.0,444051000,393594000,1154695000.0,5092966000,,68773516000.0,973500000,9315945000.0,-3641015000.0,,6776186000.0,11232575000,6640241000,6806493000.0,-10172533000,112271381000.0,393594000,12180000.0,13258663000.0,87426773000.0,36731539000.0,,,5417753000,21021007000.0,21021007000.0,6639792000.0,574108000.0,-424118000,15547238000,-1318448000,1231939000.0,22631060000.0,-6491125000,39930000.0,1222488000,22706820000,1857767000,3544019000.0,-26893015000.0,-4314663000,108217247000.0,29984064000.0,440216000,-288654000.0,43497865000.0,108217247000.0,47727822000.0,361947000.0,,884267000,,,,,,,,,,,,,,,,,
2014-03-31,-9429949000,,,219404730000.0,11944590000.0,-612234000,10944881000,167927020000.0,65325505000.0,698694000,538160000,1520881000.0,4278869000,0.04,74419950000.0,387009000,6735848000.0,-553120000.0,13454000000.0,6466689000.0,9045105000,5913777000,8059920000.0,-3107738000,115575603000.0,538160000,270000000.0,13258663000.0,88111376000.0,36613172000.0,13454000000.0,0.04,4603999000,19132913000.0,19132913000.0,6636564000.0,,2787847000,11232575000,-1826800000,1279427000.0,20638449000.0,-5343348000,270000000.0,1309778000,16858658000,1334654000,3539019000.0,,-2187470000,111163134000.0,30519758000.0,248951000,,41155653000.0,111163134000.0,51477710000.0,,,947645000,,,,,,,,,,,,,,,,,
2014-06-30,-664126000,,,231427442000.0,10240232000.0,-1857256000,12945852000,175735300000.0,68837780000.0,213411000,148143000,1173571000.0,4312209000,,77807232000.0,721910000,6754878000.0,-1123320000.0,,9230200000.0,15438718000,5630074000,8688558000.0,-5361815000,128222243000.0,148143000,-85804000.0,13258663000.0,87241583000.0,37278634000.0,,,4609180000,24806514000.0,24806514000.0,6489395000.0,,1062128000,9045105000,-2565056000,2000585000.0,22237108000.0,-5285215000,200000.0,1020894000,18575926000,1167717000,6797173000.0,,6393613000,116543512000.0,29596415000.0,232396000,,50415011000.0,116543512000.0,55692142000.0,353578000.0,,445807000,,,,,,,,,,,,,,,,,
2014-09-30,-2983318000,,,239428875000.0,9998621000.0,-2035479000,12223606000,179829897000.0,77793541000.0,53135000,-27101000,1177173000.0,3817675000,-0.002044,86559514000.0,429452000,6677846000.0,-351590000.0,13258663400.0,7708442000.0,17507362000,4421134000,9442207000.0,-3278259000,136176742000.0,-27101000,0.0,13258663000.0,87195885000.0,37233357000.0,13258663400.0,-0.002044,4073757000,27073982000.0,27073982000.0,6480338000.0,27241000.0,81672000,15438718000,-3969985000,2314259000.0,23346176000.0,-3035971000,0.0,347377000,16644740000,459693000,7378839000.0,,2068644000,120123259000.0,29619316000.0,-22894000,0.0,49617228000.0,120123259000.0,59598978000.0,303567000.0,,30241000,,,,,,,,,,,,,,,,,
2014-12-31,-1534267000,,,242706302000.0,8222019000.0,-1622449000,13320047000,186925363000.0,81870979000.0,256811000,107479000,1224927000.0,4323869000,,91072529000.0,1408809000,7045873000.0,-1761048000.0,,6005048000.0,18131712000,5264469000,8622473000.0,-6018711000,140001338000.0,107479000,396890000.0,13258663000.0,86717506000.0,38123357000.0,,,4523798000,26481843000.0,26481843000.0,6470882000.0,1385337000.0,293551000,17507362000,-4565740000,2423085000.0,23421126000.0,-6030651000,44396000.0,740671000,18584516000,1506468000,9470564000.0,-31890000000.0,624350000,124832996000.0,30174084000.0,-159152000,-62970000.0,48928809000.0,124832996000.0,55780939000.0,570968000.0,,97659000,,,,,,,,,,,,,,,,,
2015-03-31,-8017571000,,,244278555000.0,11621627000.0,-1002870000,9185251000,188403664000.0,85956005000.0,82945000,15139000,1228000000.0,2821601000,0.001,95151143000.0,733409000,5804104000.0,,15139000000.0,5777748000.0,13751249000,3889749000,9742985000.0,-3060588000,141492551000.0,15139000,0.0,13258663000.0,86737680000.0,39069243000.0,15139000000.0,0.001,3173138000,21461612000.0,21461612000.0,6466985000.0,,749032000,18131712000,-3581464000,3231856000.0,21875075000.0,-3809661000,,716611000,13075000000,852174000,8799316000.0,,-4380463000,125080115000.0,30189224000.0,35820000,,46341408000.0,125080115000.0,55874891000.0,566657000.0,,118765000,,,,,,,,,,,,,,,,,
2015-06-30,2343262000,,,259222024000.0,10547374000.0,-1006785000,11317025000,191234536000.0,100973638000.0,-819946000,-980344000,1349405000.0,4786572000,,110178831000.0,1656620000,5834662000.0,,,5111048000.0,23572255000,5354531000,7834726000.0,-10167227000,157672215000.0,-980344000,-27790000.0,13258663000.0,85349900000.0,38901221000.0,,,5262574000,38047001000.0,38047001000.0,6459588000.0,,-6713649000,13751249000,-4579514000,2037816000.0,20122273000.0,-2226947000,,91957000,16671556000,549318000,10949563000.0,,9821006000,125968052000.0,28889092000.0,-287356000,,47493384000.0,125968052000.0,67987488000.0,650011000.0,,-1107302000,,,,,,,,,,,,,,,,,
