date,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-09-30,12718000,17589000.0,12459000,232348500.0,10437000.0,76345000.0,0.0,1579000.0,167383000,68868000.0,,96412000.0,,4975000.0,0.055309,34961000.0,,,0.0,-4517000.0,145996000,71157000.0,12607000.0,452000.0,46788000.0,46788000.0,36351000.0,,,576919000.0,1475000.0,411000,76724000.0,237853000.0,0.0,12459000,820750000.0,10748000.0,,,0.053333,,829592000.0,84611000.0,56133000.0,2807000.0,-16735000.0,-16972000.0,32403000,46788000.0,,-6357000.0,582897000.0,484000.0,-3749000.0,,165792000,228070687.0,156533000.0,20679000,,,243831000.0,133389000,,81320000.0,,118269000.0,7961000,423512000.0,-6841000.0,19796000,333175000,-795000.0,-406080000.0,,
2003-12-31,12659000,42289000.0,17203000,,-4372000.0,96590000.0,-18000.0,4683000.0,173577000,71870000.0,,99373000.0,,9866000.0,,50863000.0,,,0.0,-4489000.0,159121000,71159000.0,11677000.0,452000.0,42416000.0,42416000.0,46788000.0,,,580531000.0,5286000.0,375000,77384000.0,269588000.0,1845000.0,17203000,847239000.0,29744000.0,,,,-16770000.0,845284000.0,81293000.0,34429000.0,3830000.0,7925000.0,-18378000.0,27054000,42416000.0,,-12303000.0,577651000.0,-1415000.0,4141000.0,,174498000,,163132000.0,20591000,,,266708000.0,147444000,,106456000.0,,130981000.0,7932000,431988000.0,-12545000.0,15377000,348075000,-34358000.0,-413296000.0,,
2004-03-31,17210000,9916000.0,13724000,517448310.0,-13013000.0,74645000.0,471000.0,244000.0,228054000,69869000.0,,109582000.0,,15652000.0,0.027243,33237000.0,21665000.0,,12725000.0,-4436000.0,216061000,72270000.0,16902000.0,452000.0,29403000.0,29403000.0,42416000.0,,,583086000.0,4777000.0,292000,76196000.0,260177000.0,0.0,13724000,841958000.0,-5464000.0,,,0.026364,-7774000.0,847916000.0,73325000.0,52554000.0,8156000.0,-37488000.0,-20354000.0,30626000,29403000.0,,-13513000.0,578956000.0,1867000.0,-2573000.0,,229785000,504350803.0,148215000.0,29126000,,-1000.0,258872000.0,186434000,,111962000.0,,140270000.0,10774000,434620000.0,-15380000.0,13724000,457839000,-9416000.0,-413296000.0,,
2004-06-30,14958000,31306000.0,14958000,512589373.0,9674000.0,77835000.0,0.0,214000.0,181974000,72285000.0,,112936000.0,,15797000.0,0.029879,35059000.0,22543000.0,,-1916000.0,-5481000.0,154067000,72155000.0,12597000.0,452000.0,39077000.0,39077000.0,29403000.0,,,582637000.0,4237000.0,229000,77083000.0,269798000.0,7069000.0,14958000,849344000.0,19574000.0,,,0.029,-8529000.0,846695000.0,76887000.0,50838000.0,6785000.0,-5263000.0,-23763000.0,37242000,39077000.0,,-11856000.0,576827000.0,-124000.0,-1954000.0,,178712000,500561516.0,153623000.0,24645000,,,266707000.0,143386000,,116175000.0,,149746000.0,9363000,433399000.0,-11732000.0,24645000,360686000,-9776000.0,-413296000.0,,
2004-09-30,14629000,37037000.0,14629000,226400062.0,-3469000.0,80498000.0,344000.0,194000.0,186574000,79547000.0,,118549000.0,,18326000.0,0.06716,58991000.0,24151000.0,,0.0,-5452000.0,163094000,77754000.0,13258000.0,452000.0,35608000.0,35608000.0,39077000.0,,,589862000.0,968000.0,85000,76176000.0,284495000.0,-7069000.0,14629000,856563000.0,24141000.0,,,0.065185,-14616000.0,849228000.0,80811000.0,30171000.0,7423000.0,1201000.0,-25998000.0,34941000,35608000.0,,-20788000.0,569496000.0,704000.0,-2632000.0,,184777000,220856625.0,161520000.0,23826000,,,266701000.0,149836000,,122975000.0,,158922000.0,9158000,435932000.0,-12896000.0,21683000,371351000,-19718000.0,-413296000.0,,
2004-12-31,7463000,44809000.0,7463000,,11850000.0,89475000.0,367000.0,0.0,182835000,112033000.0,,117736000.0,,22578000.0,,36466000.0,,,0.0,-5398000.0,167184000,77552000.0,13945000.0,452000.0,47458000.0,47458000.0,35608000.0,,,605756000.0,5087000.0,152000,89356000.0,303075000.0,-378000.0,7463000,875648000.0,38788000.0,,,,-4377000.0,892841000.0,73902000.0,33916000.0,7448000.0,9642000.0,-23813000.0,25358000,47458000.0,,-7649000.0,569737000.0,-1625000.0,1029000.0,,178597000,,191022000.0,13503000,,,269892000.0,153239000,,112053000.0,,160988000.0,5776000,438848000.0,-6021000.0,11413000,361432000,-25310000.0,-453993000.0,,
2005-03-31,19997000,6929000.0,19997000,497295672.0,-17015000.0,54377000.0,1209000.0,0.0,252764000,67408000.0,,117875000.0,,81527000.0,0.041303,36783000.0,43629000.0,,0.0,-5347000.0,221731000,76998000.0,17740000.0,452000.0,30443000.0,30443000.0,47458000.0,,,596879000.0,4475000.0,994000,90642000.0,333779000.0,0.0,19997000,847428000.0,-1239000.0,,,0.040424,-78207000.0,883232000.0,82363000.0,33379000.0,3817000.0,-36911000.0,-21814000.0,49285000,30443000.0,,-8081000.0,510625000.0,87000.0,-630000.0,,253276000,482821271.0,154246000.0,33642000,,,250549000.0,203991000,,179533000.0,,175638000.0,13270000,429239000.0,-8168000.0,31545000,506040000,-15863000.0,-453993000.0,,
2005-06-30,17657000,22868000.0,17657000,317444062.0,-15018000.0,57152000.0,4310000.0,0.0,202511000,64813000.0,,125438000.0,,77648000.0,0.057284,39242000.0,44207000.0,,-1396000.0,-6172000.0,173464000,72684000.0,13427000.0,678000.0,15425000.0,15425000.0,30443000.0,,,591814000.0,3893000.0,855000,90903000.0,330675000.0,13045000.0,17657000,841562000.0,14007000.0,,,0.055309,-29093000.0,882220000.0,82962000.0,38623000.0,9213000.0,-27525000.0,-18907000.0,42752000,15425000.0,,-7372000.0,507768000.0,1489000.0,-2482000.0,,202789000,308493562.0,151668000.0,29325000,,,249748000.0,161433000,,179007000.0,,187123000.0,10843000,428227000.0,-8861000.0,29325000,405300000,-30514000.0,-453993000.0,,
2005-09-30,13472000,39366000.0,11845000,210562875.0,-3978000.0,60136000.0,649000.0,0.0,205955000,72259000.0,,131030000.0,,78073000.0,0.056296,44075000.0,40051000.0,,0.0,-6068000.0,180679000,72428000.0,13530000.0,678000.0,11447000.0,11447000.0,15425000.0,,,600651000.0,2910000.0,755000,89546000.0,339067000.0,-13045000.0,11845000,859365000.0,24725000.0,,,0.056296,-2755000.0,892670000.0,85638000.0,41367000.0,-1360000.0,7315000.0,-16934000.0,34901000,11447000.0,,-28491000.0,516316000.0,-4025000.0,-3458000.0,,202050000,204832125.0,160807000.0,22854000,,,258714000.0,167149000,,178260000.0,,192900000.0,8257000,438677000.0,-14641000.0,21371000,408005000,-14853000.0,-453993000.0,,
2005-12-31,11732000,44816000.0,11732000,,-446000.0,42888000.0,275000.0,0.0,200353000,85822000.0,,120751000.0,,74403000.0,,42801000.0,42569000.0,,0.0,-6065000.0,177730000,72172000.0,14647000.0,678000.0,11001000.0,11001000.0,11447000.0,,,613499000.0,4652000.0,972000,89406000.0,334135000.0,0.0,11732000,851069000.0,17640000.0,,,,-14333000.0,921306000.0,83801000.0,55456000.0,738000.0,11792000.0,-12835000.0,33088000,11001000.0,,-26509000.0,512371000.0,709000.0,1199000.0,,196171000,,174275000.0,19802000,,,237570000.0,163083000,,159860000.0,,198567000.0,7491000,451921000.0,-27176000.0,18441000,396524000,-18753000.0,-469385000.0,,
2006-03-31,22260000,45790000.0,22914000,313849701.0,4390000.0,44855000.0,5348000.0,0.0,279335000,76191000.0,75026000.0,132425000.0,,84189000.0,0.075099,68476000.0,49597000.0,,654000.0,-6182000.0,248951000,25855000.0,18826000.0,678000.0,15391000.0,15391000.0,11001000.0,,,663454000.0,4914000.0,1425000,99118000.0,348154000.0,7185000.0,22914000,907325000.0,30592000.0,,,0.073123,-31028000.0,932840000.0,88408000.0,19555000.0,-3119000.0,1968000.0,-7362000.0,54153000,15391000.0,,-19930000.0,553715000.0,-3854000.0,-1028000.0,,284278000,308167355.0,169513000.0,36848000,,,243871000.0,230779000,,178641000.0,,215299000.0,13769000,463455000.0,-15198000.0,35327000,563613000,-21470000.0,-469385000.0,,
2006-06-30,19724000,28078000.0,19724000,209277000.0,2253000.0,45132000.0,633000.0,0.0,224025000,84746000.0,76244000.0,143659000.0,,86932000.0,0.094815,68855000.0,44427000.0,,0.0,-7668000.0,191129000,25200000.0,15113000.0,678000.0,17644000.0,17644000.0,15391000.0,,,666190000.0,4942000.0,987000,100390000.0,360911000.0,614000.0,19724000,927014000.0,10980000.0,,,0.094815,-9134000.0,933741000.0,94732000.0,22355000.0,-2749000.0,-6318000.0,-6437000.0,45731000,17644000.0,,-16822000.0,560744000.0,285000.0,-156000.0,,221747000,206533125.0,184420000.0,31904000,,,260824000.0,176016000,,176491000.0,,227355000.0,11566000,464356000.0,-17098000.0,30618000,445772000,-9003000.0,-469385000.0,,
2006-09-30,17060000,28607000.0,22569000,207819000.0,11584000.0,33359000.0,0.0,0.0,222683000,87846000.0,76244000.0,137765000.0,,107733000.0,0.10963,72201000.0,39560000.0,,1598000.0,-7571000.0,190190000,24661000.0,14796000.0,678000.0,29228000.0,29228000.0,17644000.0,,,664492000.0,4836000.0,1222000,99813000.0,361391000.0,-1204000.0,22569000,926282000.0,15217000.0,,,0.10963,-13014000.0,933159000.0,88057000.0,18642000.0,2816000.0,-10185000.0,-12726000.0,43014000,29228000.0,,-15178000.0,558059000.0,-1788000.0,-2770000.0,,218408000,205166250.0,180739000.0,29269000,,2332000.0,261790000.0,176992000,,180652000.0,,242353000.0,10425000,463774000.0,-13390000.0,28218000,441091000,-1845000.0,-469385000.0,,
2006-12-31,15836000,48801000.0,15836000,,-15314000.0,26097000.0,382000.0,0.0,223569000,86891000.0,75537000.0,131879000.0,,79126000.0,,69449000.0,47394000.0,,836000.0,-7573000.0,190279000,24121000.0,15515000.0,678000.0,13914000.0,13914000.0,29228000.0,,,664474000.0,7406000.0,1289000,100374000.0,337859000.0,-1583000.0,15836000,906590000.0,32695000.0,,,,-10441000.0,977112000.0,90945000.0,15195000.0,-8592000.0,23766000.0,-8220000.0,39845000,13914000.0,,-19786000.0,562861000.0,-3680000.0,3110000.0,,214609000,,185242000.0,25418000,,-2628000.0,242116000.0,175600000,,152617000.0,,250616000.0,9544000,464442000.0,-16106000.0,24330000,438178000,-44329000.0,-512670000.0,,
2007-03-31,28493000,49356000.0,28493000,310206520.0,1043000.0,31530000.0,3015000.0,0.0,306952000,81578000.0,75537000.0,143247000.0,,53069000.0,0.092886,71222000.0,49922000.0,,0.0,-7562000.0,258080000,23401000.0,20117000.0,678000.0,14957000.0,14957000.0,13914000.0,,,668396000.0,7084000.0,1409000,112014000.0,321897000.0,507000.0,28493000,927030000.0,35183000.0,,,0.09091,,970114000.0,98714000.0,17260000.0,-1464000.0,-6853000.0,-2271000.0,65032000,14957000.0,,-17894000.0,597839000.0,-3721000.0,-524000.0,,302995000,305424850.0,187376000.0,46848000,,7427000.0,258634000.0,237963000,,134521000.0,,271822000.0,16500000,457444000.0,-14173000.0,44915000,609947000,-30419000.0,-512670000.0,,
2007-06-30,22190000,53658000.0,22190000,311893875.0,-1693000.0,32846000.0,529000.0,0.0,244942000,99451000.0,75537000.0,140481000.0,,28020000.0,0.071111,73317000.0,48657000.0,,0.0,-11537000.0,198708000,22862000.0,15116000.0,1017000.0,13264000.0,13264000.0,14957000.0,,,675516000.0,6936000.0,740000,115687000.0,314072000.0,5156000.0,22190000,937024000.0,34386000.0,,,0.071111,,974100000.0,98162000.0,24153000.0,56000.0,11076000.0,599000.0,49304000,13264000.0,,-24302000.0,615375000.0,-5030000.0,-1812000.0,,232896000,306318375.0,204549000.0,36120000,,4210000.0,261508000.0,183592000,,109523000.0,,282475000.0,12914000,461430000.0,-19272000.0,34188000,477838000,-31049000.0,-512670000.0,,
2007-09-30,22501000,52202000.0,22501000,208179000.0,11928000.0,35427000.0,13341000.0,0.0,244321000,100287000.0,75537000.0,139302000.0,,23186000.0,0.111111,76163000.0,46460000.0,,718000.0,-11384000.0,196366000,22432000.0,15357000.0,1017000.0,25192000.0,25192000.0,13264000.0,,,678487000.0,6773000.0,762000,119558000.0,297896000.0,-7509000.0,22501000,950613000.0,38204000.0,,,0.106667,,973630000.0,85763000.0,28190000.0,-2142000.0,13285000.0,9377000.0,49895000,25192000.0,,-16962000.0,644352000.0,-2964000.0,-2604000.0,,230904000,205004250.0,192823000.0,36523000,,2925000.0,272126000.0,181727000,,105073000.0,,293592000.0,12788000,460960000.0,-13998000.0,34538000,475225000,-23312000.0,-512670000.0,,
2007-12-31,21431000,59382000.0,21431000,,-5214000.0,36389000.0,5202000.0,0.0,242796000,108423000.0,76338000.0,137682000.0,,22508000.0,,75911000.0,50974000.0,,215000.0,-11637000.0,199828000,22051000.0,15504000.0,1017000.0,19978000.0,19978000.0,25192000.0,,,718301000.0,6920000.0,539000,133390000.0,323516000.0,6613000.0,21431000,987535000.0,18700000.0,,,,-20533000.0,1043482000.0,98302000.0,33800000.0,-2525000.0,23767000.0,22141000.0,46544000,19978000.0,,-43710000.0,656217000.0,-1513000.0,1328000.0,,230868000,,213645000.0,33594000,,1954000.0,269234000.0,184539000,,109871000.0,,303386000.0,12768000,486522000.0,-40682000.0,31040000,473664000,-20886000.0,-556960000.0,,
2008-03-31,35783000,61603000.0,35783000,207792000.0,22500000.0,37652000.0,2405000.0,0.0,349971000,116103000.0,76338000.0,151763000.0,,23107000.0,0.173333,81084000.0,50001000.0,,0.0,-11534000.0,272587000,21570000.0,20912000.0,1017000.0,42478000.0,42478000.0,19978000.0,,,724699000.0,4414000.0,679000,137708000.0,346371000.0,1598000.0,35783000,1053298000.0,38279000.0,,,0.173333,-5829000.0,1064849000.0,103882000.0,53274000.0,1873000.0,-2172000.0,38483000.0,75061000,42478000.0,,-25510000.0,698192000.0,-2186000.0,-4420000.0,,326736000,206325000.0,235611000.0,57646000,,4026000.0,328599000.0,251675000,,110760000.0,,327635000.0,20562000,489083000.0,-23324000.0,54149000,676707000,-13593000.0,-575766000.0,,
2008-06-30,23949000,-5522000.0,23949000,208127250.0,-22946000.0,37918000.0,34000.0,0.0,293594000,95945000.0,76338000.0,164865000.0,,29372000.0,0.115556,81848000.0,49250000.0,,2992000.0,-13824000.0,210702000,21178000.0,16033000.0,1017000.0,19532000.0,19532000.0,42478000.0,,,725378000.0,3300000.0,494000,137910000.0,326801000.0,9104000.0,23949000,1024398000.0,-24162000.0,,,0.115556,0.0,1070572000.0,111016000.0,26547000.0,-4105000.0,-44234000.0,15981000.0,52393000,19532000.0,,-16214000.0,688488000.0,2426000.0,-904000.0,,247062000,206379000.0,210261000.0,37880000,,4045000.0,299020000.0,197662000,,116540000.0,,337760000.0,13931000,489952000.0,-18640000.0,36360000,540656000,-1210000.0,-580620000.0,,
2008-09-30,27882000,-7225000.0,27415000,209918250.0,-2149000.0,49901000.0,,0.0,298792000,154445000.0,197938000.0,,,276587000.0,0.133333,90347000.0,94356000.0,,0.0,-13953000.0,234755000,107645000.0,17373000.0,1017000.0,17383000.0,17383000.0,19532000.0,,,1028192000.0,18832000.0,1903000,38833000.0,714412000.0,-9472000.0,27415000,1411396000.0,-33731000.0,,,0.128889,-38243000.0,1183210000.0,120291000.0,69385000.0,-840000.0,-54469000.0,-27329000.0,62677000,17383000.0,,-196221000.0,687817000.0,3360000.0,-3034000.0,,277145000,207915750.0,293568000.0,43401000,,-6004000.0,383204000.0,217382000,,420844000.0,,351222000.0,15519000,591103000.0,-26506000.0,42390000,575937000,201297000.0,-592107000.0,,
