date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,quarterlyIncomeTaxPayable
2010-09-30,532000000.0,-34000000.0,29000000.0,1354000000.0,405000000.0,487000000.0,-35000000.0,-3396000000.0,409000000.0,1861000000.0,,1061000000.0,587000000.0,1511000000.0,205000000.0,-46000000.0,0.35,196000000.0,1768000000.0,637000000.0,955000000.0,1281000000.0,84000000.0,8552000000.0,-288000000.0,25925000000.0,553000000.0,,,85000000.0,-2315000000.0,2379000000.0,2893000000.0,339199660.0,24000000.0,8894000000.0,3848000000.0,4890000000,265000000.0,319000000,269000000,3848000000.0,185000000.0,109000000.0,0.35,1780000000.0,15379000000.0,-19000000.0,,5164000000.0,0.0,17373000000.0,8709000000.0,62000000.0,174000000.0,,4167000000.0,51000000.0,5046000000.0,2752000000.0,10441000000.0,3236000000.0,-37000000.0,3110000000.0,4517000000.0,334142523.0,-257000000.0,2864000000.0,9000000,109000000.0,810000000.0,-2000000.0,6670000000.0,2659000000.0,3806000000.0,,
2010-12-31,605000000.0,-155000000.0,53000000.0,1364000000.0,-29000000.0,-530000000.0,143000000.0,-3666000000.0,380000000.0,685000000.0,,1071000000.0,653000000.0,1797000000.0,348000000.0,-98000000.0,,128000000.0,1729000000.0,641000000.0,360000000.0,939000000.0,27000000.0,8423000000.0,-6000000.0,25577000000.0,498000000.0,,679000000.0,146000000.0,-2222000000.0,2462000000.0,3848000000.0,,3000000.0,8863000000.0,4208000000.0,5663000000,,547000000,236000000,4208000000.0,175000000.0,293000000.0,,2033000000.0,14590000000.0,-40000000.0,,5395000000.0,0.0,17154000000.0,8710000000.0,23000000.0,201000000.0,,4460000000.0,73000000.0,4655000000.0,2825000000.0,10885000000.0,3268000000.0,-58000000.0,3630000000.0,3146000000.0,,-10000000.0,2194000000.0,220000000,293000000.0,944000000.0,-528000000.0,5880000000.0,1342000000.0,3686000000.0,,
2011-03-31,605000000.0,-27000000.0,34000000.0,521000000.0,-2989000000.0,-2919000000.0,18000000.0,-2054000000.0,195000000.0,1176000000.0,,741000000.0,422000000.0,767000000.0,173000000.0,0.0,1.47,-186000000.0,915000000.0,249000000.0,-1444000000.0,946000000.0,70000000.0,5699000000.0,175000000.0,16560000000.0,395000000.0,1241000000.0,196000000.0,91000000.0,-2140000000.0,560000000.0,4208000000.0,344200000.0,3000000.0,6219000000.0,2764000000.0,1884000000,0.0,266000000,175000000,2764000000.0,1261000000.0,497000000.0,1.44,942000000.0,10154000000.0,-146000000.0,,2969000000.0,,10861000000.0,4904000000.0,-114000000.0,-118000000.0,,497000000.0,39000000.0,3455000000.0,1429000000.0,6310000000.0,1406000000.0,-6000000.0,942000000.0,2793000000.0,337400000.0,-10000000.0,2093000000.0,359000000,497000000.0,468000000.0,0.0,5250000000.0,1804000000.0,3157000000.0,,
2011-06-30,606000000.0,-33000000.0,40000000.0,522000000.0,-136000000.0,-694000000.0,-182000000.0,-2055000000.0,203000000.0,734000000.0,,760000000.0,-51000000.0,763000000.0,73000000.0,-2000000.0,1.02,17000000.0,899000000.0,271000000.0,-561000000.0,110000000.0,58000000.0,5328000000.0,-87000000.0,15597000000.0,-84000000.0,,,90000000.0,-2140000000.0,625000000.0,2764000000.0,348500000.0,3000000.0,6627000000.0,2203000000.0,2055000000,,203000000,276000000,2203000000.0,23000000.0,349000000.0,1.0,1039000000.0,8773000000.0,53000000.0,,2954000000.0,,10269000000.0,4131000000.0,104000000.0,-320000000.0,,846000000.0,39000000.0,4424000000.0,1429000000.0,6739000000.0,1546000000.0,-2000000.0,1016000000.0,1884000000.0,341200000.0,-2000000.0,1548000000.0,56000000,349000000.0,492000000.0,-616000000.0,4642000000.0,729000000.0,3094000000.0,,
2011-09-30,605000000.0,-43000000.0,31000000.0,548000000.0,-9000000.0,-734000000.0,-58000000.0,-2074000000.0,167000000.0,477000000.0,,810000000.0,497000000.0,747000000.0,237000000.0,,0.38,84000000.0,889000000.0,272000000.0,-418000000.0,12000000.0,20000000.0,5056000000.0,-6000000.0,14771000000.0,454000000.0,,,92000000.0,-2154000000.0,641000000.0,2203000000.0,339500000.0,3000000.0,6250000000.0,1785000000.0,2105000000,,360000000,313000000,1785000000.0,-120000000.0,128000000.0,0.38,1060000000.0,8613000000.0,-5000000.0,,2963000000.0,,9715000000.0,4169000000.0,40000000.0,154000000.0,,902000000.0,45000000.0,4465000000.0,1449000000.0,6098000000.0,1535000000.0,8000000.0,1045000000.0,1496000000.0,335400000.0,-25000000.0,1538000000.0,153000000,128000000.0,475000000.0,-1000000.0,4444000000.0,743000000.0,2906000000.0,,
2011-12-31,405000000.0,-83000000.0,27000000.0,512000000.0,-185000000.0,-1181000000.0,-115000000.0,-1999000000.0,166000000.0,296000000.0,,774000000.0,6000000.0,747000000.0,268000000.0,,,88000000.0,896000000.0,260000000.0,96000000.0,12000000.0,44000000.0,5161000000.0,-332000000.0,13929000000.0,-77000000.0,,,93000000.0,-2876000000.0,677000000.0,1785000000.0,,3000000.0,5091000000.0,1881000000.0,2234000000,,388000000,398000000,1881000000.0,1254000000.0,184000000.0,,1145000000.0,8655000000.0,-6000000.0,-366000000.0,2895000000.0,,8768000000.0,3815000000.0,33000000.0,-298000000.0,,1016000000.0,45000000.0,3210000000.0,1428000000.0,5214000000.0,1866000000.0,-8000000.0,1089000000.0,1280000000.0,,23000000.0,1130000000.0,180000000,184000000.0,487000000.0,-602000000.0,4840000000.0,676000000.0,3710000000.0,,
2012-03-31,404000000.0,-49000000.0,25000000.0,471000000.0,-5000000.0,-1411000000.0,11000000.0,-2080000000.0,168000000.0,276000000.0,,,71000000.0,726000000.0,244000000.0,,0.5,85000000.0,874000000.0,254000000.0,-161000000.0,12000000.0,30000000.0,5066000000.0,141000000.0,12443000000.0,22000000.0,1255000000.0,,53000000.0,-2827000000.0,594000000.0,1881000000.0,317700000.0,3000000.0,3767000000.0,1720000000.0,1956000000,,322000000,247000000,1720000000.0,1152000000.0,157000000.0,0.49,973000000.0,8333000000.0,1000000.0,-1365000000.0,2954000000.0,-70000000.0,7377000000.0,3583000000.0,27000000.0,-197000000.0,,1109000000.0,43000000.0,2047000000.0,1430000000.0,4085000000.0,1717000000.0,0.0,983000000.0,2573000000.0,311300000.0,9000000.0,1126000000.0,159000000,157000000.0,472000000.0,-1000000.0,4750000000.0,772000000.0,3624000000.0,,
2012-06-30,4000000.0,-52000000.0,16000000.0,488000000.0,-62000000.0,-195000000.0,-33000000.0,-2092000000.0,200000000.0,293000000.0,,788000000.0,253000000.0,771000000.0,240000000.0,,0.63,63000000.0,857000000.0,269000000.0,52000000.0,0.0,33000000.0,4970000000.0,121000000.0,12193000000.0,201000000.0,22000000.0,36000000.0,53000000.0,-2793000000.0,637000000.0,1720000000.0,296100000.0,3000000.0,3705000000.0,1772000000.0,2148000000,,262000000,289000000,1772000000.0,34000000.0,182000000.0,0.61,1060000000.0,8320000000.0,-2000000.0,-439000000.0,2949000000.0,-64000000.0,7223000000.0,2990000000.0,66000000.0,-96000000.0,,1228000000.0,52000000.0,1933000000.0,1430000000.0,3848000000.0,1590000000.0,0.0,1088000000.0,2349000000.0,290600000.0,-17000000.0,1861000000.0,177000000,182000000.0,496000000.0,-410000000.0,5330000000.0,761000000.0,3469000000.0,,
2012-09-30,4000000.0,-39000000.0,29000000.0,538000000.0,0.0,-356000000.0,16000000.0,-1873000000.0,162000000.0,207000000.0,,799000000.0,182000000.0,747000000.0,324000000.0,,0.73,118000000.0,860000000.0,262000000.0,7000000.0,0.0,16000000.0,4749000000.0,-73000000.0,12020000000.0,143000000.0,173000000.0,30000000.0,45000000.0,-2653000000.0,646000000.0,1772000000.0,287400000.0,3000000.0,3539000000.0,1779000000.0,2153000000,29000000.0,398000000,340000000,1779000000.0,156000000.0,206000000.0,0.72,1087000000.0,8123000000.0,13000000.0,-308000000.0,2733000000.0,-63000000.0,7271000000.0,3125000000.0,110000000.0,-217000000.0,,1361000000.0,44000000.0,1760000000.0,1430000000.0,3872000000.0,1704000000.0,0.0,1066000000.0,1251000000.0,283100000.0,-43000000.0,1860000000.0,206000000,206000000.0,485000000.0,-1000000.0,4998000000.0,828000000.0,3138000000.0,,
2012-12-31,4000000.0,-47000000.0,29000000.0,513000000.0,3000000.0,-343000000.0,4000000.0,-1870000000.0,144000000.0,369000000.0,,1207000000.0,564000000.0,806000000.0,407000000.0,-170000000.0,1.2,71000000.0,839000000.0,290000000.0,-311000000.0,0.0,54000000.0,5278000000.0,-108000000.0,12679000000.0,517000000.0,0.0,109000000.0,57000000.0,-3300000000.0,705000000.0,1779000000.0,284400000.0,3000000.0,3603000000.0,1468000000.0,2441000000,-375000000.0,480000000,423000000,1468000000.0,-545000000.0,336000000.0,1.18,1229000000.0,9389000000.0,-1000000.0,-326000000.0,2709000000.0,-73000000.0,7401000000.0,3335000000.0,39000000.0,88000000.0,304000000.0,1625000000.0,45000000.0,2135000000.0,1510000000.0,3265000000.0,1881000000.0,0.0,1212000000.0,2626000000.0,279300000.0,48000000.0,1859000000.0,336000000,336000000.0,510000000.0,-1000000.0,6054000000.0,800000000.0,4195000000.0,,
2013-03-31,4000000.0,-46000000.0,30000000.0,515000000.0,9000000.0,212000000.0,3000000.0,-1903000000.0,148000000.0,203000000.0,,1116000000.0,-31000000.0,728000000.0,205000000.0,-4000000.0,0.7,13000000.0,825000000.0,262000000.0,2000000.0,0.0,40000000.0,5231000000.0,200000000.0,12597000000.0,-77000000.0,19000000.0,98000000.0,52000000.0,-3319000000.0,593000000.0,1468000000.0,280700000.0,3000000.0,3718000000.0,1470000000.0,1973000000,-113000000.0,287000000,227000000,1470000000.0,-144000000.0,192000000.0,0.68,955000000.0,9475000000.0,-1000000.0,-357000000.0,2728000000.0,-72000000.0,7366000000.0,2889000000.0,-11000000.0,-301000000.0,319000000.0,1746000000.0,45000000.0,2248000000.0,1505000000.0,3097000000.0,1644000000.0,0.0,1018000000.0,595000000.0,274500000.0,-5000000.0,2450000000.0,192000000,192000000.0,460000000.0,-1000000.0,6586000000.0,173000000.0,296000000.0,,
2013-06-30,4000000.0,-43000000.0,38000000.0,498000000.0,9000000.0,-553000000.0,-29000000.0,-1836000000.0,142000000.0,197000000.0,,1008000000.0,82000000.0,744000000.0,224000000.0,-11000000.0,0.96,-38000000.0,830000000.0,268000000.0,-13000000.0,0.0,60000000.0,5319000000.0,-68000000.0,12160000000.0,39000000.0,378000000.0,96000000.0,57000000.0,-3309000000.0,597000000.0,1470000000.0,274700000.0,3000000.0,3216000000.0,1457000000.0,2107000000,,319000000,285000000,1457000000.0,452000000.0,258000000.0,0.94,1029000000.0,9341000000.0,-4000000.0,-550000000.0,2666000000.0,-71000000.0,6841000000.0,2794000000.0,-143000000.0,-124000000.0,296000000.0,1935000000.0,34000000.0,1759000000.0,1502000000.0,2791000000.0,1707000000.0,15000000.0,1078000000.0,575000000.0,269500000.0,16000000.0,2452000000.0,262000000,258000000.0,470000000.0,-1000000.0,6547000000.0,137000000.0,298000000.0,,
2013-09-30,4000000.0,-36000000.0,33000000.0,521000000.0,2000000.0,-484000000.0,34000000.0,-1870000000.0,259000000.0,203000000.0,,977000000.0,152000000.0,723000000.0,325000000.0,-12000000.0,1.17,17000000.0,841000000.0,253000000.0,264000000.0,0.0,9000000.0,5478000000.0,-103000000.0,12058000000.0,116000000.0,623000000.0,92000000.0,59000000.0,-3272000000.0,633000000.0,1457000000.0,265300000.0,3000000.0,2890000000.0,1721000000.0,2112000000,,379000000,320000000,1721000000.0,575000000.0,307000000.0,1.16,1043000000.0,9353000000.0,-4000000.0,-425000000.0,2711000000.0,-69000000.0,6580000000.0,2840000000.0,-88000000.0,-131000000.0,311000000.0,2162000000.0,37000000.0,1169000000.0,1507000000.0,2676000000.0,1823000000.0,0.0,1069000000.0,2203000000.0,262200000.0,-21000000.0,2458000000.0,308000000,307000000.0,438000000.0,-1000000.0,6513000000.0,760000000.0,4055000000.0,,
2013-12-31,4000000.0,-66000000.0,32000000.0,522000000.0,5000000.0,-382000000.0,6000000.0,-1813000000.0,251000000.0,185000000.0,,1073000000.0,741000000.0,801000000.0,391000000.0,-38000000.0,1.33,48000000.0,810000000.0,272000000.0,1504000000.0,0.0,56000000.0,4831000000.0,-95000000.0,11851000000.0,675000000.0,1180000000.0,87000000.0,60000000.0,-2287000000.0,814000000.0,1721000000.0,261200000.0,3000000.0,3227000000.0,3225000000.0,2504000000,,473000000,413000000,3225000000.0,1127000000.0,343000000.0,1.31,1214000000.0,8162000000.0,-3000000.0,-362000000.0,2623000000.0,-80000000.0,7020000000.0,3220000000.0,11000000.0,296000000.0,302000000.0,2425000000.0,37000000.0,2000000.0,1509000000.0,3659000000.0,1920000000.0,0.0,1290000000.0,2402000000.0,257500000.0,0.0,2457000000.0,343000000,343000000.0,471000000.0,-1000000.0,4942000000.0,767000000.0,2485000000.0,,
2014-03-31,4000000.0,-45000000.0,30000000.0,576000000.0,5000000.0,-114000000.0,6000000.0,-1871000000.0,260000000.0,94000000.0,,1164000000.0,46000000.0,675000000.0,151000000.0,-10000000.0,0.5,24000000.0,795000000.0,243000000.0,-84000000.0,0.0,14000000.0,4834000000.0,191000000.0,11615000000.0,1000000.0,13000000.0,103000000.0,55000000.0,-2270000000.0,655000000.0,3225000000.0,258300000.0,3000000.0,3141000000.0,3141000000.0,1801000000,,236000000,170000000,3141000000.0,-18000000.0,127000000.0,0.49,845000000.0,7868000000.0,3000000.0,-57000000.0,2666000000.0,-79000000.0,6781000000.0,3026000000.0,41000000.0,-188000000.0,293000000.0,2473000000.0,36000000.0,,1531000000.0,3717000000.0,1727000000.0,0.0,956000000.0,649000000.0,254100000.0,-54000000.0,2462000000.0,127000000,127000000.0,427000000.0,-1000000.0,4842000000.0,136000000.0,255000000.0,,
2014-06-30,4000000.0,-37000000.0,34000000.0,330000000.0,101000000.0,-324000000.0,-44000000.0,-1733000000.0,236000000.0,1550000000.0,,687000000.0,173000000.0,485000000.0,98000000.0,-1000000.0,3.25,20000000.0,682000000.0,176000000.0,-265000000.0,852000000.0,71000000.0,4802000000.0,-1000000.0,11868000000.0,136000000.0,8000000.0,24000000.0,31000000.0,-2245000000.0,453000000.0,3141000000.0,256200000.0,3000000.0,2876000000.0,2876000000.0,1393000000,,163000000,171000000,2876000000.0,-130000000.0,824000000.0,3.22,656000000.0,7699000000.0,-8000000.0,-416000000.0,2415000000.0,-79000000.0,7066000000.0,2924000000.0,-35000000.0,39000000.0,150000000.0,3219000000.0,18000000.0,,383000000.0,4139000000.0,1185000000.0,0.0,737000000.0,518000000.0,253700000.0,71000000.0,2446000000.0,78000000,824000000.0,308000000.0,-1000000.0,4775000000.0,75000000.0,229000000.0,,
2014-09-30,4000000.0,-48000000.0,38000000.0,331000000.0,-29000000.0,164000000.0,-38000000.0,-1747000000.0,240000000.0,1554000000.0,,706000000.0,-141000000.0,465000000.0,151000000.0,-10000000.0,0.6,84000000.0,664000000.0,166000000.0,-31000000.0,846000000.0,9000000.0,5027000000.0,12000000.0,12195000000.0,-189000000.0,2000000.0,24000000.0,45000000.0,-2625000000.0,501000000.0,2876000000.0,248200000.0,2000000.0,2845000000.0,2845000000.0,1436000000,,234000000,220000000,2845000000.0,-16000000.0,147000000.0,0.59,685000000.0,8953000000.0,3000000.0,-650000000.0,2411000000.0,-78000000.0,7168000000.0,3024000000.0,63000000.0,-350000000.0,148000000.0,3284000000.0,20000000.0,,383000000.0,3211000000.0,1162000000.0,0.0,751000000.0,522000000.0,246300000.0,-5000000.0,3401000000.0,67000000,147000000.0,298000000.0,-459000000.0,5929000000.0,91000000.0,227000000.0,,
2014-12-31,4000000.0,-51000000.0,45000000.0,345000000.0,27000000.0,-1441000000.0,2000000.0,-1700000000.0,316000000.0,145000000.0,,713000000.0,-668000000.0,2371000000.0,-1498000000.0,-26000000.0,0.87,-572000000.0,549000000.0,165000000.0,1109000000.0,0.0,41000000.0,3544000000.0,-264000000.0,10423000000.0,-719000000.0,3380000000.0,23000000.0,42000000.0,-1855000000.0,540000000.0,2845000000.0,230500000.0,2000000.0,3954000000.0,3954000000.0,1823000000,,-1417000000,-1459000000,3954000000.0,3305000000.0,201000000.0,0.87,912000000.0,7657000000.0,20000000.0,-1423000000.0,2249000000.0,-82000000.0,6879000000.0,2250000000.0,-626000000.0,-1093000000.0,139000000.0,3410000000.0,20000000.0,,383000000.0,2735000000.0,1409000000.0,4000000.0,911000000.0,1706000000.0,230500000.0,-17000000.0,3396000000.0,-926000000,201000000.0,283000000.0,-4000000.0,5407000000.0,740000000.0,2011000000.0,,
2015-03-31,4000000.0,-33000000.0,43000000.0,381000000.0,1000000.0,-682000000.0,37000000.0,-1702000000.0,285000000.0,93000000.0,,683000000.0,151000000.0,417000000.0,128000000.0,-74000000.0,0.34,40000000.0,530000000.0,159000000.0,-601000000.0,0.0,46000000.0,3541000000.0,309000000.0,9425000000.0,118000000.0,88000000.0,38000000.0,41000000.0,-1913000000.0,437000000.0,3954000000.0,217800000.0,2000000.0,3353000000.0,3353000000.0,1223000000,,212000000,131000000,3353000000.0,-18000000.0,74000000.0,0.34,548000000.0,7331000000.0,1000000.0,-653000000.0,2232000000.0,-75000000.0,5884000000.0,1977000000.0,23000000.0,23000000.0,141000000.0,3412000000.0,21000000.0,,390000000.0,2086000000.0,1084000000.0,0.0,675000000.0,574000000.0,215300000.0,-44000000.0,3392000000.0,88000000,74000000.0,256000000.0,-1000000.0,5354000000.0,193000000.0,216000000.0,,
2015-06-30,4000000.0,-48000000.0,42000000.0,364000000.0,0.0,-354000000.0,19000000.0,-1726000000.0,285000000.0,90000000.0,,681000000.0,140000000.0,413000000.0,215000000.0,-19000000.0,0.68,64000000.0,542000000.0,156000000.0,-241000000.0,0.0,5000000.0,3528000000.0,-54000000.0,9160000000.0,92000000.0,23000000.0,52000000.0,40000000.0,-1985000000.0,417000000.0,3353000000.0,209500000.0,2000000.0,3112000000.0,3112000000.0,1368000000,,297000000,235000000,3112000000.0,-44000000.0,142000000.0,0.68,648000000.0,7337000000.0,4000000.0,-285000000.0,2268000000.0,-73000000.0,5632000000.0,1971000000.0,32000000.0,-70000000.0,121000000.0,3485000000.0,19000000.0,,423000000.0,1815000000.0,1141000000.0,0.0,720000000.0,551000000.0,208000000.0,19000000.0,3393000000.0,151000000,142000000.0,254000000.0,-1000000.0,5366000000.0,118000000.0,213000000.0,,
2015-09-30,4000000.0,-50000000.0,47000000.0,334000000.0,0.0,-1119000000.0,-31000000.0,-1615000000.0,292000000.0,162000000.0,,720000000.0,300000000.0,414000000.0,197000000.0,-57000000.0,0.58,71000000.0,467000000.0,153000000.0,-912000000.0,0.0,34000000.0,3299000000.0,-88000000.0,8086000000.0,250000000.0,39000000.0,50000000.0,32000000.0,-2006000000.0,443000000.0,3112000000.0,201300000.0,2000000.0,2200000000.0,2200000000.0,1422000000,,276000000,271000000,2200000000.0,-67000000.0,115000000.0,0.57,685000000.0,8384000000.0,38000000.0,-2058000000.0,2082000000.0,-70000000.0,4787000000.0,2029000000.0,72000000.0,24000000.0,116000000.0,1689000000.0,18000000.0,,423000000.0,-307000000.0,1222000000.0,0.0,737000000.0,527000000.0,199200000.0,4000000.0,4386000000.0,126000000,115000000.0,259000000.0,-1000000.0,6355000000.0,100000000.0,216000000.0,,
2015-12-31,4000000.0,-44000000.0,54000000.0,296000000.0,4000000.0,-226000000.0,39000000.0,-1638000000.0,268000000.0,352000000.0,,727000000.0,414000000.0,449000000.0,377000000.0,-436000000.0,1.6,99000000.0,487000000.0,152000000.0,-220000000.0,0.0,15000000.0,3805000000.0,-146000000.0,8387000000.0,370000000.0,80000000.0,49000000.0,37000000.0,-1866000000.0,518000000.0,2200000000.0,177500000.0,2000000.0,1980000000.0,1980000000.0,1682000000,,426000000,389000000,1980000000.0,-399000000.0,279000000.0,1.57,838000000.0,8483000000.0,9000000.0,-179000000.0,2125000000.0,-60000000.0,4582000000.0,2193000000.0,33000000.0,84000000.0,113000000.0,1716000000.0,20000000.0,401000000.0,420000000.0,-106000000.0,1362000000.0,0.0,844000000.0,1671000000.0,174900000.0,37000000.0,4386000000.0,278000000,279000000.0,252000000.0,-6000000.0,6290000000.0,917000000.0,1904000000.0,,
2016-03-31,4000000.0,-51000000.0,53000000.0,287000000.0,0.0,577000000.0,-29000000.0,-1650000000.0,228000000.0,903000000.0,141000000.0,700000000.0,13000000.0,402000000.0,22000000.0,-1053000000.0,0.1,5000000.0,997000000.0,135000000.0,-40000000.0,0.0,40000000.0,5048000000.0,277000000.0,9049000000.0,-38000000.0,481000000.0,669000000.0,62000000.0,-1845000000.0,424000000.0,1980000000.0,177000000.0,2000000.0,1940000000.0,1940000000.0,1193000000,,162000000,100000000,1940000000.0,-623000000.0,17000000.0,0.1,502000000.0,9186000000.0,11000000.0,-64000000.0,2647000000.0,-71000000.0,4001000000.0,2032000000.0,35000000.0,-150000000.0,113000000.0,1597000000.0,17000000.0,47000000.0,590000000.0,-147000000.0,1148000000.0,0.0,691000000.0,1604000000.0,174500000.0,-4000000.0,5023000000.0,17000000,17000000.0,234000000.0,-1000000.0,7154000000.0,626000000.0,2131000000.0,,
2016-06-30,5000000.0,-91000000.0,59000000.0,284000000.0,0.0,-629000000.0,-3000000.0,-1678000000.0,223000000.0,1061000000.0,120000000.0,652000000.0,292000000.0,452000000.0,167000000.0,-67000000.0,0.62,59000000.0,778000000.0,138000000.0,-395000000.0,0.0,0.0,4920000000.0,50000000.0,8467000000.0,201000000.0,72000000.0,824000000.0,82000000.0,-1888000000.0,409000000.0,1940000000.0,174800000.0,2000000.0,1545000000.0,1545000000.0,1430000000,,306000000,224000000,1545000000.0,-40000000.0,107000000.0,0.61,676000000.0,9145000000.0,24000000.0,-556000000.0,2456000000.0,-72000000.0,3547000000.0,2045000000.0,35000000.0,26000000.0,149000000.0,1080000000.0,18000000.0,47000000.0,597000000.0,-689000000.0,1083000000.0,0.0,754000000.0,1631000000.0,171900000.0,2000000.0,5028000000.0,108000000,107000000.0,240000000.0,-1000000.0,7100000000.0,635000000.0,2072000000.0,,
2016-09-30,5000000.0,-68000000.0,58000000.0,283000000.0,0.0,-139000000.0,6000000.0,-1447000000.0,238000000.0,1013000000.0,119000000.0,733000000.0,348000000.0,421000000.0,293000000.0,-95000000.0,1.15,100000000.0,780000000.0,137000000.0,142000000.0,0.0,41000000.0,4815000000.0,-82000000.0,8619000000.0,280000000.0,84000000.0,769000000.0,76000000.0,-1931000000.0,406000000.0,1545000000.0,169600000.0,2000000.0,1687000000.0,1687000000.0,1532000000,,417000000,341000000,1687000000.0,-57000000.0,192000000.0,1.13,762000000.0,9267000000.0,8000000.0,-109000000.0,2227000000.0,-70000000.0,3804000000.0,2161000000.0,72000000.0,-10000000.0,126000000.0,1096000000.0,16000000.0,45000000.0,597000000.0,-659000000.0,1164000000.0,0.0,770000000.0,1750000000.0,166300000.0,2000000.0,5044000000.0,193000000,192000000.0,247000000.0,-1000000.0,7106000000.0,670000000.0,2062000000.0,,
2016-12-31,4000000.0,-60000000.0,56000000.0,273000000.0,0.0,-851000000.0,7000000.0,-1450000000.0,238000000.0,1021000000.0,121000000.0,873000000.0,513000000.0,525000000.0,362000000.0,-259000000.0,1.47,118000000.0,789000000.0,142000000.0,-657000000.0,0.0,14000000.0,4995000000.0,-213000000.0,8425000000.0,453000000.0,33000000.0,821000000.0,75000000.0,-2317000000.0,553000000.0,1687000000.0,170400000.0,2000000.0,1030000000.0,1030000000.0,1883000000,,478000000,403000000,1030000000.0,-282000000.0,243000000.0,1.43,928000000.0,9377000000.0,11000000.0,-114000000.0,2239000000.0,-68000000.0,3430000000.0,2630000000.0,71000000.0,75000000.0,115000000.0,1148000000.0,16000000.0,46000000.0,728000000.0,-964000000.0,1372000000.0,0.0,955000000.0,2073000000.0,165400000.0,6000000.0,4392000000.0,244000000,243000000.0,277000000.0,-683000000.0,6747000000.0,755000000.0,2355000000.0,,
2017-03-31,44000000.0,-68000000.0,54000000.0,345000000.0,0.0,-234000000.0,-5000000.0,-1507000000.0,237000000.0,197000000.0,140000000.0,864000000.0,142000000.0,394000000.0,120000000.0,-106000000.0,0.47,42000000.0,820000000.0,135000000.0,-201000000.0,0.0,22000000.0,5067000000.0,368000000.0,8140000000.0,74000000.0,53000000.0,878000000.0,80000000.0,-2264000000.0,433000000.0,1030000000.0,169900000.0,2000000.0,766000000.0,766000000.0,1281000000,,256000000,176000000,829000000.0,-121000000.0,77000000.0,0.45,570000000.0,9177000000.0,15000000.0,-178000000.0,2327000000.0,-77000000.0,3073000000.0,2385000000.0,23000000.0,-77000000.0,115000000.0,970000000.0,17000000.0,45000000.0,737000000.0,-1050000000.0,1070000000.0,0.0,711000000.0,1908000000.0,164200000.0,-69000000.0,4414000000.0,78000000,77000000.0,232000000.0,-1000000.0,6792000000.0,829000000.0,2378000000.0,,
