date,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
1995-06-30,-544000000.0,23271000000.0,,622000000.0,922000000.0,23000000.0,2297000000.0,44000000.0,,29000000.0,1416000000,8374000000.0,,4122000000.0,0.0,966000000.0,-66000000.0,2164000000.0,-145000000.0,6815000000.0,12928000000.0,748000000.0,8928000000.0,,,755000000.0,8387000000.0,9559000000.0,420000000.0,-567000000.0,-826000000.0,1198000000,5517000000,-14884000000.0,823000000.0,3047000000.0,4119000000.0,504000000.0,335000000,3077000000.0,,49000000.0,3353000000.0,,,,,697000000.0,2606000000.0,5184000000.0,,-268000000.0,4751000000.0,4751000000.0,-183000000.0,218000000.0,330000000.0,0.0,-1041000000.0,1441000000.0,,98000000.0,15743000000.0,25969000000.0,503000000.0,678000000.0,3976000000.0,13041000000.0,14000000.0,256000000.0,,,,,,,
1995-09-30,-601000000.0,23118000000.0,,446000000.0,994000000.0,77000000.0,2120000000.0,-269000000.0,,5026000000.0,1300000000,8209000000.0,,-331000000.0,0.0,1083000000.0,-69000000.0,2029000000.0,294000000.0,6078000000.0,12149000000.0,729000000.0,8801000000.0,,,931000000.0,8211000000.0,9934000000.0,358000000.0,-298000000.0,-1336000000.0,946000000,4884000000,-14907000000.0,1021000000.0,3077000000.0,-646000000.0,573000000.0,573000000,3021000000.0,,49000000.0,2855000000.0,,,,,698000000.0,2674000000.0,5026000000.0,,136000000.0,4105000000.0,4105000000.0,-280000000.0,354000000.0,464000000.0,0.0,-482000000.0,937000000.0,,127000000.0,14879000000.0,24940000000.0,571000000.0,653000000.0,3927000000.0,12791000000.0,51000000.0,723000000.0,,,,,,,
1995-12-31,-821000000.0,23218000000.0,,20000000.0,858000000.0,131000000.0,2246000000.0,387000000.0,,-296000000.0,1011000000,7702000000.0,,-709000000.0,0.0,1130000000.0,-75000000.0,1732000000.0,-371000000.0,5601000000.0,10554000000.0,721000000.0,8504000000.0,,,660000000.0,8113000000.0,10159000000.0,250000000.0,-349000000.0,-1528000000.0,602000000,4594000000,-15105000000.0,964000000.0,3140000000.0,-1266000000.0,410000000.0,410000000,2657000000.0,,37000000.0,2862000000.0,,,,,659000000.0,2748000000.0,4705000000.0,,200000000.0,2839000000.0,2839000000.0,-123000000.0,409000000.0,341000000.0,0.0,-134000000.0,698000000.0,,108000000.0,14105000000.0,23582000000.0,408000000.0,658000000.0,4257000000.0,13028000000.0,-156000000.0,615000000.0,,,,,,,
1996-03-31,-342000000.0,23330000000.0,,534000000.0,767000000.0,328000000.0,2119000000.0,-243000000.0,,-483000000.0,1172000000,7729000000.0,,-736000000.0,0.0,1078000000.0,173000000.0,1924000000.0,-297000000.0,6791000000.0,11390000000.0,752000000.0,8628000000.0,,,804000000.0,8068000000.0,10410000000.0,326000000.0,-264000000.0,787000000.0,846000000,4982000000,-15262000000.0,642000000.0,3414000000.0,690000000.0,478000000.0,478000000,2431000000.0,,166000000.0,3058000000.0,,,,,722000000.0,2609000000.0,4492000000.0,,161000000.0,3529000000.0,3529000000.0,-188000000.0,326000000.0,234000000.0,2839000000.0,-535000000.0,2241000000.0,,124000000.0,15419000000.0,25063000000.0,476000000.0,723000000.0,4882000000.0,13673000000.0,-21000000.0,378000000.0,,,,,,,
1996-06-30,-524000000.0,23273000000.0,,606000000.0,785000000.0,-314000000.0,2043000000.0,-57000000.0,,-358000000.0,1211000000,7694000000.0,,-541000000.0,0.0,1071000000.0,-17000000.0,1953000000.0,294000000.0,6791000000.0,10495000000.0,742000000.0,7943000000.0,,,891000000.0,8271000000.0,10786000000.0,344000000.0,-341000000.0,-1262000000.0,882000000,5176000000,-15002000000.0,849000000.0,3211000000.0,-956000000.0,547000000.0,547000000,2636000000.0,,44000000.0,3223000000.0,,,,,632000000.0,2679000000.0,4100000000.0,,175000000.0,2573000000.0,2573000000.0,-193000000.0,329000000.0,26000000.0,0.0,-507000000.0,2112000000.0,,118000000.0,14734000000.0,24434000000.0,546000000.0,681000000.0,4987000000.0,13939000000.0,-28000000.0,508000000.0,,,,,,,
1996-09-30,-195000000.0,23323000000.0,,423000000.0,804000000.0,147000000.0,2110000000.0,-78000000.0,,-56000000.0,1061000000,7889000000.0,,-454000000.0,0.0,1023000000.0,-101000000.0,1755000000.0,221000000.0,6673000000.0,10702000000.0,694000000.0,8358000000.0,,,754000000.0,8250000000.0,11072000000.0,283000000.0,-311000000.0,-507000000.0,732000000,4992000000,-15073000000.0,1100000000.0,3328000000.0,139000000.0,471000000.0,471000000,2658000000.0,,292000000.0,3237000000.0,,,,,850000000.0,2781000000.0,4180000000.0,,167000000.0,2712000000.0,2712000000.0,-183000000.0,329000000.0,128000000.0,0.0,-529000000.0,1905000000.0,,112000000.0,15031000000.0,24984000000.0,451000000.0,763000000.0,5269000000.0,14282000000.0,-22000000.0,789000000.0,,,,,,,
1996-12-31,-182000000.0,23737000000.0,,597000000.0,716000000.0,145000000.0,2320000000.0,394000000.0,,45000000.0,863000000,7988000000.0,,-468000000.0,0.0,1032000000.0,68000000.0,1581000000.0,-426000000.0,6004000000.0,9830000000.0,718000000.0,8590000000.0,,,645000000.0,8484000000.0,11323000000.0,234000000.0,-428000000.0,-1148000000.0,549000000,4903000000,-15253000000.0,808000000.0,3389000000.0,-809000000.0,411000000.0,411000000,2412000000.0,,-247000000.0,3322000000.0,,,,,1005000000.0,2815000000.0,4196000000.0,,270000000.0,1903000000.0,1903000000.0,-185000000.0,314000000.0,34000000.0,0.0,-718000000.0,1272000000.0,,140000000.0,14594000000.0,24673000000.0,409000000.0,899000000.0,5460000000.0,14843000000.0,-84000000.0,380000000.0,,,,,,,
1997-03-31,-712000000.0,23356000000.0,,583000000.0,589000000.0,26000000.0,2265000000.0,-430000000.0,,2000000.0,1057000000,7573000000.0,,-192000000.0,0.0,947000000.0,42000000.0,1684000000.0,272000000.0,6196000000.0,9940000000.0,440000000.0,8386000000.0,,,743000000.0,8199000000.0,11600000000.0,289000000.0,-245000000.0,-531000000.0,737000000,4992000000,-15157000000.0,705000000.0,3434000000.0,-22000000.0,454000000.0,454000000,2303000000.0,187000000.0,51000000.0,3308000000.0,,,,,796000000.0,2777000000.0,4156000000.0,,189000000.0,1881000000.0,1881000000.0,-182000000.0,320000000.0,94000000.0,1903000000.0,-537000000.0,1628000000.0,,122000000.0,14582000000.0,24386000000.0,452000000.0,905000000.0,5342000000.0,14446000000.0,-25000000.0,460000000.0,,,,,,,
1997-06-30,-541000000.0,22954000000.0,,719000000.0,490000000.0,-74000000.0,2135000000.0,156000000.0,,-364000000.0,1128000000,7553000000.0,,-580000000.0,0.0,1039000000.0,107000000.0,1843000000.0,446000000.0,5748000000.0,8885000000.0,516000000.0,8452000000.0,,,942000000.0,7758000000.0,11973000000.0,370000000.0,-247000000.0,-1371000000.0,804000000,5366000000,-15196000000.0,1258000000.0,3479000000.0,-695000000.0,572000000.0,572000000,2713000000.0,199000000.0,60000000.0,3523000000.0,,,,,832000000.0,2649000000.0,4141000000.0,,310000000.0,1186000000.0,1186000000.0,-177000000.0,324000000.0,49000000.0,0.0,-714000000.0,900000000.0,,124000000.0,14200000000.0,23321000000.0,571000000.0,1499000000.0,5179000000.0,14436000000.0,-30000000.0,1011000000.0,,,,,,,
1997-09-30,-191000000.0,22960000000.0,,503000000.0,378000000.0,178000000.0,2315000000.0,682000000.0,,-910000000.0,939000000,7745000000.0,,-1624000000.0,0.0,979000000.0,-38000000.0,1614000000.0,,5704000000.0,7949000000.0,478000000.0,8651000000.0,,,660000000.0,7717000000.0,12197000000.0,236000000.0,-310000000.0,-107000000.0,635000000,4857000000,-15243000000.0,823000000.0,3548000000.0,-909000000.0,424000000.0,424000000,2462000000.0,197000000.0,35000000.0,3243000000.0,,,,,785000000.0,2685000000.0,4318000000.0,,138000000.0,277000000.0,277000000.0,-194000000.0,304000000.0,49000000.0,0.0,-927000000.0,927000000.0,,113000000.0,14355000000.0,22745000000.0,422000000.0,1507000000.0,5572000000.0,14796000000.0,-9000000.0,513000000.0,,,,,,,
1997-12-31,-211000000.0,23345000000.0,,809000000.0,526000000.0,20000000.0,2691000000.0,-434000000.0,,145000000.0,776000000,7675000000.0,,-887000000.0,0.0,987000000.0,-55000000.0,1424000000.0,,7340000000.0,8640000000.0,446000000.0,8349000000.0,,,504000000.0,8052000000.0,12357000000.0,146000000.0,-2088000000.0,-11000000.0,437000000,4803000000,-15293000000.0,867000000.0,3504000000.0,-42000000.0,358000000.0,358000000,2587000000.0,202000000.0,46000000.0,3379000000.0,,,,,649000000.0,2921000000.0,4196000000.0,,169000000.0,235000000.0,235000000.0,-205000000.0,339000000.0,49000000.0,0.0,-726000000.0,2062000000.0,,112000000.0,15689000000.0,24040000000.0,357000000.0,1762000000.0,5586000000.0,15400000000.0,-8000000.0,-1221000000.0,,,,,,,
1998-03-31,-82000000.0,9373000000.0,,855000000.0,765000000.0,-60000000.0,2447000000.0,-132000000.0,,650000000.0,505000000,7842000000.0,,350000000.0,0.0,1188000000.0,94000000.0,1406000000.0,423000000.0,6612000000.0,8685000000.0,371000000.0,8655000000.0,,,664000000.0,7860000000.0,12582000000.0,242000000.0,-301000000.0,-989000000.0,218000000,4829000000,-1513000000.0,777000000.0,3632000000.0,136000000.0,422000000.0,422000000,2625000000.0,530000000.0,29000000.0,3423000000.0,,,,,942000000.0,2762000000.0,4081000000.0,,568000000.0,371000000.0,371000000.0,-196000000.0,287000000.0,36000000.0,235000000.0,-854000000.0,1540000000.0,,120000000.0,15267000000.0,23524000000.0,421000000.0,1412000000.0,5567000000.0,14839000000.0,-7000000.0,476000000.0,,,,,,,
1998-06-30,-259000000.0,23570000000.0,,488000000.0,1138000000.0,128000000.0,2341000000.0,331000000.0,,-1054000000.0,989000000,7869000000.0,,-612000000.0,0.0,938000000.0,131000000.0,1631000000.0,-107000000.0,6405000000.0,8700000000.0,440000000.0,8719000000.0,,,659000000.0,8046000000.0,12811000000.0,232000000.0,-351000000.0,-443000000.0,693000000,4857000000,-15524000000.0,1066000000.0,3588000000.0,3000000.0,427000000.0,427000000,2611000000.0,202000000.0,76000000.0,3226000000.0,,,,,873000000.0,2631000000.0,4258000000.0,,98000000.0,374000000.0,374000000.0,-199000000.0,296000000.0,35000000.0,0.0,-905000000.0,1453000000.0,,129000000.0,15124000000.0,23591000000.0,425000000.0,1402000000.0,5443000000.0,14891000000.0,-4000000.0,715000000.0,,,,,,,
1998-09-30,-263000000.0,24267000000.0,,1688000000.0,916000000.0,-47000000.0,2380000000.0,-116000000.0,,1337000000.0,728000000,7606000000.0,,189000000.0,0.0,893000000.0,-120000000.0,1327000000.0,,6548000000.0,8495000000.0,401000000.0,8629000000.0,,,472000000.0,8240000000.0,12932000000.0,158000000.0,-342000000.0,-393000000.0,434000000,4314000000,-16027000000.0,54000000.0,3575000000.0,-148000000.0,314000000.0,314000000,2656000000.0,198000000.0,7000000.0,2987000000.0,,,,,795000000.0,2751000000.0,4259000000.0,,163000000.0,226000000.0,226000000.0,-195000000.0,294000000.0,57000000.0,0.0,-1366000000.0,1512000000.0,,121000000.0,15177000000.0,23369000000.0,313000000.0,1408000000.0,5226000000.0,14874000000.0,-12000000.0,-288000000.0,,,,,,,
1998-12-31,-138000000.0,24435000000.0,,-1361000000.0,570000000.0,-36000000.0,2663000000.0,523000000.0,,-526000000.0,846000000,7472000000.0,,-1022000000.0,0.0,1077000000.0,-53000000.0,1495000000.0,,6842000000.0,8040000000.0,422000000.0,8984000000.0,,,203000000.0,8447000000.0,12887000000.0,53000000.0,-552000000.0,-131000000.0,418000000,4441000000,-15988000000.0,1049000000.0,4186000000.0,-103000000.0,150000000.0,150000000,2353000000.0,227000000.0,30000000.0,2946000000.0,,,,,747000000.0,2810000000.0,4051000000.0,,-84000000.0,123000000.0,123000000.0,-196000000.0,428000000.0,43000000.0,0.0,1403000000.0,1826000000.0,,123000000.0,15826000000.0,23830000000.0,148000000.0,1641000000.0,5702000000.0,15790000000.0,-10000000.0,497000000.0,,,,,,,
1999-03-31,-221000000.0,23954000000.0,,736000000.0,540000000.0,19000000.0,2494000000.0,208000000.0,,-22000000.0,842000000,7587000000.0,,-207000000.0,0.0,892000000.0,187000000.0,1424000000.0,157000000.0,6312000000.0,7514000000.0,390000000.0,8818000000.0,,,533000000.0,8251000000.0,13022000000.0,203000000.0,-254000000.0,-747000000.0,532000000,4417000000,-15703000000.0,989000000.0,4065000000.0,32000000.0,330000000.0,330000000,2318000000.0,192000000.0,32000000.0,2993000000.0,,,,,750000000.0,2624000000.0,4003000000.0,,148000000.0,155000000.0,155000000.0,-191000000.0,310000000.0,42000000.0,123000000.0,-677000000.0,1500000000.0,,120000000.0,15130000000.0,23149000000.0,329000000.0,1617000000.0,5767000000.0,15635000000.0,-25000000.0,735000000.0,,,,,,,
1999-06-30,-200000000.0,23721000000.0,,735000000.0,574000000.0,49000000.0,2394000000.0,220000000.0,,22000000.0,916000000,7747000000.0,,-460000000.0,0.0,913000000.0,31000000.0,1513000000.0,2000000.0,5993000000.0,7450000000.0,374000000.0,8959000000.0,,,640000000.0,8226000000.0,13242000000.0,228000000.0,-442000000.0,-380000000.0,600000000,4619000000,-15495000000.0,904000000.0,4111000000.0,63000000.0,412000000.0,412000000,2313000000.0,223000000.0,112000000.0,3106000000.0,,,,,785000000.0,2593000000.0,4063000000.0,,169000000.0,218000000.0,218000000.0,-195000000.0,316000000.0,53000000.0,0.0,-860000000.0,1286000000.0,,121000000.0,14952000000.0,23105000000.0,410000000.0,1660000000.0,5769000000.0,15655000000.0,1000000.0,462000000.0,,,,,,,
1999-09-30,-109000000.0,24097000000.0,,869000000.0,255000000.0,96000000.0,2577000000.0,253000000.0,-353000000.0,-91000000.0,803000000,7719000000.0,,-742000000.0,369000000.0,892000000.0,-166000000.0,1387000000.0,,6124000000.0,8167000000.0,381000000.0,9107000000.0,,,503000000.0,8367000000.0,13372000000.0,182000000.0,-355000000.0,79000000.0,495000000,4693000000,-15730000000.0,815000000.0,4168000000.0,151000000.0,321000000.0,321000000,2413000000.0,203000000.0,5000000.0,3306000000.0,672000000.0,,,,809000000.0,2759000000.0,4130000000.0,,89000000.0,1041000000.0,369000000.0,-191000000.0,308000000.0,858000000.0,0.0,-1207000000.0,1134000000.0,,93000000.0,15231000000.0,23872000000.0,320000000.0,1629000000.0,5709000000.0,15705000000.0,492000000.0,460000000.0,,,,,,,
1999-12-31,-1000000.0,24276000000.0,,956000000.0,235000000.0,-10000000.0,2869000000.0,-375000000.0,-251000000.0,29000000.0,846000000,8873000000.0,,-1231000000.0,506000000.0,979000000.0,27000000.0,1458000000.0,,6295000000.0,8847000000.0,385000000.0,9923000000.0,,,421000000.0,8490000000.0,13445000000.0,153000000.0,-802000000.0,1088000000.0,479000000,5200000000,-15786000000.0,284000000.0,4062000000.0,137000000.0,268000000.0,268000000,2391000000.0,227000000.0,967000000.0,3742000000.0,706000000.0,,,,839000000.0,2786000000.0,5022000000.0,,16000000.0,1212000000.0,506000000.0,-194000000.0,367000000.0,1368000000.0,369000000.0,-1392000000.0,1035000000.0,,97000000.0,16218000000.0,25499000000.0,267000000.0,1834000000.0,6328000000.0,16652000000.0,-504000000.0,-518000000.0,,,,,,,
2000-03-31,-1000000.0,24194000000.0,,1203000000.0,270000000.0,-16000000.0,2961000000.0,-391000000.0,-250000000.0,-227000000.0,869000000,9233000000.0,,-120000000.0,228000000.0,938000000.0,-6000000.0,1491000000.0,,6508000000.0,8675000000.0,410000000.0,9537000000.0,,,656000000.0,8383000000.0,13664000000.0,242000000.0,-244000000.0,-392000000.0,553000000,5381000000,-15811000000.0,237000000.0,3916000000.0,-278000000.0,414000000.0,414000000,2446000000.0,212000000.0,49000000.0,3890000000.0,462000000.0,,,,821000000.0,2804000000.0,4800000000.0,,210000000.0,690000000.0,228000000.0,-194000000.0,316000000.0,1318000000.0,506000000.0,-859000000.0,1101000000.0,,118000000.0,16045000000.0,25682000000.0,413000000.0,1935000000.0,6689000000.0,17007000000.0,-23000000.0,-7000000.0,,,,,,,
2000-06-30,-2000000.0,25095000000.0,,1152000000.0,177000000.0,-109000000.0,2965000000.0,-44000000.0,-317000000.0,-251000000.0,1089000000,9561000000.0,,-135000000.0,190000000.0,920000000.0,-206000000.0,1680000000.0,,7350000000.0,8416000000.0,372000000.0,9447000000.0,,,809000000.0,8986000000.0,13893000000.0,282000000.0,-344000000.0,-532000000.0,760000000,5630000000,-16109000000.0,633000000.0,4087000000.0,-38000000.0,527000000.0,527000000,2575000000.0,219000000.0,59000000.0,3950000000.0,221000000.0,,,,838000000.0,3130000000.0,4522000000.0,,166000000.0,411000000.0,190000000.0,-195000000.0,329000000.0,2953000000.0,228000000.0,-699000000.0,1810000000.0,,124000000.0,16797000000.0,26762000000.0,527000000.0,1883000000.0,7477000000.0,18346000000.0,-12000000.0,289000000.0,,,,,,,
2000-09-30,0.0,24830000000.0,,1410000000.0,74000000.0,-55000000.0,3173000000.0,-533000000.0,-308000000.0,443000000.0,819000000,9713000000.0,,356000000.0,210000000.0,955000000.0,-184000000.0,1433000000.0,,7438000000.0,9021000000.0,392000000.0,9537000000.0,,,505000000.0,8859000000.0,14024000000.0,177000000.0,-767000000.0,-224000000.0,478000000,5514000000,-15971000000.0,-107000000.0,4018000000.0,20000000.0,328000000.0,328000000,2739000000.0,222000000.0,3000000.0,4081000000.0,90000000.0,,,,729000000.0,3314000000.0,4790000000.0,,152000000.0,300000000.0,210000000.0,-197000000.0,341000000.0,2953000000.0,190000000.0,-735000000.0,1526000000.0,,135000000.0,16975000000.0,27092000000.0,328000000.0,1835000000.0,7377000000.0,18071000000.0,-24000000.0,-874000000.0,,,,,,,
2000-12-31,0.0,25491000000.0,,676000000.0,108000000.0,305000000.0,3799000000.0,-315000000.0,-336000000.0,-716000000.0,685000000,9686000000.0,,-561000000.0,215000000.0,976000000.0,-93000000.0,1332000000.0,,7873000000.0,9260000000.0,408000000.0,9676000000.0,,,365000000.0,9190000000.0,14071000000.0,122000000.0,6000000.0,112000000.0,356000000,6483000000,-16301000000.0,451000000.0,3924000000.0,5000000.0,243000000.0,243000000,2415000000.0,239000000.0,7000000.0,5151000000.0,89000000.0,,,,887000000.0,3463000000.0,4865000000.0,,114000000.0,304000000.0,215000000.0,-197000000.0,329000000.0,2953000000.0,210000000.0,-664000000.0,1659000000.0,,130000000.0,17549000000.0,27645000000.0,243000000.0,1887000000.0,7308000000.0,18385000000.0,-6000000.0,457000000.0,,,,,,,
2001-03-31,-4000000.0,34475000000.0,,1168000000.0,0.0,-461000000.0,3743000000.0,-810000000.0,-1029000000.0,-65000000.0,607000000,10580000000.0,,-177000000.0,244000000.0,757000000.0,-165000000.0,930000000.0,,9762000000.0,11751000000.0,452000000.0,14672000000.0,,,-1057000000.0,12980000000.0,11729000000.0,-340000000.0,-273000000.0,730000000.0,173000000,7386000000,-21495000000.0,-584000000.0,5649000000.0,-34000000.0,-685000000.0,-717000000,437000000.0,272000000.0,23000000.0,6456000000.0,246000000.0,3594000000.0,2182000000.0,,1384000000.0,4377000000.0,7139000000.0,,-1055000000.0,490000000.0,244000000.0,-307000000.0,434000000.0,2453000000.0,278000000.0,-717000000.0,3393000000.0,,182000000.0,24434000000.0,35430000000.0,-685000000.0,2226000000.0,6381000000.0,23679000000.0,-25000000.0,-857000000.0,,,,,,,
2001-06-30,-1000000.0,35101000000.0,,834000000.0,0.0,193000000.0,3503000000.0,11000000.0,-1093000000.0,134000000.0,874000000,10588000000.0,,-1867000000.0,203000000.0,762000000.0,52000000.0,1207000000.0,,10152000000.0,11959000000.0,456000000.0,15814000000.0,,,395000000.0,13467000000.0,11707000000.0,120000000.0,-376000000.0,1142000000.0,445000000,7344000000,-21634000000.0,685000000.0,5577000000.0,-41000000.0,280000000.0,280000000,515000000.0,271000000.0,52000000.0,6137000000.0,100000000.0,3825000000.0,2186000000.0,,1358000000.0,4576000000.0,8379000000.0,,113000000.0,303000000.0,203000000.0,-151000000.0,429000000.0,2453000000.0,244000000.0,-647000000.0,3738000000.0,,179000000.0,25966000000.0,36947000000.0,280000000.0,3363000000.0,6143000000.0,24988000000.0,-7000000.0,309000000.0,,,,,,,
2001-09-30,0.0,35721000000.0,,751000000.0,0.0,273000000.0,2585000000.0,-433000000.0,-1105000000.0,-69000000.0,799000000,10335000000.0,,-300000000.0,480000000.0,744000000.0,-128000000.0,1090000000.0,,10533000000.0,12714000000.0,433000000.0,16814000000.0,,,80000000.0,13619000000.0,11462000000.0,20000000.0,-349000000.0,251000000.0,346000000,6729000000,-22102000000.0,326000000.0,5732000000.0,277000000.0,57000000.0,57000000,2158000000.0,261000000.0,35000000.0,5639000000.0,68000000.0,3537000000.0,2117000000.0,,1371000000.0,4713000000.0,8711000000.0,,-93000000.0,548000000.0,480000000.0,-301000000.0,453000000.0,2453000000.0,203000000.0,-592000000.0,3343000000.0,,194000000.0,27347000000.0,38052000000.0,57000000.0,3301000000.0,6192000000.0,25338000000.0,469000000.0,-23000000.0,,,,,,,
2001-12-31,0.0,35890000000.0,,577000000.0,0.0,-396000000.0,3639000000.0,1235000000.0,-1160000000.0,0.0,703000000,9993000000.0,,-330000000.0,220000000.0,722000000.0,275000000.0,926000000.0,,8125000000.0,10308000000.0,394000000.0,17040000000.0,,,-48000000.0,13579000000.0,11112000000.0,-28000000.0,-589000000.0,-1292000000.0,204000000,6346000000,-22311000000.0,1362000000.0,6014000000.0,-260000000.0,-37000000.0,-37000000,513000000.0,268000000.0,36000000.0,5420000000.0,44000000.0,2868000000.0,2120000000.0,,760000000.0,4440000000.0,9266000000.0,,-98000000.0,264000000.0,220000000.0,-304000000.0,499000000.0,2453000000.0,480000000.0,-605000000.0,1617000000.0,,178000000.0,25165000000.0,35515000000.0,-37000000.0,3130000000.0,6250000000.0,25207000000.0,-17000000.0,773000000.0,,,,,,,
2002-03-31,-3000000.0,36007000000.0,,555000000.0,0.0,-67000000.0,3463000000.0,-284000000.0,-1179000000.0,-8000000.0,702000000,9845000000.0,,-353000000.0,234000000.0,655000000.0,134000000.0,941000000.0,,8395000000.0,10267000000.0,391000000.0,16759000000.0,,,62000000.0,13427000000.0,10902000000.0,24000000.0,-297000000.0,223000000.0,286000000,6262000000,-22580000000.0,149000000.0,5895000000.0,14000000.0,105000000.0,38000000,503000000.0,250000000.0,33000000.0,5321000000.0,63000000.0,3223000000.0,2095000000.0,,765000000.0,4305000000.0,9099000000.0,,-43000000.0,297000000.0,234000000.0,-303000000.0,416000000.0,2453000000.0,220000000.0,-606000000.0,2278000000.0,,189000000.0,25154000000.0,35351000000.0,105000000.0,3683000000.0,5838000000.0,25084000000.0,-33000000.0,-148000000.0,,,,,,,
2002-06-30,0.0,37206000000.0,,496000000.0,0.0,84000000.0,3789000000.0,-375000000.0,-991000000.0,-74000000.0,968000000,10051000000.0,,-433000000.0,299000000.0,696000000.0,-49000000.0,1227000000.0,,9420000000.0,10950000000.0,405000000.0,17279000000.0,,,349000000.0,13737000000.0,10833000000.0,111000000.0,-391000000.0,104000000.0,531000000,7217000000,-23469000000.0,391000000.0,5880000000.0,65000000.0,238000000.0,238000000,523000000.0,272000000.0,78000000.0,5990000000.0,64000000.0,3667000000.0,2257000000.0,,1063000000.0,4355000000.0,9336000000.0,,8000000.0,363000000.0,299000000.0,-304000000.0,437000000.0,2453000000.0,234000000.0,-500000000.0,2566000000.0,,188000000.0,26699000000.0,37105000000.0,238000000.0,3789000000.0,6079000000.0,26155000000.0,-5000000.0,0.0,,,,,,,
2002-09-30,0.0,37394000000.0,,287000000.0,0.0,-2000000.0,3826000000.0,235000000.0,-1102000000.0,8000000.0,818000000,9772000000.0,,-307000000.0,500000000.0,667000000.0,-134000000.0,1033000000.0,,8441000000.0,10761000000.0,389000000.0,18209000000.0,,,195000000.0,13688000000.0,10654000000.0,67000000.0,-398000000.0,-293000000.0,366000000,7041000000,-23706000000.0,803000000.0,5927000000.0,201000000.0,128000000.0,128000000,487000000.0,262000000.0,7000000.0,6008000000.0,48000000.0,3161000000.0,2294000000.0,602000000.0,922000000.0,4480000000.0,10360000000.0,,33000000.0,548000000.0,500000000.0,-305000000.0,452000000.0,2453000000.0,299000000.0,-256000000.0,1628000000.0,,194000000.0,26650000000.0,36788000000.0,128000000.0,3188000000.0,6213000000.0,26027000000.0,-29000000.0,405000000.0,,,,,,,
2002-12-31,-3000000.0,37934000000.0,,350000000.0,0.0,-326000000.0,2834000000.0,383000000.0,-2158000000.0,65000000.0,437000000,7626000000.0,,-533000000.0,1484000000.0,711000000.0,272000000.0,628000000.0,,8856000000.0,11681000000.0,413000000.0,22714000000.0,,,-1228000000.0,13797000000.0,9520000000.0,-482000000.0,-537000000.0,753000000.0,-83000000,7089000000,-24137000000.0,765000000.0,9061000000.0,984000000.0,-809000000.0,-809000000,2317000000.0,282000000.0,20000000.0,6461000000.0,89000000.0,3116000000.0,2298000000.0,,994000000.0,4208000000.0,11659000000.0,,-856000000.0,1573000000.0,1484000000.0,-305000000.0,520000000.0,2453000000.0,500000000.0,-437000000.0,1377000000.0,,203000000.0,31570000000.0,39562000000.0,-809000000.0,3802000000.0,6812000000.0,27881000000.0,-11000000.0,228000000.0,,,,,,,
