date,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyPretaxIncome,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue
2004-12-31,41600000,,174600000,,-1400000,175800000.0,-237300000.0,,38600000.0,,2179300000.0,245800000.0,253600000.0,-2100000.0,,861900000.0,1416100000.0,700000.0,27400000,9200000.0,-30400000.0,139600000.0,-1200000.0,148400000.0,,-216400000.0,655800000.0,-6100000.0,148400000.0,700000,700000,,83600000.0,1024500000.0,134200000.0,27200000.0,,1170300000.0,48200000.0,1424000000.0,-4400000.0,3700000.0,11400000.0,-23800000.0,95500000.0,9900000.0,-755300000.0,430900000.0,-500000.0,,11600000.0,10400000.0,-131400000.0,752400000.0,34700000.0,10900000.0,,2187000000.0,,,-13400000.0,10600000.0,2440600000.0,200000.0,,14200000.0,38600000.0,38600000.0,7100000.0,170000000.0,52800000.0,,,,,,
2005-03-31,39100000,,198200000,,5900000,134700000.0,-21100000.0,,41300000.0,,2297800000.0,268900000.0,265700000.0,-2100000.0,,867800000.0,1444200000.0,,24800000,7200000.0,-4700000.0,145000000.0,63500000.0,172200000.0,,-3800000.0,654600000.0,-3000000.0,109900000.0,8100000,8100000,,75800000.0,1034700000.0,95600000.0,27700000.0,,1175300000.0,51700000.0,1529300000.0,1300000.0,1200000.0,12400000.0,-18900000.0,-3200000.0,8900000.0,-768500000.0,444900000.0,-100000.0,,13700000.0,27000000.0,2700000.0,673300000.0,31400000.0,5600000.0,,2213200000.0,,,8100000.0,10600000.0,2478900000.0,-3300000.0,,14300000.0,41300000.0,41300000.0,7100000.0,38600000.0,56400000.0,,,,,,
2005-06-30,32100000,,381100000,,-27300000,186200000.0,-53200000.0,,41800000.0,,3208500000.0,480900000.0,456000000.0,-2300000.0,,840500000.0,2728400000.0,,-8300000,27700000.0,-18800000.0,287700000.0,194900000.0,202900000.0,,-4400000.0,1526100000.0,-4100000.0,194500000.0,-25100000,-25100000,,282700000.0,1314000000.0,154100000.0,46400000.0,,2247500000.0,80100000.0,2142700000.0,5700000.0,2200000.0,38700000.0,-48200000.0,47900000.0,118100000.0,-1065800000.0,438700000.0,-2700000.0,,-41300000.0,5800000.0,500000.0,139000000.0,2100000.0,1600000.0,,3843300000.0,,,-42400000.0,1448800000.0,4299300000.0,-4300000.0,,40400000.0,41800000.0,41800000.0,7300000.0,41300000.0,157800000.0,,,,,,
2005-09-30,38700000,,384600000,,110500000,221400000.0,-68300000.0,,72400000.0,,2931900000.0,687200000.0,496900000.0,-2200000.0,,948900000.0,2882400000.0,,-1900000,-28500000.0,75200000.0,284000000.0,163200000.0,262100000.0,,-1900000.0,1465600000.0,-11500000.0,223300000.0,112700000,112700000,,329900000.0,1423500000.0,182800000.0,48900000.0,,2195200000.0,91600000.0,2176600000.0,134300000.0,-2500000.0,39500000.0,-71300000.0,-12500000.0,142100000.0,-755300000.0,399700000.0,-11900000.0,,92900000.0,111400000.0,30600000.0,153900000.0,77500000.0,-19800000.0,,3809000000.0,,,40100000.0,1320000000.0,4305900000.0,-6000000.0,,40600000.0,72400000.0,72400000.0,7300000.0,41800000.0,205500000.0,,,,,,
2005-12-31,80200000,,388100000,,2300000,217400000.0,-146900000.0,,31100000.0,,3118700000.0,573700000.0,466800000.0,-2100000.0,,946100000.0,2997400000.0,-13600000.0,47800000,-23700000.0,-5800000.0,315700000.0,170700000.0,241700000.0,,8100000.0,1663900000.0,17800000.0,169600000.0,5200000,5200000,,350600000.0,1426200000.0,137200000.0,26000000.0,,2423700000.0,73900000.0,2298300000.0,6000000.0,203000000.0,43000000.0,-137300000.0,71000000.0,38000000.0,-820400000.0,409200000.0,-100000.0,,10800000.0,34600000.0,-41300000.0,135300000.0,78600000.0,5600000.0,,3956800000.0,,,-102700000.0,1371000000.0,4423600000.0,-7800000.0,,32400000.0,31100000.0,31100000.0,7400000.0,72400000.0,215400000.0,,,,,,
2006-03-31,99700000,,388400000,,8000000,230700000.0,-58700000.0,,30100000.0,,2386700000.0,620100000.0,469700000.0,-4200000.0,,954100000.0,2946500000.0,-11800000.0,61300000,7100000.0,22100000.0,331200000.0,157700000.0,255100000.0,10600000.0,-200000.0,1578900000.0,5300000.0,169400000.0,12900000,12900000,,334000000.0,1472100000.0,106600000.0,39800000.0,,2326400000.0,68600000.0,2302600000.0,-25200000.0,800000.0,40600000.0,-67000000.0,-11600000.0,133900000.0,-84100000.0,413500000.0,-700000.0,,19900000.0,69300000.0,-1000000.0,136000000.0,400000.0,7000000.0,,3948900000.0,,,2300000.0,1348700000.0,4418600000.0,-300000.0,8200000.0,38400000.0,30100000.0,30100000.0,7400000.0,31100000.0,230700000.0,,,,,,
2006-06-30,114300000,,413100000,,19200000,165300000.0,3800000.0,,22200000.0,,3181000000.0,620900000.0,514200000.0,0.0,,,2863100000.0,5000000.0,77500000,8500000.0,-85400000.0,299300000.0,247800000.0,223800000.0,10600000.0,48700000.0,1542400000.0,-19100000.0,87800000.0,24100000,24100000,,283700000.0,1498300000.0,51000000.0,41700000.0,,2242200000.0,87600000.0,2320600000.0,-4300000.0,4400000.0,40600000.0,-36400000.0,1700000.0,175200000.0,-860400000.0,416100000.0,-8800000.0,,32600000.0,-13400000.0,-7900000.0,138000000.0,49900000.0,8500000.0,,3947200000.0,,,-49800000.0,1331300000.0,4461400000.0,-200000.0,,36800000.0,22200000.0,22200000.0,7400000.0,30100000.0,172000000.0,,,,,,
2006-09-30,115000000,,415700000,,26400000,149500000.0,-36600000.0,,64200000.0,,3179100000.0,722000000.0,565300000.0,-100000.0,,999800000.0,2895500000.0,-46500000.0,77300000,15300000.0,80700000.0,335100000.0,266200000.0,307200000.0,10600000.0,-89500000.0,1490500000.0,9600000.0,72200000.0,31300000,31300000,,261700000.0,1529700000.0,34500000.0,36200000.0,,2173500000.0,78100000.0,2358700000.0,11200000.0,2200000.0,42300000.0,-47500000.0,-36000000.0,186200000.0,-820400000.0,421300000.0,2000000.0,,46200000.0,114600000.0,42000000.0,133900000.0,50300000.0,14700000.0,,3960100000.0,,,67100000.0,1318300000.0,4525400000.0,-100000.0,,37700000.0,64200000.0,64200000.0,7400000.0,22200000.0,178300000.0,,,,,,
2006-12-31,130300000,,442400000,,35700000,559800000.0,-74500000.0,,79000000.0,,4748200000.0,637400000.0,606000000.0,0.0,,1050700000.0,2954600000.0,59200000.0,88200000,10100000.0,-50400000.0,334300000.0,-117400000.0,354700000.0,,116400000.0,1631800000.0,4600000.0,471600000.0,40600000,40600000,,268100000.0,1582400000.0,429500000.0,69700000.0,,2317200000.0,72500000.0,3755500000.0,11400000.0,1200000.0,43700000.0,-128700000.0,-7700000.0,41900000.0,-992700000.0,417300000.0,-8200000.0,,55900000.0,97000000.0,14800000.0,147100000.0,50900000.0,15200000.0,,4031300000.0,,,-31700000.0,,4637300000.0,1300000.0,-91800000.0,42100000.0,79000000.0,79000000.0,7400000.0,64200000.0,189900000.0,,,,,,
2007-03-31,110500000,,411300000,,17000000,229800000.0,-38400000.0,,68000000.0,,3397100000.0,590700000.0,596700000.0,-8700000.0,,1051900000.0,2907000000.0,19200000.0,72400000,9200000.0,-39000000.0,299700000.0,181500000.0,313000000.0,,30700000.0,1613600000.0,-4500000.0,157400000.0,22200000,22200000,,290800000.0,1599300000.0,119300000.0,112400000.0,,2316300000.0,76600000.0,2506200000.0,-1400000.0,100000.0,39400000.0,-77100000.0,-23600000.0,44600000.0,-890900000.0,411900000.0,0.0,,31600000.0,51000000.0,-11000000.0,1422700000.0,51700000.0,9300000.0,,4054100000.0,,,-26100000.0,,4650800000.0,1400000.0,,38100000.0,68000000.0,68000000.0,7400000.0,79000000.0,181400000.0,,,,,,
2007-06-30,123900000,,427100000,,25300000,288400000.0,-76900000.0,,66300000.0,,3448800000.0,540100000.0,572100000.0,-4900000.0,,1077200000.0,2879600000.0,-13400000.0,83100000,13700000.0,38700000.0,298400000.0,138700000.0,351000000.0,,27400000.0,1636900000.0,-3800000.0,205300000.0,30200000,30200000,,287500000.0,1627800000.0,164500000.0,59700000.0,,2339500000.0,80300000.0,2603900000.0,2600000.0,500000.0,41600000.0,-55600000.0,-33900000.0,10700000.0,-844900000.0,415100000.0,-18900000.0,,44100000.0,109100000.0,-1700000.0,1417100000.0,52300000.0,13800000.0,,4140000000.0,,,53500000.0,,4712100000.0,1300000.0,,40800000.0,66300000.0,66300000.0,7400000.0,68000000.0,126100000.0,,,,,,
2007-09-30,137100000,-39300000.0,444100000,,41800000,181200000.0,-80200000.0,,116200000.0,,3499300000.0,933100000.0,593400000.0,-4800000.0,,1119100000.0,2899000000.0,18100000.0,98200000,17500000.0,22300000.0,284500000.0,262900000.0,384500000.0,,-62300000.0,1295700000.0,-7100000.0,83000000.0,46700000,46700000,,246000000.0,1671700000.0,44100000.0,73900000.0,,1965900000.0,87900000.0,2692000000.0,3400000.0,100000.0,37300000.0,-80300000.0,-6100000.0,351300000.0,-807300000.0,424200000.0,-800000.0,,64300000.0,136200000.0,49900000.0,1371800000.0,54100000.0,17500000.0,,4182200000.0,,,55900000.0,,4775600000.0,1200000.0,,38900000.0,116200000.0,116200000.0,7400000.0,66300000.0,143200000.0,,,,,,
2007-12-31,151100000,-30300000.0,460300000,,49900000,477900000.0,-185000000.0,,55500000.0,,5134400000.0,1098700000.0,645700000.0,-4900000.0,,1168900000.0,2958900000.0,-10400000.0,108700000,25900000.0,-21600000.0,243400000.0,-17600000.0,326700000.0,,135600000.0,1105000000.0,-2400000.0,369200000.0,54700000,54700000,,256100000.0,1726300000.0,326800000.0,61800000.0,,1860200000.0,90300000.0,4133300000.0,11000000.0,0.0,38400000.0,-197500000.0,39100000.0,650900000.0,-1001100000.0,499100000.0,2500000.0,,81300000.0,85200000.0,-60700000.0,149200000.0,0.0,26500000.0,,4282500000.0,,,-112300000.0,,4928200000.0,400000.0,,42400000.0,55500000.0,55500000.0,7500000.0,116200000.0,121100000.0,,,,,,
2008-03-31,124100000,,450600000,,32900000,249200000.0,-154900000.0,,72500000.0,,5075200000.0,1119100000.0,760100000.0,-4900000.0,,1201700000.0,3076700000.0,7800000.0,83400000,15600000.0,18100000.0,227700000.0,201400000.0,324300000.0,,-47800000.0,1167400000.0,-6000000.0,165800000.0,37700000,37700000,,260900000.0,1765600000.0,125100000.0,153900000.0,,1957600000.0,96300000.0,4203700000.0,9600000.0,1100000.0,39500000.0,-109400000.0,53200000.0,651800000.0,-871500000.0,529300000.0,-500000.0,,53500000.0,118700000.0,17000000.0,119400000.0,0.0,15700000.0,,4323100000.0,,,9300000.0,,5083200000.0,400000.0,,40700000.0,72500000.0,72500000.0,7500000.0,55500000.0,143000000.0,,,,,,
2008-06-30,145400000,,486200000,,50500000,310800000.0,-140500000.0,,29400000.0,,5394500000.0,1065100000.0,712300000.0,-4800000.0,,1252300000.0,3131000000.0,9100000.0,104600000,25700000.0,-90300000.0,242000000.0,175400000.0,290400000.0,,55000000.0,1267400000.0,-8400000.0,206200000.0,55400000,55400000,,214700000.0,1819000000.0,165400000.0,111500000.0,,2065900000.0,104700000.0,4343000000.0,5000000.0,0.0,27700000.0,-183100000.0,50700000.0,624400000.0,-1051500000.0,583800000.0,-10400000.0,,81900000.0,46700000.0,-43100000.0,156600000.0,0.0,26400000.0,,4499600000.0,,,-136400000.0,,5211900000.0,1700000.0,,40800000.0,29400000.0,29400000.0,7300000.0,72500000.0,150300000.0,,,,,,
2008-09-30,154000000,-2500000.0,491500000,,48900000,213100000.0,-121900000.0,,96500000.0,,4121500000.0,1093700000.0,767100000.0,-2700000.0,,1301200000.0,3213700000.0,14600000.0,111000000,24700000.0,54000000.0,218900000.0,278400000.0,318300000.0,,-25900000.0,1282500000.0,6300000.0,102100000.0,51600000,51600000,,213200000.0,1876100000.0,59100000.0,114500000.0,,2120000000.0,98400000.0,3227400000.0,1300000.0,6200000.0,35500000.0,-123100000.0,21300000.0,627200000.0,-894100000.0,624300000.0,200000.0,,76800000.0,167700000.0,67100000.0,1357400000.0,0.0,25100000.0,,4584800000.0,,,44600000.0,,5351900000.0,1700000.0,,43000000.0,96500000.0,96500000.0,7200000.0,29400000.0,148200000.0,,,,,,
2008-12-31,134200000,-11000000.0,423800000,,21200000,421500000.0,-163400000.0,,229900000.0,,5677800000.0,1096300000.0,690700000.0,-2800000.0,,1337600000.0,3257500000.0,-36500000.0,91200000,-2200000.0,63700000.0,167300000.0,2300000.0,61300000.0,,24000000.0,1448700000.0,2100000.0,330300000.0,24000000,39200000,,220100000.0,1911500000.0,284700000.0,32200000.0,,2161200000.0,96300000.0,4587900000.0,-18500000.0,,36200000.0,-160900000.0,174200000.0,637400000.0,-1089900000.0,492400000.0,-600000.0,60500000.0,36500000.0,122600000.0,133400000.0,67200000.0,0.0,-2700000.0,,4752000000.0,,,-38300000.0,,5442700000.0,-5600000.0,,45600000.0,229900000.0,229900000.0,7200000.0,96500000.0,174700000.0,,,,,,
2009-03-31,87100000,-17800000.0,346000000,2100000.0,-7500000,186100000.0,-115500000.0,,141700000.0,,5792700000.0,484000000.0,591500000.0,-2800000.0,,1330100000.0,3238500000.0,3600000.0,48500000,-400000.0,15600000.0,160300000.0,159900000.0,,,-1500000.0,2038900000.0,1100000.0,137600000.0,-2100000,-2200000,,214100000.0,1906400000.0,90500000.0,93300000.0,-238700000.0,2754500000.0,95200000.0,4669100000.0,-8500000.0,,41800000.0,-99900000.0,-36500000.0,23100000.0,-1123600000.0,501500000.0,-9300000.0,58200000.0,-1800000.0,63800000.0,-88200000.0,52800000.0,0.0,400000.0,,4827000000.0,3500000.0,,-36100000.0,,5418500000.0,-6500000.0,,47100000.0,141700000.0,141700000.0,7200000.0,229900000.0,,,,,,,
2009-06-30,101900000,5500000.0,341300000,2800000.0,6700000,177800000.0,-68200000.0,,62300000.0,,5573900000.0,385700000.0,532800000.0,-2700000.0,,1336800000.0,3112700000.0,700000.0,43400000,1900000.0,-80400000.0,163800000.0,163500000.0,,,2000000.0,2013100000.0,-19100000.0,134400000.0,6800000,7300000,,213500000.0,1970100000.0,86800000.0,45000000.0,-11400000.0,2727000000.0,114300000.0,4697700000.0,10900000.0,,45400000.0,-79900000.0,13500000.0,21600000.0,-876200000.0,500400000.0,0.0,51300000.0,8900000.0,-24700000.0,-79400000.0,73800000.0,0.0,1600000.0,,4833700000.0,-3500000.0,,-104600000.0,,5366500000.0,-4000000.0,,47600000.0,62300000.0,62300000.0,7200000.0,141700000.0,,,,,,,
2009-09-30,129900000,-5900000.0,386100000,1500000.0,25800000,224600000.0,-129100000.0,,108900000.0,,5619600000.0,472500000.0,542100000.0,-2800000.0,,1362600000.0,3102200000.0,-11400000.0,84400000,14700000.0,93000000.0,159100000.0,161500000.0,,,-9500000.0,1913800000.0,10000000.0,140200000.0,28600000,29000000,,206400000.0,2020000000.0,95400000.0,28700000.0,-14400000.0,2629700000.0,104300000.0,4727800000.0,700000.0,22600000.0,41200000.0,-119400000.0,6100000.0,107400000.0,-891800000.0,509500000.0,0.0,52800000.0,43900000.0,169600000.0,46600000.0,75700000.0,0.0,14900000.0,,4864200000.0,4700000.0,,50200000.0,,5406300000.0,-4800000.0,,44800000.0,108900000.0,108900000.0,7200000.0,62300000.0,,,,,,,
2009-12-31,140900000,-3800000.0,406800000,3500000.0,21000000,234100000.0,-33600000.0,,117500000.0,,5943400000.0,410800000.0,613800000.0,-2700000.0,,1394600000.0,3137500000.0,13200000.0,91900000,15200000.0,-28500000.0,139400000.0,172700000.0,,,19900000.0,1911900000.0,-4300000.0,142200000.0,23700000,34900000,,247700000.0,2058800000.0,99200000.0,63000000.0,-54600000.0,2726700000.0,106400000.0,4747200000.0,6000000.0,0.0,45300000.0,-50000000.0,-42000000.0,68100000.0,-1196200000.0,567100000.0,1500000.0,46800000.0,52600000.0,84200000.0,8600000.0,71300000.0,0.0,17700000.0,,4865300000.0,18600000.0,,34200000.0,,5479100000.0,-4400000.0,,43000000.0,117500000.0,117500000.0,7200000.0,108900000.0,,,,,,,
2010-03-31,148600000,-4800000.0,436300000,3200000.0,32600000,256600000.0,-81800000.0,,126100000.0,,5972300000.0,446300000.0,661800000.0,-2700000.0,,1411300000.0,3185400000.0,16400000.0,108200000,23700000.0,6300000.0,169000000.0,179700000.0,,,-1000000.0,1906900000.0,-900000.0,148400000.0,35300000,34200000,,249100000.0,2082000000.0,102600000.0,61500000.0,-305700000.0,2739100000.0,107600000.0,4757900000.0,-5400000.0,,44400000.0,-52300000.0,-21100000.0,64400000.0,-1214400000.0,583100000.0,-8900000.0,53500000.0,58400000.0,111500000.0,8600000.0,75900000.0,0.0,24200000.0,-25000000.0,4887300000.0,-29500000.0,,59200000.0,,5549100000.0,-3500000.0,,45800000.0,126100000.0,126100000.0,7300000.0,117500000.0,,,,,,,
2010-06-30,145800000,-5700000.0,461600000,1300000.0,34600000,268000000.0,-63600000.0,,84300000.0,,6039700000.0,465200000.0,620800000.0,-2800000.0,,1445900000.0,2927200000.0,15300000.0,127200000,19200000.0,-13000000.0,176400000.0,193600000.0,,,-16500000.0,1615300000.0,1300000.0,140800000.0,37400000,37400000,,0.0,2337100000.0,93900000.0,56600000.0,-283300000.0,2462000000.0,106100000.0,4789600000.0,-28300000.0,,41900000.0,-68600000.0,-87000000.0,84700000.0,-1250100000.0,604500000.0,-16000000.0,46400000.0,57000000.0,108800000.0,-41800000.0,89200000.0,0.0,19600000.0,,4925200000.0,-7000000.0,,40200000.0,,5546000000.0,-2700000.0,,46900000.0,84300000.0,84300000.0,7300000.0,126100000.0,,,,,,,
2010-09-30,169800000,-7700000.0,438300000,1600000.0,50200000,258500000.0,-80300000.0,,68800000.0,,6106100000.0,441900000.0,665900000.0,-2700000.0,,1496100000.0,2957600000.0,-29000000.0,116000000,34100000.0,35600000.0,173900000.0,179800000.0,,,29100000.0,1610900000.0,400000.0,142500000.0,52900000,52800000,,230000000.0,2389900000.0,96400000.0,86100000.0,-73000000.0,2515700000.0,106100000.0,4821700000.0,7700000.0,0.0,36200000.0,-104400000.0,-74800000.0,22300000.0,-1284400000.0,674800000.0,-4200000.0,46800000.0,87500000.0,139600000.0,-15500000.0,94700000.0,0.0,34700000.0,,4963200000.0,2400000.0,,35200000.0,,5629100000.0,-1900000.0,,46100000.0,68800000.0,68800000.0,7300000.0,84300000.0,,,,,,,
2010-12-31,168000000,-7000000.0,478600000,2700000.0,51800000,257600000.0,-85800000.0,,85400000.0,,5167800000.0,431200000.0,598200000.0,-2800000.0,,1548000000.0,2927200000.0,17000000.0,135100000,29200000.0,-29100000.0,160000000.0,221000000.0,,,6100000.0,1621600000.0,5500000.0,122500000.0,54600000,55600000,,219900000.0,2431100000.0,76400000.0,91200000.0,-177700000.0,2496000000.0,101400000.0,3869400000.0,-13200000.0,0.0,35600000.0,-62000000.0,-34000000.0,18100000.0,-1298400000.0,654500000.0,-34800000.0,46400000.0,86300000.0,136400000.0,16600000.0,1126900000.0,0.0,30700000.0,,5042700000.0,13900000.0,,74400000.0,,5640900000.0,-1400000.0,,46100000.0,85400000.0,85400000.0,7300000.0,68800000.0,,,,,,,
2011-03-31,178700000,-6700000.0,488600000,4000000.0,62600000,273900000.0,-92800000.0,,101500000.0,,6265600000.0,388800000.0,604700000.0,-2800000.0,,1609200000.0,2921700000.0,69700000.0,127800000,35000000.0,-33500000.0,180700000.0,214700000.0,,,7600000.0,1616600000.0,-5800000.0,146100000.0,64000000,64100000,,222700000.0,2495900000.0,100400000.0,72800000.0,-5800000.0,2532900000.0,107700000.0,4934100000.0,5200000.0,,33100000.0,-95200000.0,-8200000.0,18200000.0,-1331500000.0,693600000.0,0.0,50400000.0,99900000.0,117100000.0,16100000.0,111100000.0,0.0,35800000.0,0.0,5095600000.0,-20600000.0,,21900000.0,,5700300000.0,-900000.0,,45700000.0,101500000.0,101500000.0,7200000.0,85400000.0,,,,,,,
2011-06-30,192500000,-17500000.0,534900000,1300000.0,70700000,301500000.0,-81300000.0,,156000000.0,,6374900000.0,405800000.0,661500000.0,-100000.0,,1679900000.0,2972300000.0,-64400000.0,151600000,42200000.0,-20200000.0,195800000.0,233400000.0,,,9400000.0,1614600000.0,-8000000.0,149900000.0,70800000,71700000,,221800000.0,2567800000.0,104400000.0,58000000.0,-203800000.0,2566500000.0,115400000.0,4994100000.0,-4600000.0,,32400000.0,-76600000.0,-16000000.0,18200000.0,-1380800000.0,730100000.0,-12900000.0,48800000.0,114600000.0,151800000.0,54500000.0,121300000.0,0.0,42900000.0,0.0,5164200000.0,-23200000.0,,75200000.0,,5825700000.0,-900000.0,,45500000.0,156000000.0,156000000.0,7200000.0,101500000.0,,,,,,,
2011-09-30,223900000,-4800000.0,544500000,1100000.0,99800000,313400000.0,-118100000.0,,217100000.0,,6569900000.0,436900000.0,723700000.0,0.0,,1779700000.0,3111100000.0,11600000.0,181800000,43000000.0,16700000.0,186900000.0,231100000.0,,,-3000000.0,1676200000.0,2000000.0,131600000.0,99800000,100100000,,229600000.0,2669000000.0,109300000.0,71600000.0,-312300000.0,2674200000.0,116000000.0,5159500000.0,-5800000.0,0.0,32200000.0,-112200000.0,-17000000.0,36300000.0,-1410400000.0,768400000.0,-5300000.0,55200000.0,143800000.0,196200000.0,61100000.0,127600000.0,0.0,43700000.0,0.0,5342300000.0,6400000.0,,84000000.0,,6066000000.0,-1900000.0,,47900000.0,217100000.0,217100000.0,7200000.0,156000000.0,,,,,,,
2011-12-31,175200000,-4300000.0,530300000,2100000.0,95600000,307200000.0,-218200000.0,,72400000.0,,6784700000.0,437400000.0,642500000.0,-100000.0,11400000.0,1875300000.0,3114300000.0,7600000.0,150400000,500000.0,-9100000.0,166000000.0,223100000.0,17500000.0,,-6100000.0,1602800000.0,4600000.0,156800000.0,95700000,96000000,,212700000.0,2764500000.0,109700000.0,69500000.0,-131400000.0,2676900000.0,109600000.0,5349500000.0,-22300000.0,0.0,31400000.0,-211000000.0,-99400000.0,36300000.0,-1435200000.0,861400000.0,-18200000.0,50400000.0,96700000.0,172900000.0,-144700000.0,130600000.0,0.0,700000.0,0.0,5530500000.0,35900000.0,,-38100000.0,,6173000000.0,-2200000.0,,47100000.0,72400000.0,72400000.0,7200000.0,217100000.0,202600000.0,,,,,,
2012-03-31,203100000,-6700000.0,547500000,3200000.0,74900000,366500000.0,-101100000.0,,101800000.0,,6860300000.0,446500000.0,683900000.0,-100000.0,,1928800000.0,3123800000.0,17000000.0,157800000,34900000.0,-27600000.0,186600000.0,181000000.0,,,2300000.0,1585500000.0,-11500000.0,208700000.0,75000000,75300000,,228400000.0,2835700000.0,160300000.0,69500000.0,-237000000.0,2677300000.0,120900000.0,5388000000.0,-3100000.0,,27200000.0,-99400000.0,-9000000.0,46400000.0,-1472300000.0,863400000.0,-1800000.0,57500000.0,127500000.0,139500000.0,29400000.0,124600000.0,0.0,52200000.0,,5570100000.0,-21100000.0,,40100000.0,,6254000000.0,-1900000.0,,48400000.0,101800000.0,101800000.0,1100000.0,72400000.0,,,,,,,
2012-06-30,248000000,-19900000.0,545300000,2500000.0,120400000,358600000.0,-130200000.0,,105500000.0,,6939000000.0,445400000.0,627400000.0,-21500000.0,,2027700000.0,3058400000.0,-55200000.0,203800000,46600000.0,5600000.0,184800000.0,186700000.0,,,1400000.0,1570700000.0,4900000.0,154800000.0,120400000,120900000,,174200000.0,2937400000.0,106100000.0,55200000.0,-112400000.0,2613000000.0,117300000.0,5479100000.0,-4500000.0,,25300000.0,-115400000.0,-36700000.0,52200000.0,-1459900000.0,868100000.0,-3400000.0,54500000.0,174000000.0,170600000.0,3700000.0,129800000.0,0.0,53100000.0,,5663400000.0,600000.0,,55200000.0,,6290800000.0,-2500000.0,,48700000.0,105500000.0,105500000.0,7200000.0,101800000.0,,,,,,,
2012-09-30,238500000,-4800000.0,577400000,2600000.0,90000000,338900000.0,-96900000.0,,187000000.0,,7048500000.0,488100000.0,682400000.0,-21500000.0,,2096200000.0,3111000000.0,-11200000.0,180700000,60800000.0,25700000.0,200800000.0,238500000.0,,,6500000.0,1557000000.0,-3400000.0,158200000.0,90100000,90700000,,173900000.0,3017600000.0,108400000.0,35300000.0,-14400000.0,2622900000.0,123600000.0,5551600000.0,8000000.0,,24100000.0,-104400000.0,-27500000.0,51800000.0,-1496900000.0,892000000.0,8100000.0,59700000.0,164600000.0,205900000.0,81500000.0,130500000.0,0.0,73900000.0,,5741800000.0,-18400000.0,,101500000.0,,6424200000.0,-2300000.0,,49800000.0,187000000.0,187000000.0,7200000.0,105500000.0,,,,,,,
2012-12-31,226000000,-3800000.0,348600000,2400000.0,91800000,60200000.0,-223700000.0,,72600000.0,,6942600000.0,424800000.0,522300000.0,-43000000.0,,2166500000.0,2995200000.0,-3800000.0,130600000,55000000.0,-52600000.0,183600000.0,288400000.0,101800000.0,,-9400000.0,1547600000.0,700000.0,-70400000.0,91800000,92500000,,128600000.0,3096600000.0,150000000.0,400000.0,-12100000.0,2570400000.0,125600000.0,5684800000.0,43500000.0,,23800000.0,-220800000.0,-47900000.0,60200000.0,-1257800000.0,894200000.0,6500000.0,51500000.0,150300000.0,157200000.0,-114400000.0,137300000.0,0.0,57800000.0,,5873600000.0,17400000.0,,-63600000.0,,6395900000.0,-2400000.0,,51900000.0,72600000.0,72600000.0,7200000.0,187000000.0,169100000.0,,,,,,
