date,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
1995-06-30,0.0,,1411000000.0,93000000.0,0.0,,,1117000000.0,-809000000.0,371000000.0,248484848.0,371000000.0,,5000000.0,,,,-5000000.0,-196000000.0,,58000000.0,,,-28000000.0,0.0,-9000000.0,703000000,-143000000.0,1058000000.0,76000000,,0.33,32000000.0,249000000.0,,488000000.0,-160000000.0,,85000000,9000000.0,743000000.0,248484848.0,1955000000.0,-152000000.0,,,,1874000000.0,546000000.0,82000000.0,2700000000.0,555000000.0,,826000000.0,,85000000.0,-50000000.0,577000000.0,1289000000.0,82000000.0,61000000,0.33,17000000.0,292000000.0,67000000.0,188000000.0,,,9000000.0,,,618000000.0,11000000.0,0.0,,,
1995-09-30,0.0,,1480000000.0,93000000.0,-278000000.0,,,1706000000.0,-809000000.0,143000000.0,249315068.0,143000000.0,,3000000.0,,,,13000000.0,-39000000.0,,123000000.0,,,-26000000.0,0.0,-8000000.0,718000000,96000000.0,1226000000.0,77000000,,0.365,31000000.0,417000000.0,,735000000.0,-228000000.0,,86000000,9000000.0,779000000.0,249315068.0,2023000000.0,88000000.0,,,,1970000000.0,858000000.0,91000000.0,3117000000.0,593000000.0,,1147000000.0,,86000000.0,0.0,730000000.0,1637000000.0,91000000.0,62000000,0.365,16000000.0,,,186000000.0,,,9000000.0,,,632000000.0,-298000000.0,0.0,-23000000.0,,
1995-12-31,0.0,,1567000000.0,97000000.0,-19000000.0,,,1126000000.0,-810000000.0,215000000.0,,215000000.0,,2000000.0,,,,-2000000.0,12000000.0,,130000000.0,,,-30000000.0,3000000.0,-10000000.0,893000000,105000000.0,1208000000.0,83000000,,,33000000.0,398000000.0,,729000000.0,72000000.0,,95000000,12000000.0,738000000.0,,2087000000.0,95000000.0,,,,2013000000.0,859000000.0,88000000.0,3164000000.0,568000000.0,,1151000000.0,,95000000.0,0.0,753000000.0,1597000000.0,88000000.0,64000000,,14000000.0,567000000.0,,170000000.0,,,12000000.0,,,798000000.0,-3000000.0,0.0,-24000000.0,,
1996-03-31,215000000.0,,1601000000.0,98000000.0,-55000000.0,,,1185000000.0,-823000000.0,205000000.0,254901961.0,205000000.0,,2000000.0,,,,-43000000.0,69000000.0,,89000000.0,,,-24000000.0,,-10000000.0,893000000,77000000.0,1223000000.0,83000000,,0.255,33000000.0,400000000.0,,780000000.0,-10000000.0,-18000000.0,96000000,13000000.0,752000000.0,254901961.0,2126000000.0,67000000.0,,,,2099000000.0,869000000.0,65000000.0,3222000000.0,582000000.0,,1123000000.0,,96000000.0,-5000000.0,723000000.0,1621000000.0,65000000.0,65000000,0.255,15000000.0,561000000.0,18000000.0,170000000.0,,,13000000.0,,,797000000.0,-63000000.0,0.0,-23000000.0,,
1996-06-30,0.0,,1641000000.0,102000000.0,22000000.0,,,973000000.0,-939000000.0,131000000.0,252830189.0,131000000.0,,12000000.0,,,,2000000.0,594000000.0,,109000000.0,,,-31000000.0,,-29000000.0,930000000,623000000.0,1409000000.0,89000000,,0.265,35000000.0,470000000.0,,754000000.0,-74000000.0,-14000000.0,105000000,16000000.0,754000000.0,252830189.0,2167000000.0,594000000.0,,,,1741000000.0,863000000.0,67000000.0,3258000000.0,589000000.0,,1517000000.0,,105000000.0,-1000000.0,1047000000.0,1617000000.0,67000000.0,67000000,0.265,13000000.0,494000000.0,80000000.0,165000000.0,,,16000000.0,,,825000000.0,-666000000.0,0.0,-26000000.0,,
1996-09-30,0.0,,1665000000.0,103000000.0,-2000000.0,,,1158000000.0,-968000000.0,9000000.0,251851852.0,9000000.0,,176000000.0,,,,-5000000.0,-202000000.0,,127000000.0,,-20000000.0,-48000000.0,,-10000000.0,862000000,-148000000.0,1427000000.0,89000000,,0.27,35000000.0,459000000.0,,711000000.0,-122000000.0,2000000.0,109000000,20000000.0,762000000.0,251851852.0,2210000000.0,-158000000.0,,,,1814000000.0,838000000.0,68000000.0,3265000000.0,601000000.0,-90000000.0,1451000000.0,,109000000.0,5000000.0,992000000.0,1600000000.0,68000000.0,68000000,0.27,14000000.0,495000000.0,6000000.0,161000000.0,,,20000000.0,,,753000000.0,74000000.0,0.0,-26000000.0,,
1996-12-31,0.0,,1714000000.0,106000000.0,7000000.0,,,687000000.0,-954000000.0,516000000.0,,516000000.0,,294000000.0,,,,-15000000.0,433000000.0,,182000000.0,,0.0,-27000000.0,,-26000000.0,896000000,484000000.0,1395000000.0,92000000,,,36000000.0,441000000.0,,651000000.0,507000000.0,17000000.0,110000000,18000000.0,752000000.0,,2254000000.0,458000000.0,,,,1858000000.0,833000000.0,70000000.0,3299000000.0,596000000.0,-225000000.0,1441000000.0,,110000000.0,-5000000.0,1000000000.0,1585000000.0,70000000.0,70000000,,14000000.0,558000000.0,-63000000.0,156000000.0,,,18000000.0,,,786000000.0,50000000.0,0.0,-26000000.0,,
1997-03-31,516000000.0,,1744000000.0,108000000.0,-452000000.0,,,605000000.0,-1107000000.0,65000000.0,253571429.0,65000000.0,,292000000.0,,,481000000.0,-7000000.0,-40000000.0,,183000000.0,,-26000000.0,-50000000.0,,-10000000.0,941000000,12000000.0,1624000000.0,102000000,,0.28,37000000.0,517000000.0,,734000000.0,-451000000.0,1000000.0,123000000,21000000.0,783000000.0,253571429.0,2299000000.0,2000000.0,,,,1540000000.0,917000000.0,71000000.0,3444000000.0,628000000.0,-243000000.0,1904000000.0,,123000000.0,5000000.0,906000000.0,1700000000.0,71000000.0,71000000,0.28,6000000.0,726000000.0,-28000000.0,155000000.0,,,21000000.0,,,818000000.0,-413000000.0,0.0,-26000000.0,,
1997-06-30,0.0,,1792000000.0,122000000.0,-1000000.0,,,736000000.0,-1113000000.0,205000000.0,250000000.0,205000000.0,,254000000.0,,,480000000.0,41000000.0,-103000000.0,,154000000.0,,-34000000.0,-44000000.0,,-27000000.0,1032000000,44000000.0,1633000000.0,114000000,,0.32,42000000.0,520000000.0,,725000000.0,140000000.0,-5000000.0,136000000,22000000.0,720000000.0,250000000.0,2354000000.0,17000000.0,,,,1674000000.0,879000000.0,80000000.0,3391000000.0,570000000.0,-86000000.0,1717000000.0,,136000000.0,-5000000.0,717000000.0,1599000000.0,80000000.0,80000000,0.32,8000000.0,561000000.0,165000000.0,150000000.0,,,22000000.0,,,896000000.0,140000000.0,0.0,-25000000.0,,
1997-09-30,0.0,,1856000000.0,123000000.0,10000000.0,,,933000000.0,-1110000000.0,202000000.0,252307692.0,202000000.0,,179000000.0,,,475000000.0,-16000000.0,-208000000.0,,158000000.0,,0.0,-27000000.0,3000000.0,-13000000.0,988000000,-121000000.0,1618000000.0,113000000,,0.325,41000000.0,508000000.0,,729000000.0,-3000000.0,6000000.0,134000000,21000000.0,749000000.0,252307692.0,2410000000.0,-134000000.0,,,,1888000000.0,887000000.0,82000000.0,3492000000.0,603000000.0,-31000000.0,1604000000.0,,134000000.0,0.0,621000000.0,1636000000.0,82000000.0,82000000,0.325,10000000.0,583000000.0,-21000000.0,146000000.0,,,21000000.0,,,854000000.0,145000000.0,0.0,-26000000.0,,
1997-12-31,0.0,,1915000000.0,126000000.0,438000000.0,,,417000000.0,-1100000000.0,336000000.0,,336000000.0,108000000.0,191000000.0,,,1204000000.0,-33000000.0,552000000.0,,255000000.0,,0.0,192000000.0,2000000.0,-1263000000.0,1101000000,622000000.0,1692000000.0,117000000,,,43000000.0,592000000.0,,928000000.0,134000000.0,-5000000.0,144000000,27000000.0,885000000.0,,2386000000.0,-641000000.0,,,,1689000000.0,1291000000.0,83000000.0,4091000000.0,628000000.0,-80000000.0,2402000000.0,,144000000.0,0.0,606000000.0,2176000000.0,83000000.0,83000000,,9000000.0,702000000.0,-30000000.0,257000000.0,,,27000000.0,,,957000000.0,-680000000.0,0.0,-25000000.0,,
1998-03-31,336000000.0,,1988000000.0,124000000.0,11000000.0,,,390000000.0,-990000000.0,244000000.0,252307692.0,244000000.0,111000000.0,41000000.0,,,1217000000.0,12000000.0,-96000000.0,,220000000.0,,,-27000000.0,,-45000000.0,1154000000,16000000.0,1620000000.0,124000000,,0.325,42000000.0,630000000.0,,921000000.0,-92000000.0,-10000000.0,155000000,31000000.0,905000000.0,252307692.0,2440000000.0,-29000000.0,,,92000000.0,1644000000.0,1252000000.0,82000000.0,4145000000.0,651000000.0,-88000000.0,2501000000.0,,247000000.0,2000000.0,654000000.0,2157000000.0,82000000.0,82000000,0.325,0.0,822000000.0,-99000000.0,254000000.0,,,123000000.0,,,907000000.0,-81000000.0,0.0,-26000000.0,,
1998-06-30,0.0,,2064000000.0,139000000.0,-14000000.0,,,389000000.0,-1006000000.0,138000000.0,255555556.0,138000000.0,,44000000.0,,,1210000000.0,19000000.0,-96000000.0,,213000000.0,,,-136000000.0,,-20000000.0,1178000000,37000000.0,1636000000.0,135000000,,0.365,47000000.0,630000000.0,,931000000.0,-106000000.0,-7000000.0,165000000,30000000.0,888000000.0,252054795.0,2505000000.0,17000000.0,,,90000000.0,1597000000.0,1144000000.0,92000000.0,4096000000.0,637000000.0,-44000000.0,2499000000.0,,255000000.0,-4000000.0,659000000.0,2032000000.0,92000000.0,92000000,0.36,4000000.0,839000000.0,-16000000.0,251000000.0,,,120000000.0,,,923000000.0,-7000000.0,0.0,-27000000.0,,
1998-09-30,0.0,,2120000000.0,141000000.0,0.0,,,415000000.0,-1021000000.0,111000000.0,254054054.0,111000000.0,,208000000.0,,,1251000000.0,14000000.0,-34000000.0,,242000000.0,,,-54000000.0,4000000.0,-28000000.0,1172000000,92000000.0,1647000000.0,136000000,,0.37,47000000.0,626000000.0,,968000000.0,-27000000.0,-5000000.0,166000000,30000000.0,823000000.0,254054054.0,2572000000.0,64000000.0,,,,1623000000.0,1210000000.0,94000000.0,4153000000.0,586000000.0,-307000000.0,2530000000.0,,166000000.0,0.0,653000000.0,2033000000.0,94000000.0,94000000,0.37,5000000.0,906000000.0,-83000000.0,237000000.0,,,30000000.0,,,1006000000.0,-65000000.0,0.0,-28000000.0,,
1998-12-31,0.0,,2219000000.0,145000000.0,0.0,,,478000000.0,-1028000000.0,127000000.0,,127000000.0,60000000.0,200000000.0,,,1525000000.0,-47000000.0,153000000.0,,295000000.0,,-3000000.0,-93000000.0,9000000.0,-321000000.0,1466000000,225000000.0,1726000000.0,147000000,,,49000000.0,698000000.0,,1106000000.0,16000000.0,-11000000.0,182000000,35000000.0,892000000.0,,2640000000.0,-96000000.0,,,,1873000000.0,1461000000.0,96000000.0,4572000000.0,643000000.0,-4000000.0,2699000000.0,,182000000.0,0.0,476000000.0,2353000000.0,96000000.0,96000000,,-2000000.0,952000000.0,-11000000.0,249000000.0,,,35000000.0,,,1284000000.0,-116000000.0,0.0,-27000000.0,,
1999-03-31,127000000.0,,2489000000.0,151000000.0,0.0,,,781000000.0,-1031000000.0,133000000.0,256038647.0,133000000.0,58000000.0,7000000.0,1000000.0,,1528000000.0,-1000000.0,-226000000.0,,215000000.0,,-1000000.0,-29000000.0,,-48000000.0,1377000000,69000000.0,1749000000.0,143000000,,1.045,-114000000.0,718000000.0,,1301000000.0,6000000.0,,176000000,33000000.0,1043000000.0,253588517.0,287500000.0,21000000.0,,,,2414000000.0,1574000000.0,265000000.0,5106000000.0,802000000.0,-6000000.0,2692000000.0,,176000000.0,8000000.0,446000000.0,2617000000.0,265000000.0,265000000,1.035,9000000.0,1186000000.0,-31000000.0,241000000.0,,,33000000.0,,,1201000000.0,-34000000.0,0.0,-28000000.0,,
1999-06-30,0.0,,2575000000.0,160000000.0,0.0,,,520000000.0,-1055000000.0,260000000.0,259259259.0,260000000.0,18000000.0,66000000.0,,,1527000000.0,30000000.0,112000000.0,,189000000.0,,0.0,-71000000.0,,-92000000.0,1379000000,242000000.0,1849000000.0,163000000,,0.41,55000000.0,794000000.0,,1173000000.0,127000000.0,,202000000,39000000.0,1036000000.0,256097561.0,2950000000.0,150000000.0,,,,2260000000.0,1380000000.0,105000000.0,4991000000.0,794000000.0,-18000000.0,2731000000.0,,202000000.0,5000000.0,410000000.0,2416000000.0,105000000.0,105000000,0.405,-3000000.0,1168000000.0,15000000.0,242000000.0,,,39000000.0,,,1177000000.0,-44000000.0,0.0,-30000000.0,,
1999-09-30,0.0,0.0,3027000000.0,305000000.0,-1000000.0,,,1802000000.0,-1228000000.0,69000000.0,257839721.0,69000000.0,1172000000.0,2000000.0,6000000.0,,2623000000.0,19000000.0,-203000000.0,,474000000.0,-7000000.0,-58000000.0,720000000.0,,-1107000000.0,2215000000,159000000.0,2268000000.0,355000000,,0.46,121000000.0,1040000000.0,,1992000000.0,-229000000.0,23000000.0,430000000,75000000.0,1366000000.0,254295533.0,3214000000.0,-948000000.0,,,,3744000000.0,3638000000.0,184000000.0,8031000000.0,1133000000.0,-2000000.0,4287000000.0,,430000000.0,-13000000.0,624000000.0,5004000000.0,184000000.0,184000000,0.455,-44000000.0,1032000000.0,-301000000.0,233000000.0,,,75000000.0,,,1785000000.0,-1108000000.0,69000000.0,-30000000.0,,
1999-12-31,69000000.0,487000000.0,3171000000.0,307000000.0,-7000000.0,,,310000000.0,-1219000000.0,270000000.0,,270000000.0,853000000.0,16000000.0,17000000.0,,2513000000.0,-7000000.0,286000000.0,,631000000.0,-6000000.0,0.0,-353000000.0,2000000.0,-40000000.0,2655000000,546000000.0,2388000000.0,328000000,,,109000000.0,1169000000.0,,1969000000.0,156000000.0,18000000.0,381000000,53000000.0,1150000000.0,,3363000000.0,506000000.0,,,,3491000000.0,3453000000.0,198000000.0,7774000000.0,981000000.0,-11000000.0,4283000000.0,,381000000.0,0.0,601000000.0,4603000000.0,198000000.0,198000000,,-4000000.0,961000000.0,128000000.0,169000000.0,,,53000000.0,,,2274000000.0,-37000000.0,270000000.0,-48000000.0,,
2000-03-31,270000000.0,498000000.0,3270000000.0,286000000.0,-2000000.0,,,337000000.0,-1246000000.0,236000000.0,404562000.0,236000000.0,1001000000.0,,19000000.0,,2503000000.0,14000000.0,-241000000.0,,624000000.0,-5000000.0,-43000000.0,52000000.0,2000000.0,-79000000.0,2546000000,2000000.0,2457000000.0,306000000,,0.46,102000000.0,1211000000.0,,2068000000.0,-34000000.0,-10000000.0,362000000,56000000.0,1138000000.0,401792000.0,3495000000.0,-77000000.0,,,157000000.0,3779000000.0,3693000000.0,184000000.0,8101000000.0,968000000.0,,4322000000.0,,519000000.0,0.0,608000000.0,4831000000.0,184000000.0,184000000,0.455,-1000000.0,2331000000.0,-239000000.0,170000000.0,,,213000000.0,,,2027000000.0,-88000000.0,236000000.0,-48000000.0,,
2000-06-30,236000000.0,521000000.0,3315000000.0,318000000.0,-3000000.0,,,397000000.0,-1304000000.0,275000000.0,403684000.0,275000000.0,901000000.0,,16000000.0,,2487000000.0,-2000000.0,202000000.0,,622000000.0,-8000000.0,-146000000.0,-283000000.0,23000000.0,-99000000.0,2617000000,447000000.0,2580000000.0,335000000,,0.51,114000000.0,1276000000.0,,1995000000.0,39000000.0,-8000000.0,390000000,55000000.0,1174000000.0,400208000.0,3648000000.0,348000000.0,,,163000000.0,3625000000.0,3518000000.0,204000000.0,8007000000.0,1004000000.0,,4382000000.0,,553000000.0,0.0,619000000.0,4692000000.0,204000000.0,204000000,0.505,-1000000.0,2198000000.0,133000000.0,170000000.0,,,218000000.0,,,2064000000.0,-125000000.0,275000000.0,-52000000.0,,
2000-09-30,275000000.0,551000000.0,3577000000.0,317000000.0,7000000.0,,,403000000.0,-1335000000.0,383000000.0,401174000.0,367000000.0,840000000.0,6000000.0,17000000.0,,2540000000.0,101000000.0,-111000000.0,,595000000.0,-9000000.0,-19000000.0,-115000000.0,22000000.0,-41000000.0,2502000000,246000000.0,2610000000.0,337000000,,0.74,23000000.0,1275000000.0,,1948000000.0,92000000.0,-97000000.0,397000000,60000000.0,1271000000.0,397350000.0,3892000000.0,205000000.0,16000000.0,,155000000.0,3791000000.0,3383000000.0,294000000.0,8231000000.0,1100000000.0,-5000000.0,4440000000.0,,552000000.0,0.0,625000000.0,4654000000.0,294000000.0,294000000,0.735,-3000000.0,2156000000.0,53000000.0,171000000.0,,,215000000.0,,,1950000000.0,-39000000.0,367000000.0,-51000000.0,,
2000-12-31,367000000.0,619000000.0,3820000000.0,341000000.0,-11000000.0,,,385000000.0,-1346000000.0,177000000.0,,177000000.0,340000000.0,7000000.0,20000000.0,,2531000000.0,15000000.0,45000000.0,,717000000.0,-25000000.0,0.0,-489000000.0,64000000.0,-69000000.0,2691000000,376000000.0,2640000000.0,351000000,,,122000000.0,1294000000.0,,1844000000.0,-190000000.0,36000000.0,406000000,55000000.0,1266000000.0,,4059000000.0,307000000.0,,,172000000.0,3551000000.0,2901000000.0,219000000.0,7987000000.0,1104000000.0,-7000000.0,4436000000.0,,578000000.0,0.0,611000000.0,4167000000.0,219000000.0,219000000,,-2000000.0,2191000000.0,-18000000.0,162000000.0,,,227000000.0,,,2113000000.0,-77000000.0,177000000.0,-51000000.0,,
2001-03-31,177000000.0,629000000.0,4010000000.0,330000000.0,-2000000.0,,,404000000.0,-1346000000.0,280000000.0,404350000.0,280000000.0,915000000.0,,12000000.0,,2771000000.0,-15000000.0,-147000000.0,,754000000.0,-8000000.0,-20000000.0,364000000.0,14000000.0,-53000000.0,2673000000,79000000.0,2810000000.0,334000000,,0.6,90000000.0,1464000000.0,,1943000000.0,103000000.0,-59000000.0,394000000,60000000.0,1296000000.0,400802000.0,4244000000.0,26000000.0,,,182000000.0,4046000000.0,3612000000.0,240000000.0,8918000000.0,1071000000.0,,4872000000.0,,516000000.0,7000000.0,637000000.0,4908000000.0,240000000.0,240000000,0.595,8000000.0,1006000000.0,-56000000.0,225000000.0,,,182000000.0,871000000.0,,2157000000.0,-340000000.0,280000000.0,-52000000.0,,
2001-06-30,280000000.0,668000000.0,4214000000.0,353000000.0,-1000000.0,,,408000000.0,-1346000000.0,163000000.0,406020000.0,163000000.0,958000000.0,,15000000.0,,2925000000.0,,-27000000.0,,822000000.0,-21000000.0,0.0,7000000.0,24000000.0,-57000000.0,2962000000,290000000.0,2901000000.0,353000000,,0.565,126000000.0,1555000000.0,,2212000000.0,-117000000.0,8000000.0,420000000,67000000.0,1354000000.0,402058000.0,4414000000.0,233000000.0,,,209000000.0,4436000000.0,3992000000.0,227000000.0,9560000000.0,1135000000.0,,5124000000.0,,580000000.0,0.0,644000000.0,5346000000.0,227000000.0,227000000,0.56,-3000000.0,1456000000.0,-26000000.0,219000000.0,,,227000000.0,921000000.0,,2382000000.0,-414000000.0,163000000.0,-56000000.0,,
2001-09-30,163000000.0,697000000.0,4430000000.0,358000000.0,-14000000.0,,,433000000.0,-1346000000.0,579000000.0,407140000.0,579000000.0,1500000000.0,,13000000.0,,749000000.0,,-112000000.0,,896000000.0,-16000000.0,0.0,993000000.0,20000000.0,-127000000.0,3020000000,294000000.0,3077000000.0,376000000,,0.57,128000000.0,1731000000.0,,2047000000.0,416000000.0,108000000.0,444000000,68000000.0,2142000000.0,402904000.0,4589000000.0,167000000.0,,2852000000.0,186000000.0,5034000000.0,4443000000.0,230000000.0,11015000000.0,1403000000.0,,5981000000.0,,562000000.0,-7000000.0,649000000.0,6585000000.0,230000000.0,230000000,0.565,-5000000.0,1286000000.0,-98000000.0,739000000.0,,,186000000.0,1044000000.0,,2458000000.0,-871000000.0,579000000.0,-55000000.0,,
2001-12-31,579000000.0,694000000.0,4528000000.0,383000000.0,81000000.0,,,429000000.0,-1770000000.0,442000000.0,,442000000.0,1211000000.0,,28000000.0,,648000000.0,,-6000000.0,,904000000.0,-14000000.0,-93000000.0,-456000000.0,,-119000000.0,3508000000,440000000.0,3538000000.0,404000000,,,137000000.0,1768000000.0,,2464000000.0,-137000000.0,7000000.0,487000000,76000000.0,1962000000.0,,4778000000.0,321000000.0,,3110000000.0,,4893000000.0,4579000000.0,246000000.0,11069000000.0,1238000000.0,,6176000000.0,,-173000000.0,48000000.0,650000000.0,6541000000.0,246000000.0,246000000,,-5000000.0,3026000000.0,-43000000.0,724000000.0,,,-577000000.0,996000000.0,,3681000000.0,-121000000.0,442000000.0,-56000000.0,,
2002-03-31,442000000.0,746000000.0,4741000000.0,350000000.0,11000000.0,,,443000000.0,,377000000.0,405406000.0,377000000.0,1292000000.0,,12000000.0,,3736000000.0,57000000.0,-424000000.0,,870000000.0,-20000000.0,-10000000.0,36000000.0,31000000.0,-44000000.0,3121000000,-86000000.0,1753000000.0,365000000,,0.57,121000000.0,1753000000.0,,2448000000.0,-65000000.0,,417000000,52000000.0,1964000000.0,401986000.0,4948000000.0,-130000000.0,,,,5162000000.0,4610000000.0,229000000.0,11315000000.0,1240000000.0,,6153000000.0,,365000000.0,-6000000.0,664000000.0,6574000000.0,229000000.0,229000000,0.565,-3000000.0,1357000000.0,-74000000.0,724000000.0,,,,1210000000.0,,2756000000.0,-15000000.0,377000000.0,-56000000.0,,
2002-06-30,377000000.0,777000000.0,4989000000.0,402000000.0,-4000000.0,,,431000000.0,,376000000.0,407672000.0,376000000.0,1223000000.0,,11000000.0,,4008000000.0,35000000.0,48000000.0,,935000000.0,-11000000.0,0.0,-159000000.0,22000000.0,-56000000.0,3511000000,424000000.0,1827000000.0,410000000,,0.65,139000000.0,1827000000.0,,2719000000.0,-1000000.0,,469000000,59000000.0,1963000000.0,403654000.0,5150000000.0,368000000.0,,,224000000.0,5344000000.0,4877000000.0,263000000.0,11829000000.0,1238000000.0,,6485000000.0,,634000000.0,-3000000.0,650000000.0,6840000000.0,263000000.0,263000000,0.645,3000000.0,1370000000.0,-22000000.0,725000000.0,,,224000000.0,1320000000.0,,2877000000.0,-266000000.0,376000000.0,-60000000.0,,
2002-09-30,376000000.0,755000000.0,5121000000.0,405000000.0,2000000.0,,,389000000.0,-1770000000.0,468000000.0,406242000.0,468000000.0,1293000000.0,,11000000.0,,4076000000.0,33000000.0,-89000000.0,,1041000000.0,5000000.0,-71000000.0,-60000000.0,2000000.0,-46000000.0,3289000000,254000000.0,3596000000.0,408000000,,0.665,137000000.0,1826000000.0,,2624000000.0,92000000.0,-16000000.0,466000000,58000000.0,2011000000.0,403254000.0,5358000000.0,208000000.0,,,193000000.0,5491000000.0,4958000000.0,268000000.0,12090000000.0,1283000000.0,,6599000000.0,,601000000.0,0.0,697000000.0,6969000000.0,268000000.0,268000000,0.66,8000000.0,1554000000.0,-184000000.0,728000000.0,,,193000000.0,1156000000.0,,2688000000.0,-102000000.0,468000000.0,-60000000.0,,
2002-12-31,468000000.0,757000000.0,5199000000.0,427000000.0,132000000.0,,,308000000.0,-1613000000.0,328000000.0,,328000000.0,732000000.0,,24000000.0,,560000000.0,54000000.0,218000000.0,,1056000000.0,3000000.0,-19000000.0,-653000000.0,,-118000000.0,3908000000,533000000.0,3469000000.0,399000000,,,136000000.0,1856000000.0,,2794000000.0,-137000000.0,-73000000.0,503000000,44000000.0,1950000000.0,,5455000000.0,415000000.0,,3510000000.0,,5098000000.0,4582000000.0,157000000.0,11731000000.0,1232000000.0,,6633000000.0,,-240000000.0,-13000000.0,707000000.0,6532000000.0,157000000.0,291000000,,39000000.0,3319000000.0,139000000.0,718000000.0,,,-639000000.0,1074000000.0,,4148000000.0,-17000000.0,328000000.0,-60000000.0,,
2003-03-31,328000000.0,768000000.0,5108000000.0,311000000.0,-7000000.0,,,334000000.0,-1613000000.0,748000000.0,399436000.0,748000000.0,2380000000.0,,11000000.0,,5056000000.0,33000000.0,-131000000.0,,1212000000.0,4000000.0,-274000000.0,1331000000.0,21000000.0,-31000000.0,3421000000,201000000.0,3549000000.0,318000000,,0.555,90000000.0,1936000000.0,,2988000000.0,420000000.0,33000000.0,375000000,57000000.0,2015000000.0,397756000.0,5613000000.0,170000000.0,,,,6001000000.0,6580000000.0,221000000.0,13703000000.0,1295000000.0,,7702000000.0,,318000000.0,0.0,710000000.0,8595000000.0,221000000.0,221000000,0.555,4000000.0,1456000000.0,-80000000.0,720000000.0,,,,1263000000.0,,3103000000.0,-1112000000.0,748000000.0,-60000000.0,,
2003-06-30,748000000.0,790000000.0,5407000000.0,361000000.0,14000000.0,,,316000000.0,-1613000000.0,811000000.0,397158000.0,811000000.0,364000000.0,,19000000.0,,5203000000.0,8000000.0,-67000000.0,,1195000000.0,125000000.0,-26000000.0,-118000000.0,3000000.0,-36000000.0,3935000000,257000000.0,3547000000.0,378000000,,0.615,119000000.0,1934000000.0,,3004000000.0,63000000.0,17000000.0,434000000,56000000.0,4023000000.0,394448000.0,5793000000.0,221000000.0,,,,6155000000.0,4563000000.0,242000000.0,13993000000.0,1303000000.0,,7838000000.0,,378000000.0,0.0,701000000.0,8586000000.0,242000000.0,242000000,0.61,2000000.0,1375000000.0,78000000.0,2720000000.0,,,,1237000000.0,,3557000000.0,-76000000.0,811000000.0,-63000000.0,,
