date,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyInvestmentsAndAdvances
2012-01-31,42000000.0,698000000.0,25000000.0,-411000000.0,1066000000.0,1405000000.0,229000000.0,1392000000.0,55000000.0,2755000000.0,-2000000.0,,2523000000.0,132000000.0,522000000,-5260000000.0,8000000.0,-688000000.0,-83000000.0,-79000000.0,12364000000.0,-118000000.0,0.0,,,-132000000.0,4283000000,725000000.0,,2128000000.0,7783000000.0,350000000.0,372000000,447000000.0,5000000.0,,4309000000.0,7422000000.0,1606000000.0,493000000.0,275000000.0,26000000.0,593000000.0,297000000.0,3113000000.0,26000000.0,2878000000.0,148000000.0,2539000000.0,218000000.0,,99000000.0,218000000,218000000.0,0.0,1615000000.0,1885000000.0,,1885000000.0,,228000000.0,59000000.0,0.0,24000000.0,1033000000.0,1885000000.0,,77000000.0,-55000000.0,-109000000.0,2000000.0,4667000000.0,133000000.0,,,,
2012-04-30,2854000000.0,24000000.0,0.0,-45000000.0,1016000000.0,1375000000.0,226000000.0,1885000000.0,55000000.0,3017000000.0,-8000000.0,-40000000.0,2521000000.0,140000000.0,518000000,-5258000000.0,30000000.0,217000000.0,25000000.0,-22000000.0,12536000000.0,-42000000.0,75000000.0,66000000.0,0.48,-148000000.0,3487000000,364000000.0,489000000.0,2054000000.0,7779000000.0,373000000.0,395000000,24000000.0,59000000.0,,4445000000.0,7572000000.0,1566000000.0,87000000.0,920000000.0,935000000.0,216000000.0,,3127000000.0,920000000.0,2112000000.0,123000000.0,2501000000.0,233000000.0,,99000000.0,233000000,233000000.0,0.0,1591000000.0,2047000000.0,0.47,1972000000.0,,,59000000.0,-75000000.0,22000000.0,980000000.0,1972000000.0,494000000.0,60000000.0,-61000000.0,-231000000.0,15000000.0,4555000000.0,606000000.0,,,,
2012-07-31,758000000.0,-80000000.0,50000000.0,187000000.0,1201000000.0,1427000000.0,224000000.0,1972000000.0,55000000.0,2898000000.0,2000000.0,-11000000.0,2521000000.0,162000000.0,547000000,-5297000000.0,23000000.0,88000000.0,-7000000.0,-347000000.0,12719000000.0,-391000000.0,75000000.0,25000000.0,0.5,-149000000.0,3575000000,606000000.0,486000000.0,2238000000.0,7818000000.0,405000000.0,425000000,-80000000.0,12000000.0,,4540000000.0,7661000000.0,1566000000.0,67000000.0,977000000.0,959000000.0,457000000.0,,3121000000.0,977000000.0,2148000000.0,122000000.0,2525000000.0,243000000.0,,99000000.0,243000000,243000000.0,0.0,1668000000.0,2114000000.0,0.49,2114000000.0,,,48000000.0,-50000000.0,20000000.0,1002000000.0,2039000000.0,491000000.0,60000000.0,-60000000.0,-147000000.0,2000000.0,4763000000.0,600000000.0,,,,
2012-10-31,794000000.0,-599000000.0,75000000.0,375000000.0,1584000000.0,1593000000.0,219000000.0,2039000000.0,55000000.0,3161000000.0,-6000000.0,-366000000.0,2559000000.0,191000000.0,638000000,-5355000000.0,34000000.0,428000000.0,-1000000.0,-98000000.0,12966000000.0,-442000000.0,50000000.0,68000000.0,0.64,-152000000.0,3864000000,255000000.0,481000000.0,2628000000.0,7914000000.0,499000000.0,520000000,-599000000.0,1000000.0,,4833000000.0,8007000000.0,1246000000.0,-319000000.0,1041000000.0,972000000.0,103000000.0,,3174000000.0,1041000000.0,2271000000.0,118000000.0,2218000000.0,308000000.0,,99000000.0,308000000,308000000.0,0.0,2269000000.0,1770000000.0,0.63,1770000000.0,,,2000000.0,-50000000.0,21000000.0,1073000000.0,1720000000.0,488000000.0,60000000.0,-61000000.0,-133000000.0,15000000.0,4846000000.0,615000000.0,,,,
2013-01-31,864000000.0,512000000.0,25000000.0,-426000000.0,1144000000.0,1776000000.0,181000000.0,1720000000.0,55000000.0,2894000000.0,6000000.0,-2000000.0,2619000000.0,233000000.0,722000000,-5291000000.0,26000000.0,-272000000.0,-21000000.0,-563000000.0,13259000000.0,-606000000.0,50000000.0,15000000.0,0.74,-210000000.0,4725000000,711000000.0,472000000.0,2344000000.0,7910000000.0,584000000.0,602000000,512000000.0,108000000.0,,4132000000.0,7470000000.0,1246000000.0,-260000000.0,334000000.0,986000000.0,501000000.0,331000000.0,3338000000.0,1092000000.0,2949000000.0,120000000.0,2232000000.0,351000000.0,,184000000.0,351000000,351000000.0,0.0,1758000000.0,1510000000.0,0.73,1510000000.0,,232000000.0,0.0,-25000000.0,18000000.0,1174000000.0,1460000000.0,479000000.0,132000000.0,-58000000.0,-333000000.0,2000000.0,4576000000.0,719000000.0,,,,
2013-04-30,798000000.0,28000000.0,50000000.0,-138000000.0,1008000000.0,1544000000.0,167000000.0,1460000000.0,55000000.0,3161000000.0,-3000000.0,0.0,2608000000.0,197000000.0,648000000,-5355000000.0,31000000.0,-123000000.0,55000000.0,-58000000.0,13522000000.0,-86000000.0,0.0,15000000.0,0.72,-151000000.0,3729000000,356000000.0,464000000.0,2102000000.0,7963000000.0,530000000.0,530000000,28000000.0,160000000.0,,4131000000.0,7439000000.0,1247000000.0,150000000.0,934000000.0,929000000.0,205000000.0,,3308000000.0,934000000.0,2185000000.0,118000000.0,2176000000.0,333000000.0,,181000000.0,333000000,333000000.0,0.0,1723000000.0,1610000000.0,0.71,1610000000.0,,,0.0,0.0,0.0,1014000000.0,1610000000.0,471000000.0,100000000.0,-70000000.0,-104000000.0,27000000.0,4278000000.0,700000000.0,,,,
2013-07-31,824000000.0,-118000000.0,0.0,226000000.0,1227000000.0,1567000000.0,156000000.0,1610000000.0,55000000.0,3458000000.0,-1000000.0,0.0,2646000000.0,200000000.0,638000000,-5362000000.0,29000000.0,199000000.0,17000000.0,-27000000.0,13755000000.0,-19000000.0,0.0,58000000.0,0.65,-164000000.0,3868000000,501000000.0,468000000.0,2278000000.0,8008000000.0,503000000.0,521000000,-118000000.0,57000000.0,,4586000000.0,7920000000.0,1247000000.0,315000000.0,994000000.0,937000000.0,337000000.0,,3334000000.0,994000000.0,2301000000.0,117000000.0,2184000000.0,303000000.0,,181000000.0,303000000,303000000.0,-36000000.0,1837000000.0,1925000000.0,0.64,1925000000.0,,,0.0,0.0,18000000.0,1046000000.0,1925000000.0,473000000.0,99000000.0,-70000000.0,-165000000.0,20000000.0,4462000000.0,688000000.0,,,,
2013-10-31,923000000.0,-633000000.0,0.0,282000000.0,1513000000.0,1589000000.0,145000000.0,1925000000.0,55000000.0,2956000000.0,2000000.0,0.0,2714000000.0,219000000.0,690000000,-5448000000.0,26000000.0,278000000.0,9000000.0,-790000000.0,14000000000.0,-858000000.0,0.0,17000000.0,0.73,-172000000.0,3976000000,96000000.0,463000000.0,2631000000.0,8162000000.0,556000000.0,576000000,-633000000.0,54000000.0,,4390000000.0,7786000000.0,1247000000.0,-929000000.0,1064000000.0,952000000.0,-76000000.0,,3396000000.0,1064000000.0,2387000000.0,114000000.0,2199000000.0,337000000.0,,177000000.0,337000000,337000000.0,0.0,2471000000.0,996000000.0,0.72,996000000.0,,,0.0,0.0,20000000.0,1013000000.0,996000000.0,468000000.0,99000000.0,-92000000.0,-170000000.0,7000000.0,4830000000.0,682000000.0,,,,
2014-01-31,992000000.0,530000000.0,0.0,-265000000.0,1242000000.0,1593000000.0,135000000.0,996000000.0,55000000.0,3062000000.0,-2000000.0,0.0,2758000000.0,197000000.0,643000000,-5401000000.0,30000000.0,-206000000.0,38000000.0,-104000000.0,14218000000.0,-41000000.0,0.0,7000000.0,0.69,-183000000.0,4575000000,752000000.0,448000000.0,2445000000.0,8159000000.0,504000000.0,522000000,530000000.0,36000000.0,,4430000000.0,7849000000.0,1369000000.0,514000000.0,408000000.0,973000000.0,569000000.0,462000000.0,3419000000.0,1142000000.0,2982000000.0,121000000.0,2342000000.0,307000000.0,,180000000.0,307000000,307000000.0,0.0,1928000000.0,1510000000.0,0.68,1510000000.0,,238000000.0,25000000.0,0.0,18000000.0,1071000000.0,1510000000.0,454000000.0,131000000.0,-89000000.0,-185000000.0,1000000.0,4787000000.0,661000000.0,,,,
2014-04-30,867000000.0,21000000.0,0.0,-144000000.0,1101000000.0,1466000000.0,130000000.0,1510000000.0,22000000.0,3036000000.0,-1000000.0,,2703000000.0,166000000.0,561000000,-5459000000.0,25000000.0,114000000.0,30000000.0,-230000000.0,2884000000.0,-318000000.0,,-14000000.0,0.58,-162000000.0,3774000000,513000000.0,445000000.0,2203000000.0,8162000000.0,426000000.0,443000000,21000000.0,98000000.0,,4320000000.0,7695000000.0,1369000000.0,34000000.0,980000000.0,1087000000.0,351000000.0,,3375000000.0,980000000.0,2308000000.0,118000000.0,2456000000.0,260000000.0,,180000000.0,260000000,260000000.0,0.0,1909000000.0,1544000000.0,0.58,1544000000.0,,,24000000.0,,17000000.0,1023000000.0,1544000000.0,451000000.0,99000000.0,-98000000.0,-163000000.0,24000000.0,4659000000.0,672000000.0,,,,
2014-07-31,778000000.0,-39000000.0,0.0,130000000.0,1227000000.0,1569000000.0,129000000.0,1544000000.0,22000000.0,2946000000.0,0.0,,2739000000.0,217000000.0,689000000,-5539000000.0,28000000.0,68000000.0,-22000000.0,-378000000.0,2795000000.0,-463000000.0,,10000000.0,0.76,-166000000.0,3981000000,483000000.0,439000000.0,2262000000.0,8278000000.0,549000000.0,567000000,-39000000.0,26000000.0,,4244000000.0,7678000000.0,1369000000.0,-26000000.0,985000000.0,1101000000.0,317000000.0,,3434000000.0,985000000.0,2412000000.0,122000000.0,2470000000.0,332000000.0,,180000000.0,332000000,332000000.0,0.0,1948000000.0,1518000000.0,0.75,1518000000.0,,,24000000.0,,18000000.0,1002000000.0,1518000000.0,443000000.0,99000000.0,-96000000.0,-45000000.0,1000000.0,4732000000.0,695000000.0,,,,
2014-10-31,816000000.0,-626000000.0,0.0,258000000.0,1477000000.0,1596000000.0,154000000.0,1518000000.0,21000000.0,2855000000.0,0.0,,2777000000.0,185000000.0,679000000,-5555000000.0,23000000.0,268000000.0,-3000000.0,-438000000.0,2680000000.0,-495000000.0,,29000000.0,0.81,-180000000.0,3972000000,118000000.0,432000000.0,2522000000.0,8332000000.0,536000000.0,554000000,-626000000.0,12000000.0,,4323000000.0,7819000000.0,1358000000.0,-564000000.0,1011000000.0,1084000000.0,-62000000.0,,3496000000.0,1011000000.0,2376000000.0,125000000.0,2442000000.0,351000000.0,,180000000.0,351000000,351000000.0,0.0,2553000000.0,954000000.0,0.8,954000000.0,,,22000000.0,,18000000.0,1042000000.0,954000000.0,437000000.0,99000000.0,-96000000.0,-180000000.0,10000000.0,4964000000.0,719000000.0,,,,
2015-01-31,913000000.0,635000000.0,0.0,-285000000.0,1173000000.0,1658000000.0,165000000.0,954000000.0,21000000.0,2983000000.0,-2000000.0,,2773000000.0,183000000.0,654000000,-5532000000.0,24000000.0,-74000000.0,107000000.0,-133000000.0,2797000000.0,-231000000.0,,13000000.0,0.75,-206000000.0,4708000000,1015000000.0,423000000.0,2234000000.0,8305000000.0,502000000.0,519000000,635000000.0,20000000.0,,4317000000.0,7690000000.0,1332000000.0,561000000.0,389000000.0,1141000000.0,809000000.0,275000000.0,3373000000.0,1020000000.0,3050000000.0,135000000.0,2473000000.0,319000000.0,,180000000.0,319000000,319000000.0,-34000000.0,1889000000.0,1515000000.0,0.75,1515000000.0,,251000000.0,21000000.0,,17000000.0,1139000000.0,1515000000.0,428000000.0,92000000.0,-93000000.0,-208000000.0,3000000.0,4707000000.0,600000000.0,,,,
2015-04-30,874000000.0,-117000000.0,,-20000000.0,1156000000.0,1382000000.0,140000000.0,1515000000.0,21000000.0,2879000000.0,0.0,,2790000000.0,143000000.0,519000000,-5599000000.0,22000000.0,-44000000.0,17000000.0,-232000000.0,2718000000.0,-343000000.0,,-31000000.0,0.57,-150000000.0,3657000000,211000000.0,421000000.0,2174000000.0,8389000000.0,382000000.0,386000000,-117000000.0,37000000.0,,4118000000.0,7495000000.0,1331000000.0,-281000000.0,960000000.0,1111000000.0,61000000.0,,3377000000.0,960000000.0,2275000000.0,133000000.0,2442000000.0,239000000.0,,,239000000,239000000.0,-8000000.0,2010000000.0,1234000000.0,0.56,1234000000.0,,,21000000.0,,4000000.0,996000000.0,1234000000.0,424000000.0,,-97000000.0,-150000000.0,17000000.0,4616000000.0,587000000.0,,,,
2015-07-31,899000000.0,-7000000.0,,56000000.0,1206000000.0,1458000000.0,144000000.0,1234000000.0,20000000.0,2671000000.0,-1000000.0,,2740000000.0,134000000.0,499000000,-5671000000.0,21000000.0,89000000.0,8000000.0,-390000000.0,2507000000.0,-463000000.0,,16000000.0,0.53,-151000000.0,3898000000,431000000.0,417000000.0,2184000000.0,8411000000.0,353000000.0,369000000,-7000000.0,4000000.0,,3947000000.0,7287000000.0,1328000000.0,-191000000.0,954000000.0,1104000000.0,280000000.0,,3340000000.0,954000000.0,2440000000.0,130000000.0,2432000000.0,219000000.0,,,219000000,219000000.0,0.0,2005000000.0,1043000000.0,0.52,1043000000.0,,,20000000.0,,16000000.0,1089000000.0,1043000000.0,418000000.0,,-95000000.0,-152000000.0,6000000.0,4616000000.0,600000000.0,,,,
2015-10-31,821000000.0,-491000000.0,,113000000.0,1327000000.0,1440000000.0,105000000.0,1043000000.0,20000000.0,2609000000.0,-3000000.0,,2814000000.0,148000000.0,541000000,-5673000000.0,15000000.0,208000000.0,-9000000.0,-200000000.0,2484000000.0,114000000.0,,7000000.0,0.61,-204000000.0,3857000000,92000000.0,406000000.0,2768000000.0,8487000000.0,396000000.0,414000000,-491000000.0,23000000.0,,4361000000.0,7806000000.0,1331000000.0,-1000000.0,997000000.0,1098000000.0,-112000000.0,,3445000000.0,997000000.0,2417000000.0,127000000.0,2429000000.0,248000000.0,,,248000000,248000000.0,0.0,2498000000.0,1042000000.0,0.61,1042000000.0,,,421000000.0,,18000000.0,1026000000.0,1042000000.0,408000000.0,,-93000000.0,-207000000.0,0.0,5197000000.0,631000000.0,,,,
2016-01-31,742000000.0,609000000.0,,-196000000.0,1112000000.0,1440000000.0,85000000.0,1042000000.0,20000000.0,2545000000.0,0.0,,2850000000.0,126000000.0,492000000,-5644000000.0,18000000.0,-100000000.0,111000000.0,-193000000.0,2440000000.0,-298000000.0,,4000000.0,0.54,-221000000.0,4385000000,860000000.0,400000000.0,2535000000.0,8494000000.0,340000000.0,355000000,609000000.0,23000000.0,,3985000000.0,7473000000.0,1310000000.0,328000000.0,395000000.0,1083000000.0,639000000.0,282000000.0,3488000000.0,979000000.0,2945000000.0,137000000.0,2393000000.0,214000000.0,,180000000.0,214000000,214000000.0,0.0,1873000000.0,1370000000.0,0.53,1370000000.0,,254000000.0,421000000.0,,15000000.0,1085000000.0,1370000000.0,402000000.0,92000000.0,-92000000.0,-221000000.0,4000000.0,4928000000.0,638000000.0,,,,
2016-04-30,674000000.0,-53000000.0,,-20000000.0,1108000000.0,1209000000.0,20000000.0,1370000000.0,20000000.0,2522000000.0,-1000000.0,,2864000000.0,77000000.0,354000000,-5763000000.0,15000000.0,-38000000.0,-12000000.0,0.0,2476000000.0,-97000000.0,,10000000.0,0.32,-139000000.0,3438000000,168000000.0,398000000.0,2555000000.0,8627000000.0,204000000.0,222000000,-53000000.0,49000000.0,,3945000000.0,7507000000.0,1318000000.0,-57000000.0,974000000.0,1112000000.0,29000000.0,,3562000000.0,974000000.0,2229000000.0,132000000.0,2430000000.0,127000000.0,,,127000000,127000000.0,0.0,1958000000.0,1313000000.0,0.32,1313000000.0,,,424000000.0,,18000000.0,987000000.0,1313000000.0,399000000.0,,-91000000.0,-140000000.0,-16000000.0,4985000000.0,698000000.0,,,,
2016-07-31,669000000.0,1000000.0,,122000000.0,1224000000.0,1437000000.0,-1000000.0,1313000000.0,20000000.0,2559000000.0,0.0,,2755000000.0,138000000.0,419000000,-5903000000.0,21000000.0,300000000.0,-5000000.0,0.0,2509000000.0,-63000000.0,,6000000.0,0.31,-131000000.0,3851000000,566000000.0,398000000.0,2781000000.0,8658000000.0,263000000.0,279000000,1000000.0,70000000.0,,4301000000.0,7737000000.0,1321000000.0,368000000.0,1063000000.0,1076000000.0,435000000.0,,3436000000.0,1063000000.0,2414000000.0,140000000.0,2397000000.0,125000000.0,1158000000.0,,125000000,125000000.0,0.0,1951000000.0,1681000000.0,0.31,1681000000.0,,,424000000.0,,16000000.0,1158000000.0,1681000000.0,399000000.0,,-92000000.0,-131000000.0,23000000.0,5178000000.0,681000000.0,,,,
2016-10-31,751000000.0,-461000000.0,,192000000.0,1413000000.0,1493000000.0,28000000.0,1681000000.0,20000000.0,2726000000.0,0.0,,2662000000.0,168000000.0,519000000,-5900000000.0,19000000.0,193000000.0,3000000.0,0.0,2621000000.0,-107000000.0,,9000000.0,0.51,-113000000.0,3798000000,66000000.0,399000000.0,2915000000.0,8562000000.0,372000000.0,389000000,-461000000.0,19000000.0,,4671000000.0,8007000000.0,1320000000.0,-159000000.0,1059000000.0,1046000000.0,-47000000.0,,3336000000.0,1059000000.0,2305000000.0,130000000.0,2366000000.0,204000000.0,,,204000000,204000000.0,-34000000.0,2398000000.0,1522000000.0,0.51,1522000000.0,,,424000000.0,,17000000.0,1104000000.0,1522000000.0,400000000.0,,-92000000.0,-113000000.0,-24000000.0,5281000000.0,674000000.0,,,,
2017-01-31,702000000.0,559000000.0,,-148000000.0,1243000000.0,1501000000.0,54000000.0,1522000000.0,20000000.0,2904000000.0,-4000000.0,,2616000000.0,65000000.0,430000000,-5813000000.0,21000000.0,11000000.0,-44000000.0,0.0,2749000000.0,-510000000.0,,4000000.0,0.55,-141000000.0,4429000000,919000000.0,399000000.0,2453000000.0,8429000000.0,285000000.0,301000000,559000000.0,32000000.0,,4315000000.0,7610000000.0,1248000000.0,261000000.0,400000000.0,1005000000.0,778000000.0,335000000.0,3295000000.0,1113000000.0,2928000000.0,129000000.0,2253000000.0,220000000.0,1200000000.0,109000000.0,220000000,220000000.0,-32000000.0,1830000000.0,1783000000.0,0.55,1783000000.0,,256000000.0,65000000.0,,16000000.0,1200000000.0,1783000000.0,401000000.0,95000000.0,-92000000.0,-145000000.0,-1000000.0,4706000000.0,679000000.0,,,,
2017-04-30,575000000.0,-133000000.0,,-135000000.0,1119000000.0,1303000000.0,46000000.0,1783000000.0,20000000.0,2862000000.0,-3000000.0,,2605000000.0,95000000.0,377000000,-5877000000.0,20000000.0,-42000000.0,-10000000.0,-96000000.0,2796000000.0,-193000000.0,,8000000.0,0.36,-110000000.0,3440000000,91000000.0,399000000.0,2302000000.0,8482000000.0,238000000.0,254000000,-133000000.0,28000000.0,,4119000000.0,7411000000.0,1248000000.0,-200000000.0,1088000000.0,999000000.0,-19000000.0,,3292000000.0,1088000000.0,2137000000.0,123000000.0,2247000000.0,143000000.0,,,143000000,143000000.0,0.0,1961000000.0,1583000000.0,0.36,1583000000.0,,,67000000.0,,16000000.0,1049000000.0,1583000000.0,400000000.0,,-92000000.0,-99000000.0,-13000000.0,4549000000.0,687000000.0,,,,
2017-07-31,598000000.0,-70000000.0,,86000000.0,1230000000.0,1479000000.0,23000000.0,1583000000.0,20000000.0,2945000000.0,0.0,,2643000000.0,168000000.0,577000000,-6002000000.0,22000000.0,68000000.0,-17000000.0,-104000000.0,2902000000.0,-256000000.0,,6000000.0,0.69,-165000000.0,3799000000,395000000.0,395000000.0,2399000000.0,8645000000.0,439000000.0,451000000,-70000000.0,107000000.0,,4258000000.0,7617000000.0,1248000000.0,26000000.0,1062000000.0,1025000000.0,230000000.0,,3359000000.0,1062000000.0,2320000000.0,126000000.0,2273000000.0,271000000.0,,,271000000,271000000.0,0.0,2051000000.0,1609000000.0,0.68,1609000000.0,,,0.0,,12000000.0,1028000000.0,1609000000.0,396000000.0,,-90000000.0,-120000000.0,-1000000.0,4672000000.0,716000000.0,,,,
2017-10-31,654000000.0,-433000000.0,,104000000.0,1330000000.0,1525000000.0,40000000.0,1609000000.0,19000000.0,3024000000.0,0.0,0.0,2686000000.0,135000000.0,501000000,-6041000000.0,18000000.0,195000000.0,-23000000.0,-100000000.0,2965000000.0,-182000000.0,,9000000.0,0.59,-188000000.0,3838000000,114000000.0,391000000.0,2596000000.0,8727000000.0,364000000.0,378000000,-433000000.0,134000000.0,,4483000000.0,7895000000.0,1248000000.0,-256000000.0,1132000000.0,1027000000.0,-74000000.0,,3412000000.0,1132000000.0,2313000000.0,123000000.0,2275000000.0,229000000.0,1147000000.0,,229000000,229000000.0,0.0,2476000000.0,1353000000.0,0.58,1353000000.0,,,0.0,,14000000.0,1147000000.0,1353000000.0,393000000.0,,-90000000.0,-187000000.0,-1000000.0,4871000000.0,726000000.0,,,,
2018-01-31,788000000.0,494000000.0,,-145000000.0,1181000000.0,1759000000.0,36000000.0,1353000000.0,19000000.0,3144000000.0,0.0,0.0,2805000000.0,178000000.0,523000000,-5962000000.0,27000000.0,-46000000.0,111000000.0,-15000000.0,3081000000.0,-100000000.0,0.0,7000000.0,0.53,-268000000.0,4778000000,780000000.0,389000000.0,2461000000.0,8767000000.0,383000000.0,396000000,494000000.0,10000000.0,,4568000000.0,7989000000.0,1249000000.0,430000000.0,415000000.0,1135000000.0,512000000.0,282000000.0,3421000000.0,1270000000.0,3019000000.0,127000000.0,2384000000.0,205000000.0,,109000000.0,205000000,205000000.0,0.0,1997000000.0,1783000000.0,0.52,1783000000.0,,247000000.0,0.0,,13000000.0,1363000000.0,1783000000.0,393000000.0,95000000.0,-89000000.0,-262000000.0,-3000000.0,4845000000.0,616000000.0,,,,
2018-04-30,778000000.0,-46000000.0,3000000.0,-120000000.0,1072000000.0,1427000000.0,51000000.0,1799000000.0,19000000.0,3197000000.0,-7000000.0,,2791000000.0,55000000.0,355000000,-6025000000.0,21000000.0,-310000000.0,6000000.0,-100000000.0,3127000000.0,-193000000.0,164000000.0,,0.42,-138000000.0,3783000000,-66000000.0,389000000.0,2058000000.0,8816000000.0,219000000.0,229000000,-46000000.0,11000000.0,,4187000000.0,7585000000.0,1249000000.0,-570000000.0,,1081000000.0,-204000000.0,,3398000000.0,975000000.0,2356000000.0,126000000.0,2330000000.0,164000000.0,,,164000000,164000000.0,,2035000000.0,1374000000.0,0.42,1210000000.0,,,,-167000000.0,10000000.0,1198000000.0,1229000000.0,393000000.0,,-94000000.0,-309000000.0,-19000000.0,4388000000.0,607000000.0,,,,
2018-07-31,780000000.0,-178000000.0,33000000.0,224000000.0,1297000000.0,1627000000.0,53000000.0,1229000000.0,19000000.0,3340000000.0,1000000.0,,2832000000.0,91000000.0,523000000,-6063000000.0,27000000.0,368000000.0,18000000.0,-100000000.0,3268000000.0,-183000000.0,286000000.0,,0.77,-188000000.0,4085000000,612000000.0,387000000.0,2341000000.0,8895000000.0,388000000.0,398000000,-178000000.0,18000000.0,,4590000000.0,8010000000.0,1249000000.0,111000000.0,,1080000000.0,424000000.0,,3420000000.0,1026000000.0,2458000000.0,125000000.0,2329000000.0,297000000.0,,,297000000,297000000.0,,2202000000.0,1608000000.0,0.76,1322000000.0,,,,-155000000.0,10000000.0,1229000000.0,1340000000.0,390000000.0,,-94000000.0,-309000000.0,-2000000.0,4670000000.0,588000000.0,,,,
2018-10-31,792000000.0,-472000000.0,76000000.0,-14000000.0,1299000000.0,1623000000.0,53000000.0,1340000000.0,19000000.0,3440000000.0,-1000000.0,0.0,2887000000.0,84000000.0,492000000,-6112000000.0,24000000.0,98000000.0,9000000.0,-100000000.0,3368000000.0,-188000000.0,296000000.0,,0.69,-184000000.0,4089000000,21000000.0,384000000.0,2393000000.0,8999000000.0,350000000.0,363000000,-472000000.0,24000000.0,,4714000000.0,8173000000.0,1249000000.0,-364000000.0,,1091000000.0,-163000000.0,,3459000000.0,1070000000.0,2466000000.0,129000000.0,2340000000.0,266000000.0,,,266000000,266000000.0,,2668000000.0,1254000000.0,0.69,958000000.0,,,,-86000000.0,13000000.0,1260000000.0,976000000.0,387000000.0,,-93000000.0,-195000000.0,-2000000.0,4733000000.0,572000000.0,,,,
2019-01-31,751000000.0,542000000.0,65000000.0,-168000000.0,1126000000.0,1645000000.0,53000000.0,976000000.0,19000000.0,3553000000.0,-2000000.0,0.0,2912000000.0,89000000.0,509000000,-5755000000.0,19000000.0,-141000000.0,32000000.0,-98000000.0,3481000000.0,-185000000.0,288000000.0,,0.72,-195000000.0,4623000000,814000000.0,381000000.0,2174000000.0,8667000000.0,365000000.0,372000000,542000000.0,24000000.0,,4251000000.0,8049000000.0,1249000000.0,444000000.0,401000000.0,1073000000.0,619000000.0,359000000.0,3798000000.0,1024000000.0,2978000000.0,137000000.0,2322000000.0,276000000.0,,109000000.0,276000000,276000000.0,,2131000000.0,1369000000.0,0.72,1081000000.0,,227000000.0,,-56000000.0,7000000.0,1273000000.0,1420000000.0,383000000.0,92000000.0,-92000000.0,-188000000.0,-1000000.0,4496000000.0,886000000.0,,,,
