date,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfInvestment,quarterlyChangeInAccountPayable
1991-09-30,-38000000.0,0.265,312000000.0,,-4000000.0,,0.0,339000000.0,927000000.0,1905000000.0,,555555556.0,4286000000.0,-27000000.0,-1474000000.0,,4000000.0,61000000.0,2255000000.0,,388000000,,-72000000.0,19000000.0,-67000000.0,24000000.0,,1957000000.0,3729000000.0,,2343000000.0,3819000000.0,217000000.0,,-134000000.0,221000000.0,2212000000,284000000,2008000000.0,-2000000.0,122000000.0,8974000000.0,0.0,,,1285000000.0,566037736.0,5155000000.0,2345000000.0,0.27,,156000000,156000000.0,539000000.0,215000000.0,245000000.0,150000000.0,245000000.0,,1616000000.0,-12000000.0,643000000.0,-58000000.0,0.0,2518000000.0,-152000000.0,438000000.0,55000000.0,104000000.0,4688000000.0,0.0,382000000.0,87000000.0,,,,
1991-12-31,36000000.0,,302000000.0,,-104000000.0,,0.0,339000000.0,994000000.0,1574000000.0,,,4373000000.0,-76000000.0,-1511000000.0,,1000000.0,60000000.0,2455000000.0,,426000000,,27000000.0,32000000.0,-19000000.0,14000000.0,,2083000000.0,3966000000.0,,2357000000.0,4004000000.0,244000000.0,,-217000000.0,325000000.0,2390000000,314000000,2249000000.0,83000000.0,123000000.0,9340000000.0,394000000.0,,,1396000000.0,,5336000000.0,2610000000.0,,,184000000,184000000.0,568000000.0,238000000.0,328000000.0,179000000.0,328000000.0,,1596000000.0,-15000000.0,680000000.0,-57000000.0,0.0,2501000000.0,-267000000.0,389000000.0,55000000.0,112000000.0,4967000000.0,1000000.0,380000000.0,108000000.0,,,,
1992-03-31,-68000000.0,0.225,291000000.0,,-34000000.0,,328000000.0,,928000000.0,1847000000.0,,560000000.0,4063000000.0,-46000000.0,-1534000000.0,,4000000.0,49000000.0,2467000000.0,,360000000,,82000000.0,17000000.0,-147000000.0,26000000.0,,2149000000.0,4001000000.0,,2621000000.0,4054000000.0,180000000.0,,-92000000.0,122000000.0,2296000000,247000000,2350000000.0,73000000.0,107000000.0,9386000000.0,0.0,,,1368000000.0,560000000.0,5332000000.0,2702000000.0,0.225,,131000000,131000000.0,568000000.0,245000000.0,401000000.0,126000000.0,401000000.0,,1652000000.0,-13000000.0,681000000.0,-65000000.0,0.0,2476000000.0,-131000000.0,774000000.0,54000000.0,113000000.0,5323000000.0,0.0,389000000.0,30000000.0,,,,
1992-06-30,-5000000.0,0.225,272000000.0,,-377000000.0,,0.0,,900000000.0,1811000000.0,,552173913.0,4140000000.0,-77000000.0,-1526000000.0,,-19000000.0,50000000.0,2475000000.0,,360000000,,-339000000.0,-1000000.0,-26000000.0,23000000.0,,2216000000.0,4001000000.0,,2155000000.0,3482000000.0,182000000.0,,-113000000.0,227000000.0,2080000000,257000000,2519000000.0,-282000000.0,90000000.0,9139000000.0,0.0,,,1180000000.0,564444444.0,5657000000.0,2844000000.0,0.23,,132000000,127000000.0,540000000.0,235000000.0,90000000.0,127000000.0,90000000.0,,1583000000.0,-21000000.0,643000000.0,-60000000.0,0.0,2477000000.0,-166000000.0,344000000.0,54000000.0,103000000.0,4999000000.0,0.0,705000000.0,114000000.0,,,,
1992-09-30,-43000000.0,0.31,279000000.0,,-32000000.0,,0.0,,920000000.0,1904000000.0,,558064516.0,4345000000.0,-64000000.0,-1565000000.0,,-15000000.0,54000000.0,2581000000.0,,387000000,,19000000.0,8000000.0,-41000000.0,24000000.0,,2329000000.0,4146000000.0,,2565000000.0,3712000000.0,205000000.0,,-125000000.0,238000000.0,2116000000,276000000,2302000000.0,60000000.0,95000000.0,9549000000.0,0.0,,,1196000000.0,558064516.0,5837000000.0,2639000000.0,0.31,,151000000,173000000.0,533000000.0,242000000.0,150000000.0,173000000.0,150000000.0,,1661000000.0,-20000000.0,644000000.0,-60000000.0,0.0,2486000000.0,-193000000.0,661000000.0,51000000.0,111000000.0,5204000000.0,0.0,770000000.0,113000000.0,,,,
1992-12-31,-23000000.0,,258000000.0,,-17000000.0,,0.0,,1015000000.0,1479000000.0,,,3795000000.0,-41000000.0,-1562000000.0,,-2000000.0,46000000.0,2647000000.0,,413000000,,-78000000.0,8000000.0,-153000000.0,12000000.0,,1928000000.0,4209000000.0,,2368000000.0,3589000000.0,212000000.0,,-207000000.0,176000000.0,2303000000,293000000,2433000000.0,-118000000.0,385000000.0,9155000000.0,389000000.0,,,1288000000.0,,5566000000.0,2992000000.0,,,166000000,10000000.0,602000000.0,174000000.0,32000000.0,10000000.0,32000000.0,,1632000000.0,-29000000.0,722000000.0,-60000000.0,0.0,2488000000.0,-236000000.0,500000000.0,52000000.0,120000000.0,5360000000.0,1000000.0,431000000.0,-31000000.0,,,,
1993-03-31,-97000000.0,0.245,410000000.0,,-78000000.0,,32000000.0,,868000000.0,1857000000.0,,563265306.0,3774000000.0,-35000000.0,-1624000000.0,,6000000.0,-2000000.0,2644000000.0,,335000000,,260000000.0,-14000000.0,-103000000.0,13000000.0,,1996000000.0,4268000000.0,,2541000000.0,4057000000.0,55000000.0,,-93000000.0,165000000.0,2041000000,218000000,2645000000.0,292000000.0,387000000.0,9644000000.0,0.0,,,1173000000.0,563265306.0,5587000000.0,3329000000.0,0.245,,57000000,138000000.0,533000000.0,297000000.0,324000000.0,138000000.0,324000000.0,,1733000000.0,-111000000.0,650000000.0,-69000000.0,0.0,2512000000.0,-128000000.0,684000000.0,52000000.0,117000000.0,5870000000.0,1000000.0,431000000.0,72000000.0,,,,
1993-06-30,-8000000.0,0.24,398000000.0,,-18000000.0,,0.0,,928000000.0,1706000000.0,,550000000.0,3848000000.0,-85000000.0,-1660000000.0,,51000000.0,38000000.0,2635000000.0,,326000000,,104000000.0,52000000.0,-92000000.0,16000000.0,,2058000000.0,4295000000.0,,2587000000.0,4156000000.0,170000000.0,,-102000000.0,125000000.0,2215000000,204000000,2628000000.0,105000000.0,390000000.0,9773000000.0,0.0,,,1287000000.0,550000000.0,5617000000.0,3338000000.0,0.24,,132000000,132000000.0,602000000.0,320000000.0,429000000.0,132000000.0,429000000.0,,1743000000.0,21000000.0,724000000.0,-70000000.0,0.0,2516000000.0,-118000000.0,881000000.0,55000000.0,122000000.0,5925000000.0,-1000000.0,466000000.0,23000000.0,,,,
1993-09-30,-60000000.0,0.245,410000000.0,,-28000000.0,,0.0,,933000000.0,1749000000.0,,551020408.0,3868000000.0,-42000000.0,-1719000000.0,,17000000.0,39000000.0,2654000000.0,,360000000,,-19000000.0,-8000000.0,-38000000.0,14000000.0,,2124000000.0,4373000000.0,,2519000000.0,4261000000.0,174000000.0,,-120000000.0,229000000.0,2228000000,236000000,2800000000.0,49000000.0,381000000.0,9896000000.0,0.0,,,1295000000.0,551020408.0,5635000000.0,3509000000.0,0.245,,135000000,135000000.0,573000000.0,328000000.0,478000000.0,135000000.0,478000000.0,,1793000000.0,-6000000.0,697000000.0,-69000000.0,0.0,2499000000.0,-163000000.0,770000000.0,56000000.0,124000000.0,6028000000.0,0.0,482000000.0,109000000.0,,,,
1993-12-31,-2000000.0,,495000000.0,,0.0,,0.0,,987000000.0,1783000000.0,,,3185000000.0,-47000000.0,-1836000000.0,,-50000000.0,-137000000.0,2655000000.0,,-288000000,,-5000000.0,-202000000.0,12000000.0,9000000.0,,1452000000.0,4491000000.0,,2933000000.0,4422000000.0,-729000000.0,,-201000000.0,246000000.0,2395000000,-419000000,2800000000.0,1000000.0,1426000000.0,10545000000.0,328000000.0,,,1408000000.0,,6123000000.0,4427000000.0,,,-592000000,-603000000.0,1275000000.0,201000000.0,479000000.0,-603000000.0,479000000.0,,1772000000.0,-251000000.0,1406000000.0,-70000000.0,0.0,2490000000.0,-246000000.0,822000000.0,59000000.0,131000000.0,7360000000.0,0.0,978000000.0,45000000.0,,,,
1994-03-31,-25000000.0,0.235,496000000.0,,,,479000000.0,,868000000.0,1994000000.0,,554000000.0,3262000000.0,0.0,-1901000000.0,,,43000000.0,2633000000.0,,352000000,76000000.0,-64000000.0,14000000.0,-133000000.0,13000000.0,,1513000000.0,4534000000.0,,2907000000.0,4419000000.0,174000000.0,,-86000000.0,127000000.0,2193000000,227000000,2704000000.0,-7000000.0,1421000000.0,10503000000.0,0.0,,,1325000000.0,554000000.0,6084000000.0,4334000000.0,0.235,,131000000,131000000.0,440000000.0,209000000.0,472000000.0,131000000.0,472000000.0,,1800000000.0,-6000000.0,641000000.0,-69000000.0,472000000.0,2479000000.0,-70000000.0,913000000.0,56000000.0,125000000.0,7241000000.0,0.0,972000000.0,41000000.0,,,,
1994-06-30,10000000.0,0.26,517000000.0,,,,472000000.0,,924000000.0,2148000000.0,,556000000.0,3503000000.0,0.0,-1984000000.0,,,45000000.0,2645000000.0,,381000000,84000000.0,-352000000.0,27000000.0,-47000000.0,134000000.0,,1588000000.0,4629000000.0,,2791000000.0,4292000000.0,189000000.0,,-103000000.0,253000000.0,2316000000,252000000,2565000000.0,-176000000.0,1184000000.0,10281000000.0,0.0,,,1392000000.0,556000000.0,5989000000.0,3987000000.0,0.26,,144000000,144000000.0,459000000.0,238000000.0,296000000.0,144000000.0,296000000.0,,1788000000.0,-14000000.0,672000000.0,-70000000.0,296000000.0,2468000000.0,-79000000.0,643000000.0,64000000.0,129000000.0,6778000000.0,0.0,876000000.0,150000000.0,,,,
1994-09-30,46000000.0,0.265,518000000.0,,,,296000000.0,,941000000.0,2028000000.0,,566000000.0,3661000000.0,0.0,-2084000000.0,,,53000000.0,2680000000.0,,385000000,88000000.0,-260000000.0,-10000000.0,149000000.0,16000000.0,,1662000000.0,4764000000.0,,2625000000.0,4307000000.0,202000000.0,,-112000000.0,422000000.0,2315000000,249000000,2416000000.0,53000000.0,1594000000.0,10296000000.0,0.0,,,1374000000.0,566000000.0,5989000000.0,4010000000.0,0.265,,149000000,149000000.0,468000000.0,,349000000.0,149000000.0,349000000.0,,1764000000.0,0.0,692000000.0,-74000000.0,349000000.0,3309000000.0,-114000000.0,597000000.0,57000000.0,136000000.0,6635000000.0,0.0,0.0,310000000.0,,,,
1994-12-31,81000000.0,,416000000.0,,,,349000000.0,,1016000000.0,701000000.0,,,3720000000.0,0.0,-1869000000.0,,,64000000.0,2562000000.0,,429000000,95000000.0,-254000000.0,-1000000.0,190000000.0,14000000.0,,1762000000.0,4431000000.0,,2766000000.0,4340000000.0,236000000.0,,-201000000.0,514000000.0,2500000000,295000000,2341000000.0,122000000.0,1008000000.0,10002000000.0,1534000000.0,1916000000.0,,1484000000.0,,5662000000.0,3516000000.0,,,172000000,172000000.0,492000000.0,167000000.0,471000000.0,172000000.0,471000000.0,,1537000000.0,-9000000.0,721000000.0,-73000000.0,471000000.0,2290000000.0,-142000000.0,531000000.0,60000000.0,134000000.0,6282000000.0,0.0,810000000.0,313000000.0,,,,
1995-03-31,-67000000.0,0.26,467000000.0,,-139000000.0,,471000000.0,,883000000.0,1884000000.0,,562000000.0,3687000000.0,0.0,-1911000000.0,,,55000000.0,2569000000.0,,381000000,78000000.0,-532000000.0,-37000000.0,-94000000.0,25000000.0,,1831000000.0,4480000000.0,,2728000000.0,4029000000.0,200000000.0,,-81000000.0,134000000.0,2318000000,252000000,2123000000.0,-208000000.0,1225000000.0,9926000000.0,434000000.0,,,1435000000.0,562000000.0,5897000000.0,3511000000.0,0.26,,145000000,145000000.0,424000000.0,163000000.0,263000000.0,145000000.0,263000000.0,,1598000000.0,-9000000.0,631000000.0,-75000000.0,263000000.0,2268000000.0,185000000.0,410000000.0,52000000.0,129000000.0,6239000000.0,0.0,1060000000.0,53000000.0,,,,
1995-06-30,-62000000.0,0.295,465000000.0,,-116000000.0,,263000000.0,,933000000.0,1966000000.0,,556000000.0,3695000000.0,-13000000.0,-1965000000.0,,,64000000.0,2595000000.0,,403000000,84000000.0,72000000.0,79000000.0,-168000000.0,25000000.0,,1917000000.0,4560000000.0,,2658000000.0,4287000000.0,229000000.0,,-121000000.0,204000000.0,2465000000,277000000,2508000000.0,122000000.0,1137000000.0,10222000000.0,385000000.0,,,1532000000.0,556000000.0,5935000000.0,3869000000.0,0.295,,165000000,165000000.0,446000000.0,224000000.0,385000000.0,165000000.0,385000000.0,,1675000000.0,-3000000.0,656000000.0,-79000000.0,385000000.0,2273000000.0,-152000000.0,307000000.0,52000000.0,126000000.0,6527000000.0,0.0,1067000000.0,83000000.0,,,,
1995-09-30,5000000.0,0.295,494000000.0,,-245000000.0,,385000000.0,,925000000.0,2018000000.0,,550000000.0,3552000000.0,0.0,-2065000000.0,,,68000000.0,2524000000.0,,374000000,100000000.0,-461000000.0,-114000000.0,116000000.0,33000000.0,,2006000000.0,4589000000.0,,2797000000.0,4304000000.0,231000000.0,,-113000000.0,270000000.0,2456000000,252000000,2358000000.0,83000000.0,1411000000.0,10276000000.0,520000000.0,,,1531000000.0,550000000.0,5972000000.0,3927000000.0,0.295,,163000000,163000000.0,451000000.0,158000000.0,468000000.0,163000000.0,468000000.0,,1653000000.0,26000000.0,673000000.0,-74000000.0,468000000.0,2218000000.0,269000000.0,259000000.0,55000000.0,122000000.0,6724000000.0,0.0,1230000000.0,157000000.0,,,,
1995-12-31,34000000.0,,320000000.0,,0.0,,468000000.0,,-162000000.0,355000000.0,,,3704000000.0,0.0,-1678000000.0,,,-34000000.0,1749000000.0,,-8000000,83000000.0,-75000000.0,55000000.0,-143000000.0,20000000.0,,2105000000.0,3427000000.0,,2154000000.0,2911000000.0,-136000000.0,,-84000000.0,728000000.0,-2191000000,33000000,2372000000.0,11000000.0,1034000000.0,9437000000.0,1580000000.0,,,-2029000000.0,,6526000000.0,3579000000.0,,,-102000000,176000000.0,-237000000.0,173000000.0,476000000.0,176000000.0,476000000.0,,906000000.0,-124000000.0,-195000000.0,-78000000.0,476000000.0,1098000000.0,-654000000.0,219000000.0,55000000.0,-41000000.0,5733000000.0,0.0,3679000000.0,644000000.0,,,,
1996-03-31,-27000000.0,0.1425,259000000.0,,-80000000.0,,476000000.0,,654000000.0,1308000000.0,,1088000000.0,3732000000.0,-2000000.0,-1735000000.0,,,50000000.0,1746000000.0,,296000000,82000000.0,316000000.0,38000000.0,-290000000.0,48000000.0,,2184000000.0,3481000000.0,,2024000000.0,3025000000.0,188000000.0,,-66000000.0,-31000000.0,1299000000,212000000,2672000000.0,116000000.0,1028000000.0,9600000000.0,377000000.0,,,645000000.0,1088000000.0,6575000000.0,3844000000.0,0.145,,138000000,158000000.0,276000000.0,144000000.0,592000000.0,158000000.0,592000000.0,,940000000.0,22000000.0,442000000.0,-78000000.0,592000000.0,1152000000.0,-165000000.0,339000000.0,57000000.0,84000000.0,5868000000.0,0.0,3677000000.0,-97000000.0,,,,
1996-06-30,-15000000.0,0.16,308000000.0,,-7000000.0,,592000000.0,,672000000.0,1366000000.0,,1088000000.0,3790000000.0,2000000.0,-1792000000.0,,,55000000.0,1740000000.0,,306000000,84000000.0,-61000000.0,-20000000.0,11000000.0,35000000.0,,2279000000.0,3532000000.0,,2332000000.0,3116000000.0,197000000.0,,-96000000.0,278000000.0,1335000000,219000000,2449000000.0,78000000.0,963000000.0,9703000000.0,420000000.0,,,663000000.0,1088000000.0,6587000000.0,3581000000.0,0.1625,,142000000,176000000.0,282000000.0,169000000.0,670000000.0,176000000.0,670000000.0,,942000000.0,26000000.0,453000000.0,-82000000.0,670000000.0,1182000000.0,-123000000.0,546000000.0,59000000.0,87000000.0,5913000000.0,0.0,3665000000.0,182000000.0,,,,
1996-09-30,0.0,0.16,387000000.0,,-5000000.0,,670000000.0,,666000000.0,1436000000.0,,1092000000.0,2577000000.0,0.0,-1844000000.0,,,53000000.0,1771000000.0,,310000000,84000000.0,153000000.0,19000000.0,-89000000.0,66000000.0,,948000000.0,3615000000.0,,2181000000.0,3460000000.0,190000000.0,,-93000000.0,193000000.0,1310000000,226000000,1692000000.0,163000000.0,879000000.0,7546000000.0,414000000.0,,,644000000.0,1092000000.0,4086000000.0,2788000000.0,0.1625,,137000000,177000000.0,272000000.0,217000000.0,833000000.0,177000000.0,833000000.0,,954000000.0,13000000.0,440000000.0,-83000000.0,833000000.0,1216000000.0,-192000000.0,331000000.0,60000000.0,84000000.0,4969000000.0,0.0,1099000000.0,100000000.0,,,,
1996-12-31,101000000.0,,351000000.0,,-175000000.0,,833000000.0,,749000000.0,442000000.0,,,2504000000.0,-15000000.0,-1952000000.0,,,60000000.0,1843000000.0,,347000000,90000000.0,-192000000.0,37000000.0,63000000.0,44000000.0,,1022000000.0,3795000000.0,,2445000000.0,3480000000.0,218000000.0,,-143000000.0,353000000.0,1494000000,254000000,1695000000.0,-72000000.0,697000000.0,7596000000.0,1657000000.0,,,745000000.0,,4116000000.0,2647000000.0,,,158000000,158000000.0,312000000.0,255000000.0,761000000.0,158000000.0,761000000.0,,883000000.0,-9000000.0,495000000.0,-77000000.0,761000000.0,1386000000.0,-227000000.0,346000000.0,37000000.0,93000000.0,5092000000.0,0.0,887000000.0,210000000.0,,,,
1997-03-31,-81000000.0,-0.37,413000000.0,,,,761000000.0,,760000000.0,1965000000.0,,548000000.0,2326000000.0,-4000000.0,-1925000000.0,,,53000000.0,2150000000.0,,347000000,90000000.0,259000000.0,4000000.0,-273000000.0,29000000.0,,742000000.0,4075000000.0,,2840000000.0,3808000000.0,-150000000.0,,-69000000.0,20000000.0,1443000000,238000000,2174000000.0,-173000000.0,685000000.0,8338000000.0,429000000.0,,,683000000.0,548000000.0,4530000000.0,3172000000.0,-0.37,,-203000000,-203000000.0,323000000.0,313000000.0,588000000.0,-203000000.0,588000000.0,,1202000000.0,-350000000.0,522000000.0,-77000000.0,588000000.0,1542000000.0,-419000000.0,446000000.0,47000000.0,109000000.0,6012000000.0,0.0,838000000.0,-49000000.0,,,,
1997-06-30,-42000000.0,0.285,416000000.0,,,,588000000.0,,796000000.0,1951000000.0,,556000000.0,2450000000.0,-14000000.0,-1982000000.0,,,56000000.0,2145000000.0,,354000000,95000000.0,237000000.0,33000000.0,-160000000.0,48000000.0,,824000000.0,4127000000.0,,2587000000.0,4169000000.0,218000000.0,,-80000000.0,126000000.0,1569000000,261000000,2659000000.0,243000000.0,642000000.0,8655000000.0,387000000.0,,,773000000.0,564000000.0,4486000000.0,3618000000.0,0.29,,162000000,162000000.0,347000000.0,317000000.0,831000000.0,162000000.0,831000000.0,,1240000000.0,1000000.0,535000000.0,-79000000.0,831000000.0,1526000000.0,-123000000.0,249000000.0,52000000.0,93000000.0,6205000000.0,0.0,815000000.0,46000000.0,,,,
1997-09-30,-13000000.0,0.28,307000000.0,,,,831000000.0,,755000000.0,1729000000.0,,560000000.0,2469000000.0,18000000.0,-2021000000.0,,,53000000.0,2199000000.0,,333000000,97000000.0,-183000000.0,72000000.0,-196000000.0,30000000.0,,905000000.0,4220000000.0,,2217000000.0,3701000000.0,212000000.0,,-118000000.0,87000000.0,1494000000,236000000,2560000000.0,-422000000.0,600000000.0,8155000000.0,295000000.0,,,739000000.0,570000000.0,4454000000.0,3469000000.0,0.285,,159000000,159000000.0,325000000.0,309000000.0,409000000.0,159000000.0,409000000.0,,1219000000.0,18000000.0,519000000.0,-79000000.0,409000000.0,1535000000.0,-308000000.0,193000000.0,53000000.0,97000000.0,5686000000.0,0.0,720000000.0,-31000000.0,,,,
1997-12-31,34000000.0,,458000000.0,,,,409000000.0,,840000000.0,1963000000.0,,,2619000000.0,-23000000.0,-2047000000.0,,,61000000.0,2360000000.0,,369000000,110000000.0,-48000000.0,-110000000.0,235000000.0,3000000.0,,1006000000.0,4407000000.0,,2557000000.0,3870000000.0,243000000.0,,-229000000.0,383000000.0,1632000000,270000000,2635000000.0,56000000.0,580000000.0,8707000000.0,450000000.0,,,792000000.0,,4837000000.0,3531000000.0,,,182000000,182000000.0,361000000.0,316000000.0,465000000.0,182000000.0,465000000.0,,1208000000.0,12000000.0,570000000.0,-81000000.0,465000000.0,1622000000.0,-291000000.0,144000000.0,47000000.0,99000000.0,6088000000.0,0.0,855000000.0,154000000.0,,,,
1998-03-31,-68000000.0,0.29,548000000.0,,,,465000000.0,,757000000.0,1714000000.0,,560000000.0,2694000000.0,0.0,-2079000000.0,,,55000000.0,2386000000.0,,364000000,86000000.0,258000000.0,-11000000.0,-317000000.0,33000000.0,,1089000000.0,4465000000.0,,2422000000.0,3994000000.0,219000000.0,,-92000000.0,-55000000.0,1468000000,257000000,2898000000.0,-34000000.0,587000000.0,8906000000.0,493000000.0,,,711000000.0,570000000.0,4912000000.0,3790000000.0,0.295,,164000000,164000000.0,307000000.0,305000000.0,431000000.0,164000000.0,431000000.0,,1251000000.0,4000000.0,500000000.0,-81000000.0,431000000.0,1756000000.0,-231000000.0,215000000.0,53000000.0,107000000.0,6212000000.0,0.0,770000000.0,-147000000.0,,,,
1998-06-30,-68000000.0,0.11,457000000.0,,,,431000000.0,,853000000.0,1804000000.0,,566000000.0,2875000000.0,0.0,-2146000000.0,,,56000000.0,2463000000.0,,393000000,99000000.0,86000000.0,77000000.0,-215000000.0,24000000.0,,1068000000.0,4609000000.0,,2534000000.0,4237000000.0,119000000.0,,-129000000.0,146000000.0,1646000000,289000000,3111000000.0,-3000000.0,386000000.0,9275000000.0,415000000.0,,,793000000.0,576000000.0,5038000000.0,3866000000.0,0.11,,63000000,63000000.0,361000000.0,369000000.0,428000000.0,63000000.0,428000000.0,,1366000000.0,-127000000.0,564000000.0,-84000000.0,428000000.0,1775000000.0,-229000000.0,315000000.0,49000000.0,104000000.0,6400000000.0,0.0,800000000.0,17000000.0,,,,
1998-09-30,-17000000.0,-0.215,598000000.0,,,,428000000.0,,823000000.0,2005000000.0,,570000000.0,2699000000.0,0.0,-2258000000.0,,,48000000.0,2443000000.0,,360000000,102000000.0,-119000000.0,-84000000.0,162000000.0,33000000.0,,861000000.0,4701000000.0,,2741000000.0,4226000000.0,-76000000.0,,-127000000.0,350000000.0,1649000000,257000000,2921000000.0,50000000.0,679000000.0,9571000000.0,502000000.0,,,826000000.0,570000000.0,5345000000.0,4131000000.0,-0.215,,-124000000,-124000000.0,361000000.0,531000000.0,478000000.0,-124000000.0,478000000.0,,1366000000.0,-296000000.0,566000000.0,-83000000.0,478000000.0,1783000000.0,-176000000.0,234000000.0,47000000.0,103000000.0,6872000000.0,0.0,1119000000.0,223000000.0,,,,
1998-12-31,73000000.0,,701000000.0,,,,478000000.0,,917000000.0,2181000000.0,,,2839000000.0,0.0,-2316000000.0,,,75000000.0,2673000000.0,,428000000,92000000.0,-52000000.0,-38000000.0,267000000.0,28000000.0,,990000000.0,4989000000.0,,2988000000.0,4651000000.0,287000000.0,,-248000000.0,550000000.0,1836000000,316000000,3096000000.0,231000000.0,657000000.0,10085000000.0,536000000.0,,,919000000.0,,5434000000.0,4258000000.0,,,212000000,212000000.0,397000000.0,505000000.0,709000000.0,212000000.0,709000000.0,,1324000000.0,10000000.0,601000000.0,-83000000.0,709000000.0,1817000000.0,-288000000.0,271000000.0,44000000.0,112000000.0,7246000000.0,0.0,944000000.0,302000000.0,,,,
1999-03-31,-43000000.0,0.26,764000000.0,,,,709000000.0,,842000000.0,1919000000.0,,574000000.0,2851000000.0,0.0,-2346000000.0,,,59000000.0,2633000000.0,,393000000,87000000.0,18000000.0,3000000.0,-288000000.0,39000000.0,,1023000000.0,4979000000.0,,2931000000.0,4532000000.0,237000000.0,,-108000000.0,19000000.0,1685000000,274000000,2938000000.0,-101000000.0,679000000.0,9898000000.0,595000000.0,,,843000000.0,586000000.0,5366000000.0,4116000000.0,0.265,,178000000,151000000.0,362000000.0,499000000.0,608000000.0,151000000.0,608000000.0,,1331000000.0,-2000000.0,568000000.0,-84000000.0,608000000.0,1735000000.0,-120000000.0,417000000.0,41000000.0,119000000.0,7047000000.0,0.0,998000000.0,-89000000.0,,,,
1999-06-30,-61000000.0,0.35,633000000.0,,,,608000000.0,294000000.0,794000000.0,1786000000.0,-337000000.0,580000000.0,3219000000.0,0.0,-2297000000.0,,,66000000.0,2648000000.0,,391000000,84000000.0,93000000.0,13000000.0,-109000000.0,226000000.0,,1145000000.0,4945000000.0,,2597000000.0,4487000000.0,255000000.0,,-140000000.0,227000000.0,1560000000,283000000,2907000000.0,115000000.0,736000000.0,9899000000.0,578000000.0,,,766000000.0,590000000.0,5412000000.0,4083000000.0,0.355,,189000000,207000000.0,319000000.0,440000000.0,723000000.0,207000000.0,723000000.0,,1397000000.0,3000000.0,511000000.0,-85000000.0,723000000.0,1734000000.0,-179000000.0,233000000.0,39000000.0,108000000.0,6680000000.0,0.0,1030000000.0,87000000.0,,,,
1999-09-30,26000000.0,0.355,578000000.0,,,,723000000.0,294000000.0,761000000.0,1644000000.0,-386000000.0,584000000.0,3277000000.0,0.0,-2087000000.0,,,70000000.0,2514000000.0,,350000000,83000000.0,18000000.0,79000000.0,-148000000.0,53000000.0,,1270000000.0,4601000000.0,,2550000000.0,4255000000.0,267000000.0,,-146000000.0,215000000.0,1589000000,298000000,2916000000.0,102000000.0,716000000.0,9902000000.0,535000000.0,,,828000000.0,594000000.0,5647000000.0,4075000000.0,0.36,,197000000,210000000.0,328000000.0,443000000.0,825000000.0,210000000.0,825000000.0,,1211000000.0,-4000000.0,463000000.0,-85000000.0,825000000.0,862000000.0,-160000000.0,371000000.0,36000000.0,52000000.0,6625000000.0,0.0,2271000000.0,69000000.0,,,,
