date,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
1994-12-31,62000000.0,,-22000000.0,2000000.0,,,1192000000.0,1992000000.0,101000000.0,3579000000.0,,105000000.0,494000000.0,3731000000.0,-98000000.0,123000000.0,11044000000.0,-160000000.0,-5271000000.0,,,-2242000000,,2391000000.0,98000000.0,362000000.0,61000000.0,502000000.0,-358000000.0,-316000000.0,16315000000.0,2505000000.0,2540000000,1665000000.0,,-2387000000,13724000000.0,12059000000.0,2618000000.0,1992000000.0,270000000.0,-229000000.0,2300000000.0,706000000.0,1348000000.0,,145000000.0,7488000000.0,,,1089000000.0,239000000,,239000000,239000000,-415000000.0,265000000.0,2570000000.0,211000000.0,58000000.0,535000000.0,265000000.0,74000000.0,513000000.0,-46000000.0,-76000000.0,,1015000000.0,,-6000000.0,9993000000.0,144000000.0,,,,,
1995-03-31,74000000.0,1259316000.0,-23000000.0,-52000000.0,,12000000.0,946000000.0,1990000000.0,-2000000.0,2079000000.0,,105000000.0,265000000.0,3837000000.0,30000000.0,76000000.0,11099000000.0,-52000000.0,-5325000000.0,,298000000.0,-984000000,0.096667,2468000000.0,-89000000.0,197000000.0,15000000.0,195000000.0,-235000000.0,21000000.0,16424000000.0,2641000000.0,2468000000,1775000000.0,,-1133000000,13871000000.0,12096000000.0,2546000000.0,,260000000.0,35000000.0,2280000000.0,,1522000000.0,,149000000.0,7393000000.0,1259316000.0,,1100000000.0,121000000,,121000000,121000000,-181000000.0,300000000.0,2567000000.0,234000000.0,-16000000.0,560000000.0,300000000.0,67000000.0,651000000.0,-46000000.0,,0.096667,997000000.0,,2000000.0,10034000000.0,-40000000.0,,,,,
1995-06-30,83000000.0,1261968000.0,-13000000.0,42000000.0,,79000000.0,1022000000.0,2062000000.0,43000000.0,2129000000.0,,105000000.0,300000000.0,3821000000.0,20000000.0,6000000.0,11119000000.0,-20000000.0,-5398000000.0,,297000000.0,-958000000,0.015,2443000000.0,64000000.0,25000000.0,-73000000.0,387000000.0,-350000000.0,-28000000.0,16517000000.0,2699000000.0,2600000000,1752000000.0,,-1107000000,13894000000.0,12142000000.0,2577000000.0,,233000000.0,29000000.0,2296000000.0,,1578000000.0,,149000000.0,7374000000.0,1261968000.0,,1089000000.0,19000000,,19000000,19000000,-330000000.0,329000000.0,2501000000.0,247000000.0,-268000000.0,562000000.0,329000000.0,68000000.0,637000000.0,-47000000.0,,0.015,1023000000.0,,2000000.0,10073000000.0,37000000.0,,,,,
1995-09-30,72000000.0,1262424000.0,22000000.0,-88000000.0,,,1067000000.0,2122000000.0,99000000.0,2168000000.0,,105000000.0,329000000.0,3989000000.0,-11000000.0,119000000.0,11188000000.0,-69000000.0,-5466000000.0,,299000000.0,-951000000,0.16,2599000000.0,43000000.0,321000000.0,1000000.0,382000000.0,-234000000.0,-153000000.0,16654000000.0,2664000000.0,2665000000,1810000000.0,,-1101000000,14028000000.0,12218000000.0,2564000000.0,,274000000.0,-40000000.0,2306000000.0,,1598000000.0,,150000000.0,7375000000.0,1262424000.0,,1111000000.0,202000000,,202000000,202000000,-269000000.0,289000000.0,2505000000.0,225000000.0,-4000000.0,563000000.0,289000000.0,68000000.0,542000000.0,-46000000.0,,0.16,1030000000.0,,1000000.0,10039000000.0,148000000.0,,,,,
1995-12-31,75000000.0,,-8000000.0,16000000.0,,,1090000000.0,1121000000.0,57000000.0,3867000000.0,,210000000.0,289000000.0,4242000000.0,-17000000.0,155000000.0,11297000000.0,-202000000.0,-5376000000.0,,,-2625000000,,2822000000.0,245000000.0,431000000.0,31000000.0,603000000.0,-337000000.0,-298000000.0,16673000000.0,2991000000.0,2771000000,1935000000.0,,-2777000000,14282000000.0,12347000000.0,2222000000.0,710000000.0,340000000.0,31000000.0,2267000000.0,832000000.0,1681000000.0,,152000000.0,7049000000.0,,,1132000000.0,276000000,,276000000,276000000,-274000000.0,660000000.0,2560000000.0,220000000.0,103000000.0,660000000.0,320000000.0,67000000.0,634000000.0,-55000000.0,,,1050000000.0,,6000000.0,10040000000.0,266000000.0,,,,,
1996-03-31,91000000.0,1265784000.0,,-20000000.0,,89000000.0,969000000.0,1048000000.0,-58000000.0,2115000000.0,,212000000.0,320000000.0,4374000000.0,12000000.0,78000000.0,11483000000.0,-120000000.0,-5323000000.0,,312000000.0,-990000000,0.113333,2910000000.0,-272000000.0,224000000.0,14000000.0,-31000000.0,-338000000.0,169000000.0,16806000000.0,2928000000.0,2536000000,1920000000.0,,-1146000000,14366000000.0,12446000000.0,2247000000.0,1050000000.0,380000000.0,-119000000.0,2237000000.0,,1567000000.0,,156000000.0,7064000000.0,1265784000.0,,1115000000.0,146000000,,146000000,146000000,-257000000.0,201000000.0,2580000000.0,242000000.0,-6000000.0,581000000.0,201000000.0,60000000.0,830000000.0,-55000000.0,-44000000.0,0.115,963000000.0,,3000000.0,9992000000.0,-369000000.0,,,,,
1996-06-30,98000000.0,1270068000.0,,-72000000.0,,17000000.0,1072000000.0,1097000000.0,49000000.0,2122000000.0,,212000000.0,201000000.0,4567000000.0,13000000.0,126000000.0,11568000000.0,-39000000.0,-5376000000.0,,307000000.0,-896000000,0.181667,3089000000.0,58000000.0,360000000.0,23000000.0,497000000.0,-256000000.0,-267000000.0,16944000000.0,2834000000.0,2672000000,1979000000.0,,-1050000000,14531000000.0,12552000000.0,2271000000.0,1160000000.0,380000000.0,-31000000.0,2244000000.0,,1600000000.0,,151000000.0,7130000000.0,1270068000.0,,1084000000.0,234000000,,234000000,234000000,-261000000.0,170000000.0,2615000000.0,241000000.0,21000000.0,550000000.0,170000000.0,71000000.0,577000000.0,-55000000.0,-11000000.0,0.185,984000000.0,,17000000.0,9964000000.0,241000000.0,,,,,
1996-09-30,108000000.0,1290360000.0,,-20000000.0,,11000000.0,1047000000.0,1073000000.0,-23000000.0,2127000000.0,,217000000.0,170000000.0,4815000000.0,44000000.0,121000000.0,11720000000.0,-213000000.0,-5462000000.0,,298000000.0,-931000000,0.17,3255000000.0,-34000000.0,343000000.0,55000000.0,391000000.0,-282000000.0,-184000000.0,17182000000.0,2699000000.0,2647000000,1919000000.0,,-1080000000,14641000000.0,12722000000.0,2288000000.0,1149000000.0,345000000.0,0.0,2182000000.0,,1600000000.0,,149000000.0,7127000000.0,1290360000.0,,1070000000.0,222000000,,222000000,222000000,-207000000.0,170000000.0,2657000000.0,217000000.0,10000000.0,515000000.0,170000000.0,57000000.0,477000000.0,-57000000.0,20000000.0,0.173333,1002000000.0,,-8000000.0,9826000000.0,109000000.0,,,,,
1996-12-31,128000000.0,,,45000000.0,,20000000.0,1078000000.0,1189000000.0,116000000.0,3825000000.0,,217000000.0,170000000.0,4995000000.0,-1872000000.0,136000000.0,11906000000.0,-114000000.0,-5514000000.0,,,-2583000000,,3452000000.0,123000000.0,389000000.0,74000000.0,583000000.0,-347000000.0,1877000000.0,17420000000.0,2757000000.0,2703000000,2072000000.0,,-2747000000,16965000000.0,14893000000.0,4331000000.0,633000000.0,314000000.0,198000000.0,2162000000.0,894000000.0,1625000000.0,,164000000.0,9213000000.0,,1965000000.0,1067000000.0,253000000,,253000000,253000000,-2262000000.0,682000000.0,2720000000.0,229000000.0,28000000.0,682000000.0,368000000.0,61000000.0,436000000.0,-56000000.0,-147000000.0,,1022000000.0,,-13000000.0,11970000000.0,236000000.0,,,,,
1997-03-31,119000000.0,1303362000.0,,-23000000.0,,49000000.0,991000000.0,1053000000.0,-89000000.0,2086000000.0,,218000000.0,368000000.0,5127000000.0,-25000000.0,82000000.0,11924000000.0,-99000000.0,-5606000000.0,,315000000.0,-939000000,0.115,3546000000.0,-129000000.0,233000000.0,17000000.0,197000000.0,-189000000.0,-148000000.0,17530000000.0,2571000000.0,2567000000,1941000000.0,,-1095000000,16888000000.0,14947000000.0,4243000000.0,1088000000.0,273000000.0,-131000000.0,2204000000.0,,1576000000.0,,156000000.0,9190000000.0,1303362000.0,,1079000000.0,151000000,,151000000,151000000,-180000000.0,237000000.0,2743000000.0,243000000.0,-9000000.0,510000000.0,237000000.0,84000000.0,430000000.0,-57000000.0,-18000000.0,0.116667,3023000000.0,,3000000.0,11761000000.0,8000000.0,,,,,
1997-06-30,148000000.0,1306104000.0,,-30000000.0,,-25000000.0,1117000000.0,1093000000.0,48000000.0,2111000000.0,,218000000.0,237000000.0,5310000000.0,-5000000.0,113000000.0,11998000000.0,-292000000.0,-5699000000.0,,335000000.0,-837000000,0.171667,3717000000.0,50000000.0,340000000.0,36000000.0,424000000.0,-222000000.0,2098000000.0,17697000000.0,2430000000.0,2678000000,2153000000.0,,-994000000,19469000000.0,17316000000.0,6753000000.0,1181000000.0,524000000.0,-55000000.0,2197000000.0,,1561000000.0,,157000000.0,11729000000.0,1306104000.0,,1077000000.0,227000000,,227000000,227000000,-2577000000.0,182000000.0,2779000000.0,237000000.0,10000000.0,706000000.0,182000000.0,111000000.0,156000000.0,-56000000.0,-2345000000.0,0.173333,5318000000.0,,2154000000.0,14159000000.0,202000000.0,,,,,
1997-09-30,163000000.0,1308090000.0,,-18000000.0,,14000000.0,1082000000.0,1107000000.0,15000000.0,2136000000.0,,218000000.0,182000000.0,5480000000.0,0.0,94000000.0,12098000000.0,-180000000.0,-5730000000.0,,329000000.0,-897000000,0.155,3866000000.0,16000000.0,300000000.0,67000000.0,398000000.0,-275000000.0,-237000000.0,17828000000.0,2569000000.0,2649000000,2071000000.0,,-1054000000,19528000000.0,17457000000.0,6443000000.0,1174000000.0,385000000.0,-8000000.0,2190000000.0,,1567000000.0,,157000000.0,11479000000.0,1308090000.0,,1091000000.0,206000000,,206000000,206000000,-169000000.0,174000000.0,2846000000.0,242000000.0,40000000.0,559000000.0,174000000.0,125000000.0,288000000.0,-57000000.0,79000000.0,0.158333,5359000000.0,,-180000000.0,14048000000.0,123000000.0,,,,,
1997-12-31,137000000.0,,,-28000000.0,,7000000.0,1128000000.0,1179000000.0,65000000.0,3816000000.0,,218000000.0,174000000.0,5766000000.0,-2065000000.0,95000000.0,12406000000.0,473000000.0,-5864000000.0,,,-2470000000,,4016000000.0,116000000.0,310000000.0,70000000.0,539000000.0,-439000000.0,-40000000.0,18270000000.0,2707000000.0,2727000000,2175000000.0,,-2688000000,19957000000.0,17782000000.0,6416000000.0,696000000.0,439000000.0,77000000.0,2129000000.0,987000000.0,1599000000.0,,218000000.0,11484000000.0,,4244000000.0,1090000000.0,215000000,,215000000,215000000,-422000000.0,690000000.0,2939000000.0,227000000.0,10000000.0,690000000.0,251000000.0,131000000.0,355000000.0,-65000000.0,2060000000.0,,1132000000.0,,25000000.0,14191000000.0,100000000.0,,,,,
1998-03-31,168000000.0,1311966000.0,,12000000.0,,109000000.0,1029000000.0,1115000000.0,-64000000.0,2170000000.0,,219000000.0,251000000.0,5840000000.0,-3000000.0,38000000.0,12430000000.0,-92000000.0,-5988000000.0,,341000000.0,-978000000,0.068333,4044000000.0,-154000000.0,129000000.0,11000000.0,76000000.0,-305000000.0,3000000.0,18418000000.0,2637000000.0,2580000000,2042000000.0,,-1141000000,19879000000.0,17837000000.0,6389000000.0,1149000000.0,380000000.0,-172000000.0,2059000000.0,,1551000000.0,,163000000.0,11402000000.0,1329672000.0,,1121000000.0,91000000,,91000000,91000000,-251000000.0,79000000.0,2954000000.0,268000000.0,-38000000.0,459000000.0,79000000.0,124000000.0,373000000.0,-66000000.0,-64000000.0,0.07,5407000000.0,,-13000000.0,14039000000.0,-229000000.0,,,,,
1998-06-30,193000000.0,1314432000.0,,-19000000.0,,96000000.0,1028000000.0,1069000000.0,-46000000.0,2179000000.0,,219000000.0,79000000.0,5869000000.0,-52000000.0,64000000.0,12622000000.0,-41000000.0,-6042000000.0,,315000000.0,-989000000,0.113333,4129000000.0,-101000000.0,215000000.0,51000000.0,223000000.0,-375000000.0,131000000.0,18664000000.0,3032000000.0,2642000000,1993000000.0,,-1151000000,20130000000.0,18137000000.0,6138000000.0,1115000000.0,293000000.0,15000000.0,2091000000.0,,1614000000.0,,162000000.0,11229000000.0,1329480000.0,,1075000000.0,151000000,,151000000,151000000,-339000000.0,94000000.0,3000000000.0,279000000.0,-12000000.0,387000000.0,94000000.0,126000000.0,848000000.0,-66000000.0,-12000000.0,0.115,5515000000.0,,-27000000.0,14261000000.0,-152000000.0,,,,,
1998-09-30,172000000.0,1264860000.0,,37000000.0,,-89000000.0,902000000.0,1098000000.0,39000000.0,2101000000.0,,218000000.0,94000000.0,5976000000.0,637000000.0,101000000.0,12328000000.0,-420000000.0,-5864000000.0,,269000000.0,-1047000000,0.146667,4251000000.0,91000000.0,288000000.0,119000000.0,303000000.0,-304000000.0,-547000000.0,18192000000.0,2393000000.0,2432000000,1904000000.0,,-1199000000,20113000000.0,18209000000.0,6200000000.0,1006000000.0,340000000.0,38000000.0,2407000000.0,,1530000000.0,,132000000.0,11744000000.0,1277754000.0,,1058000000.0,187000000,,187000000,187000000,282000000.0,132000000.0,3137000000.0,212000000.0,170000000.0,472000000.0,132000000.0,120000000.0,289000000.0,-65000000.0,39000000.0,0.148333,5881000000.0,,35000000.0,14137000000.0,-1000000.0,,,,,
1998-12-31,200000000.0,,,-11000000.0,-36000000.0,-97000000.0,917000000.0,1216000000.0,126000000.0,3794000000.0,-120000000.0,217000000.0,132000000.0,5880000000.0,7000000.0,36000000.0,12645000000.0,-579000000.0,-6033000000.0,,,-2704000000,,4294000000.0,74000000.0,144000000.0,115000000.0,398000000.0,-495000000.0,137000000.0,18678000000.0,2600000000.0,2511000000,1984000000.0,,-2877000000,20427000000.0,18443000000.0,6432000000.0,635000000.0,428000000.0,-27000000.0,2342000000.0,898000000.0,1594000000.0,,173000000.0,11947000000.0,,4798000000.0,1079000000.0,108000000,,108000000,108000000,-562000000.0,533000000.0,3173000000.0,225000000.0,168000000.0,533000000.0,105000000.0,139000000.0,287000000.0,-65000000.0,24000000.0,,1000000000.0,,12000000.0,14547000000.0,-97000000.0,,,,,
1999-03-31,190000000.0,1260744000.0,,-75000000.0,,32000000.0,963000000.0,1103000000.0,-122000000.0,2179000000.0,,217000000.0,105000000.0,5842000000.0,-14000000.0,33000000.0,12654000000.0,-32000000.0,-6176000000.0,,,-1049000000,0.02,4255000000.0,-263000000.0,108000000.0,39000000.0,,-190000000.0,221000000.0,18830000000.0,2774000000.0,2541000000,2098000000.0,,-1216000000,20549000000.0,18451000000.0,6476000000.0,1130000000.0,396000000.0,49000000.0,2264000000.0,,1578000000.0,,167000000.0,11933000000.0,1269948000.0,,1134000000.0,26000000,,75000000,26000000,-172000000.0,154000000.0,3193000000.0,234000000.0,-40000000.0,550000000.0,154000000.0,133000000.0,541000000.0,-65000000.0,,0.02,5797000000.0,,-11000000.0,14707000000.0,,,,,,
1999-06-30,197000000.0,1263102000.0,,-180000000.0,,39000000.0,1053000000.0,1116000000.0,13000000.0,2195000000.0,,218000000.0,154000000.0,5912000000.0,49000000.0,56000000.0,12825000000.0,-28000000.0,-6317000000.0,,,-983000000,0.088333,4303000000.0,-62000000.0,170000000.0,6000000.0,,-372000000.0,167000000.0,19142000000.0,3034000000.0,2616000000,2288000000.0,,-1142000000,20927000000.0,18639000000.0,6555000000.0,1236000000.0,357000000.0,38000000.0,2246000000.0,,1563000000.0,,159000000.0,11981000000.0,1278942000.0,,1132000000.0,114000000,,114000000,114000000,-284000000.0,192000000.0,3180000000.0,245000000.0,-23000000.0,549000000.0,192000000.0,127000000.0,682000000.0,-65000000.0,,0.09,5814000000.0,,232000000.0,15015000000.0,,,,,,
1999-09-30,129000000.0,1264740000.0,,-206000000.0,,99000000.0,1190000000.0,1293000000.0,177000000.0,2326000000.0,,218000000.0,192000000.0,5741000000.0,,15000000.0,12696000000.0,-25000000.0,-6457000000.0,,289000000.0,-995000000,-0.09,4125000000.0,142000000.0,-98000000.0,-108000000.0,433000000.0,-285000000.0,-93000000.0,19153000000.0,3771000000.0,2906000000,2527000000.0,,-1136000000,21036000000.0,18509000000.0,6096000000.0,1362000000.0,320000000.0,107000000.0,2242000000.0,,1716000000.0,,141000000.0,11524000000.0,1264740000.0,,1222000000.0,-113000000,,-113000000,-113000000,-233000000.0,299000000.0,3186000000.0,250000000.0,-417000000.0,619000000.0,299000000.0,133000000.0,1116000000.0,-66000000.0,,-0.09,5813000000.0,,-27000000.0,15295000000.0,148000000.0,,,,,
1999-12-31,99000000.0,,,-160000000.0,,-76000000.0,3441000000.0,1197000000.0,233000000.0,3047000000.0,-21000000.0,218000000.0,299000000.0,5756000000.0,,-16000000.0,12257000000.0,-41000000.0,-5269000000.0,,,548000000,,4034000000.0,162000000.0,-41000000.0,44000000.0,483000000.0,-1421000000.0,-263000000.0,17526000000.0,3473000000.0,2748000000,2563000000.0,,394000000,20720000000.0,18157000000.0,6196000000.0,917000000.0,,327000000.0,2068000000.0,1135000000.0,-693000000.0,,154000000.0,11491000000.0,,4663000000.0,-1997000000.0,-25000000,,-25000000,-25000000,107000000.0,974000000.0,3227000000.0,220000000.0,76000000.0,974000000.0,974000000.0,128000000.0,923000000.0,-66000000.0,,,1237000000.0,,-49000000.0,14964000000.0,-938000000.0,,,,,
2000-03-31,159000000.0,1267152000.0,,6000000.0,,,899000000.0,1176000000.0,-21000000.0,2167000000.0,-22000000.0,218000000.0,626000000.0,5707000000.0,11000000.0,12000000.0,12213000000.0,-34000000.0,-5301000000.0,,,-1121000000,0.023333,3997000000.0,-206000000.0,41000000.0,2000000.0,-1000000.0,-107000000.0,-213000000.0,17514000000.0,3285000000.0,2147000000,2350000000.0,,-1268000000,20525000000.0,18175000000.0,6160000000.0,824000000.0,373000000.0,-333000000.0,2145000000.0,1129000000.0,1248000000.0,,147000000.0,11533000000.0,1272090000.0,4668000000.0,978000000.0,29000000,,29000000,29000000,-119000000.0,666000000.0,3228000000.0,263000000.0,-5000000.0,666000000.0,293000000.0,134000000.0,844000000.0,-66000000.0,-23000000.0,0.023333,1294000000.0,,-32000000.0,14818000000.0,-108000000.0,,,,,
2000-06-30,144000000.0,1266096000.0,,62000000.0,,,911000000.0,1051000000.0,-140000000.0,2184000000.0,-21000000.0,218000000.0,666000000.0,5694000000.0,-24000000.0,32000000.0,12390000000.0,-38000000.0,-5360000000.0,,,-1127000000,0.043333,3987000000.0,-254000000.0,87000000.0,29000000.0,-3000000.0,-315000000.0,55000000.0,17750000000.0,3023000000.0,2190000000,2079000000.0,,-1273000000,20374000000.0,18295000000.0,6296000000.0,714000000.0,267000000.0,-165000000.0,2110000000.0,1135000000.0,1279000000.0,,146000000.0,11657000000.0,1267266000.0,4667000000.0,962000000.0,55000000,,55000000,55000000,-217000000.0,395000000.0,3251000000.0,278000000.0,23000000.0,395000000.0,128000000.0,137000000.0,833000000.0,-65000000.0,,0.043333,1238000000.0,,-5000000.0,14680000000.0,-318000000.0,,,,,
2000-09-30,146000000.0,1265604000.0,,231000000.0,,551000000.0,901000000.0,1141000000.0,103000000.0,1984000000.0,-21000000.0,217000000.0,395000000.0,6045000000.0,640000000.0,28000000.0,12542000000.0,-665000000.0,-5426000000.0,,,-931000000,0.336667,4348000000.0,317000000.0,87000000.0,39000000.0,553000000.0,-221000000.0,-491000000.0,17968000000.0,3071000000.0,2039000000,2252000000.0,,-1083000000,20707000000.0,18455000000.0,6122000000.0,916000000.0,377000000.0,364000000.0,2158000000.0,833000000.0,1138000000.0,,152000000.0,11591000000.0,1267524000.0,4667000000.0,878000000.0,427000000,,59000000,427000000,302000000.0,869000000.0,3311000000.0,276000000.0,3000000.0,869000000.0,492000000.0,140000000.0,600000000.0,-66000000.0,,0.336667,1246000000.0,,-19000000.0,14662000000.0,332000000.0,,,,,
2000-12-31,146000000.0,,,52000000.0,,,898000000.0,1079000000.0,-56000000.0,1994000000.0,0.0,213000000.0,869000000.0,6017000000.0,34000000.0,27000000.0,12642000000.0,-14000000.0,-5197000000.0,,,-941000000,,4337000000.0,-82000000.0,81000000.0,82000000.0,161000000.0,-920000000.0,-90000000.0,17839000000.0,3280000000.0,2047000000,2046000000.0,,-1096000000,20491000000.0,18445000000.0,5810000000.0,503000000.0,424000000.0,-232000000.0,2000000000.0,850000000.0,1149000000.0,,155000000.0,11194000000.0,,4668000000.0,867000000.0,54000000,,54000000,54000000,-303000000.0,684000000.0,3384000000.0,245000000.0,-7000000.0,684000000.0,260000000.0,130000000.0,921000000.0,-65000000.0,574000000.0,,1135000000.0,,9000000.0,14474000000.0,-759000000.0,,,,,
2001-03-31,148000000.0,1267794000.0,,10000000.0,,,918000000.0,1057000000.0,-22000000.0,1991000000.0,,213000000.0,261000000.0,5976000000.0,1000000.0,7000000.0,12684000000.0,-48000000.0,-5297000000.0,,,-916000000,0.016667,4293000000.0,-177000000.0,27000000.0,4000000.0,0.0,-183000000.0,125000000.0,17981000000.0,2890000000.0,2025000000,2000000000.0,,-1073000000,20438000000.0,18438000000.0,6212000000.0,507000000.0,500000000.0,-140000000.0,1969000000.0,840000000.0,1107000000.0,,157000000.0,11572000000.0,1271382000.0,4673000000.0,891000000.0,20000000,,20000000,20000000,-265000000.0,621000000.0,3391000000.0,269000000.0,31000000.0,621000000.0,121000000.0,131000000.0,666000000.0,-64000000.0,-83000000.0,0.016667,1081000000.0,,8000000.0,14462000000.0,-183000000.0,,,,,
2001-06-30,149000000.0,1270122000.0,,-43000000.0,,,1002000000.0,1015000000.0,-49000000.0,1951000000.0,,213000000.0,621000000.0,6032000000.0,-9000000.0,59000000.0,12741000000.0,-70000000.0,-5375000000.0,,,-794000000,0.085,4337000000.0,-20000000.0,167000000.0,28000000.0,265000000.0,-237000000.0,-91000000.0,18116000000.0,3341000000.0,2057000000,1977000000.0,,-949000000,20509000000.0,18532000000.0,5770000000.0,511000000.0,413000000.0,22000000.0,1955000000.0,890000000.0,1055000000.0,,155000000.0,11136000000.0,1274784000.0,4677000000.0,902000000.0,108000000,,108000000,108000000,-152000000.0,556000000.0,3411000000.0,268000000.0,34000000.0,556000000.0,143000000.0,132000000.0,1108000000.0,-64000000.0,,0.085,1114000000.0,,0.0,14477000000.0,28000000.0,,,,,
2001-09-30,144000000.0,1271226000.0,,48000000.0,,,992000000.0,1097000000.0,-3000000.0,1892000000.0,,213000000.0,556000000.0,6113000000.0,60000000.0,57000000.0,12879000000.0,-77000000.0,-5400000000.0,,,-743000000,0.078333,4415000000.0,-66000000.0,157000000.0,44000000.0,174000000.0,-208000000.0,10000000.0,18279000000.0,3447000000.0,2019000000,2019000000.0,,-900000000,20606000000.0,18587000000.0,5659000000.0,694000000.0,459000000.0,-10000000.0,1905000000.0,876000000.0,1027000000.0,,157000000.0,11046000000.0,1275474000.0,4677000000.0,866000000.0,100000000,,100000000,100000000,-194000000.0,592000000.0,3482000000.0,266000000.0,1000000.0,592000000.0,133000000.0,126000000.0,1248000000.0,-21000000.0,,0.078333,1031000000.0,,7000000.0,14493000000.0,-34000000.0,,,,,
2001-12-31,210000000.0,,,-8000000.0,,,1015000000.0,966000000.0,23000000.0,1877000000.0,-45000000.0,214000000.0,592000000.0,6120000000.0,-36000000.0,32000000.0,12972000000.0,-71000000.0,-5179000000.0,,,-709000000,,4459000000.0,-9000000.0,97000000.0,121000000.0,388000000.0,-302000000.0,-29000000.0,18151000000.0,3303000000.0,2009000000,2074000000.0,,-862000000,20801000000.0,18727000000.0,5839000000.0,549000000.0,481000000.0,5000000.0,1918000000.0,878000000.0,994000000.0,,153000000.0,11378000000.0,,4655000000.0,881000000.0,65000000,,65000000,65000000,-354000000.0,618000000.0,3621000000.0,206000000.0,-55000000.0,618000000.0,137000000.0,129000000.0,1269000000.0,-22000000.0,-16000000.0,,1100000000.0,,-1000000.0,14681000000.0,86000000.0,,,,,
2002-03-31,232000000.0,1272318000.0,,34000000.0,,,945000000.0,912000000.0,-26000000.0,1904000000.0,-44000000.0,214000000.0,137000000.0,6144000000.0,-11000000.0,39000000.0,12979000000.0,-267000000.0,-5282000000.0,,,-804000000,0.02,4463000000.0,-88000000.0,107000000.0,20000000.0,160000000.0,-162000000.0,174000000.0,18261000000.0,2861000000.0,1964000000,2176000000.0,,-959000000,20842000000.0,18666000000.0,6361000000.0,485000000.0,,3000000.0,1901000000.0,809000000.0,1019000000.0,,155000000.0,11837000000.0,1279140000.0,4656000000.0,885000000.0,25000000,,68000000,25000000,-331000000.0,781000000.0,3575000000.0,223000000.0,9000000.0,781000000.0,781000000.0,114000000.0,952000000.0,-21000000.0,-158000000.0,0.02,1031000000.0,,12000000.0,14698000000.0,-2000000.0,,,,,
2002-06-30,190000000.0,1275330000.0,,-17000000.0,,,1040000000.0,918000000.0,-28000000.0,1906000000.0,-44000000.0,215000000.0,781000000.0,6268000000.0,15000000.0,74000000.0,13068000000.0,-724000000.0,-5348000000.0,,,-709000000,0.105,4576000000.0,47000000.0,209000000.0,30000000.0,351000000.0,-269000000.0,-142000000.0,18416000000.0,2894000000.0,2073000000,2091000000.0,,-866000000,20920000000.0,18829000000.0,6338000000.0,488000000.0,,111000000.0,1822000000.0,828000000.0,1033000000.0,,157000000.0,11758000000.0,1281246000.0,4663000000.0,872000000.0,135000000,,135000000,135000000,-98000000.0,731000000.0,3598000000.0,220000000.0,4000000.0,731000000.0,731000000.0,116000000.0,904000000.0,-22000000.0,,0.105,1098000000.0,,4000000.0,14652000000.0,82000000.0,,,,,
