date,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets
2003-03-31,-103000.0,14501000.0,,,,679000.0,,65578000.0,98830000.0,-1054000,,7822000,12561000.0,-2292000.0,,,,-583000,,,-107728000.0,,42148000.0,,951000.0,130000.0,119339000.0,,27117000.0,480000.0,23430000.0,2123000.0,0.0,,-32720000.0,34613000.0,-0.02,50597399.0,91690000.0,0.0,,,477000.0,4191000.0,-4415000.0,-1104000.0,-1104000.0,,7535000.0,,7593000.0,66110000.0,109000.0,7161000.0,723000.0,13000.0,2376000.0,4931000.0,7925000.0,,-0.02,0.0,-3938000.0,10185000.0,50597399.0,-1104000.0,157800000.0,184917000.0,12561000.0,12574000.0,159000.0,,,,,471000.0,
2003-06-30,728000.0,13333000.0,,,,-2944000.0,,66507000.0,102040000.0,-393000,,12553000,11138000.0,-4210000.0,,,,69000,,,-108170000.0,,45667000.0,,1121000.0,130000.0,120865000.0,,26715000.0,659000.0,20840000.0,-562000.0,0.0,,-32720000.0,15640000.0,-0.01,51947530.0,91337000.0,-7000.0,,,-2700000.0,5487000.0,-3648000.0,-442000.0,-442000.0,,10992000.0,19035000.0,6965000.0,69320000.0,129000.0,5677000.0,1975000.0,13000.0,-1423000.0,6631000.0,11825000.0,,-0.01,0.0,-6348000.0,12561000.0,51947530.0,-442000.0,160657000.0,187372000.0,11138000.0,11151000.0,178000.0,,,,,462000.0,
2003-09-30,1090000.0,11303000.0,,,,-804000.0,64176000.0,87087000.0,104995000.0,18000,,11890000,92839000.0,-3513000.0,,,,450000,,,-112535000.0,,67030000.0,,1072000.0,130000.0,183623000.0,,107111000.0,640000.0,20057000.0,-97000.0,0.0,,-32720000.0,15845000.0,-0.01,52307032.0,91324000.0,-2993000.0,,,-502000.0,85716000.0,-3581000.0,-390000.0,-390000.0,,31941000.0,19035000.0,6736000.0,72275000.0,270000.0,5716000.0,2940000.0,13000.0,81701000.0,5599000.0,10800000.0,,-0.01,0.0,-4083000.0,11138000.0,52307032.0,-390000.0,163599000.0,270710000.0,92839000.0,92852000.0,678000.0,,,,,432000.0,
2003-12-31,1086000.0,8782000.0,,,,-1952000.0,79489000.0,95788000.0,206111000.0,-5023000,,12858000,14192000.0,-81220000.0,,,,-3063000,,,-120546000.0,,73139000.0,,6109000.0,,184103000.0,,104578000.0,4149000.0,22649000.0,-2970000.0,-1000.0,,-38659000.0,43300000.0,,,7861000.0,-272000.0,,,-1101000.0,3673000.0,-5869000.0,-4858000.0,-4858000.0,,10803000.0,19036000.0,6613000.0,167452000.0,-97000.0,9484000.0,2712000.0,74940000.0,-78648000.0,7545000.0,11772000.0,1744000.0,,0.0,-6970000.0,92839000.0,,-4858000.0,175313000.0,279891000.0,14192000.0,89132000.0,141000.0,,,,,1960000.0,
2004-03-31,3454000.0,10696000.0,,,,-3316000.0,81563000.0,94114000.0,84831000.0,-703000,,15150000,67503000.0,-3557000.0,-1666000.0,,,1442000,,,-123025000.0,,60643000.0,,4157000.0,,244141000.0,,162096000.0,1545000.0,33471000.0,-345000.0,-1000.0,,,41202000.0,-0.05,54054224.0,91328000.0,-2391000.0,,,-393000.0,57262000.0,-3234000.0,-366000.0,-366000.0,,407000.0,19034000.0,8447000.0,84831000.0,337000.0,10147000.0,60060000.0,75292000.0,53312000.0,9464000.0,11696000.0,,-0.05,0.0,-3627000.0,14191000.0,54054224.0,-366000.0,176159000.0,338255000.0,67503000.0,142795000.0,468000.0,,,,22000.0,2145000.0,
2004-06-30,3282000.0,9135000.0,,,,-1880000.0,12548000.0,56901000.0,212666000.0,-1202000,,20950000,53979000.0,9034000.0,,,,806000,,,-130924000.0,,44694000.0,,4484000.0,,258715000.0,,137154000.0,2187000.0,12207000.0,1374000.0,0.0,,-42466000.0,25140000.0,-0.12,65073833.0,8262000.0,2211000.0,,,495000.0,-23053000.0,-2774000.0,1287000.0,1287000.0,,519000.0,19035000.0,5777000.0,170200000.0,2489000.0,2632000.0,945000.0,64757000.0,-13524000.0,10322000.0,17668000.0,,-0.12,0.0,-2279000.0,67503000.0,65073833.0,1287000.0,178462000.0,315616000.0,53979000.0,118736000.0,289000.0,,,,10434000.0,2008000.0,
2004-09-30,7670000.0,11435000.0,,,,-6576000.0,10575000.0,76881000.0,268989000.0,2817000,,27409000,17862000.0,-37320000.0,,,,5850000,,,-127646000.0,,63762000.0,,4853000.0,,263333000.0,,110195000.0,1754000.0,13119000.0,-3029000.0,0.0,,-45351000.0,33190000.0,0.05,66660000.0,8115000.0,0.0,,,413000.0,790000.0,-3667000.0,3289000.0,3289000.0,,499000.0,30073000.0,8809000.0,223638000.0,792000.0,1670000.0,812000.0,62977000.0,-36117000.0,16948000.0,19739000.0,,0.05,0.0,-3254000.0,53979000.0,72213000.0,3289000.0,231753000.0,341948000.0,17862000.0,80839000.0,66000.0,,,,2007000.0,3033000.0,
2004-12-31,841489000.0,20331000.0,,,,2689000.0,633000.0,88496000.0,279061000.0,836559000,,865386000,28345000.0,7480000.0,1849000.0,,,840242000,,,-111976000.0,,66900000.0,,4930000.0,,280204000.0,,136251000.0,2070000.0,21596000.0,2000000.0,0.0,,-48551000.0,33688000.0,,,3318000.0,0.0,,,2618000.0,385000.0,-7368000.0,15692000.0,15692000.0,,,33212000.0,10674000.0,230510000.0,16305000.0,1131000.0,620000.0,69791000.0,10483000.0,25757000.0,23897000.0,,,0.0,-4750000.0,17862000.0,,15692000.0,233828000.0,370079000.0,28345000.0,98136000.0,75000.0,,,,-7316000.0,3683000.0,
2005-03-31,3277000.0,18369000.0,,,,1775000.0,11909000.0,85901000.0,289063000.0,-2124000,,27081000,17901000.0,-14095000.0,2395000.0,,,1094000,,,-114870000.0,,66919000.0,-1868000.0,5401000.0,,278529000.0,,125353000.0,2090000.0,18982000.0,76000.0,0.0,,-51769000.0,33757000.0,-0.04,66878766.0,3243000.0,0.0,,,2732000.0,919000.0,-10003000.0,-2891000.0,-2891000.0,942000.0,,33162000.0,8279000.0,237294000.0,256000.0,479000.0,919000.0,73959000.0,-10444000.0,23647000.0,23804000.0,,-0.04,0.0,-7271000.0,28345000.0,66878766.0,-2891000.0,240537000.0,365890000.0,17901000.0,91860000.0,93000.0,,,-4668000.0,,3218000.0,
2005-06-30,4603000.0,17024000.0,,,,-2138000.0,636000.0,86033000.0,298172000.0,-68000,,23905000,23448000.0,4202000.0,,,,2347000,,,-114843000.0,,68268000.0,922000.0,4671000.0,,279370000.0,,114413000.0,2163000.0,17765000.0,-174000.0,0.0,,-48551000.0,35361000.0,0.000359,66926686.0,2981000.0,-285000.0,,,1348000.0,-3000.0,-14090000.0,24000.0,24000.0,746000.0,,32907000.0,12818000.0,249621000.0,990000.0,741000.0,282000.0,55493000.0,5547000.0,20070000.0,19302000.0,,0.000359,0.0,-12742000.0,17901000.0,66926686.0,24000.0,252602000.0,367015000.0,23448000.0,78941000.0,93000.0,,,,,2415000.0,
2005-09-30,8162000.0,17135000.0,,,,-1114000.0,636000.0,83691000.0,310904000.0,1448000,,30044000,22501000.0,-6305000.0,,,,5236000,,,-112515000.0,,66194000.0,2789000.0,6714000.0,,285683000.0,,106722000.0,2065000.0,17497000.0,164000.0,0.0,,-48745000.0,34600000.0,0.03,66943000.0,0.0,0.0,,,4227000.0,1131000.0,-16482000.0,2328000.0,2328000.0,-79000.0,,31594000.0,14233000.0,262159000.0,606000.0,362000.0,1539000.0,45863000.0,-947000.0,20091000.0,21882000.0,,0.03,0.0,-12255000.0,23448000.0,71926000.0,2328000.0,265020000.0,371742000.0,22501000.0,68364000.0,126000.0,,,,9630000.0,3788000.0,
2005-12-31,14863000.0,22333000.0,,,802000.0,-1894000.0,762000.0,101160000.0,298667000.0,11617000,,41371000,29291000.0,710000.0,,,,15291000,,,-145387000.0,,73794000.0,-26301000.0,3246000.0,,257322000.0,,102129000.0,1558000.0,27366000.0,-66000.0,863000.0,,-41287000.0,41398000.0,,,2771000.0,0.0,,,2456000.0,3624000.0,-19063000.0,-28058000.0,-28058000.0,1676000.0,,32396000.0,16667000.0,257380000.0,-38399000.0,4810000.0,3621000.0,26031000.0,6790000.0,27342000.0,26508000.0,,,0.0,-16607000.0,22501000.0,,-28058000.0,260151000.0,362280000.0,29291000.0,55322000.0,182000.0,,,,20672000.0,3674000.0,
2006-03-31,20213000.0,24773000.0,,,-609000.0,-1394000.0,699000.0,109955000.0,183768000.0,14195000,,45744000,42532000.0,3659000.0,-2013000.0,1085000.0,,17666000,,,-148161000.0,,73796000.0,2476000.0,6018000.0,,257399000.0,,99267000.0,1933000.0,36159000.0,0.0,184000.0,,-35880000.0,41902000.0,-0.04,67664650.0,125221000.0,-19000.0,,,7517000.0,2065000.0,-16261000.0,-2761000.0,-2761000.0,4013000.0,108000.0,31786000.0,19141000.0,147888000.0,-12187000.0,11386000.0,2084000.0,6111000.0,13241000.0,29048000.0,25531000.0,,-0.04,0.0,-8744000.0,29291000.0,67664650.0,-2761000.0,273109000.0,372376000.0,42532000.0,48643000.0,146000.0,,,,19920000.0,3471000.0,
2006-06-30,34598000.0,31377000.0,,,-974000.0,12602000.0,712000.0,141767000.0,224510000.0,27393000,,62848000,62919000.0,-153457000.0,-838000.0,1365000.0,,31568000,,,-133210000.0,,85173000.0,23493000.0,7205000.0,,462909000.0,,245542000.0,2416000.0,56594000.0,-167000.0,2521000.0,,-41753000.0,41742000.0,0.21,71174000.0,183778000.0,-7845000.0,,,29227000.0,144617000.0,-36985000.0,14964000.0,14964000.0,7577000.0,108000.0,43323000.0,20517000.0,182757000.0,-4311000.0,25217000.0,150260000.0,122416000.0,20387000.0,34615000.0,28250000.0,,0.2,0.0,-7758000.0,42532000.0,75869000.0,14964000.0,366535000.0,612077000.0,62919000.0,185335000.0,203000.0,,,,,4175000.0,
2006-09-30,31188000.0,31890000.0,,,2043000.0,-5353000.0,710000.0,142386000.0,239164000.0,23600000,,64268000,72433000.0,-4897000.0,-3519000.0,993000.0,,27834000,,,-116860000.0,,87275000.0,24793000.0,7588000.0,,480507000.0,,251117000.0,2739000.0,55111000.0,-585000.0,1161000.0,,-47372000.0,42160000.0,0.22,76007000.0,187858000.0,159000.0,,,15765000.0,-1354000.0,-18026000.0,16355000.0,16355000.0,8398000.0,91000.0,45024000.0,24611000.0,191792000.0,665000.0,23221000.0,689000.0,108702000.0,9514000.0,41216000.0,33080000.0,,0.2,0.0,-2261000.0,62919000.0,80687000.0,16355000.0,379650000.0,630767000.0,72434000.0,181136000.0,87000.0,,,13714000.0,,4234000.0,
2006-12-31,36801000.0,40095000.0,,,-3803000.0,-8744000.0,,158289000.0,274618000.0,30920000,,82588000,80347000.0,-6042000.0,2506000.0,1956000.0,,36560000,,,-87228000.0,,92808000.0,36706000.0,5881000.0,,512026000.0,,270097000.0,2084000.0,65481000.0,584000.0,186000.0,,-57588000.0,44309000.0,,,192368000.0,36000.0,,,13389000.0,566000.0,-25727000.0,29648000.0,29648000.0,5496000.0,,48499000.0,22216000.0,217030000.0,1732000.0,25386000.0,578000.0,91601000.0,7914000.0,65971000.0,45787000.0,,,0.0,-12338000.0,72433000.0,,29648000.0,409898000.0,679995000.0,80347000.0,171948000.0,137000.0,,,17101000.0,,5640000.0,
2007-03-31,18547000.0,29649000.0,,,-1841000.0,-11465000.0,436000.0,135780000.0,389069000.0,11831000,,48057000,83132000.0,1131000.0,-8897000.0,981000.0,,16053000,,,-66793000.0,,91883000.0,23559000.0,6716000.0,,535152000.0,,251252000.0,1858000.0,43897000.0,0.0,232000.0,,-58170000.0,44665000.0,0.27,76279000.0,97807000.0,-2306000.0,,,2262000.0,-608000.0,-21725000.0,20435000.0,20435000.0,2600000.0,,47218000.0,30867000.0,330899000.0,9412000.0,14248000.0,1698000.0,79210000.0,2785000.0,47271000.0,29510000.0,,0.26,0.0,-19463000.0,80347000.0,79292000.0,20435000.0,429206000.0,680458000.0,83132000.0,162342000.0,158000.0,,,,12606000.0,4222000.0,
2007-06-30,37691000.0,37216000.0,,,3921000.0,-13369000.0,1389000.0,144214000.0,417062000.0,27253000,,79211000,75853000.0,-31055000.0,-4719000.0,459000.0,,34247000,,,-48321000.0,,94454000.0,29997000.0,10438000.0,,556869000.0,,250784000.0,2684000.0,49760000.0,-11192000.0,563000.0,,-68233000.0,45282000.0,0.24,76401000.0,105045000.0,0.0,,,18168000.0,5608000.0,-31168000.0,18472000.0,18472000.0,10160000.0,,49172000.0,38570000.0,348829000.0,2100000.0,12544000.0,1559000.0,67877000.0,-7279000.0,58215000.0,41520000.0,,0.23,0.0,-13000000.0,83132000.0,79302000.0,18472000.0,454398000.0,705182000.0,75853000.0,143730000.0,116000.0,,,,11287000.0,6994000.0,
2007-09-30,38573000.0,53511000.0,,,466000.0,-13135000.0,10309000.0,159003000.0,449308000.0,26374000,,87907000,65840000.0,-29416000.0,-232000.0,956000.0,,35923000,,,-24430000.0,,95830000.0,30865000.0,12199000.0,,590379000.0,,270523000.0,1860000.0,63173000.0,3510000.0,1121000.0,,-78970000.0,45782000.0,0.31,76482000.0,112570000.0,5479000.0,,,20223000.0,-820000.0,-29732000.0,23891000.0,23891000.0,6246000.0,,50048000.0,38980000.0,370338000.0,3841000.0,9662000.0,,87207000.0,-10013000.0,69343000.0,49334000.0,,0.3,0.0,-9509000.0,75853000.0,79093000.0,23891000.0,483685000.0,754208000.0,65840000.0,153047000.0,140000.0,,,,3069000.0,9549000.0,
2007-12-31,35094000.0,29144000.0,,,-3994000.0,-609000.0,-8650000.0,157800000.0,592116000.0,23073000,,85889000,51915000.0,-40149000.0,-13091000.0,-3541000.0,,31300000,0.0,,1632000.0,,99219000.0,27149000.0,12021000.0,,599617000.0,,244918000.0,5980000.0,58581000.0,-3590000.0,5502000.0,,-91832000.0,50521000.0,,,17701000.0,1991000.0,,,26708000.0,-484000.0,-34545000.0,26062000.0,26062000.0,599000.0,,48698000.0,51737000.0,500284000.0,6508000.0,4845000.0,,55400000.0,-13925000.0,68600000.0,50795000.0,23087000.0,,0.0,-7837000.0,65840000.0,,26062000.0,517985000.0,762903000.0,51915000.0,107315000.0,246000.0,,,,-2031000.0,8227000.0,
2008-03-31,57525000.0,23355000.0,,,4981000.0,-25947000.0,-9995000.0,161173000.0,624718000.0,45393000,,108750000,60099000.0,-61242000.0,-1696000.0,490000.0,,55257000,,,31789000.0,,103435000.0,45674000.0,12132000.0,,680035000.0,,291204000.0,1596000.0,57738000.0,0.0,6095000.0,,-91832000.0,51489000.0,0.38,78582000.0,22556000.0,-728000.0,,,19465000.0,49961000.0,-48401000.0,30157000.0,30157000.0,14497000.0,,51946000.0,53612000.0,532886000.0,-404000.0,7380000.0,50689000.0,76146000.0,8184000.0,85358000.0,51225000.0,25607000.0,0.38,0.0,-28936000.0,51915000.0,80221000.0,30157000.0,555442000.0,846646000.0,60099000.0,136245000.0,463000.0,,,-22291000.0,,9864000.0,
2008-06-30,50970000.0,21708000.0,,,1144000.0,5103000.0,2663000.0,177743000.0,676115000.0,33829000,,104079000,78096000.0,-32110000.0,-8359000.0,581000.0,914000.0,46548000,,0.0,53146000.0,,108635000.0,33780000.0,17141000.0,,714814000.0,,283674000.0,3751000.0,69108000.0,-7258000.0,5280000.0,,-91832000.0,51865000.0,0.26,80786000.0,29432000.0,-1241000.0,,,50793000.0,-686000.0,-61805000.0,21357000.0,21357000.0,12451000.0,,56770000.0,61028000.0,584283000.0,-565000.0,18404000.0,152000.0,28571000.0,17997000.0,100699000.0,53109000.0,28996000.0,0.26,0.0,-11012000.0,60099000.0,81020000.0,21357000.0,613715000.0,897389000.0,78096000.0,106667000.0,155000.0,,10446000.0,,,12719000.0,
2008-09-30,25179000.0,25138000.0,,,2913000.0,2309000.0,751000.0,187282000.0,731428000.0,10985000,,79493000,64425000.0,-36275000.0,-3797000.0,-164000.0,,22202000,,,59550000.0,,114031000.0,12493000.0,14194000.0,,719632000.0,,240668000.0,2305000.0,73251000.0,-4147000.0,6163000.0,,-91832000.0,56825000.0,0.08,80786000.0,32568000.0,2523000.0,,,22707000.0,-103000.0,-57107000.0,6404000.0,6404000.0,5988000.0,,57206000.0,66455000.0,639596000.0,1001000.0,39997000.0,0.0,26459000.0,-13671000.0,69215000.0,54314000.0,6088000.0,0.08,0.0,-34400000.0,78096000.0,80966000.0,6404000.0,672164000.0,912832000.0,64425000.0,90884000.0,165000.0,,,,24819000.0,11217000.0,
2008-12-31,400000.0,21619000.0,,,-5828000.0,11588000.0,-232000.0,181996000.0,821320000.0,-15604000,,46278000,26789000.0,-39195000.0,-7323000.0,7747000.0,,-26910000,0.0,,26234000.0,,102715000.0,-42150000.0,16004000.0,,685641000.0,,174363000.0,5470000.0,79281000.0,28492000.0,10829000.0,,-124259000.0,0.0,,,1119000.0,1537000.0,840000.0,,20000.0,1539000.0,-81375000.0,-32551000.0,-33316000.0,-8506000.0,,45392000.0,72650000.0,697061000.0,-24363000.0,20181000.0,2000.0,3350000.0,-37636000.0,51067000.0,45878000.0,9123000.0,,0.0,-81355000.0,64425000.0,,-33316000.0,699020000.0,873383000.0,26789000.0,30139000.0,168000.0,,,,23298000.0,12549000.0,
2009-03-31,10474000.0,21564000.0,,,-2070000.0,-24373000.0,1013000.0,174068000.0,840325000.0,6873000,,70406000,29231000.0,-93899000.0,-6828000.0,693000.0,843000.0,24232000,,-5553000.0,32844000.0,,101371000.0,8991000.0,3601000.0,4587000.0,792847000.0,,271969000.0,2267000.0,72697000.0,-1617000.0,0.0,,-142927000.0,0.0,0.08,84140000.0,3713000.0,3405000.0,,641000.0,-5375000.0,101716000.0,-18652000.0,6641000.0,6610000.0,2350000.0,,43331000.0,83455000.0,697398000.0,2544000.0,15538000.0,103864000.0,86342000.0,2442000.0,63663000.0,59932000.0,40000.0,0.08,0.0,-24027000.0,26789000.0,84425000.0,6610000.0,701111000.0,973080000.0,29231000.0,115573000.0,426000.0,,-10174000.0,-73630000.0,,14815000.0,
2009-06-30,23490000.0,17834000.0,,,48000.0,-504000.0,-1351000.0,166537000.0,849056000.0,18077000,884000.0,111392000,37267000.0,-22659000.0,352000.0,754000.0,352000.0,35816000,,-39000.0,43052000.0,,103808000.0,12839000.0,5413000.0,,800899000.0,,278829000.0,2498000.0,62729000.0,-3303000.0,5194000.0,,-165224000.0,0.0,0.12,87230000.0,11144000.0,1238000.0,,2161000.0,32034000.0,-1339000.0,-19654000.0,10145000.0,10208000.0,2694000.0,,44978000.0,83623000.0,683832000.0,-4117000.0,3993000.0,45000.0,75120000.0,8036000.0,51382000.0,87902000.0,,0.12,0.0,12380000.0,29231000.0,87369000.0,10208000.0,694976000.0,973805000.0,37267000.0,112387000.0,1121000.0,,-5839000.0,,,21856000.0,
2009-09-30,34708000.0,17154000.0,,,1717000.0,-6163000.0,4500000.0,176980000.0,854054000.0,26954000,1189000.0,118608000,65249000.0,-11844000.0,-7390000.0,2733000.0,493000.0,47520000,0.0,0.0,60427000.0,,106852000.0,25124000.0,7754000.0,,824450000.0,,327811000.0,4433000.0,70128000.0,-5539000.0,2388000.0,,-189798000.0,0.0,0.2,87226000.0,1011000.0,2727000.0,1297000.0,2523000.0,37099000.0,2727000.0,-5828000.0,17641000.0,17375000.0,7483000.0,,47717000.0,93878000.0,664256000.0,-1557000.0,2175000.0,0.0,84198000.0,27982000.0,56403000.0,83900000.0,,0.2,0.0,31271000.0,37267000.0,87374000.0,17375000.0,680276000.0,1008087000.0,65249000.0,149447000.0,273000.0,,-2644000.0,-519000.0,,22123000.0,
2009-12-31,47400000.0,96159000.0,,,2418000.0,-275000.0,1618000.0,489563000.0,1670147000.0,44026000,4021000.0,154406000,100474000.0,-17940000.0,,-29463000.0,694000.0,70744000,0.0,0.0,88232000.0,,389383000.0,43897000.0,3374000.0,,1343790000.0,,372455000.0,6569000.0,100180000.0,-4051000.0,160000.0,,-212423000.0,0.0,,,18430000.0,4116000.0,,,52210000.0,955000.0,-8617000.0,28668000.0,27805000.0,15229000.0,20788000.0,305820000.0,93446000.0,1457724000.0,2343000.0,0.0,0.0,92623000.0,35225000.0,66059000.0,107006000.0,,,0.0,43593000.0,65249000.0,,27805000.0,1476154000.0,1848609000.0,100474000.0,193097000.0,2472000.0,,,-6285000.0,,24375000.0,
2010-03-31,36874000.0,20844000.0,,,3544000.0,1062000.0,3477000.0,487658000.0,1739622000.0,27518000,3484000.0,132375000,119734000.0,-15672000.0,3455000.0,263000.0,763000.0,50990000,-2672000.0,,104673000.0,,413384000.0,30394000.0,9356000.0,,1411150000.0,,377065000.0,3172000.0,74274000.0,-2975000.0,0.0,,-232580000.0,20788000.0,0.18,106686000.0,1195000.0,0.0,1009000.0,,43117000.0,-8185000.0,-12031000.0,18978000.0,19113000.0,11416000.0,,329378000.0,89821000.0,1507042000.0,3652000.0,577000.0,133000.0,95691000.0,19260000.0,51054000.0,95501000.0,,0.18,0.0,31086000.0,100474000.0,107228000.0,19113000.0,1528546000.0,1905611000.0,119734000.0,215425000.0,776000.0,,14286000.0,,,19820000.0,
2010-06-30,51144000.0,24727000.0,,,715000.0,2182000.0,1520000.0,501691000.0,1757862000.0,33691000,11002000.0,147250000,127110000.0,-37813000.0,-5137000.0,1286000.0,837000.0,60229000,0.0,,122929000.0,,411202000.0,37696000.0,17453000.0,,1428140000.0,,412502000.0,4652000.0,90489000.0,-3448000.0,661000.0,,-256441000.0,20788000.0,0.17,106905000.0,1143000.0,10000.0,1108000.0,,45091000.0,98000.0,-17401000.0,18939000.0,18256000.0,18757000.0,,326587000.0,96893000.0,1501421000.0,4090000.0,0.0,88000.0,110600000.0,7376000.0,60737000.0,96106000.0,18229000.0,0.17,0.0,27690000.0,119734000.0,107628000.0,18256000.0,1524466000.0,1936968000.0,127110000.0,237710000.0,85000.0,,,,,22448000.0,
2010-09-30,60581000.0,25449000.0,,,-2678000.0,13987000.0,3951000.0,512085000.0,1768744000.0,46597000,15103000.0,161262000,154442000.0,-37881000.0,-6203000.0,-1151000.0,910000.0,71172000,-2674000.0,,149070000.0,,406378000.0,47654000.0,13984000.0,279000.0,1460637000.0,,466180000.0,3385000.0,105707000.0,585000.0,0.0,,-279007000.0,20788000.0,0.27,106920000.0,1011000.0,212000.0,1226000.0,9822000.0,64735000.0,478000.0,-18500000.0,30066000.0,28815000.0,17588000.0,,321245000.0,102778000.0,1489737000.0,1491000.0,79000.0,2940000.0,133949000.0,27332000.0,59452000.0,100681000.0,23290000.0,0.27,0.0,46235000.0,127110000.0,107509000.0,28815000.0,1514599000.0,1980779000.0,154442000.0,288391000.0,434000.0,,1118000.0,-20902000.0,,23084000.0,
2010-12-31,91208000.0,81230000.0,,,15646000.0,917000.0,9346000.0,544546000.0,1792886000.0,82682000,29699000.0,191099000,179921000.0,-68952000.0,-4212000.0,3320000.0,1518000.0,109713000,-3672000.0,,192779000.0,,429305000.0,87816000.0,-16001000.0,,1520288000.0,,549030000.0,8829000.0,115241000.0,3559000.0,0.0,,-300348000.0,28614000.0,,,1618000.0,10784000.0,,,83514000.0,10208000.0,-29639000.0,137404000.0,46389000.0,43226000.0,,331228000.0,106854000.0,1492538000.0,7727000.0,0.0,8726000.0,180583000.0,24770000.0,66893000.0,124418000.0,,,0.0,53875000.0,154442000.0,,46389000.0,1523578000.0,2072608000.0,179921000.0,360504000.0,766000.0,,-7453000.0,-41630000.0,,21131000.0,
2011-03-31,96018000.0,30480000.0,,,,-22946000.0,14714000.0,360474000.0,1477509000.0,89366000,,190481000,171873000.0,-68706000.0,-13866000.0,1478000.0,890000.0,138374000,-2695000.0,,139217000.0,,252714000.0,117673000.0,6652000.0,,1432268000.0,,600552000.0,3734000.0,107760000.0,-4165000.0,297000.0,,-316536000.0,28395000.0,0.86,106985000.0,32253000.0,2600000.0,1440000.0,,59465000.0,1023000.0,-20046000.0,92679000.0,92161000.0,24994000.0,,49771000.0,121329000.0,1160973000.0,29690000.0,3405000.0,1118000.0,225333000.0,-8218000.0,74141000.0,94463000.0,30988000.0,0.86,0.0,39419000.0,179921000.0,107399000.0,92161000.0,1201105000.0,1801657000.0,171873000.0,397206000.0,1383000.0,,,,,,
2011-06-30,118629000.0,50111000.0,,,,-15312000.0,15814000.0,364285000.0,1485251000.0,106914000,,231866000,205639000.0,-78256000.0,-11473000.0,1757000.0,859000.0,166230000,-2700000.0,,249140000.0,,225697000.0,144599000.0,11715000.0,,1546029000.0,,716741000.0,4565000.0,138588000.0,-6949000.0,29198000.0,,-335237000.0,35967000.0,1.04,107867000.0,136000.0,7987000.0,1344000.0,,104127000.0,7448000.0,-45130000.0,113478000.0,112623000.0,31121000.0,,50047000.0,133200000.0,1150014000.0,38870000.0,11181000.0,2161000.0,255357000.0,33319000.0,83671000.0,113237000.0,7677000.0,1.04,0.0,58997000.0,171873000.0,108153000.0,112623000.0,1202850000.0,1919591000.0,205639000.0,460996000.0,1185000.0,,,-27108000.0,,,
