date,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyPretaxIncome,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyInterestExpense,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported
2013-06-30,,,,37194000,,,737559124,,,36585000,,159528000,,,,7034000,36585000,0.040892,,,737559124,,,,0.040892,30160000,,,,,,30160000,30160000,60706000,,,62518000,97010000,60425000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,242000.0,1311214000.0,394114000.0,91226000,0.0,1361114000.0,732869000,1668000.0,1097000.0,77135000,,236324000,10900000.0,0.0,10900000.0,15627000,77135000,0.1032,967000000.0,208462000.0,651631000,1473021000.0,560667000.0,591000.0,0.116,75599000,0.0,1520267000.0,47246000.0,209053000.0,0.0,75599000,75599000,73416000,591000.0,83535000.0,85710000,150614000,73479000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,247000.0,1502281000.0,1363136000.0,17385000,4922000.0,1363136000.0,732824000,6209000.0,1027000.0,-8430000,842000.0,193080000,17356000.0,0.0,17356000.0,1578000,18227000,0.0222,0.0,222111000.0,711768000,1499898000.0,776726000.0,8271000.0,0.0228,16237000,0.0,1732663000.0,232765000.0,230382000.0,0.0,16237000,15807000,99395000,8271000.0,103501000.0,102512000,90568000,98998000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,248000.0,1898793000.0,1277746000.0,80481000,31653000.0,1465484000.0,719700000,5190000.0,794000.0,56623000,,180660000,40751000.0,0.0,40751000.0,10436000,56623000,0.0973,187738000.0,232556000.0,676064000,1553471000.0,1190370000.0,26011000.0,0.1036,70045000,0.0,2157360000.0,603889000.0,258567000.0,0.0,70045000,70045000,62310000,26011000.0,66350000.0,64524000,116136000,59513000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,248000.0,2148718000.0,1251692000.0,82670000,27304000.0,1572776000.0,711482000,3569000.0,1888000.0,66263000,0.0,189335000,42191000.0,0.0,42191000.0,8742000,82670000,0.1039,321084000.0,275857000.0,684267000,1655724000.0,1413335000.0,12055000.0,0.108,73928000,0.0,2436630000.0,780906000.0,287912000.0,0.0,73928000,73928000,58653000,12055000.0,58315000.0,65167000,124168000,57905000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,237000.0,2261938000.0,825953000.0,80050000,,1669614000.0,680202000,2082000.0,1668000.0,48963000,0.0,124365000,41195000.0,,41195000.0,8294000,80050000,0.1055,843661000.0,264837000.0,672162000,1758498000.0,1770396000.0,12610000.0,0.1068,71756000,,2539385000.0,780887000.0,277447000.0,,71756000,71756000,41591000,12610000.0,35197000.0,35771000,88594000,39631000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,234000.0,2143773000.0,1037021000.0,25264000,,1801709000.0,662612000,774000.0,389000.0,22459000,1103000.0,80258000,49558000.0,,49558000.0,2229000,26367000,0.0344,764688000.0,426035000.0,662612000,1859213000.0,1873790000.0,24317000.0,0.0348,23035000,,2594125000.0,734912000.0,450352000.0,,23035000,23035000,32025000,17124000.0,20480000.0,26305000,53953000,31494000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
