date,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyNetIncomeCommonStockholders,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
2010-09-30,374815000.0,-22177000.0,57038000,90193000,-24880000.0,768675000.0,25638000.0,,-11794000.0,161329000,,,130405000,213193000.0,154991000.0,,3172042000,1903021000,319353359.0,1280248000,,,1266218000,4118099000,2585727000,44217000,0.18,1136146000.0,274265000,252124000,773397000,735393000.0,132388000.0,2837851000,3682000,,530825000.0,-13962000.0,47894000,1316843000.0,57038000,78359000.0,768675000,768675000,,-200408000.0,400420000,85969000,838885000,331748000,38075000,313791661.0,3230000,278005000,49755000.0,0.0,5633000.0,-5900000.0,552178000,223917000.0,,-183880000.0,-10724000.0,1002243000,5075063000,-112039000,,,,25112000.0,743563000.0,,0.18,,,,
2010-12-31,522128000.0,47281000.0,95144000,185337000,-41648000.0,506574000.0,29245000.0,,-31415000.0,201300000,,3018000.0,169434000,241084000.0,164695000.0,,2860698000,2260870000,,1956768000,,528417000.0,1651296000,4055773000,1851901000,47871000,,940167000.0,455523000,128791000,908215000,930869000.0,797304000.0,2099005000,579000,,720427000.0,32076000.0,72436000,1323801000.0,95144000,78306000.0,506574000,509592000,,-1578436000.0,550993000,130726000,188397000,332855000,58290000,,3236000,663666000,41329000.0,0.0,-26716000.0,-1770000.0,208021000,291663000.0,-340020000.0,-511201000.0,-50579000.0,27305000,5121568000,-94602000,,,,-262101000.0,768675000.0,791876000.0,,,,,
2011-03-31,377025000.0,10619000.0,34369000,219706000,65321000.0,427645000.0,23469000.0,,-9168000.0,114144000,,,71147000,-127504000.0,-151492000.0,,3143971000,1648927000,322920829.0,1399337000,,,1185105000,3643753000,1990558000,70871000,0.11,889076000.0,271700000,253858000,996510000,713755000.0,146799000.0,2244416000,15179000,,471350000.0,16400000.0,33842000,1342850000.0,34369000,80554000.0,427645000,427645000,,-255827000.0,400203000,57248000,693674000,331758000,23406000,316563392.0,3247000,338366000,33718000.0,,-15095000.0,-244000.0,628890000,-113882000.0,,-39164000.0,-13622000.0,1060971000,4792898000,-64401000,,66748000.0,,-78929000.0,506574000.0,772242000.0,0.11,,,,
2011-06-30,432856000.0,10673000.0,61223000,280929000,-17612000.0,752109000.0,25619000.0,,-14241000.0,174537000,,,124155000,-76034000.0,-136490000.0,,3204568000,2078164000,324093042.0,413710000,,,1422218000,4043074000,2329919000,50756000,0.19,968585000.0,224969000,1299445000,1083004000,839822000.0,145158000.0,3629364000,17068000,,582396000.0,21858000.0,68600000,1407543000.0,61223000,81217000.0,752109000,752109000,,-533238000.0,458241000,114936000,630947000,333940000,46336000,317698275.0,3250000,413710000,34216000.0,,-11004000.0,-40831000.0,686980000,-42508000.0,,378807000.0,-33526000.0,17644000,5282732000,-56158000,,42919000.0,,324464000.0,427645000.0,778861000.0,0.19,,,,
2011-09-30,469138000.0,-78790000.0,63807000,344736000,-594250000.0,662594000.0,31308000.0,,-6290000.0,177711000,,116530000.0,143005000,212264000.0,40031000.0,,3676281000,2738822000,323714703.0,1996384000,0.0,,1534463000,5057041000,2698114000,113573000,0.2,997931000.0,340907000,362543000,1082374000,894607000.0,145882000.0,3060657000,905000,,639856000.0,-326519000.0,60033000,1581760000.0,63807000,28084000.0,662594000,662594000,,-334407000.0,496851000,107323000,249889000,514662000,47290000,318867447.0,0,718050000,39080000.0,,-62081000.0,-224580000.0,1433977000,260514000.0,,259878000.0,-48250000.0,1278334000,6415103000,-136895000,,5847000.0,,-89515000.0,752109000.0,495833000.0,0.2,,,,
2011-12-31,603647000.0,-91254000.0,79763000,424499000,66286000.0,1093182000.0,36534000.0,,-37237000.0,229800000,,154274000.0,115184000,204513000.0,225212000.0,,3669096000,3550047000,,2680648000,,671584000.0,1763625000,5801980000,2611187000,73002000,,1135371000.0,544628000,220389000,1151481000,1008946000.0,605135000.0,3121332000,64084000,,754679000.0,394894000.0,77960000,1828407000.0,79763000,228896000.0,1093182000,1247456000,,-195070000.0,639495000,150031000,295488000,794325000,72071000,,3280000,972161000,43235000.0,,-41206000.0,-365030000.0,145741000,257095000.0,-376096000.0,111804000.0,-52582000.0,162667000,7219143000,-158439000,,116164000.0,,430588000.0,662594000.0,972824000.0,,,,,
2012-03-31,440722000.0,-16170000.0,26975000,451474000,-74395000.0,703937000.0,46457000.0,,-12526000.0,145797000,,126914000.0,75254000,-307035000.0,-320638000.0,,4281141000,2258416000,325738859.0,1753105000,,487448000.0,1349989000,5137214000,2856325000,76265000,0.08,1075495000.0,323668000,527784000,1212227000,787556000.0,186875000.0,3384109000,20974000,,562433000.0,-59792000.0,29946000,1838601000.0,26975000,248291000.0,703937000,703937000,,-30135000.0,487179000,55359000,487448000,795615000,25413000,320671395.0,3280000,1718199000,43981000.0,,3192000.0,0.0,972602000,-298949000.0,,-22485000.0,-8086000.0,34906000,6539557000,-138445000,,0.0,,-389245000.0,1093182000.0,887409000.0,0.08,,,,
2012-06-30,482377000.0,-34474000.0,75873000,527347000,-59152000.0,731202000.0,38336000.0,,-38554000.0,213126000,,81183000.0,172700000,66671000.0,-72588000.0,,4264220000,2312175000,326081681.0,1759569000,,491491000.0,1601117000,5141453000,2836801000,89510000,0.24,1092964000.0,284729000,545083000,1254862000,908143000.0,210115000.0,3381884000,505000,,692974000.0,2723000.0,75599000,1816040000.0,75873000,244769000.0,731202000,731202000,,-30182000.0,520274000,130379000,491491000,784779000,54780000,320852344.0,3282000,1759569000,44411000.0,,-10615000.0,-183000.0,961795000,97290000.0,,-3552000.0,-30619000.0,116141000,6576395000,-184424000,,0.0,,27265000.0,703937000.0,895343000.0,0.23,,,,
2012-09-30,482362000.0,-218385000.0,39709000,567056000,-19965000.0,776260000.0,40102000.0,,-3920000.0,148618000,,98142000.0,119438000,34058000.0,21120000.0,,4334131000,2434646000,327309341.0,1875600000,,465369000.0,1557147000,5249671000,2808166000,89967000,0.12,1127992000.0,353048000,565905000,1340432000,915245000.0,214231000.0,3374071000,-16800000,,641902000.0,-8263000.0,42705000,1845387000.0,39709000,248425000.0,776260000,776260000,,-50183000.0,522464000,64865000,465369000,769640000,22160000,322331850.0,3292000,1875600000,43651000.0,,-6886000.0,-17412000.0,1039504000,81723000.0,,-21738000.0,-47665000.0,131707000,6768777000,-170856000,,32200000.0,,45058000.0,731202000.0,515369000.0,0.12,,,,
2012-12-31,597453000.0,172621000.0,172998000,740054000,-44159000.0,1089297000.0,46010000.0,,-16621000.0,326650000,,102010000.0,232073000,347155000.0,228770000.0,,3942546000,3866996000,329012910.0,2689403000,0.0,806804000.0,2005846000,6127730000,2826597000,52695000,0.53,1262823000.0,540144000,611730000,1539211000,1131570000.0,206798000.0,3438327000,47967000,392860000.0,874276000.0,18310000.0,155906000,1889602000.0,172998000,191962000.0,1089297000,1089297000,,-48257000.0,642203000,238875000,379176000,786793000,82969000,325372928.0,3301000,1026381000,43025000.0,,-16145000.0,-100423000.0,1059353000,411017000.0,-427628000.0,-52914000.0,-63862000.0,1663022000,7809542000,-165044000,,28605000.0,,313037000.0,776260000.0,584738000.0,0.53,,,,
2013-03-31,469541000.0,-9946000.0,37546000,777600000,13551000.0,518700000.0,46537000.0,,-34192000.0,148346000,11671000.0,93908000.0,98025000,-88701000.0,-158375000.0,-7901000.0,3954533000,2933107000,330802552.0,2219173000,,362421000.0,1475063000,5181853000,2364983000,56309000,0.11,1206144000.0,330609000,597697000,1575271000,861216000.0,212128000.0,2962680000,2012000,289123000.0,613847000.0,10324000.0,40666000,1851945000.0,37546000,187294000.0,518700000,518700000,,-1783024000.0,515822000,59670000,362421000,794704000,19004000,326759455.0,3312000,837042000,42395000.0,,-53939000.0,-14115000.0,1095756000,-79886000.0,,-496665000.0,-8815000.0,1382131000,6887640000,-185446000,45943000.0,19267000.0,,-570597000.0,1089297000.0,597820000.0,0.11,,,,
2013-06-30,499458000.0,22494000.0,69902000,847502000,51479000.0,485495000.0,44215000.0,,-9884000.0,198077000,10628000.0,31842000.0,180128000,133820000.0,14803000.0,-24000.0,3877440000,2470848000,331631185.0,1881607000,,369697000.0,1742014000,4636839000,2166944000,58057000,0.21,1222364000.0,323783000,588288000,1620100000,1018827000.0,209205000.0,2755232000,-27142000,167188000.0,723187000.0,24936000.0,71129000,1842070000.0,69902000,192912000.0,485495000,485495000,,-737326000.0,543059000,116944000,369697000,796479000,45815000,327423589.0,3313000,525842000,37532000.0,,-42678000.0,-45337000.0,1029686000,164557000.0,,-243324000.0,-30737000.0,1355765000,6348288000,-201671000,-33727000.0,24319000.0,,-33205000.0,518700000.0,562099000.0,0.21,,,,
2013-09-30,496615000.0,-53413000.0,94444000,941946000,-38768000.0,502621000.0,47524000.0,,-9311000.0,225599000,15243000.0,70661000.0,157379000,110778000.0,61795000.0,-5999000.0,3996635000,2180700000,332061402.0,1623488000,,394263000.0,1733866000,4341028000,2097760000,56754000,0.29,1234000000.0,402787000,619780000,1758031000,1032348000.0,208201000.0,2717540000,19212000,168460000.0,701518000.0,19694000.0,94166000,1899584000.0,94444000,211756000.0,502621000,502621000,,-127577000.0,544139000,150292000,394263000,800577000,56126000,328307961.0,3314000,224396000,27783000.0,,-10735000.0,-37082000.0,1088273000,149969000.0,,-99655000.0,-39191000.0,1399092000,6177335000,-156967000,17276000.0,9133000.0,,17126000.0,485495000.0,536743000.0,0.28,,,,
2013-12-31,638696000.0,-22146000.0,114646000,1056592000,-491256000.0,491912000.0,52994000.0,,-11724000.0,262435000,10887000.0,58442000.0,265173000,432853000.0,278517000.0,-7003000.0,4450359000,2548055000,332519441.0,2358978000,11111000.0,942186000.0,2233851000,5062408000,2113652000,67452000,0.35,1486489000.0,612114000,589778000,1895785000,1276998000.0,198696000.0,2703430000,-57009000,126954000.0,956853000.0,-7338000.0,115837000,2290474000.0,114646000,160777000.0,491912000,491912000,,-194312000.0,691680000,182079000,458596000,841228000,66242000,329912177.0,3319000,374597000,27372000.0,,-43692000.0,-457207000.0,1119961000,510468000.0,-483590000.0,-26637000.0,-77615000.0,1984381000,6998414000,-146123000,-106438000.0,16969000.0,0.0,-10709000.0,502621000.0,817519000.0,0.34,,,,
2014-03-31,528395000.0,-19240000.0,67663000,1124255000,-3496000.0,428237000.0,65203000.0,,-12660000.0,199062000,11171000.0,62834000.0,105784000,-283619000.0,-378983000.0,-1239000.0,4509868000,2333490000,333349519.0,1913842000,0.0,446660000.0,1860842000,4815100000,2322251000,74314000,0.21,1415383000.0,382600000,579007000,1989556000,1161460000.0,201577000.0,2901258000,26498000,128311000.0,699382000.0,18953000.0,67942000,2304503000.0,67663000,143193000.0,428237000,428237000,,-411931000.0,593598000,105844000,446660000,830374000,37902000,330035445.0,3320000,306607000,28015000.0,,436000.0,-24414000.0,1173414000,-269966000.0,,208328000.0,-13653000.0,1607235000,6843358000,-133547000,78169000.0,10999000.0,,-63675000.0,491912000.0,734087000.0,0.2,,,,
2014-06-30,566202000.0,-12129000.0,105464000,1229719000,1498000.0,381866000.0,63295000.0,,-28806000.0,286075000,13300000.0,71323000.0,182836000,6030000.0,-110047000.0,-8803000.0,4578284000,2893487000,333918620.0,2455658000,0.0,455322000.0,2126806000,5297496000,2251947000,84691000,0.32,1638197000.0,377164000,589891000,2132782000,1314473000.0,214414000.0,2841838000,38798000,86822000.0,812333000.0,8395000.0,130199000,2334972000.0,105464000,134766000.0,381866000,381866000,,-626183000.0,629497000,194310000,455322000,816674000,64111000,330133061.0,3321000,731461000,28470000.0,,-23374000.0,-30803000.0,756902000,45982000.0,,-97605000.0,-39952000.0,1724197000,7471771000,-111095000,-202127000.0,24057000.0,,-46371000.0,428237000.0,770494000.0,0.32,,,,
2014-09-30,601026000.0,-13475000.0,107099000,1336818000,-112508000.0,615358000.0,67159000.0,,-27518000.0,273997000,19659000.0,70163000.0,177905000,253449000.0,121841000.0,14188000.0,4540785000,2989169000,334293046.0,2422928000,0.0,455859000.0,2275076000,5347116000,2338294000,83606000,0.32,1608628000.0,472376000,585894000,2145935000,1428986000.0,219437000.0,2924188000,27335000,71469000.0,846090000.0,-4178000.0,109692000,2314943000.0,107099000,125945000.0,615358000,615358000,,-736183000.0,668185000,178997000,455859000,815366000,69305000,330419006.0,3328000,631812000,27841000.0,,-11437000.0,-117427000.0,735180000,292462000.0,,71434000.0,-39013000.0,1791116000,7529954000,-217197000,-14979000.0,26301000.0,,233492000.0,381866000.0,711099000.0,0.32,,,,
2014-12-31,743337000.0,-31967000.0,204277000,1541095000,-37050000.0,740884000.0,69444000.0,,-20901000.0,395264000,15627000.0,63467000.0,268070000,514678000.0,393379000.0,-34773000.0,4627783000,3057101000,335106838.0,2807518000,0.0,1017042000.0,2787194000,5383486000,1918077000,84401000,0.62,1736229000.0,788858000,657891000,2259830000,1706343000.0,218280000.0,2575968000,55838000,45604000.0,1080851000.0,33837000.0,205670000,2333821000.0,204277000,149233000.0,740884000,740884000,,-722556000.0,812781000,298111000,497926000,802360000,92441000,331875303.0,3330000,506025000,27709000.0,,-4098000.0,-33590000.0,775396000,593302000.0,-519116000.0,-414226000.0,-78624000.0,2301493000,7684884000,-324020000,-169042000.0,26857000.0,-29000.0,125526000.0,615358000.0,827530000.0,0.61,,,,
2015-03-31,531775000.0,-31834000.0,92937000,1634032000,-106833000.0,379028000.0,69846000.0,,-11878000.0,246101000,15941000.0,64973000.0,160105000,-198478000.0,-320279000.0,-532000.0,4524952000,3100708000,335698590.0,2934424000,,479751000.0,2052503000,5320639000,1772859000,103230000,0.28,1537100000.0,501337000,613356000,2259308000,1290777000.0,209805000.0,2386215000,13853000,47522000.0,761726000.0,-26059000.0,93138000,2267009000.0,92937000,152738000.0,379028000,379028000,,-804510000.0,601621000,150041000,479751000,789017000,56903000,331976907.0,3330000,1175891000,26214000.0,,-15579000.0,-89874000.0,779370000,-179850000.0,,-60435000.0,-18628000.0,1758533000,7625660000,-430550000,155574000.0,15854000.0,-5092000.0,-361856000.0,740884000.0,702125000.0,0.28,,,,
2015-06-30,610158000.0,-39717000.0,125029000,1759061000,-64004000.0,336422000.0,70605000.0,,-11575000.0,306386000,13191000.0,69682000.0,221769000,105899000.0,-31683000.0,-2956000.0,4665406000,2794853000,336154524.0,2578360000,,484032000.0,2390506000,4956731000,1750764000,104193000,0.38,1604620000.0,421108000,627607000,2459592000,1487974000.0,222539000.0,2378371000,12610000,36984000.0,902532000.0,1188000.0,133153000,2313819000.0,125029000,167294000.0,336422000,336422000,,-680516000.0,680763000,209627000,484032000,806102000,76474000,331999935.0,3331000,743592000,26154000.0,,-13938000.0,-32672000.0,838914000,137659000.0,,-120034000.0,-31760000.0,1834768000,7460259000,-370734000,-41805000.0,8709000.0,-21000.0,-42606000.0,379028000.0,764524000.0,0.37,,,,
2015-09-30,626905000.0,-36493000.0,149123000,1908184000,-1461109000.0,440357000.0,75047000.0,,-8466000.0,328603000,18987000.0,63885000.0,236947000,149665000.0,-16654000.0,-3056000.0,6143436000,3412028000,336561877.0,3552090000,,503666000.0,2712559000,6965939000,2735891000,145168000,0.45,2275025000.0,542530000,677958000,2545679000,1773660000.0,231905000.0,3413849000,15451000,43596000.0,938899000.0,3151000.0,149991000,2997042000.0,149123000,204031000.0,440357000,440357000,,-879522000.0,701952000,222857000,503666000,1527123000,72866000,332684487.0,3342000,978945000,30699000.0,,-9389000.0,-1448049000.0,883700000,184601000.0,,1390639000.0,-34936000.0,2573145000,9555464000,-446454000,-116791000.0,8500000.0,-19404000.0,103935000.0,336422000.0,1320325000.0,0.44,,,,
2015-12-31,864771000.0,-37692000.0,180043000,2088227000,12987000.0,540403000.0,98598000.0,,-8368000.0,431616000,26590000.0,,206352000,455347000.0,356551000.0,-9469000.0,6165929000,4852014000,337223824.0,4959713000,82194000.0,1144788000.0,3700242000,8258873000,2679555000,220956000,0.54,2471740000.0,866894000,619605000,2712652000,2530521000.0,217943000.0,3299160000,125212000,,1169721000.0,4809000.0,182595000,3085997000.0,180043000,100361000.0,540403000,540403000,,-943714000.0,963369000,297205000,529823000,1450469000,114610000,333783269.0,3342000,1750781000,35813000.0,,-6105000.0,-83382000.0,881697000,509487000.0,-614965000.0,-420622000.0,-54140000.0,3208932000,11017943000,-485675000,-228957000.0,9509000.0,-6000.0,100046000.0,440357000.0,1484119000.0,0.53,,,,
2016-03-31,635838000.0,-23440000.0,82167000,2170394000,1306000.0,489229000.0,86994000.0,,-7716000.0,256549000,12594000.0,,110289000,-362108000.0,-443349000.0,,6213201000,3621934000,337506232.0,3656342000,59030000.0,528350000.0,2846734000,6968437000,2675123000,212724000,0.25,2344825000.0,552031000,636972000,2817595000,2013613000.0,220533000.0,3312095000,57807000,,833121000.0,13071000.0,84640000,3133866000.0,82167000,85534000.0,489229000,489229000,,-294727000.0,722832000,134765000,528350000,1416336000,50125000,333992935.0,3353000,994377000,34790000.0,,-6134000.0,-36121000.0,914116000,-328640000.0,,272314000.0,-33468000.0,2661965000,9835135000,-471355000,145976000.0,9969000.0,-4252000.0,-51174000.0,540403000.0,1351062000.0,0.24,,,,
2016-06-30,688974000.0,-41983000.0,121668000,2292062000,-40824000.0,431768000.0,90268000.0,,-16268000.0,314739000,15960000.0,,174062000,73033000.0,-35289000.0,,6199433000,3723139000,338080641.0,3700087000,46530000.0,533575000.0,3207537000,7018802000,2667539000,230805000,0.36,2373157000.0,502766000,651176000,2855118000,2254233000.0,226742000.0,3318715000,47343000,,953304000.0,380000.0,123445000,3061024000.0,121668000,85034000.0,431768000,431768000,,-924197000.0,779242000,187484000,533575000,1396240000,64039000,335076746.0,3356000,995295000,36987000.0,,1529000.0,-29779000.0,981852000,118623000.0,,-130826000.0,-45590000.0,2704792000,9922572000,-572181000,-73816000.0,12092000.0,-860000.0,-57461000.0,489229000.0,1381802000.0,0.36,,,,
2016-09-30,686723000.0,-64874000.0,104163000,2392931000,-103000.0,446346000.0,92725000.0,,-7429000.0,292265000,14792000.0,,161256000,101529000.0,31944000.0,,6218114000,4558656000,338488975.0,4521821000,46866000.0,550779000.0,3193487000,7795267000,2659941000,213082000,0.31,2399161000.0,608979000,613505000,2935025000,2252783000.0,249883000.0,3273446000,37264000,,940704000.0,9111000.0,110853000,3045084000.0,104163000,85355000.0,446346000,446346000,,-954302000.0,779448000,162267000,550779000,1414831000,51414000,335770122.0,3373000,1702091000,37273000.0,,-13511000.0,-23938000.0,957537000,156828000.0,,-142327000.0,-55299000.0,2819730000,10776770000,-585341000,-25885000.0,7499000.0,-22684000.0,14578000.0,431768000.0,1365528000.0,0.31,,,,
2016-12-31,777454000.0,-39280000.0,263975000,2656906000,32182000.0,762576000.0,96940000.0,,-6248000.0,528951000,20138000.0,,346339000,446656000.0,239951000.0,-9642000.0,6066526000,4713061000,338839469.0,4525402000,58351000.0,1285201000.0,3823831000,7722342000,2548153000,179656000,0.78,2605602000.0,890321000,648787000,3014487000,2603098000.0,232238000.0,3196940000,83166000,,1220733000.0,18172000.0,265126000,2981392000.0,263975000,70719000.0,762576000,762576000,,-910070000.0,874394000,396210000,560756000,1411039000,131084000,336843925.0,3373000,1254653000,35801000.0,,-5721000.0,-19089000.0,881101000,503504000.0,-724445000.0,-198804000.0,-56848000.0,3270749000,10779587000,-791018000,-283198000.0,5491000.0,370000.0,316230000.0,446346000.0,1446438000.0,0.78,,,,
2017-03-31,606231000.0,-42988000.0,129597000,2786503000,-20525000.0,533281000.0,94037000.0,,-7289000.0,310823000,15411000.0,,193857000,-365765000.0,-523138000.0,,6150537000,3776575000,339690579.0,3473152000,109894000.0,551633000.0,2981204000,6668873000,2549286000,201111000,0.38,2499115000.0,467717000,646435000,3211945000,2087079000.0,242486000.0,3195721000,20518000,,894125000.0,23055000.0,131503000,3019585000.0,129597000,78142000.0,533281000,533281000,,-149179000.0,700268000,182776000,551633000,1403262000,51273000,336907836.0,3379000,791453000,34010000.0,,1138000.0,-35771000.0,933571000,-342030000.0,,117770000.0,-23735000.0,2681699000,9927112000,-737231000,146191000.0,7220000.0,-1900000.0,-229295000.0,762576000.0,1320584000.0,0.38,,,,
2017-06-30,712374000.0,173792000.0,197165000,2983668000,-18380000.0,535681000.0,100386000.0,,-12445000.0,402574000,32872000.0,,210893000,115165000.0,-291864000.0,,6272582000,4333636000,340882603.0,3797523000,41796000.0,556480000.0,3342215000,7023192000,2550431000,199390000,0.59,2653346000.0,543982000,675238000,3539693000,2318562000.0,246715000.0,3225669000,89868000,,1023653000.0,-23469000.0,198396000,3095980000.0,197165000,96780000.0,535681000,535681000,,-771010000.0,812760000,266758000,556480000,1398757000,68362000,336975149.0,3379000,1054970000,35430000.0,,-6767000.0,-37341000.0,974650000,151293000.0,,-132351000.0,-36128000.0,2742553000,10606218000,-646913000,-85244000.0,10057000.0,0.0,2400000.0,533281000.0,1427401000.0,0.58,,,,
2017-09-30,704898000.0,-394576000.0,196317000,3179985000,5098000.0,955605000.0,102591000.0,,-9674000.0,410613000,20692000.0,,229111000,396262000.0,575044000.0,,6333579000,5318435000,341186431.0,4551351000,82106000.0,574266000.0,3549977000,7800178000,2551594000,201864000,0.58,2843126000.0,727066000,697233000,3795470000,2513377000.0,233634000.0,3248827000,75782000,,1036600000.0,-9450000.0,197361000,3135208000.0,196317000,125782000.0,955605000,955605000,,-2912000.0,807489000,273539000,574266000,1400699000,76178000,337948324.0,3395000,1416253000,34483000.0,,-298000.0,-22941000.0,989772000,438005000.0,,-29576000.0,-41743000.0,3135098000,11652014000,-580765000,-151473000.0,8341000.0,-27649000.0,419924000.0,535681000.0,1505860000.0,0.58,,,,
2017-12-31,835151000.0,421875000.0,168400000,3348385000,-107608000.0,751774000.0,109100000.0,,-5456000.0,583011000,24112000.0,,417753000,386801000.0,-212175000.0,,6523688000,4960142000,341728078.0,4606621000,70634000.0,1376430000.0,4336212000,7404282000,1999627000,227421000,0.5,3207285000.0,1072976000,798034000,4019430000,2974208000.0,238001000.0,2797661000,53272000,,1362004000.0,13537000.0,170686000,3254740000.0,168400000,114017000.0,751774000,751774000,,-1362331000.0,944251000,441020000,617739000,1399112000,270334000,338777028.0,3395000,910766000,32891000.0,,-8161000.0,-115080000.0,1014096000,463237000.0,-758691000.0,-559579000.0,-76436000.0,3695855000,11483830000,-552858000,-393186000.0,5759000.0,0.0,-203831000.0,955605000.0,1674287000.0,0.49,,,,
2018-03-31,732235000.0,-236518000.0,150288000,3591753000,-64212000.0,721813000.0,108165000.0,,-22285000.0,333312000,29570000.0,,213591000,-296682000.0,-316184000.0,,6902441000,5005001000,342589810.0,4406588000,66360000.0,633666000.0,4673952000,7488768000,2221255000,263988000,0.44,3121520000.0,592946000,860925000,4357631000,3619961000.0,228950000.0,3082180000,7935000,,1053991000.0,-6439000.0,150125000,3278631000.0,150288000,165559000.0,642854000,642854000,88076000.0,-1255462000.0,840400000,196289000,633666000,1398503000,46164000,338890098.0,3397000,1148005000,28858000.0,,-7467000.0,-10611000.0,1362691000,-249958000.0,,181345000.0,-46724000.0,3258583000,11907442000,-483770000,71161000.0,6631000.0,-4550000.0,-103006000.0,824819000.0,1505134000.0,0.44,,,,
2018-06-30,826282000.0,-357095000.0,228667000,3820420000,-312420000.0,603346000.0,113399000.0,,-10156000.0,440234000,32105000.0,,213005000,97138000.0,150662000.0,,7119265000,5416192000,343471513.0,5379653000,21918000.0,705469000.0,5111434000,8018586000,1764367000,265268000,0.67,3324522000.0,629044000,874566000,4453577000,3958748000.0,233889000.0,2638933000,112341000,,1152686000.0,55000.0,229631000,3407169000.0,228667000,187062000.0,531481000,531481000,76216000.0,-1008852000.0,939681000,299950000,705469000,1448284000,70319000,339081556.0,3398000,2069591000,26885000.0,,-8700000.0,-275133000.0,1324454000,157896000.0,,84697000.0,-60758000.0,3310062000,12535457000,-648492000,-269630000.0,6379000.0,-80000.0,-118467000.0,721813000.0,1642030000.0,0.67,,,,
2018-09-30,859085000.0,-154298000.0,290469000,4110889000,-77467000.0,627938000.0,113484000.0,,-4350000.0,526787000,35360000.0,,189481000,549962000.0,393421000.0,,7340413000,5636703000,343733947.0,5481777000,15371000.0,702428000.0,5260954000,8204725000,1764007000,268648000,0.86,3410744000.0,843184000,958941000,4712956000,4098904000.0,195322000.0,2722948000,222591000,,1162050000.0,827000.0,291689000,3643143000.0,290469000,187613000.0,550468000,550468000,86771000.0,-1370000000.0,972569000,386652000,702428000,1403424000,94963000,339477316.0,3409000,1720740000,26651000.0,,-1542000.0,-58842000.0,1396096000,594373000.0,,-479522000.0,-44411000.0,3761037000,12977116000,-678972000,-168178000.0,3824000.0,-23066000.0,24592000.0,603346000.0,1674183000.0,0.85,,,,
2018-12-31,948171000.0,171206000.0,393795000,4504684000,-106585000.0,863944000.0,116940000.0,,-7971000.0,637931000,31136000.0,,457038000,553028000.0,-90455000.0,,7581790000,5875003000,342683720.0,5800234000,68100000.0,1629719000.0,6293748000,8446891000,1770406000,245611000,1.16,3668591000.0,1189395000,876251000,4938797000,4771599000.0,216174000.0,2646657000,61709000,,1522149000.0,4824000.0,394503000,3652309000.0,393795000,107425000.0,777219000,777219000,82227000.0,-939039000.0,1065111000,496115000,721692000,1441308000,101612000,339823278.0,3369000,1328761000,24876000.0,,6538000.0,-40789000.0,1550307000,628938000.0,-908027000.0,-293120000.0,-75910000.0,4471473000,13456793000,-718269000,,5272000.0,-162724000.0,236006000.0,627938000.0,1919827000.0,1.15,,,,
