date,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyEbitda,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2000-03-31,281725005.974667,8555104915.159723,858511112.881383,9595320321.835419,5702847606.149924,5702847606.149924,,7899969250.378396,10043433700.0,,,1003401700.0,708480044.61085,0.212266,10673877001.513582,,-288393053.453358,,101491100.0,1101894845.853581,1078556679.678165,-7716462500.0,731363700.0,40805700.0,18748882498.2076,,9280255078.467299,10033744443.559309,1288600175.256911,-345071457.022226,,9280255078.467299,10033744443.559309,1056885525.372421,7561610100.0,326734326.455827,0.217452,,9591432100.0,,,0.0,28887648689.556282,2974903200.0,10138766191.348682,5044377917.629252,440492300.0,685141878.435434,4606858900.0,730151198.916594,9416700.0,9646997689.795267,,6025358250.0,,35007249.263124,685141878.435434,19680742133.354576,0.0,1750362463.156218,-348405480.761571,,,161700151.358241,-107768900.0,5146065641.67928,1212661700.0,,,,,,,,,,
2000-06-30,3482242652.929733,8890148275.444387,4164525028.01078,9979536823.18472,6100552312.024952,6100552312.024952,,9273220997.4866,10316482870.0,,,,1750362463.156218,,10943504823.275202,,-383971101.832352,,3751311600.0,986725721.629688,963968000.090482,-7742348750.0,1231781000.0,586980680.0,20439552418.01169,,9338391045.634861,10323889334.706114,2101831841.822095,-3290145618.955123,,9338391045.634861,10323889334.706114,922058619.617435,7323474560.0,317018588.179427,,,10828790150.0,,,0.0,33942468491.65733,,13502916073.645641,8907632922.508554,827678180.0,562626116.598331,5206007790.0,605040031.438008,13679120.0,14118057747.63044,,,,52415986.057713,562626116.598331,24441947082.33655,0.0,-742302743.54238,-195208091.597088,,,5164759149.734936,-286598130.0,5065779108.500136,1383649580.0,,,,,,,,,,
2000-09-30,-13962892334.229074,9807430519.480518,4462029545.454545,11632580841.99285,21030262987.012985,21030262987.012985,,9892756168.83117,10994234680.0,,,843443040.0,-742302743.54238,,13275789603.782644,,-197622857.701303,,-387204080.0,1712553458.490757,1643208761.789795,-8360742500.0,1367548380.0,1738432174.839968,36164690909.09091,,9310534090.909092,11052181168.83117,-1123446627.468616,232229413.639687,,9310534090.909092,11052181168.83117,1571272088.776378,8912834920.0,612709098.351759,,,11374010780.0,,,0.0,49937254545.454544,,13772563636.363636,22858908766.233765,1158995580.0,890392394.576625,5522057860.0,958562990.424619,60795020.0,28410095129.87013,,,,83228063.380462,890392394.576625,39462276298.7013,0.0,-1828645779.220779,-13909882206.86212,,,13383280633.971758,-53282020.0,5241671753.246753,1881875600.0,-33650084.533763,,,,,,,,,
2000-12-31,14090575138.241392,12446702618.39228,41788431336.19608,-28952912263.697777,4126971329.660055,5169468072.652049,,1670577060.0,8504445517.466244,1012132760.186402,,-1170149260.0,-1828645779.220779,,40234913028.16474,,-1278264770.508626,,20601784340.0,4505905603.25587,5370324430.209392,-14731592324.513084,925072700.0,-358679720.0,31859408958.767475,,30265299861.473892,44784344306.34783,-2568094885.765844,-40822153294.00718,,15533707536.960808,6319231900.0,748817665.12551,11282749944.17792,957578399.920742,,,-10128327280.0,1042496742.991994,8623371116.788147,,91008447464.06082,,59149038505.29334,20629795984.499344,463603040.0,-392231378.288846,5452533540.0,-208760734.795232,1875230760.0,32350293347.45788,26328103424.348785,,,1438639789.995081,-392231378.288846,77134637653.80571,-4126971329.660055,-18527090175.212093,-26550532667.83084,1659897726.7057,,-1927339260.0,544487320.0,8557582487.376031,19692594580.0,-436253460.0,,,,,,,,,
2001-03-31,981933269.091785,7247217537.942664,26940884124.307396,11331865815.466152,1813422066.971814,1813422066.971814,,10280372199.470007,,,,-455478450.0,-26703084798.84365,0.077649,12380124066.490002,,-449715731.149121,,-498857350.0,1423560587.810166,1048258251.02385,-10030799850.0,493149600.0,-154109250.0,17877009154.420624,,10734940978.077572,12999696458.684654,784576005.781739,,,10734940978.077572,12999696458.684654,634131534.569983,7949754200.0,307359672.368104,0.079806,,11591298700.0,,10482853650.0,0.0,57333902674.05444,2957636700.0,39456893519.63382,29631090098.77138,30821850.0,276623705.131294,0.0,326771862.201879,381277700.0,36415650445.67574,,5995329750.0,,436774271.259937,276623705.131294,49415346904.3604,1792233500.0,-26751615273.42809,710162611.418935,,,-1646800770.898579,-140410650.0,5783214887.9788,1633558050.0,,,,,,,,,,
2001-06-30,-2768954322.61818,8453343061.970474,27230400102.00901,12102781545.050694,3519031197.755802,3519031197.755802,,10815478167.238106,,,,-184726200.0,-26751615273.42809,,14110129255.886808,,-535479644.44239,,-733042850.0,2387195128.944814,2007347710.836115,-10338784200.0,1158796800.0,1806055650.0,20420716329.94248,,11080530730.214502,13012580544.614775,2246024997.306867,,,11080530730.214502,13012580544.614775,1591309796.080891,8559765000.0,551143912.115192,,,12736695000.0,,10715296200.0,0.0,60565344138.732254,,40144627808.78978,31317877362.500355,622191150.0,958621258.173798,7056070200.0,1040165883.965699,,38439289620.58315,,,,433398293.983326,958621258.173798,51451870165.19793,1816670400.0,-24706566263.353264,-2155449228.403435,,,1998537190.949016,171783600.0,6086206964.94857,1910798400.0,,,,,,,,,,
2001-09-30,-1093750352.323212,7871198639.21534,25453280463.020233,11103894214.105404,3417480781.12574,3417480781.12574,,9856376689.935495,,,,-66959700.0,-24706566263.353264,,12353279415.981413,,-157736938.626038,,-3549681000.0,1617768627.152416,1249385201.876008,-9645489900.0,882642900.0,1895184689.611059,18952953963.064415,,10360754175.134752,13003886188.919325,-2838226257.131197,,,10360754175.134752,13003886188.919325,873570333.217642,8122980000.0,450937963.630162,,,11395223700.0,,9974799900.0,0.0,54766988601.219406,,35814034638.15499,26476584783.953346,764117700.0,371649973.51562,6748659600.0,422632369.587481,,33300230184.677917,,,,395620931.266413,371649973.51562,46304116373.597244,0.0,-23059104002.827602,701653145.216364,,,-3381234520.253672,-661913100.0,5679096492.003181,2120756400.0,29082385.353718,,,,,,,,,
2001-12-31,3986771405.849607,7195000000.0,25097000000.0,-34538541574.62225,1862000000.0,2301000000.0,,0.0,11933000000.0,642000000.0,,,-23059104002.827602,,13362467261.641779,,-215067685.782451,,,905194839.621808,1561008836.264028,,952410700.0,-10114849164.97305,14829000000.0,,,23212000000.0,1625254.042591,,,9240000000.0,0.0,524988336.131484,6619000000.0,237558451.886542,,,11916128000.0,439000000.0,,,52959000000.0,,38130000000.0,,711869300.0,231105063.179288,17286000000.0,287429884.244941,,21888000000.0,11279000000.0,,,380206503.490324,231105063.179288,45100000000.0,2909000000.0,1862000000.0,3968633471.768136,,884000000.0,-2068501899.796766,1089418500.0,5343000000.0,391770100.0,-487224971.282142,,,,,,,,,
2002-03-31,-62178960.579611,4926864481.716013,21579371897.997604,10216984996.291859,3702920731.359461,3702920731.359461,,7399296308.973701,12488153345.883965,,,-127350300.0,-23191116007.75857,0.140357,11724006646.12927,,-248715842.318444,,-243227600.0,1194490558.503052,1507021649.837412,-10767410500.0,573650000.0,111288100.0,15891633293.39951,,8637966655.257004,12488153345.883965,1353210536.824691,,,8637966655.257004,0.0,919594101.20372,7231431900.0,417253551.257915,0.144357,,10322258100.0,,10331436500.0,0.0,46108971846.65411,2945962800.0,30217338553.25461,21760999914.42752,325833200.0,438525300.929888,6733503700.0,502340549.945804,,28034529779.223003,,5975470350.0,,274896457.299333,438525300.929888,40522683125.106964,0.0,-21906629585.258713,-214353785.156027,,,-279805322.608249,-2294600.0,4789416253.066347,1800113700.0,,,,,,,,,,
2002-06-30,-1073548289.849626,7534994787.834192,21888982401.275448,10138148373.833233,3669510056.41403,3669510056.41403,,9551836521.952415,11762121000.0,,,6846893200.0,-21906629585.258713,,11373229066.404453,,-675235400.0,,-1445847200.0,1549154891.582795,1235080692.571222,-9446941000.0,1258362000.0,1720723900.0,18140773853.32352,,8786455114.054453,11801687515.329899,-1002925094.097195,,,8786455114.054453,11801687515.329899,1304024061.661132,,581137115.899308,,,11227616400.0,,10377039400.0,0.0,48816211368.65342,,30675437515.3299,23654297584.00785,583126600.0,635477642.410804,6706975800.0,722886945.761824,,28783587503.06598,,,,245130829.921663,635477642.410804,40585275018.39588,0.0,-19984787527.59382,-921373465.27321,,,898591501.170918,2013200.0,4919427274.957076,1974949200.0,,,,,,,,,,
2002-09-30,-1541754115.981659,6505405765.036326,21477055280.955296,408101980.0,4471473332.391847,4471473332.391847,,9410115520.406721,11587868380.0,,,6451656860.0,-19984787527.59382,0.246134,12159008620.0,,-307329700.0,,-1068398380.0,1855193120.0,1534179900.0,-9503814100.0,1198879380.0,1198879380.0,18847244205.934505,,8706184217.546171,11683988419.71473,108938364.330516,,,8706184217.546171,11683988419.71473,1218229980.0,,462785620.0,0.252777,,10216726740.0,,9331661900.0,0.0,49030483704.435974,2937507508.0,30183239498.50147,23302827441.196316,891549680.0,755444360.0,6796973920.0,755444360.0,,30157815343.09341,,4895846847.0,,289620760.0,755444360.0,41841803762.80814,0.0,-18831354108.80447,-1343127901.856222,,,-334353439.935042,33417780.0,4965655353.135935,1942281880.0,-20210460.913809,,,,,,,,,
2002-12-31,2078063236.410896,5873154110.0,20292543180.0,-14256446369.629524,2253774050.0,3481199410.0,,0.0,4417968920.0,643254750.0,,-2094628060.0,-18831354108.80447,,10415791404.866545,,-679997230.655738,,-2010235730.0,2894783062.810651,2746304014.496069,-7868673290.0,1736817530.0,-8958909090.875425,16223361280.0,,15311368990.0,20620364860.0,-410622337.058011,,,7442695700.0,3791867630.0,43767304.926015,5782621960.0,45377419.776711,,2891310980.0,-7513105100.0,1227425360.0,4115877430.0,0.0,44638067770.0,,28414706490.0,10942954510.0,1671160230.0,228796293.534811,6068512960.0,-1610114.850696,,17515588600.0,9519217330.0,,,1210649039.469462,186865613.534811,38135953460.0,679467610.0,2253774050.0,2527456622.285459,504121130.0,,-877180078.627626,-43190380.0,4503736220.0,21063173020.0,-560832994.251754,,,,,,,,,
2003-03-31,214469830.111306,5132784717.934103,20183349958.0424,8513582783.134628,3603962618.154182,3603962618.154182,,7635415776.057252,11936405342.07318,,,-1080910250.0,-15992493548.029575,0.200623,10049650485.283175,,-155055890.68858,,-91525000.0,1275226016.878038,1536067702.148546,-7557219250.0,470438500.0,-196778750.0,16037416282.715052,,7661499944.584303,11936405342.07318,1469408160.357194,,,7661499944.584303,0.0,996994885.92283,6221869500.0,317357383.745784,0.206419,,9619277500.0,,7646913750.0,0.0,43882266185.34176,2920017150.0,27844849902.626705,19816722478.189964,311185000.0,610079719.438243,6358241750.0,679637502.177045,,26166768394.053104,,3358019700.0,,278231130.955208,610079719.438243,38103173736.12628,0.0,-14941881204.57892,62312180.370177,,,-307213540.429709,3661000.0,4798037888.503618,1392095250.0,,,,,,,,,,
2003-06-30,-591324372.255854,6019604041.507373,19326021481.886036,9867425591.159927,2899766247.951939,2899766247.951939,,7176058438.012015,10646597500.0,,,5971654810.0,-14941881204.57892,,10865776603.739218,,-575144450.0,,-1093071930.0,1231863551.663742,998351012.57929,-7176241270.0,852346920.0,256747340.0,14773561077.735298,,7478117422.173676,10500145639.905334,-2024621340.768626,,,7478117422.173676,10500145639.905334,987964152.853795,,364432894.790535,,,10469299060.0,,7653382660.0,0.0,41577699981.79501,,26804138904.05971,18914645912.980156,277202470.0,580895703.827732,6194146970.0,623531258.063261,,24639382850.901146,,,,243899398.809947,580895703.827732,35139528490.80648,0.0,-16001934279.992718,-439166722.514724,,,895509371.487419,-443246100.0,4697736391.771345,1804272360.0,,,,,,,,,,
2003-09-30,-306015385.06654,6306923920.630172,18820978661.880547,8337881345.517987,2983813690.298135,2983813690.298135,,0.0,10967261691.095821,,,-939345750.0,-16001934279.992718,,10671940295.562311,,27529550.0,,-1827314420.0,1527402903.289908,2334058950.044325,-7083267450.0,1569884780.0,703517910.0,14853490128.626982,,7106694336.424369,10967261691.095821,110421077.509847,,,7106694336.424369,0.0,1305362030.123565,7334617500.0,434466825.860929,,,10136355600.0,,7350474623.591584,0.0,40781163126.9319,,25927672998.304916,17138752118.85532,1597414330.0,807737808.362303,6039264000.0,870895204.262636,,23096400189.450592,,,,222040873.166343,807737808.362303,34063661880.546413,-857850.0,-14012376857.114368,-306015385.06654,,,-1463623879.716599,10294200.0,4519201814.737262,2074281300.0,2199774.286464,,,,,,,,,
2003-12-31,691604257.211088,5909965290.0,4248854530.0,-10728713579.812544,1850883930.0,3338896150.0,,0.0,3700179800.0,640782210.0,,-2437672100.0,-14012376857.114368,,11031398835.415297,,-329340750.0,,-1653014900.0,2672678938.168312,1838693745.227839,-7136741640.0,1329187310.0,-3849881110.0,13377817440.0,,13780390650.0,17043853950.0,-400055817.098415,,,6643649010.0,3379391680.0,991088691.099811,6179141460.0,408280495.602752,,2543278090.0,-10136787480.0,1488012220.0,3504054390.0,13433399540.0,37901433990.0,,24523616550.0,8450861290.0,999846560.0,758158928.371722,5312060700.0,582808195.497059,,14508516160.0,7421004380.0,,,848175871.831843,731161908.371722,31552370110.0,197713470.0,1850883930.0,281884777.211088,745594170.0,,834038488.658889,-101954940.0,4167863470.0,17224264550.0,-662675514.180875,,,,,,,,,
2004-03-31,-99000000.0,7532000000.0,18990000000.0,7745000000.0,2239000000.0,3577000000.0,,5313000000.0,10812122860.0,7532000000.0,,6332571320.0,1428000000.0,24.733333,9061000000.0,,-293820920.0,,-394466760.0,1425000000.0,1316000000.0,-7295200080.0,629036500.0,-354695420.0,13394000000.0,,8857000000.0,16507000000.0,381000000.0,,499170900.0,8857000000.0,9022000000.0,1181000000.0,,379000000.0,25.733333,,7584151040.0,1338000000.0,6386952540.0,0.0,42071000000.0,1310156550.0,28677000000.0,8659000000.0,335215580.0,753000000.0,759000000.0,802000000.0,,17554000000.0,7485000000.0,1310156550.0,-79000000.0,244000000.0,753000000.0,34061000000.0,0.0,1940000000.0,-167000000.0,1141000000.0,,-13000000.0,-9739920.0,4504000000.0,1320570820.0,,,,,,,,,,
2004-06-30,-310000000.0,6973000000.0,18952000000.0,257429760.0,2297000000.0,3485000000.0,,0.0,9129000000.0,,,6740724480.0,1940000000.0,0.237516,10066815360.0,,-384186760.0,,-1033694520.0,1546218240.0,1546218240.0,-7368721920.0,1001625260.0,-580742020.0,13031000000.0,,6581000000.0,16446000000.0,-168000000.0,,867502380.0,6581000000.0,,1403566080.0,,341873280.0,0.242976,,8520597120.0,1188000000.0,5227000000.0,0.0,41777000000.0,2908708709.0,28746000000.0,9042000000.0,617438500.0,1015781760.0,3693000000.0,1008403200.0,,17969000000.0,7317000000.0,2997297297.0,,157409280.0,1015781760.0,34415000000.0,0.0,2022000000.0,-206000000.0,1177000000.0,,912000000.0,7378560.0,4319000000.0,1546218240.0,,,,,,,,,,
2004-09-30,343000000.0,8236000000.0,18806000000.0,326497080.0,1662000000.0,1662000000.0,,1005000000.0,8497000000.0,,,7107342840.0,2022000000.0,0.265114,9782045520.0,,-155122800.0,,-1334197020.0,1661435880.0,1661435880.0,-7227969840.0,1138934160.0,-693027060.0,11665000000.0,6000000.0,9658000000.0,14174000000.0,-568000000.0,,1055516880.0,9658000000.0,,1515075120.0,,365097720.0,0.275826,,8120609640.0,,6151172820.0,0.0,40129000000.0,2908708709.0,28464000000.0,8692000000.0,983811360.0,1128264540.0,5138710200.0,1104139140.0,,11428000000.0,5677000000.0,2997297297.0,,155206740.0,1128264540.0,25602000000.0,0.0,1461000000.0,-89000000.0,1125000000.0,,46000000.0,0.0,4180000000.0,1661435880.0,-158000000.0,,,,,,,,,
2004-12-31,-257103840.0,5529649280.0,15326777360.0,-7521729200.0,1586012000.0,2601059680.0,,0.0,3726021680.0,641781600.0,-4656000536.0,-2733104400.0,1461000000.0,,11328381840.0,,-144295520.0,,-1906418420.0,-1331180720.0,-1146180720.0,-7109759840.0,1955244480.0,-456219180.0,12055166560.0,5000089.2,13376351440.0,14559590160.0,-316288800.0,,-1878520000.0,6266591600.0,3145467520.0,-1292882720.0,6092499120.0,-302796880.0,,2536881520.0,-3724605700.0,1015047680.0,3156532720.0,,33849922160.0,,21794755600.0,6887718160.0,1810948960.0,-1024555120.0,6000289120.0,-1171555120.0,,13398481840.0,5151219440.0,,,165000256.8,-1052586960.0,27958072000.0,201386640.0,1586012000.0,-265352480.0,510474560.0,,-991473840.0,58476220.0,3755528880.0,15691953780.0,-598794400.0,,,,,,,,,
2005-03-31,210000000.0,7976000000.0,17334000000.0,7534000000.0,1721000000.0,2055000000.0,,771430.0,8234000000.0,,-214000000.0,8038300600.0,1406000000.0,30.977778,8783000000.0,,-182000000.0,,-509915230.0,1435000000.0,1249000000.0,-7435042340.0,471000000.0,-541000000.0,10783000000.0,-158000000.0,6231000000.0,14741000000.0,132000000.0,,-462858000.0,6231000000.0,0.0,1187000000.0,,274000000.0,32.088889,,7846985960.0,334000000.0,4613922830.0,0.0,38280000000.0,2910781350.0,27497000000.0,7062000000.0,289000000.0,934000000.0,8156329390.0,913000000.0,,15149000000.0,5462000000.0,3023460450.0,,248000000.0,934000000.0,29890000000.0,1582000000.0,1515000000.0,171000000.0,816000000.0,,-136000000.0,52457240.0,4112000000.0,1415574050.0,-2000000.0,,,,,,,,,
2005-06-30,206000000.0,7782000000.0,17876000000.0,,1594000000.0,1966000000.0,,0.0,8613000000.0,,,7786042110.0,1515000000.0,0.23952,9906204420.0,,-153000000.0,,-1003188530.0,1188513270.0,1188513270.0,-7960313340.0,879000000.0,157000000.0,11618000000.0,-127000000.0,6451000000.0,17102000000.0,-138000000.0,,148178670.0,6451000000.0,825930.0,1050582960.0,,316331190.0,0.23952,,8717691150.0,372000000.0,5359459770.0,0.0,39914000000.0,2913693693.0,28296000000.0,6085000000.0,726000000.0,729296190.0,8640879660.0,681392250.0,,14616000000.0,7506000000.0,3026486486.0,,144537750.0,729296190.0,31718000000.0,1243000000.0,1364000000.0,-11000000.0,855000000.0,,-329000000.0,4129650.0,4282000000.0,1188513270.0,-1091000000.0,,,,,,,,,
2005-09-30,-62000000.0,8813000000.0,17939573770.0,-831190.0,2061000000.0,2417000000.0,,-831190.0,8400000000.0,,,8803133290.0,1364000000.0,0.46929,9924408600.0,,-174000000.0,,-1482505000.0,1549338160.0,1549338160.0,-7091713080.0,1454000000.0,331000000.0,11818000000.0,-515000000.0,6513000000.0,15159000000.0,552000000.0,,-120033040.0,6513000000.0,0.0,1409698240.0,,413932620.0,0.489238,,8375070440.0,356000000.0,5076908520.0,17959000000.0,39899000000.0,2908708709.0,28081000000.0,6823000000.0,1280000000.0,1414685380.0,8537152490.0,938413510.0,,15518000000.0,6101000000.0,2997297297.0,,167069190.0,1414685380.0,30677000000.0,1207000000.0,1810000000.0,581000000.0,807000000.0,,-172000000.0,4987140.0,4319000000.0,1549338160.0,-136000000.0,,,,,,,,,
2005-12-31,31001255.0,8360999454.2,-685.4,-11133999325.2,1528999984.6,1863999561.6,,0.0,3988000557.8,512000267.6,,429753790.0,1810000000.0,,9756999980.4,,-496999056.2,,-1822024100.0,1005000545.2,1351998600.2,-7366999925.8,905997644.2,,11141999751.4,-475999368.2,13858999650.6,15394001586.4,-498999297.6,-760000671.2,627215050.0,6491999724.8,1073118010.0,865000195.8,10015000717.4,176000554.6,,,9019117270.0,334999577.0,3344999976.8,18055000000.0,39500000116.2,,28358000364.8,6610000185.2,408998588.0,683999815.2,7970286400.0,688999641.2,,15340998932.8,6006000621.4,,,140000349.4,683999815.2,30735000519.2,757001198.8,1265000000.0,-225998756.8,933000106.0,,419000558.2,122543030.0,4106999885.2,1064147070.0,-574999006.2,,,,,,,,,
2006-03-31,40425490.0,9360563460.0,17882916760.0,825010.0,1967648850.0,2351278500.0,,144000000.0,8245149940.0,,,9360563460.0,1264740330.0,0.990012,9530515520.0,28000000.0,-189752300.0,,24750300.0,1409117080.0,1409117080.0,-7363214250.0,302778670.0,-87000000.0,11881794020.0,-18975230.0,13788392130.0,15303935500.0,305253700.0,,-686408320.0,6425177880.0,561006800.0,1309290870.0,,308553740.0,1.029612,,8120573430.0,383629650.0,5315539430.0,17892000000.0,40279463230.0,2913693693.0,28397669210.0,6246975720.0,113026370.0,989186990.0,7977846700.0,931436290.0,220000000.0,15155433700.0,6497778760.0,3026486486.0,,216000000.0,989186990.0,30459369200.0,2488230160.0,1569169020.0,-6600080.0,930611280.0,,-9075110.0,29700360.0,4214976090.0,1409942090.0,-221927690.0,,,,,,,,,
2006-06-30,4574510.0,8788000000.0,17428000000.0,17102174990.0,1590000000.0,1935000000.0,,98000000.0,7486000000.0,,,8794076200.0,1569169020.0,,10262484480.0,39000000.0,-250247700.0,,-1535168300.0,1575882920.0,1280882920.0,-7372092000.0,1156221330.0,202000000.0,10920000000.0,4975230.0,6139000000.0,14522000000.0,-515253700.0,,-475591680.0,6139000000.0,496951000.0,1351709130.0,,344446260.0,,,8829293200.0,345000000.0,5046204800.0,17440241000.0,38611000000.0,,27691000000.0,6115236400.0,905973630.0,986813010.0,7840086800.0,1076563710.0,234000000.0,14896000000.0,5943064400.0,,,108000000.0,986813010.0,29418000000.0,1068000000.0,1324000000.0,-153399920.0,951000000.0,,-340924890.0,43043000.0,3893000000.0,1436071000.0,-972072310.0,,,,,,,,,
2006-09-30,10000000.0,9704000000.0,,3939800.0,1440000000.0,1853000000.0,,0.0,7433000000.0,,,9694271880.0,1324000000.0,0.239776,10111890680.0,32000000.0,-220000000.0,,-1611479520.0,1797556120.0,1573556120.0,-7359546400.0,1653000000.0,-38000000.0,10437000000.0,9000000.0,6198000000.0,14751000000.0,-147000000.0,,458000000.0,6198000000.0,779292440.0,1126782800.0,,348278320.0,0.249783,,8534394760.0,413000000.0,91000000.0,17527000000.0,38271000000.0,2882122000.0,27834000000.0,5160000000.0,1433000000.0,736742600.0,7677094280.0,703648280.0,224000000.0,13404000000.0,5860000000.0,2968519000.0,,148924440.0,736742600.0,28155000000.0,1099000000.0,1225000000.0,-184000000.0,931000000.0,,-228000000.0,-256874960.0,3930000000.0,1577495920.0,-143000000.0,,,,,,,,,
2006-12-31,41000000.0,11230000000.0,4781000000.0,-11789000000.0,1039000000.0,1276000000.0,,14000000.0,7934000000.0,484000000.0,,,1225000000.0,,9727000000.0,21000000.0,-466000000.0,,,1463000000.0,1423000000.0,,1399000000.0,395000000.0,9501000000.0,,,13884000000.0,-549000000.0,-278000000.0,791000000.0,6276000000.0,0.0,1042000000.0,12724000000.0,144000000.0,,,-5449511360.0,237000000.0,,12425000000.0,37072000000.0,,27571000000.0,4239000000.0,933000000.0,2032000000.0,671000000.0,898000000.0,304000000.0,11516000000.0,4362000000.0,,,117000000.0,2032000000.0,25400000000.0,874000000.0,710000000.0,1499000000.0,1003000000.0,,324574680.0,69382640.0,3796000000.0,15207340400.0,-1870000000.0,,,,,,,,,
2007-03-31,74856000.0,12230721840.0,4744000000.0,8281000000.0,1534548000.0,1534548000.0,64000000.0,443147520.0,8093430720.0,,,12230721840.0,709634880.0,0.339921,9525426000.0,37000000.0,-193877040.0,,289692720.0,1543530720.0,1301745840.0,-7001281680.0,202111200.0,-158694720.0,10947690000.0,-79347360.0,13164176160.0,14731660800.0,449884560.0,,-955911120.0,6162894480.0,1537542240.0,1331688240.0,,279961440.0,0.349952,,8223680160.0,266000000.0,4831206240.0,17131544160.0,38424333360.0,2890542000.0,27476643360.0,4351379280.0,8234160.0,1012801680.0,5431551360.0,991093440.0,241784880.0,10890799440.0,5100687840.0,2984902000.0,,131000000.0,1012801680.0,25622460240.0,3018193920.0,1159519440.0,-104798400.0,1107868800.0,,-35930880.0,133992240.0,4138788240.0,1301745840.0,-241784880.0,,,,,,,,,
2007-06-30,86144000.0,12245000000.0,4741000000.0,9210000000.0,1518000000.0,1810000000.0,,254000000.0,8833000000.0,,,12244373980.0,1159519440.0,,10528574000.0,32000000.0,-250122960.0,,-774325840.0,1805469280.0,1261254160.0,-7086281840.0,633888800.0,279694720.0,11705000000.0,-364652640.0,6249000000.0,15472000000.0,-22884560.0,,-357088880.0,6249000000.0,1272161940.0,1412311760.0,,259038560.0,,,8972361650.0,292000000.0,5437000000.0,12439000000.0,39582000000.0,,27877000000.0,5232707910.0,383765840.0,1144198320.0,4994085200.0,1213906560.0,222215120.0,11316000000.0,5366425280.0,,,10000000.0,1144198320.0,26788000000.0,1215000000.0,1160000000.0,-44201600.0,1088000000.0,,-273069120.0,71660690.0,4166000000.0,1552894540.0,-1170215120.0,,,,,,,,,
2007-09-30,85000000.0,12883000000.0,4590000000.0,-16117710.0,1566000000.0,1803000000.0,,261000000.0,8364000000.0,,,12886459530.0,1160000000.0,0.34,10243000000.0,37000000.0,-190000000.0,,-1307936540.0,1774000000.0,10243000000.0,-7088989320.0,1425000000.0,85000000.0,11179000000.0,-413000000.0,6260000000.0,14867000000.0,90000000.0,,477000000.0,6260000000.0,1407846930.0,1370000000.0,,301000000.0,0.35,,8624376390.0,237000000.0,4995000000.0,12179000000.0,38924000000.0,2880700000.0,27745000000.0,4944000000.0,1235000000.0,1010000000.0,4439377950.0,1069000000.0,248000000.0,10668000000.0,5095000000.0,2979800000.0,,156000000.0,1010000000.0,25535000000.0,1214000000.0,1255000000.0,-134000000.0,1286000000.0,,-164000000.0,78486240.0,4120000000.0,1621581780.0,-106000000.0,,,,,,,,,
