date,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyInventory,quarterlyResearchAndDevelopment
2013-12-31,119200000.0,87000000.0,6200000.0,-1100000,,-23000000.0,-17500000.0,,23400000.0,1700000.0,96300000.0,42700000,57200000.0,19900000.0,25900000.0,,15100000,0.0,34800000.0,1251800000.0,,78800000.0,120900000.0,16700000.0,1939000000.0,,8100000.0,240300000.0,240300000.0,1600000.0,183100000.0,0.23,96600000.0,,9900000.0,520600000,65600000,-14200000.0,135500000,-17500000.0,27600000,240300000.0,-25000000.0,13000000.0,,-5500000.0,833200000.0,10500000.0,1081500000.0,53000000.0,36900000.0,124100000.0,49500000,-3600000.0,343900000.0,687200000.0,385100000,25800000.0,812900000.0,336000000.0,0.22,86000000,27600000,27600000,96100000.0,524100000.0,64400000.0,55100000.0,0.0,737600000.0,110900000.0,857500000.0,86000000,0.0,,,
2014-03-31,119700000.0,87200000.0,6200000.0,-700000,,-19100000.0,-12900000.0,,23800000.0,5000000.0,96500000.0,76900000,4100000.0,9100000.0,33200000.0,,26100000,-59400000.0,-90700000.0,1315700000.0,,83600000.0,137000000.0,18200000.0,2129900000.0,,7800000.0,244400000.0,244400000.0,1600000.0,240300000.0,0.42,124800000.0,,10300000.0,606300000,101300000,28100000.0,178700000,-72300000.0,50800000,244400000.0,-25000000.0,28600000.0,,-20600000.0,858900000.0,12300000.0,1231000000.0,57300000.0,22000000.0,124800000.0,83100000,-12100000.0,493700000.0,814200000.0,427600000,33300000.0,854700000.0,426300000.0,0.41,95600000,50800000,50800000,97700000.0,524100000.0,58200000.0,148300000.0,0.0,737300000.0,143500000.0,898900000.0,95600000,0.0,,,
2014-06-30,,88300000.0,6700000.0,-900000,,-89500000.0,-9700000.0,,25300000.0,15100000.0,200300000.0,206600000,103200000.0,20500000.0,31400000.0,-364200000.0,66400000,200000.0,300000.0,1311500000.0,,190600000.0,130000000.0,18100000.0,2192100000.0,,10300000.0,347600000.0,347600000.0,1600000.0,244400000.0,,116300000.0,,9600000.0,885900000,231400000,-8500000.0,334700000,-9500000.0,140200000,347600000.0,-25200000.0,35000000.0,452500000.0,-95700000.0,973900000.0,3600000.0,1230400000.0,59000000.0,40200000.0,,213800000,3700000.0,484400000.0,880600000.0,551200000,62000000.0,856100000.0,424800000.0,,120900000,140200000,140200000,100500000.0,524100000.0,62400000.0,61500000.0,0.0,746000000.0,108200000.0,961700000.0,120900000,0.0,,,
2014-09-30,119800000.0,84500000.0,6200000.0,-2000000,,-21600000.0,-7400000.0,,28500000.0,5200000.0,17100000.0,50000000,-16300000.0,12500000.0,32900000.0,,17500000,-1800000.0,65100000.0,1303000000.0,,9700000.0,122700000.0,17800000.0,2078600000.0,,5700000.0,331300000.0,331300000.0,1600000.0,347600000.0,0.27,108900000.0,-1800000.0,8400000.0,555800000,74000000,-7100000.0,149300000,-9200000.0,32500000,331300000.0,-25200000.0,18300000.0,,-15100000.0,974000000.0,8300000.0,1107600000.0,60200000.0,-39500000.0,123900000.0,57600000,-5200000.0,364000000.0,775600000.0,406500000,36500000.0,854100000.0,361100000.0,0.26,91700000,32500000,32500000,103300000.0,524200000.0,55900000.0,65100000.0,-1900000.0,743600000.0,83200000.0,971000000.0,91700000,0.0,,,
2014-12-31,120200000.0,82200000.0,6200000.0,-2500000,,-22800000.0,-8400000.0,,28700000.0,5400000.0,53700000.0,51600000,-17200000.0,16900000.0,28600000.0,,16900000,-33300000.0,-5000000.0,1319400000.0,,45300000.0,125000000.0,17700000.0,2099800000.0,,-5500000.0,314100000.0,314100000.0,1600000.0,331300000.0,0.29,93500000.0,-1700000.0,11200000.0,574600000,75500000,-14900000.0,160600000,-41700000.0,34700000,314100000.0,-32400000.0,13100000.0,,-10000000.0,976200000.0,11800000.0,1117100000.0,76200000.0,-10100000.0,124400000.0,59500000,-6200000.0,359700000.0,780400000.0,414000000,34600000.0,874000000.0,366600000.0,0.28,101100000,34700000,34700000,105900000.0,524300000.0,51000000.0,59300000.0,0.0,757400000.0,99700000.0,982700000.0,101100000,0.0,,,
2015-03-31,120600000.0,81400000.0,6400000.0,-2100000,,-26900000.0,-14800000.0,,29800000.0,10800000.0,85800000.0,81900000,-4000000.0,12200000.0,32100000.0,,27900000,-35300000.0,-117700000.0,1349200000.0,,71000000.0,135000000.0,18800000.0,2281200000.0,,-22200000.0,310100000.0,310100000.0,1600000.0,314100000.0,0.45,117900000.0,-2000000.0,10300000.0,634200000,107100000,23500000.0,181600000,-50100000.0,54000000,310100000.0,-32500000.0,,,-130900000.0,998000000.0,11800000.0,1382500000.0,73300000.0,19000000.0,125000000.0,89600000,-17300000.0,530700000.0,932000000.0,452600000,49800000.0,891100000.0,486400000.0,0.43,92000000,54000000,54000000,105100000.0,629300000.0,44100000.0,161900000.0,-15000000.0,851800000.0,135500000.0,898700000.0,92000000,0.0,,,
2015-06-30,,97300000.0,6600000.0,-1100000,,-87000000.0,-35400000.0,,33300000.0,19100000.0,274800000.0,255400000,14000000.0,33900000.0,29300000.0,-395900000.0,89500000,-140000000.0,53400000.0,1506700000.0,,239400000.0,195700000.0,20300000.0,2368100000.0,,-20900000.0,324100000.0,324100000.0,1600000.0,310100000.0,,115900000.0,-2000000.0,8700000.0,929600000,282300000,400000.0,374500000,-175400000.0,165900000,324100000.0,-32200000.0,28500000.0,493200000.0,-145700000.0,1132000000.0,6600000.0,1440300000.0,75200000.0,63100000.0,,262500000,29300000.0,508900000.0,861400000.0,555100000,63400000.0,970500000.0,444500000.0,,112000000,165900000,165900000,105100000.0,689400000.0,61700000.0,72600000.0,-140000000.0,931400000.0,92800000.0,927800000.0,112000000,0.0,,,
2015-09-30,118300000.0,100400000.0,6800000.0,-1600000,,13700000.0,-17800000.0,,37900000.0,600000.0,-24600000.0,51700000,-37800000.0,28700000.0,27300000.0,,18100000,-300000.0,36700000.0,1504100000.0,,-42400000.0,188500000.0,20500000.0,2299500000.0,,-32900000.0,286300000.0,286300000.0,1600000.0,324100000.0,0.28,111700000.0,-300000.0,9000000.0,594700000,79000000,-3500000.0,156100000,-18100000.0,33500000,286300000.0,-32000000.0,,,-3000000.0,1130100000.0,5400000.0,1375200000.0,76100000.0,-82800000.0,121700000.0,59000000,-8800000.0,413000000.0,795500000.0,438600000,35600000.0,969600000.0,410800000.0,0.28,97100000,33500000,33600000,99000000.0,734400000.0,52700000.0,77500000.0,-20000000.0,962200000.0,98400000.0,924300000.0,97100000,0.0,,,
2015-12-31,118500000.0,106000000.0,7000000.0,-2400000,,-11200000.0,-19100000.0,,38500000.0,3900000.0,67200000.0,61300000,18800000.0,39900000.0,31400000.0,,21100000,-14800000.0,0.0,1525300000.0,,48100000.0,191200000.0,21500000.0,2353600000.0,,-38000000.0,305100000.0,305100000.0,1600000.0,286300000.0,0.34,113000000.0,-1500000.0,13200000.0,638900000,89800000,-10500000.0,174400000,-33900000.0,40200000,305100000.0,-35400000.0,,,-7600000.0,1134800000.0,11300000.0,1412000000.0,80400000.0,-10000000.0,122000000.0,70200000,-5000000.0,428600000.0,828200000.0,464500000,36900000.0,975400000.0,409800000.0,0.33,104200000,40200000,40200000,100900000.0,754500000.0,47600000.0,67500000.0,-20000000.0,983400000.0,113300000.0,941600000.0,104200000,-18600000.0,,,
2016-03-31,118200000.0,108200000.0,7400000.0,-700000,,-41400000.0,-19200000.0,,45100000.0,5600000.0,118500000.0,93400000,49400000.0,35900000.0,35400000.0,,29700000,-3600000.0,-92700000.0,1520100000.0,,99300000.0,181600000.0,21200000.0,2524000000.0,,-47700000.0,354400000.0,354400000.0,1600000.0,305100000.0,0.54,123800000.0,-1500000.0,12300000.0,688800000,122000000,20800000.0,202300000,-26200000.0,63700000,354400000.0,-35600000.0,,,-86400000.0,1163200000.0,4400000.0,1621400000.0,76300000.0,29400000.0,121700000.0,100600000,-6800000.0,581300000.0,1003800000.0,486500000,50600000.0,973300000.0,503800000.0,0.52,101700000,63700000,63700000,102900000.0,819500000.0,41400000.0,166000000.0,-40000000.0,1040100000.0,145600000.0,902600000.0,101700000,-3400000.0,,,
2016-06-30,118100000.0,112200000.0,7300000.0,-1200000,124900000.0,147500000.0,-19400000.0,,48500000.0,-1200000.0,276600000.0,262500000,373300000.0,20700000.0,37900000.0,-408400000.0,92500000,-39200000.0,50700000.0,1590600000.0,,257200000.0,210200000.0,21200000.0,2879800000.0,,-38200000.0,727700000.0,727700000.0,1600000.0,354400000.0,1.44,133200000.0,-1600000.0,8600000.0,974500000,291000000,-600000.0,388200000,-58700000.0,170100000,727700000.0,-35200000.0,,520600000.0,-22800000.0,1297800000.0,900000.0,1834300000.0,70300000.0,71300000.0,121100000.0,270300000,14700000.0,692900000.0,1289100000.0,586300000,65400000.0,999300000.0,453400000.0,1.4,117900000,170100000,170000000,111900000.0,897600000.0,61600000.0,82700000.0,-395000000.0,1141400000.0,108000000.0,1045500000.0,117900000,-100000.0,,,
2016-09-30,118500000.0,130700000.0,10700000.0,-4200000,124900000.0,96100000.0,-104800000.0,,57900000.0,20200000.0,-87400000.0,51500000,-500300000.0,28800000.0,53800000.0,,17900000,-403600000.0,44400000.0,2056500000.0,,-192200000.0,389000000.0,30300000.0,2942300000.0,,-48900000.0,227400000.0,227400000.0,1600000.0,727700000.0,0.28,134100000.0,-1600000.0,8800000.0,895300000,92500000,-7900000.0,177400000,-508400000.0,33700000,227400000.0,-35500000.0,,,-40000000.0,1292400000.0,9500000.0,1890900000.0,69600000.0,-141000000.0,121600000.0,66100000,-7800000.0,641700000.0,885800000.0,717900000,52200000.0,1239500000.0,499400000.0,0.28,111300000,33700000,33600000,117200000.0,1001000000.0,61400000.0,113100000.0,,1249200000.0,159000000.0,1051400000.0,111300000,0.0,,,
2016-12-31,118700000.0,145500000.0,11000000.0,-2500000,124900000.0,-25900000.0,-17200000.0,,56700000.0,1200000.0,81900000.0,45700000,8300000.0,27200000.0,49800000.0,,15600000,-27800000.0,-15100000.0,2067900000.0,,64700000.0,485900000.0,37300000.0,2967300000.0,,-60900000.0,235700000.0,235700000.0,1600000.0,227400000.0,0.25,140600000.0,-1400000.0,14000000.0,892600000,94000000,6000000.0,184800000,-45000000.0,30100000,235700000.0,-38500000.0,,,-61200000.0,1283500000.0,10900000.0,1981400000.0,71600000.0,-8200000.0,121500000.0,58800000,-1100000.0,638200000.0,899400000.0,707800000,31400000.0,1139600000.0,515500000.0,0.25,126000000,30100000,30100000,117700000.0,1081100000.0,72800000.0,115600000.0,,1343200000.0,148200000.0,985900000.0,126000000,0.0,,,
2017-03-31,117800000.0,169500000.0,11700000.0,7400000,125000000.0,-75100000.0,-37500000.0,,60500000.0,6300000.0,167600000.0,106300000,33800000.0,26400000.0,52100000.0,,30400000,-21200000.0,-143900000.0,2123900000.0,,130100000.0,483900000.0,36400000.0,3242000000.0,,-60500000.0,269500000.0,269500000.0,1600000.0,235700000.0,0.64,191900000.0,-1500000.0,11900000.0,1008900000,154400000,44400000.0,235200000,-59600000.0,75900000,269500000.0,-39600000.0,,,-111400000.0,1320800000.0,2100000.0,2299600000.0,75000000.0,55500000.0,120700000.0,109700000,-7200000.0,886000000.0,1118200000.0,773700000,54200000.0,1161500000.0,661200000.0,0.63,125500000,75900000,75900000,126300000.0,1141600000.0,70700000.0,243800000.0,-66800000.0,1413600000.0,187500000.0,942400000.0,125500000,-900000.0,,,
2017-06-30,117100000.0,198100000.0,11300000.0,-1400000,0.0,-306800000.0,-44200000.0,,63400000.0,11500000.0,353800000.0,284600000,1500000.0,37100000.0,50600000.0,-369000000.0,97600000,-2100000.0,70200000.0,2160100000.0,,309600000.0,486200000.0,37200000.0,3149800000.0,,-55800000.0,271100000.0,271100000.0,1600000.0,269500000.0,1.6,167200000.0,-1500000.0,11400000.0,1345800000,333100000,-26300000.0,435700000,-46300000.0,187100000,271100000.0,-38600000.0,,567100000.0,-130200000.0,1469400000.0,10000000.0,2145900000.0,74300000.0,118300000.0,119500000.0,297100000,1400000.0,745000000.0,989600000.0,910100000,79500000.0,1159300000.0,589500000.0,1.57,138600000,187100000,187000000,142500000.0,1102100000.0,82000000.0,121900000.0,-310000000.0,1400900000.0,129000000.0,1003900000.0,138600000,0.0,,,
2017-09-30,116500000.0,207600000.0,10000000.0,-700000,,146100000.0,-36000000.0,,73200000.0,-5500000.0,-93300000.0,74300000,17700000.0,27800000.0,54500000.0,,24400000,-5200000.0,-32100000.0,2190200000.0,,-129300000.0,469900000.0,38800000.0,3224500000.0,,-37100000.0,288800000.0,288800000.0,1600000.0,271100000.0,0.43,157300000.0,-1500000.0,8500000.0,924800000,123100000,-3000000.0,198200000,-41200000.0,49900000,288800000.0,-37900000.0,,,-2300000.0,1477000000.0,9000000.0,2186600000.0,75400000.0,-194400000.0,119800000.0,84400000,-5100000.0,609400000.0,1034300000.0,726600000,53300000.0,1177300000.0,624400000.0,0.42,113800000,49900000,49900000,151200000.0,1292400000.0,58200000.0,156200000.0,,1577200000.0,121100000.0,1037900000.0,113800000,0.0,,,
2017-12-31,116600000.0,202500000.0,10800000.0,-1500000,,-110700000.0,-16500000.0,,76000000.0,-100000.0,235100000.0,103500000,77700000.0,42300000.0,50700000.0,,41400000,-27800000.0,50100000.0,2198700000.0,,218600000.0,464100000.0,40400000.0,3249900000.0,,-38400000.0,366500000.0,366500000.0,1600000.0,288800000.0,0.53,134300000.0,-1300000.0,16200000.0,1012800000,154700000,-6300000.0,243000000,-44200000.0,62100000,366500000.0,-42500000.0,,,-700000.0,1496300000.0,12100000.0,2175800000.0,83400000.0,110400000.0,120300000.0,115100000,-6100000.0,585900000.0,1051200000.0,769800000,50700000.0,1193100000.0,575100000.0,0.52,127900000,62100000,62100000,231300000.0,1222700000.0,52500000.0,124300000.0,,1589900000.0,109600000.0,1074100000.0,127900000,100000.0,,,
2018-03-31,116900000.0,197900000.0,10500000.0,4200000,,-55600000.0,-58200000.0,,78700000.0,100000.0,133000000.0,125200000,-14400000.0,55400000.0,65300000.0,,16200000,-34000000.0,-139300000.0,2281800000.0,,74800000.0,490200000.0,40900000.0,3484700000.0,,-34600000.0,352100000.0,352100000.0,1600000.0,366500000.0,0.93,147400000.0,,14500000.0,1071900000,176600000,12300000.0,268800000,-92200000.0,109100000,352100000.0,-42600000.0,,,-26800000.0,1562600000.0,-800000.0,2322800000.0,77500000.0,-20400000.0,120900000.0,130000000,-10300000.0,767300000.0,1203000000.0,803100000,68000000.0,1231300000.0,714100000.0,0.9,138800000,109100000,109000000,232100000.0,1203100000.0,42800000.0,237600000.0,-90000000.0,1555500000.0,136800000.0,1161900000.0,138800000,0.0,,,
2018-06-30,117200000.0,204100000.0,11100000.0,2700000,,-429700000.0,-27200000.0,,80300000.0,-3500000.0,418800000.0,258000000,-88200000.0,53900000.0,59200000.0,-392200000.0,51200000,-41300000.0,102700000.0,2313600000.0,,391600000.0,494100000.0,43400000.0,3304700000.0,,-51900000.0,263900000.0,263900000.0,1600000.0,352100000.0,1.76,191800000.0,,15900000.0,1320400000,312500000,40000000.0,450300000,-71700000.0,206800000,263900000.0,-42800000.0,,596300000.0,-247300000.0,1727000000.0,7100000.0,2210300000.0,75200000.0,133400000.0,120400000.0,265400000,12200000.0,777400000.0,991100000.0,870100000,85200000.0,1254900000.0,615000000.0,1.72,184900000,206800000,206800000,246400000.0,1053400000.0,57900000.0,145500000.0,-230000000.0,1432900000.0,112200000.0,1094400000.0,184900000,-3200000.0,,,
2018-09-30,116400000.0,192500000.0,10200000.0,-1300000,,54200000.0,-15500000.0,,88600000.0,200000.0,-95500000.0,89300000,-59300000.0,,63500000.0,,12600000,0.0,-1000000.0,2413800000.0,,-111000000.0,470800000.0,43100000.0,3381700000.0,,-63500000.0,204700000.0,204700000.0,1600000.0,263900000.0,0.66,128400000.0,,10700000.0,972800000,142600000,,233800000,-16300000.0,76700000,204700000.0,-42500000.0,,,-1100000.0,1850000000.0,16300000.0,2147700000.0,138600000.0,-240900000.0,119700000.0,100100000,-1400000.0,573200000.0,967900000.0,739000000,53800000.0,1258000000.0,650100000.0,0.64,133700000,76700000,76700000,208000000.0,1143700000.0,84200000.0,137800000.0,-30000000.0,1574500000.0,113100000.0,1234000000.0,133700000,-800000.0,,,
2018-12-31,116300000.0,187900000.0,11300000.0,-3200000,,-116100000.0,-14800000.0,,85000000.0,-1900000.0,259800000.0,64300000,45200000.0,55400000.0,66300000.0,,14400000,0.0,12000000.0,2391200000.0,,245000000.0,445400000.0,42600000.0,3357600000.0,,-69200000.0,249800000.0,249800000.0,1600000.0,204700000.0,0.43,137500000.0,,18700000.0,953400000,118200000,,219400000,-15700000.0,49900000,249800000.0,-56500000.0,,,-119200000.0,1843800000.0,14900000.0,2235000000.0,169200000.0,60200000.0,119100000.0,78200000,-8600000.0,597900000.0,966400000.0,734000000,50500000.0,1254300000.0,607400000.0,0.42,141200000,49900000,49900000,199800000.0,1194100000.0,74000000.0,130900000.0,-40000000.0,1637100000.0,109200000.0,1122600000.0,141200000,-900000.0,,,
2019-03-31,115700000.0,183400000.0,11700000.0,100000,,-76900000.0,-16100000.0,,93700000.0,-5300000.0,53600000.0,223600000,42300000.0,,67600000.0,,51400000,0.0,-185000000.0,2406700000.0,,37500000.0,427100000.0,42300000.0,3602100000.0,,-64100000.0,292100000.0,292100000.0,1600000.0,249800000.0,1.49,151900000.0,,17400000.0,1224800000,277600000,,377500000,-17100000.0,172200000,292100000.0,-56100000.0,,,0.0,1959900000.0,8500000.0,2336300000.0,158600000.0,-132100000.0,118500000.0,233600000,27400000.0,705200000.0,1195400000.0,847300000,79100000.0,1256600000.0,792800000.0,1.45,143900000,172200000,172200000,197200000.0,1174400000.0,100900000.0,146100000.0,-180000000.0,1631100000.0,110500000.0,1265800000.0,143900000,-1000000.0,,,
2019-06-30,,189000000.0,12600000.0,700000,,-34200000.0,-26200000.0,,100400000.0,-3800000.0,399000000.0,230100000,-19000000.0,46600000.0,65900000.0,-423900000.0,46800000,-354700000.0,139100000.0,2838200000.0,,372800000.0,556200000.0,44600000.0,3880700000.0,,-71200000.0,273200000.0,273200000.0,1600000.0,292100000.0,,133700000.0,,11600000.0,1211200000,287300000,,399600000,-384400000.0,183300000,273200000.0,-56100000.0,,612900000.0,-277500000.0,2087700000.0,10100000.0,2753100000.0,160700000.0,170300000.0,,240800000,-20900000.0,802600000.0,1042300000.0,811600000,87000000.0,1500000000.0,664000000.0,,158800000,183300000,183300000,232700000.0,1470400000.0,86700000.0,125700000.0,-137400000.0,1950500000.0,105100000.0,1127600000.0,158800000,-3500000.0,,,
2019-09-30,114400000.0,186200000.0,14200000.0,3800000,399400000.0,258100000.0,-20300000.0,,133200000.0,-2500000.0,-86400000.0,63800000,85100000.0,,62800000.0,,7900000,-48100000.0,63800000.0,3124900000.0,,-106700000.0,774900000.0,48600000.0,4220100000.0,,-79500000.0,358300000.0,358300000.0,1600000.0,273200000.0,0.49,89600000.0,,11800000.0,948600000,126600000,,221100000,-86300000.0,55900000,358300000.0,-55400000.0,,,0.0,2082000000.0,11800000.0,3076500000.0,154700000.0,-222000000.0,117100000.0,73100000,7500000.0,1040800000.0,1095100000.0,727500000,110500000.0,1495100000.0,600700000.0,0.48,148000000,55900000,55900000,24700000.0,1368800000.0,96000000.0,148700000.0,-40000000.0,2035700000.0,136100000.0,1143600000.0,148000000,-17900000.0,,,
2019-12-31,114700000.0,137500000.0,15500000.0,-2400000,399500000.0,22400000.0,-22700000.0,,136700000.0,-5700000.0,97900000.0,10500000,-124300000.0,,65200000.0,,400000,-221500000.0,-10600000.0,3374000000.0,,75200000.0,847000000.0,51200000.0,4384600000.0,,-67700000.0,234000000.0,234000000.0,1600000.0,358300000.0,0.09,92700000.0,,18500000.0,968700000,77200000,,187800000,-244900000.0,10100000,234000000.0,-61800000.0,,,0.0,2030100000.0,25100000.0,3259200000.0,150300000.0,-30500000.0,117200000.0,26800000,-8300000.0,1124900000.0,1010600000.0,780900000,112400000.0,1660800000.0,616000000.0,0.09,161000000,10100000,10100000,31900000.0,1449300000.0,98900000.0,151800000.0,-801800000.0,2134300000.0,160600000.0,1125400000.0,161000000,-700000.0,,,
