date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualEbitda,annualRepaymentOfDebt,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingRepaymentOfDebt,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossPPE,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingExpense,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,trailingStockBasedCompensation,annualInvestingCashFlow,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualInventory,annualGoodwill,trailingBeginningCashPosition,annualInterestExpense,annualStockBasedCompensation,trailingNetIncome,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,trailingChangeInInventory,annualDeferredIncomeTax,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualFreeCashFlow,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyRetainedEarnings,quarterlyFreeCashFlow,annualOperatingIncome,trailingChangeInWorkingCapital,annualTotalRevenue,annualNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualRetainedEarnings,trailingFreeCashFlow,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualTaxProvision,quarterlyDilutedEPS,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualDilutedEPS,annualEndCashPosition,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,annualOtherCurrentAssets,annualCostOfRevenue,trailingPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualBasicAverageShares,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetPPE,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,annualCommonStockIssuance,trailingDilutedEPS,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1985-07-31,,,,,,,,0.0,,,,,,,,0.0,,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548571429.0,,,,,0.0,360900000.0,,,,,,,,,360900000.0,,,,,,,,,,,,,,,,,,,,,,360900000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0175,,0.0,,,9600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360900000.0,,,,,,9600000.0,9600000.0,548571429.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,,,,108200000.0,,,3000000.0,0.0,,1400000.0,,,,,,311600000.0,68700000.0,,134700000.0,2100000.0,,,-179000000.0,,0.0,,,,800000.0,68700000.0,68700000.0,443700000.0,272400000.0,237000000.0,,,,,,,,48100000.0,,,,,265100000.0,,,,,,,0.0,430500000.0,,38600000.0,,,,,,443700000.0,-991600000.0,,0.0,,,109900000.0,,,11400000.0,,,,,264700000.0,134700000.0,,,,,,345200000.0,,-991600000.0,,,-179000000.0,,,0.065,249300000.0,113800000.0,593846154.0,0.0,,,299800000.0,0.0,80100000.0,,1502200000.0,,,288500000.0,,135500000.0,299800000.0,,,,38600000.0,33100000.0,,560900000.0,560900000.0,71700000.0,800000.0,13900000.0,0.065,0.0,272400000.0,64300000.0,,,2100000.0,1157000000.0,,,,,1400000.0,,,,,,,,,249300000.0,,7700000.0,7700000.0,311600000.0,,,,-726500000.0,593846154.0,,68700000.0,,,13900000.0,13900000.0,,0.0,0.0,109900000.0,288500000.0,48100000.0,64300000.0,,,,,,113800000.0,,,,,264700000.0,135500000.0,0.0,,,38600000.0,,,,,,,,,,,,,,,,,
1986-01-31,,,,,,,,0.0,,,,,,,,0.0,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593333333.0,,,,,0.0,480800000.0,,,,,,,,,480800000.0,,,,,,,,,,,,,,,,,,,,,,480800000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.015,,0.0,,,8900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480800000.0,,,,,,8900000.0,8900000.0,593333333.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,,,,,,,,0.0,,,,,,,,0.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510000000.0,,,,,0.0,442200000.0,,,,,,,,,442200000.0,,,,,,,,,,,,,,,,,,,,,,442200000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.01,,0.0,,,5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442200000.0,,,,,,5100000.0,5100000.0,510000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-31,,,,,,,,0.0,,,,,,,,0.0,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000.0,,,,,0.0,485000000.0,,,,,,,,,485000000.0,,,,,,,,,,,,,,,,,,,,,,485000000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.015,,0.0,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485000000.0,,,,,,9000000.0,9000000.0,600000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-31,,,,104900000.0,,,4500000.0,0.0,,0.0,,,,,,339900000.0,84000000.0,,123400000.0,2500000.0,,,-205600000.0,,0.0,,,,1100000.0,84000000.0,84000000.0,460800000.0,264000000.0,271300000.0,,,,,,,,54600000.0,,,,,302000000.0,,,,,,,0.0,552200000.0,,39100000.0,,,,,,460800000.0,-1333800000.0,,0.0,,,116500000.0,,,7900000.0,,,,,255200000.0,123400000.0,,,,,,376200000.0,,-1333800000.0,,,-205600000.0,,,0.065,244800000.0,120300000.0,601538462.0,0.0,,,328200000.0,0.0,74200000.0,,1960200000.0,,,320700000.0,,124500000.0,328200000.0,,,,39100000.0,31800000.0,,584700000.0,584700000.0,70900000.0,1100000.0,16100000.0,0.065,0.0,264000000.0,65700000.0,,,2500000.0,1584000000.0,,,,,0.0,,,,,,,,,244800000.0,,8800000.0,8800000.0,339900000.0,,,,-1031800000.0,601538462.0,,84000000.0,,,16100000.0,16100000.0,,0.0,0.0,116500000.0,320700000.0,54600000.0,65700000.0,,,,,,120300000.0,,,,,255200000.0,124500000.0,0.0,,,39100000.0,,,,,,,,,,,,,,,,,
1987-01-31,,,,,,,,0.0,,,,,,,,0.0,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000.0,,,,,0.0,440500000.0,,,,,,,,,440500000.0,,,,,,,,,,,,,,,,,,,,,,440500000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0075,,0.0,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440500000.0,,,,,,4500000.0,4500000.0,600000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,,,,,,,,0.0,,,,,,,,0.0,,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571428571.0,,,,,0.0,556900000.0,,,,,,,,,556900000.0,,,,,,,,,,,,,,,,,,,,,,556900000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0175,,0.0,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556900000.0,,,,,,10000000.0,10000000.0,571428571.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,,,,,,,,0.0,,,,,,,,0.0,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565000000.0,,,,,0.0,574800000.0,,,,,,,,,574800000.0,,,,,,,,,,,,,,,,,,,,,,574800000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.02,,0.0,,,11300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574800000.0,,,,,,11300000.0,11300000.0,565000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,,46700000.0,,120400000.0,,,1600000.0,0.0,,3100000.0,,,,,,373100000.0,64300000.0,,166800000.0,13500000.0,,,-233700000.0,,0.0,,,,51200000.0,64300000.0,64300000.0,497600000.0,332000000.0,291600000.0,,,,,,,,55000000.0,,,,,324100000.0,,,,,,,0.0,741900000.0,,45900000.0,,,,,,497600000.0,-1484300000.0,,0.0,,,136400000.0,,,9500000.0,,,,,263900000.0,166800000.0,,,,,,412000000.0,,-1484300000.0,,,-233700000.0,,,0.075,324900000.0,106900000.0,612000000.0,0.0,,,362400000.0,0.0,87900000.0,,2314100000.0,,,366000000.0,,218000000.0,362400000.0,,,,45900000.0,33900000.0,,698000000.0,698000000.0,79800000.0,51200000.0,20100000.0,0.075,0.0,332000000.0,48800000.0,,,13500000.0,1902100000.0,,,,,3100000.0,,,,,,,,,324900000.0,,21400000.0,21400000.0,373100000.0,,,,-1160200000.0,612000000.0,,64300000.0,,,20100000.0,20100000.0,,0.0,0.0,136400000.0,366000000.0,55000000.0,48800000.0,,,,,,106900000.0,,,,,263900000.0,218000000.0,0.0,,,45900000.0,46700000.0,,,,,,,,,,,,,,,,
1988-01-31,,,,,,,,0.0,,,,,,,,0.0,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610000000.0,,,,,0.0,554900000.0,,,,,,,,,554900000.0,,,,,,,,,,,,,,,,,,,,,,554900000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.02,,0.0,,,12200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554900000.0,,,,,,12200000.0,12200000.0,610000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-30,,,,,,,,0.0,,,,,,,,0.0,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608000000.0,,,,,0.0,535700000.0,,,,,,,,,535700000.0,,,,,,,,,,,,,,,,,,,,,,535700000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0125,,0.0,,,7600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535700000.0,,,,,,7600000.0,7600000.0,608000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
