date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualEbitda,annualRepaymentOfDebt,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingRepaymentOfDebt,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossPPE,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingExpense,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,trailingStockBasedCompensation,annualInvestingCashFlow,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualInventory,annualGoodwill,trailingBeginningCashPosition,annualInterestExpense,annualStockBasedCompensation,trailingNetIncome,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,trailingChangeInInventory,annualDeferredIncomeTax,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualFreeCashFlow,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyRetainedEarnings,quarterlyFreeCashFlow,annualOperatingIncome,trailingChangeInWorkingCapital,annualTotalRevenue,annualNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualRetainedEarnings,trailingFreeCashFlow,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualTaxProvision,quarterlyDilutedEPS,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualDilutedEPS,annualEndCashPosition,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,annualOtherCurrentAssets,annualCostOfRevenue,trailingPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualBasicAverageShares,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetPPE,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,annualCommonStockIssuance,trailingDilutedEPS,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1979-10-31,,,,68400000.0,,,1800000.0,,,-323100000.0,-374840000.0,1884648000.0,978806000.0,,,,48400000.0,,110100000.0,,,18070000.0,,,0.0,39201000.0,-293838000.0,213765000.0,,,,219300000.0,-195400000.0,137200000.0,,165209000.0,,-926244000.0,,,,,0.0,,979148000.0,,149300000.0,727584000.0,,-20180000.0,,727584000.0,28641000.0,,,,30000000.0,,,,,,,,19707000.0,0.0,-11146000.0,-437053000.0,77800000.0,,459136000.0,4000000.0,,978806000.0,7612669000.0,,,,,,,,,205600000.0,,,,,-100100000.0,-123843000.0,,0.05,-183600000.0,,600000000.0,0.0,,,,,56300000.0,-215548000.0,1414000000.0,,-44109000.0,,,,171800000.0,629158000.0,,1209715000.0,30000000.0,24100000.0,,0.0,,54100000.0,700000.0,,0.05,0.0,,28700000.0,,9497317000.0,700000.0,1208400000.0,-20975000.0,,220153000.0,1157064000.0,,,230567000.0,672901000.0,,,,,,,-174246000.0,,-314600000.0,183600000.0,,,,,600000000.0,,48400000.0,,,,,,,,,195400000.0,,,,922996000.0,,,,-294400000.0,,17758000.0,,,119200000.0,110800000.0,0.0,,,30000000.0,,,,,,,,,,,,,,,,,
1980-10-31,,,,71500000.0,,,700000.0,,,-100000.0,,,,,,,17600000.0,,118200000.0,,,,,,0.0,,,,,,,270600000.0,166900000.0,150300000.0,,,,,,,,,,,,,163800000.0,,,,,,,,,,32800000.0,,,,,,,,,0.0,,,96000000.0,,,1900000.0,,,,,,,,,,,,221800000.0,,,,,-109800000.0,,,0.055,147500000.0,,596363636.0,0.0,,,,,58000000.0,,1322000000.0,,,,,,196500000.0,,,,32800000.0,24100000.0,,355800000.0,,56900000.0,900000.0,,0.055,0.0,,28500000.0,,,1900000.0,1100200000.0,,,,,,,,,,,,,,,,,6100000.0,208300000.0,,,,,596363636.0,,17600000.0,,,,,,,,,188900000.0,,,,,,,,28400000.0,,,,,160800000.0,119100000.0,0.0,,,32800000.0,,,,,,,,,,,,,,,,,
1981-10-31,,,,57300000.0,,,-100000.0,,,100000.0,,,,,,,20600000.0,,126900000.0,,,,,,0.0,,,,,,,349700000.0,238100000.0,165700000.0,,,,,,,,5000000.0,,,,,179600000.0,,,,,,,,,,27300000.0,,,,,,,,,0.0,,,89700000.0,,,2300000.0,,,,,,,,,,,,223000000.0,,,,,-120900000.0,,,0.045,198400000.0,,606666667.0,0.0,,,,,43400000.0,,1434000000.0,,,,,,215000000.0,,,,27300000.0,13600000.0,,425100000.0,,40900000.0,600000.0,,0.045,0.0,,65800000.0,,,800000.0,1211000000.0,,,,,,,,,,,,,,,,,9300000.0,226700000.0,,,,,606666667.0,,20600000.0,,,,,,,,,187000000.0,,,,,,,,70900000.0,,,,,228800000.0,127500000.0,0.0,,,27300000.0,,,,,,,,,,,,,,,,,
1982-10-31,,,,60000000.0,,,4200000.0,,,0.0,,,,,,,22700000.0,,132200000.0,,,,,,0.0,,,,,,,396200000.0,286600000.0,163000000.0,,,,,,,,22200000.0,,,,,180600000.0,,,,,,,,,,28100000.0,,,,,,,,,0.0,,,95200000.0,,,1600000.0,,,,,,,,,,,,223000000.0,,,,,-119500000.0,,,0.0475,243300000.0,,591578947.0,0.0,,,,,42400000.0,,1426600000.0,,,,,,233800000.0,,,,28100000.0,17000000.0,,488900000.0,,45100000.0,600000.0,,0.0475,0.0,,88300000.0,,,4700000.0,1203600000.0,,,,,,,,,,,,,,,,,9900000.0,245600000.0,,,,,591578947.0,,22700000.0,,,,,,,,,202300000.0,,,,,,,,110500000.0,,,,,276700000.0,132800000.0,0.0,,,28100000.0,,,,,,,,,,,,,,,,,
1983-10-31,,,,87600000.0,,,3700000.0,,,200000.0,,,,,,,57700000.0,,135900000.0,,,,,,0.0,,,,,,,404000000.0,280800000.0,176100000.0,,,,,,,,30100000.0,,,,,202500000.0,,,,,,,,,,27900000.0,,,,,,,,,0.0,,,90000000.0,,,14000000.0,,,,,,,,,,,,263700000.0,,,,,-133900000.0,,,0.0475,248700000.0,,587368421.0,0.0,,,,,61200000.0,,1417700000.0,,,,,,252100000.0,,,,27900000.0,22900000.0,,512600000.0,,50800000.0,300000.0,,0.0475,0.0,,82200000.0,,,4700000.0,1154000000.0,,,,,,,,,,,,,,,,,10700000.0,263900000.0,,,,,587368421.0,,57700000.0,,,,,,,,,231800000.0,,,,,,,,112500000.0,,,,,270100000.0,136200000.0,0.0,,,27900000.0,,,,,,,,,,,,,,,,,
1984-04-30,,,,,,,,,,,,,,,,0.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560000000.0,,,,,,342400000.0,,,,,,,,,342400000.0,,,,,,,,,,,,,,,,,,,,,,342400000.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.01,,0.0,,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342400000.0,,,,,,5600000.0,5600000.0,560000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-07-31,,,,,,,,0.0,,,,,,,,0.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520000000.0,,,,,0.0,356400000.0,,,,,,,,,356400000.0,,,,,,,,,,,,,,,,,,,,,,356400000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.01,,0.0,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356400000.0,,,,,,5200000.0,5200000.0,520000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-10-31,,,,90300000.0,,,1200000.0,0.0,,-100000.0,,,,,,283400000.0,50200000.0,,120700000.0,2300000.0,,,-153900000.0,,0.0,,,,25400000.0,50200000.0,50200000.0,417800000.0,272900000.0,197600000.0,,,,,,,,38200000.0,,,,,224700000.0,,,,,,,0.0,403300000.0,,29500000.0,,,,,,417800000.0,-988000000.0,,0.0,,,115100000.0,,,11000000.0,,,,,263900000.0,120700000.0,,,,,,287900000.0,,-988000000.0,,,-153900000.0,,,0.05,241900000.0,95800000.0,590000000.0,0.0,,,271600000.0,0.0,63200000.0,,1454500000.0,,,252400000.0,,146100000.0,271600000.0,,,,29500000.0,23800000.0,,525300000.0,525300000.0,53300000.0,25400000.0,7700000.0,0.05,0.0,272900000.0,57700000.0,,,2300000.0,1166600000.0,,,,,-100000.0,,,,,,,,,241900000.0,,9000000.0,9000000.0,283400000.0,,,,-763300000.0,590000000.0,,50200000.0,,,7700000.0,7700000.0,,0.0,0.0,115100000.0,252400000.0,38200000.0,57700000.0,,,,,,95800000.0,,,,,263900000.0,146100000.0,0.0,,,29500000.0,,,,,,,,,,,,,,,,,
1985-01-31,,,,,,,,0.0,,,,,,,,0.0,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553333333.0,,,,,0.0,357200000.0,,,,,,,,,357200000.0,,,,,,,,,,,,,,,,,,,,,,357200000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.015,,0.0,,,8300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357200000.0,,,,,,8300000.0,8300000.0,553333333.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-30,,,,,,,,0.0,,,,,,,,0.0,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552000000.0,,,,,0.0,353600000.0,,,,,,,,,353600000.0,,,,,,,,,,,,,,,,,,,,,,353600000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0125,,0.0,,,6900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353600000.0,,,,,,6900000.0,6900000.0,552000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
