date,annualAccountsReceivable,quarterlyOperatingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualDilutedEPS,trailingChangeInWorkingCapital,quarterlyNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualPurchaseOfInvestment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCapitalStock,annualAccountsPayable,annualEbitda,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherInvestingChanges,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingCapitalExpenditure,annualCurrentAssets,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyGrossPPE,trailingChangesInAccountReceivables,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingInterestExpense,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyPretaxIncome,trailingCostOfRevenue,annualFreeCashFlow,annualCurrentDebt,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualChangeInInventory,trailingTaxProvision,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,annualDeferredIncomeTax,trailingStockBasedCompensation,annualOtherIntangibleAssets,trailingChangeInInventory,quarterlyChangeInInventory,quarterlyGoodwill,trailingBasicEPS
1970-01-01 00:00:00.631065600,8000000.0,5300000.0,231700000.0,2100000.0,-35100000.0,-19200000.0,,19000000.0,15900000.0,,,,37300000.0,,,-5500000.0,16200000.0,146100000.0,,,8000000.0,,564400000.0,50400000.0,14634146.0,0.0,,0.82,,2100000.0,231700000.0,-18500000.0,,,,4700000.0,,,,124100000.0,-9100000.0,-5000000.0,44900000.0,476300000.0,,4200000.0,,,,,14634146.0,,,7200000.0,,,140300000.0,,476300000.0,,19500000.0,0.0,0.0,29400000.0,-6400000.0,,-2800000.0,8200000.0,,-1500000.0,1500000.0,,,564400000.0,2100000.0,476300000.0,,,416500000.0,,,,1200000.0,15400000.0,,33100000.0,-6300000.0,,,,,3600000.0,,,,3000000.0,,,,,,,146100000.0,,12000000.0,,,-600000.0,-3000000.0,,-13500000.0,7000000.0,,500000.0,,,,34700000.0,-48200000.0,,-4100000.0,90100000.0,,,1200000.0,,,,,4000000.0,,-28700000.0,29400000.0,,-1700000.0,,,-18500000.0,1900000.0,35900000.0,,-3200000.0,476300000.0,,1000000.0,,-11700000.0,,,,22600000.0,,31700000.0,,-2000000.0,,0.82,416500000.0,12000000.0,,,,45600000.0,-34000000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.638841600,,7700000.0,,1600000.0,,,,,,,0.1,,-4200000.0,,,,,,,,7100000.0,,,,,,,,,1600000.0,231400000.0,,,,,,,,,,-9100000.0,-5800000.0,,,,4600000.0,16000000.0,,,,,50100000.0,,,,,,,478500000.0,,,0.0,,29500000.0,1800000.0,,,8300000.0,,-400000.0,-200000.0,,,562100000.0,1600000.0,,,,418300000.0,,,,200000.0,,,,,,,,,,,,,,,,,,,,142200000.0,,,,0.1,,-100000.0,,-5800000.0,,,2200000.0,,,,,,,,,,,600000.0,,,,,3500000.0,,,,,-400000.0,,,,1900000.0,35300000.0,,,478500000.0,,-2100000.0,200000.0,-5900000.0,,16000000.0,,21600000.0,,30700000.0,,3600000.0,,,,,,,,-6100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.646704000,,3900000.0,,2500000.0,,,,,,,0.14,,-8900000.0,,,,,,,,6900000.0,,,,,700000.0,,,,2500000.0,230300000.0,,,,,,,,,,-9000000.0,-5900000.0,,,,4500000.0,17857143.0,,,,,,,,,,,,483100000.0,,,0.0,,30000000.0,-4800000.0,,,8700000.0,,1100000.0,-100000.0,,,556100000.0,2500000.0,,,,415100000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,139800000.0,,,,0.14,,1600000.0,,-7000000.0,,,-3100000.0,,,,,,,,,,,1000000.0,,,,,4500000.0,,,,,-400000.0,,,,2000000.0,37000000.0,,,483100000.0,,900000.0,0.0,-8700000.0,,17857143.0,,23500000.0,,32500000.0,,-4000000.0,,,,,,,,-5800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.654652800,,6200000.0,,1300000.0,,,,,,,0.08,,-3300000.0,,,,,,,,6300000.0,,,,,,,,,1300000.0,230100000.0,,,,,,,,,,-9600000.0,-5800000.0,,,,4800000.0,16250000.0,,,,,,,,,,,,488300000.0,,,0.0,,30800000.0,-1500000.0,,,8600000.0,,-2500000.0,-200000.0,,,555900000.0,1300000.0,,,,420000000.0,,,,3900000.0,,,,,,,,,,,,,,,,,,,,134900000.0,,,,0.08,,0.0,,-3800000.0,,,2800000.0,,,,,,,,,,,800000.0,,,,,3300000.0,,,,,-200000.0,,,,2000000.0,36800000.0,,,488300000.0,,-400000.0,0.0,-7700000.0,,16250000.0,,22400000.0,,32000000.0,,600000.0,,,,,,,,-5700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.662601600,8200000.0,6400000.0,229800000.0,500000.0,-25300000.0,-23700000.0,,13800000.0,6300000.0,,,,-8700000.0,,,-1500000.0,19100000.0,129300000.0,,,8200000.0,,551300000.0,-24000000.0,16571429.0,200000.0,,0.35,,500000.0,229800000.0,,,,,3200000.0,,,,131200000.0,-11600000.0,-6200000.0,200000.0,494000000.0,,5200000.0,,,,,16571429.0,,,900000.0,,,150300000.0,,494000000.0,,24200000.0,0.0,0.0,31200000.0,-4500000.0,,1600000.0,9100000.0,,-1000000.0,-300000.0,,,551300000.0,500000.0,494000000.0,,,421300000.0,,,,2100000.0,50100000.0,,34700000.0,-2800000.0,,,,,3600000.0,,,,,,,,,,,129300000.0,,5800000.0,,,-800000.0,100000.0,,-8700000.0,8000000.0,,1300000.0,,,,-25100000.0,-33200000.0,,-1300000.0,91900000.0,,,1100000.0,,,,,2500000.0,,-9000000.0,31200000.0,,-300000.0,,,,2000000.0,41200000.0,,800000.0,494000000.0,,100000.0,0.0,-10900000.0,,,,24400000.0,,36000000.0,,600000.0,,0.35,421300000.0,5800000.0,,,,-6400000.0,-39300000.0,5800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.670377600,,9800000.0,,1400000.0,,,,,,,0.08,,-2500000.0,,,,,,,,6700000.0,,,,,,,,,1400000.0,229500000.0,,,,,,,,,,-10100000.0,-6200000.0,,,,5200000.0,17500000.0,,,,,25100000.0,,,,,,,496200000.0,,,0.0,,32500000.0,3200000.0,,,9100000.0,,400000.0,700000.0,,,550300000.0,1400000.0,,,,424600000.0,,,,,,,,,,,,,,,,,,,,,,,,125100000.0,,,,0.08,,-200000.0,,-6800000.0,,,2800000.0,,,,,,,,,,,900000.0,,,,,3500000.0,,,,,-600000.0,,,,2100000.0,39000000.0,,,496200000.0,,-3200000.0,,-6600000.0,,17500000.0,,23700000.0,,33800000.0,,6400000.0,,,,,,,,-5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.678240000,,7300000.0,,1300000.0,,,,,,,0.07,,-5000000.0,,,,,,,,6400000.0,,,,,,,,,1200000.0,252300000.0,,,,,,,,,,-10300000.0,-6300000.0,,,,5300000.0,17142857.0,,,,,,,,,,,,496700000.0,,,0.0,,11700000.0,900000.0,,,9300000.0,,1300000.0,300000.0,,,544600000.0,1200000.0,,,,423900000.0,,,,,,,,,,,,,,,,,,,,,,,,120200000.0,,,,0.07,,100000.0,,-6300000.0,,,-1400000.0,,,,,,,,,,,800000.0,,,,,3600000.0,,,,,-18100000.0,,,,2300000.0,40000000.0,,,496700000.0,,900000.0,,-6400000.0,,17142857.0,,24400000.0,,34700000.0,,-200000.0,,,,,,,,-6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.686188800,,2900000.0,,500000.0,,,,,,,0.04,,-5400000.0,,,,,,,,6200000.0,,,,,,,,,700000.0,255100000.0,,,,,,,,,,-10500000.0,-6400000.0,,,,5500000.0,17500000.0,,,,,,,,,,,,495900000.0,,,0.0,,11700000.0,-100000.0,,,9900000.0,,-3500000.0,-400000.0,,,541000000.0,700000.0,,,,426600000.0,,,,,,,,,,,,,,,,,,,,,,,,114200000.0,,,,0.04,,-200000.0,,-3200000.0,,,300000.0,,,,,,,,,,,600000.0,,,,,2800000.0,,,,,-2800000.0,,,,2300000.0,39900000.0,,,495900000.0,,3300000.0,,-3000000.0,,17500000.0,,23900000.0,,34400000.0,,-6400000.0,,,,,,,,-5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.694137600,7700000.0,7000000.0,241500000.0,1100000.0,-18700000.0,-25400000.0,,13200000.0,,,,,31200000.0,,,1600000.0,21900000.0,151500000.0,,,7700000.0,,563100000.0,10000000.0,17142857.0,,,0.28,,1600000.0,241500000.0,,,,,2100000.0,,,,140000000.0,-11300000.0,-6500000.0,42300000.0,487100000.0,,5900000.0,,,,,17142857.0,,,100000.0,,,161900000.0,,487100000.0,,27000000.0,0.0,0.0,11700000.0,2800000.0,,1500000.0,9800000.0,,-700000.0,-300000.0,,,563100000.0,1600000.0,487100000.0,,,411700000.0,,,,,25100000.0,,38100000.0,-2500000.0,,,,,3400000.0,,,,,,,,,,,151500000.0,,4800000.0,,,-1000000.0,1800000.0,,-2400000.0,8900000.0,,400000.0,,,,18300000.0,-20200000.0,,-30300000.0,97700000.0,,,1200000.0,,,,,3300000.0,,6800000.0,11700000.0,,-8800000.0,,,,2200000.0,43000000.0,,-800000.0,487100000.0,,600000.0,,-4200000.0,,,,25800000.0,,37100000.0,,-600000.0,,0.28,411700000.0,4800000.0,,,,26600000.0,-42300000.0,4300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.702000000,,8100000.0,,1700000.0,,,,,,,0.08,,-13700000.0,,,,,,,,,,,,,,,,,1700000.0,228500000.0,,,,,,,,,,-13300000.0,-6000000.0,,,,5700000.0,21250000.0,,,,,43400000.0,,,,,,,16300000.0,,,0.0,,,4900000.0,,,9100000.0,,700000.0,-200000.0,,,555000000.0,1700000.0,,,,383000000.0,,,,,,,,,,,,,,,,,,,,,,,,172000000.0,,,,0.08,,-8200000.0,,-11400000.0,,,200000.0,,,,,,,,,,,1000000.0,,,,,,,,,,-25300000.0,,,-73400000.0,,44100000.0,,,16300000.0,,-1100000.0,,-3200000.0,,21250000.0,,25100000.0,,38400000.0,,1800000.0,,,,,,,,-10400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.709862400,,5300000.0,,1600000.0,,,,,,,0.1,,23800000.0,,,,,,,,,,,,,,,,,2200000.0,227900000.0,,,,,,,,,,-12900000.0,-7400000.0,,,,5800000.0,22000000.0,,,,,,,,,,,,44600000.0,,,0.0,,,-7300000.0,,,8800000.0,,-1900000.0,-500000.0,,,613300000.0,2200000.0,,,,380800000.0,,,,,,,,,,,,,,,,,,,,,,,,232500000.0,,,,0.1,,-28200000.0,,-39200000.0,,,-800000.0,,,,,,,,,,,800000.0,,,,,,,,,,-1000000.0,,,-79400000.0,,42800000.0,,,44600000.0,,3300000.0,,-12600000.0,,22000000.0,,24100000.0,,37000000.0,,-5400000.0,,,,,,,,57800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.717811200,,7300000.0,,1700000.0,,,,,,,0.15,,-16900000.0,,,,,,,,,,,,,,,,,3500000.0,225000000.0,,,,,,,,,,-14100000.0,-8800000.0,,,,5700000.0,23333333.0,,,,,,,,,,,,61300000.0,,,0.0,,,12600000.0,,,8700000.0,,-2000000.0,0.0,,,607500000.0,3500000.0,,,,380000000.0,,,,,,,,,,,,,,,,,,,,,,,,227500000.0,,,,0.15,,37200000.0,,-12100000.0,,,1300000.0,,,,,,,,,,,,,,,,,,,,,-3400000.0,,,-85300000.0,,44300000.0,,,61300000.0,,1200000.0,100000.0,5300000.0,,23333333.0,,24500000.0,,38600000.0,,-1400000.0,,,,,,,,-12200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.725760000,,7500000.0,216300000.0,4400000.0,-58200000.0,-31100000.0,,,10100000.0,,,,-300000.0,,,2500000.0,24000000.0,222900000.0,,,,,603800000.0,22900000.0,22926829.0,,,0.41,,1800000.0,216300000.0,-92900000.0,-28200000.0,,,1100000.0,,,,155700000.0,-11400000.0,-8900000.0,67100000.0,35600000.0,,6800000.0,,,,,22926829.0,,,,,,179700000.0,485700000.0,35600000.0,,28200000.0,0.0,0.0,6100000.0,2800000.0,,-24900000.0,8500000.0,24800000.0,-1800000.0,500000.0,,,603800000.0,1800000.0,35600000.0,,,380900000.0,,,,,43400000.0,,35200000.0,-5000000.0,,,,,4100000.0,,,,,,,,,,,222900000.0,,9400000.0,,,-200000.0,-25700000.0,,4500000.0,,,400000.0,,,,-7100000.0,-15200000.0,,-33800000.0,102200000.0,,,,,,,,,,13000000.0,6100000.0,,-4100000.0,,485700000.0,-92900000.0,,46700000.0,,-7800000.0,35600000.0,,-900000.0,200000.0,-4700000.0,,,,28500000.0,,39900000.0,,-2800000.0,,0.41,380900000.0,9400000.0,,,,-12300000.0,-53500000.0,9500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.733536000,,8000000.0,,2600000.0,,,,,,,0.1,,-8900000.0,,,,,,,,,,,,,,,,,2500000.0,216400000.0,,,,,,,,,,-14300000.0,-9500000.0,,,,6100000.0,25000000.0,,,,,36300000.0,,,,,,,520500000.0,,,0.0,,,200000.0,,,8500000.0,,-3100000.0,-3300000.0,,,596800000.0,2500000.0,,,,377300000.0,,,,25300000.0,,,,,,,,,,,,,,,,,,,,219500000.0,,,,0.1,,-21600000.0,,-4100000.0,,,1100000.0,,,,,,,,,,,1000000.0,,,,,,,,,,-4100000.0,,,-100000000.0,,47000000.0,,,520500000.0,,3300000.0,800000.0,-7800000.0,,25000000.0,,26600000.0,,40900000.0,,-4000000.0,,,,,,,,-12800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.741398400,,7100000.0,,3800000.0,,,,,,,0.1,,-9300000.0,,,,,,,,,,,,,,,,,2800000.0,159500000.0,,,,,,,,,,-15400000.0,-8400000.0,,,,6300000.0,28000000.0,,,,,,,,,,,,5200000.0,,,0.0,,,14900000.0,,,7700000.0,,100000.0,15200000.0,,,607200000.0,2800000.0,,,,321500000.0,,,,5100000.0,,,,,,,,,,,,,,,,,,,,285700000.0,,,,0.1,,-21900000.0,,-23200000.0,,,0.0,,,,,,,,,,,1300000.0,,,,,,,,,,-57700000.0,,552800000.0,-107900000.0,,49800000.0,,,5200000.0,,-3200000.0,72800000.0,,,28000000.0,,28100000.0,,43500000.0,,200000.0,,,,,,,,6800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.749347200,,8400000.0,,4700000.0,,,,,,,0.16,,-7800000.0,,,,,,,,,,,,,,,,,4500000.0,191400000.0,,,,,,,,,,-16000000.0,-10000000.0,,,,7000000.0,28125000.0,,,,,,,,,,,,4200000.0,,,0.0,,,-11500000.0,,,7300000.0,,-4400000.0,0.0,,,635900000.0,4500000.0,,,,355300000.0,,,,1100000.0,,,,,,,,,,,,,,,,,,,,280600000.0,,,,0.16,,-33200000.0,,-37800000.0,,,100000.0,,,,,,,,,,,1000000.0,,,,,,,,,,-600000.0,,569900000.0,-114100000.0,,51900000.0,,,4200000.0,,4800000.0,200000.0,,,28125000.0,,28900000.0,,44900000.0,,-8600000.0,,,,,,,,21700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.757296000,,11700000.0,196400000.0,4500000.0,-110700000.0,-38100000.0,,,31600000.0,,,,-700000.0,,,5900000.0,26000000.0,284200000.0,,,,,690900000.0,48800000.0,24459459.0,,,0.74,,8200000.0,196400000.0,-116800000.0,,,,5400000.0,,,,176700000.0,-16600000.0,-10200000.0,79500000.0,4000000.0,,6600000.0,,,,,24133333.0,,,,,,202700000.0,623000000.0,4000000.0,,35200000.0,0.0,0.0,30500000.0,-2700000.0,,-108000000.0,8100000.0,,-4400000.0,-300000.0,,,690900000.0,8200000.0,4000000.0,,,406700000.0,,,,100000.0,36300000.0,,31600000.0,-11800000.0,,,,,4700000.0,,,,,,,,,,,284200000.0,,18100000.0,,,-200000.0,-31300000.0,,-45600000.0,,,4200000.0,,,,-26700000.0,-34300000.0,,-89800000.0,114500000.0,,,1400000.0,,,,,,,900000.0,30500000.0,,-27400000.0,,623000000.0,-116800000.0,,53700000.0,,-12800000.0,4000000.0,,1000000.0,5700000.0,-14400000.0,,,,30500000.0,,47100000.0,,-400000.0,,0.75,406700000.0,18100000.0,,,,33100000.0,-62200000.0,16100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.765072000,,9600000.0,,4100000.0,,,,,,,0.15,,-700000.0,,,,,,,,,,,,,,,,,4100000.0,242600000.0,,,,,,,,,,-19900000.0,-10300000.0,,,,7000000.0,27333333.0,,,,,9600000.0,,,,,,,3900000.0,,,0.0,,,900000.0,,,8200000.0,-4600000.0,-2200000.0,200000.0,,,698500000.0,4100000.0,,,,419500000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,279000000.0,,,,0.15,,,,-13200000.0,,,300000.0,,,,,,,,,,,1400000.0,,,,,,,,,,-500000.0,,625200000.0,-123700000.0,,60600000.0,,,3900000.0,,2300000.0,,-8700000.0,,27333333.0,,33700000.0,,53600000.0,,-3800000.0,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.772934400,,11300000.0,,5200000.0,,,,,,,0.17,,3500000.0,,,,,,,,35900000.0,,,,,,,,,5200000.0,202100000.0,,,,,,,,,,-17800000.0,-10300000.0,,,,7500000.0,30588235.0,,,,,,,,,,,,3700000.0,,,0.0,,,-23500000.0,,,7600000.0,,2600000.0,37200000.0,,,726200000.0,5200000.0,,,,370400000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,355800000.0,,,,0.17,,,,-34600000.0,,,-1100000.0,,,,,,,,,,,1800000.0,,,,,,,,,,-48300000.0,,653800000.0,-130800000.0,,57800000.0,,,3700000.0,,-4400000.0,,-34800000.0,,30588235.0,,32500000.0,,50300000.0,,3000000.0,,,,,,,,26900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.780883200,,9700000.0,,5000000.0,,,,,,,0.16,,-5100000.0,,,,,,2400000.0,,,,,,,,,,,5000000.0,212400000.0,,,,,,,,,,-20800000.0,-11600000.0,,,,8200000.0,31250000.0,,,,,,,,,,,,3700000.0,,,0.0,,,25700000.0,,,7700000.0,,1100000.0,10100000.0,,,734400000.0,5000000.0,,,,384400000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,350000000.0,,,,0.16,,-29400000.0,,-13400000.0,,,-6700000.0,,,,,,,,,,,1300000.0,,,,,,,,,,-500000.0,,669100000.0,-138300000.0,,63800000.0,,,3700000.0,,7700000.0,300000.0,16000000.0,,31250000.0,,34800000.0,,55600000.0,,-11200000.0,,,,,,,,-1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.788832000,16023000.0,14599000.0,-57611000.0,6166000.0,-90465000.0,-43973000.0,,,300000.0,,,,-3340000.0,,,454000.0,29801000.0,345155000.0,10675000.0,,16023000.0,,753737000.0,39626000.0,30679000.0,,3588000.0,0.67,,6166000.0,-57611000.0,-144553000.0,,,,-1700000.0,,,,52320000.0,144544000.0,-11773000.0,84247000.0,3600000.0,3995000.0,7101000.0,,,,,30679000.0,,,,496958000.0,6566000.0,82121000.0,692086000.0,7595000.0,,45199000.0,3995000.0,3995000.0,61883000.0,-96861000.0,,48195000.0,8000000.0,,-6600000.0,-25300000.0,,3588000.0,753737000.0,6166000.0,7595000.0,,,408582000.0,,,,100000.0,9635000.0,,31500000.0,-5100000.0,,852722000.0,,-160636000.0,6661000.0,6566000.0,,,,,,852722000.0,,,,345155000.0,,20466000.0,,,-25500000.0,82095000.0,,-29265000.0,,,5800000.0,,,10675000.0,-5640000.0,-138960000.0,,-5480000.0,137764000.0,,,2261000.0,496958000.0,,,,,,-93761000.0,61883000.0,,43820000.0,,692086000.0,-144553000.0,,-100879000.0,,-6763000.0,3600000.0,,-5146000.0,347000.0,-111460000.0,,,,36564000.0,,-107980000.0,,5237000.0,,0.67,408582000.0,20466000.0,,,-160636000.0,11326000.0,85444000.0,20466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.796608000,,16100000.0,,6600000.0,,,,,,,0.21,,14000000.0,,,,,,,,,,,,,,,,,6600000.0,255300000.0,,,,,,,,,,-19700000.0,-11800000.0,,,,8700000.0,31428571.0,,,,,4000000.0,,,,,,,3600000.0,,,0.0,,7400000.0,5500000.0,,,9200000.0,-200000.0,-100000.0,-24300000.0,,,771900000.0,6600000.0,,,,430900000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,341000000.0,,,,0.21,,-100000.0,,-10800000.0,,,1300000.0,,,,,,,,,,,1400000.0,,,,,,,,,,,,695900000.0,-150400000.0,,65300000.0,,,3600000.0,,-1600000.0,500000.0,-10600000.0,,31428571.0,,36900000.0,,56600000.0,,2400000.0,,,,,,,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.804470400,,22400000.0,,5200000.0,,,,,,,0.16,,-9400000.0,,,,,,,,,,,,,,,,,5200000.0,306800000.0,,,,,,,,,,-20500000.0,-11800000.0,,,,8900000.0,32500000.0,,,,,,,,,,,,3500000.0,,,0.0,,,15200000.0,,,9600000.0,0.0,2200000.0,24900000.0,,,815100000.0,5200000.0,,,,480400000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,334700000.0,,,,0.16,,-56600000.0,,-63800000.0,,,6000000.0,,,,,,,,,,,1400000.0,,,,,,,,,,,,751800000.0,-157800000.0,,66000000.0,,,3500000.0,,-8100000.0,,-7200000.0,,32500000.0,,36600000.0,,57100000.0,,16400000.0,,,,,,,,32100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.812419200,,8800000.0,,5900000.0,,,,,,,0.19,,-5200000.0,,,,,,,,,,,,,,,,,5900000.0,336900000.0,,,,,,,,,,-21300000.0,-11900000.0,,,,8600000.0,31052632.0,,,,,,,,,,,,3700000.0,,,0.0,,,600000.0,,,10100000.0,100000.0,-5000000.0,-3700000.0,,,842700000.0,5900000.0,,,,508500000.0,,,,,,,,,,,,,,,,,,,,,,,,334200000.0,,,,0.19,,-9600000.0,,-17800000.0,,,-1100000.0,,,,,,,,,,,1700000.0,,,,,,,,,,17700000.0,,779700000.0,-165000000.0,,68900000.0,,,3700000.0,,6500000.0,,-8200000.0,,31052632.0,,39000000.0,,60300000.0,,-12200000.0,,,,,,,,3800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
