,annualRepaymentOfDebt,annualEbitda,quarterlyStockholdersEquity,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualCapitalStock,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,annualSellingGeneralAndAdministration,trailingStockBasedCompensation,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualTotalNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOtherNonCashItems,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualBasicAverageShares,annualCapitalExpenditure,annualStockBasedCompensation,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualInterestExpense,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,trailingBeginningCashPosition,quarterlyAccumulatedDepreciation,trailingCashDividendsPaid,annualInventory,annualGrossProfit,annualChangeInInventory,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyNetPPE,trailingOperatingExpense,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualRetainedEarnings,quarterlyTotalAssets,annualCommonStockIssuance,annualGoodwill,annualFreeCashFlow,annualNetIncome,annualTotalRevenue,annualCostOfRevenue,trailingChangeInWorkingCapital,annualLongTermDebt,annualDilutedEPS,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,annualCurrentDebt,annualEndCashPosition,trailingOperatingIncome,annualTaxProvision,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,trailingTaxProvision,trailingCommonStockIssuance,annualInvestingCashFlow,annualTotalAssets,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualOperatingIncome,trailingPurchaseOfInvestment,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,annualBasicEPS,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyCurrentDebt,trailingSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccountsReceivable,quarterlyInventory,annualCurrentAssets,annualOperatingCashFlow,trailingPretaxIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,-271579000.0,374574000.0,,,,164372000.0,400536000.0,34293000.0,219058000.0,,,,170511000.0,,,,,,716145000.0,,,,1348931000.0,,,,,,232330000.0,215513000.0,,,,,,,3416000.0,717569000.0,,1712208333.0,-741449000.0,,,,155115000.0,,,,,,,408790000.0,1023519000.0,-227105000.0,,,,,,,,,,67717000.0,,,1474589000.0,1712208333.0,5294000.0,,,,,,,,-28182000.0,-389595000.0,164372000.0,4071468000.0,3047949000.0,,392089000.0,0.0,,,-10937000.0,,293788000.0,-1850000.0,189134000.0,374173000.0,,61458000.0,427533000.0,,,,,-737902000.0,2334310000.0,57706000.0,,107973000.0,305950000.0,,689210000.0,,0.096,374173000.0,68624000.0,,,,,94443000.0,,985379000.0,351854000.0,,449795000.0,0.0,1024794000.0,374173000.0,1337494000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,-1030302000.0,610000000.0,,,,319393000.0,758160000.0,34062000.0,644755000.0,,,,348654000.0,,,,,,1175944000.0,,,,2693139000.0,,,,,,392099000.0,372268000.0,,,,,,,983344000.0,1166846000.0,,1789316527.0,-1164441000.0,,,,374173000.0,,,,,,,714799000.0,1606464000.0,-312221000.0,,,,,,,,,,29667000.0,,,2458986000.0,2241354386.0,9571000.0,,,,,,,,115549000.0,-592124000.0,319393000.0,7213827000.0,5607363000.0,,447425000.0,0.1425,,,-73798000.0,,410564000.0,0.0,493142000.0,1018928000.0,,18465000.0,694597000.0,,,,,-1154616000.0,4762114000.0,64226000.0,,149949000.0,439618000.0,,1954474000.0,,0.1785,1018928000.0,170382000.0,,,,,185299000.0,,2068975000.0,572317000.0,,511651000.0,0.0,1947335000.0,1018928000.0,2519541000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,-911312000.0,929761000.0,,,,456847000.0,980719000.0,65923000.0,228836000.0,,,,436458000.0,,,,,,1762787000.0,,,,3584007000.0,,,,,,358171000.0,557555000.0,,,,,,,4733000.0,1761717000.0,,2503271233.0,-1042018000.0,,,,1018928000.0,,,,,,,781001000.0,2413205000.0,-68551000.0,,,,,,,,,,492469000.0,,,3320026000.0,2735610778.0,11431000.0,,,,,569307000.0,,,115549000.0,286279000.0,456847000.0,10824950000.0,8411745000.0,,768704000.0,0.167,,,-95658000.0,,617135000.0,-2000000.0,389190000.0,1247764000.0,,61612000.0,1117005000.0,,,,,-1032066000.0,6087105000.0,55936000.0,,218148000.0,651488000.0,,2330621000.0,,0.1825,1247764000.0,278273000.0,,,,,174657000.0,,2503098000.0,1328297000.0,,824640000.0,0.0,2495386000.0,1247764000.0,3375806000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,-888464000.0,1387736000.0,,,,727352000.0,1447692000.0,141590000.0,-67706000.0,,,,633816000.0,,,,,,2800328000.0,,,,4821514000.0,,,,,,588416000.0,817242000.0,,,,,,,71997000.0,2740581000.0,,2734406015.0,-1257774000.0,,,,1247764000.0,,,,,,,1071460000.0,3721771000.0,-291614000.0,,,,,,,,,,179038000.0,,,4130998000.0,2734406015.0,71391000.0,,,,,993822000.0,,,115549000.0,145052000.0,727352000.0,16246368000.0,12524597000.0,,933246000.0,0.266,,,-115706000.0,,942320000.0,-157287000.0,265022000.0,1180058000.0,,76032000.0,1034699000.0,,,,,-1301453000.0,7763678000.0,120499000.0,,225577000.0,981190000.0,,2998864000.0,,0.266,1330058000.0,406546000.0,5871000.0,,,,186976000.0,,2942164000.0,1402826000.0,,1053745000.0,0.0,3077253000.0,1330058000.0,4508688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,-1130090000.0,1646325000.0,,,,935786000.0,556414000.0,260143000.0,628104000.0,,,,723075000.0,,,,,,3763922000.0,,,,5917703000.0,,,,,,935786000.0,1527646000.0,,,,,,,1381592000.0,3687655000.0,,2818632530.0,-1429334000.0,,,,1180058000.0,,,,,,,877443000.0,4803505000.0,189604000.0,,,,,,,,,,563236000.0,,,3846575000.0,2818632530.0,-36757000.0,,,,,1547733000.0,,,199143000.0,628787000.0,1108652000.0,21318062000.0,16514557000.0,,304192000.0,0.332,,,-188821000.0,,1130310000.0,-306000000.0,219160000.0,1756818000.0,,21658000.0,1315395000.0,,,,,-1769537000.0,9681279000.0,178993000.0,,258870000.0,1115850000.0,,5111629000.0,,0.332,2210818000.0,530475000.0,0.0,,,,261365000.0,,3763576000.0,2058121000.0,,483185000.0,0.0,3363390000.0,2210818000.0,5356087000.0,-15297000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-444987000.0,-422726000.0,,,,-948600000.0,0.0,289191000.0,492117000.0,,,163137000.0,,,,,,,5050189000.0,,,7527151000.0,6213773000.0,,,,,,-927821000.0,-15447000.0,,,-2065062000.0,,,,0.0,5803568000.0,,2970806000.0,-828241000.0,134622000.0,,-171011000.0,1756818000.0,39394000.0,,,,,,824453000.0,4669399000.0,-125278000.0,,,,,,,,,,926572000.0,,,6577304000.0,2970806000.0,17928000.0,,,,,363555000.0,,82262000.0,199143000.0,-241361000.0,-948600000.0,23864975000.0,19195576000.0,,520000000.0,-0.3195,,,-227539000.0,,-1089275000.0,-369000000.0,1281602000.0,2218965000.0,,-161454000.0,2155265000.0,,,,,-1249809000.0,11315275000.0,183210000.0,,41693000.0,-1134169000.0,,4464616000.0,,-0.3195,3041965000.0,627155000.0,538000.0,,,,284079000.0,,5101502000.0,586880000.0,,811198000.0,0.0,5766106000.0,3041965000.0,5462089000.0,-2130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,-1874845000.0,2069102000.0,8575678000.0,178611000.0,,1115799000.0,0.0,398828000.0,1771667000.0,398828000.0,,178611000.0,0.0,,,6150021000.0,6150021000.0,,5517210000.0,,,7910698000.0,6081659000.0,230968000.0,1531366000.0,,,,1220106000.0,-23889000.0,,,-2664411000.0,,,,-86080000.0,5634338000.0,,3274608000.0,-327673000.0,284646000.0,,-44077000.0,2218965000.0,61153000.0,0.0,,,-2664411000.0,,714897000.0,6852231000.0,103062000.0,8014467000.0,4553940000.0,,7910698000.0,,230613000.0,1294766000.0,5246287000.0,,-56201000.0,,,5184432000.0,3274608000.0,-1567329000.0,199143000.0,6081659000.0,527303000.0,,1294766000.0,14096126000.0,2757010000.0,199143000.0,1803898000.0,1115799000.0,25710460000.0,18858229000.0,,350000000.0,0.0,,0.0,0.0,350000000.0,1346346000.0,,430540000.0,3986624000.0,,126240000.0,1531366000.0,,,,,-1835638000.0,14096126000.0,230613000.0,630492000.0,230968000.0,1217893000.0,,8575678000.0,0.0,0.3405,6150021000.0,661603000.0,620000.0,430540000.0,,5184432000.0,527303000.0,714897000.0,8014467000.0,2131571000.0,,630492000.0,0.0,4553940000.0,6150021000.0,5246287000.0,-1858000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,9132008000.0,178613000.0,,,,,,426717000.0,,,,,,6562897000.0,6562897000.0,,,,,,,218883000.0,2332557000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,9026510000.0,5251312000.0,,5275910000.0,,232096000.0,1668141000.0,5275910000.0,,,,,,,,199143000.0,6155505000.0,567066000.0,,,15182015000.0,,,,,,,,,,,0.0,,150000000.0,,,,,,,,,,,,,,,415711000.0,,,,,0.0,,,,,553032000.0,,5667023000.0,,934560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-399101000.0,2281224000.0,9758064000.0,178679000.0,,1237273000.0,0.0,706080000.0,-114932000.0,706080000.0,,178679000.0,0.0,,39865000.0,6697813000.0,6697813000.0,,6465180000.0,,,9302016000.0,7641534000.0,102399000.0,2061193000.0,,,,1355917000.0,-42681000.0,,39865000.0,-3386527000.0,,,,81180000.0,6331453000.0,,3474796000.0,-273924000.0,366183000.0,,-286013000.0,3986624000.0,45203000.0,0.0,,,-3386527000.0,,1176423000.0,7786436000.0,-425877000.0,9664307000.0,6238289000.0,,9302016000.0,,226049000.0,2050216000.0,5915489000.0,,151735000.0,,,7088332000.0,3481682000.0,-855030000.0,451613000.0,7641534000.0,554933000.0,,2050216000.0,17305841000.0,13411000.0,451613000.0,2211193000.0,1237273000.0,30265415000.0,22478979000.0,,570027000.0,0.3555,,0.0,-245445000.0,570027000.0,1538102000.0,-888937000.0,690804000.0,3775255000.0,,182185000.0,2061193000.0,,,,,-2204468000.0,17305841000.0,226049000.0,850043000.0,102399000.0,1454983000.0,,9758064000.0,0.0,0.356,6697813000.0,697919000.0,,690804000.0,,7088332000.0,554933000.0,1176423000.0,9664307000.0,2485117000.0,,850043000.0,0.0,6238289000.0,6697813000.0,5915489000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
