,annualRepaymentOfDebt,annualEbitda,quarterlyStockholdersEquity,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualCapitalStock,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,annualSellingGeneralAndAdministration,trailingStockBasedCompensation,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualTotalNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOtherNonCashItems,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualBasicAverageShares,annualCapitalExpenditure,annualStockBasedCompensation,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualInterestExpense,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,trailingBeginningCashPosition,quarterlyAccumulatedDepreciation,trailingCashDividendsPaid,annualInventory,annualGrossProfit,annualChangeInInventory,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyNetPPE,trailingOperatingExpense,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualRetainedEarnings,quarterlyTotalAssets,annualCommonStockIssuance,annualGoodwill,annualFreeCashFlow,annualNetIncome,annualTotalRevenue,annualCostOfRevenue,trailingChangeInWorkingCapital,annualLongTermDebt,annualDilutedEPS,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,annualCurrentDebt,annualEndCashPosition,trailingOperatingIncome,annualTaxProvision,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,trailingTaxProvision,trailingCommonStockIssuance,annualInvestingCashFlow,annualTotalAssets,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualOperatingIncome,trailingPurchaseOfInvestment,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,annualBasicEPS,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyCurrentDebt,trailingSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccountsReceivable,quarterlyInventory,annualCurrentAssets,annualOperatingCashFlow,trailingPretaxIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1309392000,,,10390213000.0,179452000.0,,,,,,788351000.0,,,,,34700000.0,6570248000.0,6645248000.0,,,,,,,68572000.0,2962695000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,10262848000.0,7045482000.0,,,,220620000.0,2560737000.0,5738770000.0,,,75000000.0,,,,,482436000.0,8533745000.0,736761000.0,,,18796593000.0,,,,,,,,,,,0.0,,503952000.0,,,,,,,,,,,,,,,852164000.0,,,,,822150000.0,,,,,531168000.0,,7897646000.0,,1670895000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,-764214000.0,2967852000.0,11471058000.0,181087000.0,,1589274000.0,0.0,809894000.0,636850000.0,809894000.0,,181087000.0,0.0,,22830000.0,6523075000.0,6625875000.0,,7804794000.0,,,11000670000.0,9815182000.0,175289000.0,2543405000.0,,,,1784549000.0,-148177000.0,,22830000.0,-4194131000.0,,,,-110065000.0,7695691000.0,,3501640000.0,-687632000.0,173541000.0,,-20738000.0,3775255000.0,60942000.0,0.0,,,-4194131000.0,,1685247000.0,9592152000.0,-512744000.0,10386503000.0,7225825000.0,,11000670000.0,,234940000.0,3074337000.0,6806539000.0,,37944000.0,102800000.0,,8152865000.0,3513096000.0,-925896000.0,482436000.0,9815182000.0,574734000.0,102800000.0,3074337000.0,20201685000.0,520616000.0,482436000.0,1832425000.0,1589274000.0,37387844000.0,27795692000.0,,480531000.0,0.4525,,0.0,-279233000.0,480531000.0,2060630000.0,-209291000.0,656638000.0,4359872000.0,,276081000.0,2543405000.0,,,,,-1645020000.0,20201685000.0,234940000.0,927040000.0,175289000.0,1896461000.0,,11471058000.0,887103000.0,0.454,6523075000.0,846280000.0,3870000.0,656638000.0,,8152865000.0,574734000.0,1685247000.0,10386503000.0,2520057000.0,,927040000.0,887103000.0,7225825000.0,6625875000.0,6806539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,11919461000.0,181110000.0,,,,,,888533000.0,,,,,27634000.0,5884790000.0,6545550000.0,,,,,,,339655000.0,3233166000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,10860144000.0,7750224000.0,,,,225778000.0,3369018000.0,7124759000.0,,,660760000.0,,,,,482436000.0,10310068000.0,845218000.0,,,21170212000.0,,,,,,,,,,,0.0,,512694000.0,,,,,,,,,,,,,,,922679000.0,,,,,930108000.0,,,,,777035000.0,,8672903000.0,,1647581000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-475607000.0,2743660000.0,12443292000.0,181151000.0,,1257148000.0,0.0,225977000.0,-1413782000.0,225977000.0,,181151000.0,0.0,,33051000.0,5778390000.0,6018390000.0,,7621258000.0,,,14405554000.0,11229538000.0,51602000.0,2381955000.0,,,,1439558000.0,-299411000.0,,33051000.0,-5109385000.0,,,,134965000.0,7624800000.0,,3535602000.0,-2159101000.0,19172000.0,,-17784000.0,4359872000.0,41754000.0,0.0,,,-5109385000.0,,1419898000.0,9054567000.0,252085000.0,9761196000.0,6980643000.0,,14405554000.0,,215740000.0,3745840000.0,9296169000.0,,-67593000.0,240000000.0,,7918885000.0,3535932000.0,-143593000.0,482436000.0,11229538000.0,801473000.0,240000000.0,3745840000.0,20990734000.0,12127000.0,482436000.0,-152205000.0,1257148000.0,36080353000.0,27025786000.0,,544858000.0,0.3555,,0.0,-350009000.0,544858000.0,1685034000.0,-3842515000.0,598692000.0,2943890000.0,,245476000.0,2381955000.0,,,,,-3239182000.0,20990734000.0,215740000.0,938242000.0,51602000.0,1429767000.0,,12443292000.0,0.0,0.3555,5778390000.0,1016872000.0,2744160000.0,598692000.0,,7918885000.0,801473000.0,1419898000.0,9761196000.0,2006896000.0,,938242000.0,0.0,6980643000.0,6018390000.0,9296169000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,13721884000.0,185350000.0,,,,,,239696000.0,,,,,0.0,7389036000.0,7389036000.0,,,,,,,444823000.0,3499210000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,12561451000.0,11829565000.0,,9729784000.0,,205015000.0,4371291000.0,9729784000.0,,,850000000.0,,,,,747351000.0,14580470000.0,1140137000.0,,,27141921000.0,,,,,,,,,,,0.0,,18941000.0,,,,,,,,,,,,,,,967812000.0,,,,,0.0,,,,,3990863000.0,,12797377000.0,,1385658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-17261555000.0,3567250000.0,15360918000.0,186476000.0,,1630925000.0,4354840000.0,1612293000.0,345675000.0,1612293000.0,,186476000.0,0.0,,64429000.0,7101580000.0,8846327000.0,,9774029000.0,,,18217285000.0,24018256000.0,22329000.0,4761298000.0,,,,1837790000.0,-271909000.0,,64429000.0,-6646488000.0,,,,1207022000.0,9968851000.0,,3609932000.0,-2497714000.0,203490000.0,,-10129073000.0,2917541000.0,145165000.0,4354840000.0,,,-6646488000.0,,2577078000.0,11697245000.0,-337582000.0,16321140000.0,18063331000.0,,18217285000.0,,200326000.0,4940421000.0,11570797000.0,,516880000.0,1744747000.0,,22328258000.0,3640794000.0,-345033000.0,5694938000.0,24018256000.0,762577000.0,1744747000.0,4940421000.0,40339396000.0,834581000.0,5694938000.0,785965000.0,1630925000.0,43356908000.0,31659663000.0,,3235535000.0,0.448,,0.0,-290488000.0,3235535000.0,2204503000.0,-3076442000.0,8554071000.0,3354590000.0,,366713000.0,4761298000.0,,,,,-15268771000.0,40339396000.0,200326000.0,4264927000.0,22329000.0,1728394000.0,,15360918000.0,0.0,0.452,7101580000.0,1217582000.0,400400000.0,8554071000.0,,22328258000.0,762577000.0,2577078000.0,16321140000.0,3283679000.0,,4264927000.0,0.0,18063331000.0,8846327000.0,11570797000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,20273740000.0,196225000.0,,,,,,1605918000.0,,,,,51929000.0,8676791000.0,12004002000.0,,,,,,,124624000.0,5120798000.0,,,,,,,,,,,,,,,,,,,,,,19553000.0,,,,,,,,19692632000.0,16177831000.0,,12056574000.0,,242386000.0,5991234000.0,12056574000.0,,,3327211000.0,,,,,5694938000.0,26567958000.0,1262206000.0,,,46260590000.0,,,,,,,,,,,0.0,,4815940000.0,,,,,,,,,,,,,,,6852299000.0,,,,,0.0,,,,,5296268000.0,,23030130000.0,,4459826000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-9480977000.0,4818876000.0,21489400000.0,196246000.0,,2350803000.0,0.0,1620375000.0,283357000.0,1620375000.0,,196246000.0,0.0,,92076000.0,4649560000.0,12987584000.0,,12504932000.0,,,20658171000.0,26748200000.0,255589000.0,4991847000.0,,,,2690716000.0,-229663000.0,,92076000.0,-7910199000.0,,,,2355969000.0,12638209000.0,,3884480000.0,-2812895000.0,172499000.0,,-295086000.0,3354590000.0,327152000.0,0.0,,,-7910199000.0,,4342292000.0,15433613000.0,-2034995000.0,20332592000.0,14351145000.0,,20658171000.0,,270477000.0,6818844000.0,12747972000.0,,-478207000.0,8338024000.0,,22587919000.0,3909104000.0,-74061000.0,5837501000.0,26748200000.0,1191066000.0,8338024000.0,6818844000.0,47080792000.0,4121039000.0,5837501000.0,266994000.0,2350803000.0,50049243000.0,34615630000.0,,5464050000.0,0.6015,,0.0,-391060000.0,5464050000.0,3150008000.0,-8404081000.0,4478983000.0,3607033000.0,,459292000.0,4991847000.0,,,,,-6415358000.0,47080792000.0,270477000.0,8236774000.0,255589000.0,2795404000.0,,21489400000.0,0.0,0.605,4649560000.0,1341716000.0,4399229000.0,4478983000.0,,22587919000.0,1191066000.0,4342292000.0,20332592000.0,3079889000.0,,8236774000.0,0.0,14351145000.0,12987584000.0,12747972000.0,-361341000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,21419087000.0,196459000.0,,,,,,1616377000.0,,,,,93836000.0,8606899000.0,14490928000.0,,,,,,,441622000.0,5160711000.0,,,,,,,,,,,,,,,,,,,,,,4955686000.0,,,,,,,,22556996000.0,15664419000.0,,12872100000.0,,244690000.0,8157513000.0,12872100000.0,,,5884029000.0,,,,,5837501000.0,27548323000.0,1864042000.0,,,50105319000.0,,,,,,,,,,,0.0,,5416792000.0,,,,,,,,,,,,,,,8206490000.0,,,,,0.0,,,,,5225242000.0,,23870909000.0,,4289320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-5756734000.0,4783493000.0,22136239000.0,357262000.0,,2367291000.0,4989524000.0,1731018000.0,3134878000.0,1731018000.0,,357262000.0,0.0,,76050000.0,7931237000.0,13186510000.0,,12856289000.0,,,22137021000.0,28232185000.0,722402000.0,4644298000.0,,,,2520132000.0,-424335000.0,,76050000.0,-8709425000.0,,,,614735000.0,12775292000.0,,3889201000.0,-2890344000.0,22365000.0,,-3017000.0,3607033000.0,309035000.0,4989524000.0,,,-8709425000.0,,4339506000.0,15375474000.0,-97609000.0,22420356000.0,15976375000.0,,22137021000.0,,303116000.0,8873599000.0,13427596000.0,,-1063269000.0,5255273000.0,,24037387000.0,3897243000.0,-44540000.0,5850599000.0,28232185000.0,1500562000.0,5255273000.0,8873599000.0,50652541000.0,65100000.0,5850599000.0,-981155000.0,2367291000.0,49026516000.0,33651042000.0,,4969511000.0,0.607,,0.0,-585118000.0,4969511000.0,3030170000.0,-9947563000.0,6124666000.0,6833608000.0,,510038000.0,4644298000.0,,,,,536644000.0,50652541000.0,303116000.0,8061012000.0,722402000.0,2600182000.0,,22136239000.0,0.0,0.609,7931237000.0,1444288000.0,12592485000.0,6124666000.0,,24037387000.0,1500562000.0,4339506000.0,22420356000.0,1909189000.0,,8061012000.0,0.0,15976375000.0,13186510000.0,13427596000.0,-135535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,22284232000.0,356877000.0,,,,,,1998479000.0,,,,,71077000.0,5206881000.0,12109795000.0,,,,,,,747809000.0,5779867000.0,,,,,,,,,,,,,,,,,,,,,,4789448000.0,,,,,,,,21711185000.0,17268040000.0,,14037048000.0,,383843000.0,9950889000.0,14037048000.0,,,6902914000.0,,,,,6569075000.0,29611728000.0,2929605000.0,,,51322913000.0,,,,,,,,,,,0.0,,3768505000.0,,,,,,,,,,,,,,,7273532000.0,,,,,0.0,,,,,6429808000.0,,24541572000.0,,3468515000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-14049917000.0,1459527000.0,20844913000.0,357374000.0,,-751155000.0,6510886000.0,2086247000.0,-3529014000.0,2086247000.0,,357374000.0,0.0,,62190000.0,6070078000.0,10265815000.0,,15906571000.0,,,24857589000.0,29287118000.0,960863000.0,5405620000.0,,,,-812765000.0,-200604000.0,,62190000.0,-9903577000.0,,,,-387982000.0,15857638000.0,,3886175000.0,-3037475000.0,40939000.0,,-1156675000.0,6833608000.0,319389000.0,6510886000.0,,,-9903577000.0,,3314282000.0,17635402000.0,1014334000.0,19837309000.0,15302669000.0,,24857589000.0,,533385000.0,7901126000.0,14954012000.0,,1896928000.0,4195737000.0,,23620699000.0,3886175000.0,-135122000.0,4527518000.0,29287118000.0,2198968000.0,4195737000.0,7901126000.0,49124427000.0,76464000.0,4527518000.0,1475469000.0,-751155000.0,53779339000.0,36143937000.0,,5542163000.0,-0.193,,0.0,-552697000.0,5542163000.0,-461386000.0,-5821774000.0,3097976000.0,3355537000.0,,351379000.0,5405620000.0,,,,,-4005463000.0,49124427000.0,533385000.0,8318030000.0,960863000.0,1777764000.0,,20844913000.0,0.0,-0.193,6070078000.0,1601524000.0,5219039000.0,3097976000.0,,23620699000.0,2198968000.0,3314282000.0,19837309000.0,4512944000.0,,8318030000.0,0.0,15302669000.0,10265815000.0,14954012000.0,-75058000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,21669052000.0,357457000.0,,,,,,2105467000.0,,,,,62244000.0,10536883000.0,14591529000.0,,,,,,,1025178000.0,6594312000.0,,,,,,,,,,,,,,,,,,,,,,5645986000.0,,,,,,,,23984082000.0,17285512000.0,,14780534000.0,,627619000.0,9029026000.0,14780534000.0,,,4054646000.0,,,,,4531397000.0,31862786000.0,2748596000.0,,,55846868000.0,,,,,,,,,,,0.0,,9524059000.0,,,,,,,,,,,,,,,12302357000.0,,,,,0.0,,,,,4677753000.0,,29587869000.0,,3323288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-14892408000.0,4728683000.0,22604273000.0,357572000.0,,2047839000.0,,2193901000.0,-196486000.0,2193901000.0,,357572000.0,,,70028000.0,5958877000.0,16649416000.0,,17365967000.0,,,26226109000.0,32121025000.0,10690539000.0,6342273000.0,,,,2030678000.0,-212468000.0,,70028000.0,-11091288000.0,,,,405291000.0,17365967000.0,,3895066000.0,-2151887000.0,56126000.0,,-4249768000.0,3355537000.0,399872000.0,,,,-11091288000.0,,3510268000.0,21182695000.0,-321015000.0,26017706000.0,22566293000.0,,26226109000.0,,739459000.0,9793487000.0,15134821000.0,,1228618000.0,10690539000.0,,31031608000.0,3895363000.0,-4405000.0,4532899000.0,32121025000.0,2584937000.0,10690539000.0,9793487000.0,58138731000.0,23881000.0,4532899000.0,3353552000.0,2047839000.0,60155622000.0,38972927000.0,,6015097000.0,0.526,,,-344816000.0,6015097000.0,2624961000.0,-10556254000.0,7957939000.0,3129444000.0,,594283000.0,6342273000.0,,,,,-11450193000.0,58138731000.0,739459000.0,8465315000.0,10690539000.0,3816728000.0,,22604273000.0,,0.526,5958877000.0,1703850000.0,4733924000.0,7957939000.0,,31031608000.0,2584937000.0,3510268000.0,26017706000.0,5505439000.0,,8465315000.0,,22566293000.0,16649416000.0,15134821000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,23561354000.0,357572000.0,,,,,,2181453000.0,,,,,103113000.0,6846712000.0,18824656000.0,,,,,,,19190000.0,7202140000.0,,,,,,,,,,,,,,,,,,,,,,1357584000.0,,,,,,,,29220903000.0,25153666000.0,,15656163000.0,,769604000.0,11349133000.0,15656163000.0,,,11977944000.0,,,,,4533245000.0,32700442000.0,3282105000.0,,,61921345000.0,,,,,,,,,,,,,6129972000.0,,,,,,,,,,,,,,,8630007000.0,,,,,,,,,,8600881000.0,,33783673000.0,,3840345000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-9779145000.0,6233545000.0,25212364000.0,357602000.0,,3043030000.0,,2298075000.0,1231492000.0,2298075000.0,,357602000.0,,,206122000.0,7297988000.0,19117186000.0,,21748341000.0,,,30464533000.0,36715879000.0,,7021542000.0,,,,3203721000.0,-414125000.0,,206122000.0,-12406818000.0,,,,32400000.0,22077244000.0,,3904310000.0,-3149348000.0,156389000.0,,-309240000.0,3129444000.0,542372000.0,,,,-12406818000.0,,4281919000.0,25783626000.0,-719916000.0,29741378000.0,25109118000.0,,30464533000.0,,856120000.0,12622549000.0,18057715000.0,,1636978000.0,11819198000.0,,35992978000.0,3909666000.0,253127000.0,4681492000.0,36715879000.0,85447000.0,11819198000.0,12622549000.0,66457257000.0,4502000.0,4681492000.0,3214106000.0,3043030000.0,68977066000.0,43193440000.0,,8192400000.0,0.778,,,-482827000.0,8192400000.0,3852722000.0,-13029578000.0,6545827000.0,4370494000.0,,649001000.0,7021542000.0,,,,,-4231662000.0,66457257000.0,856120000.0,10883860000.0,,3706382000.0,,25212364000.0,,0.779,7297988000.0,1838451000.0,10953108000.0,6545827000.0,,35992978000.0,85447000.0,4281919000.0,29741378000.0,6363454000.0,,10883860000.0,,25109118000.0,19117186000.0,18057715000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,26693200000.0,357902000.0,3557943000.0,,,,,2157831000.0,27840076000.0,,,5603391000.0,209075000.0,4731344000.0,19347430000.0,609237000.0,,258938000.0,-1553926000.0,,,,7022891000.0,-3515358000.0,-9264560000.0,3705790000.0,,,-76189000.0,,,2055634000.0,-56251000.0,402415000.0,,,23316255000.0,,,,-352358000.0,,,,,46519893000.0,4995007000.0,,-708968000.0,,,,41363107000.0,34992739000.0,2088033000.0,13562797000.0,3557943000.0,255233000.0,14699475000.0,13562797000.0,23631545000.0,,14616086000.0,-221100000.0,,,,4334109000.0,32395503000.0,4186726000.0,,,73758610000.0,,,,,,,437581000.0,,,74359969000.0,,,4743728000.0,,,,,4208531000.0,,,-9181814000.0,3441081000.0,725797000.0,58228000.0,,,,7090550000.0,,,-14046327000.0,,,,,,,8983372000.0,7642867000.0,42083289000.0,,3137441000.0,,,4431587000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
