,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInterestExpense,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualCapitalExpenditure,trailingGrossProfit,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,quarterlyDilutedEPS,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,trailingTaxProvision,annualGrossProfit,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,quarterlyOperatingIncome,annualChangeInInventory,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashDividendsPaid,annualPretaxIncome,trailingCashDividendsPaid,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualDilutedEPS,quarterlyResearchAndDevelopment,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,annualBasicAverageShares,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOperatingIncome,quarterlyOperatingExpense,trailingTotalRevenue,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualEndCashPosition,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,annualEbitda,quarterlyCurrentDebt,annualDilutedAverageShares,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
867628800,,,41900000.0,,,1721100000.0,,,,,,8700000.0,-400000.0,,,,,296300000.0,52200000.0,,,,,,,,,,,1078300000.0,85600000.0,,0.0,0.0,-199200000.0,,,104800000.0,-10500000.0,,,,,,,,,0.122028,,19200000.0,75400000.0,,,,,,729100000.0,120300000.0,488413946.0,392100000.0,,15800000.0,812200000.0,854600000.0,,,,,,,,-32300000.0,226200000.0,,74000000.0,,,,,,,,149900000.0,-866500000.0,,,,,36500000.0,84700000.0,,,59600000.0,59600000.0,,,,,,,73600000.0,44400000.0,,,,,,,,,,,,,,121400000.0,,8100000.0,,121400000.0,271100000.0,,,,,47400000.0,,,,,,,,30800000.0,,,,,,,,,-29300000.0,,11600000.0,,0.0,,,,210300000.0,,210300000.0,,,23700000.0,,,,,4800000.0,,,,883700000.0,59600000.0,,,1612800000.0,-14000000.0,0.122028,29100000.0,512400000.0,52400000.0,,488413946.0,,,,,,,,,,,,,,,,,,,,,
875577600,,,-41900000.0,,,1750300000.0,,,,,,45000000.0,-3100000.0,,,,,397000000.0,42400000.0,,,,,,,,,,,1088500000.0,63200000.0,,100000.0,0.0,-142500000.0,,,78500000.0,14300000.0,,,,,,-5000000.0,,,0.082451,,15300000.0,52800000.0,,,,,,666800000.0,121400000.0,482710320.0,354100000.0,,13000000.0,822400000.0,883800000.0,,,,,,,,-44400000.0,202300000.0,,50900000.0,,,,,,,,-77000000.0,-866500000.0,,,,,-128200000.0,90700000.0,,,39800000.0,39800000.0,,,,,,,69500000.0,65300000.0,,,,,,,,,,,,,,123800000.0,,9700000.0,,107100000.0,241100000.0,,,,,43500000.0,,,,,,,,27600000.0,,,,,,,,,-28400000.0,,12300000.0,,0.0,,,,82100000.0,,82100000.0,,,13700000.0,,,,-102800000.0,7200000.0,,,,917300000.0,39800000.0,,,1584100000.0,-400000.0,0.082451,33500000.0,475500000.0,46300000.0,,482710320.0,,,,,,,,,,,,,,,,,,,,,
883526400,,,0.0,-7300000.0,,1825600000.0,19600000.0,,,,,-28800000.0,-2200000.0,75600000.0,-878100000.0,,,252600000.0,47900000.0,,34200000.0,561600000.0,,,,,185700000.0,23500000.0,,1097600000.0,46400000.0,-25900000.0,0.0,0.0,32200000.0,55600000.0,,69200000.0,-1600000.0,,-46700000.0,,-184000000.0,,30900000.0,456500000.0,814200000.0,,,22800000.0,37400000.0,,,,,93600000.0,561600000.0,85100000.0,,341200000.0,108700000.0,7000000.0,833600000.0,947500000.0,,357700000.0,981700000.0,252600000.0,0.382573,,18600000.0,-78200000.0,170900000.0,,35100000.0,10000000.0,,426300000.0,13700000.0,185700000.0,,173200000.0,-29400000.0,-878100000.0,185700000.0,,122300000.0,,44400000.0,42000000.0,-337600000.0,234200000.0,30400000.0,30400000.0,-103600000.0,241300000.0,,1000000.0,44800000.0,,62200000.0,23500000.0,0.382573,,29200000.0,,46700000.0,,486276069.0,,,1097600000.0,,,1543300000.0,101700000.0,11800000.0,7800000.0,,108700000.0,234200000.0,833600000.0,,,,44800000.0,,-204600000.0,277600000.0,,341200000.0,47900000.0,235400000.0,34100000.0,,,,126500000.0,,,,0.0,-21800000.0,,11300000.0,,0.0,29900000.0,85100000.0,,126500000.0,947500000.0,126500000.0,,282100000.0,13700000.0,486330647.0,1825600000.0,126500000.0,107000000.0,5100000.0,100000.0,62200000.0,,981700000.0,30400000.0,,,1543300000.0,-8900000.0,,34200000.0,426300000.0,-36200000.0,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,86900000.0,,,1885200000.0,,,,,,2500000.0,2400000.0,,,,,184700000.0,56800000.0,-3900000.0,,,,,,,,,,1091600000.0,30400000.0,,0.0,0.0,11300000.0,,,48600000.0,-4500000.0,,,,,,,,,0.026384,,18200000.0,19200000.0,,,,,,514200000.0,102900000.0,488926125.0,331200000.0,,6300000.0,830500000.0,994200000.0,,,,,,,,-76400000.0,152400000.0,,16700000.0,,,,,,,,-18700000.0,-891000000.0,,,,,24800000.0,32000000.0,,,12900000.0,12900000.0,,,,,,,50300000.0,32400000.0,,,,,,,,,,,,,,103800000.0,,7100000.0,,113200000.0,234200000.0,,,,,46700000.0,,,,,,,,31900000.0,,,,,,,,,-15900000.0,,13700000.0,,126500000.0,,,,151300000.0,,151300000.0,,,13700000.0,,,,,4400000.0,,,,1030000000.0,12900000.0,,,1544200000.0,1100000.0,0.026384,35800000.0,434100000.0,-44400000.0,,488926125.0,,,,,,,,,,,,,,,,,,,,,
899164800,,,93000000.0,,,1921600000.0,,,,,,13600000.0,1800000.0,,,,,108900000.0,38300000.0,900000.0,,,,,,,,,,1103600000.0,35200000.0,,0.0,0.0,17400000.0,,,50800000.0,2800000.0,,,,,,,,,0.037928,,15600000.0,27000000.0,,,,,,487600000.0,84700000.0,485136000.0,327800000.0,,8600000.0,842500000.0,1020700000.0,,,,,,,,-51300000.0,152500000.0,,19500000.0,,,,,,,,-10300000.0,-900900000.0,,,,,55900000.0,49400000.0,,,18400000.0,18400000.0,,,,,,,43800000.0,32700000.0,,,,,,,,,,,,,,101700000.0,,11300000.0,,110300000.0,227400000.0,,,,,56600000.0,,,,,,,,31300000.0,,,,,,,,,-7000000.0,,15700000.0,,0.0,,,,207200000.0,,207200000.0,,,13700000.0,,,,,3800000.0,,,,1045700000.0,18400000.0,,,1533300000.0,-4400000.0,0.037928,25000000.0,412500000.0,-1900000.0,,485136000.0,,,,,,,,,,,,,,,,,,,,,
907113600,,,800000.0,,,1957500000.0,,,,,,3100000.0,7200000.0,,,,,115900000.0,40800000.0,-3600000.0,,,,,,,,,,1114700000.0,45400000.0,,0.0,0.0,-74300000.0,,,57500000.0,6600000.0,,,,,,,,,0.041226,,12100000.0,29500000.0,,,,,,455700000.0,88000000.0,482710320.0,321200000.0,,9600000.0,853600000.0,1056600000.0,,,,,,,,-61800000.0,173800000.0,,30300000.0,,,,,,,,-14300000.0,-900900000.0,,,,,-41400000.0,47800000.0,,,19900000.0,19900000.0,,,,,,,35600000.0,33500000.0,,,,,,,,,,,,,,116300000.0,,3900000.0,,103700000.0,227400000.0,,,,,58200000.0,,,,,,,,27200000.0,,,,,,,,,-8300000.0,,15100000.0,,0.0,,,,165800000.0,,165800000.0,,,13700000.0,,,,-13300000.0,4200000.0,,,,1085200000.0,19900000.0,,,1540900000.0,2600000.0,0.041226,28600000.0,409200000.0,-14000000.0,,482710320.0,,,,,,,,,,,,,,,,,,,,,
915062400,,,48100000.0,14400000.0,,2001900000.0,15000000.0,,,,,18500000.0,3000000.0,49600000.0,-913300000.0,-6500000.0,,80700000.0,48500000.0,100000.0,27100000.0,410100000.0,,,,,54600000.0,34800000.0,,1108600000.0,19300000.0,2400000.0,100000.0,0.0,-25100000.0,25600000.0,,27500000.0,14800000.0,,49500000.0,,-258700000.0,,1400000.0,447400000.0,627900000.0,,,8200000.0,4500000.0,,,,,-77300000.0,410100000.0,97000000.0,,303900000.0,89000000.0,1100000.0,847200000.0,1088600000.0,,180500000.0,1115700000.0,80700000.0,0.112134,,37700000.0,-69200000.0,149200000.0,,2900000.0,19700000.0,,400900000.0,13700000.0,54600000.0,,126500000.0,-16200000.0,-913300000.0,54600000.0,,110500000.0,,10200000.0,52200000.0,-70700000.0,220500000.0,3400000.0,3400000.0,-41700000.0,80200000.0,,228800000.0,56700000.0,,26700000.0,34800000.0,0.112134,,3500000.0,,60900000.0,,484487130.0,,,1108600000.0,,,1525800000.0,121700000.0,-59500000.0,3800000.0,,89000000.0,220500000.0,847200000.0,,,,56700000.0,,-40900000.0,181400000.0,,303900000.0,48500000.0,70000000.0,24600000.0,,,,175900000.0,,,,0.0,-10500000.0,,16400000.0,,0.0,25600000.0,97000000.0,,175900000.0,1088600000.0,175900000.0,,130900000.0,13700000.0,484487130.0,2001900000.0,175900000.0,-400000.0,2500000.0,100000.0,26700000.0,,1115700000.0,3400000.0,,,1525800000.0,3100000.0,,27100000.0,400900000.0,-17000000.0,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,22200000.0,,,2047400000.0,,,,,,11900000.0,5300000.0,,,,,83700000.0,41600000.0,-200000.0,,,,,,,,,,1110200000.0,23700000.0,,-100000.0,0.0,-52300000.0,,,34600000.0,1400000.0,,,,,,-100000.0,,,0.008245,,10900000.0,5700000.0,,,,,,383600000.0,92500000.0,485136000.0,310900000.0,,1700000.0,848900000.0,1117500000.0,,,,,,,,-50300000.0,123900000.0,,6300000.0,,,,,,,,-700000.0,-929900000.0,,,,,-15200000.0,38500000.0,,,4000000.0,4000000.0,,,,,,,27100000.0,37200000.0,,,,,,,,,,,,,,89300000.0,,4400000.0,,87600000.0,222500000.0,,,,,61300000.0,,,,,,,,28300000.0,,,,,,,,,-2400000.0,,17400000.0,,175900000.0,,,,160800000.0,,160800000.0,,,13700000.0,,,,-24500000.0,5100000.0,,,,1146100000.0,4000000.0,,,1529700000.0,-100000.0,0.008245,28600000.0,403400000.0,-11800000.0,,485136000.0,,,,,,,,,,,,,,,,,,,,,
930700800,,,24400000.0,,,2090200000.0,,,,,,-14900000.0,-200000.0,,,,,89800000.0,44400000.0,,,,,,,,,,,1111800000.0,25400000.0,,100000.0,0.0,-52700000.0,,,36500000.0,-1500000.0,,,,,,,,,0.008245,,11100000.0,5100000.0,,,,,,355100000.0,96700000.0,436622400.0,302900000.0,,1500000.0,850500000.0,1144200000.0,,,,,,,,-47400000.0,132400000.0,,7100000.0,,,,,,,,-9300000.0,-946000000.0,,,,,-54800000.0,6900000.0,,,3600000.0,3600000.0,,,,,,,27200000.0,37300000.0,,,,,,,,,,,,,,95900000.0,,2500000.0,,89000000.0,214300000.0,,,,,61400000.0,,,,,,,,29400000.0,,,,,,,,,-2000000.0,,18300000.0,,0.0,,,,105900000.0,,105900000.0,,,15000000.0,,,,-30500000.0,4400000.0,,,,1172000000.0,3600000.0,,,1527100000.0,-700000.0,0.008245,27800000.0,399600000.0,-40500000.0,,436622400.0,,,,,,,,,,,,,,,,,,,,,
938649600,,,30500000.0,,,2157400000.0,,,,,,-3300000.0,4700000.0,,,,,57200000.0,54600000.0,,,,,,,,,,,1122200000.0,36600000.0,,100000.0,102900000.0,-40000000.0,,,50300000.0,-12900000.0,,,,,,,,,0.024735,,13700000.0,17300000.0,,,,,,327600000.0,112100000.0,489178800.0,298600000.0,,5200000.0,860800000.0,1194000000.0,,,,,,,,-70000000.0,156100000.0,,18600000.0,,,,,,,,-3300000.0,-963400000.0,,,,,-3100000.0,40900000.0,,,12100000.0,12100000.0,,,,,,,21400000.0,38400000.0,,,,,,,,,,,,,,105800000.0,,1000000.0,,102000000.0,210300000.0,,,,,66900000.0,,,,,,,,31700000.0,,,,,,,,,-1800000.0,,18000000.0,,0.0,,,261400000.0,102900000.0,,102900000.0,,,19100000.0,,,,0.0,4100000.0,,,,1220200000.0,12100000.0,,,1547800000.0,700000.0,0.024735,26200000.0,410700000.0,-29100000.0,,489178800.0,,,,,,,,,,,,,,,,,,,,,
946598400,,,0.0,21800000.0,,2223900000.0,17900000.0,,,,,-28800000.0,12000000.0,47500000.0,-973000000.0,-3400000.0,,67700000.0,58400000.0,-1300000.0,25500000.0,269100000.0,,,,,29400000.0,29500000.0,,1125900000.0,33900000.0,-200000.0,0.0,10600000.0,-82500000.0,9700000.0,,45700000.0,-8200000.0,,-165400000.0,,-250300000.0,,,417300000.0,584500000.0,,800000.0,11800000.0,11000000.0,,,,,-160000000.0,269100000.0,111200000.0,,294400000.0,110200000.0,1300000.0,864400000.0,1250900000.0,,167200000.0,1276400000.0,67700000.0,0.061014,,-35100000.0,-82600000.0,172100000.0,,13400000.0,-21200000.0,,405600000.0,23300000.0,29400000.0,,175900000.0,-14000000.0,-973000000.0,29400000.0,,121700000.0,,-92300000.0,4000000.0,-227500000.0,199300000.0,9700000.0,9700000.0,-12200000.0,39100000.0,,77100000.0,79900000.0,,15200000.0,29500000.0,0.061014,,,,74200000.0,,484299140.0,,,1125900000.0,,,1545500000.0,126400000.0,-27300000.0,900000.0,,110200000.0,199300000.0,864400000.0,,,,79900000.0,,-55000000.0,90300000.0,,294400000.0,58400000.0,45500000.0,32300000.0,,,,10600000.0,,,200000.0,10600000.0,-6000000.0,,20500000.0,,102900000.0,3600000.0,111200000.0,800000.0,10600000.0,1250900000.0,10600000.0,,119700000.0,23300000.0,484481066.0,2223900000.0,10600000.0,0.0,4300000.0,100000.0,15200000.0,,1276400000.0,9700000.0,,,1545500000.0,-100000.0,,25500000.0,405600000.0,-78600000.0,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,,2238291000.0,,,,,,-3127000.0,4222000.0,,,,,61479000.0,35849000.0,,,,,,,,,,,1137613000.0,45385000.0,,0.0,18174000.0,-33230000.0,,,53319000.0,10234000.0,,,,,,,,,0.034629,,7934000.0,24086000.0,,,,,,263159000.0,97810000.0,485184513.0,303952000.0,,7611000.0,876029000.0,1265291000.0,,,,,,,,-33236000.0,163122000.0,,26747000.0,,,,,,,,4453000.0,-973000000.0,,,,,7578000.0,37266000.0,,,16475000.0,16475000.0,,,,,,,14938000.0,34443000.0,,,,,,,,,,,,,,109803000.0,,983000.0,,99937000.0,205007000.0,,,,,84007000.0,,,,,,,,26572000.0,,,,,,,,,-4800000.0,,18638000.0,,10596000.0,,,261584000.0,18174000.0,,18174000.0,,,27518000.0,,,,,3916000.0,,,,1289737000.0,16475000.0,,,1552896000.0,-937000.0,0.034629,24446000.0,401762000.0,4030000.0,,485142064.0,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,,2249789000.0,,,,,,10013000.0,5211000.0,,,,,56822000.0,39123000.0,,,,,,,,,,,1151627000.0,47856000.0,,0.0,37593000.0,-31105000.0,,,56169000.0,-5211000.0,,,,,,,,,0.036278,,8313000.0,26597000.0,,,,,,277000000.0,101119000.0,485239091.0,313595000.0,,8583000.0,890043000.0,1276789000.0,,,,,,,,-31117000.0,157021000.0,,29269000.0,,,,,,,,-1507000.0,-973000000.0,,,,,19419000.0,51905000.0,,,18014000.0,18014000.0,,,,,,,16375000.0,31491000.0,,,,,,,,,,,,,,100852000.0,,927000.0,,105148000.0,203835000.0,,,,,93385000.0,,,,,,,,26900000.0,,,,,,,,,-4000000.0,,18587000.0,,18174000.0,,,261584000.0,37593000.0,,37593000.0,,,30505000.0,,,,,4019000.0,,,,1302885000.0,18014000.0,,,1579885000.0,-262000.0,0.036278,26096000.0,414714000.0,20788000.0,,485129935.0,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,,2265177000.0,,,,,,-33168000.0,,,,,,57732000.0,41109000.0,,,,,,,,,,,1174963000.0,63597000.0,,0.0,47754000.0,-33674000.0,,,69396000.0,-3055000.0,,,,,,,,,0.057716,,5799000.0,41364000.0,,,,,,331684000.0,118084000.0,485281540.0,345834000.0,,13549000.0,913379000.0,1292177000.0,,,,,,,,-34198000.0,185055000.0,,44805000.0,,,,,,,,17277000.0,-973000000.0,,,,,10161000.0,26823000.0,,,27815000.0,27815000.0,,,,,,,14638000.0,44765000.0,,,,,,,,,,,,,,115659000.0,,311000.0,,108203000.0,229418000.0,,,,,101778000.0,,,,,,,,24591000.0,,,,,,,,,-4480000.0,,18792000.0,,37593000.0,,,261584000.0,47754000.0,,47754000.0,,,32210000.0,,,,,3702000.0,,,,1321483000.0,27815000.0,,,1653167000.0,962000.0,0.057716,29306000.0,463918000.0,-7375000.0,,485142064.0,,,,,,,,,,,,,,,,,,,,,
978220800,,,,15047000.0,,2260930000.0,15878000.0,,,,,22496000.0,,34853000.0,-962800000.0,-1512000.0,,35371000.0,68157000.0,-276000.0,30581000.0,441847000.0,,,,,92917000.0,39884000.0,,1191655000.0,70190000.0,-7119000.0,542000.0,149088000.0,-33194000.0,44648000.0,,85107000.0,-6728000.0,,138492000.0,,-131745000.0,,,449176000.0,711057000.0,,802000.0,14917000.0,45517000.0,,,,,51849000.0,441847000.0,132380000.0,,432058000.0,114931000.0,14905000.0,930071000.0,1298130000.0,,261881000.0,1328711000.0,35371000.0,0.191287,,-3786000.0,-33194000.0,205859000.0,,48760000.0,-4760000.0,,564438000.0,24339000.0,92917000.0,,10596000.0,68674000.0,-962800000.0,92917000.0,,112300000.0,,101334000.0,67600000.0,-131203000.0,322914000.0,30612000.0,30612000.0,-27200000.0,137565000.0,,542000.0,94891000.0,,14253000.0,39884000.0,0.191287,,,,77447000.0,,485142064.0,,,1191655000.0,,,1770558000.0,120752000.0,88897000.0,85000.0,,114931000.0,322914000.0,930071000.0,,,,94891000.0,,,183594000.0,,432058000.0,68157000.0,149581000.0,36347000.0,,,,149088000.0,,,,149088000.0,-13920000.0,,21430000.0,,47754000.0,2306000.0,132380000.0,802000.0,149088000.0,1298130000.0,149088000.0,,227028000.0,24339000.0,485154192.0,2260930000.0,149088000.0,,4242000.0,0.0,14253000.0,,1328711000.0,30612000.0,,,1770558000.0,-6882000.0,,30581000.0,564438000.0,34406000.0,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,,2265798000.0,,,,,,58816000.0,2125000.0,,,,,37460000.0,85788000.0,,,,,,,,,,,1195914000.0,49343000.0,,0.0,614501000.0,-27510000.0,,,59406000.0,-16784000.0,,,,,,,,,0.032321,,10063000.0,23601000.0,,,,,,854191000.0,147461000.0,485178449.0,829928000.0,,7902000.0,934330000.0,1302998000.0,,,,,,,,-27523000.0,162420000.0,,28518000.0,,,,,,,,395359000.0,-962800000.0,,,,,465413000.0,99466000.0,,,15699000.0,15699000.0,,,,,,,15742000.0,36986000.0,,,,,,,,,70515000.0,,,,,103014000.0,,-373000.0,,131715000.0,718320000.0,,,,,95866000.0,,,,,,,,30888000.0,,,,,,,,,,,20825000.0,,149088000.0,,,261584000.0,614501000.0,,614501000.0,,,24687000.0,,,,,7001000.0,,,,1333375000.0,15699000.0,,,2187566000.0,-395000.0,0.032321,30377000.0,977389000.0,71943000.0,,485142064.0,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,2287275000.0,,,,,,12329000.0,855000.0,,,,,36030000.0,72258000.0,,,,,,,,,,,1195532000.0,38608000.0,,0.0,519644000.0,-40174000.0,,,47561000.0,12965000.0,,,,,,,,,0.014841,,8953000.0,12069000.0,,,,,,746250000.0,263186000.0,485172385.0,659821000.0,,4612000.0,933948000.0,1324475000.0,,,,,,,,-40222000.0,162835000.0,,19848000.0,,,,,,,,-95051000.0,-962800000.0,,,,,-94857000.0,41612000.0,,,7457000.0,7457000.0,,,,,,,15278000.0,0.0,,,,,,,,,71827000.0,,37928000.0,,,115274000.0,,-740000.0,,118749000.0,546968000.0,,,,,97575000.0,,,,,,,,27713000.0,,,,,,,,,,,18760000.0,,614501000.0,,,261584000.0,519644000.0,,519644000.0,,,153000000.0,,,,,13344000.0,,,,1386491000.0,7457000.0,,,2132741000.0,-670000.0,0.015336,62016000.0,923007000.0,1390000.0,,485142064.0,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,,2312783000.0,,,,,,-7530000.0,4508000.0,,,,,29709000.0,62354000.0,,,,,,,,,,,1203376000.0,36522000.0,,0.0,462374000.0,-44301000.0,,,43658000.0,3499000.0,,,,,,,,,0.023086,,7136000.0,15807000.0,,,,,,688071000.0,254307000.0,485160256.0,625819000.0,,4084000.0,941792000.0,1349983000.0,,,,,,,,-44311000.0,171499000.0,,19880000.0,,,,,,,,-38496000.0,-962800000.0,,,,,-57270000.0,19568000.0,,,11573000.0,11573000.0,,,,,,,15666000.0,0.0,,,,,,,,,80737000.0,,38629000.0,,,127841000.0,,2473000.0,,115251000.0,508936000.0,,,,,101217000.0,,,,,,,,23778000.0,,,,,,,,,-3729000.0,,16642000.0,,519644000.0,,,261584000.0,462374000.0,,462374000.0,,,153324000.0,,,,,11433000.0,,,,1409571000.0,11573000.0,,,2097642000.0,-55000.0,0.023086,59588000.0,880126000.0,-24743000.0,,485148128.0,,,,,,,,,,,,,,,,,,,,,
1009756800,,,,-3253000.0,,2423677000.0,39323000.0,,,,,12370000.0,-10741000.0,30904000.0,-1046900000.0,-851000.0,,30931000.0,53617000.0,,17995000.0,426645000.0,,,,,46551000.0,44422000.0,,1209455000.0,41035000.0,8829000.0,83000.0,212857000.0,-48980000.0,22142000.0,,49017000.0,14220000.0,,63769000.0,,-161048000.0,,,461109000.0,657521000.0,,802000.0,7982000.0,18885000.0,,,,,37375000.0,426645000.0,220953000.0,,376988000.0,101030000.0,5544000.0,947830000.0,1376777000.0,,196412000.0,1394772000.0,30931000.0,0.095643,,75985000.0,-48992000.0,160767000.0,,20977000.0,13900000.0,,597941000.0,122914000.0,46551000.0,,149088000.0,-233844000.0,-1046900000.0,48710000.0,,107189000.0,,-249517000.0,37777000.0,-160965000.0,273121000.0,13981000.0,11822000.0,-28792000.0,70852000.0,,83000.0,88615000.0,,15252000.0,44422000.0,0.095643,,2159000.0,,76285000.0,,485148128.0,,78101000.0,1209455000.0,,,1821417000.0,111750000.0,27968000.0,3413000.0,,101030000.0,273121000.0,947830000.0,78101000.0,,,88615000.0,,,198423000.0,,376988000.0,53617000.0,89223000.0,28040000.0,,,,212857000.0,,,,212857000.0,-5784000.0,,20058000.0,,462374000.0,4773000.0,220953000.0,802000.0,212857000.0,1376777000.0,212857000.0,,165508000.0,122914000.0,485160256.0,2423677000.0,212857000.0,,7545000.0,0.0,15252000.0,,1394772000.0,11822000.0,,,1821417000.0,9949000.0,,17995000.0,597941000.0,-11215000.0,,,,,,,,,,,,,,,,,,,,,,,
