,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualOtherNonCurrentAssets,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,quarterlyTotalRevenue,annualCurrentAssets,trailingOperatingExpense,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualBasicEPS,trailingInterestExpense,annualTaxProvision,quarterlyChangeInInventory,annualCurrentAccruedExpenses,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualInterestExpense,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyBasicEPS,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualTotalNonCurrentAssets,annualResearchAndDevelopment,trailingNetIncomeCommonStockholders,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualDilutedEPS,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualIncomeTaxPayable,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,trailingOtherNonCashItems,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualInvestingCashFlow,annualStockholdersEquity,annualChangeInInventory,trailingCashDividendsPaid,annualInventory,annualTotalAssets,annualDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,annualCurrentLiabilities,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicAverageShares,annualGoodwill,quarterlyDepreciationAndAmortization,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualAccountsPayable,trailingNetOtherInvestingChanges,annualEbitda,annualNetPPE,annualRepaymentOfDebt,annualOperatingCashFlow,annualOperatingIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,annualPretaxIncome,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,trailingPurchaseOfBusiness,annualOtherIntangibleAssets,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,trailingChangeInInventory,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
796608000,82000000.0,,,,2696000000.0,,-567000000.0,3090000000.0,-2000000.0,,,,19418000000.0,,,,,,,1303790000.0,9044000000.0,,,,,,474000000.0,,47240000000.0,840000000.0,-436000000.0,,,,,,1416000000.0,,-18000000.0,,,,,,,-301000000.0,,0.35,,,608000000.0,-232000000.0,,14622000000.0,,,642000000.0,,,,,14926000000.0,301000000.0,,8998000000.0,,,730000000.0,0.0,10420000000.0,,-44000000.0,,7248000000.0,,,0.0,,-25044000000.0,0.0,,,,,,,,,,4252000000.0,0.35,,459000000.0,-139000000.0,,,0.0,,-732000000.0,,564000000.0,459000000.0,,,,,,,,,,110000000.0,22196000000.0,1275000000.0,271000000.0,4080000000.0,,,195000000.0,0.0,,2742000000.0,,,,2250000000.0,,1107000000.0,5954000000.0,1303790000.0,,,,,,413000000.0,,1069000000.0,,,,,,,,,,,,,34344000000.0,459000000.0,,,,,,,,608000000.0,1250000000.0,,4205000000.0,-168000000.0,,257000000.0,110000000.0,,,,0.0,27096000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,59000000.0,,,,3098000000.0,,-510000000.0,3534000000.0,0.0,,,,19998000000.0,,,,,,,1304034000.0,9567000000.0,,,,,,636000000.0,,47573000000.0,1209000000.0,4000000.0,,,,,,1775000000.0,,-52000000.0,,,,,,,-302000000.0,,0.465,,,824000000.0,-620000000.0,,14928000000.0,,,532000000.0,,,,,15292000000.0,342000000.0,,9140000000.0,,,1105000000.0,0.0,10858000000.0,,-279000000.0,,7971000000.0,,,0.0,,-25188000000.0,0.0,,,,,,,,,,4288000000.0,0.465,,607000000.0,-371000000.0,,,0.0,,-852000000.0,,1207000000.0,607000000.0,,,,,,,,,,104000000.0,22385000000.0,1464000000.0,498000000.0,4451000000.0,,,216000000.0,0.0,,2803000000.0,,,,2325000000.0,,1111000000.0,6033000000.0,1304034000.0,,,,,,608000000.0,,1069000000.0,,,,,,,,,,,,,35290000000.0,607000000.0,,,,,,,,824000000.0,1356000000.0,,3771000000.0,355000000.0,,121000000.0,104000000.0,,,,0.0,27319000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,56000000.0,,,,2695000000.0,,-641000000.0,3131000000.0,-2000000.0,,,,19717000000.0,,,,,,,1304312000.0,9314000000.0,,,,,,634000000.0,,48088000000.0,752000000.0,28000000.0,,,,,,1312000000.0,,-120000000.0,,,,,,,-326000000.0,,0.22,,,783000000.0,-673000000.0,,14891000000.0,,,534000000.0,,,,,15131000000.0,344000000.0,,8798000000.0,,,659000000.0,0.0,10919000000.0,,-42000000.0,,7587000000.0,,,0.0,,-25629000000.0,0.0,,,,,,,,,,4138000000.0,0.22,,282000000.0,-318000000.0,,,0.0,,-844000000.0,,960000000.0,282000000.0,,,,,,,,,,93000000.0,22459000000.0,1551000000.0,377000000.0,4472000000.0,,,-41000000.0,0.0,,2878000000.0,,,,2379000000.0,,1133000000.0,6183000000.0,1304312000.0,,,,,,824000000.0,,1069000000.0,,,,,,,,,,,,,34848000000.0,282000000.0,,,,,,,,783000000.0,1317000000.0,,3758000000.0,116000000.0,,10000000.0,93000000.0,,,,0.0,27261000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,-455000000.0,-26335000000.0,,,3294000000.0,-4000000.0,174000000.0,9294000000.0,0.0,,-3529000000.0,1384000000.0,19975000000.0,16859000000.0,531000000.0,930000000.0,621000000.0,,,,9157000000.0,7867000000.0,,,,,558000000.0,,48031000000.0,-611000000.0,444000000.0,0.715,,859000000.0,,1257000000.0,1068000000.0,208000000.0,172000000.0,37082000000.0,10530000000.0,,930000000.0,-258000000.0,401000000.0,-326000000.0,206000000.0,,,773000000.0,621000000.0,-1279000000.0,19975000000.0,14146000000.0,19049000000.0,40000000.0,773000000.0,26463000000.0,372000000.0,,0.0,14355000000.0,397000000.0,,9445000000.0,,0.715,-705000000.0,66000000.0,10530000000.0,,262000000.0,,7867000000.0,,,0.0,930000000.0,-26335000000.0,3576000000.0,18033000000.0,,413000000.0,-1255000000.0,546000000.0,3806000000.0,558000000.0,2903000000.0,2433000000.0,4087000000.0,,,-418000000.0,-225000000.0,-18000000.0,,531000000.0,,-1101000000.0,,1344000000.0,-418000000.0,4133000000.0,-2804000000.0,14355000000.0,-162000000.0,,1598000000.0,34330000000.0,1304167608.0,-1053000000.0,-307000000.0,21696000000.0,1598000000.0,-287000000.0,4133000000.0,9445000000.0,14146000000.0,-162000000.0,0.0,-2759000000.0,2433000000.0,,,1069000000.0,9905000000.0,,1257000000.0,-137000000.0,,,,1394000000.0,,174000000.0,783000000.0,0.0,1069000000.0,,3294000000.0,,5571000000.0,21696000000.0,-103000000.0,4075000000.0,2190000000.0,0.0,581000000.0,,621000000.0,34330000000.0,-418000000.0,,,,,1304167608.0,,48031000000.0,621000000.0,1394000000.0,,3806000000.0,243000000.0,3576000000.0,2515000000.0,94000000.0,,,,101000000.0,26463000000.0,4087000000.0,1789000000.0,,,,,,,,,,,,,,,,,,,,,,,
828230400,86000000.0,,,,3212000000.0,,-662000000.0,3483000000.0,,,,,19693000000.0,,,,,,,1305126000.0,10336000000.0,,,,,,700000000.0,,48390000000.0,1185000000.0,-44000000.0,,,,,,1716000000.0,,-23000000.0,,,,,,,-326000000.0,,0.47,,,980000000.0,-140000000.0,,14440000000.0,,,449000000.0,,,,,14676000000.0,354000000.0,,9329000000.0,,,1089000000.0,0.0,10364000000.0,,-277000000.0,,7920000000.0,,,0.0,,-26728000000.0,2531000000.0,,,,,,,,,,4111000000.0,0.47,,616000000.0,-600000000.0,,,0.0,,-656000000.0,,1103000000.0,616000000.0,,,,,,,,,,96000000.0,21662000000.0,1383000000.0,473000000.0,3891000000.0,,,359000000.0,0.0,,,,,,2298000000.0,,1176000000.0,6853000000.0,1305126000.0,,,,,,621000000.0,,1069000000.0,,,,,,,,,,,,,34369000000.0,616000000.0,,,,,,,,980000000.0,1429000000.0,,3724000000.0,447000000.0,,326000000.0,96000000.0,,,,-2000000.0,26449000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,156000000.0,,,,3256000000.0,,111000000.0,3867000000.0,,,,,19460000000.0,,,,,,,1305428000.0,10997000000.0,,,,,,696000000.0,,48854000000.0,1505000000.0,-117000000.0,,,,,,2029000000.0,,166000000.0,,,,,,,-327000000.0,,0.67,,,1052000000.0,-720000000.0,,14985000000.0,,,437000000.0,,,,,15198000000.0,386000000.0,,9168000000.0,,,1420000000.0,0.0,10292000000.0,,-111000000.0,,8298000000.0,,,0.0,,-27082000000.0,2676000000.0,,,,,,,,,,3912000000.0,0.67,,872000000.0,-871000000.0,,,0.0,,-877000000.0,,1664000000.0,872000000.0,,,,,,,,,,85000000.0,21772000000.0,1579000000.0,548000000.0,3685000000.0,,,72000000.0,0.0,,,,,,2362000000.0,,1281000000.0,7130000000.0,1305428000.0,,,,,,980000000.0,,1069000000.0,,,,,,,,,,,,,34658000000.0,872000000.0,,,,,,,,1052000000.0,1489000000.0,,3377000000.0,787000000.0,,8000000.0,85000000.0,,,,-502000000.0,26360000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,1000000.0,,,,3057000000.0,,-683000000.0,3698000000.0,,,,,19583000000.0,,,,,,,1305342000.0,11049000000.0,,,,,,879000000.0,,48316000000.0,1344000000.0,-5000000.0,,,,,,1902000000.0,,-179000000.0,,,,,,,-352000000.0,,0.5,,,1091000000.0,-655000000.0,,15298000000.0,,,436000000.0,,,,,15496000000.0,303000000.0,,9243000000.0,,,1251000000.0,0.0,10340000000.0,,-446000000.0,,8249000000.0,,,0.0,,-26858000000.0,0.0,,,,,,,,,,4471000000.0,0.5,,655000000.0,-325000000.0,,,0.0,,-831000000.0,,1020000000.0,655000000.0,,,,,,,,,,93000000.0,21458000000.0,1447000000.0,596000000.0,3671000000.0,,,39000000.0,0.0,,2676000000.0,,,,2354000000.0,,1277000000.0,7351000000.0,1305342000.0,,,,,,1052000000.0,,1069000000.0,,,,,,,,,,,,,35079000000.0,655000000.0,,,,,,,,1091000000.0,1527000000.0,,3452000000.0,189000000.0,,1000000.0,93000000.0,,,,470000000.0,26830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,116000000.0,-25440000000.0,,,3502000000.0,-4000000.0,96000000.0,10019000000.0,30000000.0,,-3424000000.0,1377000000.0,19231000000.0,15963000000.0,692000000.0,2607000000.0,892000000.0,,,,11511000000.0,7942000000.0,,,,,745000000.0,,46936000000.0,1070000000.0,807000000.0,1.995,,2133000000.0,,1420000000.0,1673000000.0,271000000.0,10000000.0,43893000000.0,10324000000.0,,2607000000.0,359000000.0,364000000.0,-353000000.0,-1560000000.0,,,745000000.0,892000000.0,-1087000000.0,19231000000.0,15408000000.0,21067000000.0,641000000.0,745000000.0,26912000000.0,455000000.0,,0.0,15623000000.0,334000000.0,,8907000000.0,,1.995,980000000.0,220000000.0,10324000000.0,,358000000.0,,7942000000.0,,,0.0,2607000000.0,-25440000000.0,3485000000.0,22826000000.0,,621000000.0,-1358000000.0,2373000000.0,2706000000.0,745000000.0,3531000000.0,2851000000.0,4463000000.0,,,464000000.0,-1126000000.0,-26000000.0,,692000000.0,,-1060000000.0,,2010000000.0,464000000.0,3650000000.0,-2602000000.0,15623000000.0,60000000.0,,1431000000.0,34854000000.0,1305538500.0,-2922000000.0,-274000000.0,21496000000.0,1431000000.0,516000000.0,3650000000.0,8907000000.0,15408000000.0,-199000000.0,0.0,-3443000000.0,2851000000.0,,,1069000000.0,8949000000.0,,1420000000.0,1492000000.0,,,,1637000000.0,,96000000.0,1091000000.0,0.0,1069000000.0,,3502000000.0,,7320000000.0,21496000000.0,-476000000.0,5797000000.0,5104000000.0,0.0,734000000.0,,892000000.0,34854000000.0,464000000.0,,,,,1305538500.0,,46936000000.0,892000000.0,1637000000.0,,2706000000.0,950000000.0,3485000000.0,3196000000.0,90000000.0,,,,-803000000.0,26912000000.0,4463000000.0,4740000000.0,,,,,,,,,,,,,,,,,,,,,,,
859766400,168000000.0,,,-722000000.0,2817000000.0,,63000000.0,3927000000.0,-2000000.0,,,,18774000000.0,,,,,,,1306646000.0,11093000000.0,,,,,,772000000.0,,47451000000.0,1541000000.0,-315000000.0,,,,101000000.0,,2087000000.0,,726000000.0,,,,,,,-353000000.0,,0.635,,,1385000000.0,-326000000.0,,15893000000.0,,,421000000.0,,,,,16143000000.0,345000000.0,,8352000000.0,,,1459000000.0,0.0,10422000000.0,,148000000.0,,7701000000.0,,,0.0,,-25767000000.0,0.0,,,,,,,,,,4524000000.0,0.635,,831000000.0,-202000000.0,,,270000000.0,,-712000000.0,,1030000000.0,831000000.0,,,,,,,,,,82000000.0,21684000000.0,1335000000.0,628000000.0,3586000000.0,,,493000000.0,0.0,,3012000000.0,,,,2386000000.0,3718000000.0,1371000000.0,7166000000.0,1306646000.0,,,,,,892000000.0,,1069000000.0,,,,,,,,,,,,,34917000000.0,831000000.0,,,,,,,,1385000000.0,1806000000.0,,2865000000.0,318000000.0,,328000000.0,82000000.0,,,,0.0,27216000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,22000000.0,,,-202000000.0,2614000000.0,,-70000000.0,4042000000.0,-2000000.0,,,,18411000000.0,,,,,,,1307298000.0,10274000000.0,,,,,,813000000.0,,48172000000.0,1472000000.0,112000000.0,,,,-123000000.0,,2021000000.0,,779000000.0,,,,,,,-379000000.0,,0.63,,,1280000000.0,-730000000.0,,16338000000.0,,,447000000.0,,,,,16546000000.0,391000000.0,,8270000000.0,,,1396000000.0,0.0,10141000000.0,,-350000000.0,,7425000000.0,,,0.0,,-26127000000.0,0.0,,,,,,,,,,4379000000.0,0.63,,823000000.0,-720000000.0,,,348000000.0,,-948000000.0,,1343000000.0,823000000.0,,,,,,,,,,76000000.0,22045000000.0,1458000000.0,573000000.0,3233000000.0,,,-105000000.0,0.0,,3018000000.0,,,,2570000000.0,3436000000.0,1373000000.0,6232000000.0,1307298000.0,,,,,,1385000000.0,,1069000000.0,,,,,,,,,,,,,34957000000.0,823000000.0,,,,,,,,1280000000.0,1727000000.0,,2888000000.0,395000000.0,,-22000000.0,76000000.0,,,,0.0,27532000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,110000000.0,,,,2795000000.0,,-68000000.0,3837000000.0,,,,,18418000000.0,,,,,,,1311974000.0,10328000000.0,,,,,,873000000.0,,48941000000.0,1318000000.0,183000000.0,,,,,,1866000000.0,,440000000.0,,,,,,,-379000000.0,,0.555,,,991000000.0,-1053000000.0,,16692000000.0,,,573000000.0,,,,,17053000000.0,301000000.0,,7325000000.0,,,1249000000.0,0.0,11093000000.0,,-229000000.0,,7241000000.0,,,0.0,,-26564000000.0,0.0,,,,,,,,,,4552000000.0,0.555,,727000000.0,-391000000.0,,,420000000.0,,-1009000000.0,,1176000000.0,727000000.0,,,,,,,,,,69000000.0,22377000000.0,1409000000.0,522000000.0,4150000000.0,,,-289000000.0,0.0,,3090000000.0,,,,2519000000.0,3464000000.0,1339000000.0,6491000000.0,1311974000.0,,,,,,1280000000.0,,1069000000.0,,,,,,,,,,,,,35471000000.0,727000000.0,,,,,,,,991000000.0,1564000000.0,,1753000000.0,167000000.0,,-125000000.0,69000000.0,,,,222000000.0,28230000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,322000000.0,-26562000000.0,,,2735000000.0,,-827000000.0,9921000000.0,,,-3899000000.0,1533000000.0,18001000000.0,15913000000.0,829000000.0,3256000000.0,1015000000.0,,,,10255000000.0,7006000000.0,,,,,732000000.0,,49233000000.0,1483000000.0,-268000000.0,2.485,,2246000000.0,,1450000000.0,2140000000.0,123000000.0,-3252000000.0,41950000000.0,11055000000.0,,3256000000.0,622000000.0,312000000.0,-382000000.0,-558000000.0,,173000000.0,655000000.0,1015000000.0,-454000000.0,18001000000.0,17185000000.0,21727000000.0,-288000000.0,655000000.0,28467000000.0,493000000.0,,0.0,17472000000.0,496000000.0,,6946000000.0,,2.475,1398000000.0,755000000.0,11055000000.0,,-153000000.0,,7006000000.0,,,0.0,3256000000.0,-26562000000.0,3409000000.0,20223000000.0,,892000000.0,-1493000000.0,684000000.0,1637000000.0,732000000.0,2926000000.0,3215000000.0,4496000000.0,,,875000000.0,-565000000.0,-1307000000.0,,829000000.0,,-1230000000.0,,1034000000.0,875000000.0,4139000000.0,-2563000000.0,17472000000.0,-11000000.0,,1378000000.0,35473000000.0,1315555556.0,-1878000000.0,-227000000.0,22671000000.0,1378000000.0,523000000.0,4139000000.0,6946000000.0,17185000000.0,24000000.0,0.0,-2724000000.0,3215000000.0,,,1069000000.0,8438000000.0,,1450000000.0,334000000.0,,,,1670000000.0,,-827000000.0,991000000.0,0.0,1069000000.0,,2735000000.0,,8114000000.0,22671000000.0,-584000000.0,4583000000.0,5814000000.0,0.0,1134000000.0,,1015000000.0,35473000000.0,875000000.0,,,,,1309981842.0,,49233000000.0,1015000000.0,1670000000.0,,1637000000.0,-196000000.0,3409000000.0,2745000000.0,85000000.0,,,,-183000000.0,28467000000.0,4496000000.0,5502000000.0,,,,,,,,,,,,,,,,,,,,,,,
891302400,165000000.0,,,,2319000000.0,,-91000000.0,2711000000.0,-164000000.0,,,,18373000000.0,,,,,,,1315789474.0,7653000000.0,,,,,,664000000.0,,49606000000.0,893000000.0,-760000000.0,,,,,,1447000000.0,,-64000000.0,,,,,,,-399000000.0,,0.385,,,1265000000.0,-565000000.0,,17294000000.0,,,501000000.0,,,,,17477000000.0,253000000.0,,7230000000.0,,,799000000.0,0.0,11143000000.0,,-7000000.0,,7064000000.0,,,0.0,,-26793000000.0,0.0,,,,,,,,,,4618000000.0,0.38,,500000000.0,498000000.0,,,0.0,,-730000000.0,,320000000.0,500000000.0,,,,,,,,,,94000000.0,22813000000.0,1439000000.0,299000000.0,4070000000.0,,,250000000.0,0.0,,3390000000.0,,,,1818000000.0,,1147000000.0,4942000000.0,1307356000.0,,,,,,1015000000.0,,1069000000.0,,,,,,,,,,,,,35850000000.0,500000000.0,,,,,,,,1265000000.0,1766000000.0,,2707000000.0,-410000000.0,,153000000.0,94000000.0,,,,0.0,28786000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,98000000.0,,,,2207000000.0,,-95000000.0,2931000000.0,25000000.0,,,,18502000000.0,,,,,,,1315524000.0,7969000000.0,,,,,,631000000.0,,50247000000.0,958000000.0,-71000000.0,,,,,,1515000000.0,,-125000000.0,,,,,,,-399000000.0,,0.44,,,1185000000.0,-916000000.0,,17472000000.0,,,525000000.0,,,,,17674000000.0,276000000.0,,7305000000.0,,,859000000.0,0.0,11197000000.0,,-277000000.0,,6879000000.0,,,0.0,,-27143000000.0,0.0,,,,,,,,,,4733000000.0,0.44,,577000000.0,-180000000.0,,,0.0,,-975000000.0,,1016000000.0,577000000.0,,,,,,,,,,99000000.0,23104000000.0,1445000000.0,282000000.0,4069000000.0,,,-80000000.0,0.0,,3460000000.0,,,,1973000000.0,,1095000000.0,5038000000.0,1310918000.0,,,,,,1265000000.0,,1069000000.0,,,,,,,,,,,,,36176000000.0,577000000.0,,,,,,,,1185000000.0,1710000000.0,,2914000000.0,41000000.0,,-23000000.0,99000000.0,,,,0.0,29297000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,146000000.0,,,,2187000000.0,,-88000000.0,2945000000.0,-159000000.0,,,,18980000000.0,,,,,,,1314372000.0,7678000000.0,,,,,,713000000.0,,50954000000.0,870000000.0,507000000.0,,,,,,1433000000.0,,-156000000.0,,,,,,,-400000000.0,,0.35,,,1152000000.0,-886000000.0,,17539000000.0,,,616000000.0,,,,,17590000000.0,367000000.0,,7664000000.0,,,767000000.0,155000000.0,11316000000.0,,-69000000.0,,6839000000.0,,,0.0,,-27439000000.0,0.0,,,,,,,,,,4612000000.0,0.35,,461000000.0,-652000000.0,,,0.0,,-1074000000.0,,1502000000.0,461000000.0,,,,,,,,,,103000000.0,23515000000.0,1364000000.0,306000000.0,4032000000.0,,,-33000000.0,0.0,,3605000000.0,,,,2075000000.0,,1124000000.0,4733000000.0,1310066000.0,,,,,,1185000000.0,,1069000000.0,,,,,,,,,,,,,36570000000.0,461000000.0,,,,,,,,1152000000.0,1768000000.0,,2867000000.0,428000000.0,,-83000000.0,103000000.0,,,,1339000000.0,29731000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,-143000000.0,-27608000000.0,,,2170000000.0,,-781000000.0,7934000000.0,,,-3880000000.0,2239000000.0,19506000000.0,14282000000.0,1038000000.0,1339000000.0,569000000.0,,,,7257000000.0,6297000000.0,,,,,226000000.0,,51337000000.0,-482000000.0,-485000000.0,1.025,,495000000.0,,1202000000.0,164000000.0,-446000000.0,960000000.0,30557000000.0,12340000000.0,,1339000000.0,266000000.0,405000000.0,-398000000.0,1549000000.0,,,844000000.0,569000000.0,-1492000000.0,19506000000.0,16942000000.0,16521000000.0,-809000000.0,844000000.0,30243000000.0,478000000.0,,0.0,17034000000.0,1343000000.0,,7166000000.0,,1.02,-591000000.0,49000000.0,12340000000.0,,-35000000.0,,6297000000.0,,,0.0,1339000000.0,-27608000000.0,4302000000.0,14036000000.0,,1015000000.0,-1596000000.0,-149000000.0,3165000000.0,226000000.0,,3645000000.0,4604000000.0,,,-199000000.0,26000000.0,615000000.0,,1038000000.0,,-1101000000.0,,893000000.0,-199000000.0,4128000000.0,-3859000000.0,17034000000.0,,,1455000000.0,36540000000.0,1312745098.0,-308000000.0,-296000000.0,23729000000.0,1455000000.0,-392000000.0,4128000000.0,7166000000.0,16942000000.0,-583000000.0,0.0,,3645000000.0,,,1069000000.0,8416000000.0,,1202000000.0,-677000000.0,,,,1413000000.0,,-781000000.0,1152000000.0,0.0,1069000000.0,,2170000000.0,,4559000000.0,23729000000.0,-388000000.0,3731000000.0,2239000000.0,0.0,204000000.0,,569000000.0,36540000000.0,-199000000.0,,,,,1307333718.0,,51337000000.0,569000000.0,1413000000.0,,3165000000.0,-208000000.0,4302000000.0,,109000000.0,,,,387000000.0,30243000000.0,4604000000.0,1834000000.0,,,,,,,,,,,,,,,,,,,,,,,
922838400,60000000.0,,,,2282000000.0,,-107000000.0,2660000000.0,,,,,20576000000.0,,,,,,,1314986000.0,6689000000.0,,,,,,348000000.0,,52162000000.0,619000000.0,90000000.0,,,,34000000.0,,1185000000.0,,-167000000.0,,,,,,,-399000000.0,,0.25,,,538000000.0,-776000000.0,,16878000000.0,,,947000000.0,,,,,17190000000.0,397000000.0,,7991000000.0,,,514000000.0,-22000000.0,12585000000.0,,-214000000.0,,6459000000.0,,,0.0,,-27763000000.0,0.0,,,,,,,,,,4794000000.0,0.25,,329000000.0,-47000000.0,,,0.0,70000000.0,-797000000.0,,791000000.0,329000000.0,,,,,,,,,,105000000.0,24399000000.0,1429000000.0,185000000.0,4053000000.0,,,-31000000.0,0.0,,3923000000.0,,,,2041000000.0,,1169000000.0,4029000000.0,1309354000.0,,,,,,569000000.0,,1069000000.0,,,,,,,,,,,,,37766000000.0,329000000.0,,,,,,,,538000000.0,1485000000.0,,3795000000.0,-6000000.0,,,105000000.0,-102000000.0,,,484000000.0,31307000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
