date,annualNetIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,annualPretaxIncome,quarterlyTotalAssets,trailingNetIncome,annualLongTermDebt,annualAccountsReceivable,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualDepreciationAndAmortization,annualTotalRevenue,annualPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,annualAccountsPayable,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCurrentDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyInterestExpense,annualOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualInterestExpense,annualBeginningCashPosition,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCurrentDebt,annualTaxProvision,quarterlyRepaymentOfDebt,quarterlyNetPPE,annualCurrentDeferredRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,trailingTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingInvestingCashFlow,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,quarterlyBasicAverageShares,trailingOperatingCashFlow,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,annualCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,trailingRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,annualOtherCurrentAssets,trailingCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualBasicAverageShares,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
2002-06-30,,,,,,716270388400.0,,,,,591880800.0,,,-3205094900.0,21949919600.0,,,,,298335101400.0,,,,,,,1161616400.0,1161616400.0,,,,1161616400.0,,12086246200.0,-4752692000.0,,,,-992529300.0,,4315294200.0,,10595471600.0,,327145000.0,,-66123071700.0,,,692558918800.0,,,2636232900.0,0.0,,,,,,,,,,,,,58152893400.0,,2227605800.0,,19953831800.0,13663195700.0,,,,1024996000.0,,22181437600.0,,,,,1877309000.0,,299966800.0,,,-744810500.0,,,,,,,,,,1461583200.0,,,,,443742600.0,19668964000.0,,,,,1102707200.0,,1547144200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,720688856140.0,,,,,103195117300.0,,,-3972154300.0,,,,,,306287118280.0,,,,,,,973166260.0,973166260.0,,,,973166260.0,,8177229500.0,-6586628080.0,,,,-974126600.0,,,,8765584960.0,,258228300.0,,-74799915120.0,,,700212870940.0,,,-3513276980.0,0.0,,,,,,,,,,,,,59526412080.0,,2284560960.0,,-5458237400.0,12086246200.0,,,,14849923720.0,,18758513840.0,,,,,1408610060.0,,305823320.0,,,1399327440.0,,,,,,,,,,1278989580.0,,,21932190280.0,,2649771780.0,17313448020.0,,,,,-35298000.0,,1351901100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,4503736220.0,,,717017486910.0,5593933900.0,717017486910.0,,92139810390.0,8065938080.0,-1978365720.0,92139810390.0,7317856630.0,,13865041060.0,8065938080.0,260960351830.0,,20418335220.0,10146271590.0,332456926080.0,5927473400.0,993947710.0,75581956640.0,-295388299020.0,,17447927730.0,930059080.0,930059080.0,-26580239240.0,,3186731680.0,930059080.0,21049201360.0,21049201360.0,70946640.0,,,7317856630.0,-3678720.0,1416113420.0,6627906350.0,39257599150.0,57154375750.0,,369873130.0,,-79497288300.0,,,694637939430.0,,332456926080.0,18440347530.0,-952970.0,,5288983500.0,57154375750.0,822413110.0,,1289368410.0,4684800520.0,,,8050690560.0,,4503736220.0,80789909950.0,7317856630.0,2147994380.0,,822413110.0,8177229500.0,,,,-9943448220.0,7317856630.0,20418335220.0,15865044560.0,6627906350.0,1090197680.0,,1416113420.0,,177791020.0,2147994380.0,,-13260351650.0,-952970.0,,694637939430.0,,,,39257599150.0,,,1107850100.0,,-26147590860.0,17447927730.0,,12277298770.0,18464894660.0,,4503736220.0,,,1515842680.0,,1193287900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,730870141750.0,,,,,2337548500.0,,,-12461128750.0,,,,,,307736338000.0,,,,,,,166575500.0,166575500.0,,,,166575500.0,,9413346250.0,-18550287000.0,,,,,,,,9513108500.0,,260846250.0,,-87117156000.0,,,709396546250.0,,,4990858250.0,-915250.0,,,,,,,,,,,,,69796049750.0,,2059312500.0,,17495003750.0,20972038500.0,,,,131796000.0,,19554316250.0,,,,-257185250.0,1353654750.0,,233388750.0,,,6185259500.0,,,,,,,,,,399964250.0,,,,,6351835000.0,17916018750.0,,,-1360976750.0,,-262676750.0,,472269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,727217363180.0,,,,,107062184460.0,,,-3650432430.0,,,,,,305015023610.0,,,,,,,1779937280.0,1779937280.0,,,,1779937280.0,,6015979420.0,-17524730880.0,,,,,,,,8648513610.0,,239874360.0,,-63800319060.0,,,705383581760.0,,,15641813150.0,-428425090.0,,,,,,,,,,,,,49745685200.0,,1880754040.0,,903874400.0,9413346250.0,,,,-4831073770.0,,20205938390.0,,,,-1159464050.0,1269769710.0,,420649240.0,,,12509296600.0,,,,,,,,,,2200586520.0,,,17421309950.0,,14280836400.0,16211508830.0,,,,,-406537950.0,,2284890190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,784170979200.0,,,,,2975881650.0,,,-9855558320.0,,,,,,331956209550.0,,,,,,,976233300.0,976233300.0,,,,976233300.0,,-2563255800.0,-12890202270.0,,,,-497137660.0,,,,7949695950.0,,377454000.0,,-117992764440.0,,,760771404750.0,,,3075729050.0,0.0,,,,,,,,,,,,,107699298650.0,,1926731100.0,,540445500.0,6015979420.0,,,,-2596736480.0,,21544902750.0,,,,361493800.0,1286775000.0,,402331650.0,,,2008795800.0,,,,,,,,,,1378564950.0,,,19077726150.0,,3075729050.0,15913975350.0,,,,,-41085100.0,,1450624350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,4036054490.0,,,777411746130.0,5523272680.0,777411746130.0,,129913630390.0,7930771640.0,-925044950.0,129913630390.0,6239487740.0,,21568193300.0,7930771640.0,273290833460.0,,23073717770.0,3805785790.0,373261592550.0,5866293640.0,624107580.0,67849863500.0,-325868323940.0,,21981132490.0,1031005940.0,1031005940.0,-65443952600.0,,971098690.0,1031005940.0,7324926750.0,7324926750.0,-16478732450.0,,,6239487740.0,1433050.0,1308561440.0,8854228530.0,60073927710.0,72671213660.0,,233231790.0,,-56958084440.0,,,752611013110.0,,373261592550.0,29778254380.0,-794030.0,,-6279189240.0,72671213660.0,-687629980.0,,1121964390.0,7816431320.0,,,7985559710.0,,4036054490.0,46049799860.0,6239487740.0,1780215260.0,-220740340.0,-687629980.0,-2563255800.0,-6587272880.0,,,1016825010.0,6239487740.0,23073717770.0,-4398926200.0,8854228530.0,1487218190.0,834415160.0,1308561440.0,,407185040.0,1780215260.0,,-16897566110.0,-794030.0,,752611013110.0,,,,53486654830.0,,,1438190980.0,,-2172466080.0,21981132490.0,,36365527260.0,17162938400.0,,4036054490.0,,,1681398490.0,,1551308140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,828925631520.0,,,,,3307514500.0,,,-3488514680.0,,,,,,367839442040.0,,,,,,,1201256800.0,1201256800.0,,,,1201256800.0,,4117551180.0,-27358623620.0,,,,,,,,72364358960.0,,251614600.0,,-89963582740.0,,,401371551620.0,,,21462725380.0,0.0,,,,,,,,,,,,,65174674680.0,,1836786580.0,,1604651820.0,7328478140.0,,,,-824646560.0,,26296160680.0,,,,,1284046120.0,,531637300.0,,,22006537580.0,,,,,,,,,,1732894100.0,,,22854722280.0,,23207794380.0,17034308420.0,,,-1745069000.0,,662314560.0,,1809190140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,870746325120.0,,,,,4321376640.0,,,1976729720.0,,,,,,382549641600.0,,,,,,,1639680000.0,1639680000.0,,,,1639680000.0,,5925803520.0,-16705316860.0,,,,,,,,81370759680.0,,219717120.0,,-80023682540.0,,,420779600640.0,,,16513083260.0,-471408000.0,,,,,,,,,,,,,66000545160.0,,1439639040.0,,1663455360.0,4117551180.0,,,,1114050080.0,,27139163520.0,,,,,1251075840.0,,567329280.0,,,18670643860.0,,,,,,,,,,2207009280.0,,,24036069120.0,,20309312820.0,16393520640.0,,,-3796229560.0,,-1627266240.0,,2272596480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,865288834020.0,,,,,123038735820.0,,,-341045760.0,,,,,,392733365700.0,,,,,,,1593884760.0,1593884760.0,,,,1593884760.0,,5696811120.0,-12202121580.0,,,,-423660000.0,,,,64790370060.0,,274225380.0,,-86321788500.0,,,837473856180.0,,,13220702700.0,1624020.0,,,,,,,,,,,,,74846046000.0,,1416965160.0,,-2063525880.0,5925803520.0,,,,-1611475440.0,,26052215280.0,,,,-323467140.0,1250499900.0,,278246280.0,,,10738871040.0,,,,,,,,,,1872131040.0,,,26698776000.0,,12335606340.0,16956939480.0,,,885096360.0,,-474530520.0,,1940486340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,5963405120.0,,,865561254080.0,7730886400.0,865561254080.0,,116819742480.0,8338734720.0,-881527600.0,116819742480.0,6497485440.0,,5845892560.0,8338734720.0,213088457840.0,,27128919680.0,3075387920.0,346497885840.0,8003090320.0,498671680.0,67335430400.0,-279058442560.0,,26384600560.0,1526744060.0,1526744060.0,-73549646720.0,,1516670080.0,1526744060.0,11282815600.0,11282815600.0,-17283584660.0,,,6497485440.0,12720560.0,1251105280.0,10015481360.0,76026038480.0,66058506320.0,,271719360.0,,-22749388780.0,,,836222245120.0,,346497885840.0,18511297940.0,-1541860.0,,-1261432800.0,66058506320.0,-537768720.0,,1017998400.0,7332539200.0,,,8422830240.0,,5963405120.0,7067192000.0,6497485440.0,1282087840.0,,-537768720.0,5696811120.0,-6318229200.0,,,60639120.0,6497485440.0,27128919680.0,3993061840.0,10015481360.0,1767481280.0,,1251105280.0,,389920940.0,1282087840.0,,-48340664560.0,-737680.0,,836222245120.0,,,,69707809280.0,,,1916665000.0,,2721301520.0,26384600560.0,,20173324940.0,16918973660.0,,5963405120.0,-1662027000.0,,2956152280.0,,1978977940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,1036140033060.0,,,,,218907919670.0,,,-6460726250.0,,,,,,288435362710.0,,,,,,,1940146450.0,1940146450.0,,,,1940146450.0,,6097382720.0,-16591916440.0,,,,,,4176522020.0,,72581534410.0,,229886140.0,,-59245052570.0,,,1003123600490.0,,,10169761690.0,0.0,,,,,,,,,,,,,46072885320.0,,296229120.0,,1731088920.0,12261108420.0,,,,-3244634580.0,,31559201300.0,,,,-3339520470.0,5617553260.0,,571629630.0,,,8404729850.0,,,,,,,,,,2511776080.0,,,29531883260.0,,10344876300.0,17401146510.0,,,-175114610.0,,-213686110.0,,2573490480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,1104839127630.0,,,,,235786496400.0,,,-8815675030.0,,,,,,312128858160.0,,,,,,,1547792820.0,1547792820.0,,,,1547792820.0,,-2695835520.0,-14553077930.0,,,,,,4885375950.0,,68103710010.0,,249430860.0,,-67132148590.0,,,1067643370080.0,,,7370513720.0,-1151623430.0,,,,,,,,,,,,,52608405150.0,,295682940.0,,2212666470.0,6097382720.0,,,,130052550.0,,35533986390.0,,,,-7547888790.0,5683224330.0,,193267620.0,,,5985448540.0,,,,,,,,,,1741060440.0,,,33025636980.0,,7529900760.0,17190081090.0,,,-159387040.0,,-1792497860.0,,1803831120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,1134482000000.0,,,,,117743000000.0,,,1724401280.0,,,,,,530726000000.0,,,,,,,1878000000.0,1878000000.0,,,,1878000000.0,,-652000000.0,-11670005630.0,,,,-1188241870.0,,,,72504000000.0,,283000000.0,,125347201160.0,,,1097052000000.0,,,9219724590.0,77950870.0,,,,,,,,,,,,,-289201290470.0,124510000000.0,35363000000.0,,,-2695835520.0,,,,151859582030.0,,37430000000.0,,,,3379409260.0,5847000000.0,,403000000.0,,,-141876178390.0,,,,,,,,,,2353000000.0,,,,,9353222940.0,17792000000.0,,,-133498350.0,,4041183970.0,,2353000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,7509293140.0,,,1157759243190.0,8887207060.0,1157759243190.0,,119518834980.0,13764785930.0,-2458630720.0,119518834980.0,10690653220.0,,4314404290.0,13764785930.0,-261600166090.0,,38396685870.0,29256185810.0,481230526390.0,8886362750.0,1276596720.0,70117412570.0,218925361450.0,,36708065870.0,2139293140.0,2139293140.0,-50267684470.0,,7305814430.0,2139293140.0,3331647260.0,3331647260.0,-7452684470.0,,,10690653220.0,2369280.0,5752284030.0,32227312700.0,33722585710.0,13073296040.0,3657550920.0,39285156230.0,,219955361450.0,,,1119362557320.0,3657550920.0,481230526390.0,5268055540.0,-184125900.0,,-5898349660.0,13073296040.0,1391422880.0,,40048156230.0,12869817330.0,,,8408483290.0,,7509293140.0,-71080166090.0,10690653220.0,295508500.0,-176460790.0,1391422880.0,-652000000.0,-1694530170.0,,,-154643349660.0,10690653220.0,38396685870.0,-9237595710.0,32227312700.0,1377913920.0,7331539210.0,5752284030.0,,208913920.0,295508500.0,,156742185810.0,0.0,,1119362557320.0,,,,32028055540.0,,,2152207060.0,,-4319489960.0,36708065870.0,,6494585710.0,17692412570.0,,7509293140.0,-1226530170.0,,5270814430.0,,2151362750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,1200075221190.0,,,,,237913908770.0,,,-5330389610.0,,,,,,617321157590.0,,,,,,,2004774300.0,2004774300.0,,,,2004774300.0,,-2215976860.0,-12613577890.0,,,,,,,,67250690150.0,,292878550.0,,-93760736480.0,,,1161656155510.0,,,2927960490.0,0.0,,,,,,,,,,,,,81396311610.0,,296178590.0,,-2379328840.0,3333040400.0,,,,-174902120.0,,36640344120.0,,,,,5820445550.0,,628657620.0,,,997437090.0,,,,,,,,,,2633431920.0,,,2004774300.0,,3002211390.0,19006580380.0,,,-74250900.0,,4280976890.0,,2725833040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,1221770859400.0,,,,,122174033800.0,,,7979490610.0,,,,,,617463574000.0,,,,,,,2015195000.0,2015195000.0,,,,2015195000.0,,144781000.0,3572200090.0,,,,,,,,71908418400.0,,295822800.0,,10179056480.0,,,1186722901000.0,3670394000.0,,6662019910.0,-1396941000.0,,,,,,,,,,,,,-6555491010.0,,8880162200.0,,6559753200.0,-2215976860.0,,,,175684720.0,,33237804600.0,,,,,5824891800.0,,561124200.0,,,4871280310.0,,,,,,,,,,2576319200.0,,,17797889200.0,,6889070010.0,18546054800.0,,,-227050100.0,,-2481779490.0,,2664753000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,1219484718080.0,,,,,110286033440.0,,,-6547139120.0,,,,,,628601393680.0,,,,,,,1569616320.0,1569616320.0,,,,1569616320.0,,-728863000.0,-15741540120.0,,,,-1308125680.0,,,,64460643720.0,,291545200.0,,-171378537200.0,,,1180728905480.0,3609644760.0,,-1440898080.0,0.0,,,,,,,,,,,,,155640631240.0,,215113080.0,,9893625760.0,144781000.0,,,,8672920.0,,36906470480.0,,,,,6165787000.0,,429438200.0,,,-2991087480.0,,,,,,,,,,1999054520.0,,,17932393680.0,,-1428591000.0,17145221640.0,,,-12307080.0,,10622992000.0,,2075486640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,7692068880.0,,,1226306111200.0,9599174610.0,1226306111200.0,,84146778330.0,14534767270.0,-2716318650.0,84146778330.0,10556137080.0,,-847374350.0,14534767270.0,273326059840.0,,38480802030.0,9957561980.0,459038909600.0,9939377420.0,1297922970.0,73620948850.0,-295086158950.0,,,2107008400.0,2107008400.0,-31319873840.0,,16825264140.0,2107008400.0,-1794967610.0,-1794967610.0,-6536955920.0,,,10556137080.0,-11251970.0,6031212400.0,29639317420.0,9749954920.0,54193777250.0,3521743120.0,49097838770.0,,-40125941750.0,,,1184876379690.0,3521743120.0,459038909600.0,1325073440.0,-11706780.0,,-9283975570.0,54193777250.0,29387764340.0,,49977990090.0,3335351380.0,,,8817238530.0,,7692068880.0,42844608000.0,10556137080.0,744809270.0,-600090480.0,29387764340.0,-728863000.0,-275799160.0,,,-9293431090.0,10556137080.0,38480802030.0,-4745412470.0,29639317420.0,1907105730.0,-452920.0,6031212400.0,,288635890.0,744809270.0,,7079932060.0,-180330220.0,,1184876379690.0,,,,9474155760.0,,,2395644290.0,,-11445665140.0,,,1287264520.0,18949920170.0,,7692068880.0,37808920.0,,4403074740.0,,2479760100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,1281822915600.0,,,,,88226778720.0,,,-110786880.0,,,,,,302396531760.0,,,,,,,1893108240.0,1893108240.0,,,,1893108240.0,,-1831726320.0,4865640000.0,,,,-8234160.0,,28917621360.0,,73004062560.0,,261247440.0,,-87603976800.0,,,1239565955040.0,3376754160.0,,-8451990960.0,0.0,,,,,,,,,,,,,92883570480.0,,9097249680.0,,31222437600.0,-1794298320.0,,,,-342091920.0,,40319687280.0,,,,-86806760400.0,5861224800.0,,501535200.0,,,-10273237440.0,,,,,,,,,,2394643440.0,,,,,-8380129200.0,18249144240.0,,,-71861760.0,,3403702320.0,,2459019600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,1319333143270.0,,,,,119187980410.0,,,-2449000000.0,,,,,,304588222070.0,,,,,2078898780.0,,2559099280.0,2559099280.0,,,,2559099280.0,,-4215000000.0,-9803000000.0,,,,-1592000000.0,,,,69387494710.0,,16020966220.0,,-83126000000.0,,,1278844853420.0,,,8155000000.0,0.0,,,,,,,,,-618000000.0,,,,74157000000.0,,214982070.0,,38163380660.0,-1832000000.0,,,,-262000000.0,,38378362730.0,,,,-75245000000.0,6224876020.0,,412233660.0,,498000000.0,5926324550.0,,,,,,,,,-217000000.0,2971332940.0,,,,,8512000000.0,18860798100.0,,,-357000000.0,,-1158000000.0,,3048165020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,,1306377536310.0,,,,,104914379010.0,,,4804366360.0,,,,,,339556701960.0,,,,,2021721450.0,,2306934840.0,2306934840.0,,,,2306934840.0,,648212250.0,-3387322920.0,,,,-1422945960.0,,,,64884995070.0,,18089676780.0,,-39737594820.0,,,1265212204200.0,,,22521685940.0,0.0,,,,,,,,,,,,,40997745360.0,,119130900.0,,38869609590.0,-4214682850.0,,,,-4629936190.0,,38988740490.0,,,,-168810072760.0,6121926720.0,,355290390.0,,,20230022270.0,,,,,,,,,,2662225230.0,,,,,22539223210.0,18545177280.0,,,-17537270.0,,-14346094390.0,,2733703770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,9255815650.0,,,1314578222460.0,10793536190.0,1314578222460.0,,74436785230.0,17846337400.0,-3043891060.0,74436785230.0,13627551030.0,,-17324804900.0,17846337400.0,284838381650.0,,37288008420.0,21417662490.0,486628880220.0,11061025490.0,1384085660.0,75603450100.0,-289773902170.0,2073922720.0,,2494786690.0,2494786690.0,-13954711020.0,,-12851146190.0,2494786690.0,-16837422630.0,-16837422630.0,-5631665730.0,,,13627551030.0,-20769280.0,6246903960.0,27100781310.0,11726319390.0,61377820430.0,5748962340.0,19307249100.0,,-78915012250.0,,,1274963743000.0,5748962340.0,486628880220.0,-10995334000.0,0.0,,-8594636970.0,61377820430.0,27979380780.0,,68983432860.0,-1797665270.0,,,8274335680.0,,9255815650.0,76755241700.0,13627551030.0,556240570.0,-465714646310.0,27979380780.0,648212250.0,-424553530.0,,,-3418749750.0,13627551030.0,37288008420.0,-15079537820.0,27100781310.0,1537720540.0,-134838382340.0,6246903960.0,,269326840.0,556240570.0,,5510183490.0,0.0,,1274963743000.0,,,,11301765860.0,,,2764113530.0,,-22135768380.0,,,-10942188570.0,19933580530.0,,9255815650.0,-53145430.0,,-751651370.0,,2817867980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,,1302538948140.0,,,,,106600702450.0,,,9286364540.0,,,,,,275983459780.0,,,,,,,1539284890.0,1539284890.0,,,,1539284890.0,,-7176575460.0,-923824210.0,,,,-8864660.0,,6974587850.0,,67217550830.0,,21595578140.0,,-79785105950.0,,,1268950118210.0,,,-4375342900.0,0.0,,,,,,,,,,,,,79507768730.0,,20895270.0,,31567687450.0,-16802329840.0,,,,-635722760.0,,31588582720.0,,,,-83807128830.0,6114082640.0,,482490780.0,,,-5903863560.0,,,,,,,,,,2021775670.0,,,,,-4364578670.0,19723235310.0,,,-10764230.0,,14574767420.0,,2046470080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
