date,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingPurchaseOfBusiness,trailingStockBasedCompensation,quarterlyDilutedEPS,annualStockholdersEquity,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualCapitalStock,annualOperatingCashFlow,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,trailingNetIncome,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyNetPPE,annualNetPPE,quarterlyResearchAndDevelopment,annualCurrentLiabilities,annualEbitda,quarterlyOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualFreeCashFlow,annualRetainedEarnings,annualNetIncome,annualBasicAverageShares,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualCostOfRevenue,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTaxProvision,annualTotalAssets,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualOtherNonCashItems,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,quarterlyTotalRevenue,annualInvestmentsAndAdvances,quarterlyOperatingIncome,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentDeferredRevenue,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,annualResearchAndDevelopment,trailingResearchAndDevelopment,annualChangeInAccountPayable,trailingCostOfRevenue,quarterlyDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangesInAccountReceivables,trailingFreeCashFlow,quarterlyGrossPPE,annualDeferredIncomeTax,trailingBeginningCashPosition,annualInterestExpense,annualCommonStockIssuance,trailingChangesInAccountReceivables,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangeInWorkingCapital,annualBasicEPS,annualOtherNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualGoodwill,quarterlyTotalAssets,trailingPretaxIncome,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingChangeInWorkingCapital,quarterlyBasicAverageShares,annualRepaymentOfDebt,trailingGrossProfit,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualAccountsPayable,annualOperatingIncome,trailingTotalRevenue,annualPretaxIncome,annualInvestingCashFlow,quarterlySaleOfInvestment,annualEndCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingRepaymentOfDebt,annualGrossPPE,trailingPurchaseOfInvestment,annualDilutedEPS,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyCapitalStock,trailingChangeInInventory,annualIncomeTaxPayable,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,annualChangeInInventory,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance
2010-06-30,,,,,,,252114000.0,-7414000.0,662195000.0,,-71262000.0,369000.0,0.0,,545000.0,1216185000.0,,,192376000.0,,,,16000.0,-7532000.0,9732000.0,1235972000.0,,,29402000.0,,626698000.0,,,,27139000.0,,1698000.0,,45694000.0,-27830000.0,,626698000.0,-30345000.0,,,,,122631000.0,,,-9116000.0,-71286000.0,-29705000.0,25123582.0,,,,2267000.0,21355000.0,16190000.0,,7788000.0,,,,,,280000.0,51369000.0,48144000.0,-559513000.0,,,3877000.0,2189000.0,-29705000.0,29402000.0,-409715000.0,,,,,,,0.0,,,,,31282000.0,1432000.0,-1584000.0,55338000.0,,,1873300000.0,,43329000.0,7194000.0,748369000.0,912000.0,796645000.0,,76937000.0,-5176000.0,898391000.0,,0.0,568538000.0,,0.0,-259835000.0,,,,,,-20814000.0,,,,-650000.0,,2621669000.0,626698000.0,47492000.0,18304000.0,-1.207829,2179000.0,,,5170000.0,12000.0,129000.0,,,,67185000.0,,21614000.0,,78354000.0,,,2663792000.0,0.0,8000.0,,,42123000.0,-575765000.0,-724477000.0,1570000.0,-28199000.0,3460437000.0,-29425000.0,-1455000.0,,29402000.0,33283000.0,30672000.0,25123582.0,777991000.0,,,,-301856000.0,9449000.0,,-1226000.0,-9000.0,2348000.0,-1595667000.0,-1.207829,209453000.0,-337581000.0,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,-58381000.0,1472000.0,,,2954000.0,,,,,,2386000.0,-2103000.0,21000.0,37468000.0,24495000.0,,,,59853000.0,,,,,,61066000.0,9467000.0,9467000.0,,87986000.0,12032000.0,8079000.0,,9830000.0,-58381000.0,,24495000.0,,167127000.0,3654000.0,,28735000.0,-61456000.0,9830000.0,25123582.0,,66894000.0,,3922000.0,,31575000.0,,29402000.0,397000.0,,,,,1336000.0,108746000.0,43502000.0,,79141000.0,3922000.0,11853000.0,9830000.0,9830000.0,59853000.0,,,,,,,,138000.0,,,,,66894000.0,3654000.0,-8733000.0,50506000.0,167127000.0,,,,92641000.0,7004000.0,,254000.0,,,79141000.0,-14762000.0,,11570000.0,-138000.0,,,,,87986000.0,,96893000.0,-61456000.0,,0.0,7752000.0,,,-2103000.0,,,,96893000.0,19267000.0,0.391266,2386000.0,,,8079000.0,397000.0,350000.0,,,108746000.0,,,30451000.0,11853000.0,,,,,,118000.0,59853000.0,59853000.0,,,,2098000.0,10560000.0,,11166000.0,-8383000.0,,59853000.0,,1227000.0,25123582.0,,,2098000.0,118000.0,,7752000.0,,606000.0,,11570000.0,,0.391266,,,21000.0,,,,,,,,,,,,,,,,,,,,
2011-12-31,,,,,,,,,,,-57426000.0,,,,,,,,,,,,22000.0,,44860000.0,,,,68088000.0,,,,,,,,20695000.0,,126561000.0,,,,,,,,,213749000.0,,,,-68140000.0,,,,,,0.0,,,,,,,,,,,156323000.0,,,,,25816000.0,,,68088000.0,,,,,,,,,,,,,91087000.0,13378000.0,,,,,,,,,,,,,87188000.0,,,,,,,,,,0.0,,,,,,,,-4181000.0,,,,130507000.0,,,524000.0,,,4831000.0,2532000.0,,,,,,,,,,,,,,899000.0,,,,,,9411000.0,,,,,,,,,,,,,,,13549000.0,,,,24876000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,17848000.0,-8558000.0,,19927000.0,,,,,-0.23,,,,0.0,,,-5640000.0,960000.0,,,1576000.0,-5563000.0,,,,,12052000.0,16079000.0,,550000.0,,,,-5090000.0,,24091000.0,,6043000.0,,,6291000.0,,,-40198000.0,,42894000.0,8000.0,,3682000.0,21236000.0,,,,,31777000.0,97546000.0,,,,,25734000.0,,2583000.0,,-5640000.0,,,,,,,92024000.0,0.0,,,,,,-15344000.0,14372000.0,80140000.0,47431000.0,,-5582000.0,,-23894000.0,26195000.0,-5640000.0,1433000.0,,,,,225196000.0,-0.23,,5301000.0,,,,,,25123582.0,,,,29654000.0,,,,,,133172000.0,,153321000.0,-73780000.0,-960000.0,,18211000.0,-1069000.0,-3535000.0,,3918000.0,,,,,,,15344000.0,7521000.0,,,,2058000.0,,184998000.0,,,,31677000.0,,25123582.0,,,,,80140000.0,95484000.0,,,,,,,,,,,,,,,2047000.0,7089000.0,771000.0,,,68088000.0,,,,,,,,28000.0,,,,,,,,,,,,,,,,,,,,
2012-06-30,,0.0,-11668000.0,,-1789000.0,,,,,-0.32,,,,41000.0,,,-8724000.0,-2124000.0,,,4613000.0,-8373000.0,,,,,-14658000.0,6939000.0,,-352000.0,,,,-9076000.0,,35452000.0,,9272000.0,,,0.0,,,-43128000.0,,47334000.0,0.0,,18236000.0,22891000.0,,,,,43000000.0,113167000.0,,,,,33728000.0,,2510000.0,,-8724000.0,,,,,,,91795000.0,0.0,,,,,,-8575000.0,2752000.0,65482000.0,56774000.0,,-9117000.0,,-19218000.0,33883000.0,-8724000.0,-470000.0,,,,,243600000.0,-0.32,,10259000.0,,,,,,27788547.0,,,,43825000.0,,,,,,151805000.0,,152082000.0,-82504000.0,529000.0,,17902000.0,-891000.0,-6291000.0,,6457000.0,,,,,,,22795000.0,-4729000.0,,,,-4781000.0,,200472000.0,,,,48390000.0,,27788547.0,,,,,65482000.0,88277000.0,,,,,,,,,,,,,,,2826000.0,8550000.0,286000.0,,,80140000.0,,,,,,,,29000.0,,,,,,,,,,,,,,,,,,,,
2012-09-30,,169799000.0,-11930000.0,,171455000.0,,,,,-0.11,,,,0.0,,,-13053000.0,1164000.0,,,1507000.0,-11620000.0,,,,,51494000.0,9077000.0,,321000.0,,,,-12732000.0,,39086000.0,,10783000.0,,,7872000.0,,,191268000.0,,55924000.0,0.0,,2738000.0,27574000.0,,,,,50118000.0,128970000.0,,,,,39335000.0,,4839000.0,,-13053000.0,,,,,,,24248000.0,0.0,,,,,,-123003000.0,2564000.0,116976000.0,64345000.0,,-13347000.0,,-129133000.0,36771000.0,-13053000.0,-1069000.0,,,,,190936000.0,-0.11,,12353000.0,,,,,,117698005.0,,,,50706000.0,,,,,,166688000.0,,331877000.0,-95557000.0,-102000.0,,18976000.0,0.0,-9378000.0,,8213000.0,,,,,,,139485000.0,-2853000.0,,,,-8342000.0,,382204000.0,,,,50327000.0,,117698005.0,,,,,116976000.0,256461000.0,,,,,,,,,5800000.0,,,,,,3969000.0,5680000.0,326000.0,,,65482000.0,,,,,,,,123000.0,,,,,,,,,,,,,,,,,,,,
2012-12-31,,50546000.0,-9910000.0,,52246000.0,,,,,-0.08,243405000.0,13506000.0,43498000.0,0.0,27937000.0,,-9931000.0,1161000.0,,,2387000.0,-16394000.0,126000.0,48766000.0,78163000.0,,2013000.0,16671000.0,314691000.0,849000.0,,,,-9082000.0,139703000.0,42342000.0,42342000.0,13235000.0,211627000.0,-24078000.0,7963000.0,,-37656000.0,243405000.0,,78163000.0,37000.0,234709000.0,11950000.0,32308000.0,6700000.0,-105488000.0,-37348000.0,73908631.0,52392000.0,153964000.0,,7279000.0,,104009000.0,39157000.0,68088000.0,5537000.0,,-9931000.0,,,1368000.0,478114000.0,137954000.0,,23082000.0,7279000.0,56025000.0,13710000.0,-37348000.0,118989000.0,,-93704000.0,9526000.0,118989000.0,75162000.0,,-9538000.0,1694000.0,-66904000.0,42854000.0,-10239000.0,4993000.0,153964000.0,11950000.0,-42066000.0,177287000.0,234709000.0,-0.08,,4446000.0,243712000.0,39333000.0,,4887000.0,,124000655.0,23082000.0,-33341000.0,,58736000.0,-2440000.0,,,238193000.0,,211627000.0,195702000.0,422089000.0,-105488000.0,-1907000.0,-1960000.0,16397000.0,0.0,-4874000.0,-16394000.0,9349000.0,,,422089000.0,29214000.0,-0.51,2387000.0,195702000.0,6761000.0,7963000.0,5537000.0,45000.0,-22276000.0,,478114000.0,,,50901000.0,56025000.0,,124000655.0,,,-240626000.0,-36000.0,118989000.0,314691000.0,,,,9604000.0,-37584000.0,,-35980000.0,-239149000.0,36673000.0,118989000.0,,241839000.0,73908631.0,,4664000.0,9604000.0,-36000.0,,16397000.0,116976000.0,-38952000.0,,58736000.0,,-0.51,,,126000.0,,,,,,,,,,,,,,,,,,,,
2013-03-31,,0.0,-10415000.0,,22621000.0,,,,,-0.1,,,,0.0,,,-13358000.0,1153000.0,,,2138000.0,-20491000.0,,,,,25793000.0,15023000.0,,564000.0,,,,-12794000.0,,54284000.0,,16039000.0,,,14649000.0,,,263927000.0,,79844000.0,0.0,,10245000.0,32308000.0,,,,,66544000.0,178911000.0,,,,,50505000.0,,7059000.0,,-13358000.0,,,,,,,22913000.0,0.0,,,,,,-55946000.0,6780000.0,144782000.0,85939000.0,,-12913000.0,,-11011000.0,53631000.0,-13358000.0,-1471000.0,,,,,252026000.0,-0.1,,5366000.0,,,,,,129782029.0,,,,74775000.0,,,,,,229113000.0,,447236000.0,-118846000.0,-1851000.0,,15854000.0,0.0,-8549000.0,,12046000.0,,,,,,,194084000.0,4608000.0,,,,-2938000.0,,515953000.0,,,,68717000.0,,129782029.0,,,,,144782000.0,338866000.0,,,,,,,,,55350000.0,,,,,,4364000.0,9770000.0,-1156000.0,,,118989000.0,,,,,,,,133000.0,,,,,,,,,,,,,,,,,,,,
2013-06-30,,0.0,-11820000.0,,11082000.0,,,,,-0.16,,,,0.0,,,-21405000.0,720000.0,,92342000.0,2143000.0,-24997000.0,,,,,-24549000.0,9736000.0,,739000.0,,,,-20666000.0,,57253000.0,,17951000.0,,,14775000.0,,,267895000.0,,92765000.0,-163000.0,,12495000.0,35998000.0,,,,,85567000.0,192365000.0,,,,,67616000.0,,7591000.0,,-21405000.0,,,,,,,25266000.0,0.0,,,,,,-128817000.0,3593000.0,120233000.0,102222000.0,,-19343000.0,,-45401000.0,66224000.0,-21405000.0,1346000.0,,,,,274438000.0,-0.16,,6631000.0,,,,,,134454085.0,,,,82250000.0,,,,,,249172000.0,,376809000.0,-140251000.0,-720000.0,,17675000.0,0.0,-14004000.0,,14828000.0,,,,,,,133547000.0,-2084000.0,,,,-12953000.0,,542333000.0,,,,165524000.0,,134454085.0,,,,,120233000.0,253780000.0,,,,,,,,,95399000.0,,,,,,5339000.0,10016000.0,-1832000.0,,,144782000.0,,,,,,,,136000.0,,,,,,,,,,,,,,,,,,,,
2013-09-30,,0.0,-16824000.0,,15249000.0,,,,,-0.11,,,,0.0,,,-14713000.0,-754000.0,,132619000.0,3625000.0,-31419000.0,,,,,861000.0,20720000.0,,663000.0,,-13330000.0,,-14050000.0,,68642000.0,,20819000.0,,,16226000.0,,,287596000.0,8526000.0,84527000.0,-11000.0,,15001000.0,41575000.0,,,,,84334000.0,210545000.0,,,,,63515000.0,,7745000.0,,-14713000.0,,,,,,,23001000.0,0.0,,,,,,-48681000.0,856000.0,121094000.0,111259000.0,,-14650000.0,,-36736000.0,69684000.0,-14713000.0,-283000.0,,,,,291140000.0,-0.11,,7828000.0,,,,,,137456531.0,,,,100061000.0,,,,,,268139000.0,,342419000.0,-154964000.0,754000.0,,15256000.0,0.0,-8037000.0,,17851000.0,,,,,,,99044000.0,3896000.0,,,,8903000.0,,578736000.0,,6189000.0,,236317000.0,,137456531.0,,,,,121094000.0,220138000.0,,,,,,,,,42110000.0,,,,,,6613000.0,7930000.0,-662000.0,,,120233000.0,,,,,,,,139000.0,,,,,,,,,,,,,,,,,,,,
