,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,trailingNetIncome,quarterlyCostOfRevenue,annualGoodwill,quarterlyCurrentAccruedExpenses,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,quarterlyBasicAverageShares,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,annualCashDividendsPaid,trailingCommonStockIssuance,annualFreeCashFlow,annualPretaxIncome,annualEndCashPosition,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCurrentAssets,trailingNetOtherInvestingChanges,annualNetPPE,annualEbitda,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualBeginningCashPosition,annualBasicAverageShares,trailingGrossProfit,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,annualBasicEPS,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualStockBasedCompensation,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualTotalRevenue,annualDeferredIncomeTax,trailingOperatingExpense,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyBasicEPS,annualInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,trailingChangesInAccountReceivables,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualDilutedAverageShares,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualDilutedEPS,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualInventory,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,quarterlyChangeInInventory,trailingPurchaseOfInvestment,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,annualInvestmentsAndAdvances
520473600,,,,,,,,,,,,148032000.0,,,,,,,,,,,,,,1000000.0,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,1000000.0,0.000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148032000.0,,,,,,,23500000.0,,,,23500000.0,,23500000.0,,,,,,,,,,,,,,,,,,,,,,0.000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,170272000.0,,,,,,,,,,,,,,1200000.0,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,1200000.0,0.000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170272000.0,,,,,,,30200000.0,,,,30200000.0,,30200000.0,,,,,,,,,,,,,,,,,,,,,,0.000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,,,9000000.0,,,,,,36400000.0,16800000.0,,,36400000.0,,4100000.0,10400000.0,,,,2700000.0,,87400000.0,,,,1200000.0,4600000.0,,,,1200000.0,,,,4900000.0,,,,,2900000.0,,2700000.0,100000.0,500000.0,,200000.0,,8400000.0,,,,19600000.0,,1200000.0,,800000.0,,,,,,,,,400000.0,,16800000.0,100000.0,2900000.0,,,,2100000.0,8400000.0,,,,,,400000.0,13900000.0,27400000.0,,6500000.0,5400000.0,,8400000.0,4100000.0,19600000.0,13700000.0,100000.0,,,,,,170816000.0,,,,,,,,2100000.0,0.000781,16000000.0,,,,500000.0,,,,500000.0,8400000.0,9000000.0,8400000.0,,34400000.0,,,,-69800000.0,,-69800000.0,,,,200000.0,,,,-1900000.0,4100000.0,16800000.0,,108800000.0,,,,,,,,,8400000.0,,100000.0,,,,100000.0,27400000.0,13900000.0,,,,170816000.0,-1900000.0,10400000.0,,,,6500000.0,0.000781,,21400000.0,,13700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,170368000.0,,,,,,,,,,,,,,1100000.0,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,1100000.0,0.000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170368000.0,,,,,,,30800000.0,,,,30800000.0,,30800000.0,,,,,,,,,,,,,,,,,,,,,,0.000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,184192000.0,,,,,,,,,,,,,,1500000.0,,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,1500000.0,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184192000.0,,,,,,,34000000.0,,,,34000000.0,,34000000.0,,,,,,,,,,,,,,,,,,,,,,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,170976000.0,,,,,,,,,,,,,,1800000.0,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,1800000.0,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170976000.0,,,,,,,39700000.0,,,,39700000.0,,39700000.0,,,,,,,,,,,,,,,,,,,,,,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,9600000.0,,,,,,44900000.0,17700000.0,,,44900000.0,,5800000.0,16200000.0,,,,2500000.0,,117900000.0,,,,1500000.0,6600000.0,,,,1500000.0,,,,7100000.0,,,,,2600000.0,,2500000.0,,300000.0,,300000.0,,8300000.0,,,,27200000.0,,1500000.0,,1300000.0,,,,,,,,,200000.0,,17700000.0,100000.0,2600000.0,,,,1700000.0,8300000.0,,,,,,200000.0,15100000.0,35300000.0,,7700000.0,7800000.0,,10300000.0,5800000.0,27200000.0,14800000.0,,,,,,,177568000.0,,,,,,,,1700000.0,0.001016,21100000.0,,,,300000.0,,,,800000.0,8300000.0,9600000.0,8300000.0,,42300000.0,,,,-97900000.0,,-97900000.0,,,,300000.0,,,,-2600000.0,5800000.0,22300000.0,,146800000.0,,,,,,,,,10300000.0,,200000.0,,,,100000.0,35300000.0,15100000.0,,,,177568000.0,-2600000.0,16200000.0,,,,7700000.0,0.001016,,28900000.0,,14800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,182944000.0,,,,,,,,,,,,,,1300000.0,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,1300000.0,0.000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182944000.0,,,,,,,31800000.0,,,,31800000.0,,31800000.0,,,,,,,,,,,,,,,,,,,,,,0.000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,182944000.0,,,,,,,,,,,,,,1800000.0,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,1800000.0,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182944000.0,,,,,,,32900000.0,,,,32900000.0,,32900000.0,,,,,,,,,,,,,,,,,,,,,,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,183104000.0,,,,,,,,,,,,,,2200000.0,,,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,2200000.0,0.000391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183104000.0,,,,,,,43600000.0,,,,43600000.0,,43600000.0,,,,,,,,,,,,,,,,,,,,,,0.000391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,,,10100000.0,,,,,,52400000.0,17700000.0,,,52400000.0,,7200000.0,23400000.0,,,,1900000.0,,112300000.0,,,,1900000.0,8100000.0,,,,1900000.0,,,,9100000.0,,,,,1900000.0,,1900000.0,,500000.0,,200000.0,,14800000.0,,,,34700000.0,,1900000.0,,1900000.0,,,,,,,,,500000.0,,17700000.0,,1900000.0,,,,1600000.0,14800000.0,,,,,,500000.0,15800000.0,42300000.0,,8000000.0,9500000.0,,11600000.0,7200000.0,34700000.0,15600000.0,,,,,,,183104000.0,,,,,,,,1600000.0,0.00125,25700000.0,,,,500000.0,,,,1200000.0,14800000.0,10100000.0,14800000.0,,39300000.0,,,,-100100000.0,,-100100000.0,,,,200000.0,,,,-3600000.0,7200000.0,27100000.0,,147500000.0,,,,,,,,,11600000.0,,200000.0,,,,,42300000.0,15800000.0,,,,183104000.0,-3600000.0,23400000.0,,,,8000000.0,0.00125,,35200000.0,,15600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,183200000.0,,,,,,,,,,,,,,1800000.0,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,1800000.0,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183200000.0,,,,,,,43300000.0,,,,43300000.0,,43300000.0,,,,,,,,,,,,,,,,,,,,,,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,,,,,,,183424000.0,,,,,,,,,,,,,,2400000.0,,,,,2400000.0,,,,,,,,,,,,,,,,,,,,,,,2400000.0,0.000469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183424000.0,,,,,,,47000000.0,,,,47000000.0,,47000000.0,,,,,,,,,,,,,,,,,,,,,,0.000469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,10100000.0,,,45600000.0,,,,,,184128000.0,65900000.0,,,,,,,1800000.0,,,,,,2600000.0,,,,5700000.0,2600000.0,,,,,,,,,1800000.0,,,,,,200000.0,,,,100000.0,,,,2600000.0,0.000469,,,,,8800000.0,,,500000.0,,2200000.0,,23700000.0,,,,,5900000.0,,,,,,,,,,,,,,,,,42200000.0,,,,,,,,,,,,,,,,,,,,17700000.0,,6400000.0,,184128000.0,,,18600000.0,,18600000.0,,54400000.0,,,,3100000.0,,2900000.0,,,,,,,,-3600000.0,,,,,,,,,,3400000.0,,,11500000.0,0.000469,,,,,,55800000.0,21900000.0,,,,,,30300000.0,,800000.0,,7900000.0,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,,,11800000.0,,,29600000.0,,,65000000.0,20500000.0,,,65000000.0,,9300000.0,32800000.0,,400000.0,,1700000.0,-2700000.0,149300000.0,,,14600000.0,2600000.0,10700000.0,-5800000.0,,15900000.0,2600000.0,,,5000000.0,12300000.0,,,,700000.0,1800000.0,,1700000.0,100000.0,9300000.0,3500000.0,200000.0,1900000.0,15200000.0,,0.0,,44500000.0,-5400000.0,2600000.0,,3000000.0,-4900000.0,,,19300000.0,,,800000.0,,1000000.0,,20500000.0,,1800000.0,1400000.0,8200000.0,16600000.0,1300000.0,15200000.0,,300000.0,,,,1000000.0,18700000.0,53200000.0,,9500000.0,12600000.0,,14500000.0,9300000.0,44500000.0,3900000.0,100000.0,,4000000.0,2900000.0,-400000.0,12300000.0,184160000.0,,,,-3200000.0,,,-300000.0,1300000.0,0.001563,31700000.0,,14600000.0,,9300000.0,,,,1900000.0,15200000.0,11800000.0,15200000.0,,48900000.0,-2000000.0,,,3400000.0,,2700000.0,,,,200000.0,,,,-5000000.0,9300000.0,33600000.0,,193600000.0,,,,2400000.0,,3300000.0,,,14500000.0,,200000.0,,,,,53200000.0,18700000.0,,-400000.0,,184160000.0,-5000000.0,32800000.0,,700000.0,-5900000.0,9500000.0,0.001563,,44300000.0,-3300000.0,3900000.0,,,1100000.0,0.0,-2700000.0,,,,,,,,,,,,,,,,,,,,,,
