,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,trailingNetIncome,quarterlyCostOfRevenue,annualGoodwill,quarterlyCurrentAccruedExpenses,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,quarterlyBasicAverageShares,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,annualCashDividendsPaid,trailingCommonStockIssuance,annualFreeCashFlow,annualPretaxIncome,annualEndCashPosition,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCurrentAssets,trailingNetOtherInvestingChanges,annualNetPPE,annualEbitda,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualBeginningCashPosition,annualBasicAverageShares,trailingGrossProfit,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,annualBasicEPS,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualStockBasedCompensation,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualTotalRevenue,annualDeferredIncomeTax,trailingOperatingExpense,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyBasicEPS,annualInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,trailingChangesInAccountReceivables,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualDilutedAverageShares,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualDilutedEPS,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualInventory,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,quarterlyChangeInInventory,trailingPurchaseOfInvestment,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,annualInvestmentsAndAdvances
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449539200,,,,,,,,,,,,146048000.0,,,,,,,,,,,,,,500000.0,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,500000.0,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146048000.0,,,,,,,12700000.0,,,,12700000.0,,12700000.0,,,,,,,,,,,,,,,,,,,,,,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457401600,,,,,,,,,,,,146048000.0,,,,,,,,,,,,,,500000.0,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,500000.0,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146048000.0,,,,,,,12700000.0,,,,12700000.0,,12700000.0,,,,,,,,,,,,,,,,,,,,,,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465350400,,,,,,,,,,,,146048000.0,,,,,,,,,,,,,,500000.0,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,500000.0,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146048000.0,,,,,,,12800000.0,,,,12800000.0,,12800000.0,,,,,,,,,,,,,,,,,,,,,,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473299200,,,1700000.0,,,,,,13700000.0,5600000.0,,,13700000.0,,2100000.0,3500000.0,,,,400000.0,,43000000.0,,,,600000.0,2200000.0,,,,600000.0,,,,2500000.0,,,,,400000.0,,400000.0,,200000.0,,100000.0,,4700000.0,,,,8100000.0,,600000.0,,400000.0,,,,,,,,,100000.0,,5600000.0,,400000.0,,,,,4700000.0,,,,,,100000.0,5200000.0,12000000.0,,1600000.0,2500000.0,,2000000.0,2100000.0,8100000.0,5100000.0,,,,,,,144704000.0,,,,,,,,,0.000313,5500000.0,,,,200000.0,,,,300000.0,4700000.0,1700000.0,4700000.0,,12800000.0,,,,-36000000.0,,-36000000.0,,,,100000.0,,,,-400000.0,2100000.0,5800000.0,,51000000.0,,,,,,,,,2000000.0,,,,,,,12000000.0,5200000.0,,,,144704000.0,-400000.0,3500000.0,,,,1600000.0,0.000313,,8000000.0,,5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
481075200,,,,,,,,,,,,146048000.0,,,,,,,,,,,,,,400000.0,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,400000.0,5.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146048000.0,,,,,,,9600000.0,,,,9600000.0,,9600000.0,,,,,,,,,,,,,,,,,,,,,,5.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488937600,,,,,,,,,,,,146048000.0,,,,,,,,,,,,,,600000.0,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,600000.0,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146048000.0,,,,,,,12500000.0,,,,12500000.0,,12500000.0,,,,,,,,,,,,,,,,,,,,,,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,146048000.0,,,,,,,,,,,,,,900000.0,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,900000.0,0.000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146048000.0,,,,,,,18600000.0,,,,18600000.0,,18600000.0,,,,,,,,,,,,,,,,,,,,,,0.000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,,,4300000.0,,,,,,21600000.0,10500000.0,,,21600000.0,,2900000.0,6300000.0,,,,1800000.0,,53600000.0,,,,900000.0,2600000.0,,,,900000.0,,,,3400000.0,,,,,1800000.0,,1800000.0,,300000.0,,200000.0,,7300000.0,,,,11100000.0,,900000.0,,500000.0,,,,,,,,,1700000.0,,10500000.0,,1800000.0,,,,,7300000.0,,,,,,1700000.0,8700000.0,17300000.0,,2600000.0,3000000.0,,3300000.0,2900000.0,11100000.0,8500000.0,,,,,,,144704000.0,,,,,,,,,0.000417,9400000.0,,,,300000.0,,,,800000.0,7300000.0,4300000.0,7300000.0,,22400000.0,,,,-41000000.0,,-41000000.0,,,,200000.0,,,,-700000.0,2900000.0,9800000.0,,66000000.0,,,,,,,,,3300000.0,,100000.0,,,,,17300000.0,8700000.0,,,,144704000.0,-700000.0,6300000.0,,,,2600000.0,0.000417,,12400000.0,,8500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,146848000.0,,,,,,,,,,,,,,700000.0,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,700000.0,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146848000.0,,,,,,,20700000.0,,,,20700000.0,,20700000.0,,,,,,,,,,,,,,,,,,,,,,0.000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
