date,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualCostOfRevenue,annualAccountsPayable,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualEndCashPosition,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualNetOtherInvestingChanges,trailingTaxProvision,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualPretaxIncome,quarterlyOtherNonCurrentLiabilities,annualCurrentDebt,annualNetIncome,quarterlyDepreciationAndAmortization,trailingOperatingIncome,quarterlyTotalAssets,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualAccountsReceivable,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentAssets,annualDilutedAverageShares,quarterlyLongTermDebt,annualStockholdersEquity,annualLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,annualTotalAssets,trailingPretaxIncome,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyEndCashPosition,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualRetainedEarnings,trailingNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,annualEbitda,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,annualDilutedEPS,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,annualGrossProfit,annualBasicAverageShares,quarterlyPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingGrossProfit,annualOtherIncomeExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,annualIncomeTaxPayable,annualBasicEPS,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualOperatingExpense,annualPurchaseOfInvestment,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,trailingInterestExpense,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyNetPPE,annualStockBasedCompensation,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,annualChangeInWorkingCapital,annualInterestExpense,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherFinancingCharges,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyCashDividendsPaid,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:01.033344000,,,49000000.0,,,1747000000.0,1269000000.0,,,,,,18371444000.0,,17562812000.0,,,,1073000000.0,-11000000.0,,49376000.0,,,28000000.0,23000000.0,,,,34000000.0,,,23000000.0,,652802000.0,,,,,,,430000000.0,,,,,,,78500000.0,,-108000000.0,,,,965000000.0,-164786000.0,,,,,,,,,23000000.0,,-271965000.0,,49000000.0,,,,,,,0.292994,,,,,,,,-607243000.0,478000000.0,56965000.0,,,,,,,,808632000.0,1000000.0,,,,,,,,28000000.0,,,,,,,,,,,0.403757,,,,155830000.0,,,,,155830000.0,,-20000000.0,,,,429000000.0,,,-214162000.0,,,,,,-271965000.0,,,,210345000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,69000000.0,,,1915000000.0,1381000000.0,,,,,,,,,,,,1237000000.0,,,,,,120000000.0,37000000.0,,,,56000000.0,,,37000000.0,,,,,,,,,467000000.0,,,,,,,57178000.0,,-181000000.0,122000000.0,,,1056000000.0,,,,,,,,,,35000000.0,,,,69000000.0,,,,,,,0.65,,,,,,,,,534000000.0,52858000.0,,,,,,,,,-13000000.0,,,,,,,,120000000.0,,,,,,,,,,,0.67,,,,,,,,,,,,,,,465000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,,,2011975000.0,,,2011975000.0,,,,,,,,,,,,,,,,,,,,50436000.0,,,,,,,50436000.0,,,,,,,,,,,,,,,,32127000.0,,,,,,,,,,,,,,,,44993000.0,,,,2011975000.0,,,,,,,1.57,,,,,,,,,,26300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,,,,,,,,,,,,,,,,25940000.0,,,,,,,,,,,,,,,,,,,,,12077000.0,,13454000.0,,,13454000.0,,,,,,,,,,,,,,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31989000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598835000.0,598835000.0,,,,598835000.0,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,,,,,,,,,,,,,,,,25940000.0,,,,,,,,,,,,,,,,,,,,,12077000.0,,13454000.0,,,13454000.0,,,,,,,,,,,,,,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31989000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598835000.0,598835000.0,,,,598835000.0,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,,,,,,,,,,,,,,,,25940000.0,,,,,,,,,,,,,,,,,,,,,12077000.0,,13454000.0,,,13454000.0,,,,,,,,,,,,,,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31989000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598835000.0,598835000.0,,,,598835000.0,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,651618000.0,-63792000.0,98300000.0,,1003463000.0,2395340000.0,1717863000.0,302635000.0,,,0.0,54352000.0,,,,1003463000.0,,822261000.0,1655081000.0,28979000.0,0.0,,602663000.0,,54352000.0,53814000.0,,,-5250000.0,82793000.0,712280000.0,20539000.0,53814000.0,,,1424924000.0,,12077000.0,15412000.0,13453000.0,50397000.0,581529000.0,13453000.0,,-70913000.0,703837000.0,1655081000.0,822261000.0,31989000.0,216183000.0,-239881000.0,216183000.0,50397000.0,0.0,1424924000.0,,,,19928000.0,273856000.0,703837000.0,651618000.0,,404063000.0,48308000.0,,,,118228000.0,,,60538000.0,,41971000.0,,1.68,,273856000.0,,79528000.0,602663000.0,32216000.0,,,677477000.0,25940000.0,,54352000.0,,0.0,54352000.0,46587000.0,,,2352000.0,0.0,,,-28365000.0,,-239881000.0,84077000.0,54352000.0,107893000.0,20539000.0,,,,60487000.0,712280000.0,,,,1.86,32216000.0,,107893000.0,,-136995000.0,,,13093000.0,,-63792000.0,-31175000.0,-28365000.0,,54588000.0,579177000.0,-8249000.0,,,,,,302635000.0,,,-1698205000.0,598835000.0,,,,-1698205000.0,79528000.0,,54588000.0,-6135000.0,,,,,-39102000.0,7054000.0,,404063000.0,-2625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,,,,,,,,,,,,,,,,,26644000.0,,,,,,,,,,,,,,,,,,,,,11571000.0,,12955000.0,,,12955000.0,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32612000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746797000.0,746797000.0,,,,746797000.0,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,,,,,,,,,,,,,,53676000.0,,,,,,,,,,,,,,,,,,,,,11224000.0,,11887000.0,,,11887000.0,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70306000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858930000.0,858930000.0,,,,858930000.0,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,,,,,,,,,,,,,,27428000.0,,,,,,,,,,,,,,,,,,,,,14343000.0,,14422000.0,,,14422000.0,,,,,,,,,,,,,,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36329000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907883000.0,907883000.0,,,,907883000.0,,,,,,,,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
