date,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockBasedCompensation,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualCapitalStock,trailingCashDividendsPaid,trailingPretaxIncome,annualDilutedEPS,trailingNetIncome,annualGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualBasicAverageShares,annualGrossProfit,quarterlyTaxProvision,annualInventory,annualCurrentLiabilities,quarterlyOtherShortTermInvestments,annualOperatingCashFlow,annualEbitda,trailingNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyCommonStockIssuance,annualNetPPE,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,trailingTotalRevenue,trailingPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualEndCashPosition,trailingInterestExpense,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyBasicEPS,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,quarterlyEndCashPosition,annualOperatingExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyGoodwill,quarterlyOperatingExpense,annualNetIncome,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,quarterlyRepaymentOfDebt,annualTaxProvision,annualCurrentDebt,annualTotalAssets,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
1989-05-31,,,,,,40200000.0,,600000.0,,,,,2100000.0,,,,,0.0,,2100000.0,,,,200000.0,332490255.0,-17000000.0,,2100000.0,,8900000.0,,,,,,0.001171,,,,22100000.0,,,332490255.0,71600000.0,,,9500000.0,,0.0,20100000.0,,,,22100000.0,,,900000.0,,,1900000.0,,22300000.0,8900000.0,,101200000.0,,,,,,,,0.0,,,,54800000.0,,,14900000.0,,,,,14200000.0,,39100000.0,,,,1100000.0,,1900000.0,,,1900000.0,-60400000.0,,,26600000.0,,,,,,,57400000.0,,,,,14600000.0,,,1900000.0,,,9400000.0,32500000.0,,,,,9500000.0,200000.0,39100000.0,,,,,,,-17000000.0,,-60400000.0,,9400000.0,31100000.0,,,5100000.0,,,200000.0,,40200000.0,0.001171,14600000.0,5100000.0,,,,,,31100000.0,0.0,32500000.0,,,,,9400000.0,,,2100000.0,,18600000.0,,900000.0,29600000.0,2100000.0,0.0,,5500000.0,600000.0,54800000.0,51500000.0,,18600000.0,22300000.0,,,,,,,,,,,,,,,,,
1989-08-31,,,,,-2700000.0,,-400000.0,600000.0,,0.0,,,,,,,300000.0,,2700000.0,2700000.0,,3100000.0,,300000.0,,-18700000.0,,1900000.0,-1400000.0,6800000.0,,,,,,,,,,23000000.0,4300000.0,,,,1600000.0,,,,,,,0.00039,,,400000.0,,,,,,,23300000.0,,,,,,,,,,332653673.0,,,3900000.0,,56300000.0,,2700000.0,,,1700000.0,-5400000.0,,,,,,,,,1800000.0,500000.0,,,500000.0,3900000.0,0.00039,,28500000.0,1400000.0,-1200000.0,-200000.0,,,0.0,,,,,20300000.0,13700000.0,,,,,,,,,,,,8800000.0,,41700000.0,-400000.0,-4100000.0,,,,,,,5600000.0,,,33400000.0,,,,,,,,42600000.0,,,4900000.0,,,332653673.0,8200000.0,,,,33000000.0,100000.0,,,16400000.0,,,,2000000.0,14700000.0,,,1000000.0,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,
1989-11-30,,,,,-4300000.0,,-600000.0,700000.0,,-100000.0,,,,,,,300000.0,,2700000.0,2700000.0,,3200000.0,,300000.0,,-20300000.0,,1800000.0,-300000.0,6000000.0,,,,,,,,,,25700000.0,4300000.0,,,,1600000.0,,,,,,,0.00039,,,-1100000.0,,,,,,,26000000.0,,,,,,,,,,332883058.0,,,3900000.0,,58400000.0,,2700000.0,,,1700000.0,-2400000.0,,,,,,,,,0.0,200000.0,,,200000.0,4100000.0,0.00039,,29500000.0,1700000.0,-1300000.0,-100000.0,,,0.0,,,,,20500000.0,13500000.0,,,,,,,,,,,,8400000.0,,46000000.0,-500000.0,-3000000.0,,,,,,,5800000.0,,,35600000.0,,,,,,,,44900000.0,,,5100000.0,,,332883058.0,9000000.0,,,,32400000.0,-200000.0,,,16400000.0,,,,1900000.0,14700000.0,,,1400000.0,,,,,,,,,,1300000.0,,,,,,,,,,,,,,,,,,
1990-02-28,,,,,-4000000.0,,-600000.0,600000.0,,-100000.0,,,,,,,300000.0,,1300000.0,1300000.0,,4800000.0,,200000.0,,-22100000.0,,1700000.0,400000.0,6300000.0,,,,,,,,,,27900000.0,1900000.0,,,,600000.0,,,,,,,0.00039,100000.0,,800000.0,,,,,,,28100000.0,,,,,,,,,,332925037.0,,,2900000.0,,60000000.0,,1300000.0,,,1800000.0,-2700000.0,,,,,,,,,0.0,500000.0,,,500000.0,1700000.0,0.00039,,31000000.0,2400000.0,1600000.0,-100000.0,,,0.0,,,,,20100000.0,14200000.0,,,,,,,,,,,,9300000.0,,50000000.0,-500000.0,-3800000.0,,,,,,,3500000.0,,,36400000.0,,,,,0.0,,,45800000.0,,,4900000.0,,,332925037.0,10900000.0,,,,31900000.0,0.0,,,18400000.0,,,,1900000.0,16600000.0,,,1300000.0,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,
1990-05-31,,100000.0,100000.0,,-4400000.0,47200000.0,-800000.0,500000.0,,100000.0,,7300000.0,1800000.0,15400000.0,,,300000.0,-13500000.0,1800000.0,1800000.0,,3400000.0,,600000.0,333104948.0,-23700000.0,-13200000.0,1800000.0,-100000.0,6800000.0,,,,,,0.001171,,,,30100000.0,2600000.0,,333104948.0,82500000.0,800000.0,,10200000.0,,14500000.0,19500000.0,,,0.0,30100000.0,-1000000.0,,1200000.0,,,500000.0,-1400000.0,30700000.0,6800000.0,-300000.0,120200000.0,,,,,,,,0.0,,4700000.0,-2400000.0,62100000.0,,1800000.0,13200000.0,,2100000.0,-2700000.0,,12200000.0,,53800000.0,2900000.0,,,1300000.0,0.0,500000.0,,,500000.0,2400000.0,,,31200000.0,2900000.0,-700000.0,100000.0,,,0.0,70300000.0,,,,21500000.0,14900000.0,-15400000.0,,500000.0,,,8600000.0,31400000.0,,,,,10200000.0,200000.0,53800000.0,-600000.0,-2600000.0,,,0.0,,-23700000.0,,4500000.0,-300000.0,8600000.0,37700000.0,,,4700000.0,,-100000.0,600000.0,-1600000.0,47200000.0,0.001171,14900000.0,4700000.0,,,,9700000.0,200000.0,37700000.0,-900000.0,31400000.0,-200000.0,,,19100000.0,8600000.0,,,1700000.0,17000000.0,1400000.0,-2000000.0,1200000.0,37700000.0,1700000.0,1800000.0,,4600000.0,500000.0,62100000.0,63000000.0,,1400000.0,30700000.0,,,,,,,,,,,,,,,,,
1990-08-31,,,100000.0,,-4900000.0,,0.0,1100000.0,,-100000.0,,,,,,,300000.0,,2900000.0,2900000.0,,4100000.0,,500000.0,,-25600000.0,,1500000.0,-300000.0,7400000.0,,,,,,,,,,33000000.0,4400000.0,,,,1500000.0,,,,,,,0.00039,,,-800000.0,,,,,,,33500000.0,,,,,,,,,,333134933.0,,,3200000.0,,64600000.0,,2900000.0,,,2100000.0,-2700000.0,,,,,,,,,500000.0,200000.0,,,200000.0,4200000.0,0.00039,,33100000.0,2000000.0,-800000.0,-200000.0,,,0.0,,,,,23400000.0,15100000.0,,,,,,,,,,,,10500000.0,,58600000.0,-500000.0,-4400000.0,,,,,,,6300000.0,,,40000000.0,,,,,-100000.0,,,49500000.0,,,4600000.0,,,333134933.0,9700000.0,,,,31100000.0,0.0,,,19200000.0,,,,1700000.0,17100000.0,,,1400000.0,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,
1990-11-30,,,100000.0,,-4700000.0,,-100000.0,1500000.0,,0.0,,,,,,,300000.0,,2800000.0,2800000.0,,3900000.0,,600000.0,,-27500000.0,,1400000.0,300000.0,6200000.0,,,,,,,,,,35700000.0,4200000.0,,,,1400000.0,,,,,,,0.00039,,,-800000.0,,,,,,,36300000.0,,,,,,,,,,333269865.0,,,1900000.0,,66200000.0,,2800000.0,,,2000000.0,-700000.0,,,,,,,,,0.0,500000.0,,,500000.0,4100000.0,0.00039,,33500000.0,2300000.0,-1000000.0,-100000.0,,,0.0,,,,,23700000.0,14400000.0,,,,,,,,,,,,10000000.0,,63200000.0,-700000.0,-3600000.0,,,,,,,6100000.0,,,42200000.0,,,,,,,,51800000.0,,,4400000.0,,,333269865.0,9800000.0,,,,29900000.0,-100000.0,,,19600000.0,,,,1700000.0,17600000.0,,,1300000.0,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,
1991-02-28,,,,,-3700000.0,,-800000.0,1500000.0,,0.0,,,,,,,200000.0,,1900000.0,1900000.0,,4100000.0,,800000.0,,-27800000.0,,800000.0,0.0,8100000.0,,,,,,,,,,38200000.0,2800000.0,,,,900000.0,,,,,,,0.00039,100000.0,,400000.0,,,,,,,39000000.0,,,,,,,,,,333472264.0,,,1000000.0,,68900000.0,,1900000.0,,,1900000.0,-400000.0,,,,,,,,,0.0,500000.0,,,500000.0,2600000.0,0.00039,,35300000.0,1800000.0,200000.0,-200000.0,,,0.0,,,,,23600000.0,15800000.0,,,,,,,,,,,,11400000.0,,66000000.0,-600000.0,-3200000.0,,,,,,,4600000.0,,,43400000.0,,,,,,,,53100000.0,,,4400000.0,,,333472264.0,11700000.0,,,,29900000.0,-100000.0,,,21000000.0,,,,2300000.0,19000000.0,,,1300000.0,,,,,,,,,,2200000.0,,,,,,,,,,,,,,,,,,
1991-05-31,,,0.0,,-4100000.0,54500000.0,-2000000.0,400000.0,,100000.0,,8400000.0,1800000.0,8800000.0,,,200000.0,-12900000.0,2000000.0,2000000.0,,3600000.0,,700000.0,333472264.0,-29700000.0,-4100000.0,1800000.0,-100000.0,7100000.0,,,,,,0.001171,,,,40000000.0,2700000.0,,333472264.0,95500000.0,700000.0,,10500000.0,,15700000.0,21700000.0,,,0.0,40000000.0,-500000.0,,1600000.0,,,500000.0,-100000.0,40700000.0,7100000.0,-200000.0,137100000.0,,,,,,,,0.0,,2700000.0,-2900000.0,70400000.0,,2000000.0,14000000.0,,2400000.0,-300000.0,,13300000.0,,69700000.0,3000000.0,,,1000000.0,0.0,500000.0,,,500000.0,2600000.0,,,35300000.0,3000000.0,-1100000.0,100000.0,,,0.0,82200000.0,,,,25100000.0,15900000.0,-17400000.0,,500000.0,,,9600000.0,29700000.0,,,,,10500000.0,200000.0,69700000.0,-700000.0,-1700000.0,,,0.0,,-29700000.0,,5000000.0,-400000.0,9600000.0,44800000.0,,,5400000.0,,,700000.0,-2700000.0,54500000.0,0.001171,15900000.0,5400000.0,,,,10200000.0,200000.0,44800000.0,-1700000.0,29700000.0,0.0,,,22500000.0,9600000.0,,,2000000.0,20100000.0,3000000.0,-2500000.0,1600000.0,41600000.0,2000000.0,500000.0,,4400000.0,400000.0,70400000.0,73800000.0,,3000000.0,40700000.0,,,,,,,,,,,,,,,,,
1991-08-31,,,,,-2700000.0,,-500000.0,400000.0,,100000.0,,,,,,,200000.0,,3400000.0,3400000.0,,7100000.0,,900000.0,,-31900000.0,,1500000.0,4400000.0,8700000.0,,,,,,,,,,40200000.0,4900000.0,,,,1500000.0,,,,,,,0.00039,200000.0,,4400000.0,,,,,,,41100000.0,,,,,,,,,,333658171.0,,,2600000.0,,73400000.0,,3400000.0,,,2500000.0,-1800000.0,,,,,,,,,500000.0,4800000.0,,,4800000.0,4700000.0,0.00039,,38000000.0,1600000.0,1200000.0,-300000.0,,,0.0,,,,,28000000.0,16000000.0,,,,,,,,,,,,10700000.0,,72100000.0,-700000.0,-2200000.0,,,,,,,7200000.0,,,47600000.0,,,,,,,,57400000.0,,,5300000.0,,,333658171.0,10000000.0,,,,32300000.0,-300000.0,,,23300000.0,,,,2000000.0,20800000.0,,,1800000.0,,,,,,,,,,2600000.0,,,,,,,,,,,,,,,,,,
1991-11-30,,,,,-6000000.0,,-200000.0,400000.0,,-100000.0,,,,,,,200000.0,,3800000.0,3800000.0,,5900000.0,,900000.0,,-33300000.0,,1500000.0,-300000.0,8100000.0,,,,,,,,,,44100000.0,5500000.0,,,,1700000.0,,,,,,,0.00039,600000.0,,-100000.0,,,,,,,45000000.0,,,,,,,,,,334698651.0,,,1500000.0,,79200000.0,,3800000.0,,,2200000.0,-1500000.0,,,,,,,,,0.0,4600000.0,,,4600000.0,5300000.0,0.00039,,39200000.0,4300000.0,-300000.0,-100000.0,,,0.0,,,,,28800000.0,18000000.0,,,,,,,,,,,,12800000.0,,77400000.0,-700000.0,-6000000.0,,,,,,,7500000.0,,,50600000.0,,,,,,,,61200000.0,,,5200000.0,,,334698651.0,10400000.0,,,,34200000.0,0.0,,,23500000.0,,,,1900000.0,21300000.0,,,1800000.0,,,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,
1992-02-29,,,,,-1900000.0,,200000.0,400000.0,,-100000.0,,,,,,,200000.0,,3000000.0,3000000.0,,4100000.0,,700000.0,,-35500000.0,,1400000.0,1700000.0,9500000.0,,,,,,,,,,43900000.0,4200000.0,,,,1200000.0,,,,,,,0.00039,1100000.0,,2200000.0,,,,,,,44600000.0,,,,,,,,,,336110945.0,,,2300000.0,,81500000.0,,3000000.0,,,2300000.0,-3000000.0,,,,,,,,,0.0,6300000.0,,,6300000.0,4100000.0,0.00039,,41700000.0,2000000.0,-1400000.0,-200000.0,,,0.0,,,,,29400000.0,17000000.0,,,,,,,,,,,,11900000.0,,79400000.0,-800000.0,-2600000.0,,,,,,,6400000.0,,,52800000.0,,,,,100000.0,,,64500000.0,,,5100000.0,,,336110945.0,12300000.0,,,,36900000.0,0.0,,,25300000.0,,,,1900000.0,23000000.0,,,1800000.0,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,
1992-05-31,,100000.0,0.0,,-2800000.0,67400000.0,-800000.0,400000.0,,100000.0,,9800000.0,1700000.0,7400000.0,,,300000.0,-18000000.0,3500000.0,3500000.0,,7000000.0,,700000.0,336539730.0,-38100000.0,-11600000.0,1700000.0,-1000000.0,9800000.0,,,,,,0.002341,,,,43900000.0,4900000.0,,336539730.0,117900000.0,1400000.0,,13700000.0,,24100000.0,28700000.0,,,200000.0,43900000.0,4200000.0,,1800000.0,,,5200000.0,4800000.0,44600000.0,9800000.0,-400000.0,161300000.0,,,,,,,,0.0,,1000000.0,-1300000.0,86200000.0,,3500000.0,19500000.0,,2800000.0,-5300000.0,,18900000.0,,82000000.0,3500000.0,,,900000.0,0.0,5200000.0,,,5200000.0,4800000.0,,,42400000.0,3500000.0,-100000.0,400000.0,,,0.0,99000000.0,,,,31700000.0,18800000.0,-13400000.0,,5200000.0,,,13700000.0,41600000.0,,,,,13700000.0,100000.0,82000000.0,-800000.0,-7200000.0,,,0.0,,-38100000.0,,7600000.0,-200000.0,13700000.0,55500000.0,,,5100000.0,,-100000.0,700000.0,-600000.0,67400000.0,0.002341,18800000.0,5100000.0,,,,10700000.0,2100000.0,55500000.0,10700000.0,41600000.0,-100000.0,,,26900000.0,13700000.0,,,1600000.0,24100000.0,18900000.0,-3000000.0,1800000.0,43400000.0,1600000.0,500000.0,,5800000.0,400000.0,86200000.0,89200000.0,,18900000.0,44600000.0,,,,,,,,,,,,,,,,,
1992-08-31,,,,,-1100000.0,,-600000.0,500000.0,,0.0,,,,,,,300000.0,,5100000.0,5100000.0,,7300000.0,,900000.0,,-39300000.0,,1500000.0,2400000.0,11200000.0,,,,,,,,,,42400000.0,7200000.0,,,,2100000.0,,,,,,,0.000585,200000.0,,6200000.0,,,,,,,43300000.0,,,,,,,,,,336844078.0,,,600000.0,,90600000.0,,5100000.0,,,2600000.0,-3600000.0,,,,,,,,,5200000.0,7600000.0,,,7600000.0,7100000.0,0.000585,,45300000.0,2300000.0,-800000.0,100000.0,,,0.0,,,,,34000000.0,18700000.0,,,,,,,,,,,,14000000.0,,81700000.0,-800000.0,-4300000.0,,,,,,,9700000.0,,,59800000.0,,,,,300000.0,,,71900000.0,,,4700000.0,,,336844078.0,11300000.0,,,,47300000.0,-200000.0,,,26900000.0,,,,1500000.0,24300000.0,,,1700000.0,,,,,,,,,,21400000.0,,,,,,,,,,,,,,,,,,
1992-11-30,,,,,-3000000.0,,-700000.0,400000.0,,-100000.0,,,,,,,300000.0,,5200000.0,5200000.0,,6500000.0,,1000000.0,,-41900000.0,,1300000.0,-1500000.0,9500000.0,,,,,,,,,,42800000.0,7400000.0,,,,2200000.0,,,,,,,0.000585,600000.0,,3500000.0,,,,,,,43800000.0,,,,,,,,,,337548726.0,,,1000000.0,,94700000.0,,5200000.0,,,2700000.0,-5000000.0,,,,,,,,,0.0,6100000.0,,,6100000.0,6900000.0,0.000585,,45700000.0,3700000.0,-2100000.0,300000.0,,,0.0,,,,,33900000.0,18300000.0,,,,,,,,,,,,13600000.0,,84700000.0,-1200000.0,-7300000.0,,,,,,,9600000.0,,,63700000.0,,,,,400000.0,,,76400000.0,,,4700000.0,,,337548726.0,11800000.0,,,,50900000.0,-300000.0,,,27000000.0,,,,1600000.0,24300000.0,,,1800000.0,,,,,,,,,,25700000.0,,,,,,,,,,,,,,,,,,
1993-02-28,,,,,-3000000.0,,-900000.0,400000.0,,100000.0,,,,,,,300000.0,,4400000.0,4400000.0,,11700000.0,,700000.0,,-43900000.0,,1400000.0,9300000.0,14300000.0,,,,,,,,,,43200000.0,6200000.0,,,,1800000.0,,,,,,,0.000585,200000.0,,8700000.0,,,,,,,43900000.0,,,,,,,,,,337934033.0,,,9300000.0,,103000000.0,,4400000.0,,,2700000.0,-8100000.0,,,,,,,,,0.0,15400000.0,,,15400000.0,5800000.0,0.000585,,48600000.0,3100000.0,4200000.0,-900000.0,,,0.0,,,,,34700000.0,22100000.0,,,,,,,,,,,,17800000.0,,87100000.0,-1200000.0,-1500000.0,,,,,,,8500000.0,,,67000000.0,,,,,0.0,,,80900000.0,,,4300000.0,,,337934033.0,13900000.0,,,,59100000.0,300000.0,,,28900000.0,,,,1500000.0,26200000.0,,,1400000.0,,,,,,,,,,25500000.0,,,,,,,,,,,,,,,,,,
1993-05-31,,,0.0,,-1600000.0,85200000.0,-400000.0,400000.0,,-100000.0,,10700000.0,1300000.0,13700000.0,,,600000.0,-27100000.0,5300000.0,5300000.0,,3900000.0,,600000.0,338290855.0,-46600000.0,-32000000.0,1300000.0,-10400000.0,14000000.0,,,,,,0.003512,,,,42100000.0,7300000.0,,338290855.0,140000000.0,2000000.0,,17800000.0,,29400000.0,37300000.0,,,1200000.0,42100000.0,2300000.0,,1400000.0,,,5000000.0,-200000.0,42700000.0,14000000.0,-100000.0,190000000.0,,,,,,,,0.0,,2800000.0,-2600000.0,106900000.0,,5300000.0,28100000.0,,2700000.0,-15300000.0,,26600000.0,,88700000.0,3400000.0,,,1500000.0,0.0,5000000.0,,,5000000.0,6700000.0,,,50300000.0,3400000.0,-2700000.0,-100000.0,,,0.0,113400000.0,,,,37300000.0,21700000.0,-8700000.0,,5000000.0,,,20000000.0,64200000.0,,,,,17800000.0,100000.0,88700000.0,-1200000.0,-14000000.0,,,0.0,,-46600000.0,,9400000.0,-600000.0,20000000.0,71000000.0,,,3900000.0,,,600000.0,-1400000.0,85200000.0,0.003512,21700000.0,3900000.0,,,,13000000.0,2200000.0,71000000.0,20700000.0,64200000.0,100000.0,,,30600000.0,20000000.0,,,1200000.0,27900000.0,3900000.0,-4400000.0,1400000.0,50000000.0,1200000.0,5200000.0,,8100000.0,400000.0,106900000.0,102700000.0,,3900000.0,42700000.0,,,,,,,,,,,,,,,,,
1993-08-31,,,,,-2700000.0,,-1100000.0,400000.0,,0.0,,,,,,,500000.0,,6900000.0,6900000.0,,10500000.0,,1200000.0,,-49300000.0,,1500000.0,4100000.0,14900000.0,,,,,,,,,,42000000.0,9500000.0,,,,2600000.0,,,,,,,0.001756,100000.0,,7800000.0,,,,,,,43200000.0,,,,,,,,,,338632684.0,,,4500000.0,,113900000.0,,6900000.0,,,2800000.0,-6400000.0,,,,,,,,,5100000.0,9200000.0,,,9200000.0,9100000.0,0.001756,,53300000.0,3700000.0,900000.0,-300000.0,,,0.0,,,,,39900000.0,22900000.0,,,,,,,,,,,,19000000.0,,91300000.0,-1200000.0,-5200000.0,,,,,,,11900000.0,,,76700000.0,,,,,,,,91000000.0,,,3900000.0,,,338632684.0,13400000.0,,,,70700000.0,-600000.0,,,30800000.0,,,,1200000.0,28000000.0,,,1200000.0,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,
1993-11-30,,,,,-2600000.0,,-1900000.0,300000.0,,-400000.0,,,,,,,500000.0,,7100000.0,7100000.0,,3800000.0,,800000.0,,-51100000.0,,1200000.0,-4900000.0,12100000.0,,,,,,,,,,41600000.0,10100000.0,,,,3000000.0,,,,,,,0.001756,300000.0,,1200000.0,,,,,,,42400000.0,,,,,,,,,,339160420.0,,,-600000.0,,115200000.0,,7100000.0,,,3100000.0,-4000000.0,,,,,,,,,0.0,4200000.0,,,4200000.0,9700000.0,0.001756,,54300000.0,2900000.0,-7000000.0,500000.0,,,0.0,,,,,41000000.0,18600000.0,,,,,,,,,,,,15300000.0,,92700000.0,-1800000.0,-6900000.0,,,,,,,12800000.0,,,82000000.0,,,,,,,,96600000.0,,,3300000.0,,,339160420.0,13300000.0,,,,72800000.0,300000.0,,,31300000.0,,,,1000000.0,28200000.0,,,1100000.0,,,,,,,,,,2400000.0,,,,,,,,,,,,,,,,,,
1994-02-28,,,,,-3700000.0,,-400000.0,1800000.0,,100000.0,,,,,,,700000.0,,6600000.0,6600000.0,,17500000.0,,700000.0,,-53100000.0,,800000.0,16800000.0,17300000.0,,,,,,,,,,42700000.0,9300000.0,,,,2700000.0,,,,,,,0.001756,1300000.0,,13800000.0,,,,,,,43400000.0,,,,,,,,,,339524738.0,,,15500000.0,,128000000.0,,6600000.0,,,2600000.0,-12200000.0,,,,,,,,,0.0,21000000.0,,,21000000.0,8600000.0,0.001756,,57600000.0,3400000.0,7900000.0,-100000.0,,,0.0,,,,,42200000.0,25200000.0,,,,,,,,,,,,22500000.0,,95800000.0,-1800000.0,-300000.0,,,,,,,11200000.0,,,86800000.0,,,,,,,,102800000.0,,,2700000.0,,,339524738.0,15400000.0,,,,84600000.0,100000.0,,,33600000.0,,,,1000000.0,31000000.0,,,900000.0,,,,,,,,,,1800000.0,,,,,,,,,,,,,,,,,,
