date,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockBasedCompensation,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualCapitalStock,trailingCashDividendsPaid,trailingPretaxIncome,annualDilutedEPS,trailingNetIncome,annualGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualBasicAverageShares,annualGrossProfit,quarterlyTaxProvision,annualInventory,annualCurrentLiabilities,quarterlyOtherShortTermInvestments,annualOperatingCashFlow,annualEbitda,trailingNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyCommonStockIssuance,annualNetPPE,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,trailingTotalRevenue,trailingPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualEndCashPosition,trailingInterestExpense,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyBasicEPS,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,quarterlyEndCashPosition,annualOperatingExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyGoodwill,quarterlyOperatingExpense,annualNetIncome,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,quarterlyRepaymentOfDebt,annualTaxProvision,annualCurrentDebt,annualTotalAssets,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
1980-05-31,,,,216700000.0,,,,,183100000.0,,47200000.0,,,,,27441600000.0,,,,,,,,,,,,,,,,1338900000.0,,-868400000.0,1417400000.0,-0.000173,1077900000.0,,,,,,,,,,0.0,,,,-8500000.0,,,,,-222000000.0,,,,,,,,,,,,2737300000.0,4033500000.0,-27434800000.0,4000000.0,,,36300000.0,,,,1434600000.0,,,1420000000.0,,,-269900000.0,,,,,-1116800000.0,,,,,-122900000.0,-47800000.0,,,,1077900000.0,,,,,,,,,-196000000.0,,-21000000.0,,,,-8900000.0,,1302700000.0,,,0.0,1296200000.0,,1467800000.0,,,,,,,-98800000.0,,,1302700000.0,,,,,,,,,,,,,,,-0.000173,,,,,,,,,,,,1216000000.0,,,,,1077900000.0,,,,,,,,,,,,0.0,,339500000.0,,,,,,,,,,,,,,,,,,,
1981-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1982-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1983-05-31,,,,,,2300000.0,,,,,,,100000.0,,,,,0.0,,,,,,,285695652.0,,,,,,,,,,,0.000173,,,,,,,285695652.0,15300000.0,,,2900000.0,,0.0,3400000.0,,,,1800000.0,,,100000.0,,,600000.0,,,2500000.0,,23800000.0,,,,,,,,0.0,,,,,,,2600000.0,,,,,2800000.0,,3100000.0,,,,0.0,,,,,,,,,,,,,,,,12500000.0,,,,,,,,600000.0,,,1300000.0,3400000.0,,,,,,200000.0,,,,,,,,-1300000.0,,,,1300000.0,,,,600000.0,,,600000.0,,,0.000173,3500000.0,,,,,,,1700000.0,0.0,,,,,,1300000.0,,,,,200000.0,,,8500000.0,400000.0,0.0,,1300000.0,400000.0,5800000.0,11900000.0,,,2400000.0,,,,,,,,,,,,,,,,,
1984-02-29,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,0.0,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-05-31,,,,,,11400000.0,,,,,,,200000.0,,,,,0.0,,600000.0,,,,2500000.0,325814093.0,-2100000.0,,200000.0,,,,,,,,0.0,,,,3900000.0,,,325814093.0,20800000.0,,,2600000.0,,0.0,5000000.0,,,,3900000.0,,,0.0,,,200000.0,,6400000.0,,,31700000.0,,,,,,,,0.0,,,,14200000.0,,,4400000.0,,,,,4100000.0,,6000000.0,,,,400000.0,,200000.0,,,200000.0,-19000000.0,,,8600000.0,,,,,,,16700000.0,,,,,2800000.0,,,200000.0,,,2400000.0,7800000.0,,,,,2600000.0,,6000000.0,,,,,,,-2100000.0,,-19000000.0,,2000000.0,3700000.0,,,200000.0,,,2500000.0,,11400000.0,0.0,2800000.0,200000.0,,,,,,3700000.0,0.0,7800000.0,,,,,2000000.0,,,,,3400000.0,,0.0,10900000.0,,0.0,,2000000.0,,14200000.0,15800000.0,,3400000.0,6400000.0,,,,,,,,,,,,,,,,,
1984-08-31,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,9600000.0,0.000173,,9600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600000.0,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-11-30,,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,9900000.0,0.000173,,9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9900000.0,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,10500000.0,0.000173,,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500000.0,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,,,,,,14300000.0,,200000.0,,,,,600000.0,,,,,0.0,,900000.0,400000.0,,,200000.0,325814093.0,-2300000.0,,600000.0,,3200000.0,,,,,,0.000173,,,,12100000.0,,200000.0,325814093.0,27600000.0,,400000.0,3400000.0,,0.0,6400000.0,,,,12100000.0,,,0.0,,200000.0,200000.0,,12500000.0,3200000.0,,40900000.0,,,,,,,,0.0,,,,21100000.0,,,4800000.0,,,,,4600000.0,,14400000.0,,,,400000.0,,200000.0,,,200000.0,-25400000.0,,,10900000.0,,,,,,,23000000.0,,,,,6800000.0,,,200000.0,,,3000000.0,8600000.0,,,,,3400000.0,300000.0,14400000.0,,,,,,,-2300000.0,,-25400000.0,,3000000.0,6700000.0,,,3400000.0,,,200000.0,,14300000.0,0.000173,6800000.0,3400000.0,,,,,,6700000.0,0.0,8600000.0,,,,,3000000.0,,,2800000.0,,2900000.0,,0.0,13300000.0,2800000.0,0.0,,1800000.0,200000.0,21100000.0,21200000.0,,2900000.0,12500000.0,,,,,,,,,,,,,,,,,
1985-08-31,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,11700000.0,0.000173,,11700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11700000.0,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,0.000173,,12100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,,,,,,,,,,,,,,,,,325814093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-28,,,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000173,,,,,,,,,,,,,,,,,,,,325901049.0,,,,,,,,,,,,,,,,,,,,,,,,,13200000.0,0.000173,,13200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13200000.0,,,,,,,,,,,,,,,,,325901049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,,,,,,18600000.0,,200000.0,,,,,800000.0,,,,,0.0,,1300000.0,,,,300000.0,326511244.0,-4500000.0,,800000.0,,4300000.0,,,,,,0.000173,,,,13600000.0,,,326511244.0,35500000.0,,,4500000.0,,0.0,10300000.0,,,,13600000.0,,,0.0,,,200000.0,,13900000.0,4300000.0,,50700000.0,,,,,,,,0.0,,,,26500000.0,,,7800000.0,,,,,7700000.0,,18100000.0,,,,300000.0,,200000.0,,,200000.0,-29200000.0,,,13800000.0,,,,,,,27800000.0,,,,,7900000.0,,,200000.0,,,4200000.0,12600000.0,,,,,4500000.0,200000.0,18100000.0,,,,,,,-4500000.0,,-29200000.0,,4200000.0,10900000.0,,,3400000.0,,,300000.0,,18600000.0,0.000173,7900000.0,3400000.0,,,,,,10900000.0,0.0,12600000.0,,,,,4200000.0,,,2600000.0,,6700000.0,,0.0,15200000.0,2600000.0,0.0,,3600000.0,200000.0,26500000.0,25200000.0,,6700000.0,13900000.0,,,,,,,,,,,,,,,,,
1986-08-31,,,,,,,,,,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026,,,,,,,,,,,,,,,,,,,,326268366.0,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,0.00026,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,,,,,,,,,,,,,,,326268366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-30,,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026,,,,,,,,,,,,,,,,,,,,326511244.0,,,,,,,,,,,,,,,,,,,,,,,,,15300000.0,0.00026,,15300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15300000.0,,,,,,,,,,,,,,,,,326511244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,,,,,,,,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026,,,,,,,,,,,,,,,,,,,,328724138.0,,,,,,,,,,,,,,,,,,,,,,,,,16600000.0,0.00026,,16600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16600000.0,,,,,,,,,,,,,,,,,328724138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,,,,,,24000000.0,,200000.0,,,,,1200000.0,,,,,0.0,,1300000.0,,,,200000.0,333301349.0,-7700000.0,,1200000.0,,4500000.0,,,,,,0.00026,,,,15700000.0,,,333301349.0,45600000.0,,,4700000.0,,0.0,13500000.0,,,,15700000.0,,,300000.0,,,1200000.0,,15900000.0,4500000.0,,63900000.0,,,,,,,,0.0,,,,32600000.0,,,10200000.0,,,,,10100000.0,,23400000.0,,,,400000.0,,1200000.0,,,1200000.0,-36800000.0,,,17000000.0,,,,,,,35500000.0,,,,,8600000.0,,,1200000.0,,,5100000.0,16700000.0,,,,,4700000.0,200000.0,23400000.0,,,,,,,-7700000.0,,-36800000.0,,5100000.0,15900000.0,,,3900000.0,,,200000.0,,24000000.0,0.00026,8600000.0,3900000.0,,,,,,15900000.0,0.0,16700000.0,,,,,5100000.0,,,2400000.0,,8500000.0,,300000.0,18300000.0,2400000.0,0.0,,5100000.0,200000.0,32600000.0,32100000.0,,8500000.0,15900000.0,,,,,,,,,,,,,,,,,
1987-08-31,,,,,,,,,,,,,,,,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026,,,,,,,,,,,,,,,,,,,,329029985.0,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,0.00026,,18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,,,,,,,,,,,,,,,,,329029985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-30,,,,,,,,,,,,,,,,,,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039,,,,,,,,,,,,,,,,,,,,329239880.0,,,,,,,,,,,,,,,,,,,,,,,,,19200000.0,0.00039,,19200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19200000.0,,,,,,,,,,,,,,,,,329239880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-29,,,,,,,,,,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039,,,,,,,,,,,,,,,,,,,,329952024.0,,,,,,,,,,,,,,,,,,,,,,,,,20700000.0,0.00039,,20700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700000.0,,,,,,,,,,,,,,,,,329952024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-31,,,,,,31500000.0,,600000.0,,,,,1500000.0,,,,,0.0,,1500000.0,,,,200000.0,329952024.0,-11700000.0,,1500000.0,,5500000.0,,,,,,0.00078,,,,19000000.0,,,329952024.0,51900000.0,,,6100000.0,,0.0,11100000.0,,,,19000000.0,,,600000.0,,,2500000.0,,19200000.0,5500000.0,,79400000.0,,,,,,,,0.0,,,,42500000.0,,,11200000.0,,,,,10800000.0,,30700000.0,,,,700000.0,,2500000.0,,,2500000.0,-47100000.0,,,21500000.0,,,,,,,41100000.0,,,,,11000000.0,,,2500000.0,,,6900000.0,23300000.0,,,,,6100000.0,200000.0,30700000.0,,,,,,,-11700000.0,,-47100000.0,,6900000.0,22800000.0,,,4900000.0,,,200000.0,,31500000.0,0.00078,11000000.0,4900000.0,,,,,,22800000.0,0.0,23300000.0,,,,,6900000.0,,,2800000.0,,12200000.0,,600000.0,27500000.0,2800000.0,0.0,,4300000.0,600000.0,42500000.0,40800000.0,,12200000.0,19200000.0,,,,,,,,,,,,,,,,,
1988-08-31,,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039,,,,,,,,,,,,,,,,,,,,329952024.0,,,,,,,,,,,,,,,,,,,,,,,,,24900000.0,0.00039,,24900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24900000.0,,,,,,,,,,,,,,,,,329952024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-11-30,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039,,,,,,,,,,,,,,,,,,,,331896552.0,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,0.00039,,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,,,,,,,,,,,,,,,,,331896552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-02-28,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039,,,,,,,,,,,,,,,,,,,,331896552.0,,,,,,,,,,,,,,,,,,,,,,,,,25800000.0,0.00039,,25800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25800000.0,,,,,,,,,,,,,,,,,331896552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
