date,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualBasicEPS,trailingNetIncomeCommonStockholders,annualGrossPPE,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,annualBasicAverageShares,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,quarterlyEbitda,trailingTaxProvision,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyOperatingIncome,quarterlyTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,annualCapitalStock,annualPurchaseOfBusiness,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,annualResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,trailingNetIncome,annualAccumulatedDepreciation,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyRetainedEarnings,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,trailingPretaxIncome,annualNetIncome,annualGoodwill,annualFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualAccountsReceivable,quarterlyDilutedEPS,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualInvestingCashFlow,annualPretaxIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualTaxProvision,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualLongTermDebt,annualDilutedAverageShares,trailingTotalRevenue,annualOtherNonCashItems,annualOperatingIncome,annualOtherCurrentAssets,trailingPurchaseOfInvestment,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInterestExpense,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualCurrentAssets,trailingChangeInInventory,trailingPurchaseOfBusiness,annualInventory,trailingCashDividendsPaid,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDebt,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingBasicEPS,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualChangeInInventory,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance
1970-01-01 00:00:01.451520000,82000000.0,-260000000.0,-1.370851,465000000.0,137000000.0,371000000.0,,,-230000000.0,,,1000000.0,-4000000.0,206000000.0,0.0,,167778952.0,58000000.0,-168000000.0,-1.370851,,,1647000000.0,-49000000.0,,180000000.0,,476000000.0,-346000000.0,,,,325000000.0,,,9000000.0,,,,71000000.0,-230000000.0,,,-4000000.0,,58000000.0,-4000000.0,117000000.0,,,28000000.0,,,92000000.0,461000000.0,1007000000.0,-412000000.0,0.0,-8000000.0,1714000000.0,1940000000.0,542000000.0,136000000.0,,,,,226000000.0,,,5000000.0,,352000000.0,,822000000.0,,0.0,1095000000.0,465000000.0,-56000000.0,,,,465000000.0,,,4757000000.0,-121000000.0,,175000000.0,,1549000000.0,,,-10000000.0,,-17000000.0,-653000000.0,,,,,523000000.0,-230000000.0,65000000.0,-87000000.0,,,85000000.0,,0.0,235000000.0,,244000000.0,,289000000.0,98000000.0,,-413000000.0,119000000.0,-67000000.0,-225000000.0,,,,,1064000000.0,5000000.0,,5000000.0,1051000000.0,,597000000.0,229000000.0,0.0,167778952.0,6404000000.0,-11000000.0,-235000000.0,27000000.0,-970000000.0,,,,798000000.0,485000000.0,597000000.0,-367000000.0,835000000.0,30000000.0,,1000000.0,,,0.0,,,,,-480000000.0,,,,,520000000.0,24000000.0,251000000.0,-38000000.0,8000000.0,474000000.0,0.0,597000000.0,,21000000.0,81000000.0,-194000000.0,871000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,146000000.0,,-3.21256,,162000000.0,190000000.0,,,-539000000.0,,,5000000.0,-5000000.0,597000000.0,0.0,,167778952.0,,,-3.21256,,,,-27000000.0,,191000000.0,,916000000.0,,,,,543000000.0,,,-186000000.0,,,,,-539000000.0,,,22000000.0,,,,,,,53000000.0,5000000.0,,149000000.0,750000000.0,,,0.0,-8000000.0,2551000000.0,2952000000.0,,207000000.0,,,,,401000000.0,,,4000000.0,,,,2340000000.0,,0.0,,,-77000000.0,,,,,,,,-60000000.0,,300000000.0,,,,,-12000000.0,,,-1192000000.0,,,,,,-539000000.0,73000000.0,74000000.0,,,122000000.0,,-1397000000.0,,,223000000.0,,,,,,139000000.0,-827000000.0,-535000000.0,,,,,,6000000.0,,4000000.0,2100000000.0,,755000000.0,-240000000.0,1106000000.0,167778952.0,,242000000.0,-349000000.0,18000000.0,,,,,1220000000.0,668000000.0,755000000.0,,,38000000.0,,0.0,,,609000000.0,,,,,,,,,,,1120000000.0,245000000.0,101000000.0,7000000.0,0.0,830000000.0,1585000000.0,0.0,23000000.0,85000000.0,-492000000.0,1909000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,,,,,,,,,-28000000.0,,,,,,244000000.0,,,,,,,,,,,286000000.0,,,,,-1000000.0,,,,,755000000.0,0.0,-3000000.0,,,14000000.0,16000000.0,,-157000000.0,,,,-139000000.0,902000000.0,,,,,,,,,,,,,,93000000.0,35000000.0,-16000000.0,,,,,,,,,,1000000.0,,,,,-23000000.0,1000000.0,199000000.0,,167778952.0,-172000000.0,,,,,,,,80000000.0,,,,,797000000.0,,,,,,,,,,,,,,90000000.0,,-1.031119,,,,,,,,164000000.0,-173000000.0,167778952.0,-173000000.0,,,14000000.0,,,,,,,,,,,,,-357000000.0,-1.031119,1000000.0,,,,,,,-173000000.0,,,105000000.0,,,-125000000.0,735000000.0,186000000.0,,,,,-36000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,,,,,,-27000000.0,,,,,,311000000.0,,,,,,,,,,,300000000.0,,,,,,,,,,735000000.0,0.0,-5000000.0,,,19000000.0,2000000.0,,-27000000.0,,,,-79000000.0,1007000000.0,,,,,,,,,,,,,,72000000.0,110000000.0,32000000.0,,,,,,,,,,1000000.0,,,,,,1000000.0,111000000.0,,167778952.0,-187000000.0,,,,,,,,95000000.0,,,,,775000000.0,,,,,,,,,,,,,,67000000.0,,-1.120522,,,,,,,,216000000.0,-188000000.0,167778952.0,-188000000.0,,,12000000.0,,,,,,,,,,,,,-310000000.0,-1.120522,148000000.0,,,,,,,-188000000.0,,,232000000.0,,,-42000000.0,732000000.0,81000000.0,,,-1000000.0,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,,,,-39000000.0,,,,,,,,,303000000.0,,,,,,,,,,,257000000.0,,,,,,,,,,732000000.0,0.0,-9000000.0,,,18000000.0,0.0,,-44000000.0,,,,-73000000.0,1032000000.0,,,,,,,,,,,,,,-81000000.0,203000000.0,-61000000.0,,,,,,,,,,0.0,,,,,,0.0,-43000000.0,,167778952.0,-278000000.0,,,,,,,,98000000.0,,,,,802000000.0,,,,,,,,,,,,,,-90000000.0,,-1.656942,,,,,,,,205000000.0,-278000000.0,167778952.0,-278000000.0,,,15000000.0,,,,,,,,,,,,,-237000000.0,-1.656942,219000000.0,,,,,,,-278000000.0,,,230000000.0,,,11000000.0,668000000.0,-15000000.0,,,7000000.0,,-103000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,362000000.0,,-4.28,,178000000.0,-222000000.0,,1182000000.0,-711000000.0,1000000.0,27000000.0,4000000.0,-4000000.0,755000000.0,0.0,369000000.0,166146849.0,,,-4.28,477000000.0,216000000.0,,-46000000.0,1509000000.0,1209000000.0,237000000.0,34000000.0,,242000000.0,29000000.0,0.0,831000000.0,177000000.0,0.0,-872000000.0,668000000.0,0.0,-24000000.0,,-1235000000.0,14000000.0,7000000.0,,-38000000.0,,,,-87000000.0,1149000000.0,65000000.0,1000000.0,-105000000.0,216000000.0,1227000000.0,,,0.0,-49000000.0,3241000000.0,4090000000.0,,396000000.0,95000000.0,509000000.0,-177000000.0,,849000000.0,1898000000.0,1860000000.0,2000000.0,9000000.0,,178000000.0,1925000000.0,0.0,3000000.0,,,-105000000.0,-11000000.0,0.0,153000000.0,,178112840.0,-596000000.0,,-112000000.0,73000000.0,420000000.0,-2427000000.0,,362000000.0,123000000.0,-34000000.0,1032000000.0,,-2427000000.0,867000000.0,880000000.0,135000000.0,272000000.0,,-1235000000.0,135000000.0,133000000.0,3107000000.0,1209000000.0,177000000.0,,-1386000000.0,,71000000.0,272000000.0,-3.346193,,,,,242000000.0,-435000000.0,-1233000000.0,246000000.0,-596000000.0,178112840.0,-596000000.0,,9000000.0,13000000.0,2000000.0,3107000000.0,65000000.0,477000000.0,1182000000.0,944000000.0,166146849.0,,856000000.0,-378000000.0,29000000.0,,-482000000.0,-3.346193,545000000.0,1860000000.0,880000000.0,477000000.0,,,54000000.0,-596000000.0,911000000.0,1925000000.0,282000000.0,1080000000.0,54000000.0,-279000000.0,477000000.0,195000000.0,,3000000.0,,911000000.0,,,65000000.0,447000000.0,179000000.0,27000000.0,0.0,1032000000.0,1509000000.0,,54000000.0,73000000.0,-1175000000.0,1898000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,,,,,161000000.0,,-4000000.0,28000000.0,,,,,324000000.0,,,,,733000000.0,223000000.0,,,1576000000.0,,430000000.0,,,255000000.0,39000000.0,0.0,,226000000.0,0.0,,477000000.0,4000000.0,-8000000.0,,,18000000.0,43000000.0,,-169000000.0,,,,-41000000.0,1139000000.0,,,-113000000.0,,,,,,,,,,,84000000.0,139000000.0,266000000.0,,,1938000000.0,1948000000.0,,4000000.0,,181000000.0,,-11000000.0,,,,,0.0,-11000000.0,91000000.0,,167778952.0,-180000000.0,,,68000000.0,,-2596000000.0,,429000000.0,115000000.0,,843000000.0,,,856000000.0,889000000.0,133000000.0,232000000.0,,,,,3202000000.0,1264000000.0,,1022000000.0,,,76000000.0,,-1.01,,,61000000.0,,,,,209000000.0,-169000000.0,167778952.0,-169000000.0,,,11000000.0,,,1093000000.0,,,,,,,,,,-280000000.0,-1.01,0.0,,,,,,,-169000000.0,,3041000000.0,283000000.0,,56000000.0,139000000.0,733000000.0,70000000.0,,3000000.0,,969000000.0,-152000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,,,12000000.0,999000000.0,,-19000000.0,31000000.0,,,,,419000000.0,,,,,810000000.0,234000000.0,,,1695000000.0,,451000000.0,,,369000000.0,38000000.0,0.0,,256000000.0,0.0,,733000000.0,0.0,-5000000.0,,,23000000.0,55000000.0,,-43000000.0,,,,-90000000.0,1273000000.0,,,-106000000.0,,,,,,,,,,,30000000.0,299000000.0,68000000.0,0.0,,2058000000.0,2280000000.0,,4000000.0,,189000000.0,,2000000.0,,,,,-9000000.0,2000000.0,93000000.0,,179077124.0,-392000000.0,,,83000000.0,,-2990000000.0,,631000000.0,143000000.0,,885000000.0,,,944000000.0,991000000.0,144000000.0,324000000.0,,,,,3360000000.0,1302000000.0,,,,,25000000.0,,-2.2,,,,,,,,276000000.0,-394000000.0,179077124.0,-394000000.0,,,6000000.0,,,81000000.0,,,,,,,,,,-444000000.0,-2.2,343000000.0,,,,,,,-394000000.0,,2361000000.0,329000000.0,,65000000.0,-17000000.0,810000000.0,78000000.0,,2000000.0,-2000000.0,969000000.0,-182000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,,,,,1594000000.0,,-20000000.0,28000000.0,,,,,348000000.0,,,,,1095000000.0,240000000.0,,,1764000000.0,,279000000.0,,,384000000.0,35000000.0,,,758000000.0,0.0,,810000000.0,0.0,-49000000.0,,,24000000.0,49000000.0,,10000000.0,,,,-6000000.0,1352000000.0,,,-109000000.0,,,,,,,,,,,80000000.0,69000000.0,285000000.0,,,2160000000.0,2451000000.0,,3000000.0,,244000000.0,,-125000000.0,,,,,,-125000000.0,59000000.0,,188120122.0,-82000000.0,,,135000000.0,,-2947000000.0,,711000000.0,135000000.0,,669000000.0,,,1010000000.0,1064000000.0,145000000.0,359000000.0,,,,,4133000000.0,1973000000.0,,,,,31000000.0,,0.23,,,,,,,,213000000.0,43000000.0,180510524.0,43000000.0,,,7000000.0,,,88000000.0,,,,,,,,,,-54000000.0,0.24,85000000.0,,,,,,,43000000.0,,2539000000.0,342000000.0,,65000000.0,156000000.0,1095000000.0,86000000.0,,2000000.0,-1000000.0,1589000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,339000000.0,,-0.44,,277000000.0,414000000.0,-59000000.0,2094000000.0,-78000000.0,-1000000.0,28000000.0,584000000.0,,477000000.0,,305000000.0,177154405.0,,,-0.51,891000000.0,258000000.0,,-125000000.0,1806000000.0,2090000000.0,66000000.0,92000000.0,,427000000.0,38000000.0,,903000000.0,875000000.0,0.0,-1000000.0,1095000000.0,,-65000000.0,,-78000000.0,23000000.0,-55000000.0,1000000.0,491000000.0,,,,94000000.0,1495000000.0,88000000.0,,-80000000.0,258000000.0,1396000000.0,,,0.0,,3906000000.0,5259000000.0,,493000000.0,150000000.0,-372000000.0,-205000000.0,-72000000.0,1353000000.0,2246000000.0,2147000000.0,-95000000.0,5000000.0,,277000000.0,2242000000.0,39000000.0,2000000.0,,,-80000000.0,,39000000.0,8000000.0,,190511148.0,481000000.0,,-61000000.0,197000000.0,251000000.0,-2505000000.0,,339000000.0,100000000.0,-54000000.0,915000000.0,,-2505000000.0,1096000000.0,1076000000.0,146000000.0,400000000.0,,-78000000.0,146000000.0,219000000.0,4336000000.0,2090000000.0,875000000.0,,-1069000000.0,,85000000.0,400000000.0,0.36,,,,,427000000.0,-22000000.0,-173000000.0,205000000.0,442000000.0,181067994.0,442000000.0,,5000000.0,8000000.0,-95000000.0,4336000000.0,95000000.0,891000000.0,2094000000.0,,181210292.0,,136000000.0,-43000000.0,38000000.0,,-300000000.0,2.44,2000000.0,2147000000.0,1076000000.0,891000000.0,,,32000000.0,442000000.0,1646000000.0,2242000000.0,399000000.0,1226000000.0,65000000.0,-300000000.0,891000000.0,57000000.0,,2000000.0,4000000.0,1646000000.0,-159000000.0,,95000000.0,291000000.0,344000000.0,28000000.0,,915000000.0,1806000000.0,-72000000.0,65000000.0,197000000.0,443000000.0,2246000000.0,,,,,,,,,,,,,,,,,,,,
