date,annualOperatingIncome,quarterlyCurrentLiabilities,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualFreeCashFlow,trailingOperatingIncome,annualAccountsPayable,annualCommonStockIssuance,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingEndCashPosition,quarterlyDilutedEPS,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyTotalAssets,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualDilutedEPS,annualOperatingExpense,annualNetIncome,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualBasicAverageShares,annualSellingGeneralAndAdministration,annualSaleOfInvestment,trailingSaleOfInvestment,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,annualCurrentAccruedExpenses,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualRetainedEarnings,annualTotalAssets,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingGrossProfit,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOperatingCashFlow,quarterlyPurchaseOfBusiness,annualTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyBasicEPS,trailingRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyInterestExpense,annualChangeInInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCapitalExpenditure,annualDeferredIncomeTax,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyAccountsPayable,trailingInterestExpense,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualBasicEPS,annualTotalRevenue,annualTaxProvision,annualIncomeTaxPayable,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyTaxProvision,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingTaxProvision,annualInvestmentsAndAdvances
1993-09-30,,348100000.0,,,-11400000.0,,43400000.0,,,,,43500000.0,85100000.0,,,,21700000.0,,762000000.0,,,,,,,176500000.0,,,,1744700000.0,,,,0.33,,52300000,301700000,,1110100000.0,,,1829800000.0,,40600000,40200000.0,,,,,,40600000,40600000,,,,,,,-100000.0,,,34100000.0,123030303.0,,,184200000.0,,,,,,,,-6900000.0,,,719700000.0,,,,,762100000.0,,,,117500000.0,,11400000.0,,-600000.0,,,,,65200000.0,,,,,,364500000.0,,,,,,-30600000.0,30900000.0,30900000.0,1367500000.0,0.33,,,,,-6700000.0,,,69700000.0,11200000.0,,-39400000.0,-50800000.0,-178300000.0,12700000.0,,,,,,,,,,1545800000.0,46900000.0,,,,-10700000.0,,,,,,,45900000.0,,,,0.0,,,,232500000.0,,,,,,,74000000,,,,,,,,123030303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,161500000.0,351800000.0,6000000.0,,-5700000.0,727200000.0,44100000.0,136800000.0,,63000000.0,193400000.0,38200000.0,81000000.0,,1079000000.0,,22000000.0,118555556.0,727200000.0,24000000.0,,,,30800000.0,,189300000.0,,400000.0,,1730800000.0,32300000.0,,,,,29700000,263800000,,1079000000.0,,-32100000.0,1811800000.0,70900000.0,18400000,40100000.0,106700000.0,0.9,254900000.0,106700000.0,696400000.0,18400000,18400000,13500000.0,118555556.0,168400000.0,,,732800000.0,-100000.0,173100000.0,727300000.0,30800000.0,,,81000000.0,173900000.0,,351800000.0,106700000.0,,,,,-7900000.0,189300000.0,1811800000.0,732800000.0,86500000.0,,,,727300000.0,,,,89900000.0,,10400000.0,,0.0,,,-400000.0,1355400000.0,60200000.0,416400000.0,,217300000.0,,1730800000.0,361900000.0,32300000.0,361900000.0,,,248000000.0,-33600000.0,32300000.0,32300000.0,1355400000.0,,,,,1607900000.0,-8300000.0,,,70900000.0,11300000.0,2500000.0,-33300000.0,-39000000.0,-252500000.0,13500000.0,-100000.0,,56500000.0,,,-80500000.0,,-80100000.0,,1607900000.0,48400000.0,,,-252500000.0,1400000.0,,,,,3500000.0,,63000000.0,,,,100000.0,,,,217900000.0,,,,,217900000.0,,51700000,,-24200000.0,,,10400000.0,200000.0,-161400000.0,,,-331600000.0,54400000.0,,,0.9,1112800000.0,,,,,,,,,,,,,,,,,,,,
1994-03-31,,362500000.0,,,-5700000.0,,39300000.0,,,,,45900000.0,74500000.0,,,,19500000.0,,676900000.0,,,,,,,219000000.0,,,,1727700000.0,,,,0.28,,-132100000,288700000,,1039400000.0,,,1802200000.0,,35400000,49600000.0,,,,,,35400000,35400000,,,,,,,,,,28400000.0,126428571.0,,,177700000.0,,,,,,27300000.0,,-16600000.0,,,762800000.0,,1100000.0,,-500000.0,676900000.0,-3700000.0,,,111000000.0,,10800000.0,,-200000.0,,,,,243100000.0,,,,,,359300000.0,,,32300000.0,600000.0,,-50300000.0,27300000.0,27300000.0,1356300000.0,0.28,,,-500000.0,,-17700000.0,,,70900000.0,10300000.0,,300000.0,-55700000.0,,12100000.0,,,,,,,,,,1356300000.0,67300000.0,,,,-5100000.0,,,,,,,59300000.0,,,12100000.0,,,,,232300000.0,,,,,,,-112600000,,,,,,,,126428571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,340100000.0,,,-5700000.0,,38600000.0,,,,,43200000.0,101000000.0,,,,19200000.0,,743400000.0,,,,,,,246700000.0,,,,1773400000.0,,,,0.26,,-132900000,291900000,,1083500000.0,,,1874400000.0,,33500000,11000000.0,,,,,,36900000,33500000,,,,,,,-100000.0,,,23800000.0,128846154.0,,,181200000.0,,,,,,57300000.0,,-66800000.0,,,790900000.0,,-200000.0,,-1200000.0,743500000.0,400000.0,,,110700000.0,,12100000.0,,-500000.0,,,,,243600000.0,,,,,,356700000.0,,,27300000.0,600000.0,,15200000.0,57300000.0,57300000.0,1406300000.0,0.26,,,200000.0,,-66600000.0,,,30700000.0,11100000.0,,-1400000.0,19200000.0,,10400000.0,,,,,,,,,,1406300000.0,77600000.0,,,,30000000.0,,,,,,,59700000.0,,,21300000.0,,,,,249700000.0,,,,,,,-113700000,,,,,,,,128846154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,321200000.0,,,-7000000.0,,39600000.0,,,,,41500000.0,85200000.0,,,,19600000.0,,706700000.0,,,,,,,288800000.0,,,,1776100000.0,,,,0.39,,-127100000,309000000,,1027900000.0,,,1861300000.0,,49100000,26700000.0,,,,,,49100000,49100000,,,,,,,,,,25700000.0,125897436.0,,,187500000.0,,,,,,38700000.0,,-20800000.0,,,833400000.0,,-100000.0,,100000.0,706700000.0,-6000000.0,,,121500000.0,,12000000.0,,-200000.0,,,,,248600000.0,,,,,,354100000.0,,,57300000.0,600000.0,,-148900000.0,38800000.0,38800000.0,1410600000.0,0.39,,,-900000.0,,-20700000.0,,,30700000.0,11500000.0,,-1400000.0,-45200000.0,,11400000.0,,,,,,,,,,1410600000.0,47400000.0,,,,-18500000.0,,,,,,,53700000.0,,,-21600000.0,,,,,236800000.0,,,,,,,-107500000,,,,,,,,125897436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,-543200000.0,272300000.0,200000.0,,-7000000.0,747100000.0,40900000.0,72000000.0,,63200000.0,,48600000.0,118100000.0,,1019400000.0,,19600000.0,126481481.0,747100000.0,-5300000.0,,23900000.0,,71200000.0,,300600000.0,,-300000.0,,1746900000.0,23900000.0,,,,,-151100000,281900000,,1019400000.0,,-25400000.0,1865000000.0,,18700000,-15300000.0,142300000.0,1.08,985800000.0,136600000.0,728800000.0,21000000,18700000,10600000.0,126481481.0,179100000.0,,,845600000.0,,158400000.0,747100000.0,71200000.0,,,118100000.0,182400000.0,,272300000.0,136600000.0,,,23900000.0,,-41600000.0,300600000.0,1865000000.0,845600000.0,77900000.0,-1100000.0,,-1600000.0,747100000.0,9500000.0,,,99500000.0,,13600000.0,,-100000.0,,,-900000.0,1384800000.0,250600000.0,442600000.0,,217500000.0,,1746900000.0,351500000.0,23900000.0,351500000.0,38700000.0,600000.0,-465300000.0,-510500000.0,23900000.0,23900000.0,1384800000.0,,,,-800000.0,1677100000.0,-40500000.0,,,,10400000.0,-3200000.0,-900000.0,1600000.0,-292300000.0,10600000.0,,,32300000.0,,,-145500000.0,,-145800000.0,,1677100000.0,25200000.0,,,-292300000.0,-14800000.0,,,,,-2000000.0,,63200000.0,,,-17100000.0,,,,,209100000.0,,,,,209100000.0,,-131500000,,-8400000.0,,,13600000.0,-3400000.0,-80100000.0,,,-694500000.0,43300000.0,600000.0,,1.08,1171400000.0,,,,,,,,,,,,,,,,,,,,
1995-03-31,,276500000.0,,,-7000000.0,,36800000.0,,,,,43400000.0,106000000.0,,,,18200000.0,,696000000.0,,,,,,,344900000.0,,,,1756800000.0,,,,0.41,,-127400000,273600000,,972500000.0,,,1862800000.0,,51400000,12000000.0,,,,,,51400000,51400000,,,,,,,,,,50800000.0,125365854.0,,,169700000.0,,,,,,31400000.0,,26100000.0,,,890300000.0,,-700000.0,,-100000.0,696000000.0,-1800000.0,,,103900000.0,,13600000.0,,18700000.0,,,,,231300000.0,,,,,,348900000.0,,,23900000.0,600000.0,,-200000000.0,31400000.0,31400000.0,1393400000.0,0.41,,,-700000.0,,-28200000.0,,,,10000000.0,,-700000.0,-58900000.0,,14500000.0,,,,,,,,,,1393400000.0,40200000.0,,,,7500000.0,,,,,,,61400000.0,,,-10600000.0,,,,,215100000.0,,,,,,,-109200000,,,,,,,,125365854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,312800000.0,,,-7000000.0,,39100000.0,,,,,42100000.0,108800000.0,,,,19200000.0,,967400000.0,,,,,,,369500000.0,,,,2086600000.0,,,,0.25,,-131800000,282500000,,1280200000.0,,,2195400000.0,,31500000,-269600000.0,,,,,,31500000,31500000,,,,,,,-100000.0,,,47400000.0,126000000.0,,,176500000.0,,,,,,34800000.0,,-345200000.0,,,915200000.0,,-2100000.0,,-2200000.0,967500000.0,-6500000.0,,,106000000.0,,15900000.0,,0.0,,,,,237800000.0,,,,,,346200000.0,,,31400000.0,600000.0,,17400000.0,34800000.0,34800000.0,1723800000.0,0.25,,,-600000.0,,-347600000.0,,,6000000.0,13400000.0,,300000.0,270700000.0,,16600000.0,,,,,,,,,,1723800000.0,78000000.0,,,,3400000.0,,,,,,,54900000.0,,,26600000.0,,,,,251900000.0,,,,,,,-112600000,,,,,,,,126000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,312900000.0,,,-8200000.0,,43500000.0,,,,,46000000.0,85100000.0,,,,21400000.0,,917500000.0,,,,,,,410900000.0,,,,2102100000.0,,,,0.39,,-138600000,338100000,,1230400000.0,,,2187200000.0,,49700000,54700000.0,,,,,,49700000,49700000,,,,,,,,,,28200000.0,127435897.0,,,204600000.0,,,,,,31100000.0,,-19700000.0,,,956800000.0,,700000.0,,-600000.0,917500000.0,-6700000.0,,,133500000.0,,16400000.0,,-500000.0,,,,,272100000.0,,,,,,343600000.0,,,34800000.0,600000.0,,-199000000.0,31100000.0,31100000.0,1725900000.0,0.39,,,,,-20400000.0,,,6000000.0,16100000.0,,-900000.0,-59200000.0,,32600000.0,,,,,,,,,,1725900000.0,75100000.0,,,,-3800000.0,,,,,,,48200000.0,,,3400000.0,,,,,258700000.0,,,,,,,-117100000,,,,,,,,127435897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,-558600000.0,308600000.0,8300000.0,,-8300000.0,929500000.0,43100000.0,-202900000.0,,71500000.0,,46000000.0,87800000.0,,1238100000.0,,21300000.0,127350427.0,929500000.0,12400000.0,,31300000.0,,27500000.0,,419000000.0,,-5800000.0,,2115400000.0,31300000.0,,,,,-160800000,289900000,,1238100000.0,,-30500000.0,2203200000.0,6200000.0,16500000,0.0,149000000.0,1.17,1000100000.0,149000000.0,742500000.0,16500000,16500000,16000000.0,126271186.0,177500000.0,,,965100000.0,,162500000.0,929500000.0,27500000.0,,,87800000.0,191700000.0,,308600000.0,149000000.0,,,31300000.0,,-35000000.0,419000000.0,2203200000.0,965100000.0,80100000.0,-3700000.0,,-400000.0,929500000.0,23300000.0,,,98200000.0,,16800000.0,,700000.0,,,18900000.0,1758400000.0,259000000.0,441500000.0,,224600000.0,,2115400000.0,341000000.0,31300000.0,341000000.0,31100000.0,600000.0,-478500000.0,12000000.0,31300000.0,31300000.0,1758400000.0,,,,,2087200000.0,-31300000.0,,,6200000.0,15400000.0,-3300000.0,200000.0,3900000.0,-328800000.0,16000000.0,,,23900000.0,,,-427500000.0,,-373800000.0,,2087200000.0,31300000.0,,,-328800000.0,200000.0,,,,,-2800000.0,,71500000.0,,,-7000000.0,,,,,230900000.0,,,,,230900000.0,,-139500000,,7300000.0,,,16800000.0,-1100000.0,156500000.0,,,-369600000.0,54800000.0,600000.0,,1.18,1184000000.0,,,,,,,,,,,,,,,,,,,,
1996-03-31,,338300000.0,,,-8300000.0,,42800000.0,,,,,44400000.0,107700000.0,,,,21100000.0,,1203700000.0,,,,,,,443500000.0,,,,2424200000.0,,,,0.26,,-153700000,317600000,,1542000000.0,,,2531900000.0,,32800000,-275200000.0,,,,,,32800000,32800000,,,,,,,,,,46800000.0,126153846.0,,,202900000.0,,,,,,27100000.0,,-329500000.0,,,989900000.0,,-1300000.0,,-2500000.0,1203700000.0,-15100000.0,,,114700000.0,,19300000.0,,-2100000.0,,,,,268400000.0,,,,,,338400000.0,,,31300000.0,600000.0,,-12800000.0,27100000.0,27100000.0,2068400000.0,0.26,,,-2300000.0,,-328200000.0,,,12300000.0,14700000.0,,400000.0,272300000.0,,17400000.0,,,,,,,,,,2068400000.0,53000000.0,,,,-4200000.0,,,,,,,56400000.0,,,-1500000.0,,,,,269600000.0,,,,,,,-132600000,,,,,,,,126153846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,358700000.0,,,-8200000.0,,47900000.0,,,,,50600000.0,95300000.0,,,,23600000.0,,1135400000.0,,,,,,,473500000.0,,,,2419300000.0,,,,0.3,,-163200000,355000000,,1494100000.0,,,2514600000.0,,38300000,78500000.0,,,,,,38300000,38300000,,,,,,,-100000.0,,,31100000.0,127666667.0,,,222000000.0,,,,,,28000000.0,,-19100000.0,,,1020500000.0,,-1700000.0,,1400000.0,1135500000.0,-3500000.0,,,133000000.0,,18000000.0,,0.0,,,,,296200000.0,,,,,,335800000.0,,,27100000.0,600000.0,,-39100000.0,28000000.0,28000000.0,2065700000.0,0.3,,,-3700000.0,,-17400000.0,,,12600000.0,20800000.0,,500000.0,-75800000.0,,17800000.0,,,,,,,,,,2065700000.0,95900000.0,,,,1000000.0,,,,,,,53000000.0,,,33400000.0,,,,,293100000.0,,,,,,,-139600000,,,,,,,,127666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,369800000.0,,,-9000000.0,,47100000.0,,,,,50400000.0,190100000.0,,,,23200000.0,,1175200000.0,,,,,,,517700000.0,,,,2420600000.0,,,,0.42,,-145800000,366200000,,1545000000.0,,,2610700000.0,,53100000,39600000.0,,,,,,53100000,53100000,,,,,,,100000.0,,,56500000.0,126428571.0,,,219200000.0,,,,,,97200000.0,,-46700000.0,,,1065700000.0,,-700000.0,,-900000.0,1175100000.0,500000.0,,,147000000.0,,18800000.0,,-500000.0,,,,,292800000.0,,,,,,333200000.0,,,28000000.0,600000.0,,-132900000.0,97200000.0,97200000.0,2068400000.0,0.42,,,600000.0,,-46000000.0,,,12800000.0,20500000.0,,-500000.0,30300000.0,,19000000.0,,,,,,,,,,2068400000.0,85600000.0,,,,69100000.0,,,,,,,53400000.0,,,8600000.0,,,,,303600000.0,,,,,,,-122600000,,,,,,,,126428571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,-637500000.0,403500000.0,-2400000.0,,-8900000.0,1353900000.0,47100000.0,-422900000.0,,69100000.0,,49200000.0,112400000.0,,1757400000.0,,23300000.0,127881356.0,1353900000.0,65200000.0,,40400000.0,,33800000.0,,535500000.0,,-6000000.0,,2729900000.0,40400000.0,,,,,-174800000,318500000,,1757400000.0,,-34400000.0,2842300000.0,13100000.0,26800000,-265800000.0,150900000.0,1.18,1140300000.0,150900000.0,854500000.0,26800000,26800000,20400000.0,126806723.0,194600000.0,,,1084900000.0,,184900000.0,1353900000.0,33800000.0,,,112400000.0,210400000.0,,403500000.0,150900000.0,,,40400000.0,,-293100000.0,535500000.0,2842300000.0,1084900000.0,91200000.0,-2300000.0,,-3800000.0,1353900000.0,15700000.0,,,108100000.0,,22700000.0,,10700000.0,,,8100000.0,2378900000.0,282900000.0,502800000.0,,299500000.0,,2729900000.0,330600000.0,40400000.0,330600000.0,97200000.0,600000.0,-546300000.0,162800000.0,40400000.0,40400000.0,2378900000.0,,,,2000000.0,2378900000.0,-330800000.0,,,13100000.0,20500000.0,-5800000.0,1400000.0,171300000.0,,20400000.0,,,31300000.0,,,-722400000.0,,-688400000.0,,2378900000.0,65000000.0,,,,-56700000.0,,,,,-3400000.0,,69100000.0,,,24700000.0,,,,,321300000.0,,,,,321300000.0,,-151500000,,9200000.0,,,22700000.0,1800000.0,398100000.0,,,-22000000.0,76500000.0,600000.0,,1.19,1357300000.0,,,,,,,,,,,,,,,,,,,,
1997-03-31,,423500000.0,,,-8900000.0,,52500000.0,,,,,53600000.0,113300000.0,,,,25900000.0,,1193900000.0,,,,,,,563700000.0,,,,2785600000.0,,,,0.29,,-193500000,394600000,,1617400000.0,,,2898900000.0,,38500000,-600000.0,,,,,,38500000,38500000,,,,,,,200000.0,,,36600000.0,132758621.0,,,254300000.0,,,,,,37600000.0,,-82000000.0,,,1281500000.0,,-1500000.0,,900000.0,1193700000.0,-1000000.0,,,140300000.0,,21800000.0,,-500000.0,,,,,333800000.0,,,,,,328000000.0,,,40400000.0,600000.0,,-160100000.0,37600000.0,37600000.0,2436600000.0,0.29,,,-1700000.0,,-80500000.0,,,13300000.0,22100000.0,,900000.0,-800000.0,,21000000.0,,,,,,,,,,2436600000.0,79900000.0,,,,-2800000.0,,,,,,,68100000.0,,,14800000.0,167300000.0,,,,342100000.0,,,,,,,-167600000,,,,,,,,132758621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,471700000.0,,,-11900000.0,,55600000.0,,,,,57100000.0,120800000.0,,,,27500000.0,,1429300000.0,,,,,,,591500000.0,,,,3091000000.0,,,,0.28,,-184000000,403500000,,1901000000.0,,,3211800000.0,,38300000,-214500000.0,,,,,,45900000,38300000,,,,,,,,,,30900000.0,136785714.0,,,251400000.0,,,,,,44800000.0,,-335400000.0,,,1310800000.0,,-3200000.0,,-4400000.0,1429300000.0,2900000.0,,,152100000.0,,26200000.0,,-800000.0,,,,,336100000.0,,,,,,325400000.0,,,37600000.0,600000.0,,49200000.0,44800000.0,44800000.0,2745500000.0,0.28,,,-1700000.0,,-332200000.0,,,13600000.0,21100000.0,,1900000.0,225000000.0,,20100000.0,,,,,,,,,,2745500000.0,117700000.0,,,,7200000.0,,,,,,,71000000.0,,,48900000.0,-200000.0,,,,387100000.0,,,,,,,-156400000,,,,,,,,136785714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,841700000.0,,,-13900000.0,,95800000.0,,,,,85600000.0,315000000.0,,,,47100000.0,,2283000000.0,,,,,,,653600000.0,,,,4819000000.0,,,,0.48,,-246200000,612500000,,3124700000.0,,,5134000000.0,,75900000,-403800000.0,,,,,,75900000,75900000,,,,,,,-100000.0,,,115000000.0,151800000.0,,,363000000.0,,,,,,135300000.0,,-467000000.0,,,2009300000.0,,-2300000.0,,700000.0,2283100000.0,-3800000.0,,,249500000.0,,38200000.0,,600000.0,,,,,495700000.0,,,,,,322800000.0,,,44800000.0,800000.0,,-40300000.0,135300000.0,135300000.0,4480400000.0,0.5,,,-400000.0,,-534700000.0,,,117300000.0,43200000.0,,-700000.0,426600000.0,,15800000.0,,,,,,,,,,4480400000.0,130900000.0,,,,90500000.0,,,,,,,104600000.0,,,6300000.0,364500000.0,,,,619800000.0,,,,,,,-199100000,,,,,,,,158125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,-915800000.0,889400000.0,2000000.0,,-15300000.0,2431600000.0,85300000.0,-824500000.0,,108500000.0,531600000.0,75900000.0,211100000.0,,3321000000.0,,43300000.0,153596491.0,2431600000.0,115200000.0,,110800000.0,,40400000.0,,660700000.0,,-11900000.0,,5128600000.0,110800000.0,,,,,-292000000,528400000,,3321000000.0,,-50000000.0,5339700000.0,141000000.0,22400000,-205600000.0,182700000.0,1.14,1635500000.0,175100000.0,1219300000.0,22400000,22400000,23100000.0,150948276.0,272400000.0,,,2018700000.0,-100000.0,289200000.0,2431700000.0,40400000.0,,,211100000.0,350600000.0,,889400000.0,175100000.0,,,110800000.0,,-286100000.0,660700000.0,5339700000.0,2018700000.0,143800000.0,-4900000.0,,900000.0,2431700000.0,3900000.0,,,177800000.0,,37300000.0,,3700000.0,,,3000000.0,4785300000.0,469800000.0,719700000.0,,434100000.0,,5128600000.0,320200000.0,110800000.0,320200000.0,135300000.0,1600000.0,-772000000.0,-216200000.0,110800000.0,110800000.0,4785300000.0,,,,3900000.0,4785300000.0,-311200000.0,,,141000000.0,42100000.0,-1900000.0,-4800000.0,155900000.0,,23100000.0,-100000.0,,40400000.0,,,-1258600000.0,,-1170500000.0,,4785300000.0,105600000.0,,,,-24500000.0,,,,,100000.0,,108500000.0,,,45200000.0,0.0,,,,639900000.0,,,,,639900000.0,,-248700000,,70400000.0,,,37300000.0,-2700000.0,806700000.0,,,-367400000.0,128500000.0,1600000.0,,1.16,1939000000.0,,,,,,,,,,,,,,,,,,,,
1998-03-31,,922700000.0,,,-15300000.0,,96000000.0,,,,,96300000.0,657600000.0,,,,47600000.0,,2659900000.0,,,,,,,722900000.0,,,,5175500000.0,,,,0.44,,-276900000,659800000,,3582600000.0,,,5833100000.0,,77500000,57400000.0,,,,,,77500000,77500000,,,,,,,-100000.0,,,47600000.0,168478261.0,,,396400000.0,,,,,,548100000.0,,-92500000.0,,,2250500000.0,,-100000.0,,1400000.0,2660000000.0,-1800000.0,,,263400000.0,,35900000.0,,-1900000.0,,,,,540300000.0,,,,,,317600000.0,,,110800000.0,800000.0,,-68700000.0,548100000.0,548100000.0,4836100000.0,0.46,,,-3400000.0,,-92400000.0,,,141000000.0,42600000.0,,2500000.0,380100000.0,,21800000.0,,,,,,,,,,4836100000.0,149800000.0,,,,437400000.0,,,,,,,106700000.0,,,23900000.0,165500000.0,,,,675000000.0,,,,,,,-229300000,,,,,,,,176136364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,987100000.0,,,-15800000.0,,95700000.0,,,,,85000000.0,459600000.0,,,,47400000.0,,2524200000.0,,,,,,,786900000.0,,,,5367900000.0,,,,0.44,,-281100000,656500000,,3511300000.0,,,5827500000.0,,79800000,-110900000.0,,,,,,79800000,79800000,,,,,,,,,,31900000.0,177333333.0,,,402600000.0,,,,,,370000000.0,,-236700000.0,,,2316200000.0,,900000.0,,-2400000.0,2524200000.0,1900000.0,,,253900000.0,,28700000.0,,-2400000.0,,,,,535000000.0,,,,,,315000000.0,,,548100000.0,1700000.0,,-145800000.0,370000000.0,370000000.0,5033800000.0,0.45,,,-2900000.0,,-332100000.0,,,129300000.0,43700000.0,,-1100000.0,-162700000.0,,19100000.0,,,,,,,,,,5033800000.0,221200000.0,,,,-178200000.0,,,,,,,108500000.0,,,92100000.0,0.0,,,,749300000.0,,,,,,,-233700000,,,,,,,,181363636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
