date,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,annualInvestingCashFlow,trailingInvestingCashFlow,trailingPretaxIncome,quarterlyOtherNonCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualTotalAssets,quarterlyBasicEPS,trailingPurchaseOfBusiness,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualLongTermDebt,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,annualCurrentLiabilities,annualCommonStockIssuance,quarterlyInventory,annualGoodwill,annualStockBasedCompensation,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherShortTermInvestments,trailingChangeInWorkingCapital,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualOperatingCashFlow,annualTotalRevenue,trailingGrossProfit,annualNetPPE,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,trailingEndCashPosition,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyTotalNonCurrentAssets,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualDilutedAverageShares,trailingInterestExpense,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualRepurchaseOfCapitalStock,trailingOperatingExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingNetIncomeCommonStockholders,trailingNetIncomeContinuousOperations,annualRepaymentOfDebt,annualEbitda,annualNetIncomeCommonStockholders,annualBasicAverageShares,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualAccumulatedDepreciation,annualOtherIntangibleAssets,quarterlyDilutedEPS,annualDilutedEPS,annualNetOtherFinancingCharges,annualInterestExpense,trailingOperatingCashFlow,annualCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherCurrentAssets,trailingCommonStockIssuance,annualTotalNonCurrentAssets,quarterlyAccumulatedDepreciation,annualGrossProfit,annualInventory,quarterlyNetPPE,quarterlyRetainedEarnings,annualTaxProvision,annualChangeInInventory,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherNonCashItems,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,trailingTaxProvision,annualFreeCashFlow,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCurrentDebt,annualBasicEPS,trailingOtherNonCashItems,annualNetIncome,annualCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingSaleOfInvestment,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
1970-01-01 00:00:01.120089600,,564079000.0,,,-1537357000.0,-5844997000.0,4826269000.0,,3859668000.0,169747000.0,-1869619000.0,11700365000.0,,-436027000.0,,2321954000.0,3817280000.0,-21068000.0,,610765000.0,172049000.0,-862980000.0,,1181624000.0,5290514000.0,0.0,,,0.0,,,,2686725000.0,,312000000.0,,5829330000.0,1062983000.0,4825373000.0,8439160000.0,7639960000.0,2814502000.0,4002275000.0,651587000.0,-32901839000.0,549152000.0,651587000.0,54647446000.0,85622000.0,,,-891790000.0,8216037000.0,651587000.0,0.0,,,8186379000.0,,,378326000.0,,3306149000.0,446890000.0,-5814937000.0,,-1754884000.0,226486000.0,,0.0,3000000000.0,902473000.0,,,9044707000.0,,2609830000.0,,,3859668000.0,3881722000.0,-1919708000.0,699776000.0,303759000.0,3000000000.0,-156615000.0,0.0,207060000.0,,-576077000.0,754256000.0,,0.1013,-114461000.0,149401000.0,8637286000.0,4064869000.0,,659379000.0,79905000.0,8394216000.0,,760504000.0,998174000.0,,,60418000.0,35627000.0,2822349000.0,9292789000.0,,,,46208286000.0,231244000.0,317908000.0,128914000.0,2199681000.0,944547000.0,-691901000.0,211352000.0,3269365000.0,2431571000.0,0.1013,931226000.0,303759000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,945260000.0,,,-1454088000.0,,,,,226808000.0,,14872598000.0,,,,7541404000.0,2743901000.0,,,-618116000.0,352653000.0,,,2498107000.0,4237763000.0,4051151000.0,,,16797000.0,,,,,,4141291000.0,,,1067102000.0,7902156000.0,,8625486000.0,1987398000.0,2998518000.0,2816660000.0,,1637634000.0,2816660000.0,,94913000.0,,,,9517942000.0,2816660000.0,0.0,,,,,,1516410000.0,,5508293000.0,651587000.0,,,-1629255000.0,406653000.0,,0.0,3400400693.0,,,,,,,,,,,-7477303000.0,2141841000.0,1374782000.0,3376027000.0,,0.0,2168970000.0,,-892456000.0,738819000.0,,0.4043,48396000.0,272778000.0,,6041282000.0,,200590000.0,,9364305000.0,,1860874000.0,932031000.0,,,116286000.0,66748000.0,,7236281000.0,,,,,270732000.0,1400124000.0,0.0,,,-562153000.0,223240000.0,,2176875000.0,0.4072,,1374782000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,1509713000.0,,,-5523978000.0,,,,,281746000.0,,20362420000.0,,,17215000.0,11512934000.0,4088927000.0,,,-1631633000.0,369958000.0,,,4277584000.0,4338514000.0,2058592000.0,,,102393000.0,,,24900000.0,,,6179161000.0,,,756091000.0,9837664000.0,,13802727000.0,1766599000.0,4387888000.0,1748224000.0,,2166758000.0,1748224000.0,,123084000.0,,,,15039264000.0,1748224000.0,0.0,,,,,,2161983000.0,,5463740000.0,2816660000.0,,,-5579884000.0,546703000.0,,0.0,4259707000.0,,,,,,,,,,,-6987644000.0,2705742000.0,2003408000.0,4179049000.0,,0.0,-1040922000.0,,-1236537000.0,1095953000.0,,0.4703,103902000.0,173801000.0,,7308753000.0,,0.0,,14898680000.0,,2528911000.0,1502509000.0,,,101645000.0,-571507000.0,,8726402000.0,,,,,235499000.0,2060338000.0,669000.0,,,-4823793000.0,362153000.0,,2543082000.0,0.4794,,2003408000.0,-161035000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,1499811000.0,,,-9809408000.0,,,,,452421000.0,,32612945000.0,,,17039000.0,13271502000.0,12389923000.0,,,-799192000.0,487834000.0,,,5511315000.0,6208412000.0,275749000.0,,221830000.0,98974000.0,,,0.0,,,6526986000.0,,,1395786000.0,14113586000.0,,23461421000.0,3838793000.0,12859383000.0,1562873000.0,,2357250000.0,1562873000.0,,273648000.0,,,,25286429000.0,1562873000.0,0.0,,,,,,2163972000.0,,7626757000.0,1748224000.0,,,-9602437000.0,835260000.0,,0.0,4416864000.0,,,,,-6507000.0,,,,,,-7580185000.0,2875176000.0,1876850000.0,4310918000.0,,0.0,-143381000.0,,-1825008000.0,1277014000.0,,0.4249,188939000.0,223370000.0,,11241250000.0,,393175000.0,,24986188000.0,,2872336000.0,2818476000.0,,,263145000.0,-1181663000.0,,19067795000.0,,,,,215174000.0,1900827000.0,-223917000.0,,,-8206651000.0,515086000.0,,2295515000.0,0.4354,,1876850000.0,-501543000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,,-3739294000.0,,,,,558695000.0,,33526218000.0,,,,14693322000.0,13122412000.0,,,2532068000.0,781843000.0,,,6904003000.0,4938876000.0,0.0,,,,,,,,,6539269000.0,,,3929340000.0,13128585000.0,,27011394000.0,3674389000.0,13694977000.0,1508542000.0,,1744937000.0,1508542000.0,,13870000.0,,,,29505979000.0,1508542000.0,10819000.0,,,,,,1836762000.0,,5094362000.0,1562873000.0,,,-3753875000.0,703595000.0,,0.0,4346186000.0,,,,,,,,,,,-11982229000.0,3120819000.0,1661122000.0,4331725000.0,,0.0,-46348000.0,,-2494585000.0,1420462000.0,,0.3822,224102000.0,502214000.0,,10780233000.0,,44612000.0,,28431856000.0,,2348352000.0,1500869000.0,,,175491000.0,1313331000.0,,18633853000.0,,,,,2240384000.0,1661271000.0,,,,175465000.0,603415000.0,,1103241000.0,0.3835,,1661122000.0,-178596000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,3326465000.0,0.0,14604056000.0,-4320249000.0,,,0.0,,710863000.0,,41218112000.0,,,7258000.0,19130214000.0,14604056000.0,,,-3196309000.0,882798000.0,,,19130214000.0,6519193000.0,2475484000.0,3764989000.0,,16123000.0,,3326465000.0,,,2340967000.0,9093747000.0,2340967000.0,,-81072000.0,17946032000.0,,30157456000.0,4288535000.0,15322177000.0,2340967000.0,,3120022000.0,2340967000.0,,0.0,-29695000.0,9093747000.0,,33541093000.0,2340967000.0,0.0,2055591000.0,1539150000.0,,41218112000.0,21841370000.0,2578902000.0,31696606000.0,9521506000.0,1508542000.0,,,-4342186000.0,834939000.0,,-29695000.0,4564587000.0,,33541093000.0,7258000.0,,,,59390000.0,4288535000.0,,,-10971841000.0,4002820000.0,2166452000.0,4520533000.0,,0.0,851819000.0,19130214000.0,-3383637000.0,1539150000.0,,0.47,194440000.0,541120000.0,,14033437000.0,710863000.0,59390000.0,,31696606000.0,-3383637000.0,3912595000.0,3764989000.0,30157456000.0,19130214000.0,359263000.0,-2196462000.0,,21841370000.0,6519193000.0,9521506000.0,15322177000.0,,505423000.0,2219639000.0,,,,-4423258000.0,792573000.0,,2055591000.0,0.47,,2166452000.0,-253539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,,,0.0,17674395000.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,2967401000.0,,,,5186849000.0,,,2171865000.0,,2171865000.0,,,,,,,,,,,,,,-30815000.0,9185820000.0,,,,,2296607000.0,1582164000.0,,46747168000.0,26467223000.0,,36328608000.0,,,,,,,,,,,,0.0,,,,61630000.0,5524343000.0,,,,,,,,,,20008256000.0,,,0.0,,,,,,790506000.0,,,,,,,34746444000.0,9611283000.0,,,,,8002322000.0,10418560000.0,18464901000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,5223519000.0,0.0,20973492000.0,-8934196000.0,,,0.0,,905322000.0,,50900646000.0,,,0.0,20599711000.0,20973492000.0,,,28045000.0,1062446000.0,,,9839100000.0,8001172000.0,0.0,2557583000.0,,3971000.0,,5223519000.0,,,2597704000.0,9187231000.0,2597704000.0,,2854305000.0,24386905000.0,,38628163000.0,4803799000.0,21878814000.0,2597704000.0,,3178969000.0,2500254000.0,,0.0,-42216000.0,9187231000.0,,42937059000.0,2597704000.0,0.0,3003197000.0,1750347000.0,,50900646000.0,29879986000.0,2403749000.0,40395192000.0,10505454000.0,2340967000.0,,,-8476661000.0,1153863000.0,,-42216000.0,4665938000.0,,42937059000.0,0.0,,,,84432000.0,4803799000.0,,,-6836643000.0,4241415000.0,1967838000.0,4654889000.0,,0.0,195064000.0,20599711000.0,-4308896000.0,1750347000.0,,0.4217,230995000.0,775220000.0,,20160107000.0,905322000.0,84432000.0,,40395192000.0,-4308896000.0,4226798000.0,2557583000.0,38628163000.0,9839100000.0,388691000.0,1313995000.0,,29879986000.0,8001172000.0,10505454000.0,21878814000.0,,703870000.0,2015058000.0,-573083000.0,,,-5622356000.0,1047829000.0,,3003197000.0,0.4227,,1967838000.0,-561577000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,,,0.0,23776050000.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,3342045000.0,,,,7143489000.0,,,4395322000.0,,4395322000.0,,,,,,,,,,,,,,0.0,9202356000.0,,,,,5443214000.0,1870058000.0,,58269679000.0,36796083000.0,,43057413000.0,,,,206278000.0,,,1179198000.0,,,,,,,,,0.0,6383238000.0,,,,,,,,,,21057762000.0,,,0.0,,,,,,987303000.0,,,,,,,41177297000.0,10676208000.0,,,,,12032730000.0,15212266000.0,24763353000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,2920754000.0,0.0,21192466000.0,-4227954000.0,,,0.0,,1137487000.0,,58211640000.0,,,13024000.0,21550521000.0,21192466000.0,,,1646002000.0,1338646000.0,,,11166575000.0,13831468000.0,,4195911000.0,,2265000.0,,2920754000.0,,,4364539000.0,9202356000.0,4364539000.0,,4020656000.0,27169737000.0,,42360533000.0,5731338000.0,22398383000.0,4364539000.0,,3070017000.0,4364539000.0,,0.0,0.0,9202356000.0,,48148988000.0,4364539000.0,0.0,5102288000.0,1787892000.0,,58211640000.0,36229851000.0,1908067000.0,44173418000.0,14038222000.0,2500254000.0,,,-4287120000.0,1330097000.0,,0.0,4665413929.0,,48148988000.0,13024000.0,,,,3678000.0,5731338000.0,,,-17273590000.0,4455359000.0,1420152000.0,4662791000.0,,0.0,1881987000.0,21550521000.0,-5788455000.0,1787892000.0,,0.3044,239000.0,1208646000.0,,22832313000.0,1137487000.0,3678000.0,,44173418000.0,-5788455000.0,4337424000.0,4195911000.0,42360533000.0,11166575000.0,449509000.0,-1638328000.0,,36229851000.0,13831468000.0,14038222000.0,22398383000.0,,1161950000.0,1458558000.0,0.0,,,-266464000.0,1267407000.0,,5102288000.0,0.3046,,1420152000.0,-465684000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
