date,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,annualInvestingCashFlow,trailingInvestingCashFlow,trailingPretaxIncome,quarterlyOtherNonCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualTotalAssets,quarterlyBasicEPS,trailingPurchaseOfBusiness,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualLongTermDebt,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,annualCurrentLiabilities,annualCommonStockIssuance,quarterlyInventory,annualGoodwill,annualStockBasedCompensation,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherShortTermInvestments,trailingChangeInWorkingCapital,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualOperatingCashFlow,annualTotalRevenue,trailingGrossProfit,annualNetPPE,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,trailingEndCashPosition,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyTotalNonCurrentAssets,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualDilutedAverageShares,trailingInterestExpense,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualRepurchaseOfCapitalStock,trailingOperatingExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingNetIncomeCommonStockholders,trailingNetIncomeContinuousOperations,annualRepaymentOfDebt,annualEbitda,annualNetIncomeCommonStockholders,annualBasicAverageShares,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualAccumulatedDepreciation,annualOtherIntangibleAssets,quarterlyDilutedEPS,annualDilutedEPS,annualNetOtherFinancingCharges,annualInterestExpense,trailingOperatingCashFlow,annualCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherCurrentAssets,trailingCommonStockIssuance,annualTotalNonCurrentAssets,quarterlyAccumulatedDepreciation,annualGrossProfit,annualInventory,quarterlyNetPPE,quarterlyRetainedEarnings,annualTaxProvision,annualChangeInInventory,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherNonCashItems,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,trailingTaxProvision,annualFreeCashFlow,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCurrentDebt,annualBasicEPS,trailingOtherNonCashItems,annualNetIncome,annualCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingSaleOfInvestment,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
1970-01-01 00:00:01.356912000,,,0.0,25106223000.0,,,,1198000.0,,,,,0.0,,,,,,,,,,,,,,3177220000.0,,,,1473539000.0,,,7654031000.0,,7654031000.0,,,,,,,,,,,,,,0.0,9202356000.0,,,,,5639077000.0,1769281000.0,,63482410000.0,41058011000.0,,46899257000.0,,,,,,,,,,,46627944000.0,1198000.0,,,,0.0,5184398000.0,,,,,,,,,,21976602000.0,,,0.0,,,,,,1241568000.0,,,,,,,46627944000.0,11591898000.0,,,,,14603027000.0,16583153000.0,26454984000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,2093027000.0,343237000.0,25690009000.0,-4367020000.0,,,0.0,,1372521000.0,,64433878000.0,,,0.0,22783617000.0,25690009000.0,,,-4954639000.0,1646666000.0,,146694000.0,12400770000.0,14046925000.0,1873000.0,3778760000.0,146694000.0,2561000.0,,2093027000.0,,,6015451000.0,9204981000.0,6015451000.0,,-1703110000.0,28739142000.0,,46213535000.0,3403535000.0,27106087000.0,6015451000.0,,3266623000.0,6015451000.0,,0.0,0.0,9204981000.0,,53768765000.0,6015451000.0,12394000.0,8616073000.0,79053000.0,,64433878000.0,41153012000.0,2016506000.0,46489544000.0,17944334000.0,4364539000.0,,,-4445171000.0,1479636000.0,,0.0,4664403000.0,,53768765000.0,0.0,,,,55000000.0,3403535000.0,,,-22902474000.0,4892603000.0,1560623000.0,4663264000.0,,343237000.0,1682588000.0,22783617000.0,-7555230000.0,79053000.0,,0.3346,-1581000.0,1229431000.0,,24132824000.0,1372521000.0,55000000.0,,46489544000.0,-7555230000.0,4606318000.0,3778760000.0,46213535000.0,12400770000.0,425795000.0,416692000.0,,41153012000.0,14046925000.0,17944334000.0,27106087000.0,,1288198000.0,1590711000.0,-9420000.0,,,-6148281000.0,1339695000.0,,8616073000.0,0.3347,,1560623000.0,-325414000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,,,313702000.0,23410389000.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,3139052000.0,,,,2113444000.0,,,6522338000.0,,6522338000.0,,,,,,,,,,,,,,0.0,9208587000.0,,,,,11199499000.0,1729999000.0,,65278125000.0,41390918000.0,,47145982000.0,,,,,,,,,,,46875500000.0,,,,,0.0,2708757000.0,,,,,,,,,,23381852000.0,,,0.0,,,,,,1489225000.0,,,,,,,46875500000.0,13000202000.0,,,,,16456862000.0,18132143000.0,24934056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,2116397000.0,0.0,23124364000.0,-2480142000.0,,,0.0,,1628329000.0,,66983002000.0,,,,24072585000.0,23124364000.0,,3460000.0,10027000.0,1770902000.0,,146694000.0,13689320000.0,17599376000.0,2445000.0,4523339000.0,146694000.0,939000.0,,2116397000.0,3460000.0,,7901644000.0,9208587000.0,7901644000.0,,3482428000.0,28928740000.0,,47078970000.0,3243183000.0,24784150000.0,7901644000.0,,3570516000.0,7901644000.0,,0.0,0.0,9208587000.0,,56312144000.0,7901644000.0,0.0,12349656000.0,76551000.0,,66983002000.0,42383526000.0,2157253000.0,47379238000.0,19603764000.0,6015451000.0,,,-2575929000.0,1346336000.0,,0.0,4665866000.0,,56312144000.0,,,,,36759000.0,3243183000.0,,,-22277552000.0,5247688000.0,1755172000.0,4665866000.0,,0.0,1892953000.0,24072585000.0,-9233174000.0,76551000.0,,0.3762,17395000.0,1319533000.0,,24177648000.0,1628329000.0,36759000.0,,47379238000.0,-9233174000.0,4751092000.0,4523339000.0,47078970000.0,13689320000.0,370303000.0,-744579000.0,,42383526000.0,17599376000.0,19603764000.0,24784150000.0,,1503129000.0,1786950000.0,-18623000.0,,,906499000.0,1180576000.0,,12349656000.0,0.3762,,1755172000.0,-372746000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,,,0.0,21231537000.0,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,3500809000.0,,,,1949931000.0,,,7018172000.0,,7018172000.0,,,,,,,,,,,,,,0.0,9208587000.0,,,,,11380918000.0,1710838000.0,,64876397000.0,39991482000.0,,47040696000.0,,,,,,,,,,,46699760000.0,,,,,0.0,3637235000.0,,,,,,,,,,24470136000.0,,,0.0,,,,,,1775134000.0,,,,,,,46699760000.0,14088680000.0,,,,,16946047000.0,17835701000.0,23045435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,-886762000.0,2094915000.0,0.0,19802381000.0,-2187911000.0,,,0.0,,1912311000.0,,65033673000.0,,,,25226739000.0,19802381000.0,,563617000.0,2059472000.0,1838165000.0,,146694000.0,14777793000.0,17758923000.0,0.0,3553245000.0,146694000.0,239000.0,323145000.0,2094915000.0,563617000.0,,7874457000.0,9208587000.0,7310840000.0,,5606373000.0,30092546000.0,,46483260000.0,3963649000.0,21749221000.0,7874457000.0,,3302530000.0,7310840000.0,,0.0,0.0,9208587000.0,,57274091000.0,7310840000.0,-598197000.0,12188128000.0,104834000.0,,65033673000.0,39508144000.0,1955473000.0,46805778000.0,18227895000.0,7901644000.0,,,-1762841000.0,1596890000.0,,0.0,4666221000.0,,57274091000.0,,,,,563617000.0,3963649000.0,,,-30956552000.0,4980001000.0,1411520000.0,4666221000.0,,0.0,-588941000.0,25226739000.0,-10790831000.0,104834000.0,,0.3025,-15827000.0,1186363000.0,,25376141000.0,1912311000.0,563617000.0,,46805778000.0,-10790831000.0,4716405000.0,3553245000.0,46483260000.0,14777793000.0,499184000.0,970094000.0,,39508144000.0,17758923000.0,18227895000.0,21749221000.0,,1324403000.0,1456289000.0,-28015000.0,,,3843532000.0,1413875000.0,,12188128000.0,0.3025,,1411520000.0,-373371000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,,,0.0,19455785000.0,,,,0.0,,,,,0.0,,,,,,521527000.0,,,,,,,,3182442000.0,,,,2181533000.0,,,8845612000.0,,8324085000.0,,,,,,,,,,,,,,0.0,9208587000.0,,,,,12304012000.0,1741171000.0,,65366245000.0,39695096000.0,,46808995000.0,,,,,,,,,,,46402395000.0,,,,,521527000.0,4076085000.0,,,,,,,,,,25332868000.0,,,0.0,,,,,,2049974000.0,,,,-965650000.0,,,46402395000.0,14833505000.0,,,,,18161223000.0,18557250000.0,21533873000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,2025246000.0,0.0,20852384000.0,-1360566000.0,,,0.0,,2176336000.0,,67291625000.0,,,,26074219000.0,20852384000.0,,274008000.0,1389177000.0,1964886000.0,,146694000.0,15542523000.0,17842044000.0,,3605520000.0,146694000.0,21130000.0,289609000.0,2025246000.0,274008000.0,,11276478000.0,9208587000.0,11002470000.0,,6460474000.0,32092770000.0,,46382586000.0,4097964000.0,23028720000.0,11276478000.0,,4678633000.0,11002470000.0,,0.0,0.0,9208587000.0,,59010299000.0,11002470000.0,282166000.0,11992892000.0,98581000.0,,67291625000.0,40870764000.0,1667433000.0,46757004000.0,20534621000.0,7310840000.0,,,-1838109000.0,1783616000.0,,0.0,4667406000.0,,59010299000.0,,,,,53634000.0,4097964000.0,,,-40526975000.0,4599776000.0,1121742000.0,4666221000.0,,0.0,3602448000.0,26074219000.0,-12627713000.0,98581000.0,,0.2403,-45706000.0,967457000.0,,26231444000.0,2176336000.0,53634000.0,,46757004000.0,-12627713000.0,5861326000.0,3605520000.0,46382586000.0,15542523000.0,518054000.0,-52275000.0,,40870764000.0,17842044000.0,20534621000.0,23028720000.0,,1271570000.0,1149379000.0,,,,4622365000.0,1182693000.0,,11992892000.0,0.2403,,1121742000.0,-326635000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,,,0.0,18059992000.0,,,,0.0,,,,,0.0,,,,,,17800000.0,,,,,,,,3147241000.0,,,,2557744000.0,,,5897872000.0,,5880072000.0,,,,,,,,,,,,,,0.0,9220436000.0,,,,,7705757000.0,1770758000.0,,63102848000.0,35244022000.0,,47632066000.0,,,,,,,,,,,47268622000.0,,,,,17800000.0,4485881000.0,,,,,,,,,,27514173000.0,,,0.0,,,,,,2327158000.0,,,,,,,47268622000.0,17457206000.0,,,,,14856872000.0,15470782000.0,20387150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,3074962000.0,0.0,16832996000.0,-3166399000.0,,,0.0,,2433172000.0,,66166811000.0,,,,29748705000.0,16832996000.0,,10833000.0,-3670745000.0,2069330000.0,,146694000.0,18965490000.0,16815854000.0,29154000.0,4679114000.0,146694000.0,7507000.0,263175000.0,3074962000.0,10833000.0,,6483589000.0,478977000.0,6472756000.0,,3513303000.0,39154808000.0,,47935936000.0,2291195000.0,19266168000.0,6483589000.0,,6817735000.0,6472756000.0,,0.0,0.0,478977000.0,,62393752000.0,6472756000.0,47100000.0,12116126000.0,83970000.0,,66166811000.0,36082022000.0,5434998000.0,48310079000.0,17856732000.0,11002470000.0,,,-3668275000.0,1980216000.0,,0.0,4677420000.0,,62393752000.0,,,,,10833000.0,2291195000.0,,,-34699453000.0,8416041000.0,4383668000.0,4669721000.0,,0.0,-4497078000.0,29748705000.0,-14457816000.0,83970000.0,,0.9372,29634000.0,911713000.0,,31178547000.0,2433172000.0,10833000.0,,48310079000.0,-14457816000.0,7976261000.0,4679114000.0,47935936000.0,18965490000.0,1025364000.0,-1073594000.0,,36082022000.0,16815854000.0,17856732000.0,19266168000.0,,959266000.0,4409634000.0,,,,-154972000.0,1158526000.0,,12116126000.0,0.9387,,4383668000.0,-606907000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,,,0.0,15141509000.0,,,,0.0,,,,,0.0,,,,,,38018000.0,,,,,,,,6225806000.0,,,,2902126000.0,,,8656094000.0,,8618076000.0,,,,,,,,,,,,,,0.0,478977000.0,,,,,14203679000.0,1728893000.0,,70708361000.0,37517795000.0,,49390728000.0,,,,,,,,,,,48972673000.0,,,,,38018000.0,2154371000.0,,,,,,,,,,32919379000.0,,,0.0,,,,,,2601490000.0,,,,,,,48972673000.0,22789566000.0,,,,,19774796000.0,21317633000.0,17742999000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,4071572000.0,,14571089000.0,-7375845000.0,,,,,2772576000.0,,77842257000.0,,,,35979456000.0,14571089000.0,,,-1815739000.0,2088884000.0,,146694000.0,25278150000.0,24142238000.0,,6691091000.0,146694000.0,0.0,10833000.0,4071572000.0,,,9044707000.0,478977000.0,9044707000.0,,8400291000.0,52781754000.0,,52604411000.0,3172672000.0,17434432000.0,9044707000.0,,10463261000.0,9044707000.0,,,,478977000.0,,69074220000.0,9044707000.0,2312000.0,18141114000.0,84688000.0,,77842257000.0,41576670000.0,9551292000.0,53118535000.0,24723722000.0,6472756000.0,,,-6386586000.0,2341604000.0,,,4684915000.0,,69074220000.0,,,,,,3172672000.0,,,-29727843000.0,12540693000.0,7848075000.0,4674221000.0,,,2607293000.0,35979456000.0,-16469809000.0,84688000.0,,1.6752,-21359000.0,900517000.0,,41196507000.0,2772576000.0,,,53118535000.0,-16469809000.0,11585247000.0,6691091000.0,52604411000.0,25278150000.0,1690041000.0,-1486162000.0,,41576670000.0,24142238000.0,24723722000.0,17434432000.0,,921423000.0,7861251000.0,-1185631000.0,,,2013705000.0,1121986000.0,,18141114000.0,1.679,,7848075000.0,-1869061000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,,,,17919991000.0,,,,,,,,,0.0,,,,,,53229000.0,,,,,,,,6904809000.0,,,,3615759000.0,,,9762815000.0,,9709586000.0,,,,,,,,,,,,,,,478977000.0,,,,,15005712000.0,,,81882637000.0,45197819000.0,,56450786000.0,,,,,,,,,,,55868823000.0,,,,,,4327745000.0,,,,,,,,,,36378221000.0,,,0.0,,,,,,2961773000.0,,,,,,,55868823000.0,27276150000.0,,,,,24220734000.0,25431851000.0,20977085000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,2790850000.0,,16620263000.0,,,,,,3187971000.0,,80763869000.0,,,,37591274000.0,16620263000.0,,86642000.0,,,,146694000.0,27943012000.0,22947590000.0,,7609111000.0,146694000.0,,,2790850000.0,86642000.0,,8273021000.0,480531000.0,8186379000.0,,,,,56896994000.0,5585508000.0,19914755000.0,8273021000.0,,,,,,,480531000.0,,75460340000.0,8186379000.0,,14381962000.0,124388000.0,,80763869000.0,42862345000.0,,57368371000.0,23395498000.0,,,,,,,,,,75460340000.0,,,,,,5585508000.0,,,,,,,,,,37591274000.0,-18563346000.0,124388000.0,,,,,,,3187971000.0,,,57368371000.0,-18563346000.0,,7609111000.0,56896994000.0,27943012000.0,,,,42862345000.0,22947590000.0,23395498000.0,19914755000.0,,,,,,,,,,14381962000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
