date,annualAccountsPayable,trailingOperatingIncome,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyOtherNonCashItems,annualOperatingIncome,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCashDividendsPaid,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualDilutedEPS,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,trailingPretaxIncome,annualInvestmentsAndAdvances,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,annualTotalAssets,quarterlyAccountsReceivable,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,annualTaxProvision,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualRetainedEarnings,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,trailingOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualCapitalStock,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualInventory,quarterlyPretaxIncome,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualNetPPE,quarterlyCapitalStock,annualGrossPPE,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyDilutedEPS,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,annualInvestingCashFlow,annualPretaxIncome,annualIncomeTaxPayable,quarterlyGrossPPE,trailingCashDividendsPaid,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualStockBasedCompensation,trailingStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,trailingGrossProfit,annualPurchaseOfInvestment,annualTotalRevenue,trailingBasicAverageShares,trailingCommonStockIssuance,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDilutedAverageShares,annualChangeInAccountPayable
1988-12-31,,,,7314400000.0,,1293100000.0,,10397900000.0,,1702000000.0,,,0.0,,,948500000.0,,,0.0,3125200000.0,,10397900000.0,,1.072,117300000.0,,,38400000.0,2564200000.0,,,526492537.0,13685200000.0,,,-6146900000.0,,,564400000.0,11346400000.0,,74200000.0,15387200000.0,,1396700000.0,,564400000.0,,,,11346400000.0,154800000.0,,117300000.0,,981400000.0,9250000000.0,1702000000.0,5254200000.0,4198700000.0,,,,564400000.0,948500000.0,4040800000.0,,4040800000.0,,,,,,15387200000.0,,526492537.0,,284600000.0,,,,,3125200000.0,737200000.0,945000000.0,,,,,4198700000.0,,,,,38400000.0,0.0,,,,,,38400000.0,,,,4435200000.0,737200000.0,,2689800000.0,1708400000.0,38400000.0,13685200000.0,9700000.0,,,4435200000.0,,7960800000.0,74200000.0,5254200000.0,,,,,,-3525600000.0,9250000000.0,0.0,,,,,,,,,,,,,453800000.0,0.0,849000000.0,,7960800000.0,,,,,,945000000.0,,-3525600000.0,,,,,,,1.072,,,,,,874300000.0,,,,,874300000.0,-6146900000.0,,,,,,,,,,,,10004200000.0,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321300000.0,,,,,,,2321300000.0,,,,,,,,,,,,,,,,148100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,509010000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,509010000.0,,,,,,,,,,,,,,2321300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,1935300000.0,264300000.0,,,,,2431900000.0,,,,3293000000.0,,9931600000.0,,,,,,,2644000000.0,,,,14688000000.0,,,372700000.0,,,,,154900000.0,,16623300000.0,,,,,,,,12363500000.0,154900000.0,154900000.0,118900000.0,,,,,4492000000.0,,,,,,,4233000000.0,,,,,,,1892400000.0,,,,,,,,751600000.0,,,744900000.0,854600000.0,19400000.0,,,,4585000000.0,,0.292,,530479452.0,160700000.0,,,378900000.0,,,,,85200000.0,,,4049400000.0,,240100000.0,,,160700000.0,,,,,,4000000.0,,1583800000.0,,,152000000.0,,,,-3633700000.0,10638600000.0,,,,,,,,,0.292,,,,,,,,,7683100000.0,,,,358000000.0,,,,,,,,,530479452.0,,,,,,,,490100000.0,,,,,,487300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,228200000.0,,,,,1858500000.0,260700000.0,,,-66900000.0,,1883700000.0,,121900000.0,,3393000000.0,,10336700000.0,,,,,,,2574400000.0,-434300000.0,,,14726400000.0,,,344900000.0,,,,,166800000.0,,16584900000.0,,,680000000.0,,,,,12220400000.0,166800000.0,166800000.0,118500000.0,,,,,4632800000.0,,,,,,,4341100000.0,,,2300000.0,,0.0,-481400000.0,1851800000.0,,,,,,,,722600000.0,16700000.0,,731300000.0,889600000.0,45500000.0,,,,4814300000.0,,0.312,,534615385.0,156700000.0,,,377700000.0,,,,,80500000.0,,,4095300000.0,,247300000.0,,,156700000.0,,,0.0,,,4000000.0,,1046100000.0,,-237600000.0,143000000.0,,,-43300000.0,-3687100000.0,10631100000.0,,-440100000.0,,,917600000.0,,,133800000.0,0.312,,,-4000000.0,,,,,,7782400000.0,,,,365700000.0,32500000.0,,444600000.0,,,,,,534615385.0,,,,,,,,471900000.0,,,,,,466800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,405200000.0,,,7205400000.0,42600000.0,851700000.0,,10557400000.0,,1733400000.0,784000000.0,40000000.0,-85100000.0,-66800000.0,,1246000000.0,,130200000.0,0.0,3197400000.0,,10557400000.0,51400000.0,0.624,148900000.0,,,73800000.0,2565900000.0,1089800000.0,133800000.0,546634615.0,14242600000.0,,,-191600000.0,,,341100000.0,11803400000.0,-128700000.0,282300000.0,15976000000.0,-267600000.0,2048500000.0,-569900000.0,341100000.0,,,,11803400000.0,-128700000.0,-128700000.0,148900000.0,,1567200000.0,9424200000.0,1733400000.0,5753700000.0,3728000000.0,95400000.0,481300000.0,,341100000.0,1246000000.0,4147600000.0,,4147600000.0,138800000.0,,0.0,591300000.0,1843300000.0,15976000000.0,,546634615.0,,173000000.0,,,722600000.0,-16200000.0,3197400000.0,735500000.0,1075700000.0,94700000.0,,,,3728000000.0,,,,,73800000.0,802000000.0,4000000.0,914200000.0,,,,73800000.0,-77800000.0,,,4818400000.0,735500000.0,-206500000.0,2900200000.0,1333000000.0,73800000.0,14242600000.0,207100000.0,0.0,,4818400000.0,4000000.0,8620600000.0,282300000.0,5753700000.0,-232800000.0,109600000.0,-68000000.0,,70500000.0,-3802200000.0,9424200000.0,38400000.0,-171500000.0,,,-337100000.0,,,,,11000000.0,-887100000.0,82700000.0,,544800000.0,-660700000.0,514100000.0,,8620600000.0,,,,405200000.0,-72600000.0,1075700000.0,-206800000.0,-3802200000.0,,,,,,,0.624,,,,,,558500000.0,,,,,558500000.0,-61400000.0,,,,46600000.0,-105900000.0,,,35400000.0,,,-15800000.0,10105600000.0,,,,,,,,,,,,,
1990-03-31,,,,,-11500000.0,,,,,2281800000.0,251000000.0,,,-66700000.0,,2670600000.0,,124900000.0,,3260800000.0,,9331800000.0,,,,,,,2282500000.0,-320600000.0,,,13955300000.0,,,280400000.0,,,,,130100000.0,,16237100000.0,,,-22100000.0,,,,,12002400000.0,130100000.0,130100000.0,155400000.0,,,,,4732000000.0,,,,,,,4209200000.0,,,-29800000.0,,0.0,-347400000.0,1626200000.0,,,,,,,,656300000.0,-101700000.0,,776900000.0,810100000.0,29800000.0,,,,3789700000.0,,0.244,,533196721.0,128100000.0,,,375900000.0,,,,,70100000.0,,,4085600000.0,,200200000.0,,,128100000.0,,,261000000.0,,,,,1666800000.0,,-209400000.0,110100000.0,,,-134200000.0,-3873400000.0,9869700000.0,,27200000.0,,,187300000.0,,,188600000.0,0.244,,,-132900000.0,,,,,,7959000000.0,,,,389300000.0,26800000.0,,-62600000.0,,,,,,533196721.0,,,,,,,,614500000.0,,,,,,405300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,-6500000.0,,,,,2653900000.0,255300000.0,,,-65500000.0,,1321400000.0,,123600000.0,,3309600000.0,,10535500000.0,,,,,,,2392400000.0,-393000000.0,,,13489300000.0,,,263500000.0,,,,,114300000.0,,16143200000.0,,,430700000.0,,,,,11856900000.0,114300000.0,114300000.0,158800000.0,,,,,4965300000.0,,,,,,,4260400000.0,,,-9300000.0,,0.0,-401300000.0,1749300000.0,,,,,,,,643100000.0,16000000.0,,685800000.0,837400000.0,14000000.0,,,,4732800000.0,,0.216,,529166667.0,232000000.0,,,379600000.0,,,,,61400000.0,,,4604900000.0,,175700000.0,,,232000000.0,,,0.0,,,,,444200000.0,,-241000000.0,101800000.0,,,-18400000.0,-3908600000.0,8884400000.0,,-166600000.0,,,671700000.0,,,180500000.0,0.216,,,103800000.0,,,,,,8513500000.0,,,,383600000.0,24700000.0,,421000000.0,,,,,,529166667.0,,,,,,,,493600000.0,,,,,,387800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,-14100000.0,,,,,2505900000.0,244800000.0,,,-65200000.0,,1515700000.0,,131600000.0,,3334900000.0,,10931500000.0,,,,,,,2263500000.0,-372600000.0,,,13894900000.0,,,231600000.0,,,,,90600000.0,,16400800000.0,,,308200000.0,,,,,12447200000.0,90600000.0,90600000.0,156300000.0,,,,,5237700000.0,,,,,,,3883100000.0,,,-23900000.0,,0.0,-452400000.0,1660400000.0,,,,,,,,603100000.0,73200000.0,,666000000.0,846400000.0,8900000.0,,,,4847400000.0,,0.168,,539285714.0,198300000.0,,,371500000.0,,,,,44900000.0,,,4612300000.0,,135500000.0,,,198300000.0,,,0.0,,,,,609100000.0,,-205800000.0,105000000.0,,,-50700000.0,-3984400000.0,9282600000.0,,-95200000.0,,,514000000.0,,,141400000.0,0.168,,,-33600000.0,,,,,,8596700000.0,,,,362600000.0,10400000.0,,304800000.0,,,,,,539285714.0,,,,,,,,544000000.0,,,,,,363200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,346100000.0,,,6582800000.0,-90700000.0,1002900000.0,,11499200000.0,,2393900000.0,219300000.0,,624500000.0,-60400000.0,,921100000.0,,88200000.0,0.0,3333400000.0,,11499200000.0,751900000.0,0.748,134300000.0,,,215300000.0,2085900000.0,-432400000.0,-22400000.0,526336898.0,13961900000.0,,,227400000.0,,,393700000.0,12420300000.0,58800000.0,131800000.0,16355800000.0,-257800000.0,1438600000.0,-92300000.0,393700000.0,,,,12420300000.0,58800000.0,58800000.0,134300000.0,-227900000.0,970300000.0,9215200000.0,2393900000.0,5019500000.0,5364100000.0,-122800000.0,468300000.0,,393700000.0,921100000.0,3863800000.0,,3863800000.0,40600000.0,,0.0,-317100000.0,1551000000.0,16355800000.0,,526336898.0,,206100000.0,756700000.0,,534900000.0,-40100000.0,3333400000.0,669800000.0,1115600000.0,-32700000.0,,,,5364100000.0,,,,,215300000.0,1530600000.0,,307500000.0,,,,215300000.0,29700000.0,,,4746700000.0,669800000.0,88500000.0,2441500000.0,1471200000.0,215300000.0,13961900000.0,19900000.0,0.0,,4746700000.0,,8810500000.0,131800000.0,5019500000.0,-249900000.0,106200000.0,-52600000.0,,89300000.0,-4063800000.0,9215200000.0,261000000.0,176400000.0,,,157600000.0,,,246200000.0,,75400000.0,-906100000.0,16900000.0,-15500000.0,423100000.0,-1518200000.0,599800000.0,,8810500000.0,,,,346100000.0,13500000.0,1115600000.0,88700000.0,-4063800000.0,,,,,,,0.748,,,,,,443200000.0,,,,,443200000.0,315600000.0,,,,-114000000.0,-58200000.0,,,-45800000.0,,,-1518600000.0,9024300000.0,,,,,,,,,,,,,
1991-03-31,,,,,-47900000.0,,,,,2451100000.0,235500000.0,,,-60300000.0,,1070100000.0,,137500000.0,,3325400000.0,,11722700000.0,,,,,,,2062700000.0,-392500000.0,,,14272500000.0,,,173800000.0,,,,,52400000.0,,16723600000.0,,,-125300000.0,,,,,12792800000.0,52400000.0,52400000.0,147500000.0,,,,,5465900000.0,,,,,,,3857900000.0,,,-40200000.0,,0.0,-401100000.0,1515900000.0,,,,,,,,546800000.0,-73200000.0,,705900000.0,847300000.0,4400000.0,,,,5409500000.0,,0.104,,503846154.0,179500000.0,,,373000000.0,,,,,22500000.0,,,4692000000.0,,74900000.0,,,179500000.0,,,215300000.0,,,,,272300000.0,,-189900000.0,103400000.0,,,50500000.0,-4152600000.0,9580500000.0,,300800000.0,,,64600000.0,,,196700000.0,0.104,,,-35700000.0,,,,,,8844600000.0,,,,311400000.0,2500000.0,,-74700000.0,,,,,,503846154.0,,,,,,,,486400000.0,,,,,,311300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,-1800000.0,,,,,2941200000.0,241600000.0,,,-60400000.0,,911700000.0,,132700000.0,,3334700000.0,,12249400000.0,,,,,,,2296600000.0,-444800000.0,,,14188500000.0,,,187100000.0,,,,,69600000.0,,17129700000.0,,,-40300000.0,,,,,13161100000.0,69600000.0,69600000.0,129200000.0,,,,,5728200000.0,,,,,,,3885200000.0,,,8000000.0,,0.0,-326600000.0,1732800000.0,,,,,,,,563800000.0,112000000.0,,649600000.0,844500000.0,11200000.0,,,,5676700000.0,,0.14,,497142857.0,203500000.0,,,376700000.0,,,,,29800000.0,,,4668100000.0,,99400000.0,,,203500000.0,,,0.0,,,,,112000000.0,,-202800000.0,98900000.0,,,-35200000.0,-4227300000.0,9520400000.0,,188000000.0,,,162500000.0,,,275700000.0,0.14,,,24000000.0,,,,,,8895400000.0,,,,329300000.0,13800000.0,,-33400000.0,,,,,,497142857.0,,,,,,,,470400000.0,,,,,,322200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,-5500000.0,,,,,2371600000.0,241000000.0,,,-60500000.0,,987500000.0,,145400000.0,,3324600000.0,,12060400000.0,,,,,,,2213400000.0,-587300000.0,,,14646100000.0,,,151900000.0,,,,,50400000.0,,17017700000.0,,,292200000.0,,,,,13047900000.0,50400000.0,50400000.0,94000000.0,,,,,5891400000.0,,,,,,,3886000000.0,,,-35600000.0,,0.0,-294000000.0,1682000000.0,,,,,,,,531400000.0,-100000.0,,633500000.0,856800000.0,4600000.0,,,,5312200000.0,,0.1,,504000000.0,364800000.0,,,379500000.0,,,,,9900000.0,,,4700800000.0,,60300000.0,,,364800000.0,,,0.0,,,,,233700000.0,,-171500000.0,96200000.0,,,-52200000.0,-4315300000.0,9945300000.0,,-8400000.0,,,463700000.0,,,481700000.0,0.1,,,161300000.0,,,,,,9016100000.0,,,,335500000.0,33500000.0,,249100000.0,,,,,,504000000.0,,,,,,,,418300000.0,,,,,,297300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,420500000.0,,,6608800000.0,438900000.0,620400000.0,,12184000000.0,,2522800000.0,253000000.0,,589900000.0,-60600000.0,,1163600000.0,,85700000.0,0.0,2929600000.0,,12184000000.0,564500000.0,-0.2,178200000.0,,,615900000.0,2128900000.0,-341100000.0,-37800000.0,504500000.0,14404700000.0,,,107600000.0,,,-100900000.0,13347600000.0,-273300000.0,257000000.0,16927500000.0,-241800000.0,1472400000.0,463300000.0,-100900000.0,,,,13347600000.0,-273300000.0,-273300000.0,178200000.0,-500000.0,971100000.0,8605200000.0,2522800000.0,6183900000.0,5265800000.0,383700000.0,501300000.0,,-100900000.0,1163600000.0,3489400000.0,,3489400000.0,30000000.0,,0.0,-24400000.0,1682600000.0,16927500000.0,,504500000.0,,-76900000.0,1280100000.0,,446300000.0,-35500000.0,2929600000.0,635800000.0,734300000.0,-427100000.0,,,,5265800000.0,,,,,615900000.0,1253300000.0,,338700000.0,,,,615900000.0,-139100000.0,,,5799500000.0,635800000.0,-412400000.0,2092800000.0,1121700000.0,615900000.0,14404700000.0,-406900000.0,0.0,,5799500000.0,,10128900000.0,257000000.0,6183900000.0,-99200000.0,92900000.0,3200000.0,,6700000.0,-4329400000.0,8605200000.0,215300000.0,-287000000.0,,,562500000.0,,,326000000.0,,-43000000.0,-663400000.0,251100000.0,,391400000.0,-1046100000.0,-177800000.0,,10128900000.0,,,,420500000.0,-92800000.0,734300000.0,423500000.0,-4329400000.0,,,,,,,-0.2,,,,,,486100000.0,,,,,486100000.0,193300000.0,,,,-30200000.0,193400000.0,,,400700000.0,,,-1765700000.0,8701600000.0,,,,,,,,,,,,,
1992-03-31,,,,,66300000.0,,,,,2198100000.0,239400000.0,,,-60800000.0,,1063000000.0,,116700000.0,,2955500000.0,,12274800000.0,,,,,,,2195700000.0,-895700000.0,,,14756600000.0,,,209600000.0,,,,,86600000.0,,16954700000.0,,,-26500000.0,,,,,13337800000.0,86600000.0,86600000.0,182000000.0,,,,,5861900000.0,,,,,,,3528700000.0,,,-36000000.0,,0.0,-334200000.0,1630000000.0,,,,,,,,565700000.0,-93500000.0,,697400000.0,747000000.0,12700000.0,,,,5665900000.0,,0.172,,503488372.0,231800000.0,,,356100000.0,,,,,46700000.0,,,4983400000.0,,133300000.0,,,231800000.0,,,615900000.0,,,,,233800000.0,,-109100000.0,88900000.0,,,-572000000.0,-4344500000.0,9773200000.0,,-132500000.0,,,82600000.0,,,693800000.0,0.172,,,-384100000.0,,,,,,9327900000.0,,,,323900000.0,18300000.0,,-198400000.0,,,,,,503488372.0,,,,,,,,505300000.0,,,,,,326300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,172800000.0,,,,,2402100000.0,257000000.0,,,-60900000.0,,1226100000.0,,109000000.0,,2987400000.0,,12182100000.0,,,,,,,2349000000.0,-905200000.0,,,14669900000.0,,,224000000.0,,,,,92900000.0,,17072000000.0,,,442600000.0,,,,,13408200000.0,92900000.0,92900000.0,182200000.0,,,,,6211900000.0,,,,,,,3569200000.0,,,-60100000.0,,0.0,-83800000.0,1755100000.0,,,,,,,,593900000.0,6700000.0,,637600000.0,741700000.0,0.0,,,,5228500000.0,,0.18,,516111111.0,465600000.0,,,369900000.0,,,,,50000000.0,,,5011600000.0,,142900000.0,,,465600000.0,,,0.0,,,,,327500000.0,,-126100000.0,81100000.0,,,125600000.0,-4362300000.0,9658300000.0,,-251100000.0,,,568700000.0,,,996700000.0,0.18,,,233800000.0,,,,,,9373900000.0,,,,324100000.0,25400000.0,,171400000.0,,,,,,516111111.0,,,,,,,,574500000.0,,,,,,336900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,-234400000.0,,,,,2140500000.0,236300000.0,,,-61100000.0,,1167100000.0,,125800000.0,,3033500000.0,,12580600000.0,,,,,,,2337000000.0,-1763500000.0,,,15309900000.0,,,204400000.0,,,,,107200000.0,,17450400000.0,,,12300000.0,,,,,13747700000.0,107200000.0,107200000.0,198900000.0,,,,,6589600000.0,,,,,,,3610800000.0,,,26700000.0,,0.0,-233200000.0,1779100000.0,,,,,,,,557900000.0,-98900000.0,,646700000.0,823600000.0,35200000.0,,,,5167400000.0,,0.212,,505660377.0,516600000.0,,,353500000.0,,,,,57700000.0,,,5062900000.0,,164900000.0,,,516600000.0,,,0.0,,,,,266400000.0,,-161300000.0,74700000.0,,,227300000.0,-4389000000.0,10247000000.0,,110600000.0,,,173600000.0,,,1643100000.0,0.212,,,51000000.0,,,,,,9451900000.0,,,,358500000.0,54700000.0,,127700000.0,,,,,,505660377.0,,,,,,,1800000.0,542200000.0,,,,,,330200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,386600000.0,,,6889600000.0,27000000.0,805700000.0,,13280900000.0,,2555400000.0,154500000.0,27100000.0,418100000.0,-61200000.0,,1138000000.0,,151200000.0,0.0,3057700000.0,,13280900000.0,40300000.0,0.728,168100000.0,,,524300000.0,2337000000.0,-992200000.0,-573500000.0,508196721.0,15603000000.0,,,167700000.0,,,372000000.0,14418900000.0,85300000.0,128300000.0,18158400000.0,-244000000.0,1523400000.0,-10300000.0,372000000.0,,,,14418900000.0,85300000.0,85300000.0,168100000.0,,887200000.0,9076800000.0,2555400000.0,6731900000.0,5788100000.0,31700000.0,502700000.0,,372000000.0,1138000000.0,3646000000.0,,3646000000.0,-504100000.0,,0.0,-721900000.0,1730100000.0,18158400000.0,,510989011.0,,191300000.0,4276100000.0,,606900000.0,11200000.0,3057700000.0,723900000.0,760900000.0,34700000.0,,,,5788100000.0,,,,,524300000.0,1034300000.0,,439200000.0,,,,524300000.0,36900000.0,,,6526200000.0,723900000.0,122200000.0,2329100000.0,1308400000.0,524300000.0,15603000000.0,82600000.0,0.0,,6526200000.0,,10839000000.0,128300000.0,6731900000.0,-219700000.0,80200000.0,-174500000.0,,639000000.0,-4312800000.0,9076800000.0,615900000.0,520200000.0,,,209400000.0,,,942500000.0,,125300000.0,-616200000.0,7700000.0,,324900000.0,-1373100000.0,563300000.0,,10839000000.0,,,,386600000.0,26900000.0,760900000.0,-60400000.0,-4312800000.0,,,,,,,0.732,,,,,7700000.0,623100000.0,,,,,623100000.0,318900000.0,,,,419900000.0,247200000.0,,,-91600000.0,,,-4556600000.0,9218700000.0,,,,,,,,,,,,,
1993-03-31,,,,,-1000000.0,,,,,2091800000.0,223700000.0,,,-61300000.0,,1395900000.0,,127400000.0,,3225800000.0,,13055000000.0,,,,,,,2341000000.0,-766900000.0,,,16292600000.0,,,280400000.0,,,,,229500000.0,,18384400000.0,,,102400000.0,,,,,14450900000.0,177400000.0,229500000.0,211100000.0,,,,,7090400000.0,,,,,,,3840500000.0,,,-43900000.0,,0.0,-422200000.0,1672500000.0,,,,,,,,668500000.0,-180200000.0,,806800000.0,821800000.0,59700000.0,,,,5142800000.0,,0.448,,512276786.0,241700000.0,,,388100000.0,,,,,87200000.0,,,5554000000.0,,264600000.0,,,241700000.0,,,524300000.0,,,,,298300000.0,,-164900000.0,75600000.0,,,93000000.0,-4289000000.0,10738600000.0,,-127700000.0,,,267300000.0,,,341800000.0,0.448,,,-282600000.0,,,,,,9843000000.0,,,,379700000.0,20400000.0,,17800000.0,,,,,,512276786.0,,,,,,,12500000.0,717900000.0,,,,,,407800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,-5700000.0,,,,,1956900000.0,198600000.0,,,-61500000.0,,1194800000.0,,118100000.0,,3345900000.0,,7396300000.0,,,,,,,2387500000.0,-4900000.0,,,10670700000.0,,,292200000.0,,,,,181500000.0,,12627600000.0,,,-319400000.0,,,,,8591100000.0,181500000.0,181500000.0,248000000.0,,,,,1644000000.0,,,,,,,3942700000.0,,,-5000000.0,,0.0,225400000.0,1741200000.0,,,,,,,,646300000.0,19900000.0,,737100000.0,875000000.0,50300000.0,,,,4877300000.0,,0.356,,509831461.0,161100000.0,,,354100000.0,,,,,90800000.0,,,5505000000.0,,272300000.0,,,161100000.0,,,0.0,,,,,204800000.0,,-243600000.0,70100000.0,,,-125300000.0,-4338400000.0,5165700000.0,,-230200000.0,,,-75800000.0,,,44300000.0,0.356,,,-80700000.0,,,,,,9843400000.0,,,,405800000.0,35300000.0,,-354200000.0,,,,,,509831461.0,,,,,,,5100000.0,584200000.0,,,,,,410300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
