,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,trailingCashDividendsPaid,annualNetIncome,trailingNetIncome,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherNonCashItems,trailingChangeInWorkingCapital,trailingChangeInAccountPayable,annualPurchaseOfInvestment,annualBasicEPS,annualStockholdersEquity,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,quarterlyDilutedEPS,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,annualTaxProvision,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualCurrentDebt,quarterlyNetPPE,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyPretaxIncome,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDilutedEPS,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccountsReceivable,trailingBasicEPS
1359590400,,,4338589000.0,10367682000.0,,952662000.0,,1710732000.0,7690569000.0,10367682000.0,,2771336000.0,2771336000.0,0.0,,-1771000.0,,46161000.0,1497394000.0,332254000.0,2839822000.0,191128000.0,,,3643805000.0,1655276000.0,6774000.0,,,,2.87,4985330000.0,4338589000.0,845450000.0,-569836000.0,317422000.0,317422000.0,,302911000.0,,317422000.0,-546833000.0,,140809000.0,140809000.0,-117354000.0,670453000.0,,2397175000.0,0.0,,1131352000.0,,3643805000.0,194035000.0,140809000.0,140809000.0,27460000.0,1261607000.0,892000.0,1738547000.0,,,,,1219543000.0,80513000.0,95387000.0,43772000.0,1219543000.0,43772000.0,2088665000.0,-2938000.0,87498000.0,1928231000.0,46161000.0,5382352000.0,322496000.0,-671459000.0,140809000.0,0.0,140809000.0,0.0,,127926000.0,126126000.0,,-65333000.0,2677113000.0,,,3226898000.0,-90357000.0,-75017000.0,952662000.0,,1367799000.0,1261607000.0,3430125000.0,63302000.0,,-2663155000.0,7690569000.0,-2938000.0,845450000.0,,,286185000.0,-29956000.0,142580000.0,,4985330000.0,,-571596000.0,191128000.0,14683000.0,,0.0,,0.0,177467000.0,544732000.0,2397175000.0,,-835329000.0,-1138233000.0,21664000.0,892000.0,2088665000.0,286185000.0,0.0,10936727000.0,16022128000.0,,-2774000.0,,,,6307000.0,602862000.0,,1081000.0,5085401000.0,670453000.0,-1138233000.0,1710732000.0,559756000.0,,,68241000.0,-29243000.0,,494889000.0,,3430125000.0,-92922000.0,,,,952662000.0,440466000.0,334469000.0,-324883000.0,,-117970000.0,3226898000.0,2677113000.0,1738547000.0,2.85,95387000.0,-391409000.0,522349000.0,5382352000.0,4207621000.0,,,,,,,,,,,,,,,,,,,,,,,
1367280000,,,,,,,,,7769221000.0,10493697000.0,,2835303000.0,,0.0,,14717000.0,,232631000.0,,,2938585000.0,359038000.0,,,3714396000.0,,,,,,,,4338589000.0,900148000.0,,220083000.0,220083000.0,328132000.0,,,220083000.0,,,,155526000.0,-149577000.0,646462000.0,,2414411000.0,-18871000.0,,,,,,155526000.0,155526000.0,24516000.0,,909000.0,,,,,,,80493000.0,,37369000.0,1215999000.0,,,,-26893000.0,,,5314798000.0,-2426000.0,,,,,0.0,,,,,-16411000.0,,,0.67,,,-20000000.0,,,1295148000.0,1138395000.0,,-138227000.0,,,,-11706000.0,900148000.0,,,286464000.0,,140809000.0,,5178899000.0,,,,,,,,0.0,131530000.0,,,,-2728116000.0,,,,2177264000.0,,,,,326975000.0,148000.0,,,,5310000.0,456622000.0,0.67,,,,,1911160000.0,,,,-164045000.0,-13634000.0,,351613000.0,,,,,,,,147226000.0,,17068000.0,,-149652000.0,,2724476000.0,1600402000.0,,70540000.0,,395000000.0,,4233733000.0,,,,,,,,,,,,,,,,,,,,,,,
1375228800,,,,,,,,,7834887000.0,10699630000.0,,2845138000.0,,0.0,,13694000.0,,235046000.0,,,3017361000.0,412854000.0,,,3727964000.0,,,,,,,,4338589000.0,964468000.0,,245475000.0,245475000.0,325639000.0,,,245475000.0,,,,169220000.0,-158691000.0,647780000.0,,2533766000.0,0.0,,,,,,169220000.0,169220000.0,20631000.0,,25927000.0,,,,,,,82744000.0,,38826000.0,1212821000.0,,,,697000.0,,,5468154000.0,178015000.0,,,,,0.0,,,,,-117003000.0,,,0.75,,,-199981000.0,,,1377290000.0,1254856000.0,,127372000.0,,,,-10497000.0,964468000.0,,,283120000.0,,155526000.0,,5231476000.0,,,,,,,,0.0,146716000.0,,,,-294220000.0,,,,2244651000.0,,,,,324770000.0,-324000.0,,,,5533000.0,495566000.0,0.76,,,,,1960068000.0,,,,8381000.0,-4920000.0,,392191000.0,,,,,,,,336889000.0,,-164504000.0,,-158874000.0,,2864743000.0,1740190000.0,,17980000.0,,412822000.0,,4394651000.0,,,,,,,,,,,,,,,,,,,,,,,
1383177600,,,,,,,,,7871672000.0,10775974000.0,,2873967000.0,,0.0,,-3503000.0,,230798000.0,,,3053345000.0,414881000.0,,,3747971000.0,,,,,,,,4338589000.0,938252000.0,,237385000.0,237385000.0,322543000.0,,,237385000.0,,,,165717000.0,-134760000.0,643206000.0,,2591552000.0,0.0,,,,,,165717000.0,165717000.0,21524000.0,,50945000.0,,,,,,,84435000.0,,35596000.0,1210077000.0,,,,1014000.0,,,5501020000.0,141008000.0,,,,,0.0,,,,,-54076000.0,,,0.74,,,-199993000.0,,,1328493000.0,1251394000.0,,7749000.0,,,,-10331000.0,938252000.0,,,280215000.0,,169220000.0,,5274954000.0,,,,,,,,0.0,131332000.0,,,,-293224000.0,,,,2287410000.0,,,,,321711000.0,-3376000.0,,,,5529000.0,474676000.0,0.74,,,,,2000488000.0,,,,-44387000.0,-3126000.0,,368717000.0,,,,,,,,276460000.0,,-145203000.0,,-135452000.0,,2904302000.0,1753049000.0,,639000.0,,390241000.0,,4381838000.0,,,,,,,,,,,,,,,,,,,,,,,
1391126400,,62693000.0,4338589000.0,10867524000.0,,1025116000.0,,2125453000.0,7661917000.0,10867524000.0,,2742788000.0,2742788000.0,0.0,,339849000.0,,296546000.0,1628330000.0,322886000.0,3059134000.0,368578000.0,,,3653360000.0,1736185000.0,-12747000.0,,,,3.17,5402193000.0,4338589000.0,896689000.0,-249978000.0,322173000.0,322173000.0,319104000.0,332837000.0,,322173000.0,-598330000.0,,505566000.0,505566000.0,193050000.0,614026000.0,,2552993000.0,0.0,,1213065000.0,,3653360000.0,36942000.0,505566000.0,505566000.0,22313000.0,1286484000.0,75966000.0,1811971000.0,,,,,1207645000.0,85165000.0,59148000.0,35378000.0,1207645000.0,35378000.0,2080305000.0,-9910000.0,618000.0,2050151000.0,296546000.0,5465331000.0,358024000.0,-620052000.0,505566000.0,0.0,505566000.0,0.0,,88984000.0,140809000.0,,42547000.0,3205607000.0,,1.01,3452916000.0,-67841000.0,-200078000.0,1025116000.0,,1434811000.0,1286484000.0,3699557000.0,40048000.0,,-3423791000.0,7661917000.0,-9910000.0,896689000.0,,,277424000.0,-18871000.0,165717000.0,,5402193000.0,,-538444000.0,368578000.0,364757000.0,,0.0,,0.0,193636000.0,603214000.0,2552993000.0,,-108231000.0,-1372611000.0,20961000.0,75966000.0,2080305000.0,277424000.0,0.0,12068425000.0,17504167000.0,318090000.0,-9195000.0,,,,4589000.0,538122000.0,1.01,-24564000.0,5435742000.0,614026000.0,-1372611000.0,2125453000.0,674621000.0,62693000.0,,95919000.0,-46161000.0,,515809000.0,,3699557000.0,-104132000.0,,,,1025116000.0,452490000.0,323854000.0,-305691000.0,,-94466000.0,3452916000.0,3205607000.0,1811971000.0,3.17,59148000.0,-144943000.0,538122000.0,5465331000.0,4493945000.0,,,,,,,,,,,,,,,,,,,,,,,
1398816000,,,,,,,,,7658538000.0,10601884000.0,,3006404000.0,,0.0,,-339236000.0,,299696000.0,,,3164335000.0,394827000.0,,,3906339000.0,,,,,,,,4338589000.0,978038000.0,,222398000.0,222398000.0,310295000.0,,,222398000.0,,,,166330000.0,-83985000.0,600239000.0,,2605356000.0,0.0,,,,,,166330000.0,166330000.0,22267000.0,,100989000.0,,,,,,,84158000.0,,34519000.0,1205598000.0,,,,4818000.0,,,5769657000.0,167372000.0,,,,,0.0,,,,,-51536000.0,,,0.72,,,-800095000.0,,,1357746000.0,1222680000.0,,-62361000.0,,,,-9512000.0,978038000.0,,,265379000.0,,505566000.0,,4832227000.0,,,,,,,,0.0,135043000.0,,,,-142434000.0,,,,2079832000.0,,,,,309331000.0,224000.0,,,,8752000.0,463866000.0,0.72,,,,,1560098000.0,,,,-36132000.0,-27940000.0,,357441000.0,,,,,,,,251460000.0,,-506711000.0,,-84088000.0,,2943346000.0,1863318000.0,,121277000.0,,379708000.0,,4522081000.0,,,,,,,,,,,,,,,,,,,,,,,
1406764800,,,,,,,,,7685163000.0,10825794000.0,,2881217000.0,,0.0,,6144000.0,,296283000.0,,,3268465000.0,427269000.0,,,3760383000.0,,,,,,,,4338589000.0,1027048000.0,,251260000.0,251260000.0,303888000.0,,,251260000.0,,,,172474000.0,-106737000.0,582883000.0,,2788872000.0,0.0,,,,,,172474000.0,172474000.0,22598000.0,,101013000.0,,,,,,,85340000.0,,35707000.0,1203904000.0,,,,2655000.0,,,5729801000.0,128138000.0,,,,,0.0,,,,,-184354000.0,,,0.83,,,0.0,,,1455574000.0,1395780000.0,,166743000.0,,,,-8808000.0,1027048000.0,,,265458000.0,,166330000.0,,5095993000.0,,,,,,,,0.0,154668000.0,,,,-666238000.0,,,,2106963000.0,,,,,303015000.0,3315000.0,,,,9568000.0,513866000.0,0.83,,,,,1811358000.0,,,,-92085000.0,-21934000.0,,405928000.0,,,,,,,,235464000.0,,-122583000.0,,-107326000.0,,3140631000.0,1969418000.0,,23922000.0,,428526000.0,,4724039000.0,,,,,,,,,,,,,,,,,,,,,,,
1414713600,,,,,,,,,7698240000.0,10877372000.0,,2666022000.0,,0.0,,43681000.0,,287812000.0,,,3300661000.0,442859000.0,,,3522889000.0,,,,,,,,4338589000.0,1029605000.0,,236316000.0,236316000.0,304108000.0,,,236316000.0,,,,216155000.0,-96227000.0,569055000.0,,2788996000.0,0.0,,,,,,216155000.0,216155000.0,21835000.0,,101041000.0,,,,,,,86261000.0,,36428000.0,1202651000.0,,,,1527000.0,,,5533735000.0,256500000.0,,,,,0.0,,,,,-3412000.0,,,0.78,,,0.0,,,1423748000.0,1394873000.0,,-3872000.0,,,,-8153000.0,1029605000.0,,,265495000.0,,172474000.0,,5343637000.0,,,,,,,,0.0,135992000.0,,,,-266242000.0,,,,2120572000.0,,,,,303080000.0,4035000.0,,,,9378000.0,480404000.0,0.78,,,,,2047674000.0,,,,15362000.0,2271000.0,,372308000.0,,,,,,,,353623000.0,,-213715000.0,,-97123000.0,,3179132000.0,2010846000.0,,33215000.0,,394143000.0,,4724409000.0,,,,,,,,,,,,,,,,,,,,,,,
1422662400,,58215000.0,4338589000.0,11224104000.0,,1065345000.0,,2403045000.0,7691495000.0,11224104000.0,,2639427000.0,2639427000.0,0.0,,363668000.0,,285309000.0,1680861000.0,304633000.0,3373620000.0,413760000.0,,,3526326000.0,1769093000.0,8551000.0,,,,3.5,5710038000.0,4338589000.0,998723000.0,-371699000.0,355371000.0,355371000.0,304435000.0,342353000.0,,355371000.0,-868788000.0,,579823000.0,579823000.0,-84750000.0,601590000.0,,2782521000.0,0.0,,1314744000.0,,3526326000.0,97166000.0,579823000.0,579823000.0,21532000.0,1388154000.0,101158000.0,1987740000.0,,,,,1201870000.0,86594000.0,59400000.0,34961000.0,1201870000.0,34961000.0,2116075000.0,-7327000.0,774000.0,2111446000.0,285309000.0,5514066000.0,388767000.0,-800095000.0,579823000.0,0.0,579823000.0,0.0,,88232000.0,505566000.0,,5743000.0,3532609000.0,,1.17,3753557000.0,-29881000.0,0.0,1065345000.0,,1565439000.0,1388154000.0,4033414000.0,-3344000.0,,-1101467000.0,7691495000.0,-7327000.0,998723000.0,,,265514000.0,0.0,216155000.0,,5710038000.0,,-373967000.0,413760000.0,74257000.0,,0.0,,0.0,189813000.0,615516000.0,2782521000.0,,-26553000.0,-1637482000.0,37338000.0,101158000.0,2116075000.0,265514000.0,0.0,13107081000.0,18909588000.0,303108000.0,977000.0,,,,9640000.0,566716000.0,1.17,9774000.0,5802507000.0,601590000.0,-1637482000.0,2403045000.0,940777000.0,58215000.0,,3893000.0,17722000.0,,545184000.0,,4033414000.0,-108962000.0,,,,1065345000.0,474197000.0,305681000.0,-25779000.0,,-85430000.0,3753557000.0,3532609000.0,1987740000.0,3.49,59400000.0,-233559000.0,566716000.0,5514066000.0,4939059000.0,,,,,,,,,,,,,,,,,,,,,,,
1430352000,,,,,,,,,7711650000.0,10956550000.0,,2614005000.0,,0.0,,-354707000.0,,285500000.0,,,3419967000.0,393507000.0,,,3497753000.0,,,,,,,,4338589000.0,1070511000.0,,253235000.0,253235000.0,302089000.0,,,253235000.0,,,,225116000.0,-99766000.0,598248000.0,,2839198000.0,0.0,,,,,,225116000.0,225116000.0,21576000.0,,101309000.0,,-66037000.0,,,,,87152000.0,,36197000.0,1201428000.0,,,,27203000.0,,,5570692000.0,243964000.0,,,,,0.0,,,,,-57103000.0,,,0.84,,,-534654000.0,,,1498705000.0,1435367000.0,,40123000.0,,,,-6569000.0,1070511000.0,,,260111000.0,,579823000.0,,5385858000.0,,,,,,,,0.0,153383000.0,,,,-38346000.0,,,,2135436000.0,,,,,301202000.0,1407000.0,,,,10125000.0,515346000.0,0.84,,,,,2061798000.0,,,,28386000.0,-36412000.0,,406618000.0,,,,,,,,343893000.0,,-598834000.0,,-99929000.0,,3244900000.0,2072939000.0,,108948000.0,,428194000.0,,4918672000.0,,,,,,,,,,,,,,,,,,,,,,,
1438300800,,,,,,,,,7770348000.0,11195195000.0,,2761794000.0,,0.0,,-44591000.0,,281620000.0,,,3507749000.0,443164000.0,,,3621498000.0,,,,,,,,4338589000.0,1112343000.0,,282349000.0,282349000.0,296528000.0,,,282349000.0,,,,180525000.0,-147028000.0,578084000.0,,3029731000.0,0.0,,,,,,180525000.0,180525000.0,20699000.0,,101335000.0,,-65167000.0,,,,,87582000.0,,34661000.0,1201241000.0,,,,6384000.0,,,5776261000.0,66037000.0,,,,,0.0,,,,,-189690000.0,,,0.95,,,-199680000.0,,,1588155000.0,1536610000.0,,93492000.0,,,,-6214000.0,1112343000.0,,,257968000.0,,225116000.0,,5418934000.0,,,,,,,,0.0,172764000.0,,,,-284359000.0,,,,2195857000.0,,,,,295679000.0,6327000.0,,,,9517000.0,563394000.0,0.95,,,,,2081543000.0,,,,-148419000.0,-24197000.0,,455113000.0,,,,,,,,213159000.0,,-110722000.0,,-147122000.0,,3424847000.0,2154763000.0,,41348000.0,,475812000.0,,5095904000.0,,,,,,,,,,,,,,,,,,,,,,,
1446249600,,,,,,,,,7799518000.0,11288293000.0,,3105332000.0,,0.0,,1989000.0,,279547000.0,,,3530086000.0,473528000.0,,,3953117000.0,,,,,,,,4338589000.0,1113103000.0,,253321000.0,253321000.0,292904000.0,,,253321000.0,,,,182514000.0,-139279000.0,568238000.0,,3101908000.0,-326000.0,,,,,,182514000.0,182514000.0,21394000.0,,1358000.0,,-63965000.0,,,,,88553000.0,,22751000.0,1201110000.0,,,,-5886000.0,,,5944700000.0,83656000.0,,,,,0.0,,,,,-70480000.0,,,0.86,,,-275077000.0,,,1536962000.0,1470107000.0,,-57735000.0,,,,-6013000.0,1113103000.0,,,254697000.0,,180525000.0,,5343593000.0,,,,,,,,0.0,148818000.0,,,,-1093515000.0,,,,2237068000.0,,,,,292037000.0,-604000.0,,,,9248000.0,512086000.0,0.87,,,,,1999119000.0,,,,-100367000.0,-26986000.0,,402139000.0,,,,,,,,223491000.0,,-82223000.0,,-139835000.0,,3488775000.0,1991583000.0,,30462000.0,,423859000.0,,5067048000.0,,,,,,,,,,,,,,,,,,,,,,,
1454198400,,53737000.0,4338589000.0,11257885000.0,,1165080000.0,,2025545000.0,7825475000.0,11257885000.0,-258328000.0,2969175000.0,2969175000.0,0.0,,-24567000.0,,275283000.0,1853024000.0,294330000.0,3604669000.0,467122000.0,,,3884413000.0,1940294000.0,7797000.0,,,,3.96,5377876000.0,4338589000.0,1069840000.0,-503383000.0,376175000.0,376175000.0,289322000.0,352431000.0,,376175000.0,-1296481000.0,,157947000.0,157947000.0,-117310000.0,639955000.0,,3074153000.0,0.0,,1377988000.0,,3884413000.0,105637000.0,157947000.0,157947000.0,23275000.0,1494225000.0,1379000.0,1995596000.0,-63159000.0,,,,1200994000.0,89144000.0,32870000.0,21830000.0,1200994000.0,21830000.0,2264062000.0,-5807000.0,-14060000.0,2292399000.0,275283000.0,5880009000.0,479525000.0,-1299613000.0,157947000.0,0.0,157947000.0,0.0,,86944000.0,579823000.0,,27272000.0,3432410000.0,,1.3,4170486000.0,-1572000.0,-290202000.0,1165080000.0,,1682269000.0,1494225000.0,4365797000.0,29757000.0,,-2285501000.0,7825475000.0,-5807000.0,1069840000.0,,,250855000.0,-326000.0,182514000.0,,5377876000.0,,-504806000.0,467122000.0,-421876000.0,,0.0,,0.0,212979000.0,687944000.0,3074153000.0,,-869281000.0,-1906424000.0,38547000.0,1379000.0,2264062000.0,250855000.0,0.0,14062471000.0,20368562000.0,288401000.0,667000.0,,,,9657000.0,612429000.0,1.3,13641000.0,6306091000.0,639955000.0,-1906424000.0,2025545000.0,873182000.0,53737000.0,,35779000.0,86023000.0,,589154000.0,,4365797000.0,-184621000.0,,,,1165080000.0,597445000.0,295211000.0,-504702000.0,,-117920000.0,4170486000.0,3432410000.0,1995596000.0,3.95,32870000.0,-290001000.0,612429000.0,5880009000.0,5286938000.0,,,,,,,,,,,,,,,,,,,,,,,
1461974400,,,,,,,,,7839038000.0,11316384000.0,,2989663000.0,,0.0,,29740000.0,,279118000.0,,,3652818000.0,440697000.0,,,3916407000.0,,,,,,,,4338589000.0,1131871000.0,,295124000.0,295124000.0,286978000.0,,,295124000.0,,,,187687000.0,-98645000.0,647626000.0,,3072063000.0,0.0,,,,,,187687000.0,187687000.0,24081000.0,,1526000.0,,-71308000.0,,,,,92324000.0,,21464000.0,1200904000.0,,,,7198000.0,,,5928001000.0,304985000.0,,,,,0.0,,,,,3476000.0,,,1.03,,,-230961000.0,,,1612614000.0,1447223000.0,,-55267000.0,,,,-5607000.0,1131871000.0,,,249096000.0,,157947000.0,,5388383000.0,,,,,,,,0.0,161538000.0,,,,-731497000.0,,,,2278081000.0,,,,,285886000.0,-440000.0,,,,10253000.0,573067000.0,1.03,,,,,2020784000.0,,,,-849000.0,7541000.0,,456662000.0,,,,,,,,403953000.0,,-275568000.0,,-98968000.0,,3477346000.0,2011594000.0,,122148000.0,,480743000.0,,5265432000.0,,,,,,,,,,,,,,,,,,,,,,,
1469923200,,,,,,,,,7909319000.0,11617370000.0,,2556464000.0,,0.0,,-2654000.0,,280767000.0,,,3710124000.0,474426000.0,,,3484603000.0,,,,,,,,4338589000.0,1172670000.0,,306518000.0,306518000.0,284116000.0,,,306518000.0,,,,185033000.0,-166741000.0,647372000.0,,3270685000.0,0.0,,,,,,185033000.0,185033000.0,24352000.0,,501548000.0,,-70853000.0,,,,,94618000.0,,20795000.0,1200816000.0,,,,3425000.0,,,6204009000.0,220537000.0,,,,,0.0,,,,,-195158000.0,,,1.08,,,-223547000.0,,,1681767000.0,1720772000.0,,269034000.0,,,,-5406000.0,1172670000.0,,,246983000.0,,187687000.0,,5413361000.0,,,,,,,,0.0,178227000.0,,,,-766319000.0,,,,2349119000.0,,,,,283130000.0,2521000.0,,,,9235000.0,603715000.0,1.08,,,,,2035101000.0,,,,-23129000.0,-382000.0,,484745000.0,,,,,,,,389381000.0,,-225294000.0,,-168844000.0,,3708051000.0,2719406000.0,,22660000.0,,509097000.0,,5391891000.0,,,,,,,,,,,,,,,,,,,,,,,
1477872000,,,,,,,,,7948564000.0,11917076000.0,,2673210000.0,,0.0,,15203000.0,,285140000.0,,,3732519000.0,504427000.0,,,3595485000.0,,,,,,,,4338589000.0,1194519000.0,,235315000.0,235315000.0,281283000.0,,,235315000.0,,,,200236000.0,-136180000.0,637135000.0,,3488247000.0,0.0,,,,,,200236000.0,200236000.0,23877000.0,,501480000.0,,-70088000.0,,,,,95444000.0,,20778000.0,1200734000.0,,,,-215000.0,,,6555224000.0,192993000.0,,,,,0.0,,,,,-213774000.0,,,0.84,,,-224908000.0,,,1587510000.0,1948111000.0,,225492000.0,,,,-5206000.0,1194519000.0,,,244457000.0,,185033000.0,,5361852000.0,,,,,,,,0.0,133799000.0,,,,-338486000.0,,,,2388463000.0,,,,,280441000.0,-146000.0,,,,8188000.0,488435000.0,0.84,,,,,1977969000.0,,,,2645000.0,-10366000.0,,369114000.0,,,,,,,,331080000.0,,-179697000.0,,-138087000.0,,3968512000.0,2959739000.0,,5721000.0,,392991000.0,,5320029000.0,,,,,,,,,,,,,,,,,,,,,,,
1485820800,,49259000.0,4338589000.0,11672298000.0,,1251133000.0,,2015867000.0,7994527000.0,11672298000.0,-281135000.0,2710576000.0,2710576000.0,0.0,,-12321000.0,,279782000.0,1965628000.0,281317000.0,4108499000.0,500866000.0,,,3643199000.0,2063449000.0,-3625000.0,,,,4.45,5406294000.0,4338589000.0,1220129000.0,-550936000.0,414176000.0,414176000.0,277059000.0,379931000.0,,414176000.0,-1024137000.0,,187915000.0,187915000.0,-149370000.0,652841000.0,,3258785000.0,0.0,,1605041000.0,,3643199000.0,56477000.0,187915000.0,187915000.0,25511000.0,1557596000.0,500950000.0,2622805000.0,-68886000.0,,,,1200659000.0,97545000.0,63393000.0,20823000.0,1200659000.0,20823000.0,2434456000.0,-4990000.0,702000.0,2443380000.0,279782000.0,6266004000.0,326230000.0,-990474000.0,187915000.0,0.0,187915000.0,0.0,,97821000.0,157947000.0,,233548000.0,3677771000.0,,1.49,4595002000.0,12359000.0,-311058000.0,1251133000.0,,1900747000.0,1557596000.0,4719189000.0,-382782000.0,,-1838138000.0,7994527000.0,-4990000.0,1220129000.0,,,240811000.0,0.0,200236000.0,,5406294000.0,,-560296000.0,500866000.0,29968000.0,,0.0,,0.0,240931000.0,714495000.0,3258785000.0,,-1836000.0,-2160546000.0,36967000.0,500950000.0,2434456000.0,240811000.0,0.0,15203960000.0,21986598000.0,276204000.0,-5560000.0,,,,9291000.0,680618000.0,1.5,11110000.0,6782638000.0,652841000.0,-2160546000.0,2015867000.0,1044745000.0,49259000.0,,-50391000.0,15566000.0,,655107000.0,,4719189000.0,-71724000.0,,,,1251133000.0,480627000.0,282261000.0,-343578000.0,,-154397000.0,4595002000.0,3677771000.0,2622805000.0,4.43,63393000.0,-171908000.0,680618000.0,6266004000.0,6009246000.0,,,,,,,,,,,,,,,,,,,,,,,
