date,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,annualDilutedAverageShares,annualGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEbitda,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingRepaymentOfDebt,annualGrossPPE,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualNetPPE,quarterlyTaxProvision,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualPurchaseOfBusiness,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,trailingSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,annualCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,annualChangesInAccountReceivables,trailingInvestingCashFlow,quarterlyCurrentDebt,trailingBeginningCashPosition,quarterlyAccountsPayable,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualStockBasedCompensation,annualGoodwill,quarterlyEbitda,quarterlyBasicAverageShares,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualEndCashPosition,trailingChangesInAccountReceivables,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualDilutedEPS,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualRepaymentOfDebt,annualCapitalStock,annualPurchaseOfInvestment,trailingDeferredIncomeTax,trailingChangeInWorkingCapital,trailingGrossProfit,annualTotalRevenue,annualCommonStockIssuance,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyBasicEPS,annualChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherCurrentAssets,trailingNetIncome,trailingTaxProvision,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCurrentDebt,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualPretaxIncome,trailingPretaxIncome,quarterlyTotalRevenue,trailingEndCashPosition,annualNetIncomeContinuousOperations,trailingOperatingIncome,annualCashDividendsPaid,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDeferredRevenue,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetIncome,annualBasicEPS,quarterlyChangeInAccountPayable,quarterlyNetIncomeContinuousOperations,annualSaleOfInvestment,annualBasicAverageShares,quarterlyDilutedAverageShares,annualOtherNonCashItems,trailingDepreciationAndAmortization,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualCurrentAssets,quarterlyOtherIncomeExpense,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyRepaymentOfDebt,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,quarterlyGoodwill,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyStockholdersEquity,trailingOperatingCashFlow,annualAccountsReceivable,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingNetIncomeCommonStockholders,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,annualInterestExpense,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualInventory,quarterlyInterestExpense,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:01.325289600,,,,,,,56645000.0,40999000.0,,14024000.0,,32094000.0,-343875000.0,,,101857000.0,,,0.0,,,,171345000.0,,-12171000.0,950000.0,,,,,,,1112000.0,395369000.0,,31008000.0,,,,-8778000.0,,,,-8051000.0,-36949000.0,,,,,,335000.0,-285557000.0,,297724000.0,,-59061000.0,502483000.0,-119268000.0,4002000.0,,803000.0,,,,2466000.0,,3383000.0,-1458000.0,-37000000.0,,0.262636,24011000.0,7321000.0,73622000.0,0.0,,,-6532000.0,31673000.0,518272000.0,60611000.0,,,23316000.0,,,,261000.0,,,0.0,,96801000.0,1258602000.0,17002000.0,,,,,740330000.0,,9991000.0,,4002000.0,-4680000.0,,,,,-16000000.0,,9991000.0,-678000.0,,399581000.0,15211000.0,15789000.0,-16690000.0,,,15211000.0,,19612000.0,,,26975000.0,43986000.0,,,,0.270142,,,,55071000.0,,1064000.0,107114000.0,,,,0.0,,,,,,,,,,,,,14877000.0,,,-5220000.0,,4033000.0,,216069000.0,,,5845000.0,,4002000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,41161000.0,,,,17467000.0,144250000.0,56645000.0,53962000.0,,14821000.0,,29578000.0,,23921000.0,,,13341000.0,,0.0,,,,,,,3383000.0,1350000.0,,,,,,,,-10580000.0,45230000.0,,,,-5697000.0,,,,0.0,10303000.0,7035000.0,,,,,-526000.0,,,,,,,,,,2364000.0,113442000.0,,,37663000.0,,41161000.0,,,48645000.0,0.132704,489000.0,-2218000.0,,-1965000.0,4000.0,0.0,,,,82299000.0,0.0,,23881000.0,,,,319000.0,,,,68367000.0,,,12495000.0,,10199000.0,,781000.0,,,8732000.0,0.0,,,,,,,16000000.0,,8732000.0,,,,7919000.0,,,41161000.0,,7919000.0,48645000.0,28337000.0,-27000.0,,39141000.0,,0.0,,,0.136497,,,0.0,55071000.0,,797000.0,,,137888000.0,,-858000.0,,62005000.0,,52026000.0,,,206255000.0,7303000.0,58168000.0,,,,7517000.0,,,813000.0,,6089000.0,,,19371000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,2378000.0,,,,,,,,,,,,,,,1122000.0,,41161000.0,0.022173,,,-6374000.0,,,,,-3387000.0,-1111000.0,,0.0,,,,,-1194000.0,,-152000.0,,11049000.0,,14520000.0,,,,,2378000.0,10022000.0,,,,,,,,,,,,,,4174000.0,55071000.0,,621000.0,,,,,,,,,,,,,,,,,,,,,0.022807,,1796000.0,,,,,,,,,-31000.0,,,,,,,,1256000.0,,,,,,,,25801000.0,,,,,,,,,,,11133000.0,,,,17177000.0,1256000.0,,2401000.0,1256000.0,,,56645000.0,,,,,,,,,0.0,,50959000.0,-3387000.0,,,,,,8624000.0,,,,,0.0,,,,,13003000.0,,,,14799000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,4412000.0,,,,,,,,,,,,,,,2589000.0,,50959000.0,0.020743,,,-707000.0,,,,,-1217000.0,-695000.0,,-651000.0,,,,,-65000.0,,1000.0,,584000.0,,4895000.0,,,,,4412000.0,2983000.0,,,,,,,,,,,,,,6289000.0,55071000.0,,617000.0,,,,,,,,,,,,,,,,,,,,,0.021336,,1877000.0,,,,,,,,,-33000.0,,,,,,,,1175000.0,,,,,,,,26857000.0,,,,,,,,,,,3678000.0,,,,18162000.0,1823000.0,,-891000.0,1823000.0,,,56645000.0,,,,,,,,,0.0,,53941000.0,-1217000.0,,,,,,8695000.0,,,,,0.0,,,,,11873000.0,,,,13750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,3165000.0,,,,,,,,,,,,,,,1111000.0,,53941000.0,0.028758,,,-954000.0,,,,,-1163000.0,-884000.0,,-1242000.0,,,,,-103000.0,,-1820000.0,,-2685000.0,,3185000.0,,,,,3165000.0,14404000.0,0.0,,,,,,,,,,,,,6986000.0,55071000.0,,1786000.0,,,,,,,,,,,,,,,,,,,,,0.02958,,3821000.0,,,,,,,,,-23000.0,,,,,,,,1629000.0,,,,,,,,35461000.0,,,,,,,,,,,2022000.0,,,,21699000.0,2054000.0,,-248000.0,2054000.0,,,56645000.0,,,,,,,,,0.0,,68617000.0,12103000.0,,,,,,13762000.0,,,,,13266000.0,,,,,14713000.0,,,,18534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,86542000.0,268441000.0,4934000.0,,268441000.0,640653000.0,56645000.0,87613000.0,86542000.0,28359000.0,86542000.0,40819000.0,,34089000.0,7000.0,,17096000.0,3320000.0,0.0,68617000.0,,17096000.0,,1316000.0,0.0,41161000.0,1192000.0,-16993000.0,-1254000.0,848000.0,2328000.0,0.0,,,-16993000.0,72724000.0,-5000.0,132000.0,3677000.0,-7021000.0,4837000.0,,18219000.0,1706000.0,6245000.0,90495000.0,34089000.0,4934000.0,17813000.0,,-6719000.0,,,,3353000.0,,,,,78245000.0,4933000.0,352788000.0,10910000.0,,45222000.0,1909000.0,86542000.0,,,78245000.0,0.12,0.0,-1842000.0,,0.0,7000.0,,,,,137143000.0,,,33798000.0,56880000.0,122159000.0,,2065000.0,5975000.0,92591000.0,,187022000.0,,,13785000.0,,94431000.0,-48000.0,3353000.0,,94431000.0,14889000.0,0.0,,,1614000.0,640653000.0,762812000.0,,0.0,,14889000.0,,49024000.0,,6747000.0,,-1893000.0,86542000.0,187022000.0,6747000.0,78245000.0,49530000.0,132000.0,16965000.0,59254000.0,,2328000.0,30575000.0,1614000.0,0.12,803000.0,1614000.0,,55071000.0,,-135000.0,,,575790000.0,1192000.0,-1367000.0,0.0,122159000.0,0.0,56880000.0,86542000.0,-1254000.0,762812000.0,8901000.0,92591000.0,8901000.0,,18449000.0,5674000.0,27725000.0,352788000.0,8142000.0,0.0,13469000.0,575790000.0,,27725000.0,19665000.0,,90495000.0,,25641000.0,78245000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,,264915000.0,8203000.0,,,,,,112760000.0,,112760000.0,,,,7000.0,,,3850000.0,,86542000.0,0.055533,17332000.0,,-10752000.0,,,,-18982000.0,-2225000.0,558000.0,1975000.0,-362000.0,,,,,-116000.0,181000.0,3208000.0,,12057000.0,,27836000.0,,,,36314000.0,8203000.0,26169000.0,,,,,,3297000.0,,,,,96923000.0,,,13718000.0,78385786.0,,2403000.0,,,,,,,,,,,,,,,,,,,61233000.0,158737000.0,0.055533,,5515000.0,115014000.0,,,,,,,,-21000.0,,,97580000.0,,,,,4353000.0,637010000.0,795747000.0,,,,,,58613000.0,,,,,,212594000.0,,,,,25611000.0,,,,38159000.0,4353000.0,,-56000.0,4353000.0,,,78385786.0,,,,,34950000.0,,0.0,,0.0,,112760000.0,-2225000.0,,,,13748000.0,,20454000.0,,38116000.0,352788000.0,,0.0,,583153000.0,,,24441000.0,,94805000.0,,29956000.0,96923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,261390000.0,8803000.0,,,,,,207096000.0,,207096000.0,,,,8000.0,,,6111000.0,,112760000.0,0.03,16529000.0,,2027000.0,,,,-21072000.0,-1265000.0,93017000.0,4039000.0,-2019000.0,,,,,0.0,316000.0,4930000.0,,-12935000.0,,2449000.0,,,,37601000.0,8803000.0,94201000.0,,,,,,2390000.0,,,,,84486000.0,,,14418000.0,78042000.0,,2284000.0,,,,,,,,,,,,,,,,,,,63605000.0,251152000.0,0.03,,5615000.0,102022000.0,,,,,,,,97000.0,,,102572000.0,,,,,2692000.0,634746000.0,885898000.0,,,,,,60006000.0,,,,,,204594000.0,,,,,1184000.0,,,,39206000.0,2692000.0,,-906000.0,2692000.0,,,82074000.0,,,,,0.0,,0.0,,0.0,,207096000.0,-1265000.0,,,,13769000.0,,20800000.0,,37863000.0,352788000.0,,0.0,,681304000.0,,,24788000.0,,98633000.0,,30403000.0,84486000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,257864000.0,11705000.0,,,,,,277756000.0,,212020000.0,,,,8000.0,,,5252000.0,,207096000.0,0.08,16449000.0,,-4893000.0,,,,-23294000.0,-2095000.0,56080000.0,3610000.0,4560000.0,,,,,0.0,18000.0,73000.0,,2428000.0,,16973000.0,,,,39743000.0,11705000.0,5222000.0,48009000.0,,,,,2005000.0,,,,,91719000.0,,,17453000.0,79426000.0,,2294000.0,,,,,,,,,,,,,,,,,,,70058000.0,327406000.0,0.08,,5748000.0,107729000.0,,,,,,65736000.0,,-60000.0,,,104498000.0,,,,,6453000.0,630711000.0,958117000.0,,,,,,61941000.0,,,,,,212227000.0,,,,,14878000.0,,,,40479000.0,6453000.0,,-386000.0,6453000.0,,,82771000.0,,,,,0.0,,0.0,,0.0,,212020000.0,-67831000.0,,,,13756000.0,,21462000.0,,42690000.0,352788000.0,,-65736000.0,,745890000.0,,,23026000.0,,98862000.0,,28774000.0,91719000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,313137000.0,254339000.0,16273000.0,,254339000.0,626673000.0,81698000.0,166179000.0,313137000.0,67671000.0,201796000.0,72904000.0,,34417000.0,8000.0,,16003000.0,5508000.0,0.0,212020000.0,0.13,16003000.0,,6224000.0,,86542000.0,0.0,-18414000.0,-1499000.0,11677000.0,3543000.0,8406000.0,,,-18414000.0,121195000.0,0.0,-262000.0,-3599000.0,-7084000.0,9823000.0,,25646000.0,4612000.0,-118740000.0,91983000.0,34417000.0,16273000.0,-10096000.0,-395000.0,-7394000.0,,,,3371000.0,,,,,91575000.0,9393000.0,352788000.0,22082000.0,81605000.0,115496000.0,2412000.0,201796000.0,,,91575000.0,0.3,10585000.0,161332000.0,,0.0,8000.0,-113156000.0,,,,253873000.0,142541000.0,111341000.0,65820000.0,80823000.0,352768000.0,0.13,-259000.0,5809000.0,111005000.0,,208919000.0,,,11373000.0,111341000.0,97914000.0,-33000.0,3371000.0,,97914000.0,44984000.0,0.0,,,10765000.0,626673000.0,979441000.0,,0.0,-47420000.0,44984000.0,,73313000.0,,24263000.0,,,201796000.0,208919000.0,24263000.0,91575000.0,87694000.0,-262000.0,24147000.0,98508000.0,,3543000.0,48335000.0,10765000.0,0.33,1089000.0,10765000.0,1500000.0,73571000.0,84311000.0,-17000.0,,,770522000.0,0.0,-116000.0,0.0,352768000.0,0.0,80823000.0,201796000.0,-47419000.0,979441000.0,14399000.0,111005000.0,14399000.0,,24978000.0,24263000.0,36127000.0,352788000.0,20721000.0,0.0,22687000.0,770522000.0,,36127000.0,26253000.0,,91983000.0,,32062000.0,91575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
