date,annualDilutedAverageShares,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOperatingIncome,quarterlyRetainedEarnings,trailingOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,quarterlyCurrentAssets,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualChangeInWorkingCapital,annualAccountsPayable,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,trailingTaxProvision,quarterlyDilutedEPS,trailingEndCashPosition,quarterlyTotalAssets,trailingCashDividendsPaid,trailingNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualNetIncome,trailingPretaxIncome,annualCostOfRevenue,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingOperatingExpense,annualCapitalExpenditure,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,annualPretaxIncome,trailingBeginningCashPosition,quarterlyAccountsPayable,trailingNetIncomeContinuousOperations,annualDilutedEPS,quarterlyCurrentDebt,annualAccumulatedDepreciation,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualGoodwill,trailingInterestExpense,annualEndCashPosition,annualStockBasedCompensation,annualInterestExpense,annualCapitalStock,annualTotalRevenue,trailingGrossProfit,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualNetPPE,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,trailingRepaymentOfDebt,annualInventory,annualEbitda,annualGrossPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,annualChangeInInventory,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,trailingSellingGeneralAndAdministration,annualBasicEPS,annualSaleOfInvestment,annualStockholdersEquity,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyGoodwill,annualCurrentLiabilities,quarterlyAccountsReceivable,annualRetainedEarnings,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyInventory,annualTotalAssets,annualTaxProvision,quarterlyLongTermDebt,trailingOperatingCashFlow,quarterlyStockholdersEquity,annualAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyInvestingCashFlow,trailingNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyTotalRevenue,annualLongTermDebt,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualResearchAndDevelopment,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,quarterlyGrossProfit,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingResearchAndDevelopment,quarterlyNetOtherInvestingChanges,trailingOtherNonCashItems,quarterlyDilutedAverageShares,trailingRepurchaseOfCapitalStock
1970-01-01 00:00:01.262217600,740000000.0,,739764000.0,100512000.0,,745273000.0,142646000.0,,,148122000.0,0.0,,3087472000.0,4906119000.0,0.0,1740000.0,52957000.0,86912000.0,,,0.0,115594000.0,,2669534000.0,,-88016000.0,589454000.0,,,84551000.0,701922000.0,300082000.0,242380000.0,740000000.0,,92348000.0,84551000.0,1073374000.0,-2842000.0,,,-2571000.0,,-114000.0,100083000.0,1965876000.0,,586328000.0,0.114,,-8803000.0,-46667000.0,,19737000.0,-628000.0,132556000.0,0.0,,1361000.0,242380000.0,,429000.0,0.0,492942000.0,1818647000.0,,-15209000.0,9393000.0,9393000.0,192860000.0,,242380000.0,,,,-4046000.0,110558000.0,102435000.0,18196000.0,150964000.0,,703658000.0,,-8368000.0,,,,,109824000.0,0.0,1126939000.0,0.114,,423061000.0,556314000.0,,,102827000.0,,158000.0,0.0,,142646000.0,,,1923000.0,84551000.0,,565707000.0,15532000.0,,786431000.0,,198647000.0,589454000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,748548000.0,218249000.0,,172508000.0,,,218249000.0,,1493935000.0,113660000.0,748800000.0,0.0,,,0.0,2846000.0,-34415000.0,143033000.0,,11425000.0,0.0,,,,1505360000.0,,,,,145423000.0,,431740000.0,1066526000.0,748548000.0,218249000.0,119362000.0,145423000.0,,-4560000.0,22783000.0,,-3399000.0,,,172508000.0,,143033000.0,,0.194,,-11358000.0,,0.0,,-1106000.0,814816000.0,0.0,,,1066526000.0,,0.0,100000000.0,723610000.0,,,0.0,11425000.0,11425000.0,291870000.0,,1066526000.0,,,100000000.0,,148520000.0,175121000.0,22783000.0,118220000.0,1066526000.0,,1066526000.0,-37962000.0,11425000.0,-11358000.0,0.0,,242380000.0,0.0,,0.194,,1287111000.0,1493935000.0,,2846000.0,146752000.0,0.0,-928000.0,0.0,,218249000.0,269042000.0,,2613000.0,145423000.0,148520000.0,1505360000.0,27085000.0,,,1287111000.0,269042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,269981000.0,,,,,,,1729159000.0,,,0.0,,,,,,,,11024000.0,,,0.0,,1740183000.0,,,,,,,,,,269981000.0,,,,,11024000.0,,,,,,,199089000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,103773000.0,,,,,,1051830000.0,,1051830000.0,,11024000.0,,0.0,,,,,,,,,,12072000.0,,0.0,,,,,431459000.0,,,,226942000.0,,,,,1470202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,1036488000.0,404884000.0,,207463000.0,,,404884000.0,,1994994000.0,-21854000.0,108657000.0,0.0,,,0.0,16017000.0,-193546000.0,249570000.0,,11044000.0,0.0,,,,2006038000.0,,,,,181795000.0,,711478000.0,1152291000.0,1036488000.0,404884000.0,184239000.0,181795000.0,,-2366000.0,25611000.0,,2432000.0,,,207463000.0,,249570000.0,,0.175,,-14802000.0,,0.0,,-13171000.0,74618000.0,0.0,,,1152291000.0,,,103773000.0,1103180000.0,,,,10809000.0,11044000.0,391702000.0,,1152291000.0,,,103773000.0,,305666000.0,210596000.0,25611000.0,-19488000.0,1152291000.0,,1152291000.0,-146753000.0,10809000.0,-14802000.0,235000.0,,1066526000.0,0.0,,0.175,,1601154000.0,1994994000.0,,16017000.0,225951000.0,0.0,-6317000.0,235000.0,,404884000.0,503715000.0,,3133000.0,181795000.0,305666000.0,2006038000.0,25668000.0,,,1601154000.0,503715000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,239373000.0,,,701202000.0,,,,1915266000.0,,,0.0,,,,,,,,10004000.0,,,0.0,,1925270000.0,,,,,,,,,,239373000.0,,,,,10004000.0,-349354000.0,,,,,,170036000.0,,,,,,45392000.0,,,,,,,,,,,,,,,,,,,,0.0,,103773000.0,,,,,,957286000.0,,957286000.0,,10004000.0,,0.0,,,,,,,,,,596680000.0,,0.0,,,,,452270000.0,,,,361300000.0,,,,,1685897000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,1039470000.0,382926000.0,,210886000.0,800785000.0,,382926000.0,10057000.0,2183266000.0,199226000.0,0.0,0.0,,,0.0,16173000.0,-2091000.0,224879000.0,10057000.0,10494000.0,-8386000.0,,,,2193760000.0,,,,,182959000.0,,849143000.0,1358426000.0,1037728000.0,382926000.0,253301000.0,182959000.0,,-2762000.0,25709000.0,,886000.0,,,223256000.0,,224879000.0,,0.176,,-15215000.0,,131301000.0,,,202874000.0,131301000.0,,,1358426000.0,20373000.0,,0.0,1313330000.0,,-8386000.0,,10494000.0,10494000.0,464187000.0,,1368483000.0,,,0.0,,243801000.0,214261000.0,25709000.0,201988000.0,1368483000.0,,1358426000.0,63413000.0,10494000.0,-15215000.0,0.0,,1152291000.0,0.0,,0.176,,1810834000.0,2183266000.0,,16173000.0,271010000.0,0.0,-10699000.0,0.0,,382926000.0,413810000.0,800785000.0,3375000.0,182959000.0,243801000.0,2193760000.0,40297000.0,,,1810834000.0,413810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,388517000.0,,,891564000.0,,,,2307080000.0,,,0.0,,,,,,,8887000.0,9189000.0,,,0.0,,2316269000.0,,,,,,,,,,388517000.0,,,,,9189000.0,,,,,,,255021000.0,,,,,,100589000.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,1253188000.0,,1244301000.0,,9189000.0,,0.0,,,,,,,,,,16462000.0,,0.0,,,,,619133000.0,,,,261925000.0,,,,,1927752000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,1073512000.0,745686000.0,,251082000.0,1027325000.0,,745686000.0,0.0,2824424000.0,290111000.0,8350000.0,0.0,,,0.0,16613000.0,54090000.0,445541000.0,0.0,8384000.0,-1608000.0,,,,2832808000.0,,,,,226540000.0,,931359000.0,1698407000.0,1039126000.0,745686000.0,290047000.0,226540000.0,,-1406000.0,26793000.0,,23462000.0,,,266190000.0,,445541000.0,,0.211,,-18409000.0,,211638000.0,,0.0,323329000.0,211638000.0,,,1698407000.0,13700000.0,,0.0,1472488000.0,,-1608000.0,,8384000.0,8384000.0,541129000.0,,1698407000.0,,,0.0,,465114000.0,254812000.0,26793000.0,291517000.0,1698407000.0,,1698407000.0,-222874000.0,8384000.0,-18409000.0,0.0,,1358426000.0,0.0,,0.218,11968000.0,2087122000.0,2824424000.0,,16613000.0,325317000.0,0.0,-14805000.0,0.0,,745686000.0,547963000.0,1027325000.0,3730000.0,226540000.0,465114000.0,2832808000.0,39650000.0,,,2087122000.0,547963000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,752002000.0,,,1225543000.0,,,,3061862000.0,,,0.0,,,,,,,99999000.0,6907000.0,,,0.0,,3068769000.0,,,,,,,,,,752002000.0,,,,,6907000.0,,,,,,,431341000.0,,,,,,291437000.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,1539991000.0,,1439992000.0,,6907000.0,,0.0,,,,,,,,,,99999000.0,,0.0,,,,,752034000.0,,,,601061000.0,,,,,2316767000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,1110889000.0,786133000.0,,439996000.0,1419131000.0,,786133000.0,,3322664000.0,146848000.0,74109000.0,0.0,,,0.0,16112000.0,-319568000.0,423754000.0,,11649000.0,0.0,,,,3334313000.0,,,,,391806000.0,,1508406000.0,1918729000.0,1079975000.0,786133000.0,424870000.0,391806000.0,,-7493000.0,32203000.0,,16184000.0,,,463194000.0,,423754000.0,,0.353,,-20554000.0,,284864000.0,,,244634000.0,284864000.0,,,1918729000.0,28607000.0,,0.0,2373272000.0,,0.0,,11649000.0,11649000.0,864866000.0,,1918729000.0,,,0.0,,475461000.0,443997000.0,32203000.0,154341000.0,1918729000.0,,1918729000.0,-39779000.0,11649000.0,-20554000.0,0.0,,1698407000.0,0.0,,0.363,0.0,2548180000.0,3322664000.0,,16112000.0,472117000.0,0.0,-23198000.0,0.0,,786133000.0,662043000.0,1419131000.0,4001000.0,391806000.0,475461000.0,3334313000.0,71388000.0,,,2548180000.0,662043000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
