,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualLongTermDebt,annualPretaxIncome,quarterlyLongTermDebt,trailingCashDividendsPaid,annualNetIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyInventory,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualNetPPE,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualBasicAverageShares,annualOperatingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualCashAndCashEquivalents,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyBasicEPS,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualTaxProvision,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualDilutedEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualFreeCashFlow,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingTaxProvision,annualGrossProfit,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualBasicEPS,annualOperatingExpense,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
788832000,193700000.0,173800000.0,,800000.0,,377000000.0,117700000.0,377000000.0,,73000000.0,1759800000.0,-22900000.0,1061700000.0,,,,,505100000.0,,,616700000.0,,,,627300000.0,378600000.0,414000000.0,507636364.0,-3200000.0,1759800000.0,-149200000.0,127000000.0,-89300000.0,,22000000.0,22000000.0,,,56600000.0,10400000.0,10400000.0,168900000.0,21200000.0,,10400000.0,57800000.0,,,10400000.0,19800000.0,93800000.0,-35800000.0,93800000.0,-4300000.0,33000000.0,779900000.0,,-6500000.0,,475234043.0,240700000.0,209200000.0,116700000.0,499700000.0,627300000.0,10400000.0,,,,295900000.0,193700000.0,,58000000.0,1127000000.0,-9900000.0,,5100000.0,,10400000.0,5200000.0,188000000.0,,10400000.0,698100000.0,8200000.0,,,,42300000.0,69200000.0,,,114500000.0,188000000.0,,1486000000.0,69800000.0,,7700000.0,,-706100000.0,,9600000.0,11900000.0,,209200000.0,,,108200000.0,,-700000.0,,44700000.0,,,173800000.0,,,,-94500000.0,2200000.0,616700000.0,,24800000.0,11900000.0,,2184300000.0,2594700000.0,69200000.0,0.1375,116700000.0,,13400000.0,35400000.0,779900000.0,146200000.0,1061700000.0,-1700000.0,414000000.0,83400000.0,,410400000.0,,50400000.0,49200000.0,-56500000.0,,,,,73000000.0,5200000.0,,53800000.0,,,378600000.0,0.146875,241500000.0,698100000.0,-13000000.0,,,1486000000.0,499700000.0,,,56600000.0,,93100000.0,1127000000.0,613300000.0,-706100000.0,-35100000.0,,,,,,,,,,,,,,,,,,,,,,,
796608000,193400000.0,174200000.0,,-2300000.0,,,,371900000.0,,,1886400000.0,,1083200000.0,,,,,503500000.0,0.009219,,,,,,619500000.0,,497700000.0,,4000000.0,,,,,,19600000.0,19600000.0,,,54200000.0,8100000.0,8100000.0,,18800000.0,,,63300000.0,,1917568000.0,8100000.0,,93200000.0,-18100000.0,,,32000000.0,,,-4500000.0,,,,,196100000.0,,,9600000.0,,,,,,,-82200000.0,1230400000.0,,,-300000.0,,,,200300000.0,,,,,,,,,61200000.0,,,,,,,,,,-10300000.0,,,10400000.0,11000000.0,,240600000.0,,0.009844,102100000.0,,2000000.0,,,,,,,,,,,628000000.0,,31300000.0,,,,,,,,,12200000.0,31800000.0,789700000.0,,,,,70800000.0,,,,38800000.0,,63400000.0,,2071744000.0,,,,10300000.0,,-86200000.0,,,390400000.0,,,803200000.0,,,,1508200000.0,610900000.0,,,,,-47600000.0,,605600000.0,-718500000.0,-34600000.0,,,,,,,,,,,,,,,,,,,,,,,
804470400,192100000.0,171600000.0,,2100000.0,,,,488900000.0,,,1978200000.0,,1105900000.0,,,,,647400000.0,0.010313,,,,,,732200000.0,,493300000.0,,700000.0,,,,,,21900000.0,21900000.0,,,51200000.0,10200000.0,10200000.0,,21100000.0,,,60700000.0,,1918080000.0,10200000.0,,93900000.0,-62600000.0,,,32000000.0,,,-7000000.0,,,,,166500000.0,,,10700000.0,,,,,,,-68500000.0,1307800000.0,,,-200000.0,,,,204200000.0,,,,,,,,,57500000.0,,,,,,,,,,-3900000.0,,,8100000.0,13300000.0,,237500000.0,,0.010938,107800000.0,,-16100000.0,,,,,,,,,,,647200000.0,,28700000.0,,,,,,,,,14000000.0,35900000.0,807800000.0,,,,,79100000.0,,,,47100000.0,,86700000.0,,2070080000.0,,,,6200000.0,,-69500000.0,,,405100000.0,,,872300000.0,,,,1553100000.0,575600000.0,,,,,-22000000.0,,755200000.0,-745300000.0,-46500000.0,,,,,,,,,,,,,,,,,,,,,,,
812419200,184000000.0,140600000.0,,31300000.0,,,,305500000.0,,,1585000000.0,,956600000.0,,,,,662600000.0,-0.030156,,,,,,519700000.0,,277100000.0,,-111000000.0,,,,,,-57300000.0,-57300000.0,,,30200000.0,41500000.0,41500000.0,,-58000000.0,,,56800000.0,,1926336000.0,41500000.0,,63300000.0,139600000.0,,,28300000.0,,,-4500000.0,,,,,118800000.0,,,10200000.0,,,,,,,81300000.0,985800000.0,,,-2700000.0,,,,311500000.0,,,,,,,,,64300000.0,,,,,,,,,,-4800000.0,,,10200000.0,12400000.0,,206700000.0,,-0.030156,98100000.0,,-132500000.0,,,,,,,,,,,593500000.0,,28500000.0,,,,,,,,,-24200000.0,-81500000.0,581800000.0,,,,,69600000.0,,,,41300000.0,,-235000000.0,,1926336000.0,,,,9200000.0,,90000000.0,,,347900000.0,,,628400000.0,,,,1095800000.0,466100000.0,,,,,126700000.0,,760700000.0,-514000000.0,-45400000.0,,,,,,,,,,,,,,,,,,,,,,,
820368000,177900000.0,147200000.0,,-36400000.0,,320400000.0,-18700000.0,320400000.0,,-18600000.0,1612500000.0,-23000000.0,1019800000.0,,,,,406900000.0,,,582700000.0,,,,526300000.0,336400000.0,318500000.0,482222222.0,-10200000.0,1612500000.0,-41500000.0,113600000.0,-11700000.0,,500000.0,500000.0,,,28000000.0,5100000.0,5100000.0,140200000.0,-300000.0,,5100000.0,44900000.0,,,5100000.0,32500000.0,66100000.0,-70600000.0,66100000.0,-116500000.0,21300000.0,628600000.0,,-7000000.0,,482222222.0,47900000.0,195300000.0,155000000.0,497500000.0,526300000.0,7300000.0,,,,253800000.0,177900000.0,,-88900000.0,1023800000.0,-27500000.0,,-2600000.0,,5100000.0,-137500000.0,325100000.0,,5100000.0,592700000.0,10400000.0,,,,37800000.0,69100000.0,,,112100000.0,325100000.0,,1146800000.0,-21700000.0,,-14300000.0,-8500000.0,-518200000.0,,41500000.0,15200000.0,,195300000.0,,,63300000.0,,9100000.0,,-100000.0,,,147200000.0,,,,-206200000.0,-5300000.0,582700000.0,,23600000.0,15200000.0,,2225800000.0,2591700000.0,69100000.0,-0.045,155000000.0,,0.0,500000.0,628600000.0,-158300000.0,1019800000.0,-5800000.0,318500000.0,39700000.0,,365900000.0,,18400000.0,-122300000.0,43400000.0,,,,,-18600000.0,6800000.0,,-56600000.0,,,336400000.0,-0.045,225700000.0,592700000.0,-85600000.0,,,1146800000.0,497500000.0,,,28000000.0,,-9200000.0,1023800000.0,470200000.0,-518200000.0,-79700000.0,,,,,,,,,,,,,,,,,,,,,,,
828230400,197500000.0,139200000.0,,13700000.0,,,,456800000.0,,,1798900000.0,,1077600000.0,,,,,404300000.0,0.002344,,,,,,654300000.0,,370800000.0,,2200000.0,,,,,,5500000.0,5500000.0,,,,18800000.0,18800000.0,,4700000.0,,,44300000.0,,1924288000.0,18800000.0,,144500000.0,-69000000.0,,,20200000.0,,,-4500000.0,,,,,198200000.0,,,8400000.0,,,,,,,-151400000.0,1207300000.0,,,1900000.0,,,,257400000.0,,,,,,,,,89100000.0,,,,,,,,,,-5500000.0,,,5100000.0,14700000.0,,215600000.0,,0.0025,57700000.0,,-11300000.0,,,,,,,,,,,582400000.0,,24100000.0,,,,,,,,,1700000.0,7200000.0,675700000.0,,,,,33600000.0,,,,13400000.0,,176400000.0,,2064256000.0,,,,5300000.0,,-107400000.0,,,336900000.0,,,721300000.0,,,,1210400000.0,553000000.0,,,,,-93700000.0,,462000000.0,-534700000.0,-57700000.0,,,,,,,,,,,,,,,,,,,,,,,
836092800,184300000.0,134800000.0,,1400000.0,,,,431700000.0,,,1865900000.0,,1095600000.0,,,,,526500000.0,0.005469,,,,,,616000000.0,,338000000.0,,1000000.0,,,,,,11800000.0,11800000.0,,,,20200000.0,20200000.0,,11100000.0,,,45200000.0,,1924288000.0,0.0,,145000000.0,-68100000.0,,,21400000.0,,,-7000000.0,,,,,266900000.0,,,11400000.0,,,,,,,-18700000.0,1259700000.0,,,-5400000.0,,,,253600000.0,,,,,,,,,85300000.0,,,,,,,,,,-1100000.0,,,18800000.0,15100000.0,,242000000.0,,0.005781,73600000.0,,-21800000.0,,,,,,,,,,,596700000.0,,23800000.0,,,,,,,,,6400000.0,18200000.0,697000000.0,,,,,49800000.0,,,,28400000.0,,41900000.0,,2064256000.0,,,,8500000.0,,,,,343300000.0,,,770300000.0,,,,1229700000.0,643700000.0,,,,,27600000.0,,600100000.0,-532700000.0,-46300000.0,,,,,,,,,,,,,,,,,,,,,,,
844041600,182100000.0,125800000.0,,-9400000.0,,,,427800000.0,,,1903900000.0,,1138400000.0,,,,,544600000.0,0.009375,,,,,,609900000.0,,287900000.0,,1200000.0,,,,,,20100000.0,20100000.0,,,,10800000.0,10800000.0,,19400000.0,,,44200000.0,,1924288000.0,0.0,,153500000.0,-75400000.0,,,22100000.0,,,-4600000.0,,,,,292800000.0,,,10500000.0,,,,,,,14300000.0,1279400000.0,,,-26800000.0,,,,269100000.0,,,,,,,,,80400000.0,,,,,,,,,,-200000.0,,,0.0,15100000.0,,250900000.0,,0.01,77600000.0,,-20300000.0,,,,,,,,,,,617200000.0,,22100000.0,,-69800000.0,,,,,,,3700000.0,23800000.0,715800000.0,,,,,55500000.0,,,,33400000.0,,-3400000.0,,2064256000.0,,,,6200000.0,,,,,357800000.0,,,765500000.0,,,,1267500000.0,669500000.0,,,,,69400000.0,,622200000.0,-551700000.0,-55100000.0,,,,,,,,,,,,,,,,,,,,,,,
851990400,136000000.0,121500000.0,,158400000.0,,407700000.0,20300000.0,407700000.0,,24200000.0,1700800000.0,-22800000.0,934200000.0,,,,,438400000.0,,,604400000.0,-11100000.0,,,578400000.0,344500000.0,302000000.0,501176471.0,-34900000.0,1700800000.0,98200000.0,93500000.0,-18400000.0,,-13200000.0,-24300000.0,,,34700000.0,169200000.0,169200000.0,83900000.0,-13900000.0,,169200000.0,53000000.0,,,169200000.0,21400000.0,,194100000.0,,-30500000.0,29800000.0,699000000.0,,-6700000.0,,486857143.0,84300000.0,214300000.0,175200000.0,511000000.0,578400000.0,3000000.0,,,,177400000.0,136000000.0,,44000000.0,1089400000.0,-10200000.0,,26200000.0,,169200000.0,177700000.0,235200000.0,,169200000.0,766600000.0,5100000.0,,,,33300000.0,49500000.0,,,93200000.0,235200000.0,,1269500000.0,21300000.0,,12400000.0,-3400000.0,-570500000.0,,0.0,17700000.0,,214300000.0,,,61700000.0,,231100000.0,,7200000.0,,,121500000.0,,,,-196100000.0,164100000.0,604400000.0,,23200000.0,17700000.0,80700000.0,1913800000.0,2184400000.0,49500000.0,0.0425,175200000.0,,-4600000.0,-28900000.0,699000000.0,-111800000.0,934200000.0,-4100000.0,302000000.0,38500000.0,,270600000.0,,8700000.0,-57300000.0,-116700000.0,,,,,13100000.0,1400000.0,,,-2000000.0,,344500000.0,0.04375,186700000.0,766600000.0,3200000.0,,,1269500000.0,511000000.0,,,34700000.0,,81000000.0,1089400000.0,500100000.0,-570500000.0,-37000000.0,,,,,,,,,,,,,,,,,,,,,,,
859766400,137600000.0,128800000.0,,-134300000.0,,,,454000000.0,,,2152100000.0,,1279700000.0,,,,,407600000.0,0.003125,,,,,,630400000.0,,423900000.0,,-900000.0,,,,,,7000000.0,7000000.0,,,38800000.0,34900000.0,34900000.0,,6300000.0,,,53200000.0,,491008000.0,0.0,,243600000.0,-178700000.0,,,24000000.0,,,-4800000.0,,,,,448400000.0,,,9900000.0,,,,,,,-85200000.0,1475900000.0,,,500000.0,,,,95800000.0,,,,,,,,,65100000.0,,,,,,,,,,-10200000.0,,,169200000.0,16900000.0,,268300000.0,,0.003281,72200000.0,,-151500000.0,,,,,,,,,,,600500000.0,,29200000.0,,-88000000.0,,,,,,,2800000.0,9800000.0,940300000.0,,,,,43000000.0,,,,19000000.0,,102400000.0,,491008000.0,,,,4500000.0,,,,,347200000.0,,,872400000.0,,,,1586100000.0,845500000.0,,,,,-58000000.0,,479800000.0,-645800000.0,-27200000.0,,,,,,,,,,,,,,,,,,,,,,,
867628800,139800000.0,160600000.0,,-7000000.0,,,,445000000.0,,,2150700000.0,,1281000000.0,,,,,542400000.0,0.009844,,,,,,627500000.0,,407300000.0,,8000000.0,,,,,,20800000.0,20800000.0,,,42700000.0,27900000.0,27900000.0,,20100000.0,,,63500000.0,,483488000.0,0.0,,167600000.0,-7600000.0,,,30400000.0,,,-7000000.0,,,,,415800000.0,,,15400000.0,,,,,,,9100000.0,1480400000.0,,,2100000.0,,,,191000000.0,,,,,,,,,58100000.0,,,,,,,,,,-7500000.0,,,0.0,20300000.0,,276500000.0,,0.010469,101300000.0,,24600000.0,,,,,,,,,,,616900000.0,,33100000.0,,-7600000.0,,,,,,,11900000.0,32700000.0,922400000.0,,,,,68200000.0,,,,37800000.0,,-40700000.0,,483488000.0,,,,4000000.0,,,,,362800000.0,,,869700000.0,,,,1591300000.0,852900000.0,,,,,41300000.0,,643700000.0,-668900000.0,-32200000.0,,,,,,,,,,,,,,,,,,,,,,,
875577600,141500000.0,171100000.0,,200000.0,,,,399200000.0,,,2171400000.0,,1306100000.0,,,,,573600000.0,0.010625,,,,,,588200000.0,,378000000.0,,-1700000.0,,,,,,22700000.0,22700000.0,,,47500000.0,28100000.0,28100000.0,,22000000.0,,,63700000.0,,483104000.0,28100000.0,,168700000.0,-59800000.0,,,31600000.0,,,-4300000.0,,,,,436800000.0,,,14300000.0,,,,,,,66700000.0,1485700000.0,,,-2000000.0,,,,185900000.0,,,,,,,,,57700000.0,,,,,,,,,,-8100000.0,,,0.0,20100000.0,,289600000.0,,0.011406,116600000.0,,-35700000.0,,,,,,,,,,,630900000.0,,32100000.0,,33200000.0,,,,,,,14100000.0,36800000.0,951500000.0,,,,,84500000.0,,,,52900000.0,,-30800000.0,,483104000.0,,,,7100000.0,,,,,378800000.0,,,865300000.0,,,,1644900000.0,897500000.0,,,,,90800000.0,,690200000.0,-693400000.0,-24100000.0,,,,,,,,,,,,,,,,,,,,,,,
883526400,139800000.0,172200000.0,,-2600000.0,,366100000.0,90300000.0,366100000.0,,58300000.0,2090100000.0,-22900000.0,1292000000.0,,,,,480100000.0,,,634200000.0,,,,566400000.0,379500000.0,413300000.0,510344828.0,1700000.0,2090100000.0,-36300000.0,117500000.0,-250900000.0,,7800000.0,7800000.0,,,60500000.0,25500000.0,25500000.0,130400000.0,7100000.0,,25500000.0,72800000.0,,,25500000.0,21700000.0,,-4800000.0,,8300000.0,31500000.0,919500000.0,,-6800000.0,,482608696.0,143500000.0,258600000.0,407000000.0,837800000.0,566400000.0,13900000.0,,,,247900000.0,139800000.0,,55200000.0,1404200000.0,-32100000.0,,-1100000.0,,25500000.0,-184300000.0,372500000.0,,25500000.0,798100000.0,169200000.0,,,,53500000.0,57900000.0,,,136900000.0,372500000.0,,1556100000.0,55500000.0,,17100000.0,-6300000.0,-636600000.0,,28100000.0,22900000.0,,258600000.0,,,94700000.0,,-21700000.0,,32000000.0,,,172200000.0,,,,-97700000.0,-143700000.0,634200000.0,,41300000.0,22900000.0,,2003700000.0,2388500000.0,57900000.0,0.10875,407000000.0,,3200000.0,11000000.0,919500000.0,45800000.0,1292000000.0,-500000.0,413300000.0,53400000.0,,384800000.0,,21900000.0,-42600000.0,-67200000.0,,,,,58300000.0,6100000.0,,,,,379500000.0,0.115,254400000.0,798100000.0,-33400000.0,,,1556100000.0,837800000.0,,,60500000.0,,69400000.0,1404200000.0,574800000.0,-636600000.0,-14200000.0,,,,,,,,,,,,,,,,,,,,,,,
891302400,144300000.0,150600000.0,,15800000.0,,,,359500000.0,,,2107000000.0,,1278100000.0,,,,,461500000.0,0.002188,,,,,,565200000.0,,414700000.0,,-6600000.0,,,,,,5300000.0,5300000.0,,,61400000.0,41300000.0,41300000.0,,4600000.0,,,63100000.0,,484752000.0,0.0,,212100000.0,-17300000.0,,,29700000.0,,,-4500000.0,,,,,462700000.0,,,12700000.0,,-2600000.0,,,,,-29200000.0,1426800000.0,,,-1500000.0,,,,184700000.0,,,,,,,,,57200000.0,,,,,,,,,,-2500000.0,,,25500000.0,22900000.0,,248300000.0,,0.002344,88200000.0,,2200000.0,,,,,,,,,,,636200000.0,,33400000.0,,-57400000.0,,,,,,,3100000.0,8400000.0,881300000.0,,,,,54800000.0,,,,25100000.0,,45400000.0,,484752000.0,,,,5100000.0,,,,,402400000.0,,,828900000.0,,,,1543700000.0,861600000.0,,,,,-12300000.0,,549700000.0,-662400000.0,-16900000.0,,,,,,,,,,,,,,,,,,,,,,,
899164800,143400000.0,155500000.0,,27100000.0,,,,354600000.0,,,2113500000.0,,1258700000.0,,,,,532600000.0,0.008906,,,,,,560200000.0,,390600000.0,,-3200000.0,,,,,,19000000.0,19000000.0,,,62200000.0,68400000.0,68400000.0,,18300000.0,,,66600000.0,,487936000.0,0.0,,212800000.0,-21600000.0,,,36200000.0,,,-7500000.0,,,,,430400000.0,,,13400000.0,,-200000.0,,,,,63800000.0,1416800000.0,,,-300000.0,,,,180100000.0,,,,,,,,,56600000.0,,,,,,,,,,-6200000.0,,,0.0,25800000.0,,270700000.0,,0.009375,113000000.0,,-3100000.0,,,,,,,,,,,655400000.0,,30400000.0,,31700000.0,,,,,,,12200000.0,31200000.0,865800000.0,,,,,82600000.0,,,,46400000.0,,-35900000.0,,487936000.0,,,,10300000.0,,,,,416100000.0,,,854800000.0,,,,1546000000.0,856600000.0,,,,,84600000.0,,645600000.0,-680200000.0,-20800000.0,,,,,,,,,,,,,,,,,,,,,,,
907113600,249800000.0,200000000.0,,-34400000.0,,,,1259900000.0,,,3043200000.0,,2032400000.0,,,,,717900000.0,0.005938,,,,,,1530400000.0,,440600000.0,,-4000000.0,,,,,,12800000.0,24900000.0,,,20700000.0,34000000.0,34000000.0,,12100000.0,,,79000000.0,,492832000.0,0.0,,519200000.0,-811000000.0,,,39400000.0,,,-3900000.0,,,,,204800000.0,,,22400000.0,,,,,,,-680600000.0,2342800000.0,,,-33100000.0,,,,218500000.0,,,,,,,,,56200000.0,,,,,,,,-1100000.0,,-3900000.0,,,0.0,25800000.0,,407600000.0,,0.00625,141300000.0,,-4400000.0,,,,,,,,,,,664700000.0,,39600000.0,,74100000.0,,,,,,,12100000.0,37000000.0,1294700000.0,,,,,101700000.0,,,,62300000.0,,648900000.0,,492832000.0,,,,9800000.0,,,,,423600000.0,,,1010800000.0,,,,2004200000.0,812400000.0,,,,,127700000.0,,859200000.0,-709500000.0,-808300000.0,,,,,,,,,,,,,,,,,,,,,,,
915062400,290700000.0,210500000.0,,0.0,,1229800000.0,40800000.0,1229800000.0,,16600000.0,2854800000.0,-22700000.0,1969200000.0,,,,,713500000.0,,,622300000.0,,,,1520500000.0,397900000.0,483800000.0,501818182.0,19400000.0,2854800000.0,536500000.0,154600000.0,-915100000.0,,-20500000.0,-17200000.0,,,,34000000.0,34000000.0,105900000.0,-21200000.0,,0.0,156300000.0,,,0.0,31500000.0,794800000.0,-65200000.0,794800000.0,5600000.0,49300000.0,1174400000.0,,-6800000.0,,490666667.0,387100000.0,350300000.0,126800000.0,687600000.0,1520500000.0,30100000.0,,,,260500000.0,290700000.0,,110500000.0,2208100000.0,-34900000.0,,-21800000.0,,34000000.0,7500000.0,0.0,,34000000.0,885600000.0,25500000.0,,,,78600000.0,94300000.0,,,210400000.0,0.0,,1882900000.0,13800000.0,,,-22300000.0,-708500000.0,,0.0,27700000.0,,350300000.0,,,128400000.0,,12800000.0,,8800000.0,,,210500000.0,,,,-922600000.0,8500000.0,622300000.0,,107000000.0,27700000.0,,2425500000.0,2896400000.0,94300000.0,0.0275,126800000.0,,-18600000.0,-35800000.0,1174400000.0,-535500000.0,1969200000.0,-56700000.0,483800000.0,21400000.0,,470900000.0,,-27900000.0,159500000.0,-121900000.0,,,,,32000000.0,6300000.0,,,,,397900000.0,0.028125,365000000.0,885600000.0,27700000.0,,,1882900000.0,687600000.0,,,,,187100000.0,2208100000.0,841900000.0,-708500000.0,-76600000.0,,,,,,,,,,,,,,,,,,,,,,,
922838400,272500000.0,176900000.0,,8100000.0,,,,1320300000.0,,,2951400000.0,,1928700000.0,,,,,691900000.0,0.007344,,,,,,1592800000.0,,581900000.0,,300000.0,,,,,,15700000.0,15700000.0,,,,42100000.0,42100000.0,,15000000.0,,,75600000.0,,487184000.0,0.0,,770600000.0,-18300000.0,,,41500000.0,,,-4500000.0,,,,,178800000.0,,,28200000.0,,,,,,,-130800000.0,2296600000.0,,,-500000.0,,,,0.0,,,,,,,,,85400000.0,,,,,,,,,,-8800000.0,,,34000000.0,28800000.0,,348100000.0,,0.007813,128400000.0,,3200000.0,,,,,,,,,,,634200000.0,,30500000.0,,-181500000.0,,,,,,,9700000.0,25400000.0,1158100000.0,,,,,94300000.0,,,,52800000.0,,135700000.0,,487184000.0,,3600000.0,,7000000.0,,,,,408400000.0,,,1022700000.0,,,,1889000000.0,703800000.0,,,,,-109300000.0,,820300000.0,-730900000.0,-21500000.0,,,,,,,,,,,,,,,,,,,,,,,
930700800,266100000.0,187000000.0,,6600000.0,,,,1295900000.0,,,2928400000.0,,1889300000.0,,,,,817900000.0,0.015,,,,,,1562000000.0,,530500000.0,,-700000.0,,,,,,32000000.0,32000000.0,,,,48700000.0,48700000.0,,31300000.0,,,80100000.0,,476256000.0,0.0,,741400000.0,-20300000.0,,,39700000.0,,,-6800000.0,,,,,123900000.0,,,27300000.0,,,,,,,93600000.0,2241500000.0,,,-900000.0,,,,0.0,,,,,,,,,79700000.0,,,,,,,,,,-24900000.0,,,0.0,32300000.0,,368600000.0,,0.016094,161100000.0,,2600000.0,,,,,,,,,,,666200000.0,,37200000.0,,33600000.0,,,,,,,20000000.0,52000000.0,1147900000.0,,,,,120700000.0,,,,81000000.0,,-89600000.0,,476256000.0,,3200000.0,,17500000.0,,,,,435100000.0,,,1039100000.0,,,,1907600000.0,679500000.0,,,,,116500000.0,,979000000.0,-759700000.0,-22900000.0,,,,,,,,,,,,,,,,,,,,,,,
