date,quarterlyBasicEPS,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,annualPretaxIncome,annualLongTermDebt,annualNonCurrentDeferredRevenue,annualNetIncome,quarterlyTotalAssets,annualSaleOfInvestment,annualGoodwill,quarterlyAccountsReceivable,quarterlyBasicAverageShares,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,annualChangeInInventory,quarterlyAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,annualNetOtherInvestingChanges,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalStock,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyCurrentLiabilities,annualEndCashPosition,annualOperatingIncome,trailingOtherIncomeExpense,quarterlyPretaxIncome,trailingOperatingIncome,trailingTotalRevenue,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,trailingCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,trailingChangeInInventory,quarterlyEbitda,annualGrossProfit,annualAccountsPayable,quarterlyStockBasedCompensation,quarterlyCurrentDebt,quarterlyBeginningCashPosition,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualStockBasedCompensation,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingStockBasedCompensation,annualCapitalExpenditure,trailingGrossProfit,quarterlyDilutedEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingOperatingExpense,trailingChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,annualInterestExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualGrossPPE,annualSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOtherNonCurrentLiabilities,trailingNetIncomeContinuousOperations,annualEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,annualCashCashEquivalentsAndMarketableSecurities,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualOtherCurrentAssets,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicEPS,annualCostOfRevenue,annualCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyDilutedAverageShares,annualCurrentDebt,quarterlyInvestingCashFlow,trailingTaxProvision,annualFreeCashFlow,annualOtherShortTermInvestments,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,annualNetPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDilutedEPS,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyChangeInAccountPayable,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,annualCashDividendsPaid,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingCashDividendsPaid,trailingSaleOfInvestment,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
2015-09-30,-1.78,,2651351000.0,,85580000.0,,,,,7547497000.0,,,119964000.0,129006000.0,,275363000.0,1289234000.0,-203340000.0,,,-392403000.0,29308000.0,,,,178791000.0,-11314000.0,,4548702000.0,,,,,2998795000.0,,,-472769000.0,,84166000.0,-203340000.0,,893978000.0,,22593000.0,,1426036000.0,1426036000.0,,,1553845000.0,,,,-228074000.0,,,-229858000.0,,,,,1784000.0,4464536000.0,-2001926000.0,,110366000.0,,,,131000.0,,-198766000.0,,,56032000.0,638809000.0,1150673000.0,,,1284300000.0,,,,,,,,-1.78,,,,,,,,,,-385162000.0,,,0.0,,,,-23985000.0,,15541000.0,,,,,,,,,,,-183662000.0,936789000.0,-192447000.0,710378000.0,,0.0,6232841000.0,4464536000.0,,,,,269545000.0,,,,,,,-59005000.0,415158000.0,129006000.0,,-404090000.0,,,,1426036000.0,,,,,,,,,1314656000.0,,,309730000.0,705293000.0,4678996000.0,,,,-15431000.0,1293717000.0,231496000.0,,-11687000.0,-229858000.0,,,-229858000.0,236367000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-2.44,0.0,2682914000.0,168965000.0,136831000.0,-875624000.0,2682914000.0,1006896000.0,-888663000.0,8092460000.0,0.0,,168965000.0,131100000.0,,-229128000.0,1658720000.0,-29849000.0,,,-411222000.0,38617000.0,0.0,-12260000.0,-493289000.0,190243000.0,-467000.0,,5300892000.0,,,,7003516000.0,2791568000.0,,-1573860000.0,-571126000.0,-3556000.0,106155000.0,-29849000.0,-26441000.0,225038000.0,131000.0,36049000.0,717900000.0,1196908000.0,1196908000.0,4046024000.0,,1622315000.0,1196908000.0,-716629000.0,,-315349000.0,,,-320397000.0,,,1277838000.0,,5048000.0,5194737000.0,-2322323000.0,-17025000.0,143723000.0,,-41652000.0,,131000.0,,-276732000.0,923503000.0,1338945000.0,55640000.0,633166000.0,1426036000.0,,,1338945000.0,197999000.0,128202000.0,1523523000.0,,,-1634850000.0,,-2.44,136831000.0,,-1673551000.0,-203780000.0,-708805000.0,1905713000.0,,2791568000.0,,-482478000.0,,,0.0,46267000.0,118851000.0,-571126000.0,-3556000.0,128202000.0,-32106000.0,,,-888663000.0,106155000.0,5194737000.0,922232000.0,-888663000.0,1658720000.0,,-756773000.0,-260333000.0,1214379000.0,-15606000.0,1006896000.0,1640132000.0,0.0,7003516000.0,5194737000.0,1196908000.0,,1196908000.0,0.0,283370000.0,-524499000.0,,-6.93,3122521000.0,283370000.0,,-130874000.0,478897000.0,131100000.0,633166000.0,-414280000.0,,-524499000.0,,1196908000.0,750000000.0,,5300892000.0,5194737000.0,5381201000.0,,1622315000.0,98436000.0,1088944000.0,-6.93,422590000.0,321592000.0,995815000.0,5381201000.0,1088944000.0,,8092460000.0,-17149000.0,1277838000.0,218564000.0,13039000.0,-3058000.0,-320397000.0,,,-320397000.0,288654000.0,,-2322323000.0,321592000.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,-2.13,,3162241000.0,,192423000.0,,,,,9191702000.0,,,318056000.0,132676000.0,,244881000.0,2009686000.0,-249605000.0,,,-216859000.0,40625000.0,,,,182482000.0,-1038000.0,,5952159000.0,,,,,3239543000.0,,,-673089000.0,,114935000.0,-249605000.0,,715435000.0,,27748000.0,,1441789000.0,1441789000.0,,,1843371000.0,,,,-278421000.0,,,-282267000.0,,,,,3846000.0,5837224000.0,-2604590000.0,,156460000.0,,,,134000.0,,-237796000.0,,,89658000.0,635285000.0,1196908000.0,,,1452008000.0,,,,,,,,-2.13,,,,,,,,,,-512671000.0,,,0.0,,,,13565000.0,,-159327000.0,,,,,,,,,,,-248224000.0,1147048000.0,-271029000.0,1206040000.0,,,8221338000.0,5837224000.0,,,,,391363000.0,,,,,,,-8128000.0,500692000.0,132676000.0,,-233819000.0,,,,1441789000.0,,,,,,,,,970364000.0,,,344686000.0,894580000.0,6377967000.0,,,,9177000.0,1301961000.0,252468000.0,,-16960000.0,-282267000.0,,,-282267000.0,318210000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,-2.09,,3283974000.0,,227838000.0,,,,,11868952000.0,,,178594000.0,139983000.0,,1804512000.0,2391853000.0,150337000.0,,,-294720000.0,46368000.0,,,,191664000.0,-14727000.0,,6665247000.0,,,,,5203705000.0,,,-783986000.0,,138271000.0,150337000.0,,1976584000.0,,30115000.0,,3246301000.0,3246301000.0,,,2352924000.0,,,,-289539000.0,,,-293188000.0,,,,,3649000.0,6526976000.0,-2897778000.0,,183232000.0,,,,148000.0,,-243171000.0,,,67311000.0,626826000.0,1441789000.0,,,1673090000.0,,,,,,,,-2.09,,,,,,,,,,-705260000.0,,,0.0,,,,34193000.0,,157901000.0,,,,,,,,,,,-238040000.0,1270017000.0,159484000.0,1319907000.0,,,9348658000.0,6526976000.0,,,,,679834000.0,,,,,,,-588825000.0,512816000.0,139983000.0,,-319854000.0,,,,3246301000.0,,,,,,,,,2520294000.0,,,486227000.0,995241000.0,6995734000.0,,,,-7373000.0,1609607000.0,274776000.0,,-41801000.0,-293188000.0,,,-293188000.0,321152000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,0.15,,2715461000.0,,204054000.0,,,,,12592397000.0,,,326895000.0,148991000.0,,-162044000.0,2793627000.0,423650000.0,,,-247611000.0,46713000.0,0.0,,,214302000.0,-2307000.0,,7419985000.0,,,,,5172412000.0,,,-912106000.0,,161640000.0,423650000.0,,-320870000.0,,27796000.0,,3084257000.0,3084257000.0,,,2991666000.0,,,,30011000.0,,,21878000.0,,,,,8133000.0,7258345000.0,-2875900000.0,,280468000.0,,,,150000.0,,76724000.0,,,89543000.0,260771000.0,3246301000.0,,,2301302000.0,,,,,,,,0.14,,,,,,,,,,-580283000.0,,,0.0,,,,25310000.0,,-109084000.0,,0.0,,,,,,,,,85622000.0,2298436000.0,-35721000.0,1411155000.0,,0.0,9911909000.0,7258345000.0,,,,,690364000.0,,,,,,,-1111969000.0,551113000.0,156935000.0,,-268006000.0,,,,3084257000.0,,,,,,,,,2680488000.0,,,565974000.0,1661701000.0,6920243000.0,,,,-11756000.0,1604571000.0,636735000.0,,-20395000.0,21878000.0,,,21878000.0,336811000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-0.78,0.0,5978284000.0,499142000.0,179504000.0,-746348000.0,5978284000.0,851790000.0,-674914000.0,22664076000.0,16667000.0,,499142000.0,155024000.0,,308959000.0,4101872000.0,-1129490000.0,,,-681281000.0,65104000.0,0.0,,-693861000.0,245960000.0,192174000.0,,16404280000.0,,,,17125990000.0,6259796000.0,,-2465703000.0,-1017642000.0,-23740000.0,484916000.0,-448209000.0,-189482000.0,1372827000.0,161000.0,-96795000.0,834408000.0,3393216000.0,3393216000.0,7000132000.0,,5827005000.0,3393216000.0,-667340000.0,,-208399000.0,,,-121337000.0,,,2067454000.0,376145000.0,11070000.0,15036917000.0,-2997237000.0,297116000.0,326939000.0,,111272000.0,,161000.0,,183644000.0,1599257000.0,1860341000.0,87711000.0,1150147000.0,3084257000.0,,,1860341000.0,334225000.0,144212000.0,3743976000.0,,,-1440471000.0,,-0.78,179504000.0,,-1416430000.0,-1904483000.0,2196308000.0,1196908000.0,,6259796000.0,,-667489000.0,,,0.0,-216565000.0,198810000.0,-1017642000.0,-23740000.0,144212000.0,-106055000.0,,0.0,-674914000.0,484916000.0,15036917000.0,1432189000.0,-773046000.0,4101872000.0,,399561000.0,-266698000.0,2284631000.0,-546595000.0,851790000.0,2266597000.0,,17125990000.0,15036917000.0,3393216000.0,,3393216000.0,0.0,1426985000.0,-123829000.0,,-4.68,5400875000.0,1426985000.0,,-195561000.0,701976000.0,155024000.0,1150147000.0,-594751000.0,,-1564300000.0,,3393216000.0,1701734000.0,376145000.0,16404280000.0,15036917000.0,11298985000.0,,5827005000.0,61754000.0,4752911000.0,-4.68,947099000.0,1210028000.0,1849353000.0,11298985000.0,4752911000.0,,22664076000.0,121224000.0,2067454000.0,435278000.0,26698000.0,-126993000.0,-219469000.0,,,-121337000.0,456016000.0,,-2997237000.0,1210028000.0,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,-2.04,,7166239000.0,,248536000.0,,,,,25053726000.0,,,440349000.0,162129000.0,,613377000.0,4525880000.0,-842383000.0,,,-772572000.0,99346000.0,400175000.0,,,322040000.0,153672000.0,,18025837000.0,,,,,7027889000.0,,,-1232153000.0,,554759000.0,-69811000.0,,1598749000.0,,109831000.0,,4006593000.0,4006593000.0,,,6245439000.0,,,,-371903000.0,,,-330277000.0,,,,388608000.0,25278000.0,16555136000.0,-3343187000.0,,376602000.0,,,,161000.0,,104045000.0,,,103717000.0,1003311000.0,3393216000.0,,,2075333000.0,,,,,,,,-2.04,,,,,,,,,,-583479000.0,,,0.0,,,,-20769000.0,,91541000.0,,,,,,,,,,,-257549000.0,2696270000.0,-262780000.0,955078000.0,,-109147000.0,19256932000.0,16555136000.0,,,,,1457892000.0,,,,,,,-799248000.0,925495000.0,162129000.0,,-926943000.0,,,,4006593000.0,,,,,,,,,4987719000.0,,,1460367000.0,2028324000.0,13011493000.0,,,,-18098000.0,2220336000.0,667946000.0,,-45224000.0,-397181000.0,,40984000.0,-330277000.0,603455000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,-2.04,,7127094000.0,,342824000.0,,,,,26043705000.0,,,453539000.0,165212000.0,,-970669000.0,4752562000.0,-1358084000.0,,,-1157912000.0,108441000.0,0.0,,,369774000.0,482859000.0,,19684261000.0,,,,,6359444000.0,,,-1453547000.0,,568431000.0,-200172000.0,,428767000.0,,177135000.0,,3035924000.0,3035924000.0,,,6546355000.0,,,,-385780000.0,,,-336397000.0,,,,380847000.0,15647000.0,18218554000.0,-3679584000.0,,389171000.0,,,,163000.0,,111832000.0,,,116042000.0,816533000.0,4006593000.0,,,2359316000.0,,,,,,,,-2.04,,,,,,,,,,-537676000.0,,,0.0,,,,10961000.0,,-14498000.0,,0.0,,,,,,,,,-240916000.0,2789557000.0,-481093000.0,1035579000.0,,0.0,19828967000.0,18218554000.0,,,,,1516938000.0,,,,,,,-814895000.0,907531000.0,165212000.0,,-1215216000.0,,,,3035924000.0,,,,,,,,,5105752000.0,,,1510744000.0,2122942000.0,13282612000.0,,,,-41208000.0,2438111000.0,666615000.0,,-57304000.0,-401427000.0,,43766000.0,-336397000.0,537757000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,-3.7,,9584554000.0,,543336000.0,,,,,28107074000.0,,,607734000.0,167294000.0,,494106000.0,4793050000.0,-1545289000.0,,,-1244727000.0,117109000.0,0.0,,,331622000.0,122058000.0,,21038341000.0,,,,,7068733000.0,,,-1704132000.0,,640393000.0,-300562000.0,,2101506000.0,,107092000.0,,3530030000.0,3530030000.0,,,6468940000.0,,,,-671448000.0,,,-619376000.0,,,,372238000.0,-285000.0,19516596000.0,-4298960000.0,,400624000.0,,,,168000.0,,-153715000.0,,,112653000.0,424224000.0,3035924000.0,,,2385778000.0,,,,,,,,-3.7,,,,,,,,,,702185000.0,,,0.0,,,,21250000.0,,-182686000.0,,0.0,,,,,,,,,-535480000.0,2984675000.0,-249768000.0,1082870000.0,,0.0,22332357000.0,19516596000.0,,,,,1637818000.0,,,,,,,-1063295000.0,984620000.0,167294000.0,,-1314932000.0,,,,3530030000.0,,,,,,,,,4711480000.0,,,1477784000.0,2535535000.0,15863417000.0,,,,-24390000.0,2471382000.0,449140000.0,,-70205000.0,-671163000.0,,45236000.0,-619376000.0,652998000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-4.01,,9456912000.0,515381000.0,787333000.0,-2209032000.0,9456912000.0,1177799000.0,-1961400000.0,28655372000.0,0.0,60237000.0,515381000.0,168314000.0,,-162116000.0,4752192000.0,-396252000.0,,,-906143000.0,146363000.0,0.0,-114523000.0,-496603000.0,354637000.0,46072000.0,,22084852000.0,,,,23420784000.0,6570520000.0,,-178850000.0,-1943904000.0,33348000.0,714845000.0,509891000.0,-223090000.0,285842000.0,169000.0,179706000.0,1378073000.0,3367914000.0,3367914000.0,11758751000.0,,7636147000.0,3367914000.0,-1632086000.0,,-779901000.0,,,-675350000.0,,,2263537000.0,361502000.0,-9094000.0,20491616000.0,-4974299000.0,804661000.0,469606000.0,,-125373000.0,,169000.0,,-163932000.0,2222487000.0,2390250000.0,134348000.0,858026000.0,3530030000.0,,,2390250000.0,466760000.0,165758000.0,4414864000.0,,,-4081354000.0,,-4.01,787333000.0,,-4418967000.0,-4263788000.0,-25302000.0,3393216000.0,,6570520000.0,,240120000.0,,,0.0,-24635000.0,471259000.0,-1943904000.0,33348000.0,165758000.0,81008000.0,,0.0,-1961400000.0,714845000.0,20491616000.0,2476500000.0,-2240578000.0,4752192000.0,,-101770000.0,-598141000.0,3288249000.0,497038000.0,1177799000.0,3854573000.0,-5376000.0,23420784000.0,20491616000.0,3367914000.0,,3367914000.0,0.0,1869172000.0,-60654000.0,,-11.83,9536264000.0,1869172000.0,,-1586350000.0,1036927000.0,168314000.0,858026000.0,-961876000.0,,-4142008000.0,,3367914000.0,400175000.0,361502000.0,22084852000.0,20491616000.0,15784637000.0,,7636147000.0,573764000.0,4237242000.0,-11.83,1636003000.0,1731366000.0,2849463000.0,15784637000.0,4237242000.0,,28655372000.0,-41677000.0,2263537000.0,438786000.0,31546000.0,-50357000.0,-770807000.0,,60237000.0,-675350000.0,682290000.0,,-4974299000.0,1731366000.0,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,-4.19,,8763728000.0,,629112000.0,,,,,27271429000.0,,,652848000.0,169146000.0,,-745251000.0,3318686000.0,-1127013000.0,,,-728637000.0,149546000.0,0.0,,,367096000.0,111859000.0,,20887509000.0,,,,,6383920000.0,,,-2276921000.0,,849319000.0,-398376000.0,,371660000.0,,153805000.0,,2665673000.0,2665673000.0,,,8650359000.0,,,,-779022000.0,,,-709551000.0,,,,346428000.0,5605000.0,19180724000.0,-5051292000.0,,416233000.0,,,,170000.0,,-213243000.0,,,141639000.0,1998030000.0,3964959000.0,,,2603498000.0,,,,,,,,-4.19,,,,,,,,,,-322081000.0,,,,,,,82921000.0,,-169142000.0,,,,,,,,,,,-596974000.0,3408751000.0,-325426000.0,818250000.0,,0.0,21956858000.0,19180724000.0,,,,,1521288000.0,,,,,,,-1512767000.0,1053500000.0,169146000.0,,-728637000.0,,,,3219708000.0,,,,,,,,,4450695000.0,,,1898431000.0,2952225000.0,13306499000.0,,,,-37716000.0,2565826000.0,456526000.0,,,-784627000.0,,61284000.0,-709551000.0,686404000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,-4.22,,9513390000.0,,674255000.0,,,,,27910000000.0,,,569874000.0,169997000.0,,-436470000.0,3192315000.0,-806877000.0,,,-677213000.0,163582000.0,244196000.0,,,386129000.0,153783000.0,,21210203000.0,,,,,6699797000.0,,,-2538165000.0,,819246000.0,-129664000.0,,398622000.0,,97432000.0,,2236424000.0,2236424000.0,,,9141362000.0,,,,-728999000.0,,,-717539000.0,,,,300406000.0,13707000.0,19591426000.0,-5768831000.0,,485255000.0,,,,170000.0,,-80162000.0,,,197344000.0,2103185000.0,3219708000.0,,,3030493000.0,,,,,,,,-4.22,,,,,,,,,,-733475000.0,,,,,,,18545000.0,,70633000.0,,,,,,,,,,,-517958000.0,4002231000.0,-166989000.0,795820000.0,,-5604000.0,23182423000.0,19591426000.0,,,,,1518450000.0,,,,,,,-1022149000.0,1136888000.0,169997000.0,,-682817000.0,,,,2783238000.0,,,,,,,,,3906421000.0,,,1814979000.0,3383301000.0,14041061000.0,,,,-52523000.0,3324643000.0,618930000.0,,,-742706000.0,,64284000.0,-717539000.0,750759000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,1.82,,9672613000.0,,604949000.0,,,,,29262713000.0,,,1155001000.0,170893000.0,,739728000.0,3011081000.0,831516000.0,,,-559765000.0,175220000.0,0.0,,,350848000.0,139168000.0,,21342222000.0,,,,,7920491000.0,,,-2893379000.0,,828654000.0,1391281000.0,,-84218000.0,,77737000.0,,2967504000.0,2967504000.0,,,9775324000.0,,,,271320000.0,,,311516000.0,,,,291476000.0,16647000.0,19733969000.0,-5457315000.0,,502825000.0,,,,171000.0,,949365000.0,,,204728000.0,2106538000.0,2783238000.0,,,3596984000.0,,,,,,,,1.75,,,,,,,,,,-55055000.0,,,,,,,8271000.0,,-587594000.0,,,,,,,,,,,442941000.0,6824413000.0,351318000.0,950126000.0,,-1200000.0,23960408000.0,19733969000.0,,,,,1476758000.0,,,,,,,-338328000.0,1080724000.0,170893000.0,,-560965000.0,,,,3522966000.0,,,,,,,,,4508838000.0,,,1990095000.0,5300748000.0,14185084000.0,,,,-3308000.0,3314127000.0,1523665000.0,,,254673000.0,,65226000.0,311516000.0,729876000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,0.81,,9403672000.0,949022000.0,502840000.0,-1004745000.0,9403672000.0,990873000.0,-976091000.0,29739614000.0,0.0,68159000.0,949022000.0,172026000.0,,753422000.0,3039329000.0,880660000.0,,,-353901000.0,174723000.0,0.0,-17912000.0,57951000.0,356297000.0,94785000.0,,21433306000.0,,,,23981974000.0,8306308000.0,,-1023264000.0,-3194616000.0,-8218000.0,969876000.0,1234561000.0,,-112309000.0,173000.0,123385000.0,1460370000.0,3685618000.0,3685618000.0,21461268000.0,,9992136000.0,4276388000.0,-252840000.0,,231956000.0,,,139483000.0,,,3113446000.0,282492000.0,21878000.0,19691231000.0,-5317832000.0,499595000.0,496737000.0,,-113367000.0,,173000.0,,903416000.0,4042021000.0,3404451000.0,205313000.0,2567699000.0,3522966000.0,,,3404451000.0,749024000.0,170525000.0,573755000.0,,,-2319516000.0,,0.78,502840000.0,,-2337428000.0,-6087029000.0,311429000.0,3964959000.0,,8306308000.0,,87347000.0,,,,-496732000.0,663071000.0,-3194616000.0,-8218000.0,170525000.0,189371000.0,,,-976091000.0,969876000.0,19691231000.0,2834491000.0,-1062582000.0,3039329000.0,,1559376000.0,419151000.0,7225873000.0,199048000.0,990873000.0,4294861000.0,-11108000.0,23981974000.0,19691231000.0,3685618000.0,,3685618000.0,,1422893000.0,2097802000.0,,-5.72,17419247000.0,1422893000.0,,-184099000.0,1023749000.0,179026000.0,2567699000.0,-365009000.0,,-221714000.0,,4276388000.0,0.0,282492000.0,21433306000.0,19691231000.0,13989838000.0,,9992136000.0,452359000.0,4923243000.0,-5.72,1901050000.0,2094253000.0,5782973000.0,13989838000.0,4923243000.0,,29739614000.0,-19820000.0,3113446000.0,1442900000.0,57837000.0,,210078000.0,,68159000.0,139483000.0,667452000.0,,-5317832000.0,2094253000.0,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,-4.1,,9787950000.0,,480225000.0,,,,,28912524000.0,,,1046945000.0,172989000.0,,-1593590000.0,2686525000.0,-944799000.0,,,-305193000.0,157453000.0,,,,340174000.0,31928000.0,,21234702000.0,,,,,7677822000.0,,,-3469145000.0,,1155546000.0,-639606000.0,,-653019000.0,,28185000.0,,2198169000.0,2198169000.0,,,9242800000.0,,,,-644772000.0,,,-702135000.0,,,,273568000.0,22873000.0,19318095000.0,-5923305000.0,,467577000.0,,,,174000.0,,-19742000.0,,,208378000.0,1705711000.0,4276388000.0,,,3248827000.0,,,,,,,,-4.1,,,,,,,,,,-809152000.0,,,,,,,-35019000.0,,-99640000.0,,,,,,,,,,,-478360000.0,4541464000.0,-676101000.0,1157343000.0,,-650000.0,23444902000.0,19318095000.0,,,,,1531086000.0,,,,,,,-551056000.0,1044103000.0,172989000.0,,-305843000.0,,,,2682798000.0,,,,,,,,,4605596000.0,,,2276951000.0,3975721000.0,14202102000.0,,,,-17721000.0,3836850000.0,565743000.0,,,-667645000.0,,74312000.0,-702135000.0,703929000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,-2.31,,11234401000.0,,526758000.0,,,,,31872597000.0,,,1147100000.0,176654000.0,,2765495000.0,2716920000.0,590399000.0,,,-273207000.0,171979000.0,848232000.0,,,323898000.0,-3825000.0,,21690645000.0,,,,,10181952000.0,,,-3856316000.0,,1208525000.0,863606000.0,,2142841000.0,,177285000.0,,4954740000.0,4954740000.0,,,9588773000.0,,,,-369831000.0,,,-408334000.0,,,,327358000.0,19431000.0,19600979000.0,-6331639000.0,,578572000.0,,,,179000.0,,380720000.0,,,209863000.0,1791085000.0,2682798000.0,,,3133587000.0,,,,,,,,-2.31,,,,,,,,,,456724000.0,,,,,,,-5605000.0,,-68672000.0,,,,,,,,,,,-50113000.0,6349676000.0,287148000.0,1182042000.0,,,25302363000.0,19600979000.0,,,,,1514400000.0,,,,,,,-1890970000.0,971159000.0,176654000.0,,-241545000.0,,,,5448293000.0,,,,,,,,,5715393000.0,,,2622943000.0,5428630000.0,15713590000.0,,,,-158101000.0,3382358000.0,921046000.0,,,-389262000.0,,153475000.0,-408334000.0,647261000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,0.8,,11313000000.0,,441000000.0,,,,,32795000000.0,,,1128000000.0,179000000.0,,377095000.0,447000000.0,346400000.0,,,-409600000.0,185000000.0,-232000.0,,,334000000.0,-318000.0,,21855000000.0,,,,,10940000000.0,,,-4194000000.0,,1075000000.0,756000000.0,,118178000.0,,86285000.0,,5338000000.0,5338000000.0,,,10146000000.0,,,,176000000.0,,,143000000.0,,,,351000000.0,26000000.0,19845000000.0,-6188000000.0,,530851000.0,,,,0.0,,891851000.0,,,198759000.0,2030000000.0,5448293000.0,,,3468000000.0,,,,,,,,0.78,,,,,,,,,,-132572000.0,,,,,,,-120000000.0,,18312000.0,,,,,,,,,,,261000000.0,6303000000.0,-191047000.0,1140000000.0,,,25913000000.0,24039000000.0,,,,,1710000000.0,,,,,,,-2063774000.0,930000000.0,184000000.0,,-485612000.0,,,,5826000000.0,,,,,,,,,6040000000.0,,,2497000000.0,5112000000.0,15767000000.0,,,,85000000.0,3581000000.0,1191000000.0,,,150000000.0,,186000000.0,143000000.0,596000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
