date,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyBasicEPS,annualTotalAssets,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyGoodwill,quarterlyBasicAverageShares,annualRetainedEarnings,trailingInvestingCashFlow,trailingOperatingIncome,annualAccountsPayable,annualOperatingIncome,annualOtherCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,annualLongTermDebt,trailingTotalRevenue,trailingPurchaseOfInvestment,annualFreeCashFlow,annualPretaxIncome,annualCurrentDebt,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentLiabilities,annualDepreciationAndAmortization,annualOtherNonCashItems,annualStockholdersEquity,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherFinancingCharges,annualTaxProvision,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,quarterlyCashDividendsPaid,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,annualCommonStockIssuance,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyDilutedAverageShares,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualEbitda,annualBasicEPS,annualNetPPE,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherNonCurrentLiabilities,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingOtherIncomeExpense,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,annualOtherIncomeExpense,annualDilutedAverageShares,annualBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,annualBasicAverageShares,quarterlyOtherCurrentAssets,annualInvestmentsAndAdvances,quarterlyAccountsPayable,quarterlyCapitalStock,annualDilutedEPS,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingStockBasedCompensation,quarterlyOperatingIncome,annualNetOtherFinancingCharges,trailingNetIncomeContinuousOperations,annualStockBasedCompensation,annualPurchaseOfBusiness,quarterlyNetPPE,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualInvestingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualCapitalStock,trailingGrossProfit,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingFreeCashFlow,annualTotalRevenue,quarterlyGrossPPE,trailingResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualInterestExpense,trailingCostOfRevenue,annualGoodwill,quarterlyTaxProvision,trailingChangesInAccountReceivables,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,annualGrossProfit,annualChangeInWorkingCapital,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingChangeInInventory,quarterlyDeferredIncomeTax,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyInventory,annualRepaymentOfDebt,annualDeferredIncomeTax,annualChangeInAccountPayable,annualRepurchaseOfCapitalStock,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInAccountPayable
1970-01-01 00:00:01.372550400,-100000.0,,,,,,,-246967000.0,,,-176287000.0,,10761000.0,0.0,174415000.0,,,,-12191000.0,,,,-624642000.0,-22715000.0,,13119000.0,,,33031000.0,,1415971000.0,-1040525000.0,47064000.0,11403000.0,,-2201000.0,,,,1241027000.0,,83785000.0,70680000.0,,,,,12060000.0,241000.0,,,,,,642000.0,,,,,648959000.0,,,,,,,,,54310000.0,,,545533000.0,,,,,,7095000.0,,,,23735000.0,0.051568,,,-246967000.0,,10761000.0,-100864000.0,,,45011000.0,,,43360000.0,,-144348000.0,-40052000.0,,,-1918000.0,208675129.0,46806000.0,,,,208675129.0,,,,,0.051568,,,,,-20453000.0,,45061000.0,,10761000.0,,296612000.0,,0.0,-246967000.0,3491000.0,0.0,,9109000.0,,-193024000.0,,2841000.0,90166000.0,,,523636000.0,102362000.0,-12442000.0,,-7246000.0,,,,,57301000.0,,1172613000.0,,1195328000.0,505481000.0,148512000.0,,671692000.0,,,,,,1340589000.0,,272000.0,243358000.0,,,-48184000.0,,,115481000.0,29948000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,-2438000.0,,,,,,,,,,,136709000.0,18982000.0,,,,262038000.0,,-45498000.0,,,8127000.0,,,4437000.0,22701000.0,0.0,39076000.0,37986000.0,,,,65021000.0,22228000.0,,-10000000.0,3921000.0,,,,276000.0,,,,,,,13316000.0,-308000.0,125329000.0,,,,,3246000.0,,,,,,,,,,116766000.0,10490000.0,10180000.0,,75280000.0,,3814000.0,,171203000.0,0.0,,,,11641000.0,45235000.0,477000.0,18984000.0,35772000.0,0.090964,16038000.0,126529000.0,,248000.0,18982000.0,,,22000.0,,162001000.0,,26600000.0,,,,,,-562000.0,208675129.0,90166000.0,,,,208675129.0,,,,,0.090964,,90835000.0,,,,28097000.0,75782000.0,,18982000.0,,,,0.0,,11364000.0,0.0,,,,,,-2571000.0,116766000.0,2936000.0,85262000.0,,154422000.0,-46554000.0,,-10259000.0,,,,,78640000.0,17144000.0,,,,,215109000.0,,,,,,,,,-1959000.0,228000.0,,1724000.0,,,,,177123000.0,31294000.0,,-12059000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,11846000.0,3576000.0,,,,,,,,,,,,0.01717,,,,,208675129.0,,,,,,,,,,,,,,,,,3583000.0,3588000.0,,,,,-19236000.0,16000.0,,,,,,-881000.0,117032000.0,-9146000.0,0.0,,56076000.0,,,24755000.0,,3583000.0,,3583000.0,,,,,,,0.0,,,,,,53980000.0,208675129.0,,,,,,,,,,,,,,,,,0.0,,,,,,19368000.0,,,,,,,,,,,,,116766000.0,,,0.01717,,,,,,67922000.0,,2096000.0,,,,,,,-3834000.0,,,,,,,,,,-6078000.0,,,454000.0,9654000.0,-217000.0,,,,,,,,,,,1272000.0,,,-3200000.0,,,,,,-2311000.0,,,29225000.0,,,4876000.0,,266000.0,7926000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,,,12354000.0,25727000.0,,,,,,,,,,,,0.024013,,,,,208675129.0,,,,,,,,,,,,,,,,,5011000.0,3551000.0,,,,,-82000.0,16000.0,,,,,,-908000.0,142572000.0,-8818000.0,0.0,,63472000.0,,,27809000.0,,5011000.0,,5011000.0,,,,,,,,,,,,,59352000.0,208675129.0,,,,,,,,,,,,,,,,,0.0,,,,,,159000.0,,,,,,,,,,,,,117032000.0,,,0.024013,,,,0.0,,75826000.0,,4120000.0,,,,,,,18686000.0,,,,,,,,,,-8760000.0,,,286000.0,34487000.0,-81000.0,,,,,,,,,,,3277000.0,,,-135000.0,,,,,,-1734000.0,,,31543000.0,,,6844000.0,,25540000.0,9657000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,,,13468000.0,29195000.0,,,,,,,,,,,,-0.003105,,,,,208675129.0,,,,,,,,,,,,,,,,,-648000.0,3813000.0,,,,,-15426000.0,32000.0,,,,,,-1267000.0,171172000.0,-4584000.0,0.0,,70495000.0,,,35083000.0,,-648000.0,,-648000.0,,,,,,,,,,,,,71993000.0,208675129.0,,,,,,,,,,,,,,,,,0.0,,,,,,14950000.0,,,,,,,,,,,,,142572000.0,,,-0.003105,,,,0.0,,83963000.0,,-1498000.0,,,,,,,21128000.0,,,,,,,,,,-4108000.0,,,485000.0,33303000.0,-22000.0,,,,,,,,,,,-2775000.0,,,0.0,,,,,,-2127000.0,,,36910000.0,,,1070000.0,,28600000.0,11031000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,0.0,30251000.0,15264000.0,7047000.0,11747000.0,14915000.0,158530000.0,,18953000.0,397161000.0,,207107000.0,6775000.0,,,,397161000.0,,-50033000.0,7152000.0,,14902000.0,,,10598000.0,417000.0,0.0,39194000.0,52932000.0,,,,65545000.0,-749000.0,,0.0,5334000.0,-1171000.0,4559000.0,,973000.0,,,-15289000.0,10000.0,,1438000.0,15511000.0,-326000.0,190054000.0,2076000.0,187094000.0,-6018000.0,0.0,-7524000.0,76546000.0,,207107000.0,38010000.0,,-1171000.0,4919000.0,-1171000.0,1536000.0,187094000.0,14915000.0,18953000.0,131231000.0,98221000.0,,11747000.0,,238631000.0,,,81185000.0,,64758000.0,30251000.0,1536000.0,21099000.0,14836000.0,0.032,41948000.0,188154000.0,,0.0,6775000.0,,,1438000.0,,217345000.0,0.0,70328000.0,190054000.0,,,187094000.0,30281000.0,-1318000.0,208675129.0,116766000.0,39194000.0,,21099000.0,208675129.0,0.0,,10598000.0,17144000.0,0.032,171172000.0,158530000.0,217345000.0,,,60979000.0,125319000.0,,6775000.0,91810000.0,,-4639000.0,0.0,,41534000.0,-10615000.0,41948000.0,,9625000.0,,5334000.0,2338000.0,187094000.0,4919000.0,131231000.0,,266172000.0,-28566000.0,-13730000.0,-32676000.0,-19031000.0,1113000.0,20777000.0,5000.0,140853000.0,17144000.0,,973000.0,,,319521000.0,60979000.0,,0.0,-2523000.0,238631000.0,188154000.0,-7280000.0,,,74000.0,,7152000.0,-1352000.0,,14902000.0,43175000.0,266589000.0,45616000.0,2046000.0,-19031000.0,15922000.0,12920000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,15057000.0,16420000.0,8249000.0,10468000.0,14033000.0,166653000.0,,18601000.0,414155000.0,,,,,,0.024,,,,7163000.0,208675129.0,,,,,,,,,,,,,,,,,5082000.0,4534000.0,,,,,-4400000.0,8000.0,,1252000.0,,,,-137000.0,208332000.0,8002000.0,-1745000.0,,85402000.0,,198176000.0,33330000.0,,5082000.0,4865000.0,5082000.0,3801000.0,,,,137807000.0,,0.0,,,,,,78790000.0,208675129.0,,,,,,,,,,,,,,,,,-1025000.0,,215979000.0,,,208332000.0,19582000.0,,,,39157000.0,,19352000.0,,0.0,,6073000.0,17144000.0,,187094000.0,,223389000.0,0.024,,,,,,101822000.0,,6612000.0,,,,,42029000.0,,-6857000.0,,5459000.0,,,,,,,,-6155000.0,,-21791000.0,-534000.0,14404000.0,-42000.0,,,,109000.0,,,,63820000.0,,0.0,6513000.0,247502000.0,179575000.0,0.0,,,,,,1431000.0,,19984000.0,45460000.0,,,11055000.0,,21238000.0,14096000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,,111718000.0,18473000.0,28766000.0,13334000.0,16414000.0,201823000.0,,20241000.0,915731000.0,,,,,,0.03,,,,7110000.0,160328000.0,,,,,,,,,,,,,,,,,5065000.0,5372000.0,,,,,-112243000.0,49000.0,,7228000.0,,,,-181000.0,570268000.0,-100336000.0,-5395000.0,,91233000.0,,211097000.0,40020000.0,,5065000.0,5515000.0,5065000.0,5812000.0,,,,145217000.0,,,,,,,,87866000.0,165730000.0,,,,,,,,,,,,,,,,,0.0,,704634000.0,,,570268000.0,15040000.0,,,,180933000.0,,17402000.0,,0.0,,6796000.0,21213000.0,,208332000.0,,681986000.0,0.03,,,,433192000.0,,109706000.0,,3367000.0,,,,,41202000.0,,10811000.0,,5600000.0,,,,,,,,-3133000.0,,-20703000.0,430088000.0,31899000.0,-123000.0,,,,69000.0,,,,61905000.0,,0.0,3260000.0,713908000.0,190856000.0,0.0,,,,,,-1805000.0,,25049000.0,47846000.0,,,8681000.0,,361936000.0,15052000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,,410381000.0,19764000.0,40713000.0,14133000.0,23273000.0,196167000.0,,22043000.0,946372000.0,,,,,,-0.01,,,,7172000.0,212920000.0,,,,,,,,,,,,,,,,,-1072000.0,5678000.0,,,,,-318785000.0,5000.0,,7733000.0,,,,54000.0,312894000.0,-306753000.0,0.0,,98178000.0,,239667000.0,48943000.0,,-1072000.0,5015000.0,-1072000.0,5691000.0,,,,158872000.0,,,,,,,,103113000.0,212920000.0,,,,,,,,,,,,,,,,,0.0,,706705000.0,,,312894000.0,19563000.0,,,,182268000.0,,15561000.0,,0.0,,8550000.0,21319000.0,,570268000.0,,723275000.0,-0.01,,,,0.0,,117942000.0,,-4935000.0,,,,,48231000.0,,26196000.0,,7217000.0,,,,,,,,-7531000.0,,-22938000.0,764000.0,48244000.0,-703000.0,,,,99000.0,,,,71169000.0,,0.0,-4183000.0,750205000.0,217624000.0,0.0,,,,,,-3111000.0,,23977000.0,54170000.0,,,1500000.0,,-257374000.0,21246000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,-1025000.0,483405000.0,21126000.0,17601000.0,15233000.0,21358000.0,212435000.0,,22810000.0,990973000.0,,259310000.0,4373000.0,,,-0.02,990973000.0,,-569067000.0,7138000.0,214505000.0,19275000.0,,,57886000.0,-5880000.0,1030000.0,244335000.0,75783000.0,,,,95329000.0,-4907000.0,,0.0,7456000.0,-4702000.0,6342000.0,,286000.0,,,-133639000.0,9000.0,,6545000.0,21926000.0,-2116000.0,731663000.0,-342000.0,259709000.0,-90423000.0,0.0,-9280000.0,106462000.0,,259310000.0,57022000.0,,-4702000.0,6639000.0,-4702000.0,5547000.0,259709000.0,21358000.0,22810000.0,173612000.0,129542000.0,,15233000.0,,778538000.0,431447000.0,,117852000.0,214505000.0,114795000.0,483405000.0,5547000.0,13577000.0,17090000.0,0.02,58762000.0,236500000.0,,14828000.0,4373000.0,,-1101000.0,6545000.0,,743114000.0,0.0,72615000.0,731663000.0,,,259709000.0,60610000.0,-1072000.0,193481000.0,187094000.0,244335000.0,,13577000.0,182773000.0,1030000.0,,57886000.0,21620000.0,0.02,312894000.0,212435000.0,743114000.0,-0.02,,86064000.0,178849000.0,0.0,4373000.0,127588000.0,,-11390000.0,-5395000.0,,75480000.0,0.0,58762000.0,,17071000.0,,7456000.0,432784000.0,259709000.0,6639000.0,173612000.0,,387155000.0,-489510000.0,-17394000.0,-34213000.0,-27302000.0,2466000.0,34995000.0,-1244000.0,208306000.0,21620000.0,,286000.0,,,457058000.0,86064000.0,,14828000.0,-10497000.0,778538000.0,236500000.0,0.0,,-3487000.0,71000.0,,7138000.0,-5795000.0,,19275000.0,60830000.0,381275000.0,48435000.0,-4146000.0,-27302000.0,-53185000.0,25086000.0,,,,,,,,,,,,,,,,,,,,,,
