,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,trailingInterestExpense,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,annualInterestExpense,annualOtherNonCurrentLiabilities,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,trailingTaxProvision,annualInventory,quarterlyEbitda,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualCapitalStock,annualPurchaseOfBusiness,annualGrossProfit,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyOperatingIncome,trailingCostOfRevenue,annualDilutedAverageShares,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,annualBasicAverageShares,trailingPretaxIncome,quarterlyGoodwill,annualNetOtherInvestingChanges,annualCashDividendsPaid,quarterlyLongTermDebt,annualAccountsReceivable,annualDilutedEPS,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyTotalAssets,annualBasicEPS,annualNetIncome,annualFreeCashFlow,annualAccountsPayable,annualIncomeTaxPayable,quarterlyDilutedAverageShares,annualInvestingCashFlow,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualTaxProvision,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyInventory,trailingOtherIncomeExpense,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,annualCommonStockIssuance,annualOperatingCashFlow,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,quarterlyOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,trailingSaleOfInvestment,trailingFreeCashFlow,quarterlyNetOtherInvestingChanges,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,trailingCapitalExpenditure,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyFreeCashFlow,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,trailingDeferredIncomeTax,trailingBeginningCashPosition,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,trailingInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,trailingDilutedEPS,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,trailingRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported
1167523200,3064417500.0,,,633234975000.0,27088515000.0,202033225000.0,16897182500.0,,15088162500.0,5068375000.0,13598840000.0,124760000.0,36889972500.0,-50348457500.0,,,373757567500.0,80774302500.0,18269542500.0,18152580000.0,61654832500.0,31922965000.0,795345000.0,-10058775000.0,-311900000.0,-21396340000.0,44073049600.0,,3009835000.0,-92149275400.0,7087927500.0,-287181925000.0,27088515000.0,48165157500.0,174757570000.0,87636102500.0,80774302500.0,,126592412500.0,,633234975000.0,,39486540000.0,,156277495000.0,88057167500.0,2705732500.0,209768345000.0,-287181925000.0,,,,16897182500.0,-92149275400.0,,80932000000.0,-8047020000.0,116962500.0,,,,,346053050000.0,48882527500.0,48882527500.0,15774342500.0,373757567500.0,,,12733317500.0,,413244107500.0,80932000000.0,,,-85772500.0,-6269190000.0,37186277500.0,15774342500.0,0.339667,-116962500.0,33911327500.0,413244107500.0,0.339667,27088515000.0,24016300000.0,31922965000.0,,,-49904000000.0,,6531843100.0,6531843100.0,202033225000.0,13598840000.0,1232005000.0,795345000.0,18152580000.0,,53490850000.0,,37186277500.0,38535245000.0,156277495000.0,12733317500.0,6744837500.0,87636102500.0,51174992500.0,18152580000.0,,16858195000.0,209768345000.0,,7087927500.0,2705732500.0,6531843100.0,,,,,,,3009835000.0,,16858195000.0,,18269542500.0,116962500.0,346053050000.0,61654832500.0,288507500.0,,74364757500.0,,53490850000.0,39486540000.0,89710237500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,,,,,,,,,,,,,,,,,,,,,,44240184000.0,,,44240184000.0,,,,,,,,,,,,,,,,,,,,,,80932368300.0,,44240184000.0,,,,,0.083184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80932368300.0,,,6732537600.0,6732537600.0,,,,,,,,,,,,,,,,,,,,0.083184,,,6732537600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,206731561500.0,,,,,,,,,,,,80794791000.0,17107875000.0,16963408500.0,59314903500.0,30330361500.0,0.0,,,,44237163000.0,,,23076622500.0,,-287260230000.0,,,,,,,,9116596500.0,631812832500.0,,42085372500.0,,150389626500.0,,,,,,,80932368300.0,3246694500.0,10127862000.0,,,,144466500.0,0.084863,,,2372292000.0,344552602500.0,55893328500.0,,18909904500.0,364458565500.0,,11663769000.0,31273195500.0,,,,,,,,34147318500.0,,,,,406543938000.0,,,,,,80932368300.0,,9504375000.0,6729097500.0,6729097500.0,,11724597000.0,,,,,47962878000.0,,,,,,,79380540000.0,,,1193749500.0,11207559000.0,198352504500.0,0.084863,6158835000.0,2090962500.0,6729097500.0,,,,83638500.0,32573394000.0,22445532000.0,2919744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,,,,,,,,,,,,,,,,,,,,,,44946016000.0,,,44946016000.0,,,,,,,,,,,,,,,,,,,,,,80932000000.0,,44946016000.0,,,,,0.059908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80932000000.0,,,5134760000.0,5134760000.0,,,,,,,,,,,,,,,,,,,,0.059908,,,5134760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,-1943151280.0,,,608396282720.0,23704984600.0,220934839520.0,3068133600.0,,22324324480.0,4302692120.0,9825332600.0,-2542167840.0,57768572640.0,-46190020840.0,,2761320240.0,363822204320.0,80940286400.0,20563800200.0,20388478280.0,68485125000.0,28365625640.0,2936642160.0,-1446405840.0,547881000.0,-30506014080.0,45231350640.0,,2666354200.0,-96421455640.0,5632216680.0,-269046096400.0,23704984600.0,31623691320.0,178667646640.0,71005377600.0,80940286400.0,,147043955320.0,,608396282720.0,,44210344160.0,,138548147280.0,110029114960.0,3119269160.0,185643998040.0,-269046096400.0,,,,3068133600.0,-96421455640.0,,80932000000.0,-5646826840.0,175321920.0,,,,,339350186320.0,63568806160.0,63568806160.0,16714023040.0,363822204320.0,,,30476793760.0,,408032548480.0,80932000000.0,,,-262982880.0,-9160570320.0,34151249000.0,16714023040.0,0.290041,-241067640.0,30250336280.0,408032548480.0,0.290041,23704984600.0,28694354240.0,28365625640.0,,,-46211936080.0,,5077424600.0,5077424600.0,220934839520.0,9825332600.0,1292999160.0,2936642160.0,20388478280.0,,47095850760.0,,34151249000.0,37014840360.0,138548147280.0,30476793760.0,6450385640.0,71005377600.0,52260542320.0,20388478280.0,,12447856320.0,185643998040.0,,5632216680.0,3119269160.0,5077424600.0,,,,,,,2666354200.0,,12447856320.0,2761320240.0,20563800200.0,175321920.0,339350186320.0,68485125000.0,160711760.0,,74884375080.0,,47095850760.0,44210344160.0,89275382680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80932000000.0,,,,,,,0.561069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80932000000.0,,,,,,,,,,,,,,,,,,,,,,,,0.561069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,,224797000000.0,,,,,,,,,,2651000000.0,,80932000000.0,29204000000.0,29204000000.0,,27654000000.0,203000000.0,,,,,,,,,,,,,,,,,,333698000000.0,2243000000.0,53208000000.0,,130020000000.0,,,,,,,,0.0,,,,,,,,,,333698000000.0,143865000000.0,,18358000000.0,358885000000.0,,,34182000000.0,,,,,,,,44341000000.0,,,,,412093000000.0,,,,,,,,,,,,0.0,,,,,55790000000.0,,,,,,,55458000000.0,,,,6968000000.0,185810000000.0,,,2964000000.0,,,,1047000000.0,,,,2097000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,6522000000.0,,,725651000000.0,884000000.0,,0.0,-96674000000.0,21427000000.0,5076000000.0,0.0,-24050000000.0,92977000000.0,-46772000000.0,,,384838000000.0,,,,,,,-20596000000.0,357000000.0,5585000000.0,,,2561000000.0,,,,979000000.0,3009000000.0,186801000000.0,84013000000.0,80932000000.0,-29511000000.0,183792000000.0,,,,,,,154480000000.0,2816000000.0,225789000000.0,-412877000000.0,,-1439000000.0,,,,,80932000000.0,1775000000.0,,,,,,,,132104000000.0,,,,,,29922000000.0,440337000000.0,80932000000.0,,,-175000000.0,-6167000000.0,,17289000000.0,0.01,-92000000.0,186000000.0,,0.01,884000000.0,29984000000.0,34458000000.0,164000000.0,,-75819000000.0,,,,213036000000.0,,-4915000000.0,0.0,27866000000.0,6939000000.0,,,39226000000.0,29312000000.0,176790000000.0,53628000000.0,-793000000.0,,53880000000.0,28263000000.0,,,,,,,,,177000000.0,,,,,,,7494000000.0,14235000000.0,28263000000.0,,312774000000.0,,111000000.0,,76756000000.0,,48999000000.0,55499000000.0,59142000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,216017000000.0,,,,,,,,,,12943000000.0,,80932000000.0,20966000000.0,20966000000.0,,35423000000.0,1635000000.0,,,,,,,,,,,,,,,,,,303896000000.0,0.0,49252000000.0,,171854000000.0,,,,,,,,0.0,,,,,,,6123000000.0,,,303896000000.0,,,19221000000.0,373118000000.0,,,50140000000.0,,,,,29922000000.0,,,24137000000.0,,,,,422370000000.0,,,,,,,,,,,,0.0,,,,,32962000000.0,,,,,,,82148000000.0,,,,5948000000.0,204816000000.0,,,2685000000.0,,,,1135000000.0,,,,3095000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,6940000000.0,,,297895000000.0,14422000000.0,221732000000.0,0.0,-121106000000.0,27866000000.0,4724000000.0,0.0,206000000.0,116267000000.0,-40311000000.0,,12311000000.0,365584000000.0,80932000000.0,35246000000.0,35246000000.0,,34321000000.0,0.0,-16058000000.0,-175000000.0,-24793000000.0,,,2628000000.0,,,-445218000000.0,14626000000.0,0.0,209370000000.0,53137000000.0,80932000000.0,-4290000000.0,209370000000.0,,743113000000.0,395000000.0,60936000000.0,,143481000000.0,185959000000.0,2613000000.0,203907000000.0,-445218000000.0,,-1906000000.0,,0.0,,,80932000000.0,5432000000.0,,,5045000000.0,,,297895000000.0,140800000000.0,140800000000.0,17438000000.0,365584000000.0,,,52193000000.0,29922000000.0,426520000000.0,80932000000.0,,29922000000.0,241000000.0,-6493000000.0,52768000000.0,17438000000.0,0.18,-23000000.0,19175000000.0,426520000000.0,0.18,14422000000.0,34677000000.0,34321000000.0,395000000.0,,-43255000000.0,,,,221732000000.0,0.0,14201000000.0,0.0,34804000000.0,5045000000.0,60426000000.0,,52768000000.0,23411000000.0,143481000000.0,52193000000.0,4549000000.0,53137000000.0,52243000000.0,35246000000.0,,6319000000.0,203907000000.0,,,2613000000.0,,,1719000000.0,722000000.0,,,,2628000000.0,,5322000000.0,12311000000.0,35246000000.0,,297895000000.0,,735000000.0,,74988000000.0,,60426000000.0,60936000000.0,76142000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,,227120000000.0,,,,,,,,,,,,,,,,,,,,,52712000000.0,,,19798000000.0,,,,,,,,,,5911000000.0,,,,,,,,,,,,80932368321.0,,6852000000.0,,,,,0.052785,,,1621000000.0,,,,,,,10836000000.0,,,,,,,,,,,,,,417397000000.0,,,,,,80932368321.0,,18120000000.0,4272000000.0,4290000000.0,,,,,,,,,,,,,,,,,941000000.0,,190277000000.0,0.052785,,,4272000000.0,,,,0.0,41876000000.0,35024000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,224716000000.0,,,,,,,,,,10876000000.0,,80932000000.0,26325000000.0,26325000000.0,,36351000000.0,1259000000.0,,,,55105000000.0,,,20078000000.0,,,,,,,,,,6091000000.0,290416000000.0,657000000.0,56325000000.0,,136616000000.0,,,,,,,,0.0,6968000000.0,,,,,,4466000000.0,,1264000000.0,290416000000.0,,,19722000000.0,355271000000.0,,15063000000.0,51360000000.0,,,,,29921000000.0,,,42524000000.0,,,,,411596000000.0,,,,,,,,24127000000.0,4804000000.0,4827000000.0,,0.0,,,,,49416000000.0,,,,,,,45435000000.0,,,1094000000.0,4790000000.0,186032000000.0,,,2426000000.0,4804000000.0,,,1630000000.0,78000000.0,40042000000.0,33074000000.0,2571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-8934000000.0,,,765259000000.0,15759000000.0,,0.0,-86019000000.0,34804000000.0,3795000000.0,0.0,307000000.0,88810000000.0,-41597000000.0,,,352110000000.0,,,,,,,-662000000.0,-629000000.0,-38771000000.0,,,3170000000.0,,40222000000.0,,15877000000.0,55197000000.0,219864000000.0,31027000000.0,80932000000.0,-5374000000.0,164667000000.0,,,,,,,140466000000.0,2361000000.0,175391000000.0,-475566000000.0,,-1475000000.0,,,,,80932000000.0,5485000000.0,,,,,,,,67423000000.0,,,,,,29920000000.0,407355000000.0,80932000000.0,,,-1461000000.0,-5608000000.0,,17328000000.0,0.19,-41000000.0,20908000000.0,,0.19,15759000000.0,33974000000.0,40039000000.0,327000000.0,,-45734000000.0,,,,231468000000.0,,3518000000.0,0.0,25824000000.0,3558000000.0,,,42549000000.0,24201000000.0,126923000000.0,14401000000.0,5031000000.0,,51656000000.0,27792000000.0,,,,,,,,,1977000000.0,,,,,,,4396000000.0,9968000000.0,27792000000.0,,289693000000.0,72367000000.0,1000000.0,,75571000000.0,4120000000.0,48468000000.0,55245000000.0,76359000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,,,,,,,,,,,,,,,,,,,,,,,58720000000.0,,,19814000000.0,,,,,,,,,,6263000000.0,,,,,,,,,,,,80932368321.0,,6942000000.0,,,,,0.056467,,,1677000000.0,,,,,,,11935000000.0,,,,,,,,,,,,,,,,,,,,80932368321.0,,20528000000.0,4570000000.0,4586000000.0,,,,,,,,,,,,,,,,,679000000.0,,,0.056467,,,4570000000.0,,,,0.0,46785000000.0,39843000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,235379000000.0,,,,,,,,,,8460000000.0,,80932000000.0,29232000000.0,29232000000.0,71979000000.0,33013000000.0,0.0,,,,61488000000.0,,,20296000000.0,,,,,,,,,,6966000000.0,285937000000.0,688000000.0,61021000000.0,,123764000000.0,,,,,,,,0.0,7566000000.0,,,,,,3252000000.0,,1703000000.0,285937000000.0,71722000000.0,,20383000000.0,345334000000.0,,20727000000.0,,,,,,29919000000.0,,,41304000000.0,,,,,406355000000.0,,,,,,,,27098000000.0,5238000000.0,5263000000.0,,0.0,,,,,46708000000.0,,,,,,,17459000000.0,,,790000000.0,3967000000.0,170472000000.0,,2181000000.0,2152000000.0,5238000000.0,,,1901000000.0,28000000.0,40761000000.0,33195000000.0,3723000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,,,,,,,,,,,,,,,,,,,,,,62149000000.0,,,18658000000.0,,,,,,,,,,5668000000.0,,,,,,,,,,,,,,6171000000.0,,,,,,,,1597000000.0,,,,,,,6571000000.0,,,,,,,,,,,,,,,,,,,,,,15896000000.0,4051000000.0,4071000000.0,,,,,,,,,,,,,,,,,313000000.0,,,,,,4051000000.0,,,,-28000000.0,55578000000.0,49407000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,1649000000.0,,,783468000000.0,16502000000.0,256090000000.0,0.0,-45329000000.0,25824000000.0,2710000000.0,0.0,54000000.0,100963000000.0,-48495000000.0,,7715000000.0,359539000000.0,80932000000.0,29176000000.0,29176000000.0,-91678000000.0,44358000000.0,0.0,-93000000.0,-1764000000.0,-27720000000.0,62684000000.0,,4840000000.0,17180000000.0,46788000000.0,-496143000000.0,16598000000.0,68640000000.0,245041000000.0,20953000000.0,80932000000.0,-11000000.0,176401000000.0,3117000000.0,783468000000.0,482000000.0,59576000000.0,,127258000000.0,152187000000.0,1117000000.0,162237000000.0,-496143000000.0,,-2546000000.0,,0.0,3535000000.0,,80932000000.0,5336000000.0,,,2712000000.0,,439000000.0,287325000000.0,256090000000.0,83864000000.0,18471000000.0,359539000000.0,,29407000000.0,14280000000.0,29918000000.0,419115000000.0,80932000000.0,,29918000000.0,591000000.0,-6174000000.0,31150000000.0,18471000000.0,0.2,-6000000.0,22014000000.0,419115000000.0,0.2,16502000000.0,24511000000.0,44358000000.0,482000000.0,,-43637000000.0,37441000000.0,2643000000.0,2678000000.0,256090000000.0,0.0,2347000000.0,0.0,27372000000.0,2712000000.0,34979000000.0,,31150000000.0,24214000000.0,127258000000.0,14280000000.0,5416000000.0,20953000000.0,51224000000.0,29176000000.0,928000000.0,3600000000.0,162237000000.0,,46788000000.0,1117000000.0,2643000000.0,,1633000000.0,1633000000.0,190000000.0,33277000000.0,29742000000.0,4840000000.0,,3600000000.0,7715000000.0,29176000000.0,,287325000000.0,80548000000.0,1050000000.0,,73006000000.0,6324000000.0,34979000000.0,59576000000.0,75948000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,,261157000000.0,,,,,,,,,,,,,,,,,,,,,67929000000.0,,,18398000000.0,,,,,,,,,,5736000000.0,,,,,,,,,,,,80932368321.0,,6152000000.0,,,,,0.052785,,,1439000000.0,,,,,,,14770000000.0,,,,,,,,,,,,,,427507000000.0,,,,,,80932368321.0,,25420000000.0,4272000000.0,4297000000.0,,,,,,,,,,,,,,,,,416000000.0,,166350000000.0,0.052785,,,4272000000.0,,,,0.0,53159000000.0,47007000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,259171000000.0,,,,,,,,,,6358000000.0,,80932000000.0,33073000000.0,33073000000.0,,50084000000.0,5199000000.0,,,,70092000000.0,,,18922000000.0,,,,,,,,,,5933000000.0,290047000000.0,533000000.0,73698000000.0,,139547000000.0,,,,,,,,0.0,6300000000.0,,,,,,2312000000.0,,1358000000.0,290047000000.0,,,22713000000.0,360187000000.0,,28740000000.0,71232000000.0,,,,,29919000000.0,,,31125000000.0,,,,,433885000000.0,,,,,,,,32079000000.0,4542000000.0,4575000000.0,,0.0,,,,,34328000000.0,,,,,,,15944000000.0,,,695000000.0,3224000000.0,173875000000.0,,1754000000.0,891000000.0,4542000000.0,,,1698000000.0,112000000.0,41352000000.0,35052000000.0,4599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,264158000000.0,,,,,,,,,,,,,,,,,,,,,71962000000.0,,,17520000000.0,,,,,,,,,,5101000000.0,,,,,,,,,,,,,,5449000000.0,,,,,,,,1325000000.0,,,,,,,3675000000.0,,,,,,,,,,,,,,436070000000.0,,,,,,,,20482000000.0,3750000000.0,3776000000.0,,,,,,,,,,,,,,,,,20000000.0,,171912000000.0,,,,3750000000.0,,,,-112000000.0,68287000000.0,62838000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,2613000000.0,,,968758000000.0,14925000000.0,265069000000.0,0.0,-24133000000.0,27372000000.0,2154000000.0,0.0,158000000.0,77503000000.0,-50161000000.0,,9214000000.0,479862000000.0,80932000000.0,32712000000.0,29982000000.0,184137000000.0,68844000000.0,0.0,254000000.0,-1185000000.0,-19802000000.0,73090000000.0,,5928000000.0,16762000000.0,52145000000.0,-536772000000.0,15040000000.0,134653000000.0,283073000000.0,16735000000.0,80932000000.0,-116000000.0,148420000000.0,3023000000.0,968758000000.0,492000000.0,65210000000.0,,193461000000.0,127222000000.0,717000000.0,279042000000.0,-536772000000.0,,-2125000000.0,,0.0,3297000000.0,,80932368321.0,6009000000.0,2730000000.0,,1791000000.0,,631000000.0,431986000000.0,91783000000.0,184137000000.0,18768000000.0,479862000000.0,,87468000000.0,14410000000.0,29918000000.0,545072000000.0,80932368321.0,,29918000000.0,-804000000.0,-5625000000.0,83070000000.0,18768000000.0,0.18,-2730000000.0,19793000000.0,545072000000.0,0.18,14925000000.0,20506000000.0,68844000000.0,492000000.0,,-48252000000.0,-478000000.0,2361000000.0,2392000000.0,265069000000.0,0.0,1586000000.0,0.0,29982000000.0,1791000000.0,85581000000.0,,83070000000.0,21198000000.0,193461000000.0,14410000000.0,4753000000.0,16735000000.0,49655000000.0,29982000000.0,1023000000.0,4190000000.0,279042000000.0,,52145000000.0,717000000.0,2361000000.0,,1632000000.0,1632000000.0,170000000.0,-14378000000.0,-17675000000.0,5928000000.0,,4190000000.0,9214000000.0,32712000000.0,2730000000.0,431986000000.0,184137000000.0,1804000000.0,,70667000000.0,4987000000.0,85581000000.0,65210000000.0,71602000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,,269691000000.0,,,,,,,,,,,,,,,,,,,,,77818000000.0,,,24927000000.0,,,,,,,,,,6247000000.0,,,,,,,,,,,,80932368321.0,,7551000000.0,,,,,0.058024,,,1525000000.0,,,,,,,21422000000.0,,,,,,,,,,,,,,535857000000.0,,,,,,80932368321.0,,18261000000.0,4696000000.0,4722000000.0,,,,,,,,,,,,,,,,,1304000000.0,,265205000000.0,0.058024,,,4696000000.0,,,,0.0,56396000000.0,48845000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,270204000000.0,,,,,,,,,,7588000000.0,,80932000000.0,21370000000.0,19982000000.0,189272000000.0,69163000000.0,0.0,,,,79702000000.0,,,26092000000.0,,,,,,,,,,7259000000.0,431528000000.0,1155000000.0,61285000000.0,,183066000000.0,,,,,,,,0.0,7870000000.0,,,,1388000000.0,,1550000000.0,,1700000000.0,431528000000.0,,,24285000000.0,477657000000.0,,24269000000.0,77455000000.0,,,,,29918000000.0,,,82631000000.0,,,,,538942000000.0,,,,,,,,16707000000.0,5517000000.0,5559000000.0,,0.0,,,,,84791000000.0,,,,,,,33914000000.0,,,1516000000.0,3882000000.0,267857000000.0,,1379000000.0,609000000.0,5517000000.0,,,1673000000.0,727000000.0,55433000000.0,47563000000.0,7301000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
