date,annualOperatingIncome,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualResearchAndDevelopment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,annualTaxProvision,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,trailingOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,trailingCashDividendsPaid,annualBasicEPS,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualInventory,quarterlyEbitda,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDilutedAverageShares
1970-01-01 00:00:01.128038400,,,,-499480.0,1648249770.0,,,,,,,,,5563985860.0,536117550.0,,,53837880.0,,1276707840.0,,,,,,,,,,,,2497725950.0,,,,,,516168990.0,2011479800.0,2924957610.0,0.259747,,,333307190.0,,,,8061711810.0,112146980.0,,,,,,333307190.0,333307190.0,,,,,,0.0,656640100.0,,,,,,,682406990.0,,,,5122623970.0,,2450348120.0,598257140.0,,1792876830.0,,,-424806470.0,,1239168000.0,0.259747,,-11636660.0,620067740.0,638353920.0,1329072810.0,,,,,,,812903820.0,,,,,,516168990.0,,633366780.0,,,,,,3132755110.0,3132755110.0,182030610.0,,1053117730.0,,1617996870.0,,,-126356550.0,,,,,,,628379640.0,-47340.0,-11268020.0,-971661110.0,,,,,,,238503530.0,,,,,,,,831873800.0,-29291420.0,,2024778840.0,,,,,,,,,,-162103200.0,14803620.0,,1239168000.0,5122623970.0,10095260.0,,,,,,275955080.0,,,,,,,,570006870.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,2328962434.51,,-117765203.11,-209878.83,1361248084.91,1087805626.76,,1909156304.93,,383146189.38,1345116698.05,248254157.92,209405766.2,6324288013.11,634567851.14,3270404389.84,,48789561.76,2062507485.92,1909156304.93,1.197578,,1248579308.0,635071407.18,,,5981641685.81,209405766.2,-143378191.27,,-457806834.06,2731574190.94,3211132139.22,,,,,979109874.51,2753301332.6,3270404389.84,,2314597344.17,1495271321.38,619197061.38,-340166588.83,,24281511.29,9055862204.05,590396178.05,1495271321.38,3261378715.94,,2915626172.15,1243409213.0,619197061.38,619197061.38,621271160.23,2179750061.14,,540840501.01,-454012504.92,635071407.18,1379128037.78,5777848892.49,,6921653.38,6324288013.11,,1495271321.38,895834472.15,,,1361248084.91,5777848892.49,5981641685.81,2062507485.92,-888890016.89,9055862204.05,2249317827.9,816432572.42,,-22263274.06,203390901.76,,,,-103025884.27,523106613.77,19360872.61,1857466860.45,,6921653.38,,2249317827.9,,1094133730.21,878356985.94,,,1606679714.5,5590341150.45,2731574190.94,962251214.17,3420537905.42,765661679.19,,765661679.19,,,316217735.68,3420537905.42,3211132139.22,341823082.42,2532353336.27,1094133730.21,-98038744.27,2450348120.0,,24281511.29,-2231736.45,2043258062.23,,,,,,621271160.23,-99505.18,-79026140.1,-949124332.02,,1379128037.78,,1504649916.86,-469055348.99,,592627914.5,-583012096.89,-16052021.72,,,,-261563016.45,-949124332.02,-381387130.94,-262838804.92,,2043258062.23,,,,1.202558,383146189.38,523106613.77,,,,-108468211.27,-6077741.72,,,-117765203.11,219162507.92,,,,430713770.47,,244978966.76,430713770.47,,557857569.06,,,,19360872.61,1027899436.27,-7580215.18,-554466820.1,,,,3855963.77,316217735.68,-199249561.21,8505967322.6,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,,1436342410.0,,,,,,,,,6652055630.0,548631650.0,,,53625650.0,,2246502230.0,,,,,,,,,,-36300440.0,,2866084740.0,,,,,,408379950.0,2040249730.0,3682844640.0,0.227373,,,282153420.0,,,,9518140370.0,842335210.0,,,,,,282153420.0,282153420.0,,,,,,0.0,2246502230.0,,,,,,,775509400.0,,,,5827045630.0,,2410679220.0,-228527770.0,,2141725960.0,,,-61875750.0,,1235616000.0,0.227373,,-13200160.0,,721883750.0,1264740330.0,,,,,,,856360380.0,,,,,,428180190.0,,909161020.0,,,,,,3788445920.0,3788445920.0,146026770.0,,1107163420.0,,2063350010.0,,,-13200160.0,,,,,,,645982830.0,4950060.0,-270603280.0,-927311240.0,,,,,17325210.0,,855535370.0,,,,,,,,348154220.0,-428180190.0,,2034474660.0,,,,,,,,,,509031170.0,4125050.0,,1235616000.0,5827045630.0,146851780.0,,,,,,311028770.0,,,,,,,,462005600.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,,1033814600.0,,,,,,,,,5345940600.0,573645800.0,,,54373150.0,,2313365600.0,,,,,,,,2537189200.0,,,,3203964400.0,,,,,,531385400.0,2196758200.0,3347180200.0,0.337769,,,413995400.0,,,,8549905000.0,-10431410.0,,,,,,413995400.0,413995400.0,,,,,,0.0,2313365600.0,,,,,,,777904400.0,,,,5194898800.0,,2007369000.0,454699170.0,,1972152000.0,,,46223750.0,,1228596000.0,0.337769,,2347800.0,,836599400.0,1418853800.0,1033814600.0,,,,,,887468400.0,,,,,,554080800.0,,1245116600.0,,,,,,2537189200.0,0.0,139302800.0,,1121465800.0,,2410679220.0,,,-118276640.0,,,,,,,640166800.0,-254460.0,-943209320.0,-879642400.0,,,,,813013390.0,,107845230.0,,,,,,,,-406066620.0,-519548410.0,,2001108200.0,,,,,,,,,,-328250570.0,-13516250.0,,1228596000.0,5194898800.0,29233220.0,,,,0.0,,314605200.0,,,,,,,,585758550.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,,,873880.0,2472618480.0,,,,-54010120.0,,,,,5515720000.0,563391400.0,,,49593200.0,,677645600.0,,,,,,,,2792530240.0,,,,3197541680.0,,,,,,582302440.0,2242534160.0,3150264080.0,0.317155,,,387676320.0,,,,8713261680.0,201111760.0,,,,,,387676320.0,387676320.0,,,,,,0.0,677645600.0,,,,,1782365520.0,,764321200.0,,,,5554330040.0,,1998266560.0,-299451680.0,,1947049160.0,,,-759700640.0,,1221708000.0,0.317155,,-7091640.0,,776140600.0,1478212960.0,690252960.0,,,,,,895910520.0,,,,,,597273680.0,,1271767440.0,,,,,,2792530240.0,0.0,208809400.0,,1155149360.0,,2007369000.0,,,-100971400.0,,,,,,,538964640.0,-755800.0,-9889280.0,-885667040.0,,,,,112849520.0,,302083160.0,,,,,,,,-5912360.0,-22250160.0,,2040816400.0,,,,,,,,,,-153202000.0,,,1221708000.0,5554330040.0,13813360.0,,,,0.0,,329367280.0,,,,,,,,631895640.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,2565773981.59,,-337297068.85,-411529.55,2773048415.68,1334712607.95,,584121405.56,1412258.96,609986669.09,1479967084.78,271825833.64,930878991.75,6323595121.03,690838552.87,3357169821.24,,56634239.84,2398547252.45,584121405.56,1.518677,,1232147347.0,367303865.92,,,6594304119.61,930878991.75,-236569002.56,-2007879998.31,-1812394.48,3178414838.75,2398547252.45,,,,,1044223221.59,2926736561.58,3357169821.24,,2674594934.77,1871234412.33,788577372.33,-447184849.55,,24555975.21,9502009959.78,446951524.78,1871234412.33,3657896224.55,405121689.2,3177733675.44,1224094416.0,788577372.33,788577372.33,653756147.32,2380224792.87,,2765112370.62,-1202348711.09,367303865.92,566086868.18,6135385682.72,-163661.04,1613879.7,6323595121.03,,1871234412.33,861919235.44,,,2773048415.68,6135385682.72,6594304119.61,2398547252.45,-60530804.76,9502009959.78,2440001230.04,801550401.03,987510257.73,773540245.52,214226239.84,,,,58661273.58,16420657.68,3976357.12,2064817326.14,405121689.2,1613879.7,,2440001230.04,,1206103065.04,1020594104.55,,,1846673890.98,6223670206.14,3178414838.75,1096311054.77,3329426244.2,262561558.01,,262561558.01,,,0.0,3329426244.2,2398547252.45,308287441.03,2780000221.43,1206103065.04,46053913.58,1998266560.0,,24555975.21,-134258606.2,2183510284.31,,,,,,653756147.32,-1071185.66,-151096317.4,-977407219.27,,566086868.18,,2063915737.02,1821924250.62,,581210130.98,-133811084.76,-2123805.07,,,,-366706806.2,-977407219.27,398456275.43,-232369951.09,,2183510284.31,,,,1.528668,609986669.09,16420657.68,,,,-264147602.56,,,,-337297068.85,81927473.64,,,,1697446845.48,,380493047.95,1697446845.48,,334631515.43,,,987510257.73,3976357.12,1100857461.43,2868614.34,-1374798197.4,,,,4218060.23,0.0,-2055157598.31,9401403881.58,,,,,,,,,,,
1970-01-01 00:00:01.175299200,,,,,3299652480.0,,,,-22456800.0,,,,,6793930560.0,598848000.0,,,56142000.0,,561420000.0,,,,,,,,1167005040.0,,-470844240.0,,3146946240.0,,,,,,432667680.0,2165584080.0,3861072480.0,0.2599,,,309903840.0,,,,9940876800.0,768771120.0,,,,,,309903840.0,309903840.0,,,,,,370537200.0,561420000.0,,,,,,,796467840.0,,,,6070821600.0,,2664125040.0,-336852000.0,,2372186640.0,,1247849520.0,748560.0,,1214076000.0,0.2599,,-748560.0,,,1369116240.0,1460440560.0,,,,,,936448560.0,,,,,,465604320.0,,,,,,,,3831130080.0,2664125040.0,155700480.0,,1233626880.0,,2398386240.0,,,-79347360.0,,,,,,,593608080.0,75604560.0,-241784880.0,-976870800.0,,,,,224568000.0,,848118480.0,,,,,,,,265738800.0,-339097680.0,,2210497680.0,,,,,541208880.0,,,,,504529440.0,-11228400.0,,1214076000.0,6070821600.0,18714000.0,,,,1298003040.0,,339097680.0,,,,,,,,488809680.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,,2941782140.0,,,,33538350.0,,,,,5721773650.0,664893000.0,,,65016280.0,,760194330.0,,,,,,,,879875070.0,,-41123370.0,,3834216300.0,,,,,,576979370.0,2423904370.0,3701976470.0,0.369976,,,449172160.0,,,,9555989950.0,53479890.0,,,,,,449172160.0,449172160.0,,,,,,367168690.0,760194330.0,,,,,,,832593790.0,,,,5853274710.0,,1929667240.0,-215009190.0,,2282799300.0,,1657061110.0,-748560.0,,1208067000.0,0.369976,,-3693850.0,,,1591310580.0,1128101790.0,,,,,,1014331210.0,,,,,,608007710.0,,,,,,,,2809542310.0,1929667240.0,156619240.0,,1270684400.0,,2664125040.0,,,-116426690.0,,,,,,,804520530.0,488750.0,-685371470.0,-976653940.0,,,,,313256560.0,,169906580.0,,,,,,,,-734857750.0,-166959770.0,,2247338340.0,,,,,580673220.0,,,,,-392236400.0,11967170.0,,1208067000.0,5853274710.0,35954980.0,,,,1233007130.0,,353132060.0,,,,,,,,641995650.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,,,-117570.0,2549401260.0,,,,21854640.0,,,,,5385417450.0,633496080.0,,,66648080.0,,729501570.0,,,,,,,6407840880.0,962157210.0,,-208423950.0,,3969862050.0,,,,,,601260660.0,2422561890.0,3278902830.0,0.339874,,,407848140.0,,,,9355279500.0,228903990.0,,,,,,407848140.0,407848140.0,,,,,,437981250.0,729501570.0,,,,,,,836018610.0,,,,6075675900.0,,1609668690.0,-501396120.0,,2158371600.0,,1602660990.0,-659424570.0,,1206193000.0,0.339874,,4204620.0,,,1586543280.0,716887710.0,,,,,,985282620.0,,,,,,632094540.0,,,,,,,0.0,2571825900.0,1609668690.0,222844860.0,,1291519110.0,,1929667240.0,,,-97147810.0,,,,,,,981778770.0,-410150.0,-140817130.0,-903993300.0,,,,,108285380.0,,326051800.0,,,,,,,,-321349610.0,-250073380.0,,2195512410.0,,,,,543096750.0,,,,,-173260030.0,1363540.0,,1206193000.0,-428871240.0,114216590.0,,,,1289416800.0,,357392700.0,,,,,,,,667908740.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,2737307170.0,,-515774240.0,-515060.0,3204384640.0,1460217230.0,,663922160.0,-11674220.0,716048280.0,1539778150.0,200274040.0,598764510.0,6418371460.0,774464360.0,3868306800.0,,73510110.0,1610422760.0,663922160.0,1.594417,,1205766169.0,211933830.0,,,7170084980.0,598764510.0,-296981710.0,-69044810.0,-550753610.0,3964328600.0,1610422760.0,,,,,1125536170.0,3244550660.0,3868306800.0,,2862135510.0,1922493610.0,755010790.0,-556926440.0,,25377190.0,10382700060.0,488623150.0,1937582750.0,4115220000.0,478051390.0,3406030420.0,1205766169.0,770099930.0,755010790.0,670780860.0,2672149520.0,,1041836530.0,-1006857160.0,211933830.0,588476460.0,6513707390.0,21261970.0,2057610.0,6418371460.0,,1922493610.0,939320020.0,,,3204384640.0,6513707390.0,7170084980.0,1610422760.0,-341802270.0,10382700060.0,2899858360.0,922495150.0,1425237860.0,108670960.0,261316470.0,,,,14343670.0,73388090.0,4801090.0,2305230640.0,478051390.0,2057610.0,,2899858360.0,,1318242140.0,1179694470.0,,,1941697970.0,6852527170.0,3964328600.0,1155760560.0,2209187270.0,403977430.0,,403977430.0,,,0.0,2209187270.0,1610422760.0,386406100.0,2998623640.0,1318242140.0,17146750.0,1609668690.0,,25377190.0,-108997960.0,2356649320.0,,,,,,670780860.0,-237460.0,-220776250.0,-1038407180.0,,588476460.0,,2401916740.0,395726590.0,,597621110.0,-1395059580.0,8230440.0,,,,-401919820.0,-1038407180.0,-1025420.0,-250726330.0,,2356649320.0,,,,1.594417,716048280.0,73388090.0,,,,-236014720.0,6128130.0,,,-515774240.0,31388470.0,,,,1937582750.0,,411164540.0,1937582750.0,,-791493980.0,,,1425237860.0,4801090.0,1199046280.0,75445700.0,-1288749730.0,,,,,0.0,-789436370.0,10258557590.0,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,,,,4194883750.0,,,,37358210.0,,,,,6048230880.0,748430580.0,,,141201370.0,,3686432180.0,,,,,,,7396925580.0,179192770.0,,-5065520.0,,8316317460.0,,,,,,359018730.0,2458676770.0,7881315930.0,0.200666,,,241878580.0,,,,14364548340.0,1007405290.0,,,,,,246944100.0,241878580.0,,,,,,484390350.0,3526235110.0,,,,,,,933322060.0,,,,6481966030.0,,2235793890.0,-3210273300.0,,2859486040.0,,4834405650.0,561639530.0,,1196000000.0,0.200666,,-2532760.0,160197070.0,,1525354710.0,1688084540.0,,,,,,1166335980.0,,,,,,355852780.0,,1243585160.0,,,,,0.0,2414986660.0,2235793890.0,108908680.0,,1344262370.0,,1607036220.0,,,-60786240.0,,1899570.0,,,,,702207710.0,27227170.0,2763874350.0,-1036532030.0,,,,,421704540.0,,1068191530.0,,,,,,,,628757670.0,-257708330.0,,2380794400.0,,,,,600897310.0,,,,,710439180.0,-58253480.0,,1196000000.0,-591399460.0,48122440.0,,,,1776097950.0,,416639020.0,,,,,,,,500220100.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,,,,3978552450.0,,,,16655040.0,,,,,5064536500.0,851503000.0,,,123781280.0,,3221096050.0,,,,,,,6966438350.0,305016000.0,,-8914380.0,,8291351600.0,,,,,,549664250.0,2863337700.0,7199648500.0,0.320378,,,382540900.0,,,,13355888100.0,180886210.0,,,,,,382540900.0,382540900.0,,,,,,110568300.0,2994875850.0,,,,,,,1037689850.0,,,,6154333250.0,,1411969900.0,-40688900.0,,2877317600.0,,4886610500.0,-12610730.0,,1194029851.0,0.320378,,15886250.0,226220200.0,,1825647850.0,1397354550.0,,,,,,1275983600.0,,,,,,555383300.0,,1214344950.0,,,,,0.0,1716985900.0,1411969900.0,172842400.0,,1355414850.0,,2235793890.0,,,-111420710.0,,31772500.0,,,,,511537250.0,-7528220.0,-1068493750.0,-962071300.0,,,,,82842760.0,,292306920.0,,,,,,,,-825747170.0,-125468020.0,,2317486150.0,,,,,654513500.0,,,,,-238299830.0,4240230.0,,1194029851.0,-356487450.0,4619910.0,,,,1926684400.0,,421303350.0,,,,,,,,673445530.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,,,1122210.0,3788920340.0,,,,-18549750.0,,,,,4997516420.0,789417510.0,,,146393950.0,,3256967840.0,,,,,,,6874244840.0,110646120.0,,-25739220.0,,8597770940.0,,,,,,613518550.0,2757641760.0,7045888180.0,0.328771,,,387261420.0,,,,13595287360.0,513956500.0,,,,,,408539520.0,387261420.0,,,,,,446130830.0,3083905960.0,,,,,,,963188660.0,,,,6547271370.0,,1484502110.0,-147859640.0,,2641321480.0,,5071280500.0,-449021730.0,,1188000000.0,0.328771,,12057590.0,173061880.0,,1794453100.0,1039789820.0,,,,,,1180934550.0,,,,,,601460960.0,,1200794110.0,,,,,0.0,1595148230.0,1484502110.0,191502900.0,,1386622850.0,,1411969900.0,,,-71781930.0,,19150290.0,,,,,768139410.0,-27500920.0,-355569570.0,-1073834780.0,,,,,16056880.0,,585738430.0,,,,,,,,74995060.0,-103382870.0,,2460457630.0,,,,,571671620.0,,,,,59103880.0,-17623020.0,,1188000000.0,-533371040.0,39462750.0,,,,2144832480.0,,397900470.0,,,,,,,,759912500.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,2839598020.0,,-660154460.0,-408190.0,5832920800.0,1630631800.0,,1129230480.0,106767820.0,538036660.0,1818836880.0,97694240.0,382156880.0,5781200320.0,776148400.0,6962151280.0,,136716820.0,1276490180.0,1129230480.0,1.567687,,1191000000.0,225558760.0,,,7707788200.0,382156880.0,-356296640.0,-356086220.0,550248440.0,8413916420.0,1276490180.0,,,,,1275657670.0,3493044920.0,6962151280.0,,2752678880.0,1867684000.0,830731260.0,-594067180.0,,2573812220.0,14195116740.0,116588880.0,1926587880.0,4781989380.0,610589000.0,3941531580.0,1190000000.0,860555070.0,830731260.0,686733040.0,3162132680.0,,594785520.0,-487034520.0,225558760.0,935997020.0,7230810440.0,142231320.0,35917000.0,5781200320.0,,1867684000.0,1047709980.0,,,5832920800.0,7230810440.0,7707788200.0,1276490180.0,-369589800.0,14195116740.0,3127652360.0,824654320.0,5008266480.0,450241370.0,548093420.0,,,,-58468520.0,157316460.0,9338420.0,2445334940.0,610589000.0,35917000.0,,3127652360.0,,1405073040.0,1169677270.0,,,2157893360.0,7621587400.0,8413916420.0,1197249770.0,1658647060.0,1127075460.0,,1127075460.0,,,0.0,1658647060.0,1276490180.0,335967290.0,3387691440.0,1405073040.0,-24423560.0,1484502110.0,,2573812220.0,-95067600.0,2503414900.0,89509520.0,,,,,686733040.0,-15184910.0,-59010810.0,-1098341860.0,,935997020.0,,1607644920.0,74181340.0,,211656480.0,-3768411640.0,-66805620.0,,,,-339056480.0,-1098341860.0,-209160300.0,-475300.0,,2503414900.0,,,,1.567687,538036660.0,157316460.0,,,,-887539870.0,4830650.0,,,-660154460.0,5489140.0,,,,2062354140.0,,395792730.0,2062354140.0,,-331154740.0,,,5008266480.0,9338420.0,1412374490.0,-22986880.0,1280800220.0,,,,123554480.0,0.0,-395805340.0,11563118980.0,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,,,,6900000000.0,,,,96000000.0,,,,,6833000000.0,652000000.0,,,128000000.0,,909000000.0,,,,,,,7638000000.0,1083000000.0,,-548000000.0,,8384000000.0,,,,,,473000000.0,2397000000.0,7809000000.0,0.16,,,196000000.0,,,,15217000000.0,1335000000.0,,,,,,196000000.0,196000000.0,,,,,,79000000.0,51000000.0,,,,,,,907000000.0,,,,7406000000.0,,2020000000.0,-588000000.0,,3250000000.0,,5014000000.0,3000000.0,,1187000000.0,0.17,,-168000000.0,212000000.0,,1490000000.0,2082000000.0,2000000.0,256000000.0,,,,1017000000.0,,,,,,287000000.0,,1080000000.0,-3000000.0,,,,0.0,3103000000.0,2020000000.0,91000000.0,,1402000000.0,,1277000000.0,,,-50000000.0,,24000000.0,,,-181000000.0,,42000000.0,0.0,13000000.0,,,,,,4000000.0,315000000.0,1385000000.0,,,,,,,,743000000.0,0.0,,,358000000.0,,,,520000000.0,,,,,1039000000.0,-73000000.0,,1188000000.0,-423000000.0,13000000.0,,,,3617000000.0,,365000000.0,,,,-2000000.0,,,,439000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,,,,,,14000000.0,,,,,,684000000.0,,,125000000.0,,,,,,,,,,,,-25000000.0,,,,,,,,658000000.0,2576000000.0,,0.36,,,425000000.0,,,,,382000000.0,,,,,,426000000.0,425000000.0,,,,,,,,,,,,,,867000000.0,,,,,,2717000000.0,106000000.0,,,,,10000000.0,,1188000000.0,0.36,,-39000000.0,,,1709000000.0,,,,,,,1051000000.0,,,,,,596000000.0,,,-46000000.0,,,,,,,170000000.0,,,,2020000000.0,,,-56000000.0,,31000000.0,,,,,,-590000000.0,108000000.0,,,,,,229000000.0,,438000000.0,,,,,,,,694000000.0,0.0,,,,,,,,,,,,-211000000.0,,,1189000000.0,,1000000.0,,,,,,373000000.0,,,,,,,,752000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,0.0,4804000000.0,,,,-8000000.0,,,,,6033000000.0,651000000.0,,,120000000.0,,1738000000.0,,,,,,,8176000000.0,625000000.0,,-3000000.0,,8341000000.0,,,,,,627000000.0,2508000000.0,6542000000.0,0.37,,,435000000.0,,,,14374000000.0,490000000.0,,,,,,436000000.0,435000000.0,,,,,,568000000.0,99000000.0,,,,,,,848000000.0,,,,7812000000.0,,2414000000.0,18000000.0,,2097000000.0,,5019000000.0,-10000000.0,,1188000000.0,0.37,,-62000000.0,151000000.0,,1660000000.0,1050000000.0,0.0,101000000.0,,,,1033000000.0,,,,,,552000000.0,,944000000.0,-16000000.0,,-902000000.0,,0.0,3039000000.0,2414000000.0,116000000.0,,1372000000.0,,2717000000.0,,,-63000000.0,,,,,,,668000000.0,693000000.0,-892000000.0,,,,,,91000000.0,264000000.0,553000000.0,,,,,,,,-300000000.0,0.0,,,253000000.0,,,,521000000.0,,,,,51000000.0,,,1188000000.0,-580000000.0,14000000.0,,,,2613000000.0,,381000000.0,,,,,,,,747000000.0,,,,,,,,,,,,,,,,,,,,
