date,annualSaleOfInvestment,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyLongTermDebt,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyOperatingExpense,annualOtherIncomeExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyCashAndCashEquivalents,annualEbitda,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,quarterlyChangeInAccountPayable,annualTotalRevenue,quarterlyGrossProfit,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,trailingNetIncome,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingTaxProvision,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualInventory,trailingBeginningCashPosition,annualCurrentAccruedExpenses,annualGoodwill,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyBasicEPS,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyDilutedEPS,trailingChangesInAccountReceivables,trailingOtherNonCashItems,quarterlyBasicAverageShares,annualBasicAverageShares,trailingPurchaseOfInvestment,trailingEndCashPosition,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,annualBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualDilutedEPS,quarterlyGoodwill
1970-01-01 00:00:00.757296000,,14700000.0,-119800000.0,9000000.0,9500000.0,336200000.0,,41800000.0,,-7000000.0,300000.0,190900000.0,-92800000.0,7300000.0,,,,652800000.0,109400000.0,19900000.0,190900000.0,7300000.0,,,,,-17700000.0,,,,,550800000.0,,-10300000.0,183100000.0,54900000.0,,1600000.0,,,,,,,,190100000.0,170200000.0,,,,,100000000.0,,,,,3700000.0,,-35900000.0,312900000.0,,9000000.0,,,652800000.0,87900000.0,,,,,-123500000.0,,-63400000.0,,7900000.0,,,,,1800000.0,,47100000.0,,,,,,,,,44500000.0,146300000.0,,0.0,-50600000.0,,,,34600000.0,,336200000.0,47100000.0,-198100000.0,,,106800000.0,,,,,,-68600000.0,,,-21500000.0,312900000.0,2000000.0,,-12400000.0,,,6800000.0,,,550800000.0,-92800000.0,,-50600000.0,29400000.0,,-36900000.0,8700000.0,77600000.0,,35200000.0,,100000000.0,,34600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.765072000,,12400000.0,,9400000.0,10200000.0,,,-32700000.0,,,200000.0,,,,,,,,,,68700000.0,,,,,,-14500000.0,,,,,,,-11500000.0,,,,,,,53100000.0,,,,,,,,,,,250000000.0,,,4600000.0,,,,-49300000.0,347200000.0,,9400000.0,,,681600000.0,28100000.0,,,,,,,,,,,,,,,,45900000.0,,,,,,,,,,,,,-61700000.0,,,,,,334400000.0,45900000.0,,,,,,,,,,,,,2200000.0,,2100000.0,,-122100000.0,,,,,,607700000.0,-94900000.0,,-61700000.0,31400000.0,,,,16600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.772934400,,11400000.0,,10100000.0,10100000.0,,,-10700000.0,,,300000.0,,,,,,,,,,68600000.0,,,,,,-15200000.0,,,,,,,-11400000.0,,,,,,,,,,,,,,,,,,250000000.0,,,4800000.0,,,,700000.0,348400000.0,,10100000.0,,,681800000.0,0.0,,,,,,,,,,,,,,,,47500000.0,,,,,,,,,,,,,-10700000.0,,,,,,333400000.0,47500000.0,,,,,,,,,,,,,1300000.0,,2200000.0,,-200000.0,,,,,,613800000.0,-96300000.0,,-10700000.0,32300000.0,,,,-11400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.780883200,,17900000.0,,10300000.0,10300000.0,,,2200000.0,,,100000.0,,,,,,,,,,68000000.0,,,,,,-14900000.0,,,,,,,-11500000.0,,,,,,,,,,,,,,,,,,275000000.0,,,5300000.0,,,,-10900000.0,376200000.0,,10300000.0,,,708500000.0,0.0,,,,,,,,,,,,,,,,47600000.0,,,,,,,,,,,,,-28800000.0,,,,,,332300000.0,47600000.0,,,,,,,,,,,,,7600000.0,,2200000.0,,-500000.0,,,,,,637300000.0,-97500000.0,,-28800000.0,32700000.0,,,,13100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.788832000,,21200000.0,-142200000.0,10500000.0,10500000.0,320700000.0,,-1000000.0,,2000000.0,200000.0,67800000.0,-109300000.0,7500000.0,,,,736700000.0,37000000.0,23400000.0,67800000.0,7500000.0,,,,,-35900000.0,,,,,664100000.0,,-11500000.0,800000.0,62900000.0,,5100000.0,,,,,,,,234200000.0,210800000.0,,,,,305200000.0,,,,,-8500000.0,,-11300000.0,411300000.0,,10500000.0,,,736700000.0,30200000.0,,,,,-133700000.0,,-80500000.0,,8500000.0,,,,,-6900000.0,,69800000.0,,,,,,,,,-42200000.0,82900000.0,,,-41000000.0,,,,40300000.0,,320700000.0,69800000.0,-123100000.0,,,130300000.0,,,,,,-70800000.0,,,-9100000.0,411300000.0,2000000.0,,-300000.0,,,-3600000.0,,,664100000.0,-109300000.0,,-32500000.0,33900000.0,,-45900000.0,53100000.0,18700000.0,,41100000.0,,305200000.0,,40300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.796608000,,15300000.0,,12000000.0,12000000.0,,,5900000.0,,,69800000.0,,,,,,,,,,73000000.0,,,,,,-15400000.0,,,,,,,-12300000.0,,,,,,,10900000.0,,,,,,,,,,,271000000.0,,,6200000.0,-900000.0,,,1500000.0,390300000.0,,12000000.0,,,788600000.0,14400000.0,,,,,,,,,,,,,,,,51200000.0,,,,,,,,,,,,3200000.0,-11500000.0,,,,,,398300000.0,51200000.0,,,,,,,,,,,,,3300000.0,,2100000.0,,-55400000.0,,,,,,704200000.0,-110900000.0,,-13800000.0,35800000.0,,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.804470400,,18600000.0,,12900000.0,12900000.0,,,-5000000.0,,,1200000.0,,,,,,,,,,69400000.0,,,,,,-16000000.0,,,,,,,-13500000.0,,,,,,,,,,,,,,,,,,286300000.0,,,6400000.0,-200000.0,,,-12600000.0,400700000.0,,12900000.0,,,799600000.0,12800000.0,,,,,,,,,,,,,,,,53500000.0,,,,,,,,,,,,8600000.0,-22800000.0,,,,,,398900000.0,53500000.0,,,,,,,,,,,,,5700000.0,,2200000.0,,11600000.0,,,,,,730000000.0,-111600000.0,,-31200000.0,37500000.0,,,,-700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.812419200,,21400000.0,,13900000.0,13900000.0,,,1300000.0,,,49200000.0,,,,,,,,,,69100000.0,,,,,,-15900000.0,,,,,,,-13600000.0,,,,,,,,,,,,,,,,,,280300000.0,,,6400000.0,-23100000.0,,,-5100000.0,400900000.0,,13900000.0,,,848600000.0,43000000.0,,,,,,,,,,,,,,,,54400000.0,,,,,,,,,,,,0.0,-49600000.0,,,,,,447700000.0,54400000.0,,,,,,,,,,,,,7500000.0,,2200000.0,,-6300000.0,,,,,,750900000.0,-112000000.0,,-26500000.0,38500000.0,,,,29400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.820368000,,18900000.0,-127300000.0,13100000.0,13100000.0,447200000.0,,3000000.0,,-4500000.0,2100000.0,389300000.0,-114700000.0,,,,,884200000.0,58200000.0,26200000.0,389300000.0,,-2500000.0,,,,-16000000.0,,,,,776300000.0,,-14500000.0,122300000.0,74200000.0,,1200000.0,,,,,,16100000.0,,239300000.0,213100000.0,,,,,,,,6600000.0,21700000.0,-19700000.0,,-14700000.0,432700000.0,,5500000.0,,,884200000.0,41900000.0,,,,,-105100000.0,,-63300000.0,,8800000.0,,,,,-900000.0,,54200000.0,,,,,,,,,5200000.0,112100000.0,,-31500000.0,-43400000.0,,,,44300000.0,,447200000.0,54200000.0,-30300000.0,25600000.0,,149800000.0,,,,,,-30900000.0,,,-21000000.0,432700000.0,2300000.0,,19800000.0,,,600000.0,,,776300000.0,-114700000.0,,-33600000.0,38200000.0,,-53900000.0,10900000.0,27400000.0,,51900000.0,,,,51900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.828230400,,27100000.0,,15900000.0,15900000.0,,,-300000.0,,,56900000.0,,,,,,,,,,388800000.0,,,,900000.0,,-18500000.0,,,,,,,-15700000.0,,,,,,,16200000.0,,,,,,,,,,,,,,6900000.0,,,,-41200000.0,441500000.0,,15900000.0,,,945000000.0,56500000.0,,,,,,,,,,,,,,,,62200000.0,,,,,,,,,,,,,-68300000.0,,,,,,503500000.0,62200000.0,,,,,,,,,,,,,11200000.0,,2400000.0,,-400000.0,,,,,,838500000.0,-115300000.0,,-68300000.0,43700000.0,,,,40800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.836092800,,28600000.0,,18400000.0,18400000.0,,,79200000.0,,,98300000.0,,,,,,,,,,373500000.0,,,,900000.0,,-18000000.0,,,,,,,-16500000.0,,,,,,,,,,,,,,,,,,,,,6700000.0,,,,15300000.0,429100000.0,,18400000.0,,,1030800000.0,82900000.0,,,,,,,,,,,,,,,,63600000.0,,,,,,,,,,,,,-15700000.0,,,,,,601700000.0,63600000.0,,,,,,,,,,,,,10100000.0,,2500000.0,,-15400000.0,,,,,,846200000.0,-115300000.0,,-13300000.0,45600000.0,,,,66400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
