date,annualSaleOfInvestment,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyLongTermDebt,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyOperatingExpense,annualOtherIncomeExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyCashAndCashEquivalents,annualEbitda,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,quarterlyChangeInAccountPayable,annualTotalRevenue,quarterlyGrossProfit,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,trailingNetIncome,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingTaxProvision,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualInventory,trailingBeginningCashPosition,annualCurrentAccruedExpenses,annualGoodwill,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyBasicEPS,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyDilutedEPS,trailingChangesInAccountReceivables,trailingOtherNonCashItems,quarterlyBasicAverageShares,annualBasicAverageShares,trailingPurchaseOfInvestment,trailingEndCashPosition,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,annualBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualDilutedEPS,quarterlyGoodwill
1970-01-01 00:00:00.680918400,,5600000.0,,2100000.0,2100000.0,,,600000.0,,,,,,7100000.0,,,,,,,360700000.0,,,,,,-17700000.0,,833244000.0,,,,,,,,,,,4000000.0,3600000.0,,6600000.0,,0.0,,,1158884000.0,-100000.0,,312006000.0,36400000.0,,,,,,,4600000.0,433600000.0,,2100000.0,447112000.0,,387500000.0,,42289000.0,,,,,108253000.0,,800000.0,,,,,413561000.0,,,39200000.0,177395000.0,,4000000.0,386132000.0,,,,,,,,13000000.0,12800000.0,,339988000.0,,,,-48300000.0,43200000.0,,,2100000.0,,,,,,,,,,-4500000.0,,1700000.0,325640000.0,-8400000.0,,6600000.0,,,,342200000.0,-95900000.0,410605000.0,-1000000.0,21500000.0,-3317000.0,,,-11600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.688867200,,1500000.0,,-2500000.0,-2500000.0,,,-1300000.0,,,,,,,,,,,,,358700000.0,,,,,,-17400000.0,,,,,,,,,,,,,,,,,,,,,,,,,35900000.0,,,,,,,-1200000.0,436700000.0,,-2500000.0,,,386300000.0,,,,,,,,,500000.0,,,,,,,,33800000.0,,,,,,,,,,,,-200000.0,-2400000.0,,,,,,-50400000.0,33800000.0,,,,,,,,,,,,,12000000.0,,1500000.0,,-1200000.0,,,,,,341400000.0,-99500000.0,,-2700000.0,16400000.0,,,,-1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.694137600,1300000.0,,2900000.0,,,95500000.0,,,,2900000.0,,266600000.0,-86800000.0,,,,,408500000.0,-2000000.0,10700000.0,,11500000.0,,,,,,,,5200000.0,5200000.0,358800000.0,,,115800000.0,6900000.0,,-1900000.0,,,,,,,,107100000.0,96400000.0,,,,,,,0.0,,,12900000.0,,,,,,,,,,,,,,-11300000.0,,-46500000.0,,4200000.0,,,,,-1500000.0,,,,,,,,,,,1500000.0,,,,,,,,-2200000.0,,,,-104300000.0,,,49900000.0,,,,,,-4400000.0,,,,311200000.0,,,,,,-6800000.0,,,,,,,,,,3600000.0,,,-900000.0,,25200000.0,,-2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.702000000,,9800000.0,,4000000.0,4000000.0,,,1700000.0,,,,,,,,,,,,,256300000.0,,,,,,-14500000.0,,,,,,,-2200000.0,,,,,,,5000000.0,,,,,,,,,,,29900000.0,,,,,,,8800000.0,307300000.0,,4000000.0,,,405100000.0,-4800000.0,,,,,,,,,,,,,,,,34600000.0,,,,,,,,,,,,,-1000000.0,,,,,,97800000.0,34600000.0,,,,,,,,,,,,,5800000.0,,1600000.0,,-9600000.0,,,,,,356600000.0,-85000000.0,,-1000000.0,20100000.0,,,,-7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.709862400,,8100000.0,,4300000.0,4300000.0,,,-300000.0,,,,,,,,,,,,,256300000.0,,,,,,-14200000.0,,,,,,,-6100000.0,,,,,,,,,,,,,,,,,,29300000.0,,,,,,,7100000.0,307500000.0,,4300000.0,,,461000000.0,-1400000.0,,,,,,,,,,,,,,,,34300000.0,,,,,,,,,,,,,-1000000.0,,,,,,153500000.0,34300000.0,,,,,,,,,,,,,3800000.0,,1600000.0,,-600000.0,,,,,,365100000.0,-86700000.0,,-1000000.0,20100000.0,,,,-7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.717811200,,8400000.0,,5300000.0,5300000.0,,,2100000.0,,,,,,,,,,,,,253400000.0,,,,,,-13600000.0,,,,,,,-7200000.0,,,,,,,,,,,,,,,,,,,,,,,,,-8900000.0,275600000.0,,5300000.0,,,430000000.0,-400000.0,,,,,,,,,,,,,,,,34300000.0,,,,,,,,,,,,,-17300000.0,,,,,,154400000.0,34300000.0,,,,,,,,,,,,,3100000.0,,1800000.0,,-2800000.0,,,,,,378700000.0,-88700000.0,,-17300000.0,20700000.0,,,,10900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.725760000,,300000.0,-21600000.0,5400000.0,5400000.0,154800000.0,,100000.0,,-2000000.0,2300000.0,258000000.0,-90500000.0,11900000.0,,,,453300000.0,-1300000.0,16800000.0,258000000.0,11900000.0,,,,,-14400000.0,,,5200000.0,5200000.0,395000000.0,,-7200000.0,52600000.0,26600000.0,,-2100000.0,,,,,5200000.0,,0.0,156100000.0,139300000.0,,,,,20000000.0,,0.0,,,,,-2000000.0,296500000.0,,5400000.0,,,453300000.0,600000.0,,,,,-21600000.0,,-56700000.0,,6900000.0,,,,,-1500000.0,,36000000.0,,,,,,,,,3600000.0,100000.0,,,-2300000.0,,,,19000000.0,,154800000.0,36000000.0,-17600000.0,,,82600000.0,,,,,,5000000.0,,,-14700000.0,296500000.0,1900000.0,,-4600000.0,,5200000.0,-7200000.0,,,395000000.0,-90500000.0,,-2300000.0,21600000.0,,-22700000.0,5000000.0,2300000.0,,19000000.0,,20000000.0,,19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.733536000,,11000000.0,,7200000.0,7000000.0,,,-4500000.0,,,100000.0,,,,,,,,,,244100000.0,,,,,,-14900000.0,,,,,,,-7800000.0,,,,,,,8700000.0,,,,,,,,,,,53000000.0,,,,,,,3900000.0,319600000.0,,7200000.0,,,474500000.0,-4300000.0,,,,,,,,,,,,,,,,38700000.0,,,,,,,,,,,,3700000.0,-3400000.0,,,,,,154900000.0,38700000.0,,,,,,,,,,,,,4000000.0,,1900000.0,,-30000000.0,,,,,,422800000.0,-91100000.0,,-7100000.0,23800000.0,,,,-12100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.741398400,,18400000.0,,10200000.0,10200000.0,,,3900000.0,,,110500000.0,,,,,,,,,,240000000.0,,,,,,-15300000.0,,,,,,,-9400000.0,,,,,,,,,,,,,,,,,,,,,,,,,-40000000.0,264700000.0,,10200000.0,,,530900000.0,53400000.0,,,,,,,,,,,,,,,,42800000.0,,,,,,,,,,,,-100000.0,-58500000.0,,,,,,266200000.0,42800000.0,,,,,,,,,,,,,8300000.0,,2000000.0,,-68500000.0,,,,,,477000000.0,-90300000.0,,-58400000.0,27500000.0,,,,44000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.749347200,,10800000.0,,8200000.0,8600000.0,,,3300000.0,,,72200000.0,,,,,,,,,,199900000.0,,,,,,-15500000.0,,,,,,,-9400000.0,,,,,,,,,,,,,,,,,,,,,,,,,3400000.0,224600000.0,,8200000.0,,,561900000.0,9300000.0,,,,,,,,,,,,,,,,41500000.0,,,,,,,,,,,,100000.0,-7300000.0,,,,,,337300000.0,41500000.0,,,,,,,,,,,,,2200000.0,,2000000.0,,-87200000.0,,,,,,503200000.0,-91500000.0,,-7400000.0,26000000.0,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
