,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyOperatingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyDilutedEPS,annualCapitalExpenditure,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,annualAccountsPayable,annualOperatingIncome,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualDilutedEPS,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,annualBasicAverageShares,trailingTaxProvision,trailingNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualCurrentAssets,annualOtherNonCurrentAssets,annualLongTermDebt,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualTaxProvision,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1246320000,,,,,15708000000.0,5302000000.0,,67763000000.0,,,,1572000000.0,,66496000000.0,,17702000000.0,17702000000.0,,,,,,13052000000.0,1316000000.0,,15816000000.0,,,,,,,,,,,1.400135,,,,,,,,,,,5456446.0,,31243000000.0,,,,,6618000000.0,,,,,,,,,,,,,,,,,,46366000000.0,15708000000.0,,,,44641000000.0,,,,49278000000.0,,,,,,,48179000000.0,,,,150075000000.0,6787000000.0,,,,93919000000.0,,,,2505000000.0,,196441000000.0,,,,,,,,3730000000.0,2505000000.0,,0.0,,,,10516000000.0,,,,,,,,,,,,,,102522000000.0,,,8911000000.0,,25684000000.0,,346000000.0,,22495000000.0,-285000000.0,13400000000.0,,,35637000000.0,5456446.0,1.400135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,16235000000.0,5513000000.0,,70718000000.0,,,,1770000000.0,,68578000000.0,,16801000000.0,16801000000.0,,,,,,8552000000.0,1253000000.0,,16366000000.0,,,,,,,,,,,1.409078,,,,,,,,,,,1789113135.0,,34015000000.0,,,,,6766000000.0,,,,,,,,,,,,,,,,,,45728000000.0,16235000000.0,,,,42787000000.0,,,,48525000000.0,,,,,,,50647000000.0,,,,155662000000.0,7219000000.0,,,,91312000000.0,,,,2521000000.0,,201390000000.0,,,,,,,,3743000000.0,2521000000.0,,0.0,,,,11495000000.0,,,,,,,,,,,,,,110078000000.0,,,9559000000.0,,27193000000.0,,220000000.0,,23454000000.0,-599000000.0,13654000000.0,,,33753000000.0,1789113135.0,1.409078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,,30907000000.0,161711000000.0,17105000000.0,5804000000.0,90838000000.0,68539000000.0,68539000000.0,17636000000.0,-18245000000.0,-321000000.0,14858000000.0,70501000000.0,33276000000.0,17636000000.0,15523000000.0,8946000000.0,70501000000.0,0.0,-3390000000.0,130281000000.0,8853000000.0,1143000000.0,-2496000000.0,12212000000.0,3127000000.0,-59780000000.0,-717000000.0,-1598000000.0,10359000000.0,9110000000.0,17873000000.0,,,-15834000000.0,,-10201000000.0,18990000000.0,972000000.0,130281000000.0,7607000000.0,-1432000000.0,-953000000.0,,-59780000000.0,,,4382000000.0,3607000000.0,1998000000.0,24.5,,3607000000.0,6947000000.0,7362000000.0,4937000000.0,-33000000.0,,-7711000000.0,5197000000.0,-2001000000.0,-21198000000.0,0.0,197033000000.0,7607000000.0,27012000000.0,,,49495000000.0,3115000000.0,,49380000000.0,17105000000.0,2113000000.0,20706000000.0,,45767000000.0,95262000000.0,15523000000.0,,49495000000.0,,-1556000000.0,2113000000.0,43835000000.0,24.5,635000000.0,54116000000.0,-4540000000.0,15523000000.0,1940000000.0,161711000000.0,8186000000.0,357822000.0,,,95262000000.0,8853000000.0,9908000000.0,,4085000000.0,2344000000.0,211091000000.0,-2255000000.0,63826000000.0,15082000000.0,,1998000000.0,106195000000.0,7672000000.0,6125000000.0,4085000000.0,,635000000.0,,81637000000.0,63826000000.0,10359000000.0,9052000000.0,49380000000.0,12212000000.0,34810000000.0,357822000.0,9089000000.0,9908000000.0,4937000000.0,,45767000000.0,170000000.0,43835000000.0,15523000000.0,81637000000.0,-13833000000.0,-11893000000.0,8576000000.0,211091000000.0,28825000000.0,3908000000.0,170000000.0,2344000000.0,25291000000.0,-1426000000.0,14858000000.0,972000000.0,8576000000.0,34810000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,15176000000.0,4230000000.0,,69755000000.0,,,,1138000000.0,,66196000000.0,,21622000000.0,21622000000.0,7841000000.0,,,,,6403000000.0,1140000000.0,,19833000000.0,-265000000.0,,,3793000000.0,,,3113000000.0,,,,1.111165,,,,,,-1239000000.0,,,,,1789113135.0,5949000000.0,30408000000.0,,,,,5370000000.0,,,,,,,,,,,,,4352000000.0,,,,,51310000000.0,15176000000.0,,,,37070000000.0,,,,54749000000.0,,,,,,,46132000000.0,,,-957000000.0,155784000000.0,5272000000.0,,,,91819000000.0,,,,1988000000.0,,207094000000.0,,,,,,,3113000000.0,3092000000.0,1988000000.0,,5580000000.0,,,,11595000000.0,,,,,,,,,,,,,13183000000.0,115275000000.0,0.0,-957000000.0,9921000000.0,,25684000000.0,,259000000.0,,20448000000.0,-63000000.0,14187000000.0,,,39752000000.0,1789113135.0,1.111165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,12210000000.0,5025000000.0,,51786000000.0,,,,1230000000.0,,39203000000.0,,22828000000.0,22828000000.0,13183000000.0,,,,,2798000000.0,729000000.0,,8880000000.0,-664000000.0,,,-6744000000.0,,,3686000000.0,,,,16.329878,,,,,,-1378000000.0,,,,,1789113135.0,-4839000000.0,25078000000.0,,,,,5754000000.0,,,,,,,,,,,,,5064000000.0,,,,,42952000000.0,12210000000.0,,,,28034000000.0,,,,39346000000.0,,,,,,,41899000000.0,,,-1781000000.0,162507000000.0,5331000000.0,,,,67380000000.0,,,,29216000000.0,,205459000000.0,,,,,,,3686000000.0,3795000000.0,29216000000.0,,4692000000.0,,,,16983000000.0,,,,,,,,,,,,,9382000000.0,138079000000.0,0.0,-1781000000.0,5588000000.0,,24358000000.0,,158000000.0,62638000000.0,17541000000.0,195000000.0,9844000000.0,,,20522000000.0,1789113135.0,16.329878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,12446000000.0,7207000000.0,,52399000000.0,,,,2150000000.0,,41320000000.0,,25842000000.0,25842000000.0,9382000000.0,,,,,3763000000.0,784000000.0,,8264000000.0,-600000000.0,,,851000000.0,,,3502000000.0,,,,2.202208,,,,,,-1565000000.0,,,,,1789113135.0,1848000000.0,25369000000.0,,,,,7991000000.0,,,,,,,,,,,,,5067000000.0,,,,,46334000000.0,12446000000.0,,,0.0,29254000000.0,,,,41972000000.0,,,,,,,42782000000.0,,,-2505000000.0,175609000000.0,5567000000.0,,,,71226000000.0,,,,3940000000.0,,221943000000.0,,,,,,,3502000000.0,5057000000.0,3940000000.0,,4332000000.0,,,,19227000000.0,,,,,,,,,,,,,11235000000.0,150717000000.0,0.0,-2505000000.0,6200000000.0,,24769000000.0,,122000000.0,73626000000.0,18013000000.0,2270000000.0,9960000000.0,,,20882000000.0,1789113135.0,2.202208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,,18929000000.0,172118000000.0,12464000000.0,7589000000.0,70970000000.0,52340000000.0,52340000000.0,27163000000.0,,1127000000.0,11447000000.0,45117000000.0,32399000000.0,27163000000.0,27097000000.0,11235000000.0,45117000000.0,0.0,3264000000.0,75007000000.0,3303000000.0,1002000000.0,-1340000000.0,4443000000.0,1384000000.0,-29890000000.0,0.0,-8396000000.0,5396000000.0,14508000000.0,8628000000.0,,,6174000000.0,,-9278000000.0,23632000000.0,10567000000.0,75007000000.0,5375000000.0,1455000000.0,-1431000000.0,,-29890000000.0,,,10637000000.0,2035000000.0,146000000.0,22.497739,,2035000000.0,8591000000.0,13595000000.0,,-145000000.0,,-10496000000.0,3265000000.0,-66000000.0,-12536000000.0,0.0,169702000000.0,5375000000.0,22529000000.0,-11801000000.0,,40049000000.0,823000000.0,,51460000000.0,12464000000.0,66000000.0,9651000000.0,-1201000000.0,30516000000.0,70565000000.0,27097000000.0,,40049000000.0,,-2727000000.0,66000000.0,51045000000.0,22.497739,405000000.0,46052000000.0,11382000000.0,27097000000.0,5177000000.0,172118000000.0,7165000000.0,1789113135.0,,,70565000000.0,3303000000.0,40251000000.0,,5057000000.0,68793000000.0,223578000000.0,-3813000000.0,48441000000.0,44584000000.0,,146000000.0,98732000000.0,-650000000.0,33085000000.0,5057000000.0,1108000000.0,405000000.0,,117348000000.0,48441000000.0,5396000000.0,2682000000.0,51460000000.0,4443000000.0,22203000000.0,1789113135.0,5502000000.0,40251000000.0,,,30516000000.0,165000000.0,51045000000.0,27097000000.0,117348000000.0,5132000000.0,11417000000.0,7702000000.0,223578000000.0,26423000000.0,5671000000.0,165000000.0,68793000000.0,19629000000.0,2982000000.0,11447000000.0,10567000000.0,7702000000.0,22203000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,12585000000.0,4520000000.0,,52193000000.0,,,-47000000.0,1172000000.0,,41657000000.0,,27511000000.0,27511000000.0,12534000000.0,,,,,6745000000.0,637000000.0,,9053000000.0,-422000000.0,,,-469000000.0,,,3152000000.0,,,,1.225188,,,,,,-1813000000.0,,,,,1789113135.0,1265000000.0,32193000000.0,,,,,5157000000.0,,,,,,,,,,,,,1469000000.0,,,,,50925000000.0,12585000000.0,,,,39058000000.0,,,,36480000000.0,,,,,,,42892000000.0,,,,175826000000.0,4772000000.0,,,,75538000000.0,,,,2192000000.0,,226751000000.0,,,,,,,3152000000.0,3348000000.0,2192000000.0,,5894000000.0,,,,16822000000.0,,,,,,,,,,,,,13488000000.0,151213000000.0,-1418000000.0,-1418000000.0,6717000000.0,,25535000000.0,,120000000.0,72923000000.0,17357000000.0,185000000.0,10803000000.0,,,17766000000.0,1789113135.0,1.225188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,13815000000.0,5879000000.0,,52778000000.0,,,5065000000.0,1813000000.0,,43198000000.0,,31176000000.0,31176000000.0,13488000000.0,,,,,5581000000.0,689000000.0,,9583000000.0,-334000000.0,,,364000000.0,,,4949000000.0,,,,71.0,,,,,,-605000000.0,,,,,1789113135.0,3242000000.0,29465000000.0,,,,,6568000000.0,,,,,,,,,,,,,9050000000.0,,,,,54606000000.0,13815000000.0,,,,35248000000.0,,,,41180000000.0,,,,,,,48392000000.0,,,,176671000000.0,6277000000.0,,,,76428000000.0,,,,2747000000.0,,231277000000.0,,,,,,,4949000000.0,4066000000.0,2747000000.0,,5524000000.0,,,,16730000000.0,,,,,,,,,,,,,16723000000.0,154849000000.0,,-2071000000.0,6690000000.0,,28300000000.0,,202000000.0,71112000000.0,20092000000.0,36000000.0,11216000000.0,,,22485000000.0,1789113135.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,14764000000.0,8012000000.0,,54043000000.0,,,-789000000.0,2116000000.0,,45304000000.0,,35386000000.0,35386000000.0,16723000000.0,,,,,4900000000.0,802000000.0,,10103000000.0,-605000000.0,,,-1395000000.0,,,4682000000.0,,,,2.36933,,,,,,-1448000000.0,,,,,1789113135.0,1215000000.0,31162000000.0,,,,,8814000000.0,,,,,,,,,,,,,6130000000.0,,,,,60312000000.0,14764000000.0,,,-1000000.0,36286000000.0,,,,44709000000.0,,,,,,,50807000000.0,,,-2072000000.0,186694000000.0,6459000000.0,,,,80995000000.0,,,,4239000000.0,,247006000000.0,,,,,,,4682000000.0,5896000000.0,4239000000.0,,5231000000.0,,,,19217000000.0,,,,,,,,,,,,,18650000000.0,166011000000.0,0.0,-2072000000.0,7871000000.0,,29584000000.0,,224000000.0,77244000000.0,21223000000.0,2040000000.0,11824000000.0,,,23407000000.0,1789113135.0,2.36933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,22244000000.0,215737000000.0,16163000000.0,9733000000.0,85035000000.0,71608000000.0,71608000000.0,27658000000.0,-7961000000.0,2511000000.0,14385000000.0,59537000000.0,37846000000.0,27658000000.0,26329000000.0,18650000000.0,59537000000.0,0.0,3402000000.0,95475000000.0,5573000000.0,783000000.0,-2227000000.0,2157000000.0,1233000000.0,-35938000000.0,-4326000000.0,-5422000000.0,4760000000.0,27097000000.0,9461000000.0,,,-18090000000.0,,-11153000000.0,28371000000.0,13911000000.0,95475000000.0,5761000000.0,-750000000.0,-2819000000.0,,-35938000000.0,,,-8490000000.0,2397000000.0,5830000000.0,8.458381,,2397000000.0,10516000000.0,-2768000000.0,,-128000000.0,,-6922000000.0,2934000000.0,-1351000000.0,-3732000000.0,0.0,203044000000.0,5761000000.0,26904000000.0,-12764000000.0,,44960000000.0,1492000000.0,,58967000000.0,16163000000.0,1329000000.0,11091000000.0,-2257000000.0,38630000000.0,83590000000.0,26329000000.0,,44960000000.0,,-4616000000.0,1329000000.0,86756000000.0,8.458381,337000000.0,58515000000.0,-4515000000.0,26329000000.0,4210000000.0,215737000000.0,9103000000.0,1789113135.0,,,83590000000.0,5573000000.0,15133000000.0,,5478000000.0,78972000000.0,274704000000.0,-6625000000.0,58131000000.0,20684000000.0,,5830000000.0,118009000000.0,-1692000000.0,7222000000.0,5478000000.0,68000000.0,337000000.0,,133580000000.0,58131000000.0,4760000000.0,3885000000.0,58967000000.0,2157000000.0,24031000000.0,1789113135.0,6541000000.0,15133000000.0,,,38630000000.0,216000000.0,86756000000.0,26329000000.0,133580000000.0,-16807000000.0,-12529000000.0,7832000000.0,274704000000.0,33249000000.0,7687000000.0,216000000.0,78972000000.0,25266000000.0,1189000000.0,14385000000.0,13911000000.0,7832000000.0,24031000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,16800000000.0,4568000000.0,,62219000000.0,,,,1447000000.0,,53690000000.0,,27249000000.0,27249000000.0,,,,,,2248000000.0,613000000.0,,8150000000.0,,,,,,,,,,,1.295614,,,,,,,,,,,1789113135.0,,40973000000.0,,,,,5181000000.0,,,,,,,,,,,,,,,,,,56785000000.0,16800000000.0,,,,43429000000.0,,,,31216000000.0,,,,,,,53746000000.0,,,,199011000000.0,5135000000.0,,,,74645000000.0,,,,2318000000.0,,255796000000.0,,,,,,,,3748000000.0,2318000000.0,,6773000000.0,,,,6199000000.0,,,,,,,,,,,,,,181151000000.0,,,8599000000.0,,31811000000.0,,208000000.0,74952000000.0,21935000000.0,-154000000.0,14164000000.0,,,22371000000.0,1789113135.0,1.295614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,18205000000.0,6203000000.0,,68864000000.0,,,,1456000000.0,,56531000000.0,,27494000000.0,27494000000.0,,,,,,1910000000.0,571000000.0,,8391000000.0,,,,,,,,,,,2.178174,,,,,,,,,,,1789113135.0,,37889000000.0,,,,,6774000000.0,,,,,,,,,,,,,,,,,,59102000000.0,18205000000.0,,,,40014000000.0,,,,34013000000.0,,,,,,,59586000000.0,,,,207510000000.0,6788000000.0,,,,74027000000.0,,,,3897000000.0,,266612000000.0,,,,,,,,5437000000.0,3897000000.0,,8134000000.0,,,,5682000000.0,,,,,,,,,,,,,,192585000000.0,,,8931000000.0,,34593000000.0,,215000000.0,73724000000.0,24993000000.0,-207000000.0,14543000000.0,,,25574000000.0,1789113135.0,2.178174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,18034000000.0,6993000000.0,,67888000000.0,,,,2127000000.0,,57063000000.0,,30031000000.0,30031000000.0,,,,,,1663000000.0,556000000.0,,7831000000.0,,,,,,,,,,,2.640973,,,,,,,,,,,1789113135.0,,38657000000.0,,,,,7549000000.0,,,,,,,,,,,,,,,,,,62307000000.0,18104000000.0,,,,40542000000.0,,,,33596000000.0,,,,,,,59675000000.0,,,,209725000000.0,7383000000.0,,,,74138000000.0,,,,4725000000.0,,272032000000.0,,,,,,,,6654000000.0,4725000000.0,,7788000000.0,,,,5594000000.0,,,,,,,,,,,,,,197894000000.0,,,9693000000.0,,34258000000.0,,222000000.0,76943000000.0,25417000000.0,0.0,14795000000.0,,,25242000000.0,1789113135.0,2.640973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,,30785000000.0,220487000000.0,18511000000.0,18195000000.0,101300000000.0,60921000000.0,60921000000.0,38116000000.0,,2907000000.0,16345000000.0,61649000000.0,46023000000.0,38116000000.0,36521000000.0,,61649000000.0,0.0,8058000000.0,98762000000.0,8702000000.0,390000000.0,-2289000000.0,609000000.0,,-37113000000.0,-1114000000.0,,1206000000.0,25841000000.0,,,,-14643000000.0,,-441000000.0,36000000000.0,700000000.0,98762000000.0,31151000000.0,,-746000000.0,268000000.0,-37113000000.0,268000000.0,,,354000000.0,665000000.0,51.5,,354000000.0,18585000000.0,12724000000.0,6972000000.0,-236000000.0,,-3418000000.0,2133000000.0,-2808000000.0,-5872000000.0,0.0,238309000000.0,31151000000.0,29665000000.0,,,37265000000.0,3833000000.0,,75455000000.0,18468000000.0,1595000000.0,30344000000.0,,48516000000.0,85781000000.0,36521000000.0,,37265000000.0,,-94000000.0,1595000000.0,128508000000.0,51.5,226000000.0,65131000000.0,-16953000000.0,36521000000.0,,220487000000.0,10352000000.0,356929800.0,,,85781000000.0,8702000000.0,20707000000.0,,9737000000.0,83840000000.0,295942000000.0,-9186000000.0,71635000000.0,28051000000.0,,665000000.0,137009000000.0,,12182000000.0,9737000000.0,3144000000.0,226000000.0,,155259000000.0,71638000000.0,1206000000.0,1723000000.0,75455000000.0,609000000.0,28640000000.0,357822600.0,7890000000.0,20707000000.0,6972000000.0,,48516000000.0,207000000.0,128508000000.0,,155259000000.0,,,8645000000.0,295942000000.0,36268000000.0,7949000000.0,207000000.0,83840000000.0,28863000000.0,8353000000.0,16345000000.0,700000000.0,8645000000.0,28640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,18136000000.0,5414000000.0,,,,,,1475000000.0,,59413000000.0,,28855000000.0,28855000000.0,,,,,,8365000000.0,651000000.0,,9795000000.0,,,,,,,,,,,1.4605,,,,59413000000.0,,,,,,,1789113135.0,,46186000000.0,,,,,6065000000.0,,,,,,,,,,,,,,,,,,62790000000.0,17876000000.0,,,,54748000000.0,,,,36381000000.0,,,,,,,56203000000.0,,,,222586000000.0,5119000000.0,,,,91129000000.0,,,,2613000000.0,,285376000000.0,,,,,,,,3939000000.0,2613000000.0,,10233000000.0,,,,9771000000.0,,,,,,,,,,,,,,139345000000.0,,,9145000000.0,,32948000000.0,,197000000.0,87302000000.0,23255000000.0,876000000.0,14557000000.0,,,26610000000.0,1789113135.0,1.4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,19031000000.0,7017000000.0,,,,,,1939000000.0,,62719000000.0,,46572000000.0,46572000000.0,,,,,,11686000000.0,939000000.0,,8219000000.0,,,,,,,,,,,1.992607,,,,62719000000.0,,,,,,,11175549.0,,43505000000.0,,,,,7956000000.0,,,,,,,,,,,,,,,,,,83421000000.0,19183000000.0,,,,55517000000.0,,,,54777000000.0,,,,,,,62047000000.0,,,,239561000000.0,7294000000.0,,,,110294000000.0,,,,3565000000.0,,322982000000.0,,,,,,,,5078000000.0,3565000000.0,,12516000000.0,,,,10320000000.0,,,,,,,,,,,,,,157786000000.0,,,8835000000.0,,35722000000.0,,326000000.0,92890000000.0,26325000000.0,598000000.0,15498000000.0,,,44457000000.0,11175549.0,1.992607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,19850000000.0,8288000000.0,,,,,,2182000000.0,,67217000000.0,,50322000000.0,50322000000.0,,,,,,12294000000.0,910000000.0,,8783000000.0,,,,,,,,,,,2.502916,,,,67217000000.0,,,,,,,1789113135.0,,45563000000.0,,,,,9198000000.0,,,,,,,,,,,,,,,,,,88866000000.0,19823000000.0,,,,58426000000.0,,,,63536000000.0,,,,,,,63977000000.0,,,,254042000000.0,7187000000.0,,,,121962000000.0,,,,4478000000.0,,342908000000.0,,,,,,,,6106000000.0,4478000000.0,,12386000000.0,,,,12513000000.0,,,,,,,,,,,,,,166044000000.0,,,10072000000.0,,36940000000.0,,569000000.0,95317000000.0,27037000000.0,1510000000.0,16086000000.0,,,51023000000.0,1789113135.0,2.502916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,,28758000000.0,285623000000.0,21660000000.0,9024000000.0,109654000000.0,81985000000.0,81985000000.0,27385000000.0,,2086000000.0,18289000000.0,73955000000.0,43428000000.0,27385000000.0,27259000000.0,,73955000000.0,0.0,3018000000.0,114588000000.0,3827000000.0,1298000000.0,-1541000000.0,1084000000.0,,-40633000000.0,-41010000000.0,,142000000.0,36521000000.0,,,,-55231000000.0,,-1077000000.0,29911000000.0,2993000000.0,114588000000.0,33543000000.0,,-1948000000.0,142000000.0,-40633000000.0,142000000.0,,,347000000.0,-227000000.0,39.5,,347000000.0,10322000000.0,-5889000000.0,21308000000.0,1196000000.0,,20584000000.0,3821000000.0,-170000000.0,-39962000000.0,0.0,258097000000.0,33543000000.0,29999000000.0,,,87773000000.0,517000000.0,,73569000000.0,21820000000.0,126000000.0,27681000000.0,,48869000000.0,136642000000.0,27259000000.0,,87773000000.0,,-4087000000.0,126000000.0,130840000000.0,39.5,313000000.0,73480000000.0,-17564000000.0,27259000000.0,,285623000000.0,10183000000.0,357049800.0,,,136642000000.0,3827000000.0,15922000000.0,,5172000000.0,98491000000.0,359192000000.0,-16493000000.0,79655000000.0,22155000000.0,,-227000000.0,148443000000.0,,6938000000.0,5172000000.0,1607000000.0,313000000.0,,159392000000.0,79647000000.0,142000000.0,3106000000.0,73569000000.0,1084000000.0,72921000000.0,357822600.0,9696000000.0,15922000000.0,21308000000.0,,48869000000.0,409000000.0,130840000000.0,,159392000000.0,,,8990000000.0,359192000000.0,41637000000.0,7756000000.0,409000000.0,98491000000.0,31843000000.0,34000000.0,18289000000.0,2993000000.0,8990000000.0,72921000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
