,annualNetIncome,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,annualPretaxIncome,quarterlyCostOfRevenue,annualIncomeTaxPayable,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingOtherIncomeExpense,annualOperatingCashFlow,annualCurrentLiabilities,quarterlyCurrentDebt,trailingOperatingIncome,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyEndCashPosition,annualCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicAverageShares,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,trailingGrossProfit,trailingDeferredIncomeTax,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,quarterlyNetPPE,annualCapitalStock,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,trailingChangeInInventory,trailingDepreciationAndAmortization,annualGrossProfit,annualStockBasedCompensation,trailingTaxProvision,annualFreeCashFlow,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualDilutedAverageShares,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,trailingOperatingExpense,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyBasicEPS,trailingNetIncome,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,1600000.0,,,,,,,,1600000.0,0.09,,,,,,,,,,,,,,,17777778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,,,,75000000.0,,,0.09,,,,,,17777778.0,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,1600000.0,,,,,,,,1600000.0,0.09,,,,,,,,,,,,,,,17777778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,,,,75000000.0,,,0.09,,,,,,17777778.0,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,1600000.0,,,,,,,,1600000.0,0.09,,,,,,,,,,,,,,,17777778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,,,,75000000.0,,,0.09,,,,,,17777778.0,,,,,,,,,,,,,,,,,,,,,,,,
694137600,6400000.0,,116100000.0,-600000.0,1400000.0,10200000.0,,,,58600000.0,58600000.0,,,38200000.0,,,,10600000.0,,,,,19100000.0,63600000.0,,6400000.0,1600000.0,20700000.0,,-4500000.0,1600000.0,14900000.0,,,116100000.0,-17200000.0,,0.0,1100000.0,,45500000.0,,3600000.0,,,2900000.0,2900000.0,18500000.0,,21800000.0,33400000.0,4700000.0,,,,,63600000.0,,,,,,,,,,,0.34,97000000.0,3400000.0,-700000.0,,1400000.0,27100000.0,3400000.0,,34800000.0,,0.0,2900000.0,2900000.0,,2500000.0,,,8800000.0,,77900000.0,2900000.0,,,47600000.0,5900000.0,,300000.0,0.34,,,,18500000.0,,,60300000.0,,17352941.0,,,3200000.0,-1300000.0,,,,10200000.0,,-4700000.0,,0.0,19100000.0,,4200000.0,4700000.0,,45500000.0,,-12800000.0,,34800000.0,3200000.0,212700000.0,300100000.0,2500000.0,38200000.0,,,-204300000.0,,,87400000.0,,,17100000.0,-800000.0,,3600000.0,17352941.0,,,-12800000.0,66700000.0,,,7900000.0,,6400000.0,14900000.0,,,,,75100000.0,,,,-204300000.0,,77900000.0,,,,33400000.0,97000000.0,2400000.0,,47600000.0,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,123100000.0,,1400000.0,0.0,-2900000.0,,,,55400000.0,,,39600000.0,,,,,47900000.0,,,,,60400000.0,,,0.0,,,,0.0,,,12300000.0,,,,,-100000.0,-0.01,48700000.0,-200000.0,3600000.0,,,,,,,,,4700000.0,,14100000.0,20045000.0,,,1800000.0,0.0,,,,,-3100000.0,,-100000.0,1800000.0,,104300000.0,3200000.0,,0.0,,,,,,-2200000.0,,,,,2100000.0,-3200000.0,,,,,,,,,,,,,-200000.0,,,39200000.0,16100000.0,,,,,,2900000.0,3200000.0,,,,,,,,,,18800000.0,0.0,,,,,,-14400000.0,,36400000.0,,,,,,-100000.0,,3800000.0,,,,,,,,-900000.0,,,,,,,-900000.0,,,,,14800000.0,,,,,64000000.0,1000000.0,-3200000.0,,2000000.0,,83500000.0,-0.01,,,43900000.0,,,20045000.0,50800000.0,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,123500000.0,,1500000.0,39600000.0,0.0,,,,21000000.0,,,36900000.0,,,,,58200000.0,,,,,26100000.0,,,3100000.0,,,,-400000.0,,,12300000.0,,,,,-400000.0,-0.02,51200000.0,-3600000.0,3600000.0,,,,,,,,,500000.0,,13900000.0,20000000.0,,,600000.0,0.0,,,,,-1500000.0,,0.0,1300000.0,,66200000.0,700000.0,,3600000.0,,,,,,-900000.0,,,,,700000.0,-2500000.0,,,,,,,,,,,,,-3500000.0,,,,19800000.0,,,,,,0.0,,,,,,,,,,,57300000.0,-100000.0,,,,,2100000.0,-15900000.0,,36200000.0,,,,,,-3300000.0,,7500000.0,,,,,,,,-3700000.0,,,,,,,1100000.0,,,,,14200000.0,,,,,78000000.0,500000.0,-1400000.0,5200000.0,5900000.0,,86600000.0,-0.02,,,40100000.0,,,20000000.0,52100000.0,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,118100000.0,,1500000.0,0.0,0.0,,,,13500000.0,,,36000000.0,,,,,58200000.0,,,,,18600000.0,,,4300000.0,,,,4300000.0,,,10200000.0,,,,,4300000.0,0.18,47100000.0,0.0,3600000.0,,,,,,,,,500000.0,,11900000.0,23888889.0,,,600000.0,0.0,,,,,-600000.0,,0.0,1700000.0,,56500000.0,800000.0,,-7200000.0,,,,,,9300000.0,,,,,1500000.0,4100000.0,,,,,,,,,,,,,3500000.0,,,37400000.0,19600000.0,,,,,,0.0,,,,,,,,,,,61600000.0,100000.0,,,,,2800000.0,-17600000.0,,35200000.0,,,,,,3300000.0,,9400000.0,,,,,,,,3900000.0,,,,,,,-9500000.0,,,,,18500000.0,,,0.0,,77800000.0,10000000.0,-700000.0,7100000.0,7700000.0,,82100000.0,0.18,,,37900000.0,,,23888889.0,52800000.0,,,,,,,,,,,,,,,,,,,,,,,
725760000,9500000.0,,277800000.0,-100000.0,2400000.0,66100000.0,0.0,,,113600000.0,113600000.0,,,111700000.0,,,,21600000.0,100100000.0,,,,89300000.0,120000000.0,,7400000.0,5600000.0,26400000.0,,-71800000.0,5500000.0,24000000.0,,19200000.0,277800000.0,50700000.0,,0.0,5500000.0,,96200000.0,300000.0,4000000.0,,,,,,,18100000.0,67900000.0,1800000.0,,21800000.0,,,120000000.0,1800000.0,0.0,42000000.0,,19600000.0,19600000.0,-66600000.0,,0.0,2600000.0,0.42,187900000.0,2100000.0,-3700000.0,3600000.0,2400000.0,33800000.0,2100000.0,,90000000.0,4200000.0,-64200000.0,,,,9600000.0,7700000.0,,4800000.0,,166100000.0,2900000.0,,,109700000.0,9400000.0,,-900000.0,0.42,-3500000.0,,,,32600000.0,,54100000.0,,22380952.0,,0.0,,100000.0,,,,66100000.0,,-7700000.0,,-2900000.0,89300000.0,-64200000.0,8500000.0,1800000.0,,96200000.0,3500000.0,-19700000.0,,90000000.0,,264600000.0,352500000.0,9600000.0,111700000.0,,,13400000.0,,,87900000.0,,,10400000.0,0.0,-2800000.0,4000000.0,22380952.0,,,-19700000.0,61500000.0,60000000.0,,-3500000.0,,13100000.0,24000000.0,,,-300000.0,,132700000.0,6600000.0,-2400000.0,9100000.0,10800000.0,,166100000.0,,,,67900000.0,187900000.0,6100000.0,,109700000.0,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,322900000.0,,2400000.0,0.0,2600000.0,,,,106500000.0,,,132900000.0,,,,,104700000.0,,,,,132900000.0,,,2100000.0,,,,2100000.0,,,24800000.0,,,,,2100000.0,0.07,101800000.0,100000.0,24000000.0,,,2600000.0,2600000.0,,,,,1800000.0,,29500000.0,30000000.0,,,2800000.0,0.0,,,,,-5000000.0,,,4700000.0,,233900000.0,22400000.0,,0.0,,,,,,15600000.0,,,,,7100000.0,-5600000.0,,,,,,,,,,,,,,,,99200000.0,35800000.0,,,,,,0.0,,,,,,,,,,,89000000.0,0.0,,,,,1400000.0,-25700000.0,,110500000.0,,,,,,,,11000000.0,,,,,,,,13300000.0,,,,,,,-12900000.0,,,,,23400000.0,,,100000.0,,140500000.0,20600000.0,-5000000.0,3500000.0,6300000.0,,190000000.0,0.07,,,101000000.0,,,30000000.0,136200000.0,,,,,,,,,,,,,,,,,,,,,,,
