date,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingCommonStockIssuance,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualOtherShortTermInvestments,annualAccountsPayable,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyBasicAverageShares,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPretaxIncome,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,quarterlyDilutedEPS,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTaxProvision,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,annualBasicAverageShares,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualInvestingCashFlow,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualInventory,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,annualDilutedAverageShares,annualDilutedEPS,trailingChangeInWorkingCapital,annualInterestExpense,trailingChangeInInventory,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,quarterlyTaxProvision,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingSaleOfInvestment,trailingBasicEPS,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingTaxProvision,trailingChangeInAccountPayable,quarterlyGoodwill
1970-01-01 00:00:00.851990400,,,766000.0,,,353853000.0,,665490000.0,,,6641000.0,242116000.0,650000.0,,,3500000.0,808061000.0,227341000.0,,1971000.0,,-34998000.0,,,15025000.0,,,,,283163000.0,303920000.0,2400000.0,,304197000.0,,,-6828000.0,,,,,,13267000.0,,,200442000.0,,,-5218000.0,,,,,,2383000.0,,,223297000.0,,-113777000.0,1266000.0,,,-113777000.0,,,,,,,128339000.0,,,,9111000.0,13267000.0,281069000.0,,973000.0,,,394218000.0,,,,,,,-14269000.0,,,,,117669000.0,,580720000.0,,5520000.0,,24136000.0,,,,,,-1418581000.0,14475000.0,,217403000.0,,227337000.0,,,,0.916546,553884000.0,,268931000.0,,,-18517000.0,,,,,,24151000.0,,112830000.0,,,-730699000.0,,-2354000.0,-4754000.0,-109668000.0,,,,304197000.0,,-33133000.0,47041000.0,,-190584000.0,,380278000.0,86517000.0,,-1600000.0,,,,-8342000.0,-3166000.0,2052000.0,,-25165000.0,,,,,,,-19091000.0,,39176000.0,14475000.0,0.916546,32137000.0,21853000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.859766400,,,,,,,,,2500000.0,,,,,5200000.0,,,,,700000.0,,15000000.0,,,,,,169800000.0,,,,,,8900000.0,,,,,,,,-59400000.0,109500000.0,,,2700000.0,,,310400000.0,,,,,2700000.0,2700000.0,,,,,0.18,,,,,,,,,-59600000.0,,,,700000.0,,,,,,,,169800000.0,,,,95900000.0,-5300000.0,,,-3500000.0,,,,,,,,,,,,,,,,,-218900000.0,,,,,200000.0,,,,-59600000.0,,,1500000.0,,175500000.0,,,,,15000000.0,-4400000.0,,,,,,200000.0,,,,,,12400000.0,116200000.0,,,302800000.0,,,,,-10200000.0,,,,,,,173600000.0,,,,,,0.18,,,14900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.867628800,,,,,,,,,3000000.0,,,,,3500000.0,,,,,1500000.0,,14642857.0,,,,,,166900000.0,,,,,,14800000.0,,,,,,,,-154100000.0,210800000.0,,,4100000.0,,,410200000.0,,,,,4100000.0,4100000.0,,,,,0.28,,,,,,,,,-177000000.0,,,,,,,,,,,,166900000.0,,,,187700000.0,2900000.0,,,-5900000.0,,,,,,,,,,,,,,,,,-200000.0,,,,,-5400000.0,,,,-159700000.0,,,2500000.0,,89600000.0,,,,,14642857.0,1500000.0,,,,,,5600000.0,,,,,,20700000.0,-81900000.0,,,0.0,,,,,-5000000.0,,,,,,,336300000.0,,,,,,0.28,,,23700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.875577600,,,,,-7400000.0,,,,3700000.0,,,,,1600000.0,,,,,1500000.0,,19117647.0,,,,,,392100000.0,,,,,,19100000.0,,,,,,,,-119400000.0,135300000.0,,,6500000.0,,,572500000.0,,,,,6500000.0,6500000.0,,,,,0.34,,,,,,15700000.0,,,-114200000.0,,,,,,,,,,,,392100000.0,,,,104100000.0,4300000.0,,,-7600000.0,,,,,,,,,,,,,,,,,-300000.0,,,,,-4900000.0,,,,-129900000.0,,,2600000.0,,144300000.0,,,,,19117647.0,1000000.0,,,,,,10500000.0,,,,,,26700000.0,40600000.0,,,241000000.0,,,,,-1200000.0,,,,,,,469600000.0,,,,,,0.34,,,30400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.883526400,,543700000.0,-1064614000.0,,-10602000.0,,,,4823000.0,,,305319000.0,46000.0,-6038000.0,,4500000.0,,,1327000.0,-10915000.0,,,,,36581000.0,8929000.0,-6258000.0,,,,,541586000.0,26282000.0,,8929000.0,,21558000.0,,,,-731714000.0,305319000.0,24762000.0,,11562000.0,,,757654000.0,-21702000.0,,,,11562000.0,8358000.0,5027000.0,,,273363000.0,,397150000.0,4262000.0,-22000.0,,-6258000.0,543186000.0,,,-201156000.0,,,757654000.0,10804000.0,,,14023000.0,24762000.0,,,10804000.0,397150000.0,,,,273363000.0,2600000.0,,,49601000.0,,,,,,712910000.0,,,8929000.0,28928000.0,,50604000.0,8929000.0,,8929000.0,245000.0,-7149000.0,,18445149.0,,,-1600000.0,834690000.0,,-121780000.0,-744342000.0,1.2,,4933000.0,,122557000.0,,,,0.0,,-1570000.0,,32601000.0,,,834690000.0,12628000.0,,,-551956000.0,-1093542000.0,-121780000.0,-23319000.0,-65971000.0,,,-100000.0,,,,,5485000.0,,,,-11700000.0,,,712910000.0,,531957000.0,-3470000.0,,,,,,-18496000.0,8929000.0,,-226549000.0,245000.0,69182000.0,18539299.0,1.19,,11633000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,,,,,-10800000.0,,,,5900000.0,,,,,2600000.0,,,,,1600000.0,,25428571.0,,,,,,-8200000.0,,,,,,29000000.0,,,,,,,,-114500000.0,331300000.0,,,8900000.0,,,912700000.0,,,,,8900000.0,8900000.0,,,,,0.35,,,,,,-11300000.0,,,-142200000.0,,,,,,,,,,,,456000000.0,,,,297000000.0,800000.0,,,-11800000.0,,,,,,,,,,,,,,8900000.0,,,-1400000.0,,,,,-1300000.0,,,,-130900000.0,,,4800000.0,,130300000.0,,,,,25428571.0,58500000.0,,,,,,16400000.0,,,,,,40800000.0,4600000.0,,,59000000.0,,,,,-1000000.0,,,,,,,851900000.0,,,,,,0.35,,,46700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.899164800,,,,,-12400000.0,,,,6500000.0,,,,,4200000.0,,,,,2100000.0,,27222222.0,,,,,,-9600000.0,,,,,,33600000.0,,,,,,,,-102200000.0,394000000.0,,,9800000.0,,,1015100000.0,,,,,9800000.0,9800000.0,,,,,0.36,,,,,,12100000.0,,,-107600000.0,,,,,,,,,,,,477600000.0,,,,357400000.0,1800000.0,,,-14000000.0,,,,,,,,,,,,,,,,,-1700000.0,,,,,-3300000.0,,,,-119700000.0,,,4600000.0,,84600000.0,,,,,27222222.0,97000000.0,,,,,,17500000.0,,,,,,47600000.0,-5700000.0,,,23200000.0,,,,,-3000000.0,,,,,,,968200000.0,,,,,,0.36,,,54100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.907113600,,,,,-12800000.0,,,,6800000.0,,,,,-2300000.0,,,,,1800000.0,,27777778.0,,,,,,-10800000.0,,,,,,34500000.0,,,,,,,,-10400000.0,444900000.0,,,10000000.0,,,1063700000.0,,,,,10000000.0,10000000.0,,,,,0.36,,,,,,-3000000.0,,,-34000000.0,,,,,,,,,,,,476400000.0,,,,403900000.0,4400000.0,,,-14500000.0,,,,,,,,,,,,,,,,,700000.0,,,,,-1300000.0,,,,-31000000.0,,,5300000.0,,32800000.0,,,,,27777778.0,45600000.0,,,,,,20600000.0,,,,,,49000000.0,19500000.0,,,0.0,,,,,6200000.0,,,,,,,993000000.0,,,,,,0.36,,,55800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.915062400,,81813000.0,-607996000.0,,-12843000.0,,,,7000000.0,,,449529000.0,0.0,5272000.0,,9200000.0,,,2239000.0,-1365000.0,,,,,70562000.0,6443000.0,-11844000.0,,,,,346506000.0,39284000.0,,6443000.0,,38822000.0,,,,-380896000.0,449529000.0,38822000.0,2200000.0,4622000.0,,,1105928000.0,-48843000.0,,,,10222000.0,10222000.0,7739000.0,,,405383000.0,,475899000.0,9772000.0,,,-11844000.0,348706000.0,,,-59917000.0,,8800000.0,1105928000.0,12895000.0,,,26200000.0,33222000.0,,,12895000.0,475899000.0,8800000.0,,,405383000.0,2200000.0,,,106222000.0,,,,,,1048847000.0,,,6443000.0,73429000.0,,96762000.0,6443000.0,,6443000.0,276000.0,-579000.0,,26989422.0,,,-4700000.0,1194284000.0,2200000.0,-145437000.0,-399825000.0,1.44,,5968000.0,,20102000.0,,,,8929000.0,,-2089000.0,,65722000.0,,,1194284000.0,18929000.0,,,-343717000.0,-681425000.0,-145437000.0,-66938000.0,-20886000.0,,,-387000.0,,,,,-3565000.0,,,,-10600000.0,,,1048847000.0,,267802000.0,-4189000.0,,,,,,-59938000.0,-2486000.0,,-2979000.0,276000.0,136284000.0,27059988.0,1.43,,20568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,,,,-12900000.0,,,,7200000.0,,,,,2500000.0,,,,,2300000.0,,27500000.0,,,,,,-13500000.0,,,,,,37600000.0,,,-1200000.0,,,,,-43900000.0,505200000.0,,,9900000.0,,,1178800000.0,,,,,9900000.0,9900000.0,,,,,0.36,,,,,,1400000.0,,,-61700000.0,,15800000.0,,,,,,,,,,475300000.0,,,,459800000.0,1500000.0,,,-15700000.0,,,,,,,,,,,,,,6400000.0,,,-40500000.0,,,,,-2300000.0,,,,-61900000.0,,,5800000.0,,39700000.0,,,,,27500000.0,-1900000.0,,,,,,18000000.0,,,,,,53300000.0,-4000000.0,,,,,,,,-1600000.0,,,,,,,1131300000.0,,,,,,0.36,,,60500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
