date,trailingPretaxIncome,annualNetIncome,annualGoodwill,annualTotalAssets,quarterlyLongTermDebt,quarterlyGoodwill,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyFreeCashFlow,annualPretaxIncome,annualDilutedEPS,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyNetIncome,trailingSaleOfInvestment,annualInvestingCashFlow,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDebt,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualDepreciationAndAmortization,annualOtherCurrentAssets,trailingStockBasedCompensation,annualStockholdersEquity,annualLongTermDebt,annualBasicAverageShares,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualTaxProvision,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,trailingOtherIncomeExpense,trailingOperatingIncome,trailingChangeInAccountPayable,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyInventory,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentAssets,annualChangeInAccountPayable,annualOperatingCashFlow,trailingNetOtherInvestingChanges,quarterlyBasicAverageShares,annualCurrentAssets,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,quarterlyChangesInAccountReceivables,annualInterestExpense,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,trailingRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGrossProfit,annualInvestmentsAndAdvances,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualRepaymentOfDebt,annualCapitalExpenditure,quarterlyStockholdersEquity,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepaymentOfDebt,annualInventory,annualEndCashPosition,quarterlyTaxProvision,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualBasicEPS,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,trailingChangeInInventory,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualCostOfRevenue,annualCapitalStock,annualNetIncomeContinuousOperations,trailingGrossProfit,trailingResearchAndDevelopment,annualTotalRevenue,annualNetOtherFinancingCharges,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualFreeCashFlow,annualCurrentDebt,annualStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyRepurchaseOfCapitalStock,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualDeferredIncomeTax,quarterlyCapitalExpenditure,annualAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncome,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyNetPPE,trailingPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,annualNonCurrentDeferredRevenue,trailingInterestExpense,trailingCashDividendsPaid,trailingDilutedAverageShares,annualCashDividendsPaid,trailingBasicEPS,trailingCommonStockIssuance,trailingBasicAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
,,,,,3504700000.0,944500000.0,,26400000.0,,111300000.0,,330500000.0,,,628600000.0,833300000.0,121600000.0,,,5898900000.0,3983700000.0,75400000.0,,,,35100000.0,,,50800000.0,,0.15,36400000.0,48800000.0,,,,,,,,,,,3964700000.0,,35100000.0,-54200000.0,-18900000.0,,,219200000.0,167900000.0,411600000.0,,,,,,,,,,,252600000.0,540700000.0,411600000.0,,1214400000.0,400000.0,6100000.0,,,,4794600000.0,,,,,,450200000.0,,,,235900000.0,,0.0,,-200000.0,0.15,,,,,,,13300000.0,,,-3600000.0,,,443900000.0,376500000.0,,,236600000.0,307800000.0,,,,1035700000.0,,,411600000.0,,,-255900000.0,-8800000.0,,,17800000.0,,,,144300000.0,,,,-437800000.0,7900000.0,,,,,,,,,,,,,240900000.0,6000000.0,,,-171400000.0,13000000.0,,,,,,-37200000.0,,6700000.0,,,158800000.0,5700000.0,,,,1005100000.0,1812400000.0,123900000.0,0.0,829900000.0,,,1915200000.0,-15200000.0,,,,2500000.0,1374600000.0,,54200000.0,,,,,,,,,,,,,,,,,,
,,93700000.0,928200000.0,5854200000.0,3391400000.0,928200000.0,-132800000.0,22200000.0,2500000.0,78000000.0,239700000.0,370200000.0,0.0,765800000.0,639200000.0,765800000.0,191100000.0,161200000.0,0.39,5854200000.0,3936900000.0,82200000.0,,4200000.0,18800000.0,38600000.0,,-164300000.0,46500000.0,,0.16,39100000.0,50100000.0,454700000.0,,32600000.0,307700000.0,0.0,,1073700000.0,3391400000.0,233800000.0,468900000.0,3831400000.0,,38600000.0,-53200000.0,200000.0,,63300000.0,237100000.0,165500000.0,485000000.0,,,370200000.0,881600000.0,3831400000.0,485000000.0,,,,,270200000.0,530700000.0,485000000.0,0.0,1191600000.0,-7700000.0,3400000.0,,,485000000.0,4713000000.0,776600000.0,-269300000.0,1382900000.0,1191600000.0,434200000.0,434200000.0,-6700000.0,399600000.0,,236900000.0,1917300000.0,0.0,,600000.0,0.16,93700000.0,1800000.0,1855300000.0,160800000.0,,,50500000.0,196500000.0,382100000.0,9500000.0,22200000.0,,454700000.0,370400000.0,4200000.0,,237000000.0,411600000.0,3936900000.0,-144200000.0,-138500000.0,1073700000.0,914800000.0,,485000000.0,,-111200000.0,-269300000.0,-108100000.0,530700000.0,485000000.0,14800000.0,-35200000.0,-74500000.0,0.4,182400000.0,,,,-472400000.0,8100000.0,2597300000.0,237000000.0,97900000.0,,,4113300000.0,-4900000.0,-29600000.0,,261100000.0,50100000.0,30200000.0,241500000.0,-3900000.0,4713000000.0,165500000.0,-132800000.0,12900000.0,,-191100000.0,,1047100000.0,-5000000.0,-44700000.0,-472400000.0,-104600000.0,1516000000.0,51600000.0,235800000.0,14400000.0,0.0,18800000.0,,1009600000.0,1855300000.0,100200000.0,1800000.0,881600000.0,-61100000.0,,1917300000.0,-10400000.0,,,,91900000.0,1382900000.0,,53900000.0,,,,,,,,,,,,,,,,,,
,,,,,3405100000.0,942100000.0,,26800000.0,,-63600000.0,,300600000.0,,,606400000.0,681400000.0,-58300000.0,,,5833100000.0,3955100000.0,76000000.0,,,,29700000.0,,,50100000.0,,0.12,30600000.0,53700000.0,,,,,,,,,,,3850900000.0,,29700000.0,-43300000.0,-8000000.0,,,219100000.0,166800000.0,419500000.0,,,,,,,,,,,251900000.0,543400000.0,419500000.0,,1177200000.0,-1800000.0,-16600000.0,,,,4632100000.0,,,,,,458300000.0,,,,237100000.0,,0.0,,-3000000.0,0.13,,,,,,,-26500000.0,,,-7500000.0,,,419800000.0,355200000.0,,,237200000.0,485000000.0,,,,1134100000.0,,,419500000.0,,,-255500000.0,-7200000.0,,,14600000.0,,,,179300000.0,,,,-517100000.0,10200000.0,,,,,,,,,,,,,241600000.0,-2400000.0,,,-103100000.0,12600000.0,,,,,,-40300000.0,,-2300000.0,,,-18000000.0,2100000.0,,,,961600000.0,1894600000.0,103300000.0,0.0,781200000.0,,,1878000000.0,,,,,-142000000.0,1377500000.0,,45200000.0,,,,,,,,,,,,,,,,,,
,,,,,3298100000.0,931100000.0,,28500000.0,,67000000.0,,350000000.0,,,649000000.0,838600000.0,172800000.0,,,5835800000.0,3874000000.0,78600000.0,,,,48500000.0,,,47800000.0,,0.2,50100000.0,55100000.0,,,,,,,,,,,3730900000.0,,48500000.0,-24300000.0,-32800000.0,,,237700000.0,160900000.0,480100000.0,,,,,,,,,,,272100000.0,519700000.0,480100000.0,,1152800000.0,100000.0,20600000.0,,,,4581000000.0,,,,,,431600000.0,,,,237700000.0,,0.0,,200000.0,0.2,,,,,,,-63200000.0,,,20900000.0,,,438200000.0,423100000.0,,,237900000.0,419500000.0,,,,1186500000.0,,,480100000.0,,,-268900000.0,-112000000.0,,,20300000.0,,,,171300000.0,,,,-558200000.0,11400000.0,,,,,,,,,,,,,242400000.0,-4400000.0,,,-54600000.0,14100000.0,,,,,,-24500000.0,,-106000000.0,,,197300000.0,5100000.0,,,,1072100000.0,1916700000.0,151000000.0,0.0,850100000.0,,,1961800000.0,,,,,25200000.0,1358500000.0,,70400000.0,,,,,,,,,,,,,,,,,,
,,,,,3428100000.0,1015900000.0,,31900000.0,,50000000.0,,386200000.0,,,630400000.0,871300000.0,110100000.0,,,6142500000.0,4069900000.0,81200000.0,,,,-10700000.0,,,42900000.0,,-0.04,-9500000.0,54200000.0,,,,,,,,,,,3895600000.0,,-10700000.0,-137500000.0,-87400000.0,,,242300000.0,192300000.0,528300000.0,,,,,,,,,,,278500000.0,545600000.0,528300000.0,,1239900000.0,-79800000.0,10000000.0,,,,4811700000.0,,,,,,441800000.0,,,,238500000.0,,0.0,,400000.0,-0.04,,,,,,,-14100000.0,,,-13300000.0,,,469200000.0,398700000.0,,,238900000.0,480100000.0,,,,1210500000.0,,,528300000.0,,,-252900000.0,-1263500000.0,,,-600000.0,,,,201400000.0,,,,-602500000.0,10000000.0,,,,,,,,,,,,,238500000.0,-7200000.0,,,-65300000.0,14900000.0,,,,,,-34400000.0,,43000000.0,,,144500000.0,-3000000.0,,,,1029100000.0,1974800000.0,120200000.0,0.0,916100000.0,,,2072600000.0,-103500000.0,,,,-13500000.0,1372300000.0,,-10100000.0,,,,,,,,,,,,,,,,,,
,,41800000.0,961000000.0,5854800000.0,3236000000.0,961000000.0,-47100000.0,32200000.0,-6000000.0,16300000.0,244400000.0,417600000.0,,801900000.0,641800000.0,801900000.0,198500000.0,87400000.0,0.17,5854800000.0,3934800000.0,86300000.0,,4400000.0,23300000.0,-36500000.0,,-257000000.0,37400000.0,,-0.15,-34400000.0,27900000.0,474200000.0,,15900000.0,322100000.0,0.0,,1136100000.0,3236000000.0,238100000.0,466200000.0,3677500000.0,,-36500000.0,-51900000.0,-72400000.0,,39800000.0,263400000.0,160200000.0,535400000.0,,,417600000.0,919700000.0,3677500000.0,535400000.0,,,,,301100000.0,529700000.0,538100000.0,,1130300000.0,-8000000.0,18300000.0,,,535400000.0,4597200000.0,788300000.0,-350400000.0,1315700000.0,1130300000.0,527800000.0,527800000.0,32300000.0,559300000.0,,239300000.0,1920000000.0,0.0,,-3600000.0,-0.15,41800000.0,1300000.0,1933000000.0,69700000.0,,,36000000.0,178200000.0,487700000.0,-1800000.0,32200000.0,,474200000.0,392800000.0,4400000.0,,239300000.0,528300000.0,3934800000.0,-1764300000.0,-136200000.0,1136100000.0,962500000.0,,535400000.0,,-200600000.0,-350400000.0,-381600000.0,529700000.0,538100000.0,16300000.0,-1700000.0,-232600000.0,0.18,178000000.0,,,,-617300000.0,9500000.0,2527600000.0,239300000.0,47600000.0,,,4097400000.0,-89500000.0,-114800000.0,,423100000.0,27900000.0,41100000.0,239300000.0,-200000.0,4597200000.0,160200000.0,-47100000.0,16100000.0,,-54700000.0,,1103600000.0,-14200000.0,-37000000.0,-617300000.0,-167300000.0,1569800000.0,57700000.0,235500000.0,11700000.0,,23300000.0,,1034600000.0,1933000000.0,91700000.0,1300000.0,919700000.0,-67800000.0,,1920000000.0,-11300000.0,,,,75600000.0,1315700000.0,,-18100000.0,,,,,,,,,,,,,,,,,,
,,,,,3278300000.0,1016100000.0,,32900000.0,,-98700000.0,,365800000.0,,,641100000.0,735200000.0,-37000000.0,,,5960400000.0,4025000000.0,82400000.0,,,,64100000.0,,,35800000.0,,0.26,65900000.0,29000000.0,,,,,,,,,,,3725100000.0,,64100000.0,-89400000.0,1600000.0,,,225300000.0,161900000.0,439100000.0,,,,,,,,,,,262600000.0,559100000.0,442000000.0,,1151500000.0,-6100000.0,-800000.0,,,,4576600000.0,,,,,,523000000.0,,,,239800000.0,,0.0,,-200000.0,0.27,,,,,,,-62500000.0,,,-11200000.0,,,456700000.0,372600000.0,,,240400000.0,538100000.0,,,,1260000000.0,,,439100000.0,,,-309800000.0,-7300000.0,,,9900000.0,,,,192400000.0,,,,-670700000.0,10400000.0,,,,,,,,,,,,,246100000.0,0.0,,,17000000.0,15600000.0,,,,,,-32300000.0,,-4600000.0,,,-4700000.0,1800000.0,,,,1013700000.0,2005100000.0,110000000.0,0.0,851500000.0,,,1935400000.0,-56900000.0,,,,-161500000.0,1334400000.0,,75800000.0,,,,,,,,,,,,,,,,,,
,,,,,3823400000.0,1219300000.0,,33200000.0,,34800000.0,,456200000.0,,,690000000.0,840600000.0,73700000.0,,,6657100000.0,4562100000.0,84900000.0,,,,-20800000.0,,,35600000.0,,-0.09,-18900000.0,35500000.0,,,,,,,,,,,4284000000.0,,-20800000.0,-505900000.0,-92100000.0,,,246100000.0,164500000.0,482100000.0,,,,,,,,,,,286300000.0,580100000.0,485000000.0,,1436500000.0,-7100000.0,-5500000.0,,,,5265600000.0,,,,,,535600000.0,,,,240900000.0,,0.0,,-100000.0,-0.09,,,,,,,-66400000.0,,,6100000.0,,,489900000.0,404600000.0,,,241500000.0,442000000.0,,,,1266200000.0,,,482100000.0,,,-278500000.0,-3200000.0,,,9500000.0,,,,203200000.0,,,,-727600000.0,10900000.0,,,,,,,,,,,,,240900000.0,-12900000.0,,,-14800000.0,16400000.0,,,,,,-25100000.0,,441900000.0,,,98800000.0,5200000.0,,,,1094600000.0,2098300000.0,118300000.0,0.0,981600000.0,,,2095000000.0,-480700000.0,,,,-58200000.0,1370700000.0,,-9400000.0,,,,,,,,,,,,,,,,,,
,,,,,3865200000.0,1258300000.0,,32500000.0,,104300000.0,,447500000.0,,,702500000.0,766600000.0,182000000.0,,,6812600000.0,4638500000.0,88600000.0,,,,54900000.0,,,37700000.0,,0.22,56300000.0,37800000.0,,,,,,,,,,,4347900000.0,,54900000.0,-51400000.0,-7900000.0,,,246400000.0,162100000.0,588900000.0,,,,,,,,,,,289800000.0,624400000.0,592000000.0,,1445900000.0,-4600000.0,40500000.0,,,,5378300000.0,,,,,,548200000.0,,,,240700000.0,,0.0,,4900000.0,0.23,,,,,,,84400000.0,,,-32500000.0,,,545100000.0,393800000.0,,,242100000.0,485000000.0,,,,1309400000.0,,,588900000.0,,,-256300000.0,-8900000.0,,,2100000.0,,,,192600000.0,,,,-761800000.0,9200000.0,,,,,,,,,,,,,245800000.0,-8800000.0,,,40100000.0,16600000.0,-50100000.0,,,,,-30300000.0,,-56600000.0,,,212300000.0,6000000.0,,,,1096300000.0,2147900000.0,104000000.0,0.0,1030400000.0,,,2174100000.0,-26000000.0,,,,55000000.0,1386100000.0,,58400000.0,,,,,,,,,,,,,,,,,,
,,36700000.0,1271200000.0,6832200000.0,3877900000.0,1271200000.0,-21400000.0,32300000.0,4100000.0,177300000.0,246100000.0,489600000.0,,870200000.0,746000000.0,870200000.0,196300000.0,189600000.0,0.15,6832200000.0,4516600000.0,91600000.0,,5200000.0,22200000.0,-61500000.0,,-689600000.0,37900000.0,,-0.26,-55600000.0,37700000.0,554900000.0,,12400000.0,347500000.0,0.0,,1276100000.0,3877900000.0,240400000.0,433200000.0,4342200000.0,,-61500000.0,-42900000.0,1800000.0,,141900000.0,279900000.0,152900000.0,769800000.0,,,489600000.0,1082200000.0,4342200000.0,769800000.0,,,,,325500000.0,608600000.0,772900000.0,,1428200000.0,-800000.0,5600000.0,,-58400000.0,769800000.0,5424400000.0,780700000.0,-241000000.0,1388600000.0,1428200000.0,428600000.0,428600000.0,39800000.0,540000000.0,,240300000.0,2315600000.0,0.0,,-500000.0,-0.26,36700000.0,3300000.0,2193600000.0,217700000.0,,,29300000.0,147000000.0,538100000.0,17700000.0,32300000.0,,554900000.0,426400000.0,5200000.0,,242400000.0,592000000.0,4516600000.0,-64100000.0,-125000000.0,1276100000.0,997700000.0,,769800000.0,,-96600000.0,-241000000.0,-44700000.0,608600000.0,772900000.0,120400000.0,-19900000.0,367300000.0,0.15,129800000.0,,,,-805000000.0,8000000.0,2779600000.0,242400000.0,47700000.0,,,4377000000.0,-18600000.0,-568700000.0,,415000000.0,37700000.0,38500000.0,240300000.0,113400000.0,5424400000.0,152900000.0,-21400000.0,16700000.0,0.0,-86100000.0,,1164200000.0,91700000.0,-37300000.0,-805000000.0,-13400000.0,1597400000.0,65300000.0,233600000.0,-600000.0,,22200000.0,,1172400000.0,2193600000.0,100900000.0,3300000.0,1082200000.0,-15200000.0,,2315600000.0,-5100000.0,,,,78600000.0,1388600000.0,,64800000.0,,,,,,,,,,,,,,,,,,
,,,,,3919500000.0,1304400000.0,,30700000.0,,-179900000.0,,407700000.0,,,776000000.0,940900000.0,-60500000.0,,,6947400000.0,4644500000.0,91900000.0,,,,69900000.0,,,39400000.0,,0.28,71000000.0,41800000.0,,,,,,,,,,,4403500000.0,,69900000.0,-144600000.0,2200000.0,,,227800000.0,167100000.0,600400000.0,,,,,,,,,,,276000000.0,641800000.0,603300000.0,,1484200000.0,-1000000.0,33900000.0,,,,5423000000.0,,,,,,448100000.0,,,,240900000.0,,,,,0.29,,,,,,,-52300000.0,,,-42900000.0,,,570000000.0,396000000.0,,,243300000.0,772900000.0,,,,1421400000.0,,,600400000.0,,,-192700000.0,-16200000.0,,,11800000.0,,,,211900000.0,,,,-862500000.0,8400000.0,,,,,,,,,,,,,245800000.0,-4900000.0,,,61400000.0,19300000.0,-3300000.0,,,,,-39500000.0,,-14300000.0,,,-21000000.0,-3400000.0,,,,1172000000.0,2270300000.0,120000000.0,,1019500000.0,,,2302900000.0,-105100000.0,,,,-182700000.0,1407800000.0,,82800000.0,,,,,,,,,,,,,,,,,,
,,,,,3842200000.0,1241600000.0,,30600000.0,,-30800000.0,,416300000.0,,,793800000.0,974500000.0,106900000.0,,,6696200000.0,4438500000.0,90200000.0,,,,74900000.0,,,39300000.0,,0.31,77100000.0,39900000.0,,,,,,,,,,,4296400000.0,,74900000.0,-29800000.0,-8100000.0,,,224600000.0,155900000.0,551100000.0,,,,,,,,,,,271900000.0,599900000.0,553800000.0,,1409100000.0,-10400000.0,3100000.0,,,,5290300000.0,,,,,,447500000.0,,,,240300000.0,,,,,0.31,,,,,,,-81200000.0,,,11100000.0,,,537700000.0,418400000.0,,,244500000.0,603300000.0,,,,1303500000.0,,,551100000.0,,,-299600000.0,-505300000.0,,,22000000.0,,,,236700000.0,,,,-863800000.0,9700000.0,,,,,,,,,,,,,244600000.0,8900000.0,,,136300000.0,18000000.0,-100500000.0,,,,,-35100000.0,,-143000000.0,,,142000000.0,10800000.0,,,,1212200000.0,2204100000.0,146500000.0,,993900000.0,,,2257700000.0,0.0,,,,-70500000.0,1340300000.0,,99100000.0,,,,,,,,,,,,,,,,,,
,,,,,3852000000.0,1248000000.0,,111100000.0,,39200000.0,,455300000.0,,,759100000.0,958200000.0,89600000.0,,,6760800000.0,4464600000.0,92800000.0,,,,-13100000.0,,,39800000.0,,-0.05,-11600000.0,42500000.0,,,,,,,,,,,4383400000.0,,-13100000.0,-30100000.0,-5500000.0,,,293400000.0,149300000.0,588100000.0,,,,,,,,,,,339100000.0,618600000.0,590900000.0,,1388100000.0,-500000.0,8400000.0,,,,5414700000.0,,,,,,503500000.0,,,,238700000.0,,,,-100000.0,-0.05,,,,,,,14000000.0,,,-20000000.0,,,533500000.0,386900000.0,,,245100000.0,553800000.0,,,,1243400000.0,,,588100000.0,,,-312400000.0,-17400000.0,,,14100000.0,,,,140600000.0,,,,-901400000.0,9400000.0,,,,,,,,,,,,,238700000.0,-5800000.0,,,123200000.0,17000000.0,-44000000.0,,,,,-34900000.0,,-55200000.0,,,124500000.0,-11400000.0,,,,1146000000.0,2226400000.0,47800000.0,,1031300000.0,,,2296200000.0,-1000000.0,,,,41000000.0,1325000000.0,,2500000.0,,,,,,,,,,,,,,,,,,
,,207100000.0,1230800000.0,6675700000.0,3821800000.0,1230800000.0,198600000.0,100100000.0,5100000.0,110200000.0,242900000.0,475600000.0,,860800000.0,777400000.0,860800000.0,216700000.0,267500000.0,0.85,6675700000.0,4366100000.0,94200000.0,,1700000.0,15200000.0,75400000.0,,-216100000.0,41100000.0,,0.32,76800000.0,42200000.0,522800000.0,,-2300000.0,369100000.0,,,1205100000.0,3821800000.0,239000000.0,442100000.0,4324600000.0,,75400000.0,-11600000.0,-3600000.0,,54200000.0,213300000.0,140800000.0,693600000.0,,,475600000.0,1040600000.0,4324600000.0,693600000.0,,,,,260600000.0,613000000.0,696400000.0,,1348000000.0,-5900000.0,4100000.0,22500000.0,-253800000.0,693600000.0,5365200000.0,811200000.0,-336100000.0,1298200000.0,1348000000.0,489100000.0,489100000.0,49500000.0,496100000.0,,236000000.0,2309600000.0,,,-100000.0,0.32,207100000.0,,2218800000.0,-61300000.0,,,97200000.0,,772900000.0,3700000.0,100100000.0,,522800000.0,388400000.0,1700000.0,,245300000.0,590900000.0,4366100000.0,-556000000.0,-143400000.0,1205100000.0,959100000.0,,693600000.0,,-15000000.0,-336100000.0,-17100000.0,613000000.0,696400000.0,6300000.0,-48100000.0,-341300000.0,0.87,222000000.0,,,,-920600000.0,9800000.0,3106300000.0,245300000.0,213300000.0,,,4696000000.0,-17800000.0,-109700000.0,,352700000.0,42200000.0,37300000.0,239000000.0,7900000.0,5365200000.0,140800000.0,198600000.0,18800000.0,-106000000.0,-154200000.0,,1147600000.0,6100000.0,-33900000.0,-920600000.0,-128800000.0,1589700000.0,73100000.0,250600000.0,1700000.0,,15200000.0,,1165800000.0,2218800000.0,127800000.0,,1040600000.0,-22300000.0,,2309600000.0,-3600000.0,,,,58000000.0,1298200000.0,,83100000.0,,,,,,,,,,,,,,,,,,
,,,,,3809000000.0,1216100000.0,,167200000.0,,-178500000.0,,447100000.0,,,751300000.0,920500000.0,-78400000.0,,,6673400000.0,4411800000.0,91600000.0,,,,43400000.0,,,,,0.18,44100000.0,43500000.0,,,,,,,,,,,4372300000.0,,43400000.0,-18800000.0,-4200000.0,,,217500000.0,138500000.0,501100000.0,,,,,,,,,,,264200000.0,626800000.0,518700000.0,,1310800000.0,-28900000.0,35400000.0,,,,5393800000.0,,,,,,610500000.0,,,,234100000.0,,,,-100000.0,0.19,,,,,,,-90400000.0,,,-22200000.0,,,530900000.0,368000000.0,,,247000000.0,696400000.0,,,,1206200000.0,,,501100000.0,,,-335700000.0,-18600000.0,,,14200000.0,,,,195400000.0,,,,-950400000.0,6700000.0,,,,,,,,,,,,,236600000.0,400000.0,,,241300000.0,18200000.0,-65700000.0,,,,,-20500000.0,,-101800000.0,,,-57900000.0,-1600000.0,,,,1119300000.0,2224800000.0,103800000.0,,1021500000.0,,,2261600000.0,-1700000.0,,,,-205200000.0,1274400000.0,,58300000.0,,,,,,,,,,,,,,,,,,
,,,,,3812400000.0,1220500000.0,,184000000.0,,65700000.0,,444700000.0,,,748400000.0,872100000.0,100000000.0,,,6692900000.0,4380800000.0,88700000.0,,,,98400000.0,,,,,0.42,99900000.0,43700000.0,,,,,,,,,,,4389000000.0,,98400000.0,-14900000.0,2200000.0,,,206200000.0,133600000.0,577300000.0,,,,,,,,,,,252500000.0,610900000.0,584600000.0,,1287300000.0,-5400000.0,-14700000.0,,,,5385800000.0,,,,,,613900000.0,,,,233300000.0,,,,,0.42,,,,,,,-62500000.0,,,20800000.0,,,508400000.0,409100000.0,,,248200000.0,518700000.0,,,,1252500000.0,,,577300000.0,,,-356000000.0,-15600000.0,,,17900000.0,,,,245300000.0,,,,-989400000.0,-1400000.0,,,,,,,,,,,,,235400000.0,-2000000.0,,,336000000.0,17900000.0,-39600000.0,,,,,-26700000.0,,-46100000.0,,,126700000.0,-1800000.0,,,,1157500000.0,2248500000.0,156600000.0,,996800000.0,,,2312100000.0,-200000.0,,,,-57500000.0,1259100000.0,,117800000.0,,,,,,,,,,,,,,,,,,
,,,,,3772300000.0,1183700000.0,,178700000.0,,198600000.0,,497200000.0,,,707400000.0,935700000.0,194300000.0,,,6690000000.0,4256900000.0,87000000.0,,,,65500000.0,,,,,0.28,66400000.0,42400000.0,,,,,,,,,,,4315400000.0,,65500000.0,-25300000.0,2400000.0,,,231500000.0,115800000.0,767200000.0,,,,,,,,,,,277100000.0,597300000.0,770100000.0,,1236000000.0,-1900000.0,9200000.0,,,,5350300000.0,,,,,,620500000.0,,,,233900000.0,,,,,0.28,,,,,,,24000000.0,,,-2600000.0,,,495300000.0,399600000.0,,,249600000.0,584600000.0,,,,1285700000.0,,,767200000.0,,,-411800000.0,-15300000.0,,,18300000.0,,,,150700000.0,,,,-983700000.0,4200000.0,,,,,,,,,,,,,235500000.0,-4000000.0,,,401500000.0,17400000.0,0.0,,,,,-26700000.0,,2900000.0,,,221000000.0,-4400000.0,,,,1107000000.0,2200400000.0,122500000.0,,1034900000.0,,,2433100000.0,-200000.0,,,,73600000.0,1216700000.0,,84700000.0,,,,,,,,,,,,,,,,,,
