date,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualBasicEPS,annualAccountsPayable,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,annualTaxProvision,trailingFreeCashFlow,trailingTaxProvision,annualEndCashPosition,annualOperatingIncome,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyOperatingIncome,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,annualFreeCashFlow,annualOperatingExpense,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingSellingGeneralAndAdministration,quarterlyTotalAssets,annualInvestmentsAndAdvances,annualBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCashDividendsPaid,annualDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,trailingPretaxIncome,annualSellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,annualTotalAssets,quarterlyStockholdersEquity,annualDilutedEPS,trailingNetIncomeCommonStockholders,annualStockholdersEquity,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyGoodwill,annualCommonStockIssuance,annualRetainedEarnings,annualSaleOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyOperatingExpense,trailingOperatingCashFlow,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyNetPPE,quarterlyPretaxIncome,annualChangeInInventory,annualNetPPE,quarterlyPurchaseOfBusiness,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyTaxProvision,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyDilutedEPS,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualBeginningCashPosition,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualInterestExpense,annualPretaxIncome,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyGrossPPE,trailingInterestExpense,annualInvestingCashFlow,trailingNetIncome,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingChangeInCashSupplementalAsReported,quarterlyAccountsPayable,trailingNetIncomeContinuousOperations,trailingOperatingExpense,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualGoodwill,annualTotalRevenue,annualCapitalStock,trailingRepurchaseOfCapitalStock,trailingCostOfRevenue,trailingNetOtherInvestingChanges,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyIncomeTaxPayable,trailingOperatingIncome,trailingDeferredIncomeTax,annualDeferredIncomeTax,annualOtherNonCurrentLiabilities,trailingChangeInAccountPayable,quarterlyOtherNonCurrentAssets,annualInventory,annualTotalNonCurrentAssets,annualStockBasedCompensation,annualCurrentLiabilities,annualOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,annualCurrentDebt,trailingGrossProfit,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentDebt,quarterlyOtherCurrentAssets,annualGrossProfit,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,trailingBasicEPS,quarterlyTotalNonCurrentAssets,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualEbitda,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,annualCurrentAssets,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherCurrentAssets,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1997-06-30,,,,,,,,,,,,,-20519399.46,,,,,,,,,,,,,,,1145698756.65,,,1024634870.73,,,,,,,,,,,121063885.92,,,,,,,,,,,,,,,,,,,,,108626511.47,,,,,,65244920.0,,,,,,,,,,,,,,,,,,,,,,,108626511.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,,-0.117576,,,,1104417.88,,,,-107726284.27,,-133787463.34,,,104649942.06,-109523628.51,,,,1307997521.05,,,176504755.63,,,,1315793343.09,7218471.73,,1307997521.05,-109523628.51,,,,,,,74059761.57,,1315793343.09,7795822.04,-0.117576,,7795822.04,-109523628.51,,,,-133787463.34,,,,7218471.73,,,,,,,104649942.06,27192980.59,141551373.93,,,141551373.93,,,65244920.0,,,,,,,,141551373.93,27192980.59,,,,,,,,-108419210.63,,,,,,141551373.93,,,,,,,,,,,,,,,,,,875005800.87,65244920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,,,,,-178872792.23,,,,,,,,,,,,,,,1208462716.01,,,1245752222.86,,,,,,,,,,,-37289506.85,,,,,,,,,,,,48182829.78,,,,,,,39614496.1,,135785299.67,,,,,,65244920.0,,,,,,,,,25124157.49,,,,,,,,,,,,,,135785299.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,,-0.117738,,,,1284983.29,,,37221897.26,-106278795.74,,-243461757.84,,,37221897.26,-109674294.5,,,-788006.27,1218846079.7,,38272707.13,162349565.13,,,,1116967607.24,44914257.0,,1218846079.7,-109674294.5,-34219332.21,,,,,,73579045.06,,1116967607.24,-101878472.46,-0.117738,,-101878472.46,-109674294.5,20525019.34,,,-243461757.84,1077138.44,,,44914257.0,,,,,,39465840.61,37221897.26,24369173.26,129739832.45,,21037134.65,129739832.45,,,65244920.0,,,,89627784.4,,,,129739832.45,24369173.26,,,104649942.06,-715560.42,,,,-108389311.21,,,-1193133.48,,,129739832.45,,-1415774.61,,,,,,,,,,33293429.06,-70438107.99,,-817627.05,-67428044.8,,750721784.32,65244920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,,,,,,,-314792952.25,,,,,,,,,,,,,,,1117745521.35,,,1288599782.29,,,,,,,,,,,-173209666.87,,,,,,,,,,,,30768594.36,,,,,,,28307581.63,,116789583.46,,,,,,65244920.0,,,,,,,,,21981440.97,,,,,,,,,,,,,,116789583.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,,-0.432027,,,,1726378.82,,,45458149.62,-387764058.88,,-645899206.43,,,45458149.62,-402060871.73,,,206468.29,1205470936.93,,47421658.22,403147247.98,,,,706927598.42,29205098.04,,1205470936.93,-402437448.59,-11656726.23,,,,,,320609138.06,,706927598.42,-504315921.05,-0.432027,,-504315921.05,-402437448.59,19662023.76,,3750000.0,-645899206.43,406468.29,,,29205098.04,,,,,,49070383.53,45458149.62,20632092.95,97470860.09,,21737173.51,97470860.09,,,65244920.0,,,,82739837.04,,,,97470860.09,20632092.95,,,37221897.26,,,,,-400334492.91,,,-1648725.31,,,97470860.09,,1377070.37,,,,,,,,,,81390428.73,-66895705.3,,3750000.0,8236252.36,,579233812.52,65244920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,,,-676175089.37,,,,,,,,,,,,,,,696171148.54,,,1225042693.22,,,,,,,,,,,-534591803.99,,,,,,,,,,,,29205098.04,,,,,,,38741241.52,,90818053.4,,,,,,65244920.0,,,,,,,,,20489788.84,,,,,,,,,,,,,,90818053.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,5004575.31,,,,,,,,,,,,,,2529198.99,,,82952515.87,,,,,,,,3102766.44,,,,,,,,,2750089.67,3102766.44,,,,,,,,,,,,,,,,,,,,,,5197177.02,,,,,,2911046.46,,,,,,,,160956.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,28340742.76,,-0.073963,,,,1380168.47,,,47772642.1,-67681624.97,,-714796787.56,,-42192189.08,47772642.1,-68616038.54,47216838.91,,-7719543.12,1137128727.84,,-19770024.33,104562548.99,,-41724464.63,,569106208.46,26835243.86,,1137128727.84,-68897581.13,-3069300.42,,-41442922.04,-41724464.63,,,50559200.78,,569106208.46,-573213502.18,-0.073963,,-573213502.18,-68897581.13,7372731.36,,,-714796787.56,169424.98,,,26835243.86,,,,50952312.62,,-17729797.86,47772642.1,17326278.67,18916563.76,-41024865.5,13682225.4,18916563.76,,,65244920.0,,,418056.54,53245513.72,,,,18916563.76,17326278.67,,,45458149.62,,,,,-67235870.07,,,-2040226.47,,,18916563.76,,-9472144.61,,,,,,,,,,-27720188.88,-95810381.6,,0.0,2314492.48,,296009695.84,65244920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,,,,5687099.94,,,,,,,,,,,,,,,461601823.54,,,233534216.55,,,,,,,,,,,213458146.99,,,,,,,,,,,,121489253.21,,,,,,,32887448.98,,219701965.23,,,,,,65244920.0,,,,,,,,,144247.11,,,,,,,,,,,,,,219701965.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,8425903.83,,,,,,,,,,,,12205686.91,,7783614.02,,,35242103.79,,,,,,,,6518586.97,,482561962.62,,,246772448.54,,,,7721907.09,6518586.97,,,,,,219976733.96,,,,,,,,,,,,132250490.46,,,,8009623.38,,,45402650.67,,218149475.32,7867320.09,,,,,65244920.0,,,145413.0,,,,,,159703.43,,,,,,,,,,,,,,218149475.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,8829752.5,,0.028491,,,,547960.87,,,34437559.74,29740899.55,,19545912.27,,15366996.62,34437559.74,28436532.96,83944706.56,,-15964718.23,221875788.46,,7853931.0,29887178.62,,14334352.93,,475575362.18,146056852.71,,221875788.46,26540039.84,-2729263.69,,14572696.69,14334352.93,,,26898112.91,,475575362.18,234623832.79,0.028491,,234623832.79,26540039.84,16201165.44,,,19545912.27,902218.31,,,146056852.71,,,,11867609.18,,11702776.81,34437559.74,669454.0,212487757.5,14476735.3,-9240433.51,212487757.5,,,65244920.0,,,-95961.39,5057820.9,,,,212487757.5,669454.0,,,47772642.1,-4540.0,,,,28984493.83,,,-3848845.81,,,212487757.5,,-18708595.48,,,,,,,,,,-19903777.44,-206409100.19,,202809100.19,-13335082.36,,223197483.91,65244920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,6969690.94,,,,,,,,,,,,27831141.64,,9619266.37,,,36952438.75,,,,,,,,8285229.37,,486065260.63,,,222952388.16,,,,9413298.74,8285229.37,,,,,,242909062.16,,,,,,,,,,,,148738698.34,,,0.008894,9002569.35,,,48648313.25,,214333172.1,9548736.08,,,,,65244920.0,,,135437.34,,,,0.008894,,651804.0,,,,,,,,,,,,,,214333172.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,5224346.54,,,,,,,,,,,,19886463.82,,5727901.67,,,30383269.07,,,,,,,,5104306.18,,482197833.8,,,213004144.45,,,,6080816.89,5104306.18,,,,,,248013368.34,,,,,,,,,,,,161905189.1,,,,7871337.37,,,32824735.11,,205426349.87,6063338.6,,,,,78293904.0,,,-17478.29,,,,,,634154.0,,,,,,,,,,,,,,205426349.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,6043948.12,,,,,,,,,,,,20886288.35,,-330313.28,,,27638215.46,,,,,,,,999825.53,,482931920.8,,,211082159.93,,,,-53184.8,999825.53,,,,,,249066043.67,,,,,,,,,,,,164756036.21,,,,7653256.3,,,36025153.19,,205635721.22,91990.84,,,,,78293905.0,,,145175.64,,,,,,646504.0,,,,,,,,,,,,,,205635721.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
