,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,annualBasicEPS,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyCurrentDebt,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingOtherNonCashItems,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,quarterlyBasicEPS,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,quarterlyNetPPE,trailingResearchAndDevelopment,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyTaxProvision,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualDilutedEPS,annualDilutedAverageShares,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,trailingChangeInInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,annualTotalRevenue,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualEndCashPosition,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,quarterlyTotalAssets,annualPretaxIncome,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualCostOfRevenue,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyDilutedEPS,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,annualCurrentAssets,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
886204800,,1034000000.0,,,1327000000.0,,,3072000000.0,2675000000.0,,1273000000.0,,,-21000000.0,16384000000.0,,,,,,1448000000.0,,-5529000000.0,,,,,,,,1959000000.0,,,,2733000000.0,4910000000.0,2152000000.0,67000000.0,,,,925000000.0,2992000000.0,-71000000.0,-108000000.0,,,,,,,,803000000.0,,,11816000000.0,1144000000.0,,,,,0.45,,,,-484000000.0,-450000000.0,,1304000000.0,11804000000.0,,,,,,,,,6275000000.0,,,,6281000000.0,,398000000.0,,,-17000000.0,96000000.0,,,2177000000.0,,,,-339000000.0,,,,-589000000.0,1715000000.0,,3818000000.0,,,,,694000000.0,,,15350000000.0,,,2076000000.0,,12505000000.0,,,1872000000.0,21852000000.0,,,,,,,,,32707000000.0,,,929000000.0,,,10855000000.0,,,,,,,,,1237000000.0,,411000000.0,-1605000000.0,,,,16323000000.0,,,,4580000000.0,,,,3979000000.0,0.0,,,,0.43,,,929000000.0,929000000.0,2581000000.0,-999000000.0,7093000000.0,,2733000000.0,,0.0,,,-326000000.0,,,,,,-146000000.0,7837000000.0,,,,,8401000000.0,,,,,,,
893894400,,1184000000.0,,,947000000.0,,,2733000000.0,2944000000.0,,1325000000.0,,,14000000.0,17219000000.0,,,,,,1558000000.0,,-5767000000.0,,,,,,,,1154000000.0,,,,4387000000.0,5037000000.0,2156000000.0,59000000.0,,,,1904000000.0,3084000000.0,686000000.0,-52000000.0,,,,,,,,880000000.0,,,12040000000.0,1705000000.0,,,,,0.33,,,,-1126000000.0,-536000000.0,,872000000.0,12163000000.0,,,,,,,,,6396000000.0,,,,6281000000.0,,262000000.0,,,-72000000.0,146000000.0,,,650000000.0,,,,1654000000.0,,,,-189000000.0,1330000000.0,,3724000000.0,,,,,1169000000.0,,,16035000000.0,,,2078000000.0,,11844000000.0,,,2064000000.0,21661000000.0,,,,,,,,,32787000000.0,,,685000000.0,,,11126000000.0,,,,,,,,,1276000000.0,,458000000.0,-357000000.0,,,,15568000000.0,,,,4730000000.0,,,,3816000000.0,-16000000.0,,,,0.33,,,685000000.0,685000000.0,2448000000.0,1075000000.0,6700000000.0,,4387000000.0,,0.0,,,398000000.0,,,,,,-145000000.0,8224000000.0,,,,,8366000000.0,,,,,,,
901843200,,993000000.0,,,874000000.0,,,4387000000.0,2700000000.0,,1374000000.0,,,-43000000.0,17316000000.0,,,,,,1640000000.0,,-5983000000.0,,,,,,,,2093000000.0,,,,5311000000.0,5487000000.0,2152000000.0,54000000.0,,,,1257000000.0,2824000000.0,-45000000.0,-150000000.0,,,,,,,,815000000.0,,,10979000000.0,664000000.0,,,,,0.3,,,,300000000.0,-536000000.0,,774000000.0,12454000000.0,,,,,,,,,6471000000.0,,,,6246000000.0,,253000000.0,,,-216000000.0,127000000.0,,,176000000.0,,,,924000000.0,,,,-343000000.0,1228000000.0,,3442000000.0,,,,,128000000.0,,,16323000000.0,,,2070000000.0,,12537000000.0,,,1885000000.0,21927000000.0,,,,,,,,,33295000000.0,,,621000000.0,,,11368000000.0,,,,,,,,,1253000000.0,,454000000.0,-788000000.0,,,,15979000000.0,,,,4897000000.0,,,,3474000000.0,-4000000.0,,,,0.29,,,621000000.0,621000000.0,2189000000.0,-40000000.0,6770000000.0,,5311000000.0,,0.0,,,-69000000.0,,,,,,-166000000.0,7505000000.0,,,,,8030000000.0,,,,,,,
909792000,,10000000.0,,,943000000.0,,5710000000.0,5311000000.0,2829000000.0,1218000000.0,1453000000.0,,,125000000.0,16919000000.0,974000000.0,4067000000.0,7572000000.0,2068000000.0,,3581000000.0,-3673000000.0,-6212000000.0,,3072000000.0,,12570000000.0,1.425,,0.0,1245000000.0,12089000000.0,,,4046000000.0,4067000000.0,,55000000.0,,7793000000.0,,687000000.0,3203000000.0,979000000.0,-953000000.0,,,,,11148000000.0,,,857000000.0,,,12226000000.0,1929000000.0,,,-1997000000.0,,,,-4059000000.0,2945000000.0,-2363000000.0,-475000000.0,563000000.0,891000000.0,12570000000.0,-795000000.0,,,,,235000000.0,,,6358000000.0,,,,7572000000.0,,233000000.0,10000000.0,,647000000.0,98000000.0,1.385,2144000000.0,21000000.0,3355000000.0,0.0,14989000000.0,-1265000000.0,6184000000.0,-6212000000.0,,-1303000000.0,1437000000.0,-1263000000.0,3281000000.0,16754000000.0,3445000000.0,467000000.0,1549000000.0,1454000000.0,,3841000000.0,16909000000.0,75000000.0,47061000000.0,,,13473000000.0,,16909000000.0,1972000000.0,21584000000.0,,,,4046000000.0,2945000000.0,1245000000.0,,1146000000.0,33673000000.0,4091000000.0,33673000000.0,710000000.0,,1453000000.0,12089000000.0,3581000000.0,-625000000.0,,32072000000.0,2063000000.0,,3203000000.0,,1218000000.0,,546000000.0,-1309000000.0,,-2424000000.0,,16754000000.0,,4773000000.0,,5731000000.0,,342000000.0,16919000000.0,3720000000.0,20000000.0,,1869000000.0,4046000000.0,,,,710000000.0,710000000.0,2063000000.0,-831000000.0,6184000000.0,21584000000.0,4046000000.0,,0.0,,6232000000.0,560000000.0,,3281000000.0,,13473000000.0,6358000000.0,-168000000.0,8506000000.0,5442000000.0,5731000000.0,,21000000.0,6232000000.0,2945000000.0,,,,,,
917740800,,64000000.0,,,1315000000.0,,,4046000000.0,2754000000.0,,1605000000.0,,,48000000.0,17510000000.0,,,,,,3370000000.0,,-6383000000.0,,,,,,,,1288000000.0,,,,3694000000.0,3698000000.0,2098000000.0,47000000.0,,,,492000000.0,2835000000.0,-1500000000.0,350000000.0,,,,,,,,799000000.0,,,11937000000.0,290000000.0,,,,,0.48,,,,-574000000.0,-311000000.0,,1199000000.0,12522000000.0,,,,,,,,,6139000000.0,,,,6731000000.0,,355000000.0,,,60000000.0,179000000.0,,,4000000.0,,,,-352000000.0,,,,-265000000.0,1619000000.0,,2899000000.0,,,,,-21000000.0,,,17446000000.0,,,2022000000.0,,12459000000.0,,,1955000000.0,20940000000.0,,,,,,,,,32868000000.0,,,960000000.0,,,11928000000.0,,,,,,,,,1191000000.0,,420000000.0,-475000000.0,,,,15358000000.0,,,,5789000000.0,,,,3953000000.0,0.0,,,,0.46,,,960000000.0,960000000.0,1708000000.0,-68000000.0,6302000000.0,,3694000000.0,,0.0,,,-119000000.0,,,,,,-162000000.0,7984000000.0,,,,,5790000000.0,,,,,,,
925430400,,10000000.0,,,1258000000.0,,,3694000000.0,2983000000.0,,1593000000.0,,,27000000.0,18198000000.0,,,,,,3187000000.0,,-6622000000.0,,,,,,,,1380000000.0,,,,4894000000.0,4995000000.0,2102000000.0,44000000.0,,,,234000000.0,3124000000.0,529000000.0,-87000000.0,,,,,,,,873000000.0,,,12419000000.0,1753000000.0,,,,,0.46,,,,-336000000.0,-315000000.0,,1109000000.0,12612000000.0,,,,,,,,,5990000000.0,,,,6778000000.0,,340000000.0,,,-43000000.0,151000000.0,,,101000000.0,,,,1200000000.0,,,,-463000000.0,1545000000.0,,2946000000.0,,,,,1438000000.0,,,18188000000.0,,,2020000000.0,,12875000000.0,,,2110000000.0,22229000000.0,,,,,,,,,34019000000.0,,,918000000.0,,,11790000000.0,,,,,,,,,1216000000.0,,436000000.0,-238000000.0,,,,15821000000.0,,,,5800000000.0,,,,4092000000.0,-56000000.0,,,,0.44,,,918000000.0,918000000.0,1730000000.0,-217000000.0,6310000000.0,,4894000000.0,,0.0,,,-8000000.0,,,,,,-163000000.0,8327000000.0,,,,,5919000000.0,,,,,,,
933379200,,10000000.0,,,946000000.0,,,4894000000.0,2280000000.0,,1409000000.0,,,-176000000.0,19009000000.0,,,,,,2773000000.0,,-4476000000.0,,,,,,,,2366000000.0,,,,6052000000.0,6106000000.0,2112000000.0,45000000.0,,,,239000000.0,2986000000.0,-795000000.0,320000000.0,,,,,,,,619000000.0,,,10318000000.0,362000000.0,,,,,0.43,,,,998000000.0,-131000000.0,,787000000.0,8973000000.0,,,,,,,,,4497000000.0,,,,5588000000.0,,250000000.0,,,213000000.0,218000000.0,,,54000000.0,,,,1158000000.0,,,,-163000000.0,896000000.0,,2712000000.0,,,,,231000000.0,,,18715000000.0,,,2020000000.0,,12349000000.0,,,1661000000.0,20685000000.0,,,,,,,,,34070000000.0,,,853000000.0,,,13385000000.0,,,,,,,,,888000000.0,,109000000.0,-188000000.0,,,,15061000000.0,,,,8888000000.0,,,,3067000000.0,56000000.0,,,,0.41,,,853000000.0,696000000.0,1824000000.0,-202000000.0,5040000000.0,,6052000000.0,,0.0,,,-221000000.0,,,,,,-163000000.0,7251000000.0,,,,,4880000000.0,,,,,,,
941328000,,10000000.0,,,1005000000.0,,5004000000.0,6052000000.0,2351000000.0,917000000.0,1437000000.0,,,32000000.0,18295000000.0,1365000000.0,5590000000.0,6262000000.0,2018000000.0,,3342000000.0,-1041000000.0,-4587000000.0,,4046000000.0,,8920000000.0,1.73,,0.0,3105000000.0,13655000000.0,,,5411000000.0,5590000000.0,,65000000.0,,6522000000.0,,83000000.0,3517000000.0,400000000.0,-754000000.0,,,,,8962000000.0,,,612000000.0,,,11362000000.0,629000000.0,,,-1134000000.0,,,,-1015000000.0,3104000000.0,-1129000000.0,-377000000.0,-171000000.0,909000000.0,8920000000.0,-628000000.0,,,,,202000000.0,,,4333000000.0,,,,6262000000.0,,245000000.0,10000000.0,,-17000000.0,112000000.0,1.67,2104000000.0,179000000.0,2440000000.0,0.0,12650000000.0,-641000000.0,4863000000.0,-4587000000.0,,-1752000000.0,1260000000.0,-171000000.0,2681000000.0,17002000000.0,1900000000.0,660000000.0,-1366000000.0,252000000.0,,3688000000.0,18285000000.0,-69000000.0,42370000000.0,,,14321000000.0,,18285000000.0,1739000000.0,21642000000.0,,,,5411000000.0,3491000000.0,3105000000.0,,1090000000.0,35297000000.0,4194000000.0,35297000000.0,760000000.0,,1437000000.0,13655000000.0,3342000000.0,-650000000.0,,29720000000.0,1764000000.0,,3517000000.0,,917000000.0,,351000000.0,-114000000.0,,-2643000000.0,,17002000000.0,,1048000000.0,,9322000000.0,,213000000.0,18295000000.0,3260000000.0,0.0,,1316000000.0,5411000000.0,,,,760000000.0,760000000.0,1764000000.0,-141000000.0,4863000000.0,21642000000.0,5411000000.0,,0.0,,5958000000.0,177000000.0,,2681000000.0,,14321000000.0,4333000000.0,-162000000.0,8102000000.0,3034000000.0,9322000000.0,,179000000.0,5958000000.0,3491000000.0,,,,,,
949276800,,10000000.0,,,1059000000.0,,,5411000000.0,2372000000.0,,1534000000.0,,,0.0,19306000000.0,,,,,,3717000000.0,,-4714000000.0,,,,,,,,515000000.0,,,,2985000000.0,3240000000.0,2086000000.0,56000000.0,,,,472000000.0,3850000000.0,607000000.0,-413000000.0,,,,143000000.0,,,,607000000.0,,,11673000000.0,1503000000.0,,,,,0.4,,,,-3676000000.0,-339000000.0,,952000000.0,9050000000.0,,,,,,,,,4336000000.0,,,,6391000000.0,,265000000.0,,,-199000000.0,216000000.0,,,255000000.0,,,,-2426000000.0,,,,-929000000.0,1298000000.0,,2315000000.0,,,,,1164000000.0,,,18272000000.0,,,1998000000.0,,12290000000.0,,,1765000000.0,19331000000.0,,,,,,,,,33911000000.0,,,794000000.0,,,14580000000.0,,,,,,,,,780000000.0,,346000000.0,-462000000.0,,,,14605000000.0,,,,10244000000.0,,,,3324000000.0,0.0,,,,0.385,,,794000000.0,794000000.0,1535000000.0,-253000000.0,5100000000.0,,2985000000.0,,0.0,,,-237000000.0,,,,,,-161000000.0,8349000000.0,,,,,5435000000.0,,,,,,,
957052800,,10000000.0,,,1060000000.0,,,2985000000.0,2543000000.0,,1534000000.0,,,32000000.0,19449000000.0,,,,,,3609000000.0,,-4810000000.0,,,,,,,,647000000.0,,,,3678000000.0,3903000000.0,2084000000.0,40000000.0,,,,279000000.0,3873000000.0,-646000000.0,285000000.0,,,,124000000.0,,,,671000000.0,,,12028000000.0,1579000000.0,,,,,0.47,,,,-728000000.0,-424000000.0,,890000000.0,9157000000.0,,,,,,,,,4347000000.0,,,,5976000000.0,,244000000.0,,,96000000.0,288000000.0,,,225000000.0,,,,693000000.0,,,,-1325000000.0,1217000000.0,,2629000000.0,,,,,1155000000.0,,,18529000000.0,,,1988000000.0,,12030000000.0,,,1872000000.0,20002000000.0,,,,,,,,,34108000000.0,,,935000000.0,,,14106000000.0,,,,,,,,,774000000.0,,327000000.0,-188000000.0,,,,14659000000.0,,,,9759000000.0,,,,3433000000.0,0.0,,,,0.45,,,935000000.0,816000000.0,1855000000.0,-158000000.0,4985000000.0,,3678000000.0,,0.0,,,106000000.0,,,,,,-160000000.0,8595000000.0,,,,,5509000000.0,,,,,,,
965001600,,10000000.0,,,1308000000.0,,,3678000000.0,2418000000.0,,1737000000.0,,,-172000000.0,14611000000.0,,,,,,3537000000.0,,-4904000000.0,,,,,,,,1625000000.0,,,,4842000000.0,5052000000.0,2090000000.0,60000000.0,,,,100000000.0,4404000000.0,-811000000.0,419000000.0,,,,51000000.0,,,,663000000.0,,,11818000000.0,683000000.0,,,,,0.53,,,,991000000.0,-434000000.0,,1092000000.0,9302000000.0,,,,,,,,,4398000000.0,,,,5840000000.0,,279000000.0,,,-235000000.0,155000000.0,,,210000000.0,,,,1164000000.0,,,,-1527000000.0,1478000000.0,,4240000000.0,,,,,249000000.0,,,14135000000.0,,,1976000000.0,,13606000000.0,,,1755000000.0,21913000000.0,,,,,,,,,32457000000.0,,,1046000000.0,,,10544000000.0,,,,,,,,,850000000.0,,386000000.0,-69000000.0,,,,17846000000.0,,,,6146000000.0,,,,3510000000.0,0.0,,,,0.505,,,1046000000.0,1029000000.0,3390000000.0,-510000000.0,5563000000.0,,4842000000.0,,0.0,,,-578000000.0,,,,,,-160000000.0,8308000000.0,,,,,5640000000.0,,,,,,,
972950400,,19000000.0,,,1198000000.0,,5257000000.0,4842000000.0,2696000000.0,1201000000.0,1759000000.0,,,10000000.0,14209000000.0,-1996000000.0,4007000000.0,6834000000.0,1979000000.0,,4970000000.0,-5295000000.0,-5005000000.0,,5411000000.0,,9505000000.0,1.87,,0.0,1555000000.0,10765000000.0,,,3415000000.0,4007000000.0,,101000000.0,,7383000000.0,,153000000.0,5049000000.0,130000000.0,-980000000.0,,,,93000000.0,10029000000.0,,,705000000.0,,,13263000000.0,660000000.0,,,-1737000000.0,,,,-1131000000.0,3561000000.0,-1882000000.0,-540000000.0,-845000000.0,955000000.0,9505000000.0,-1126000000.0,,,,,257000000.0,,,4500000000.0,,,,6834000000.0,,276000000.0,19000000.0,,-5000000.0,89000000.0,1.8,2077000000.0,592000000.0,2646000000.0,0.0,13918000000.0,-1427000000.0,5699000000.0,-5005000000.0,,-1789000000.0,1264000000.0,-689000000.0,4603000000.0,19800000000.0,2688000000.0,748000000.0,-720000000.0,120000000.0,,3889000000.0,14097000000.0,-130000000.0,48782000000.0,,93000000.0,15197000000.0,,14097000000.0,1991000000.0,23244000000.0,,,,3415000000.0,3697000000.0,1555000000.0,,1064000000.0,34009000000.0,4625000000.0,34009000000.0,922000000.0,,1759000000.0,10765000000.0,4970000000.0,-638000000.0,,34864000000.0,3402000000.0,,5049000000.0,,1201000000.0,,309000000.0,-412000000.0,,-5570000000.0,,19800000000.0,,1004000000.0,,6265000000.0,,-343000000.0,14209000000.0,3651000000.0,0.0,,1368000000.0,3415000000.0,,,,922000000.0,922000000.0,3402000000.0,-205000000.0,5699000000.0,23244000000.0,3415000000.0,,0.0,,6394000000.0,-136000000.0,,4603000000.0,,15197000000.0,4500000000.0,-157000000.0,9612000000.0,4425000000.0,6265000000.0,,592000000.0,6394000000.0,3697000000.0,,,,,,
980899200,,19000000.0,,,395000000.0,,,3415000000.0,2608000000.0,,1902000000.0,,,163000000.0,14136000000.0,,,,,,5499000000.0,,-5091000000.0,,,,,,,,2321000000.0,,,,2297000000.0,2852000000.0,1929411765.0,89000000.0,,,,104000000.0,4094000000.0,-1445000000.0,-52000000.0,,,,17000000.0,,,,673000000.0,,,11948000000.0,-523000000.0,,,,,0.17,,,,-368000000.0,-484000000.0,,637000000.0,9654000000.0,,,,,,,,,4563000000.0,,,,3200000000.0,,90000000.0,,,18000000.0,90000000.0,,,555000000.0,,,,-1118000000.0,,,,-636000000.0,923000000.0,,4018000000.0,,,,,-1007000000.0,,,14100000000.0,,,1929411765.0,,15225000000.0,,,1935000000.0,22639000000.0,,,,,,,,,33379000000.0,,,328000000.0,,,10740000000.0,,,,,,,,,981000000.0,,286000000.0,-173000000.0,,,,19243000000.0,,,,6177000000.0,,,,3245000000.0,0.0,,,,0.17,,,328000000.0,305000000.0,3037000000.0,-227000000.0,6095000000.0,,2297000000.0,,-365000000.0,,,-396000000.0,,,3708000000.0,,,-155000000.0,8703000000.0,,,,,6001000000.0,,,,,,,
988588800,,19000000.0,,,7000000.0,,,2297000000.0,2616000000.0,,1988000000.0,,,-163000000.0,14097000000.0,,,,,,4989000000.0,,-5265000000.0,,,,,,,,3221000000.0,,,,3606000000.0,4169000000.0,2233333333.0,71000000.0,,,,30000000.0,3888000000.0,875000000.0,-68000000.0,,,,85000000.0,,,,685000000.0,,,11607000000.0,1211000000.0,,,,,0.03,,,,396000000.0,-405000000.0,,324000000.0,9837000000.0,,,,,,,,,4572000000.0,,,,2939000000.0,,-48000000.0,,,3000000.0,25000000.0,,,563000000.0,,,,1309000000.0,,,,-202000000.0,670000000.0,,3822000000.0,,,,,806000000.0,,,13993000000.0,,,2233333333.0,,15666000000.0,,,1931000000.0,22744000000.0,,,,,,,,,33585000000.0,,,67000000.0,,,10841000000.0,,,,,,,,,979000000.0,,346000000.0,-34000000.0,,,,19488000000.0,,,,6269000000.0,,,,2940000000.0,0.0,,,,0.03,,,67000000.0,55000000.0,2843000000.0,-298000000.0,5704000000.0,,3606000000.0,,-400000000.0,,,391000000.0,,,3630000000.0,,,-155000000.0,8667000000.0,,,,,5686000000.0,,,,,,,
996537600,,19000000.0,,,100000000.0,,,3606000000.0,2482000000.0,,1879000000.0,,,200000000.0,13869000000.0,,,,,,5180000000.0,,-5340000000.0,,,,,,,,2012000000.0,,,,2727000000.0,3240000000.0,1850000000.0,73000000.0,,,,89000000.0,3238000000.0,375000000.0,-697000000.0,,,,40000000.0,,,,662000000.0,,,10147000000.0,131000000.0,,,,,0.06,,,,-738000000.0,-446000000.0,,145000000.0,9953000000.0,,,,,,,,,4613000000.0,,,,3509000000.0,,-3000000.0,,,-155000000.0,199000000.0,,,513000000.0,,,,-879000000.0,,,,-200000000.0,519000000.0,,4555000000.0,,,,,-315000000.0,,,13792000000.0,,,1850000000.0,,13950000000.0,,,1820000000.0,20962000000.0,,,,,,,,,32374000000.0,,,111000000.0,,,11412000000.0,,,,,,,,,1044000000.0,,374000000.0,-33000000.0,,,,18505000000.0,,,,6799000000.0,,,,2627000000.0,0.0,,,,0.06,,,111000000.0,103000000.0,3511000000.0,-272000000.0,5489000000.0,,2727000000.0,,-131000000.0,,,184000000.0,,,3312000000.0,,,-156000000.0,7520000000.0,,,,,4900000000.0,,,,,,,
1004486400,,19000000.0,,,200000000.0,,3192000000.0,2727000000.0,2223000000.0,938000000.0,1867000000.0,,,23000000.0,13953000000.0,782000000.0,4336000000.0,3295000000.0,1936000000.0,,5094000000.0,-1230000000.0,-5411000000.0,,3415000000.0,,9808000000.0,0.21,,-1292000000.0,1722000000.0,11279000000.0,,,4197000000.0,4336000000.0,,,,7259000000.0,,519000000.0,3791000000.0,775000000.0,-153000000.0,,,,41000000.0,9929000000.0,,,650000000.0,,,11524000000.0,1742000000.0,,,-1527000000.0,,,,-434000000.0,624000000.0,-520000000.0,-192000000.0,1096000000.0,717000000.0,9808000000.0,-549000000.0,,,,,,,,4397000000.0,,,,3295000000.0,,39000000.0,19000000.0,,130000000.0,40000000.0,0.21,1974000000.0,139000000.0,2670000000.0,0.0,11752000000.0,1470000000.0,5204000000.0,-5411000000.0,,-202000000.0,1080000000.0,-970000000.0,4667000000.0,18631000000.0,1034000000.0,354000000.0,580000000.0,1550000000.0,,1823000000.0,13693000000.0,223000000.0,45226000000.0,,41000000.0,13964000000.0,,13693000000.0,1573000000.0,21305000000.0,,,,4197000000.0,408000000.0,1722000000.0,,78000000.0,32584000000.0,702000000.0,32584000000.0,-98000000.0,,1867000000.0,11279000000.0,5094000000.0,-621000000.0,,33474000000.0,3729000000.0,,3791000000.0,,938000000.0,,363000000.0,-194000000.0,,-1240000000.0,,18631000000.0,,742000000.0,,6882000000.0,,-4000000.0,13953000000.0,2940000000.0,0.0,,1369000000.0,4197000000.0,,,3289000000.0,-98000000.0,161000000.0,3729000000.0,248000000.0,5204000000.0,21305000000.0,4197000000.0,,-396000000.0,,4488000000.0,917000000.0,,4667000000.0,3289000000.0,13964000000.0,4397000000.0,-155000000.0,8584000000.0,2561000000.0,6882000000.0,,139000000.0,4488000000.0,408000000.0,,,,,,
1012435200,,19000000.0,,,635000000.0,,,4197000000.0,2428000000.0,,1873000000.0,,,879000000.0,14212000000.0,,,,,,5272000000.0,,-5505000000.0,,,,,,,,1462000000.0,,,,6983000000.0,7141000000.0,1936000000.0,,,,,88000000.0,3602000000.0,851000000.0,-92000000.0,,,,139000000.0,,,,678000000.0,,,11383000000.0,1721000000.0,,,,,0.25,,,,507000000.0,-330000000.0,,625000000.0,9893000000.0,,,,,,,,,4388000000.0,,,,3389000000.0,,157000000.0,,,169000000.0,189000000.0,,,158000000.0,,,,2786000000.0,,,,-204000000.0,940000000.0,,5495000000.0,,,,,1391000000.0,,,13850000000.0,,,1936000000.0,,13881000000.0,,,1750000000.0,23236000000.0,,,,,,,,,33588000000.0,,,484000000.0,,,10352000000.0,,,,,,,,,967000000.0,,315000000.0,-150000000.0,,,,19376000000.0,,,,5964000000.0,,,,3053000000.0,0.0,,,,0.25,,,484000000.0,478000000.0,4528000000.0,558000000.0,4458000000.0,,6983000000.0,,0.0,,,746000000.0,,,3555000000.0,,,-156000000.0,8330000000.0,,,,,4134000000.0,,,,,,,
