date,trailingInterestExpense,trailingBeginningCashPosition,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,annualInterestExpense,annualEbitda,annualCurrentAssets,trailingCapitalExpenditure,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualGrossPPE,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyAccountsPayable,trailingNetIncomeCommonStockholders,annualDilutedAverageShares,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCapitalExpenditure,trailingGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualRepaymentOfDebt,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,trailingTaxProvision,annualInventory,quarterlyNetPPE,annualChangeInInventory,annualNetOtherFinancingCharges,annualTaxProvision,annualStockBasedCompensation,annualCurrentDebt,trailingCostOfRevenue,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualOtherNonCashItems,trailingNetIncomeContinuousOperations,annualDilutedEPS,annualBasicEPS,trailingChangeInInventory,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyRetainedEarnings,annualOperatingExpense,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,trailingOperatingExpense,quarterlyCurrentLiabilities,trailingOtherNonCashItems,annualCostOfRevenue,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,quarterlyTotalAssets,annualTotalAssets,trailingNetIncome,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyAccountsReceivable,annualPretaxIncome,annualNetIncome,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,annualOperatingIncome,trailingChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualPurchaseOfInvestment,annualDepreciationAndAmortization,annualAccountsReceivable,quarterlyLongTermDebt,annualTotalRevenue,trailingCommonStockIssuance,annualInvestingCashFlow,annualRetainedEarnings,trailingEndCashPosition,quarterlyInventory,annualCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualEndCashPosition,trailingTotalRevenue,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualGoodwill,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualOtherIntangibleAssets,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingSaleOfInvestment,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,quarterlyBasicEPS,quarterlyGoodwill,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2003-06-30,543000000.0,1134000000.0,,,,73328000.0,846941000.0,-285000000.0,,-985000000.0,67464000.0,-168000.0,35614000.0,72370000.0,-20129000.0,,,-22650000000.0,,1779000000.0,4887520900.0,121724000.0,,-824000000.0,-910000.0,2562000000.0,513000000.0,0.0,,,333264000.0,-84000000.0,3268000.0,,-853000.0,0.0,,,48354000.0,55117000000.0,336000.0,1569000000.0,-25274000.0,1779000000.0,0.01375,0.01375,-138000000.0,37740000.0,17628000.0,,-50142000.0,298244000.0,,65968000.0,,-1109000000.0,,645000000.0,,490000000.0,10775000.0,-3737000.0,67464000.0,153904000.0,,597000000.0,,884681000.0,1779000000.0,1695000000.0,-1000000.0,,67464000.0,67464000.0,,,0.0,170000000.0,,252061000.0,,104000000.0,,0.0,,327087000.0,,67770000.0,-4412000000.0,818713000.0,,0.0,5558000.0,98000.0,,28403000.0,-3000000.0,36019000.0,,149000000.0,,,4887520900.0,487168000.0,57679000000.0,1917000000.0,,299154000.0,,15485000.0,,,0.0,,65968000.0,,814255000.0,-1909000.0,,,,,39908000.0,487168000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,14705000.0,773682000.0,,,,2888000.0,0.0,28849000.0,59849000.0,-21318000.0,,,,,,4867811600.0,121609000.0,,,-865000.0,,,0.0,,,-33558000.0,,3101000.0,,167000.0,0.0,,,1774000.0,,0.0,,-22503000.0,,0.0005,0.0005,,49696000.0,29694000.0,,20062000.0,-38879000.0,,19388000.0,,,,,,,7118000.0,-20744000.0,2888000.0,487168000.0,,,,823378000.0,,,,,2888000.0,2888000.0,,,-18259000.0,,,-29315000.0,,,,21354000.0,,307247000.0,,9632000.0,,803990000.0,,-24000.0,5073000.0,278000.0,,36812000.0,,23064000.0,,,,,4867811600.0,453610000.0,,,,-38014000.0,,7531000.0,,,0.0,,19388000.0,,760857000.0,-349000.0,,,,,23339000.0,453610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,-3841000.0,606108000.0,,,,6286000.0,0.0,29079000.0,48585000.0,-24668000.0,,,,,,4864361600.0,121609000.0,,,-750000.0,,,0.0,,,-158451000.0,,5435000.0,,-2334000.0,0.0,0.0,,,,0.0,,-24951000.0,,0.00125,0.00125,,31631000.0,22964000.0,,30645000.0,2144000.0,,19397000.0,,,,,,,8904000.0,0.0,6286000.0,453610000.0,,,,637739000.0,,,,,6286000.0,6286000.0,,,-194574000.0,,,1355000.0,,,,84000.0,,299904000.0,,-7681000.0,,618342000.0,,-83000.0,3840000.0,220000.0,,31868000.0,,33229000.0,,,,,4864361600.0,295159000.0,,,,2894000.0,,4411000.0,57000.0,,0.0,,19397000.0,,595063000.0,0.0,,,,,33758000.0,295159000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,528000.0,606410000.0,,,,252000.0,-272423000.0,28890000.0,35155000.0,-27824000.0,,,,,,5040000000.0,121609000.0,,,-214000.0,,,0.0,,,9723000.0,,2744000.0,,2909000.0,0.0,0.0,,,,544846000.0,,7686000.0,,5e-05,5e-05,,20158000.0,37405000.0,,40193000.0,21764000.0,,21837000.0,,,,,,,9983000.0,,252000.0,295159000.0,,,,626568000.0,,,,,252000.0,252000.0,,,-18241000.0,,,13871000.0,,,,6860000.0,,0.0,,-2788000.0,,604731000.0,,-13608000.0,3316000.0,23000.0,,47388000.0,,5986000.0,,,,,5040000000.0,305580000.0,,,,21978000.0,,1066000.0,58000.0,,0.0,,21837000.0,,305580000.0,,,,,,12948000.0,305580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,-268000.0,649335000.0,,,,32727000.0,10356000.0,,39941000.0,,,,,,,4866468401.0,121587000.0,,,-1301000.0,,,9266000.0,,,71886000.0,,2624000.0,,-999000.0,0.0,0.0,,,,3678000.0,,30668000.0,,0.006725,0.006725,,21701000.0,38518000.0,,39941000.0,30522000.0,,27132000.0,,,,,,,9052000.0,,32727000.0,305580000.0,,,,671036000.0,,,,,32727000.0,32727000.0,,,0.0,,,-812000.0,,,,6885000.0,,,,-1423000.0,,643904000.0,,-615000.0,1155000.0,,,47570000.0,,40109000.0,,,,,4866468401.0,376400000.0,,,,31823000.0,,11345000.0,252000.0,,0.0,,27132000.0,,376400000.0,-46000.0,10356000.0,,,,35059000.0,376400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,46654000.0,603618000.0,,,,63276000.0,0.0,31319000.0,39700000.0,-22974000.0,,,,,,4863481600.0,121587000.0,,,-4277000.0,,,0.0,,,222108000.0,,2456000.0,,-376000.0,0.0,-17614000.0,,,,0.0,,-2853000.0,,0.013,0.013,,122285000.0,33656000.0,,-12006000.0,22835000.0,,5588000.0,,,,,,,7103000.0,0.0,63276000.0,376400000.0,,,,725903000.0,,,,,45662000.0,63276000.0,,,-12159000.0,,,22252000.0,,,,51397000.0,,0.0,,45662000.0,,720315000.0,,-116883000.0,992000.0,887000.0,,40759000.0,,207155000.0,,,,,4863481600.0,599460000.0,,,,27112000.0,,8345000.0,68000.0,,0.0,,5588000.0,,599460000.0,0.0,,,,,0.0,599460000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,270978000.0,1741427000.0,,,,263352000.0,0.0,155873000.0,63897000.0,-27169000.0,,,,,,5109399408.0,143587000.0,,,-124845000.0,,,0.0,,,114184000.0,,314642000.0,,-312705000.0,0.0,35271000.0,,,,309322000.0,,-4698000.0,,0.0515,0.0515,,294490000.0,538120000.0,,271564000.0,354315000.0,,870900000.0,,,,,,,4916859000.0,-35804000.0,263352000.0,599460000.0,,,,2035917000.0,,,,,298623000.0,263352000.0,,28302000.0,-39776000.0,,,-280925000.0,,,,0.0,67100000.0,2515000.0,,266556000.0,,1165017000.0,,0.0,4422000.0,400151000.0,,5454979000.0,,-508200000.0,,,,,5109399408.0,710299000.0,,,,479160000.0,,128704000.0,224013000.0,,28302000.0,,842598000.0,,712814000.0,,,0.0,,,-351789000.0,710299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,760463000.0,,94205000.0,1336223000.0,5580379000.0,,161587000.0,,1143926000.0,4755000.0,1006522000.0,180169000.0,-50201000.0,,,,972712000.0,,7713892559.0,161587000.0,52036000.0,,-855015000.0,,,0.0,-6394000.0,4135318000.0,1325717000.0,,685818000.0,956321000.0,-385633000.0,231000.0,74138000.0,7388000.0,41850000.0,,760463000.0,,491268000.0,,0.156,0.19,,1596786000.0,1534491000.0,,220783000.0,-178259000.0,52036000.0,3041847000.0,5580379000.0,,1006522000.0,,1923553000.0,,12100120000.0,,1143926000.0,710299000.0,-50201000.0,,7177165000.0,7177165000.0,,,,1827744000.0,1218064000.0,1143926000.0,1596786000.0,1066258000.0,0.0,,251924000.0,-1060842000.0,0.0,,0.0,,1000000000.0,251924000.0,,1313708000.0,,4135318000.0,1118294000.0,,23954000.0,1827744000.0,1066258000.0,13634611000.0,,-1754460000.0,,,685818000.0,,6035645984.0,7177165000.0,,,2037423000.0,676756000.0,2289347000.0,956321000.0,972712000.0,,1118294000.0,41850000.0,1923553000.0,3041847000.0,2289347000.0,,,0.0,,4755000.0,-906323000.0,2037423000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,189883000.0,,,,,,169087000.0,,,,,,,,,,1881808000.0,,,,42512000.0,,,,,,,5315280000.0,,,,2627233000.0,,,,,,,,,,,,,,,,1814354000.0,,,,,10727008000.0,,,,7020371000.0,,,,,,,,14025379000.0,,,,,3568649000.0,,,3298371000.0,,,,221397000.0,,0.0,,0.0,,,,,,,,1689728000.0,,,,1647216000.0,,,,,,3303252000.0,,,,,,905673000.0,,1127070000.0,,,,,1928080000.0,,8710099000.0,,,,,,4755000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,2790663000.0,,242767000.0,1693344000.0,13961382000.0,,169090000.0,,1270398000.0,11639000.0,2257008000.0,601546000.0,-97032000.0,,,,2132882000.0,,9220451070.0,169090000.0,32271000.0,,-2436559000.0,,,0.0,-6249058000.0,6291013000.0,285033000.0,,3504458000.0,2159976000.0,-2810400000.0,107000.0,107847000.0,34764000.0,6137390000.0,,2790663000.0,,128417000.0,,0.149,0.188,,4707331000.0,2450136000.0,2721738000.0,679475000.0,-5755215000.0,32271000.0,12377700000.0,13961382000.0,,2257008000.0,,10671342000.0,,37102972000.0,-90800000.0,1270398000.0,2037423000.0,-97032000.0,,18668713000.0,18668713000.0,,,,4172760000.0,1378245000.0,1270398000.0,4707331000.0,1674087000.0,-202904000.0,,309016000.0,-4849231000.0,0.0,,0.0,2959798000.0,1035000000.0,309016000.0,,1770661000.0,,6291013000.0,1706358000.0,-3583997000.0,72332000.0,4172760000.0,1674087000.0,39553108000.0,,-3665875000.0,2721738000.0,,3504458000.0,,6740471737.0,2354793000.0,,,2402809000.0,-3318656000.0,2711825000.0,2159976000.0,2132882000.0,,1706358000.0,6137390000.0,10671342000.0,12377700000.0,2711825000.0,,,0.0,,11639000.0,-526171000.0,2402809000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
