,annualTaxProvision,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,annualCurrentDeferredRevenue,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,trailingTaxProvision,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfInvestment,annualTotalRevenue,annualCashAndCashEquivalents,annualCostOfRevenue,trailingOperatingIncome,trailingChangeInAccountPayable,annualBasicEPS,annualNetIncomeContinuousOperations,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingFreeCashFlow,annualAccumulatedDepreciation,annualDilutedEPS,annualDeferredIncomeTax,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,annualCurrentAssets,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyRetainedEarnings,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualNetIncome,trailingNetIncome,quarterlyLongTermDebt,annualTotalAssets,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,quarterlyGoodwill,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingSellingGeneralAndAdministration,annualBeginningCashPosition,annualAccountsReceivable,quarterlyChangeInInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,trailingCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyStockholdersEquity,annualDepreciationAndAmortization,annualOtherCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyAccumulatedDepreciation,trailingCashFlowFromContinuingFinancingActivities,annualCurrentLiabilities,trailingChangeInInventory,annualInventory,trailingOtherIncomeExpense,quarterlyDilutedEPS,trailingGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualStockBasedCompensation,annualCapitalStock,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,annualEbitda,annualOtherIntangibleAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualOperatingCashFlow,annualDilutedAverageShares,annualNetPPE,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,trailingPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,trailingInterestExpense,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,trailingDeferredIncomeTax,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualInterestExpense,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,annualCapitalExpenditure,annualBasicAverageShares,quarterlyCurrentDebt,annualInvestingCashFlow,quarterlyInterestExpense,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,annualOtherIncomeExpense,trailingStockBasedCompensation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,annualOperatingIncome,quarterlyAccountsPayable,trailingTotalRevenue,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingCashDividendsPaid,trailingDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualCashDividendsPaid,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,23700000.0,205100000.0,,,,,,-2600000.0,,,,,,,,,1531800000.0,,1029700000.0,,,-0.460274,-29100000.0,,,12400000.0,,,,,,,3900000.0,,299900000.0,,,,-21500000.0,,,,-0.460274,6500000.0,-3500000.0,,,,,,,,,,,,,,,-18900000.0,,-54000000.0,,,,,,,,-54000000.0,,,,,,164000000.0,,,,,,,,299900000.0,,,115500000.0,,10000000.0,,,,-26100000.0,,,-2000000.0,,,,,,,,,,,,,,0.0,,3900000.0,,,,,,,502100000.0,275600000.0,,,,,99700000.0,117321337.0,,,,,,,,,,,,,,-5400000.0,,41100000.0,,,0.0,,,,,,165500000.0,,,,,,,,-24100000.0,-87300000.0,117321337.0,,-50400000.0,,,,,-42100000.0,,,,,,,,202200000.0,,,,,,,,,,,,,,,,,,,,,
1341014400,500000.0,139000000.0,43200000.0,,,,25400000.0,1100000.0,93500000.0,,,,,,,,1694800000.0,139000000.0,1136200000.0,,,-0.207976,18100000.0,7500000.0,,-16300000.0,,3489700000.0,,,,,1100000.0,,339300000.0,,,19200000.0,-54000000.0,,,-366500000.0,-0.207976,-18800000.0,7700000.0,3050400000.0,,,,,,,,,,704700000.0,,,,-64900000.0,,-24400000.0,,,3139000000.0,-1382100000.0,,,,-24400000.0,,,,,,205100000.0,338300000.0,,,2434300000.0,,,,339300000.0,,,129700000.0,54200000.0,-6600000.0,2640300000.0,-350700000.0,,352900000.0,,,1400000.0,,,439300000.0,,130400000.0,,,,,,,,,-457500000.0,,3700000.0,700000.0,,,219900000.0,,139000000.0,558600000.0,331500000.0,417700000.0,,,,87900000.0,117321337.0,809700000.0,,,,,,,,,,,,1029900000.0,18600000.0,,-66100000.0,23200000.0,,21300000.0,,,,,,183200000.0,,49900000.0,31400000.0,,,,,-38600000.0,-104200000.0,117321337.0,,-494500000.0,,1176200000.0,,134200000.0,-17500000.0,,,,,,,,219300000.0,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,-19700000.0,-24600000.0,,,,,,1000000.0,,117321337.0,69700000.0,81800000.0,,,,,,,,,,,,420700000.0,,-6600000.0,100000.0,-7100000.0,,,,,,,,,35700000.0,,,,,,,412000000.0,3400000.0,,,-0.167915,,,,,,,,,,,,,,,,0.0,,,,,294500000.0,,,,,,-24800000.0,117500000.0,,,,-19500000.0,,-19700000.0,,,,,,,,,-51300000.0,,,,,,,,,-0.167915,,,,-3300000.0,,,,,,,81800000.0,200000.0,,,,,,,290000000.0,-24600000.0,12100000.0,,,,200000.0,117321337.0,-21500000.0,,0.0,,-2000000.0,,,,,,,,,,281700000.0,,,-12500000.0,,29500000.0,,,,,,37300000.0,,139000000.0,,,,,,,53900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,,,-27400000.0,-28000000.0,,,,,,600000.0,,,72100000.0,86200000.0,,,,,,,,,,,,72800000.0,,2900000.0,-4800000.0,-23100000.0,,,,,,,,,53800000.0,,,,,,,436100000.0,14100000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,296100000.0,,,,,,-7500000.0,140000000.0,,,,-27600000.0,,-27400000.0,,,,,,,,,-319000000.0,,,,,,,,,,,,,-20200000.0,,,,,,,86200000.0,-7400000.0,,,,,,,-332900000.0,-28200000.0,13600000.0,,,,200000.0,,-19600000.0,,0.0,,8000000.0,,,,,,,,,,-347900000.0,,,-14600000.0,,19700000.0,,,,,,38500000.0,,420700000.0,,,,,,,53200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,-18800000.0,-31900000.0,,,,,,600000.0,,,78700000.0,83700000.0,,,,,,,,,,,,87500000.0,,-3500000.0,9700000.0,23000000.0,,,,,,,,,53700000.0,,,,,,,447000000.0,3100000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,309600000.0,,,,,,4300000.0,137400000.0,,,,-13900000.0,,-18800000.0,,,,,,,,,-64000000.0,,,,,,,,,,,,,-14100000.0,,,,,,,83700000.0,0.0,,,,,,,-8500000.0,-32000000.0,57500000.0,,,,300000.0,,-14000000.0,,0.0,,-100000.0,,,,,,,,,,14700000.0,,,25500000.0,,-28400000.0,,,,,,39100000.0,,72800000.0,,,,,,,53600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,24100000.0,106400000.0,35000000.0,19200000.0,-37600000.0,,36300000.0,-10800000.0,75500000.0,,600000.0,,,111000000.0,88900000.0,,1800300000.0,106400000.0,1231700000.0,,,-0.4,-48000000.0,-9300000.0,,15200000.0,106400000.0,3467100000.0,12600000.0,12900000.0,-18100000.0,,1200000.0,3467100000.0,340600000.0,677900000.0,,18400000.0,-25300000.0,84800000.0,,-450400000.0,-0.4,5400000.0,17900000.0,3056800000.0,505200000.0,9200000.0,,30700000.0,,1264900000.0,410300000.0,,,677900000.0,,,-1428800000.0,-23600000.0,44300000.0,-46700000.0,,2656600000.0,3056800000.0,-1428800000.0,0.0,47000000.0,1023400000.0,-46700000.0,,331500000.0,75500000.0,358000000.0,,139000000.0,358000000.0,17500000.0,173700000.0,2378900000.0,,,13000000.0,340600000.0,19200000.0,-410700000.0,152200000.0,44300000.0,29800000.0,2656600000.0,-410700000.0,3056800000.0,-49300000.0,-274200000.0,219100000.0,-10500000.0,-450400000.0,,410300000.0,,136700000.0,,,,36300000.0,136700000.0,-11100000.0,,,-2500000.0,372200000.0,2800000.0,700000.0,88900000.0,-3200000.0,219100000.0,18400000.0,106400000.0,568600000.0,331500000.0,372200000.0,2100000.0,-37700000.0,54500000.0,137700000.0,117321337.0,814500000.0,500000.0,,31200000.0,0.0,-2500000.0,,18200000.0,814500000.0,,,3056800000.0,1023400000.0,-23900000.0,,-32600000.0,0.0,18900000.0,0.0,,16800000.0,,-44400000.0,2378900000.0,203200000.0,,47000000.0,30700000.0,37300000.0,,87500000.0,700000.0,-708500000.0,-122500000.0,117321337.0,35000000.0,-122100000.0,42500000.0,1264900000.0,,150800000.0,-48700000.0,,106400000.0,106400000.0,,,-9300000.0,,228000000.0,150800000.0,,,,,,,,,,,,,,,,,,,,
1380499200,,,,1500000.0,-26200000.0,,,,,,1200000.0,,117321337.0,72600000.0,81100000.0,,,,,,,,,,,,95800000.0,,-5300000.0,-30100000.0,-9500000.0,,,3428600000.0,,616700000.0,,,,38100000.0,,,,,,,414300000.0,3100000.0,,12000000.0,0.012785,1305700000.0,348500000.0,,,,,,-1427300000.0,,44000000.0,,,2673700000.0,,,0.0,49000000.0,1051700000.0,,,295100000.0,80300000.0,295000000.0,,,,-4000000.0,119200000.0,,,,1800000.0,,1500000.0,-386900000.0,,,,,,3080100000.0,,-6700000.0,216800000.0,,-478400000.0,,,,,,0.012785,,38900000.0,145200000.0,-2000000.0,,,,372900000.0,,,81100000.0,0.0,,21900000.0,,,,,-12500000.0,-18800000.0,25200000.0,,,,0.0,117321337.0,-4800000.0,0.0,-8000000.0,,-6600000.0,827300000.0,,,3041600000.0,,,,,,-10600000.0,,,6400000.0,,67800000.0,2424900000.0,,,,,36500000.0,,106400000.0,0.0,,,,30000000.0,,40900000.0,,,,,,95800000.0,95800000.0,,,11800000.0,,,124800000.0,,,,,,,,,,,,,,,,,,,,
1388448000,,,,-19200000.0,-59800000.0,,,,,,1100000.0,,117321337.0,83200000.0,87500000.0,,,,,,,,,,,,64200000.0,,1400000.0,-5400000.0,-6300000.0,,,3486800000.0,,612100000.0,,,,49900000.0,,,,,,,440700000.0,3000000.0,,33400000.0,-0.163653,1342400000.0,406000000.0,,,,,,-1446500000.0,,37100000.0,,,2671600000.0,,,0.0,53600000.0,1081500000.0,,,303300000.0,71400000.0,317300000.0,,,,-6900000.0,137400000.0,,,,-18900000.0,,-19200000.0,-414100000.0,,,,,,3080800000.0,,-8500000.0,215700000.0,,-504200000.0,,,,,,-0.163653,,57000000.0,152600000.0,-4000000.0,,,,371100000.0,,,87500000.0,200000.0,,23200000.0,,,,,13200000.0,-21000000.0,15200000.0,,,,200000.0,117321337.0,4400000.0,0.0,-43000000.0,,23300000.0,838200000.0,,,3072900000.0,,,,,,-31600000.0,,,-5800000.0,,-20100000.0,2460800000.0,,,,,37300000.0,,95800000.0,0.0,,,,59200000.0,,41500000.0,,,,,,64200000.0,64200000.0,,,2500000.0,,,120500000.0,,,,,,,,,,,,,,,,,,,,
1396224000,,,,6700000.0,-24700000.0,,,,,,1100000.0,,117321337.0,90100000.0,87600000.0,,,,,,,,,,,,55700000.0,,-4200000.0,10200000.0,8000000.0,,,3491400000.0,,627400000.0,,,,64100000.0,,,,,,,453100000.0,2500000.0,,45200000.0,0.057108,1365600000.0,413300000.0,,,,,,-1439800000.0,,31800000.0,,,2674000000.0,,,0.0,52000000.0,1088300000.0,,,301400000.0,85600000.0,344200000.0,,,,-16100000.0,151700000.0,,,,8000000.0,,6700000.0,-400000000.0,,,,,,3078100000.0,,-4800000.0,213100000.0,,-528000000.0,,,,,,0.057108,,52200000.0,167300000.0,-9100000.0,,,,363300000.0,,,87600000.0,0.0,,27400000.0,,,,,-37000000.0,-22200000.0,52900000.0,,,,0.0,117321337.0,14600000.0,0.0,-2500000.0,,6600000.0,837600000.0,,,3091000000.0,,,,,,-8500000.0,,,30700000.0,,-25900000.0,2463600000.0,,,,,35100000.0,,64200000.0,700000.0,,,,27200000.0,,40400000.0,,,,,,55700000.0,55700000.0,,,8800000.0,,,130300000.0,,,,,,,,,,,,,,,,,,,,
