,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,annualInterestExpense,quarterlyChangesInAccountReceivables,annualBasicAverageShares,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingCapitalExpenditure,annualTotalNonCurrentAssets,annualRepaymentOfDebt,trailingGrossProfit,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,annualChangeInInventory,annualInventory,quarterlyTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCostOfRevenue,trailingDepreciationAndAmortization,annualCapitalStock,annualCurrentDebt,annualNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyPretaxIncome,annualGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualDilutedAverageShares,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicEPS,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,annualTotalLiabilitiesNetMinorityInterest,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,quarterlyGoodwill,annualNetIncome,annualNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualGoodwill,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,annualAccountsPayable,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,annualPurchaseOfInvestment,trailingTotalRevenue,annualStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyCurrentDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualCurrentAssets,trailingPretaxIncome,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualInvestmentsAndAdvances,annualSaleOfInvestment,trailingResearchAndDevelopment,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
609897600,,,9400000.0,,,,,,,,,,,,,,,72800000.0,53500000.0,,30600000.0,9000000.0,,,,,15100000.0,,,,,,103100000.0,,,,43700000.0,,,,5000000.0,,,,21500000.0,-55700000.0,,,,,,,,,,,,,,13200000.0,,,,,99800000.0,,,,,,,19300000.0,91200000.0,,,,,,0.049375,,,,,,,,,204700000.0,,99400000.0,226400000.0,,370800000.0,,,,57600000.0,428400000.0,,,,,160000000.0,97300000.0,,,,-100000.0,,,,,,131900000.0,,,,,,8200000.0,8200000.0,,,,,,,,,51300000.0,,,98900000.0,,,,,-1000000.0,86500000.0,,,,,,,,0.049375,1700000.0,,15100000.0,,104600000.0,,,5100000.0,,,7900000.0,,,,,160000000.0,,,,325300000.0,,13900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617846400,1100000.0,-900000.0,11200000.0,21200000.0,76200000.0,100700000.0,,,0.13125,18700000.0,100000.0,19500000.0,17400000.0,,161523810.0,177800000.0,,52700000.0,45100000.0,,29500000.0,6000000.0,,-11500000.0,,0.0,19700000.0,3100000.0,,59800000.0,,,103500000.0,,,-4900000.0,44900000.0,,32400000.0,67000000.0,2600000.0,,,,9500000.0,-55800000.0,,300000.0,22100000.0,-100000.0,,,405300000.0,,6000000.0,17700000.0,2500000.0,,6200000.0,4900000.0,238300000.0,,-55800000.0,-3700000.0,100700000.0,-3300000.0,161523810.0,,,187100000.0,-9900000.0,7600000.0,76200000.0,,,-89200000.0,-3700000.0,,,98000000.0,,97700000.0,,,222500000.0,,-3800000.0,137500000.0,,100700000.0,123400000.0,,266200000.0,2300000.0,100700000.0,,59800000.0,326000000.0,,,22100000.0,-700000.0,,96700000.0,,,4700000.0,100000.0,94300000.0,-5700000.0,,,,84800000.0,36900000.0,4500000.0,1900000.0,-11700000.0,51200000.0,2300000.0,2300000.0,,29500000.0,,643600000.0,11200000.0,,,103500000.0,43200000.0,96700000.0,0.0,99100000.0,14800000.0,9300000.0,,326000000.0,1800000.0,67000000.0,0.0,,,123400000.0,,,19700000.0,,2300000.0,,19700000.0,0.13125,17700000.0,99100000.0,,4500000.0,2500000.0,,2200000.0,,,-4100000.0,-1300000.0,,19700000.0,,,222500000.0,-10900000.0,14900000.0,,17700000.0,14900000.0,44900000.0,60500000.0,266200000.0,,,,,,,,,,,,,,,,,,,,,,
625795200,,1800000.0,19000000.0,,,,,,,,,-14900000.0,,,,,,54400000.0,47400000.0,,29200000.0,6000000.0,,,,19700000.0,10700000.0,,,,,,105300000.0,,,,44100000.0,,,,1700000.0,,,,10000000.0,-58800000.0,,1500000.0,,,,,,,,,,,,4300000.0,,,,,102400000.0,-900000.0,,,100000.0,,,7000000.0,71600000.0,,,-4900000.0,-2100000.0,,0.015,-3800000.0,,-9500000.0,,,,,,137000000.0,,102900000.0,125100000.0,,271200000.0,,,,57100000.0,328300000.0,,,,,160000000.0,95600000.0,,,-9000000.0,-100000.0,-5900000.0,,,,,82600000.0,,,3000000.0,,,2600000.0,2600000.0,,,,,,,,,44400000.0,,,97900000.0,,,,,600000.0,81900000.0,0.0,,,,,,,0.015,2400000.0,,10700000.0,,24300000.0,,,3400000.0,-9600000.0,,2400000.0,,,-300000.0,-1400000.0,160000000.0,,,,223000000.0,,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633744000,,-1800000.0,19800000.0,,,,,,,,,-20200000.0,,,,,,73400000.0,57400000.0,,44000000.0,6000000.0,,,,0.0,10500000.0,,,,,,111300000.0,,,,69700000.0,,,,4600000.0,,,,18700000.0,-73800000.0,,800000.0,,,,,,,,,,,,11500000.0,,,,,107400000.0,-300000.0,,,0.0,,,16000000.0,99600000.0,,,123400000.0,-104300000.0,,0.04125,-17500000.0,,-26700000.0,,,,,,195000000.0,,143500000.0,273800000.0,,407300000.0,,,,84700000.0,492000000.0,,,,,167272727.0,104400000.0,,,-200000.0,0.0,-121800000.0,,,,,121600000.0,,,2400000.0,,,6900000.0,6900000.0,,,,,,,,,54700000.0,,,106900000.0,,,,,1700000.0,136900000.0,0.0,,,,,,,0.04125,2500000.0,,10500000.0,,130200000.0,,,6200000.0,9500000.0,,6900000.0,,,-106100000.0,-1300000.0,167272727.0,,,,380700000.0,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641433600,,0.0,14000000.0,,,,,,,,,-9600000.0,,,,,,85600000.0,65500000.0,,42900000.0,6000000.0,,,,0.0,11900000.0,,,,,,119600000.0,,,,70100000.0,,,,5900000.0,,,,23000000.0,-77400000.0,,1400000.0,,,,,,,,,,,,14700000.0,,,,,114800000.0,-500000.0,,,0.0,,,20100000.0,117500000.0,,,21500000.0,-2000000.0,,0.053125,-18100000.0,,-29800000.0,,,,,,243000000.0,,147500000.0,282500000.0,,453600000.0,,,,85000000.0,538600000.0,,,,,165647059.0,134400000.0,,,1400000.0,100000.0,-20100000.0,,,,,157400000.0,,,2900000.0,,,8800000.0,8800000.0,,,,,,,,,62700000.0,,,136500000.0,,,,,1600000.0,142200000.0,0.0,,,,,,,0.053125,2000000.0,,11900000.0,,122100000.0,,,7100000.0,200000.0,,8800000.0,,,-2000000.0,-1400000.0,165647059.0,,,,419000000.0,,14900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649382400,-7400000.0,0.0,14500000.0,16600000.0,84700000.0,154500000.0,,,0.096875,19700000.0,0.0,39200000.0,23700000.0,,171354839.0,221500000.0,,66300000.0,66400000.0,,25700000.0,,,-113100000.0,,0.0,12300000.0,6800000.0,,103400000.0,,,152600000.0,,,103800000.0,85200000.0,,-5500000.0,108800000.0,-2400000.0,,,,6600000.0,-69300000.0,,38000000.0,16600000.0,,,,471300000.0,,,20100000.0,31300000.0,,-113500000.0,-4000000.0,279600000.0,,-69300000.0,1500000.0,111700000.0,-4800000.0,171354839.0,,,236500000.0,-33500000.0,-100000.0,84700000.0,,,-36200000.0,-4700000.0,,,39000000.0,,32500000.0,,,271000000.0,,,175900000.0,,154500000.0,130500000.0,,320200000.0,6100000.0,111700000.0,,103400000.0,423600000.0,,,16600000.0,0.0,,134400000.0,,,400000.0,0.0,34300000.0,-5400000.0,,,,109600000.0,26300000.0,41700000.0,6700000.0,-110900000.0,43100000.0,-1600000.0,-1600000.0,,25700000.0,,750900000.0,14500000.0,,,152600000.0,59700000.0,134400000.0,0.0,140500000.0,9700000.0,15000000.0,,423600000.0,3000000.0,108800000.0,0.0,,,130500000.0,,,12300000.0,,6100000.0,,12300000.0,0.096875,20100000.0,140500000.0,,7000000.0,31200000.0,,-1600000.0,,,-2500000.0,-1300000.0,,12300000.0,,,271000000.0,-6500000.0,18200000.0,,-400000.0,18200000.0,85200000.0,58100000.0,320200000.0,,,,,,,,,,,,,,,,,,,,,,
657331200,,0.0,17700000.0,,,,,,,,,-2200000.0,,,,,,46100000.0,51500000.0,,18100000.0,,,,,12300000.0,9800000.0,,,,,,146300000.0,,,,83200000.0,,,,-3300000.0,,,,-2800000.0,-72000000.0,,700000.0,,,,,,,,,,,,-8900000.0,,,,,104700000.0,,,,,,,-5400000.0,66500000.0,,,-4900000.0,-3100000.0,,-0.029375,5500000.0,,8500000.0,,,,,,129400000.0,,155200000.0,133000000.0,,306800000.0,,,,103900000.0,410700000.0,,,,,190638298.0,125300000.0,,,-2600000.0,0.0,2400000.0,,,,,83300000.0,,,2600000.0,,,-5600000.0,-5600000.0,,,,,,,,,48900000.0,,,131400000.0,,,,,1300000.0,111000000.0,0.0,,,,,,,-0.029375,6100000.0,,9800000.0,,48400000.0,,,4900000.0,-23400000.0,,-5600000.0,,,-3100000.0,-1400000.0,190638298.0,,,,264400000.0,,20700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665280000,,0.0,18800000.0,,,,,,,,,-7200000.0,,,,,,73700000.0,58700000.0,,33200000.0,,,,,0.0,11700000.0,,,,,,152800000.0,,,,83100000.0,,,,4700000.0,,,,21200000.0,-76100000.0,,300000.0,,,,,,,,,,,,12800000.0,,,,,111400000.0,,,,,,,15000000.0,71400000.0,,,57300000.0,-5000000.0,,0.0425,-50500000.0,,-64600000.0,,,,,,187700000.0,,159200000.0,201900000.0,,388400000.0,,,,102700000.0,491100000.0,,,,,190588235.0,130300000.0,,,1900000.0,0.0,-55500000.0,,,,,114000000.0,,,6200000.0,,,8100000.0,8100000.0,,,,,,,,,52500000.0,,,136400000.0,,,,,2500000.0,118200000.0,0.0,,,,,,,0.0425,6100000.0,,11700000.0,,97300000.0,,,4800000.0,4800000.0,,8100000.0,,,-5000000.0,-1400000.0,190588235.0,,,,338300000.0,,19600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672969600,,0.0,19900000.0,,,,,,,,,-9700000.0,,,,,,77900000.0,60700000.0,,34700000.0,,,,,0.0,11700000.0,,,,,,160600000.0,,,,79900000.0,,,,4800000.0,,,,21800000.0,-81900000.0,,1000000.0,,,,,,,,,,,,13300000.0,,,,,118500000.0,-200000.0,,,,,,17200000.0,84100000.0,,,32500000.0,-1200000.0,,0.044375,-31100000.0,,-44400000.0,,,,,,209700000.0,,161800000.0,236500000.0,,425400000.0,,,,99300000.0,524700000.0,,,,,191549296.0,120300000.0,,,100000.0,100000.0,-32300000.0,,,,,131800000.0,,,4600000.0,,,8500000.0,8500000.0,,,,,,,,,56100000.0,,,127600000.0,,,,,1600000.0,127900000.0,0.0,,,,,,,0.044375,7200000.0,,11700000.0,,117700000.0,,,5500000.0,22900000.0,,8500000.0,,,-1200000.0,-1500000.0,191549296.0,,,,364100000.0,,19400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680918400,4700000.0,-800000.0,12300000.0,9700000.0,75400000.0,164000000.0,,,0.050625,12300000.0,-100000.0,44600000.0,19000000.0,,191604938.0,218800000.0,,67300000.0,66000000.0,,22600000.0,,,-11400000.0,,0.0,17000000.0,6900000.0,,96500000.0,,,160600000.0,,,-27200000.0,78700000.0,,25500000.0,83300000.0,-600000.0,,,,6700000.0,-85300000.0,,2600000.0,9700000.0,-100000.0,,,446600000.0,,,10000000.0,-26200000.0,,32500000.0,-1900000.0,265000000.0,,-85300000.0,900000.0,115700000.0,-100000.0,191604938.0,,,237600000.0,14600000.0,1300000.0,75400000.0,,,-112100000.0,-2100000.0,,,120000000.0,,115100000.0,,,254700000.0,,,184800000.0,,164000000.0,108000000.0,,318800000.0,1500000.0,115700000.0,,96500000.0,415300000.0,,,9700000.0,-800000.0,,145300000.0,,,5300000.0,-100000.0,117900000.0,-5700000.0,,,,117500000.0,15300000.0,4600000.0,5400000.0,-12000000.0,27400000.0,-1300000.0,-1300000.0,,22600000.0,,711600000.0,12300000.0,,,160600000.0,60600000.0,145300000.0,0.0,146700000.0,5600000.0,18800000.0,,415300000.0,1500000.0,83300000.0,0.0,,,108000000.0,,,17000000.0,,1500000.0,,17000000.0,0.050625,10000000.0,146700000.0,,4600000.0,-30500000.0,,-1300000.0,,,-2700000.0,-1400000.0,,17000000.0,,,254700000.0,-700000.0,17800000.0,,43900000.0,17800000.0,78700000.0,46200000.0,318800000.0,,,,,,,,,,,,,,,,,,,,,,
688867200,,-100000.0,22000000.0,,,,,,,,,-29100000.0,,,,,,45800000.0,54900000.0,,31000000.0,,,,,17000000.0,7900000.0,,,,,,153400000.0,,,,76900000.0,,,,-3600000.0,,,,-3600000.0,-90700000.0,,900000.0,,,,,,,,,,,,-9800000.0,,,,,108100000.0,-500000.0,,,200000.0,,,-9100000.0,61600000.0,,,-800000.0,-3500000.0,,-0.031875,-5900000.0,,-5400000.0,,,,,,116500000.0,,167600000.0,103800000.0,,322000000.0,,,,93400000.0,415400000.0,,,,,194509804.0,154100000.0,,,-9100000.0,0.0,-9400000.0,,,,,70700000.0,,,5500000.0,,,-6200000.0,-6200000.0,,,,,,,,,49400000.0,,,158200000.0,,,,,3900000.0,112400000.0,0.0,,,,,,,-0.031875,4100000.0,,7900000.0,,11200000.0,,,4600000.0,-9800000.0,,-6200000.0,,,-2500000.0,-1400000.0,194509804.0,,,,262000000.0,,16500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696816000,,-3400000.0,31400000.0,,,,,,,,,-10300000.0,,,,,,57800000.0,56400000.0,,32400000.0,,,,,0.0,10700000.0,,,,,,140300000.0,,,,74600000.0,,,,-4900000.0,,,,6800000.0,-95500000.0,,300000.0,,,,,,,,,,,,-16800000.0,,,,,94800000.0,-100000.0,,,-300000.0,,,1400000.0,90400000.0,,,46200000.0,-2500000.0,,-0.0625,-36400000.0,,-32100000.0,,,,,,159300000.0,,170100000.0,174000000.0,,377200000.0,,,,95400000.0,472600000.0,,,,,190400000.0,154100000.0,,,2700000.0,100000.0,-38900000.0,,,,,101500000.0,,,5200000.0,,,-11900000.0,-11900000.0,,,,,,,,,51000000.0,,,158300000.0,,,,,-13800000.0,122700000.0,0.0,,,,,,,-0.0625,4100000.0,,10700000.0,,51200000.0,,,4400000.0,7500000.0,,-11900000.0,,,-7000000.0,-1500000.0,190400000.0,,,,332300000.0,,20800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704592000,,100000.0,21500000.0,,,,,,,,,14500000.0,,,,,,82500000.0,64500000.0,,29300000.0,,,,,0.0,10500000.0,,,,,,148800000.0,,,,72500000.0,,,,4400000.0,,,,23600000.0,-100900000.0,,900000.0,,,,,,,,,,,,13800000.0,,,,,102700000.0,-200000.0,,,,,,18000000.0,104600000.0,,,32700000.0,-3300000.0,,0.04875,-29600000.0,,-45300000.0,,,,,600000.0,224100000.0,,173400000.0,200400000.0,,425200000.0,,,,92900000.0,518100000.0,,,,,192820513.0,164100000.0,,,-100000.0,100000.0,-32900000.0,,,,,141600000.0,,,5600000.0,,,9400000.0,9400000.0,,,,,,,,,59100000.0,,,168900000.0,,,,,700000.0,108200000.0,0.0,,,,,,,0.04875,4700000.0,,10500000.0,,66500000.0,,,5000000.0,8100000.0,,9400000.0,,,-3200000.0,-1400000.0,192820513.0,,,,369300000.0,,20400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712540800,8500000.0,1800000.0,26200000.0,-23800000.0,94500000.0,175300000.0,,,-0.12375,17000000.0,0.0,34100000.0,18700000.0,,192323232.0,218900000.0,,56200000.0,65100000.0,,27600000.0,,,-12800000.0,,0.0,25500000.0,-17600000.0,,88800000.0,,,132600000.0,,,-17200000.0,70400000.0,,9200000.0,74100000.0,-7100000.0,,,,-3200000.0,-104900000.0,,300000.0,-23800000.0,100000.0,,,392900000.0,,,,-21800000.0,,27100000.0,-22200000.0,242300000.0,,-104900000.0,-13300000.0,86200000.0,0.0,192323232.0,,,240900000.0,54900000.0,-8900000.0,94500000.0,,,-95300000.0,-3500000.0,,,111800000.0,,137700000.0,,,288700000.0,,-16600000.0,135300000.0,,175300000.0,122100000.0,,332500000.0,2500000.0,86200000.0,,88800000.0,421300000.0,,,-23800000.0,-1600000.0,,164100000.0,,,15000000.0,0.0,108300000.0,-5800000.0,,,,79100000.0,-35000000.0,2400000.0,5700000.0,-14200000.0,1400000.0,-15100000.0,-15100000.0,,27600000.0,,635200000.0,26200000.0,,,132600000.0,59400000.0,164100000.0,0.0,166600000.0,-11200000.0,22000000.0,,421300000.0,-8600000.0,74100000.0,0.0,,,122100000.0,,,25500000.0,,2500000.0,,25500000.0,-0.12375,,166600000.0,,4700000.0,-27600000.0,,-15100000.0,,,-1500000.0,-1500000.0,,25500000.0,,,288700000.0,-800000.0,18400000.0,,39900000.0,18400000.0,70400000.0,23400000.0,332500000.0,,,,,,,,,,,,,,,,,,,,,,
720489600,,200000.0,27100000.0,,,,,,,,,-24800000.0,,,,,,44400000.0,48400000.0,,27400000.0,,,,,25500000.0,25900000.0,,,,,,126400000.0,,,,67200000.0,,,,-2500000.0,,,,1500000.0,-110100000.0,,,,,,,,,,,,,,-6600000.0,,,,,80700000.0,,,,100000.0,,,-4000000.0,89000000.0,,,-2800000.0,-2100000.0,,-0.02125,5700000.0,,4200000.0,,,,,,113400000.0,,177300000.0,132500000.0,,324200000.0,,,,85100000.0,409300000.0,,,,,192941176.0,148000000.0,,,400000.0,-100000.0,3600000.0,,,,,69000000.0,,,5500000.0,,,-4100000.0,-4100000.0,,,,,,,,,42900000.0,,,150400000.0,,,,,1500000.0,98900000.0,0.0,,,,,,,-0.02125,2500000.0,,25900000.0,,16100000.0,,,4200000.0,-1400000.0,,-4100000.0,,,-1900000.0,-1400000.0,192941176.0,,,,282900000.0,,17900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728438400,,-800000.0,25700000.0,,,,,,,,,-20600000.0,,,,,,57400000.0,51400000.0,,33200000.0,,,,,0.0,4700000.0,,,,,,126900000.0,,,,66000000.0,,,,1100000.0,,,,9700000.0,-113500000.0,,,,,,,,,,,,,,2900000.0,,,,,81000000.0,,,,-200000.0,,,6000000.0,96800000.0,,,17600000.0,-2200000.0,,0.009375,-35200000.0,,-40500000.0,,,,,,153200000.0,,179500000.0,161100000.0,,354000000.0,,,,84500000.0,438500000.0,,,,,192000000.0,148000000.0,,,-21200000.0,0.0,-37400000.0,,,,,95800000.0,,,3700000.0,,,1800000.0,1800000.0,,,,,,,,,47700000.0,,,150500000.0,,,,,1200000.0,119600000.0,0.0,,,,,,,0.009375,2500000.0,,4700000.0,,31100000.0,,,4200000.0,3400000.0,,1800000.0,,,-3000000.0,-1500000.0,192000000.0,,,,311600000.0,,18500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736128000,,-2100000.0,25300000.0,,,,,,,,,20200000.0,,,,,,88400000.0,64200000.0,,30300000.0,,,,,0.0,6500000.0,,,,,,140700000.0,,,,63000000.0,,,,7800000.0,,,,29100000.0,-118200000.0,,2400000.0,,,,,,,,,,,,20500000.0,,,,,92300000.0,,,,,,,24200000.0,124900000.0,,,20400000.0,-1700000.0,,0.063125,-15200000.0,,-32800000.0,,,,,,241300000.0,,181200000.0,199800000.0,,407400000.0,,,,83400000.0,490800000.0,,,,,201188119.0,148000000.0,,,1800000.0,-100000.0,-16900000.0,,,,,152900000.0,,,4900000.0,,,12700000.0,12700000.0,,,,,,,,,59500000.0,,,150300000.0,,,,,800000.0,99400000.0,0.0,,,,,,,0.063125,2400000.0,,6500000.0,,44600000.0,,,4600000.0,6300000.0,,12700000.0,,,-3800000.0,-1500000.0,201188119.0,,,,350100000.0,,20400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744076800,36300000.0,5100000.0,23200000.0,13000000.0,106500000.0,173400000.0,,,0.065625,25500000.0,-100000.0,20600000.0,17200000.0,,198095238.0,203400000.0,,67500000.0,58400000.0,,28800000.0,,,-10200000.0,,0.0,61800000.0,3100000.0,,75100000.0,,,144600000.0,,,-28300000.0,60000000.0,,-4600000.0,78700000.0,1900000.0,,,,14200000.0,-113400000.0,,700000.0,13000000.0,100000.0,,,426300000.0,,,15000000.0,-2000000.0,,60700000.0,4500000.0,258000000.0,,-113400000.0,-1500000.0,93500000.0,-500000.0,198095238.0,,,222600000.0,40100000.0,9100000.0,106500000.0,,,-63500000.0,-4200000.0,,,115600000.0,,109200000.0,,,274600000.0,,-1400000.0,176300000.0,,173400000.0,150300000.0,,344100000.0,1400000.0,93500000.0,,75100000.0,419200000.0,,,13000000.0,2400000.0,,123000000.0,,,55300000.0,-100000.0,111400000.0,-5800000.0,,,,108800000.0,21300000.0,3800000.0,5100000.0,-5500000.0,35400000.0,2600000.0,2600000.0,,28800000.0,,684300000.0,23200000.0,,,144600000.0,53300000.0,123000000.0,0.0,124300000.0,8300000.0,19200000.0,,419200000.0,-400000.0,78700000.0,0.0,,,150300000.0,,,61800000.0,,1400000.0,,61800000.0,0.065625,15000000.0,124300000.0,,4200000.0,-10300000.0,,2600000.0,,,3200000.0,-1400000.0,,61800000.0,,,274600000.0,-800000.0,15100000.0,,70900000.0,15100000.0,60000000.0,54600000.0,344100000.0,,,,,,,,,,,,,,,,,,,,,,
752025600,,-900000.0,24300000.0,,,,,,,,,-34100000.0,,,,,,53200000.0,56200000.0,,32700000.0,,,,,61800000.0,28200000.0,,,,,,141900000.0,,,,57900000.0,,,,-1300000.0,,,,1200000.0,-113400000.0,,1800000.0,,,,,,,,,,,,-3200000.0,,,,,93500000.0,-600000.0,,,-100000.0,,,-3000000.0,100300000.0,,,-14700000.0,-1900000.0,,-0.009375,-15600000.0,,-17800000.0,,,,,,135800000.0,,171300000.0,169200000.0,,326100000.0,,,,73700000.0,399800000.0,,,,,202666667.0,87300000.0,,,-33600000.0,0.0,-17500000.0,,,,,82600000.0,,,4200000.0,,,-1900000.0,-1900000.0,,,,,,,,,52000000.0,,,88700000.0,,,,,3100000.0,112800000.0,0.0,,,,,,,-0.009375,1400000.0,,28200000.0,,36200000.0,,,3300000.0,0.0,,-1900000.0,,,-2800000.0,-1500000.0,202666667.0,,,,257900000.0,,15800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759974400,,-3000000.0,24000000.0,,,,,,,,,-15700000.0,,,,,,70900000.0,61100000.0,,36100000.0,,,,,0.0,9100000.0,,,,,,146900000.0,,,,56700000.0,,,,3000000.0,,,,14100000.0,-120600000.0,,1800000.0,,,,,,,,,,,,7500000.0,,,,,93100000.0,-300000.0,,,,,,9800000.0,119900000.0,,,31400000.0,-2300000.0,,0.021875,-45600000.0,,-53900000.0,,,,,,189400000.0,,177300000.0,217000000.0,,377300000.0,,,,74600000.0,451900000.0,,,,,205714286.0,87300000.0,,,-19100000.0,-100000.0,-47900000.0,,,,,118500000.0,,,4300000.0,,,4500000.0,4500000.0,,,,,,,,,56800000.0,,,88000000.0,,,,,900000.0,128500000.0,0.0,,,,,,,0.021875,800000.0,,9100000.0,,61000000.0,,,3200000.0,6600000.0,,4500000.0,,,-5300000.0,-1500000.0,205714286.0,,,,305000000.0,,17900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
