,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyOperatingIncome,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualCashAndCashEquivalents,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetOtherFinancingCharges,trailingBeginningCashPosition,annualInterestExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,annualNetIncomeCommonStockholders,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualCommonStockIssuance,annualFreeCashFlow,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyGoodwill,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,trailingTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualBasicEPS,annualTotalAssets,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualCashDividendsPaid,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,annualStockholdersEquity,trailingPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,quarterlyNetIncome,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetPPE,quarterlyBasicEPS,annualGoodwill,trailingNetIncome,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,trailingCashDividendsPaid,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualNetPPE,annualOtherIncomeExpense,quarterlyDilutedEPS,trailingRepaymentOfDebt,annualOperatingIncome,trailingChangeInWorkingCapital,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,quarterlyFreeCashFlow,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPurchaseOfInvestment,annualEndCashPosition,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,annualNonCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualPretaxIncome,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingCapitalExpenditure,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualAccountsPayable,trailingInvestingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,annualCostOfRevenue,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualGrossProfit,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlyChangeInInventory,annualInventory,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingGrossProfit,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInInventory,trailingBasicEPS,quarterlyInventory,quarterlyEbitda,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingChangeInInventory,trailingCostOfRevenue,trailingInterestExpense,quarterlyGrossProfit,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,annualOperatingExpense,trailingBasicAverageShares,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems,annualEbitda,quarterlyOperatingExpense
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,5630000000.0,56937000000.0,,,,,,45460000000.0,,9122000000.0,-1105000000.0,4253846154.0,,,-619000000.0,3209000000.0,,,1619000000.0,,,6367000000.0,,4253846154.0,-1106000000.0,-0.26,,,,19088000000.0,28479000000.0,295000000.0,,,,,118904000000.0,,,,,,,,,,,,-5314000000.0,,,,-0.26,121563000000.0,-479000000.0,,,-305000000.0,,-1106000000.0,,,,0.0,115196000000.0,,,13665000000.0,1000000.0,,,2597000000.0,,,-37755000000.0,6835000000.0,,,,,,,,,,-24684000000.0,,,,,,,,,,,,,,19707000000.0,,,1885000000.0,31688000000.0,,3777000000.0,66000000.0,,,-1599000000.0,,,5272000000.0,,4300000000.0,43987000000.0,,264000000.0,-3665000000.0,3175000000.0,,,,5457000000.0,,,,1445000000.0,,,-1584000000.0,,,,3777000000.0,,1132000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,6570000000.0,62710000000.0,,,,,,78813000000.0,,5457000000.0,907000000.0,4350000000.0,,,-441000000.0,8055000000.0,,,10799000000.0,,,11548000000.0,,4350000000.0,1131000000.0,0.26,,,3309000000.0,22262000000.0,44298000000.0,287000000.0,,,,,154009000000.0,,,,,,,,,,,,-4268000000.0,,,,0.26,161343000000.0,565000000.0,,,-8000000.0,,1131000000.0,,,,0.0,149795000000.0,,,37067000000.0,2000000.0,,,6606000000.0,,,-66224000000.0,7897000000.0,,,,,,,,,,-29611000000.0,,,,,,,,,,,,,,22703000000.0,,,2575000000.0,52353000000.0,,3810000000.0,79000000.0,,,1509000000.0,,,7135000000.0,,4300000000.0,51976000000.0,,570000000.0,3839000000.0,25000000.0,,,,9296000000.0,,,,1406000000.0,,,1472000000.0,,,,3810000000.0,,1624000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,8225000000.0,68014000000.0,,,,,,110234000000.0,,9296000000.0,1307000000.0,4382608696.0,,,-597000000.0,10142000000.0,,,-6401000000.0,,,14268000000.0,,4382608696.0,1008000000.0,0.23,,,,26944000000.0,68416000000.0,408000000.0,,,,,189825000000.0,,,,,,,,,,,,-1355000000.0,,,,0.23,203091000000.0,719000000.0,,,-493000000.0,2000000000.0,1008000000.0,,,,0.0,188823000000.0,,,53897000000.0,1571000000.0,,,11153000000.0,,,-73181000000.0,10709000000.0,,,,,,,,,,-19975000000.0,,,,,,,,,,,,,,27541000000.0,,,4464000000.0,78558000000.0,,3834000000.0,46000000.0,,,2004000000.0,,,12727000000.0,,4300000000.0,57544000000.0,,615000000.0,2560000000.0,-78000000.0,,,,11856000000.0,,,,1288000000.0,,,2026000000.0,,,,3834000000.0,,2309000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,,,,2160000000.0,,,,20173000000.0,,,,-6154000000.0,17044000000.0,,,,,,,,,,,,,,,,,,,,-87000000.0,,2158000000.0,,,,,,,,2265000000.0,,,2098000000.0,4951851852.0,,,,,,,,,,,,,,,,,,,,,,3722000000.0,,,-37000000.0,,4951851852.0,,1594000000.0,,,,1337000000.0,,7734000000.0,,0.27,,,210000000.0,,,564000000.0,5188000000.0,,,,,4555000000.0,,,,,,,0.27,,,,,,,,,7697000000.0,,,,,1337000000.0,,,,,,,,,,11856000000.0,,,,,,,6679000000.0,,96000000.0,-12779000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,3621000000.0,,213233000000.0,710000000.0,3563000000.0,,2525000000.0,,,,25019000000.0,,,,906000000.0,23936000000.0,,,,,,,,,,,,,,,2468000000.0,,6132000000.0,,,-152000000.0,29879000000.0,2521000000.0,,25286000000.0,,1498000000.0,,,,2263000000.0,,,9937000000.0,,,,,,,,,,0.0,,10482000000.0,,,,,,,123139000000.0,,,,1281000000.0,,,-263000000.0,,,2000000000.0,2342000000.0,,73047000000.0,,2486000000.0,,4918000000.0,3621000000.0,,,,-204000000.0,13463000000.0,,179000000.0,6892000000.0,898000000.0,76438000000.0,,,2376000000.0,,,,383000000.0,,,,,,,,,,,,4655000000.0,,,,,2486000000.0,,,238919000000.0,209040000000.0,,,99594000000.0,23156000000.0,,17044000000.0,6700000000.0,,,,,,24835000000.0,,,-23481000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,,,,2516000000.0,,,,23113000000.0,,,,2616000000.0,26949000000.0,,,,,,,,,,,,,,,,,,,,-195000000.0,,2509000000.0,,,,,,,,2338000000.0,,,-150000000.0,6878571429.0,,,,,,,,,,,,,,,,,,,,,,-892000000.0,,,-515000000.0,,6878571429.0,,1963000000.0,,,,1926000000.0,,1483000000.0,,0.28,,,212000000.0,,,546000000.0,3013000000.0,,,,,0.0,,,,,,,0.28,,,,,,,,,968000000.0,,,,,1926000000.0,,,,,,,,,,23936000000.0,,,,,,,10381000000.0,,137000000.0,-7166000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,10055000000.0,76064000000.0,4430000000.0,,245689000000.0,2150000000.0,2745000000.0,182622000000.0,1295000000.0,11856000000.0,7069000000.0,6154464286.0,24418000000.0,,-1495000000.0,23622000000.0,-45539000000.0,29122000000.0,44631000000.0,,,27015000000.0,,6154464286.0,6893000000.0,1.12,,,35963000000.0,20175000000.0,121783000000.0,532000000.0,4947000000.0,,4501000000.0,,245689000000.0,-387000000.0,27015000000.0,1255000000.0,,62807000000.0,,3671000000.0,,,,3189000000.0,4947000000.0,,156000000.0,,1.12,309010000000.0,1374000000.0,,,-821000000.0,2113000000.0,6893000000.0,0.0,25000000.0,20688000000.0,0.0,281995000000.0,,,71810000000.0,3671000000.0,182622000000.0,,62807000000.0,,40520000000.0,-118161000000.0,26765000000.0,-680000000.0,,,2113000000.0,1170000000.0,481000000.0,76064000000.0,,1144000000.0,-48171000000.0,7535000000.0,4430000000.0,,,,-285000000.0,26765000000.0,,85000000.0,2173000000.0,0.0,121783000000.0,,21670000000.0,29032000000.0,-4002000000.0,4501000000.0,145405000000.0,532000000.0,4430000000.0,228000000.0,,,8496000000.0,,,20688000000.0,,7700000000.0,92994000000.0,6855000000.0,0.0,17266000000.0,-151000000.0,,1144000000.0,,29122000000.0,309010000000.0,281995000000.0,,2150000000.0,145405000000.0,23622000000.0,8443000000.0,26949000000.0,7700000000.0,,4430000000.0,,2745000000.0,,29915000000.0,,,-74735000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,4374000000.0,,251535000000.0,914000000.0,4172000000.0,,2111000000.0,,,,33517000000.0,,,,-2502000000.0,30823000000.0,,,,,,,,,,,,,,,6737000000.0,,6511000000.0,,,-119000000.0,30497000000.0,2236000000.0,,55034000000.0,,674000000.0,,,,2725000000.0,,,105000000.0,7782608696.0,,,,,,,,,0.0,,6916000000.0,,,,,,,174858000000.0,,,,-4691000000.0,,,-268000000.0,,7782608696.0,2126000000.0,1819000000.0,,76516000000.0,,1790000000.0,,9058000000.0,4374000000.0,0.23,,,38000000.0,30363000000.0,,417000000.0,1701000000.0,1448000000.0,113889000000.0,,,,,,,526000000.0,,,0.23,,,,,,,,,8790000000.0,,,,,1790000000.0,,,306935000000.0,276438000000.0,,,136304000000.0,22415000000.0,,29122000000.0,7700000000.0,,,,,,36271000000.0,,259000000.0,-38584000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,5903000000.0,,255337000000.0,928000000.0,4342000000.0,,3143000000.0,,,,30285000000.0,,,,-13488000000.0,17958000000.0,,,,,,,,,,,,,,,8149000000.0,,6542000000.0,,,-2134000000.0,26640000000.0,3122000000.0,,50237000000.0,,1000000.0,,,,2724000000.0,,,1662000000.0,,,,,,,,,,0.0,,6478000000.0,,,,,,,164636000000.0,,,,-5195000000.0,,,-1794000000.0,,,2151000000.0,3798000000.0,,93512000000.0,,3722000000.0,,7971000000.0,5903000000.0,,,,479000000.0,33071000000.0,,-676000000.0,-12865000000.0,1447000000.0,100815000000.0,,,,,,,522000000.0,,,,,,,,,,,,6177000000.0,,,,,3722000000.0,,,305985000000.0,279345000000.0,,,118314000000.0,17499000000.0,,30823000000.0,7700000000.0,,,,,,41857000000.0,,121000000.0,-53473000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
