date,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyDilutedEPS,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,annualDilutedAverageShares,annualPurchaseOfBusiness,annualDilutedEPS,annualIncomeTaxPayable,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicAverageShares,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualBasicAverageShares,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNetOtherFinancingCharges,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualInventory,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOperatingIncome,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEndCashPosition,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,trailingEndCashPosition,quarterlyTotalRevenue,trailingPretaxIncome,annualNetIncomeContinuousOperations,quarterlyBasicEPS,trailingTaxProvision,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashDividendsPaid,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualTotalAssets,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1988-12-31,821600000.0,573200000.0,,,255900000.0,,-22000000.0,255900000.0,0.0,255900000.0,833400000.0,,362300000.0,,,,,573200000.0,,,,,,,1072500000.0,,,-499300000.0,138100000.0,,,0.0,,310800000.0,,0.5,,,132900000.0,,,0.0,1072500000.0,,,,,547900000.0,,,,-499300000.0,,,,,,,,,-1920800000.0,546500000.0,,,,120500000.0,,310800000.0,,,,,,,546500000.0,-1920800000.0,744200000.0,,,,,32700000.0,,,,,,684600000.0,,1661600000.0,,285500000.0,,,,3021400000.0,,553900000.0,,,,,77300000.0,69200000.0,1238500000.0,1161700000.0,553900000.0,,0.0,,,,815100000.0,,161600000.0,,,,255900000.0,,230800000.0,1238500000.0,,,2188000000.0,,161600000.0,0.0,821600000.0,138100000.0,2483200000.0,,248400000.0,58300000.0,471100000.0,248400000.0,132900000.0,300500000.0,,,1661600000.0,77300000.0,2483200000.0,1244700000.0,,,,,155400000.0,744200000.0,,,,,,0.5,1244700000.0,1161700000.0,684600000.0,300500000.0,,120500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307688000.0,,801800000.0,,,,,,,,,,,,,,,801800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801800000.0,,,0.125,,,,,,,,,,,,,,,,,,40700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,149000000.0,,,,,33000000.0,,33000000.0,,0.165,,98100000.0,,,28200000.0,586700000.0,,80600000.0,,,,,,20200000.0,,-518500000.0,,,,,,,,,,,,,,,1105200000.0,,,,,,,,,,,,,,,,317575758.0,,96300000.0,91700000.0,,,534400000.0,,,,,,,,,,,116300000.0,,,,,,,,,,,,626100000.0,,1522900000.0,,,,,,,,,,,,129000000.0,,,,1185500000.0,456500000.0,,,,,,907400000.0,,,0.165,,,,,,1082600000.0,,,,52400000.0,,,949900000.0,,2472800000.0,52400000.0,,52400000.0,,363200000.0,34600000.0,,,,,102200000.0,,,,,,662100000.0,,751000000.0,4400000.0,,,,,,1390200000.0,,,300500000.0,,121400000.0,,,,317575758.0,245300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,150000000.0,,,,,67100000.0,,67100000.0,,0.135,,98100000.0,,0.0,23200000.0,599100000.0,,67500000.0,,,,,,14400000.0,,-537700000.0,,-32100000.0,-30000000.0,,2700000.0,,,,,,,,,,1136800000.0,,,,,,11300000.0,,,,74700000.0,,34100000.0,,,,328148148.0,,75000000.0,72400000.0,,,533500000.0,,,,,,800000.0,,,,,96000000.0,,,,,,,,,,,,605900000.0,,1519300000.0,-17400000.0,,,,21000000.0,,,,,,,129000000.0,,,,1217600000.0,460900000.0,,,,11100000.0,,845300000.0,,,0.135,,,,,,1066800000.0,44700000.0,,,44300000.0,,,969900000.0,,2489200000.0,44300000.0,,44300000.0,,370800000.0,34200000.0,,,,,85500000.0,,,,,,620300000.0,,736800000.0,7100000.0,,-800000.0,,,,1422400000.0,,,304500000.0,,122200000.0,,,-8000000.0,328148148.0,225000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,995900000.0,606500000.0,151200000.0,,136400000.0,,-11100000.0,136400000.0,214100000.0,136400000.0,952700000.0,,441800000.0,100000000.0,-226200000.0,0.0,35600000.0,606500000.0,,100400000.0,,,-6700000.0,,1125100000.0,-11800000.0,,-518600000.0,106400000.0,-11300000.0,-30100000.0,235600000.0,-3700000.0,320952381.0,,0.63,,,32800000.0,,,-90700000.0,1125100000.0,,9100000.0,,,591500000.0,-2600000.0,,,-518600000.0,100000000.0,-3700000.0,69400000.0,,-110400000.0,,,,114000000.0,38300000.0,,,530800000.0,129500000.0,,320952381.0,,,7300000.0,,100000.0,,38300000.0,133600000.0,739600000.0,,,-99200000.0,,39000000.0,,,100000000.0,,,675500000.0,,1598700000.0,-17400000.0,361200000.0,,,19600000.0,3447400000.0,,442200000.0,,530800000.0,-56000000.0,131600000.0,111200000.0,108900000.0,1117700000.0,1305300000.0,442200000.0,,0.0,,-3300000.0,,893000000.0,,202200000.0,,,-9500000.0,136400000.0,-67200000.0,311100000.0,1117700000.0,69900000.0,,2494700000.0,64800000.0,202200000.0,103700000.0,995900000.0,106400000.0,2594600000.0,64800000.0,389400000.0,64800000.0,510900000.0,389400000.0,32800000.0,279900000.0,8900000.0,-400000.0,1598700000.0,111200000.0,2594600000.0,1476900000.0,,,,627800000.0,202200000.0,739600000.0,-25400000.0,,-3700000.0,80600000.0,,0.63,1476900000.0,1305300000.0,675500000.0,279900000.0,,129500000.0,,,-23300000.0,,265200000.0,13900000.0,4500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,165900000.0,,,,,90700000.0,,90700000.0,,0.145,,50000000.0,,136400000.0,26800000.0,662800000.0,,72400000.0,,,,,,21300000.0,,-543600000.0,,120100000.0,-28600000.0,,2500000.0,,,,,,,,,,1206400000.0,,,,,,1600000.0,,,,2800000.0,,-45700000.0,,,,314482759.0,,89900000.0,296700000.0,,,618800000.0,,,,,,-700000.0,,,,,112900000.0,,,,,,,,,,,,915500000.0,,1713400000.0,-16900000.0,,,,23000000.0,,-100000.0,,,,,142900000.0,,,,1315800000.0,462200000.0,,,,-3500000.0,,902300000.0,,,0.145,,,,,,1377700000.0,-25800000.0,,,45600000.0,,,1137100000.0,,2850500000.0,45600000.0,,45600000.0,,474300000.0,56300000.0,,,,,126200000.0,,,,,,646500000.0,,816200000.0,3800000.0,,-142200000.0,,,,1472800000.0,,,277800000.0,,128100000.0,,,-171800000.0,314482759.0,255800000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,167500000.0,,,,,51400000.0,,51400000.0,,0.175,,,,0.0,29200000.0,682800000.0,,83100000.0,,,,,,21000000.0,,-565400000.0,,-19400000.0,-42300000.0,,2900000.0,,,,,,,177900000.0,,,1248200000.0,,,,,,5900000.0,,,,19800000.0,,-39300000.0,,,,308000000.0,,97400000.0,357200000.0,,,594500000.0,,,,,,1800000.0,,,,,121900000.0,,,,,,,,,,,,951700000.0,,1698600000.0,-15900000.0,,,,24500000.0,,,,,,,143000000.0,,,,1351300000.0,442900000.0,,,,,,932000000.0,,,0.175,,,,,,1394600000.0,-22500000.0,,,53900000.0,,,1154400000.0,,2853000000.0,53900000.0,,53900000.0,,293700000.0,49800000.0,,,,,125400000.0,,,,,,667100000.0,,834400000.0,6700000.0,,-8300000.0,,,,1458400000.0,,,262500000.0,,130600000.0,,,-40400000.0,308000000.0,264900000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,171500000.0,,,,,27700000.0,,27700000.0,,0.13,,,,0.0,20900000.0,719700000.0,,61100000.0,,,,,,27000000.0,,-597400000.0,,-38700000.0,-33700000.0,,800000.0,,,,,,,174400000.0,,,1317100000.0,,,0.0,,,11700000.0,,,,35900000.0,,-23700000.0,,,,309230769.0,,77600000.0,351200000.0,,,588700000.0,,,,,,-1700000.0,,,,,103200000.0,,,,,,,,,,,,939900000.0,,1704100000.0,-17100000.0,,,,25600000.0,,,,,,,145900000.0,,,,1402700000.0,447800000.0,,,,,,936600000.0,,,0.13,,,,,,1387700000.0,2200000.0,,,40200000.0,,,1193400000.0,,2897500000.0,40200000.0,,40200000.0,,299300000.0,54400000.0,,,,,122100000.0,,,,,,687500000.0,,825800000.0,10500000.0,,-3600000.0,,,,1509800000.0,,,262700000.0,,130700000.0,,,-24700000.0,309230769.0,249100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,1285400000.0,765900000.0,178600000.0,,50300000.0,212600000.0,-4900000.0,50300000.0,222200000.0,50300000.0,1040800000.0,,454600000.0,,-11200000.0,0.0,22900000.0,765900000.0,,68600000.0,,,3300000.0,,1348600000.0,-1900000.0,,-582700000.0,317700000.0,-73200000.0,-44600000.0,136400000.0,-6200000.0,311428571.0,,0.595,,,66100000.0,212600000.0,,-305800000.0,1348600000.0,,700000.0,0.0,,683500000.0,-18000000.0,,,-582700000.0,163700000.0,,22500000.0,,-149200000.0,,,,92500000.0,41800000.0,,,604900000.0,130400000.0,,311428571.0,,,1300000.0,,0.0,,41800000.0,116700000.0,833900000.0,,,-86200000.0,,67300000.0,,,,,,964400000.0,,1697100000.0,-17100000.0,357300000.0,,,24200000.0,3737800000.0,,461700000.0,,604900000.0,-25500000.0,154400000.0,140700000.0,99800000.0,1426100000.0,1423700000.0,461700000.0,,0.0,,,,967000000.0,,185300000.0,,,-162500000.0,50300000.0,-67000000.0,285100000.0,1426100000.0,119100000.0,,2697000000.0,45700000.0,185300000.0,73000000.0,1285400000.0,317700000.0,2982500000.0,45700000.0,306900000.0,45700000.0,586200000.0,306900000.0,66100000.0,265200000.0,-5400000.0,-100000000.0,1697100000.0,140700000.0,2982500000.0,1556400000.0,,,,695900000.0,185300000.0,833900000.0,-25900000.0,,-8400000.0,97300000.0,,0.595,1556400000.0,1423700000.0,964400000.0,265200000.0,,130400000.0,,,-68900000.0,,271100000.0,1200000.0,6100000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,175200000.0,,,,,50000000.0,,50000000.0,,0.095,,,,50300000.0,16700000.0,740700000.0,,45100000.0,,,,,,17200000.0,,-593700000.0,,-12500000.0,-28000000.0,,200000.0,,,,,,,209100000.0,,,1334400000.0,,,,,,,,,,-20700000.0,,-200000.0,,,,298947368.0,,44800000.0,301800000.0,,,621500000.0,,-67000000.0,,,,,,,,,72600000.0,,,,,,,,,,,,923300000.0,,1669800000.0,-17100000.0,,,,27800000.0,,9500000.0,,,,,147400000.0,,,,1435000000.0,459200000.0,,,,,,864200000.0,,,0.095,,,,,,1382500000.0,-48700000.0,,,28400000.0,,,1248600000.0,,2918400000.0,28400000.0,,28400000.0,,298800000.0,64500000.0,,,,,144200000.0,,,,,,644200000.0,,812300000.0,17600000.0,,12500000.0,,,,1535900000.0,,,264300000.0,-21600000.0,130400000.0,,,35100000.0,298947368.0,220000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,178800000.0,,,,,45000000.0,,45000000.0,,0.105,,,,0.0,18500000.0,740700000.0,,51300000.0,,,,,,15500000.0,,-606100000.0,,-30900000.0,-33000000.0,,700000.0,,,,,,,207300000.0,,,1346800000.0,,,,,,,,,,38600000.0,,-5100000.0,,,,312380952.0,,58300000.0,277400000.0,,,600600000.0,,-13200000.0,,,,,,,,,86100000.0,,,,,,,,,,,,878000000.0,,1619600000.0,-17100000.0,,,,27800000.0,,2400000.0,,,,,151000000.0,,,,1462000000.0,452500000.0,,,,,,922600000.0,,,0.105,,,,,,1330500000.0,5600000.0,,,32800000.0,,,1243500000.0,,2863100000.0,32800000.0,,32800000.0,,295500000.0,63100000.0,,,,,134600000.0,,,,,,685500000.0,,758200000.0,8400000.0,,36900000.0,,,,1532600000.0,,,259100000.0,-54200000.0,130300000.0,,,-11700000.0,312380952.0,237100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,174000000.0,,,,,78300000.0,,78300000.0,,0.115,,,,0.0,19900000.0,763200000.0,,54600000.0,,,,,,13600000.0,,-630400000.0,,-47800000.0,-38600000.0,,300000.0,,,,,,,211500000.0,,,1393600000.0,,,,,,,,,,98700000.0,,33400000.0,,,,301739130.0,,62700000.0,136900000.0,,,607400000.0,,56200000.0,,,,,,,,,89700000.0,,,,,,,,,,,,744300000.0,,1619100000.0,-17100000.0,,,,27000000.0,,-3300000.0,,,,,147000000.0,,,,1506600000.0,575400000.0,,,,23400000.0,,865500000.0,,,0.115,,,,,,1319700000.0,60100000.0,,,34700000.0,,,1265800000.0,,2884900000.0,34700000.0,,34700000.0,,291100000.0,63500000.0,,,,,140700000.0,,,,,,628800000.0,,741900000.0,5600000.0,,-1400000.0,,,,1565200000.0,,,381500000.0,-16300000.0,130400000.0,,,-14900000.0,301739130.0,236700000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,1297500000.0,783100000.0,168400000.0,,136900000.0,217000000.0,21000000.0,136900000.0,231100000.0,136900000.0,969800000.0,,382100000.0,,-127100000.0,0.0,29500000.0,783100000.0,,84200000.0,,,62700000.0,,1405400000.0,12900000.0,,-622300000.0,,-35900000.0,-41300000.0,50300000.0,-1100000.0,310515464.0,,0.485,,,55100000.0,217000000.0,,-18000000.0,1405400000.0,,6600000.0,,,696400000.0,,,,-622300000.0,114500000.0,,58600000.0,,-140900000.0,,,,107600000.0,156600000.0,,,621900000.0,137000000.0,51900000.0,310515464.0,,,,,100000.0,,156600000.0,133700000.0,746900000.0,,,86700000.0,,59300000.0,,,,,,778500000.0,,1682100000.0,-17100000.0,273400000.0,,,26100000.0,3586200000.0,-12000000.0,568000000.0,,621900000.0,27900000.0,142300000.0,146000000.0,84600000.0,1346500000.0,1505900000.0,568000000.0,,0.0,,,,933900000.0,,150600000.0,,,59200000.0,136900000.0,-68400000.0,235200000.0,1346500000.0,73200000.0,,2616400000.0,54700000.0,150600000.0,90200000.0,1297500000.0,,2979600000.0,54700000.0,297400000.0,54700000.0,587700000.0,297400000.0,55100000.0,375900000.0,-3400000.0,,1682100000.0,146000000.0,2979600000.0,1633100000.0,,,,657900000.0,150600000.0,746900000.0,-10500000.0,,11200000.0,108700000.0,,0.485,1633100000.0,1505900000.0,778500000.0,375900000.0,154800000.0,137000000.0,,,-26500000.0,,276000000.0,600000.0,1900000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,181600000.0,,,,,121500000.0,,121500000.0,,0.085,,,,136900000.0,15200000.0,765100000.0,,41600000.0,,,,,,12200000.0,,-634200000.0,,-1400000.0,-26600000.0,,100000.0,,,,,,,224100000.0,,,1399300000.0,,,,,,100000.0,,,,25400000.0,,-15500000.0,,,,310588235.0,,47800000.0,120400000.0,,,653600000.0,,,,,,,,,,,76600000.0,,,9400000.0,,,,,,,,,774000000.0,,1670700000.0,-17200000.0,,,,28800000.0,,-100000.0,,,,,152800000.0,,,,1415600000.0,562500000.0,,,,,,861200000.0,,,0.085,,,,,,1336500000.0,-1200000.0,,,26400000.0,,,1297400000.0,,2968100000.0,26400000.0,,26400000.0,,308200000.0,53300000.0,,,,,160200000.0,,,,,,631800000.0,,750700000.0,5900000.0,,-15000000.0,,,,1631600000.0,,,372200000.0,,137000000.0,,,-37300000.0,310588235.0,229400000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,183100000.0,,,,,216500000.0,,216500000.0,,0.125,,,,0.0,21400000.0,785400000.0,,60000000.0,,,,,,13200000.0,,-667700000.0,,62700000.0,-30200000.0,,-100000.0,,,,,,,212000000.0,,,1453100000.0,,,,,,,,,,39300000.0,,95000000.0,,,,308800000.0,,69400000.0,218300000.0,,,670600000.0,,,,,,,,,,,98300000.0,,,1200000.0,,,,,,,,,888900000.0,,1820100000.0,-18300000.0,,,,28900000.0,,0.0,,,,,154200000.0,,,,1455800000.0,563400000.0,,,,,,926900000.0,,,0.125,,,,,,1452300000.0,9100000.0,,,38600000.0,,,1304100000.0,,3124200000.0,38600000.0,,38600000.0,,306700000.0,56100000.0,,,,,148300000.0,,,,,,674400000.0,,769000000.0,3700000.0,,20900000.0,,,,1671900000.0,,,370300000.0,,137000000.0,,,-11300000.0,308800000.0,252500000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,195500000.0,,,,,173700000.0,,173700000.0,,0.115,,,,0.0,20200000.0,790400000.0,,56100000.0,,,,,,15100000.0,,-686000000.0,,-31900000.0,-35400000.0,,-100000.0,,,,,,,235400000.0,,,1476400000.0,,,,,,,,,,13700000.0,,-42700000.0,,,,312173913.0,,47500000.0,203400000.0,,,620300000.0,,,,,,,,,,,76500000.0,,,700000.0,,,,,,,,,823700000.0,,1739500000.0,-18200000.0,,,,29000000.0,,-100000.0,,,,,166500000.0,,,,1470200000.0,562900000.0,,,,,,904000000.0,,,0.115,,,,,,1386600000.0,-21700000.0,,,35900000.0,,,1333500000.0,,3073000000.0,35900000.0,,35900000.0,,307700000.0,56500000.0,,,,,143300000.0,,,,,,661000000.0,,751000000.0,23600000.0,,13300000.0,,,,1686400000.0,,,369300000.0,,137100000.0,,,-21300000.0,312173913.0,243000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,1420000000.0,847100000.0,283100000.0,,216800000.0,113200000.0,26900000.0,216800000.0,169700000.0,216800000.0,1018500000.0,,291800000.0,,24500000.0,0.0,10700000.0,847100000.0,,25500000.0,,,37100000.0,,1634900000.0,13600000.0,,-787800000.0,,-4900000.0,-39500000.0,136900000.0,-72000000.0,312533333.0,,-0.75,,,512600000.0,113200000.0,,-106100000.0,1634900000.0,,-43600000.0,,,843300000.0,,,,-787800000.0,91300000.0,,43100000.0,,-131700000.0,,,,10400000.0,256700000.0,,,823100000.0,,,312533333.0,,,-43700000.0,,-72100000.0,,256700000.0,40300000.0,770300000.0,,2200000.0,79900000.0,,54100000.0,,,,,,1079800000.0,,1967600000.0,,175200000.0,,,29900000.0,3783800000.0,-51000000.0,868200000.0,,823100000.0,-47700000.0,253200000.0,157400000.0,67400000.0,1948000000.0,1199400000.0,868200000.0,,0.0,,,,1091600000.0,,115600000.0,,,18200000.0,216800000.0,,183000000.0,1948000000.0,51800000.0,,2765300000.0,-335200000.0,-234400000.0,38000000.0,1420000000.0,,3387600000.0,-335200000.0,459700000.0,14800000.0,726700000.0,459700000.0,512600000.0,355600000.0,-51200000.0,,1967600000.0,157400000.0,3387600000.0,1293400000.0,,,,798100000.0,-234400000.0,770300000.0,-6400000.0,,-1000000.0,116600000.0,,-0.75,1293400000.0,1199400000.0,1079800000.0,355600000.0,,,,,-36200000.0,,293500000.0,1600000.0,13500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,209800000.0,,,,,227900000.0,,227900000.0,,0.08,,,,216800000.0,13900000.0,829700000.0,,38500000.0,,,,,,13900000.0,,-812300000.0,,5200000.0,-22400000.0,,2300000.0,,,,,,,109600000.0,,,1642000000.0,,,,,,7100000.0,,,,-12500000.0,,11100000.0,,,,307500000.0,,45200000.0,179200000.0,,,841500000.0,,,,,,1400000.0,,,,,76100000.0,,,,,,,,,,,,1020700000.0,,1989800000.0,-18300000.0,,,,30900000.0,,,,,,,178900000.0,,,,1083900000.0,906000000.0,,,,,,952100000.0,,,0.08,,,,,,1926700000.0,-34900000.0,,,24600000.0,,,1378500000.0,,3368300000.0,24600000.0,,24600000.0,,439200000.0,510400000.0,,,,,170200000.0,,,,,,697100000.0,,815200000.0,7500000.0,,32200000.0,,,,1300900000.0,,,395600000.0,,,,,19800000.0,307500000.0,255000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,217200000.0,,,,,202200000.0,,202200000.0,,0.115,,,,0.0,20200000.0,821900000.0,,56200000.0,,,,,,13900000.0,,-818500000.0,,-64600000.0,-28700000.0,,3800000.0,,,,,,,107800000.0,,,1640400000.0,,,,,,52800000.0,,,,38700000.0,,-25700000.0,,,,313043478.0,,69400000.0,126500000.0,,,792900000.0,,,,,,400000.0,,,,,102000000.0,,,,,,,,,,,,919400000.0,,1926900000.0,-18400000.0,,,,32600000.0,,,,,,,184600000.0,,,,1099800000.0,906700000.0,,,,,,1006800000.0,,,0.115,,,,,,1826100000.0,10000000.0,,,36000000.0,,,1355900000.0,,3282800000.0,36000000.0,,36000000.0,,426200000.0,511400000.0,,,,,190000000.0,,,,,,720200000.0,,754000000.0,1600000.0,,-32200000.0,,,,1317100000.0,,,395300000.0,,,,,1100000.0,313043478.0,286600000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,204400000.0,,,,,221500000.0,,221500000.0,,0.11,,,,0.0,19800000.0,859800000.0,,55000000.0,,,,,,12700000.0,,-840800000.0,,35000000.0,-32500000.0,,6700000.0,,,,,,,103800000.0,,,1700600000.0,,,,,,,,,,36800000.0,,19300000.0,,,,320000000.0,,64600000.0,248800000.0,,,801700000.0,,,,,,-800000.0,,,,,96200000.0,,,,,,,,,,,,1050500000.0,,1934400000.0,-18400000.0,,,,31600000.0,,0.0,,,,,172800000.0,,,,1110200000.0,828500000.0,,,,,,973500000.0,,,0.11,,,,,,1879000000.0,4300000.0,,,35200000.0,,,1406700000.0,,3341100000.0,35200000.0,,35200000.0,,443100000.0,509800000.0,,,,,173400000.0,,,,,,704500000.0,,753600000.0,3700000.0,,-54900000.0,,,,1328100000.0,,,318700000.0,,,,,-49300000.0,320000000.0,269000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
