,annualAccountsReceivable,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,annualInvestingCashFlow,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualStockholdersEquity,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualLongTermDebt,trailingNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,annualDilutedAverageShares,annualRetainedEarnings,annualGoodwill,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInventory,quarterlyCashAndCashEquivalents,annualDilutedEPS,annualCapitalStock,trailingOperatingIncome,annualTotalRevenue,trailingResearchAndDevelopment,annualAccountsPayable,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,trailingGrossProfit,annualNetPPE,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingCapitalExpenditure,quarterlyGrossPPE,quarterlySaleOfInvestment,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,annualOtherNonCurrentAssets,trailingInterestExpense,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualBasicEPS,trailingNetIncomeCommonStockholders,quarterlyBasicEPS,annualRepaymentOfDebt,annualEbitda,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyGrossProfit,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyOperatingExpense,annualInterestExpense,quarterlyChangeInInventory,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlySellingGeneralAndAdministration,annualGrossProfit,quarterlyTaxProvision,quarterlyRetainedEarnings,annualInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualChangeInInventory,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetPPE,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualOtherNonCashItems,quarterlyTotalRevenue,trailingTaxProvision,annualBasicAverageShares,annualFreeCashFlow,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualCurrentDebt,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncome,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1333152000,,,-2859078000.0,,,0.02,,24120872000.0,-4543331000.0,,,239071000.0,260374000.0,,,,,,,,,,,,19495874000.0,14239000.0,,,2662787000.0,1102185000.0,,,,,,,40638974000.0,1105146000.0,10935386000.0,,,,,,,,10949625000.0,11953550000.0,,,-623532000.0,,,,,12891955000.0,15306409000.0,,,,12554137000.0,-2550665000.0,,,0.0,,,,393949000.0,,239071000.0,2832286000.0,,172406090000.0,122645726000.0,,-698790000.0,155105969000.0,,,132642923000.0,1400000.0,,,19464000.0,,,,,,,,,,0.0,12544957000.0,,,0.02,,,,,,,46975580000.0,822423000.0,3399031000.0,-3965631000.0,,10763078000.0,2821307000.0,,,,,,1214255000.0,,,,2291166000.0,,168100000.0,17374053000.0,,,17300121000.0,,,53754606000.0,68891120000.0,-8482728000.0,,428474000.0,132642923000.0,,-4166288000.0,577724000.0,,22894905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,-226417000.0,,,,,26643785000.0,656641000.0,,,822814000.0,938151000.0,,,,,,,,,,,,19889319000.0,14392000.0,,,3441216000.0,1102185000.0,,,,,,,36766019000.0,1079389000.0,12207835000.0,,,,,,,,12222227000.0,,,,-678604000.0,,,,,12891955000.0,10763078000.0,,,,13972278000.0,791918000.0,,,0.0,,,,547484000.0,,822814000.0,2802582000.0,,178062504000.0,128706615000.0,,-677102000.0,158030679000.0,,,135889555000.0,401040000.0,,,-487603000.0,,,,,,,,,,108000000.0,13236154000.0,,,,,,,,,,46333131000.0,1622295000.0,4776129000.0,-2891768000.0,,11419719000.0,2965876000.0,,,,,,1404322000.0,,,,2403972000.0,,136660000.0,15996490000.0,,,20031825000.0,,,60993588000.0,67713027000.0,-4984149000.0,,1074811000.0,135889555000.0,,-2805776000.0,1810253000.0,,24665448000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,-2263857000.0,,,0.26,,25554606000.0,1411152000.0,,,3174118000.0,3511987000.0,,,,,,,,,,,,20777552000.0,13735000.0,,,3437092000.0,1102185000.0,,,,,,,36996551000.0,1130715000.0,13618987000.0,,,,,,,,13632722000.0,12208146154.0,,,-2250031000.0,,,,,12891955000.0,11419719000.0,,,,15776170000.0,3042836000.0,,,0.0,,,,768945000.0,,3174118000.0,2775423000.0,,184587046000.0,131659725000.0,,-1228544000.0,162788284000.0,,,140200380000.0,42951000.0,,,32211000.0,,,,3780073000.0,,,,,,8000000.0,11857743000.0,,,0.26,,,,,,,49566991000.0,5469847000.0,7971932000.0,-3228109000.0,,12830871000.0,3105136000.0,,,,,,1476220000.0,,,,2550619000.0,,1188915000.0,19170608000.0,,,21798762000.0,,,60987512000.0,70672213000.0,-6183588000.0,,4700902000.0,140200380000.0,,-3350469000.0,4866796000.0,,28749484000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,2967150000.0,,-7796837000.0,,-14774276000.0,,,25883077000.0,-1042928000.0,,,712041000.0,723926000.0,185710906000.0,,1561424000.0,,50578538000.0,,3361737000.0,42254161000.0,,10291412000.0,,20611400000.0,12671000.0,-5197438000.0,55811383000.0,2967150000.0,1102185000.0,,19459551000.0,1102185000.0,12671000.0,,494326000.0,42254161000.0,1105048000.0,12590884000.0,0.41,12891955000.0,,99840551000.0,,11247814000.0,12418820000.0,12603555000.0,,,142281000000.0,-699998000.0,2810814000.0,75952994000.0,12603555000.0,11787943000.0,12891955000.0,12830871000.0,,,7265934000.0,18287697000.0,-4162184000.0,12590884000.0,,0.0,142281000000.0,-506772000.0,,185175000.0,,712041000.0,2810814000.0,,185710906000.0,131764377000.0,7037537000.0,-343328000.0,165162586000.0,25883077000.0,,142281000000.0,48935000.0,-15296915000.0,10072357000.0,-70844000.0,0.0,,,3361737000.0,,,,,20548320000.0,144552000.0,11247814000.0,0.41,,,-31527927000.0,19590975000.0,-3518466000.0,-7796837000.0,,4948044000.0,50578538000.0,1018525000.0,2919314000.0,-4688768000.0,-2947764000.0,11787943000.0,2908153000.0,2262026000.0,,80774145000.0,144552000.0,,1561424000.0,,165162586000.0,,2826600000.0,19066406000.0,109424000.0,19459551000.0,1105048000.0,131764377000.0,20548320000.0,22944000.0,1603099000.0,55811383000.0,75952994000.0,-11877462000.0,,833350000.0,142281000000.0,5434438000.0,-4974382000.0,11161000.0,1986073000.0,23530714000.0,,12068400000.0,-2878095000.0,11800472000.0,,-4252165000.0,18287697000.0,,15306409000.0,4948044000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,-7559443000.0,,,0.02,,28786786000.0,2259916000.0,,,248592000.0,252265000.0,,,,,,,,,,,1046740000.0,19676482000.0,13022000.0,,,3372526000.0,1102185000.0,,,,,,,46468279000.0,1159045000.0,14850404000.0,,,,,,,,14863426000.0,12429600000.0,,,-603186000.0,,,,,13084751000.0,11787943000.0,,,,20648870000.0,-3858558000.0,,,0.0,,,-95803000.0,462562000.0,,248592000.0,2803615000.0,,193456723000.0,138292625000.0,,175335000.0,169718905000.0,,,146691315000.0,3510000.0,,,41725000.0,,,,,,,,,,297466000.0,12330124000.0,,,0.02,,,,,,,51794103000.0,814014000.0,3042549000.0,-7331129000.0,,14047859000.0,2436304000.0,,,,,,1667914000.0,,,,2366222000.0,,99187000.0,19708143000.0,,,23737818000.0,,,58544306000.0,79748319000.0,-4640837000.0,,351452000.0,146691315000.0,,-7308229000.0,606245000.0,,22719031000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,-161638000.0,,,,,24276402000.0,-144614000.0,,,870300000.0,873234000.0,,,,,,,,,,,-2291000.0,19854222000.0,11701000.0,,,3813000000.0,1102185000.0,,,,,,,35342459000.0,1132481000.0,14682342000.0,,,,,,,,14694043000.0,,,,-430214000.0,,,,,13084751000.0,14047859000.0,,,,28825868000.0,-2785379000.0,,,0.0,,,85400000.0,829396000.0,,870300000.0,2783278000.0,,196916580000.0,141783680000.0,,-1022679000.0,172452833000.0,,,149804053000.0,116266000.0,,,253889000.0,,,,3708793000.0,,,,,,469144000.0,11503707000.0,,,,,,,,,,51680687000.0,1990026000.0,3285060000.0,-4885953000.0,,13903245000.0,2588575000.0,,,,,,1832943000.0,,,,2482086000.0,,287396000.0,19294744000.0,,,24463747000.0,,,73373748000.0,68409932000.0,-9965003000.0,,1160630000.0,149804053000.0,,-5768019000.0,696485000.0,,23139282000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,-2981976000.0,,,0.24,,27108734000.0,3875891000.0,,,2942127000.0,3266431000.0,,,,,,,,,,,0.0,21254349000.0,12503000.0,,,3167922000.0,1102185000.0,,,,,,,40410190000.0,1111600000.0,18560025000.0,,,,,,,,18572528000.0,12258862500.0,,,-1558903000.0,,,,,13084751000.0,13903245000.0,,,,23915382000.0,5582711000.0,,,0.0,,,0.0,280574000.0,,2942127000.0,2893524000.0,,204549853000.0,146264580000.0,,-1104765000.0,176812125000.0,,,153651591000.0,97049000.0,,,9330000.0,,,,3871700000.0,,,,,,372527000.0,12401101000.0,,,0.24,,,,,,,54511169000.0,4429202000.0,6674326000.0,-1965248000.0,,17779136000.0,2782682000.0,,,,,,1836692000.0,,,,2700975000.0,,882197000.0,22236871000.0,,,27737728000.0,,,69749856000.0,76514724000.0,-9298386000.0,,4148628000.0,153651591000.0,,-2592616000.0,3891644000.0,,27928675000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,3100584000.0,,-1004032000.0,-10403000.0,-20638071000.0,,,26349316000.0,-3017306000.0,,,-742406000.0,-721998000.0,205361883000.0,,2014407000.0,,54154190000.0,,3767948000.0,42266406000.0,,10986818000.0,0.0,21860599000.0,11350000.0,2399793000.0,69644261000.0,3100584000.0,1102185000.0,,21245364000.0,1102185000.0,11350000.0,1044449000.0,298250000.0,42266406000.0,1044617000.0,15507677000.0,0.27,13084751000.0,,97628253000.0,,11828973000.0,17436116000.0,15519027000.0,,,155761214000.0,-1012063000.0,2864299000.0,77774629000.0,15519027000.0,14761830000.0,13084751000.0,17779136000.0,,,4401423000.0,23521013000.0,-3911574000.0,15507677000.0,,0.0,155761214000.0,421564000.0,0.0,2187548000.0,,-742406000.0,2864299000.0,,205361883000.0,147418890000.0,4583388000.0,-682557000.0,179936272000.0,26349316000.0,,155761214000.0,81425000.0,-22408916000.0,10272666000.0,116620000.0,0.0,,,3767948000.0,,,,,25425611000.0,1236939000.0,11828973000.0,0.27,,,-32975329000.0,18256649000.0,2973887000.0,-1004032000.0,,3318613000.0,54154190000.0,1110226000.0,1980666000.0,-6455741000.0,-2634666000.0,14761830000.0,2773617000.0,2686443000.0,,82645652000.0,1236939000.0,,2014407000.0,,179936272000.0,,2723383000.0,14982601000.0,-355324000.0,21245364000.0,1044617000.0,147418890000.0,25425611000.0,40683000.0,913456000.0,69644261000.0,77774629000.0,-9071103000.0,,-1077322000.0,155761214000.0,3669932000.0,-6740052000.0,-792951000.0,533922000.0,23841265000.0,,12291159259.0,-4972800000.0,10581178000.0,,-3604366000.0,23521013000.0,,11787943000.0,3318613000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,-6238011000.0,,,0.01,,27842020000.0,-4417156000.0,,,92708000.0,92729000.0,,,,,,,,,,,,20732739000.0,11909000.0,,,3250330000.0,1102185000.0,,,,,,,46628235000.0,1053831000.0,11095064000.0,,,,,,,,11106973000.0,9270800000.0,,,-791374000.0,,,,,13084751000.0,14761830000.0,,,,20766755000.0,-1114936000.0,,,0.0,,,,1311394000.0,,92708000.0,2880055000.0,,205636613000.0,147422503000.0,,-935247000.0,184451087000.0,,,160021596000.0,,,,39230000.0,,,,3944432000.0,,,,,,1248851000.0,13065310000.0,,,0.01,,,,,,,54421183000.0,1453110000.0,3686104000.0,-4537812000.0,,10344674000.0,2493287000.0,,,,,,2133206000.0,,,,2453526000.0,,48987000.0,21338072000.0,,,21185526000.0,,,63426038000.0,83996465000.0,-11337256000.0,,141716000.0,160021596000.0,,-4845716000.0,1192817000.0,,24418843000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,-12863833000.0,,,,,28059392000.0,-1282470000.0,,,381673000.0,328809000.0,,,,,,,,,,,,21566483000.0,10753000.0,,,3167486000.0,1102185000.0,,,,,,,48923840000.0,1075501000.0,9154556000.0,,,,,,,,9165309000.0,,,,-471259000.0,,,,,13084751000.0,10344674000.0,,,,22892353000.0,2187715000.0,,,0.0,,,,99074000.0,,381673000.0,3242350000.0,,203948660000.0,146525228000.0,,-1390080000.0,183547198000.0,,,159291060000.0,,,,782278000.0,,,,4038858000.0,,,,,,1937320000.0,13595564000.0,,,,,,,,,,53799896000.0,469162000.0,3131975000.0,-405631000.0,,9062204000.0,2684510000.0,,,,,,2079324000.0,,,,2639864000.0,,41279000.0,20878864000.0,,,20401462000.0,,,60037722000.0,86487506000.0,-17919286000.0,,370088000.0,159291060000.0,,-2034924000.0,447465000.0,,24698458000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,-11932486000.0,,,0.22,,30111754000.0,1407909000.0,,,2682640000.0,2959763000.0,,,,,,,,,,,,23018492000.0,24064000.0,,,3153136000.0,1102185000.0,,,,,,,46344571000.0,1094874000.0,10588476000.0,,,,,,,,10612540000.0,12193818182.0,,,-1589043000.0,,,,,13084751000.0,9062204000.0,,,,21600118000.0,3394399000.0,,,0.0,,,,825330000.0,,2682640000.0,3245262000.0,,207714699000.0,147254402000.0,,-1157474000.0,186495768000.0,,,161755523000.0,167500000.0,,,9225000.0,,,,4158681000.0,,,,,,2292316000.0,12998594000.0,,,0.22,,,,,,,56519763000.0,4588722000.0,6775705000.0,-2581591000.0,,10470113000.0,2756484000.0,,,,,,2252409000.0,,,,2699548000.0,,803629000.0,23560484000.0,,,21218931000.0,,,60984263000.0,86270139000.0,-6968231000.0,,3763392000.0,161755523000.0,,-3381962000.0,4019221000.0,,29794197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,2984209000.0,,-12684075000.0,-400000.0,-10313158000.0,,,31600779000.0,-810126000.0,,,625367000.0,868625000.0,209642869000.0,,2336862000.0,,54340012000.0,,3336106000.0,49023196000.0,,11392423000.0,,22523537000.0,12534000.0,-416222000.0,60472271000.0,2984209000.0,1102185000.0,,23900173000.0,1102185000.0,12534000.0,,422692000.0,49023196000.0,1100179000.0,9734557000.0,0.31,13084751000.0,,104825683000.0,,11907797000.0,17522851000.0,9747091000.0,,,166056469000.0,-1200097000.0,3619450000.0,89698974000.0,9747091000.0,9659987000.0,13084751000.0,10470113000.0,,,6144103000.0,21311494000.0,-775123000.0,9734557000.0,,0.0,166056469000.0,1930254000.0,,-80514000.0,,625367000.0,3619450000.0,,209642869000.0,150171245000.0,5018086000.0,-1029173000.0,189152810000.0,31600779000.0,,166056469000.0,87841000.0,-13830796000.0,10652313000.0,1099521000.0,0.0,,,3336106000.0,,,,,20490059000.0,2510998000.0,11907797000.0,0.31,,,-44562478000.0,19350571000.0,-5101843000.0,-12684075000.0,,3782388000.0,54340012000.0,662376000.0,3390648000.0,-2788124000.0,-4511974000.0,9659987000.0,2906048000.0,2940062000.0,,87841251000.0,2510998000.0,,2336862000.0,,189152810000.0,,2859375000.0,16984432000.0,-125735000.0,23900173000.0,1100179000.0,150171245000.0,20490059000.0,-57302000.0,768160000.0,60472271000.0,89698974000.0,-8337705000.0,,742890000.0,166056469000.0,4249926000.0,-3568194000.0,484600000.0,3289111000.0,25914185000.0,,12201251613.0,3692055000.0,10840329000.0,,-4051773000.0,21311494000.0,,14761830000.0,3782388000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,-15976488000.0,,,0.14,,33871553000.0,-876557000.0,,,1675244000.0,1895100000.0,,,,,,,,,,,,19549141000.0,14154000.0,,,3409601000.0,1102185000.0,,,,,,,48742993000.0,1116787000.0,9037969000.0,,,,,,,,9052123000.0,11966028571.0,,,-691413000.0,,,,,13084751000.0,9659987000.0,,,,18994781000.0,2494442000.0,,,0.0,,,,1137672000.0,,1675244000.0,3992840000.0,,210693979000.0,149269651000.0,,-1532612000.0,191178094000.0,,,167490714000.0,1118000.0,,,-143300000.0,,,,3516793000.0,,,,,,1930894000.0,12246220000.0,,,0.14,,,,,,,56070490000.0,3543578000.0,5712372000.0,-3546923000.0,,8783430000.0,2483491000.0,,,,,,2443827000.0,,,,2437402000.0,,510806000.0,25575417000.0,,,19515885000.0,,,57207235000.0,92062416000.0,-6598736000.0,,2405906000.0,167490714000.0,,-3408309000.0,3228881000.0,,25261513000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,-13512838000.0,,,,,34946772000.0,417816000.0,,,2262370000.0,2391363000.0,,,,,,,,,,,,20561558000.0,13825000.0,,,3845646000.0,1102185000.0,,,,,,,47713582000.0,1661165000.0,9296318000.0,,,,,,,,9310143000.0,,,,-727818000.0,,,,,13084751000.0,8783430000.0,,,,16397750000.0,6409478000.0,,,0.0,,,,336775000.0,,2262370000.0,4134968000.0,,216661036000.0,152425920000.0,,-929718000.0,195689575000.0,,,171950987000.0,381350000.0,,,-378885000.0,,,,3743285000.0,,,,,,1824329000.0,12325071000.0,,,,,,,,,,58309484000.0,3415985000.0,5292071000.0,-1283281000.0,,9201246000.0,2649106000.0,,,,,,2637416000.0,,,,2583948000.0,,687847000.0,26869039000.0,,,20971461000.0,,,59784135000.0,92641785000.0,-9731980000.0,,3079210000.0,171950987000.0,,-1422555000.0,2642965000.0,,25853629000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,-19576120000.0,,,0.19,,38432735000.0,1173997000.0,,,2331227000.0,2361389000.0,,,,,,,,,,,,21839446000.0,24136000.0,,,3285792000.0,1102185000.0,,,,,,,48718542000.0,1816696000.0,10260916000.0,,,,,,,,10285052000.0,12269615789.0,,,-1404402000.0,,,,,13084751000.0,9201246000.0,,,,9027050000.0,11648322000.0,,,0.0,,,0.0,4123704000.0,,2331227000.0,4109304000.0,,220456991000.0,152274919000.0,,-1636693000.0,199430505000.0,,,174142836000.0,60628000.0,,,601984000.0,,,,3904099000.0,,,,,,1911736000.0,13133429000.0,,,0.19,,,,,,,61454636000.0,7154166000.0,9390305000.0,-1818231000.0,,9985235000.0,2787101000.0,,,,,,2782800000.0,,,,2710096000.0,,669073000.0,29314117000.0,,,21026486000.0,,,54685317000.0,97589602000.0,-10338730000.0,,3030462000.0,174142836000.0,,-2482000000.0,6603204000.0,,31229751000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,3661354000.0,,-19644426000.0,-422652000.0,-6788085000.0,,,38150744000.0,-2216845000.0,,,493510000.0,539837000.0,213703535000.0,,2867738000.0,,59820396000.0,,3489698000.0,48987522000.0,,13037529000.0,,21724202000.0,995000.0,4654268000.0,50213346000.0,3661354000.0,1102185000.0,,29245119000.0,1102185000.0,995000.0,,781082000.0,48987522000.0,1730742000.0,7793044000.0,0.55,13084751000.0,,108929114000.0,,11759111000.0,31752707000.0,7794039000.0,,,170015213000.0,-1040961000.0,4169341000.0,96895051000.0,7794039000.0,7138098000.0,13084751000.0,9985235000.0,,,14788591000.0,5654484000.0,3575387000.0,7793044000.0,,0.0,170015213000.0,-27712000.0,-363567000.0,-2849434000.0,,493510000.0,4169341000.0,,213703535000.0,147108397000.0,9043245000.0,-1698119000.0,194175921000.0,38150744000.0,,170015213000.0,337986000.0,-7625078000.0,10171435000.0,-107511000.0,0.0,,,3489698000.0,,,,,19527614000.0,2806973000.0,11759111000.0,0.55,,,-36125785000.0,24893560000.0,-1501589000.0,-19644426000.0,,6774008000.0,59820396000.0,-2369344000.0,4823885000.0,-139650000.0,-5797142000.0,7138098000.0,2495636000.0,2812786000.0,,83694898000.0,2806973000.0,,2867738000.0,,194175921000.0,,2415614000.0,25234216000.0,-59747000.0,29245119000.0,1730742000.0,147108397000.0,19527614000.0,-56754000.0,1823097000.0,50213346000.0,96895051000.0,-9456339000.0,,480090000.0,170015213000.0,7220148000.0,-312214000.0,2328249000.0,7963229000.0,26548087000.0,,12316378182.0,24127629000.0,10445625000.0,,-3864594000.0,5654484000.0,,8639687000.0,6774008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,-21165013000.0,,,0.2,,37497708000.0,1280363000.0,,,2435293000.0,2882345000.0,,,,,,,,,,,,20031270000.0,913000.0,,,3424541000.0,1102185000.0,,,,,,,46256238000.0,1887489000.0,8816113000.0,,,,,,,,8817026000.0,12176465000.0,,,-710529000.0,,,,,13084751000.0,7138098000.0,,,,13538906000.0,-176132000.0,,,0.0,,,-81296000.0,616743000.0,,2435293000.0,4243249000.0,,219221265000.0,149849760000.0,,-1554426000.0,198121724000.0,,,173718113000.0,15990000.0,,,283264000.0,,,,3729760000.0,,,,,,3371614000.0,13117954000.0,,,0.2,,,,,,,62140930000.0,4294518000.0,6357541000.0,-6651275000.0,,8418461000.0,2494424000.0,,,,,,2986300000.0,,,,2416922000.0,,795430000.0,31680412000.0,,,21099541000.0,,,55867574000.0,93982186000.0,-8928734000.0,,3677775000.0,173718113000.0,,-6995326000.0,3863117000.0,,26388811000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,-17965590000.0,,,,,36977702000.0,-554654000.0,,,1022328000.0,901356000.0,,,,,,,,,,,,21129142000.0,598000.0,,,3769135000.0,1102185000.0,,,,,,,41114609000.0,1995273000.0,8397932000.0,,,,,,,,8398530000.0,,,,-2136025000.0,,,,,13084751000.0,8418461000.0,,,,23714166000.0,-2544508000.0,,,0.0,,,-15046000.0,967534000.0,,1022328000.0,4245362000.0,,225448355000.0,155258157000.0,,-1500518000.0,205193243000.0,,,179650848000.0,424105000.0,,,-38892000.0,,,,3945688000.0,,,,,,2486101000.0,12186362000.0,,,,,,,,,,63185878000.0,2314685000.0,6006505000.0,-8017876000.0,,7863807000.0,2390286000.0,,,,,,3086895000.0,,,,2330362000.0,,445795000.0,30758591000.0,,,20255112000.0,,,66429639000.0,88828518000.0,-5312773000.0,,1347151000.0,179650848000.0,,-8456557000.0,3616219000.0,,27135647000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,-18849826000.0,,,0.31,,36833898000.0,1039525000.0,,,3769087000.0,4304374000.0,,,,,,,,,,,,23109253000.0,551000.0,,,3680150000.0,1102185000.0,,,,,,,39547056000.0,1912602000.0,9419791000.0,,,,,,,,9420342000.0,12158345161.0,,,-808476000.0,,,,,13084751000.0,7863807000.0,,,,23569372000.0,5520128000.0,,,0.0,,,0.0,1346147000.0,,3769087000.0,4232213000.0,,229162286000.0,154507394000.0,,-1523558000.0,208408437000.0,,,182527884000.0,54308000.0,,,41708000.0,,,,4189779000.0,,,,,,2670106000.0,12193570000.0,,,0.31,,,,,,,67103960000.0,6800299000.0,8813939000.0,-5324680000.0,,8903332000.0,2546136000.0,,,,,,3264512000.0,,,,2474592000.0,,1149778000.0,34527678000.0,,,20753849000.0,,,66832769000.0,87674625000.0,-8697604000.0,,5454152000.0,182527884000.0,,-5756867000.0,6267803000.0,,31923192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
