,annualOperatingIncome,annualAccountsPayable,annualResearchAndDevelopment,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,annualOtherCurrentAssets,annualOtherShortTermInvestments,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,trailingTotalRevenue,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,annualCostOfRevenue,trailingOperatingIncome,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalNonCurrentAssets,annualBasicEPS,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualTotalAssets,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInInventory,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCommonStockIssuance,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInventory,quarterlyGrossProfit,annualAccountsReceivable,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,annualEbitda,annualDilutedAverageShares,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDilutedEPS,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,annualBasicAverageShares,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualCapitalExpenditure,annualInvestingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingInterestExpense,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInInventory,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualCapitalStock,annualStockBasedCompensation,annualGoodwill,annualInterestExpense,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,trailingCashDividendsPaid,trailingResearchAndDevelopment,trailingDilutedAverageShares
1380499200,,,,,,,82535000.0,0.604365,196125000.0,,,,-4150000.0,2239000.0,,41145000.0,,10149000.0,,,,,179741000.0,27720000.0,,,,173691000.0,,,,,,,,,92684000.0,13952000.0,331333000.0,,,,16753000.0,,135208000.0,,16753000.0,,,,16753000.0,1127000.0,28786000.0,,,,,,35105000.0,,,31491000.0,,18105000.0,,-1131000.0,,,,,,,238649000.0,-3876000.0,,9022000.0,,,,,115349000.0,45671000.0,142200000.0,,-4444000.0,76000.0,893000.0,117506000.0,,,,,,,,115349000.0,115349000.0,,,14000.0,,96056000.0,,,,,60432000.0,8017000.0,,24770000.0,,,,,,,,-3345000.0,5836000.0,,,11031000.0,,,,42078000.0,,,,,0.58,5836000.0,,,,,,,,,,,,,0.0,,17297000.0,19293000.0,,,,2119000.0,,,,,24694000.0,74474000.0,,353000.0,6046000.0,8061000.0,,1686000.0,,,,,,,,24694000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,116712000.0,9502000.0,,718175000.0,,5794000.0,95871000.0,0.730304,229045000.0,35818000.0,8642000.0,,1615000.0,2174000.0,12077000.0,39681000.0,2790000.0,12077000.0,137343000.0,37557000.0,9869000.0,107948000.0,200023000.0,27772000.0,,,,186266000.0,,79024000.0,,137343000.0,-4942000.0,,116581000.0,16058000.0,107948000.0,32555000.0,368470000.0,127435000.0,,90842000.0,20282000.0,79024000.0,139425000.0,2.845456,20282000.0,14154000.0,166208000.0,,20282000.0,1211000.0,28842000.0,-18085000.0,,368470000.0,229045000.0,260522000.0,35818000.0,,79024000.0,33778000.0,11301000.0,18243000.0,9044000.0,-1579000.0,7010000.0,,,11301000.0,95871000.0,200023000.0,260522000.0,-1784000.0,,10866000.0,,,,,137343000.0,47242000.0,152488000.0,7010000.0,-11967000.0,-98000.0,1742000.0,123484000.0,,59180000.0,139425000.0,98893000.0,16058000.0,-131000.0,145985000.0,145985000.0,137343000.0,42329000.0,590740000.0,14000.0,,115349000.0,0.0,-10165000.0,116712000.0,28408000.0,59180000.0,8624000.0,,28906000.0,,121904000.0,2.78,-11783000.0,,,158000.0,-1745000.0,-104000.0,,,14154000.0,27772000.0,-62724000.0,4928000.0,42329000.0,1211000.0,70839000.0,,,0.705,-104000.0,,4928000.0,814000.0,-8051000.0,-21589000.0,,,474028000.0,,121904000.0,,-8643000.0,0.0,,34300000.0,21994000.0,-62724000.0,,,10604000.0,,,10866000.0,,29004000.0,86369000.0,,-382000.0,5794000.0,9502000.0,,1511000.0,86369000.0,,,,7466000.0,8642000.0,66504000.0,29004000.0,47242000.0,,0.0,14000.0,7624000.0,18243000.0,1000.0,,,,,,,,,,,,,,,,,,
1396224000,,,,,,,79944000.0,0.59141,226359000.0,,,,-20000.0,2211000.0,,44577000.0,,11781000.0,,,,,216560000.0,27962000.0,,,-1488000.0,182401000.0,,,,,,,,,91725000.0,1490000.0,371466000.0,,,,16537000.0,,145107000.0,,16537000.0,,,,16537000.0,1204000.0,28790000.0,,,,,,32308000.0,,,33828000.0,,17933000.0,,-1429000.0,,,,,,,279741000.0,45000.0,,10577000.0,,,,,142733000.0,46890000.0,148573000.0,,1811000.0,125000.0,-3704000.0,123451000.0,,,,,,,,147161000.0,142733000.0,,,14000.0,,137343000.0,,,,,58843000.0,8710000.0,,25247000.0,,,,,,6000.0,,-979000.0,1856000.0,,,21426000.0,,,,41210000.0,,,,,0.575,1856000.0,5701000.0,,,,,,,,,,,,0.0,,2469000.0,5390000.0,,,,-16117000.0,,,,,25122000.0,73861000.0,,-146000.0,4784000.0,6083000.0,,1836000.0,,,,,,4428000.0,,25122000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,88705000.0,0.719972,201925000.0,,,,704000.0,2197000.0,,43206000.0,,11962000.0,,,,,196992000.0,26808000.0,,,-2383000.0,188256000.0,,,,,,,,,100667000.0,19657000.0,354921000.0,,,,19301000.0,,152996000.0,,19301000.0,,,,19301000.0,1290000.0,28470000.0,,,,,,0.0,,,34865000.0,,17919000.0,,-1091000.0,,,,,,,254254000.0,2989000.0,,10672000.0,,,,,118267000.0,44528000.0,153391000.0,,-9160000.0,297000.0,619000.0,124304000.0,,,,,,,,121641000.0,118267000.0,,,13000.0,,142733000.0,,,,,65859000.0,10083000.0,,29384000.0,,,,,,0.0,,-9124000.0,-44578000.0,,,22688000.0,,,,41015000.0,,,,,0.68,1531000.0,3436000.0,,,,,,,,,,,,-46109000.0,,28781000.0,-24466000.0,,,,7026000.0,,,,,29087000.0,82297000.0,,-459000.0,5324000.0,6408000.0,,2235000.0,,,,,,3374000.0,,29087000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,,,105463000.0,0.788116,162512000.0,,,,1249000.0,2277000.0,,45499000.0,,12019000.0,,,,,155656000.0,24740000.0,,,0.0,191944000.0,,,,,,,,,117482000.0,32982000.0,316930000.0,,,,19498000.0,,154418000.0,,19498000.0,,,,19498000.0,1256000.0,26526000.0,,,,,,0.0,,,34585000.0,,18092000.0,,-639000.0,,,,,,,199448000.0,1922000.0,,10763000.0,,,,,87738000.0,42584000.0,157359000.0,,-426000.0,-297000.0,-164000.0,128104000.0,,,,,,,,87738000.0,87738000.0,,,12000.0,,118267000.0,,,,,66310000.0,9460000.0,,28958000.0,,,,,,5000.0,,-3163000.0,-65944000.0,10000000.0,,22937000.0,,,,41482000.0,,,,,0.735,609000.0,3374000.0,,,,,,,,,,,,-76553000.0,,36145000.0,-30529000.0,,,,13350000.0,,,,,29255000.0,88912000.0,,-244000.0,5183000.0,6551000.0,,1858000.0,,,,,,0.0,,29255000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,116102000.0,7779000.0,,790471000.0,,2132000.0,108705000.0,0.864867,190927000.0,3773000.0,0.0,,-6962000.0,2125000.0,11715000.0,51249000.0,-1337000.0,11715000.0,111126000.0,39017000.0,25761000.0,120420000.0,166406000.0,25266000.0,,,0.0,227870000.0,,76636000.0,,111126000.0,-4495000.0,,115653000.0,15717000.0,120420000.0,30635000.0,350584000.0,140794000.0,,84764000.0,21300000.0,76636000.0,159657000.0,3.111733,21300000.0,23667000.0,184531000.0,,21300000.0,1114000.0,25840000.0,-138819000.0,,350584000.0,190927000.0,230164000.0,3773000.0,,76636000.0,37516000.0,12813000.0,17941000.0,8810000.0,-1336000.0,5508000.0,,,12813000.0,108705000.0,166406000.0,230164000.0,-3854000.0,12511000.0,10601000.0,,,,,111126000.0,45248000.0,190354000.0,5508000.0,-8491000.0,-574000.0,1912000.0,157716000.0,,71164000.0,159657000.0,105185000.0,15717000.0,-449000.0,111126000.0,111126000.0,111126000.0,40952000.0,649677000.0,13000.0,,87738000.0,,-113015000.0,116102000.0,27378000.0,71164000.0,10764000.0,,32064000.0,,135536000.0,2.8,1102000.0,,118000.0,-5029000.0,-7155000.0,-4349000.0,,,23667000.0,25266000.0,-64372000.0,4110000.0,40952000.0,1114000.0,137343000.0,,,0.825,10838000.0,0.0,4110000.0,-1039000.0,-20421000.0,-16266000.0,,,533575000.0,,135536000.0,,-3871000.0,-16157000.0,,37790000.0,23388000.0,-64372000.0,,,21502000.0,,,10601000.0,,32638000.0,100926000.0,,-190000.0,2132000.0,7779000.0,,3876000.0,100926000.0,,,,14834000.0,0.0,-26217000.0,32638000.0,45248000.0,,-30000000.0,13000.0,9805000.0,17941000.0,129000.0,,,,,,,,,,,,,,,,,,
1427760000,,,,,,,110352000.0,0.777332,211468000.0,,,,1300000.0,2337000.0,,49875000.0,,11389000.0,,,,,186086000.0,25332000.0,,,0.0,219378000.0,,,,,,,,,121741000.0,17719000.0,375048000.0,,,,19680000.0,,163580000.0,,19680000.0,,,,19680000.0,1110000.0,26170000.0,,,,,,0.0,,,38364000.0,,18055000.0,,-1547000.0,,,,,,,253307000.0,-5753000.0,,10279000.0,,,,,128569000.0,50959000.0,181014000.0,,-7389000.0,168000.0,789000.0,151228000.0,,,,,,,,128569000.0,128569000.0,,,13000.0,,111126000.0,,,,,73374000.0,10274000.0,,29954000.0,,,,,,0.0,,-5842000.0,910000.0,,,25040000.0,,,,41250000.0,,,,,0.75,910000.0,0.0,,,,,,,,,,,,,,23561000.0,17443000.0,,,,796000.0,,,,,29786000.0,100878000.0,,-577000.0,2475000.0,9474000.0,,2210000.0,,,,,,,,29786000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,112856000.0,0.997882,244815000.0,,,,-2648000.0,2293000.0,,52505000.0,,11130000.0,,,,,211502000.0,25610000.0,,,0.0,233244000.0,,,,,,,,,123986000.0,18670000.0,408510000.0,,,,25416000.0,,163695000.0,,25416000.0,,,,25416000.0,1062000.0,26450000.0,,,,,,0.0,,,40089000.0,,17948000.0,,-31000.0,,,,,,,284524000.0,-3701000.0,,10068000.0,,,,,150929000.0,54022000.0,193155000.0,,-3967000.0,-86000.0,376000.0,154382000.0,,,,,,,,150929000.0,150929000.0,,,13000.0,,128569000.0,,,,,73939000.0,13271000.0,,38687000.0,,,,,,7000.0,,-3936000.0,4826000.0,,,25047000.0,,,,40763000.0,,,,,0.96,4826000.0,0.0,,,,,,,,,,,,,,22606000.0,22360000.0,,,,-2006000.0,,,,,38773000.0,103818000.0,,-452000.0,1272000.0,9038000.0,,2178000.0,,,,,,,,38773000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,,114465000.0,0.999951,269824000.0,,,,-1439000.0,2654000.0,,52757000.0,,11074000.0,,,,,237111000.0,25772000.0,,,0.0,233292000.0,,,,,,,,,125539000.0,21660000.0,438928000.0,,,,25609000.0,,169104000.0,,25609000.0,,,,25609000.0,1044000.0,26634000.0,,,,,,0.0,,,41048000.0,,17675000.0,,-1000.0,,,,,,,313389000.0,-8978000.0,,10030000.0,,,,,174195000.0,61580000.0,192244000.0,,-6509000.0,441000.0,703000.0,154278000.0,,,,,,,,174195000.0,174195000.0,,,13000.0,,150929000.0,,,,,78525000.0,12798000.0,,38407000.0,,,,,,4000.0,,-6690000.0,4003000.0,,,25046000.0,,,,39506000.0,,,,,0.96,4003000.0,0.0,,,,,,,,,,,,0.0,,28350000.0,23266000.0,,,,2517000.0,,,,,37966000.0,104967000.0,,-964000.0,-1887000.0,9498000.0,,2564000.0,,,,,,,,37966000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,141662000.0,10043000.0,,918499000.0,,-3776000.0,131412000.0,0.938443,244264000.0,4583000.0,,,1844000.0,2694000.0,10973000.0,53858000.0,2481000.0,10973000.0,143210000.0,47917000.0,10328000.0,142385000.0,214875000.0,24976000.0,,,0.0,232585000.0,,94672000.0,,143210000.0,-1580000.0,,142589000.0,17637000.0,142385000.0,29688000.0,423237000.0,159682000.0,,87737000.0,23967000.0,94672000.0,178973000.0,3.706943,23967000.0,25446000.0,208995000.0,,23967000.0,1151000.0,26164000.0,-61181000.0,,423237000.0,244264000.0,280852000.0,4583000.0,,94672000.0,40181000.0,6863000.0,17432000.0,9978000.0,-1000.0,4704000.0,,,6863000.0,131412000.0,214875000.0,280852000.0,-4639000.0,0.0,9822000.0,,,,,143210000.0,66119000.0,192404000.0,4704000.0,-7259000.0,404000.0,613000.0,157267000.0,,87982000.0,178973000.0,111466000.0,17637000.0,927000.0,143210000.0,143210000.0,143210000.0,38269000.0,758817000.0,13000.0,,174195000.0,,-49157000.0,141662000.0,26354000.0,87982000.0,11574000.0,,35541000.0,,159011000.0,3.59,-23071000.0,,4000.0,-943000.0,-7261000.0,-58896000.0,,,25446000.0,24976000.0,-71030000.0,5561000.0,38269000.0,1151000.0,111126000.0,,,0.915,2285000.0,0.0,5561000.0,-2572000.0,-23729000.0,-25124000.0,,,617155000.0,,159011000.0,,0.0,-61181000.0,,36949000.0,-30985000.0,-71030000.0,,,9021000.0,,,9822000.0,,35137000.0,121369000.0,,-579000.0,-3776000.0,10043000.0,,4129000.0,121369000.0,,,,12024000.0,,32084000.0,35137000.0,66119000.0,,0.0,13000.0,11081000.0,17432000.0,15000.0,,,,,,,,,,,,,,,,,,
1459382400,,,,,,,112750000.0,0.933468,243404000.0,,,,4609000.0,3520000.0,,56631000.0,,74063000.0,,,,,187663000.0,23912000.0,,,,240449000.0,,,,,,,,,186813000.0,4500000.0,431727000.0,,,,22299000.0,,188323000.0,,22299000.0,,,,22299000.0,1189000.0,25182000.0,,,,,,0.0,,,42920000.0,,17460000.0,,46000.0,,,,,,,244914000.0,-392000.0,,6874000.0,66000000.0,,,,150501000.0,67554000.0,197529000.0,,-8925000.0,-496000.0,-2081000.0,164025000.0,,,,,,,,150501000.0,150501000.0,,,12000.0,,143210000.0,-5000000.0,,,,94606000.0,10709000.0,,33008000.0,,,,,,202000.0,,-8971000.0,1140000.0,,,24461000.0,,,,37984000.0,,,,,0.885,-250000.0,49000.0,,,,,,,,,,,,-64610000.0,,13471000.0,7291000.0,,,,-15064000.0,,,,,33504000.0,104758000.0,,-1932000.0,-2345000.0,7992000.0,,4609000.0,,,,,,,,33504000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,127978000.0,1.075927,221861000.0,,,,4812000.0,3234000.0,,59764000.0,,7759000.0,,,,,213425000.0,23984000.0,,,,258514000.0,,,,,,,,,135737000.0,29814000.0,409662000.0,,,,25762000.0,,187801000.0,,25762000.0,,,,25762000.0,1515000.0,24916000.0,,,,,,0.0,,,45970000.0,,17159000.0,,393000.0,,,,,,,273925000.0,-4397000.0,,6244000.0,,,,,112398000.0,71332000.0,212544000.0,,-4298000.0,219000.0,2161000.0,175095000.0,,,,,,,,112398000.0,112398000.0,,,12000.0,,150501000.0,-67500000.0,,,,94729000.0,11906000.0,,37668000.0,,,,,,176000.0,,-4692000.0,-66000000.0,,,23445000.0,,,,36576000.0,,,,,1.035,0.0,,,,,,,,,,,,,0.0,,34506000.0,-38103000.0,,,,648000.0,,,,,37449000.0,117902000.0,,49000.0,-3908000.0,10076000.0,,4812000.0,,,,,,,,37449000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,,128434000.0,1.250168,248112000.0,,,,4542000.0,3176000.0,,60591000.0,,7465000.0,,,,,243523000.0,24352000.0,,,,254219000.0,,,,,,,,,135899000.0,21379000.0,443608000.0,,,,30098000.0,,195496000.0,,30098000.0,,,,30098000.0,1494000.0,25050000.0,,,,,,0.0,,,44979000.0,,17138000.0,,162000.0,,,,,,,307709000.0,-3133000.0,,5971000.0,,,,,134543000.0,74146000.0,209240000.0,,-12220000.0,268000.0,517000.0,173407000.0,,,,,,,,134543000.0,134543000.0,,,12000.0,,112398000.0,0.0,,,,103916000.0,6003000.0,,36101000.0,,,,,,46000.0,,-12384000.0,1200000.0,1200000.0,,22908000.0,,,,36130000.0,,,,,1.2,0.0,,,,,,,,,,,,,0.0,,33763000.0,22145000.0,,,,-3702000.0,,,,,35833000.0,116648000.0,,-366000.0,-4764000.0,10586000.0,,4542000.0,,,,,,,,35833000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,138622000.0,9040000.0,,1006083000.0,,-11647000.0,138491000.0,0.89369,277861000.0,5604000.0,,,2579000.0,3552000.0,6864000.0,57208000.0,-1341000.0,6864000.0,175774000.0,38511000.0,10549000.0,145355000.0,265405000.0,24485000.0,,,,252901000.0,,100041000.0,,175774000.0,804000.0,,138552000.0,21464000.0,145355000.0,48639000.0,470642000.0,180190000.0,,104332000.0,21882000.0,100041000.0,192781000.0,4.085808,21882000.0,22158000.0,234194000.0,,21882000.0,1365000.0,25037000.0,-64610000.0,,470642000.0,277861000.0,325287000.0,5604000.0,,100041000.0,46321000.0,2216000.0,16715000.0,13482000.0,203000.0,4257000.0,,,2216000.0,138491000.0,265405000.0,325287000.0,6888000.0,0.0,5499000.0,,,,,175774000.0,64810000.0,206580000.0,4257000.0,-6440000.0,-61000.0,-1938000.0,174744000.0,,101267000.0,192781000.0,137030000.0,21464000.0,-70000.0,175774000.0,175774000.0,175774000.0,34349000.0,825893000.0,24000.0,,134543000.0,-1200000.0,-64860000.0,138622000.0,25047000.0,101267000.0,9893000.0,,31775000.0,,177059000.0,3.99,-1034000.0,,20000.0,16542000.0,-6651000.0,-1200000.0,,,22158000.0,24485000.0,-75792000.0,5676000.0,34349000.0,1365000.0,143210000.0,,,0.87,0.0,,5676000.0,-3700000.0,-32698000.0,-31883000.0,,,687271000.0,,177059000.0,,0.0,0.0,,55290000.0,41231000.0,-75792000.0,,,28667000.0,,,5499000.0,,31836000.0,129451000.0,,-1451000.0,-11647000.0,9040000.0,,2579000.0,129451000.0,,,,-250000.0,,32564000.0,31836000.0,64810000.0,,-73700000.0,24000.0,16542000.0,16715000.0,444000.0,,,,,,,,,,,,,,,,,,
1490918400,,,,,,,110862000.0,0.871598,279161000.0,,,,4198000.0,3466000.0,,64001000.0,,7218000.0,,,,,286763000.0,24523000.0,,,,255323000.0,,,,,,,,,118080000.0,-1480000.0,472013000.0,,,,21358000.0,,192852000.0,,21358000.0,,,,21358000.0,1266000.0,24976000.0,,,,,,0.0,,,42654000.0,,16801000.0,,107000.0,,,,,,,353933000.0,-3265000.0,,5952000.0,,,,,176320000.0,69680000.0,212669000.0,,-3264000.0,482000.0,263000.0,179782000.0,,,,,,,,176320000.0,176320000.0,,,24000.0,,175774000.0,0.0,,,,102035000.0,12011000.0,,33369000.0,,,,,,10000.0,,-3381000.0,0.0,,,22422000.0,,,,34273000.0,,,,,0.86,,,,,,,,,,,,,,0.0,,1901000.0,546000.0,,,,-28491000.0,,,,,32887000.0,102023000.0,,1380000.0,-8557000.0,8839000.0,,4198000.0,,,,,,,,32887000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,135374000.0,0.948439,330162000.0,,,,3804000.0,4200000.0,,62389000.0,,6264000.0,,,,,310022000.0,24624000.0,,,,257063000.0,,,,,,,,,141638000.0,50124000.0,524780000.0,,,,23259000.0,,194618000.0,,23259000.0,,,,23259000.0,1299000.0,25018000.0,,,,,,0.0,,,43902000.0,,16966000.0,,152000.0,,,,,,,383142000.0,1662000.0,,4965000.0,,,,,229365000.0,68688000.0,213161000.0,,-3435000.0,460000.0,-1450000.0,180793000.0,,,,,,,,229365000.0,229365000.0,,,24000.0,,176320000.0,-3500000.0,,,,102534000.0,9569000.0,,32828000.0,,,,,,11000.0,,-3588000.0,0.0,,,22588000.0,,,,34449000.0,,,,,0.93,,,,,,,,,,,,,,0.0,,53712000.0,53045000.0,,,,25868000.0,,,,,32368000.0,127930000.0,,-3423000.0,-6411000.0,7444000.0,,3804000.0,,,,,,,,32368000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,,121427000.0,0.992608,286452000.0,,,,3709000.0,4131000.0,,67263000.0,,6412000.0,,,,,293921000.0,23946000.0,,,,261765000.0,,,,,,,,,127839000.0,10838000.0,490651000.0,,,,23769000.0,,204199000.0,,23769000.0,,,,23769000.0,1163000.0,24588000.0,,,,,,0.0,,,47135000.0,,17167000.0,,0.0,,,,,,,362812000.0,6159000.0,,5249000.0,,,,,191745000.0,63334000.0,214630000.0,,-2194000.0,690000.0,1737000.0,183273000.0,,,,,,,,191745000.0,191745000.0,,,24000.0,,229365000.0,0.0,,,,102146000.0,8278000.0,,32047000.0,,,,,,10000.0,,-2199000.0,-50125000.0,,,21581000.0,,,,34728000.0,,,,,0.97,-125000.0,,,,,,,,,,,,,-50000000.0,,13037000.0,-37620000.0,,,,-7828000.0,,,,,31357000.0,112137000.0,,-10758000.0,-4095000.0,9290000.0,,3709000.0,,,,,,,,31357000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,132504000.0,11787000.0,,1047265000.0,,-1426000.0,141183000.0,-0.243548,340159000.0,5327000.0,,,3771000.0,4313000.0,14876000.0,71441000.0,3043000.0,14876000.0,247131000.0,72105000.0,7598000.0,156059000.0,288070000.0,24024000.0,,,,273114000.0,,62535000.0,,247131000.0,296000.0,,134640000.0,16999000.0,156059000.0,51081000.0,519269000.0,179404000.0,,110563000.0,-5851000.0,62535000.0,179110000.0,2.603022,-5851000.0,20833000.0,265094000.0,,-5851000.0,1146000.0,24024000.0,-50000000.0,,519269000.0,340159000.0,363210000.0,5327000.0,,62535000.0,45713000.0,109000.0,17417000.0,16110000.0,37000.0,,,,109000.0,141183000.0,288070000.0,363210000.0,1498000.0,,13730000.0,,,,,247131000.0,62918000.0,227401000.0,,-4009000.0,504000.0,2493000.0,191509000.0,,102847000.0,179110000.0,123783000.0,16999000.0,2136000.0,247131000.0,247131000.0,247131000.0,35154000.0,867861000.0,24000.0,,191745000.0,0.0,-50316000.0,132504000.0,24708000.0,102847000.0,42247000.0,,36396000.0,,189049000.0,2.53,6054000.0,,15000.0,,-4052000.0,-191000.0,,,20833000.0,24024000.0,-86202000.0,12283000.0,35154000.0,1146000.0,175774000.0,,,-0.243548,-191000.0,,12283000.0,19306000.0,-13220000.0,-12902000.0,,,735357000.0,,189049000.0,,,0.0,,55133000.0,55386000.0,-86202000.0,,,18049000.0,,,13730000.0,,35892000.0,129396000.0,,32107000.0,-1426000.0,11787000.0,,3771000.0,129396000.0,,,,-316000.0,,71357000.0,35892000.0,62918000.0,,-3500000.0,24000.0,15482000.0,17417000.0,46000.0,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,126368000.0,1.201129,366126000.0,,,,,4531000.0,,70132000.0,,18599000.0,,,,,315672000.0,24099000.0,,,,291998000.0,,,,,,,,,144967000.0,16570000.0,545945000.0,,,,28946000.0,,179819000.0,,28946000.0,,,,28946000.0,1124000.0,24273000.0,,,,,,,,,49375000.0,,17797000.0,,301000.0,,,,,,,400978000.0,-4469000.0,,17475000.0,,,,,269709000.0,68128000.0,242623000.0,,-2612000.0,862000.0,649000.0,199494000.0,,,,,,,,266197000.0,266197000.0,,,24000.0,,250535000.0,,,,,101357000.0,15045000.0,,43991000.0,,,,,,10000.0,,-2948000.0,-3251000.0,,,21598000.0,,,,35969000.0,,,,,1.19,-308000.0,,,,,,,,,,,,,-2943000.0,,19518000.0,19174000.0,,,,-22648000.0,,,,,43129000.0,113687000.0,,3102000.0,5848000.0,12681000.0,,3805000.0,,,,,,,,43129000.0,,,,,,,,,,,,,,,,,,,,,,,,,
