date,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualBasicAverageShares,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualChangeInWorkingCapital,annualOperatingIncome,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPretaxIncome,annualBasicEPS,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualDilutedAverageShares,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualStockholdersEquity,quarterlyOtherIncomeExpense,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyInventory,quarterlyAccountsReceivable,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyChangeInInventory,annualDilutedEPS,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,annualRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,annualIncomeTaxPayable,quarterlyGrossPPE,trailingOperatingExpense,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyDilutedEPS,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualTotalRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualInterestExpense,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualGoodwill,annualPurchaseOfBusiness,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2013-10-31,198335000.0,827000.0,430743000.0,506101000.0,253046000.0,,16038000.0,22363000.0,-1337000.0,,91503000.0,2715000.0,81418000.0,0.0,28384000.0,,51512000.0,209029000.0,85563000.0,91503000.0,161543000.0,,,,,,,0.0,9000000.0,85563000.0,,81555000.0,130617000.0,400000.0,2377055000.0,200113000.0,5.68,130617000.0,44011000.0,-16339000.0,,493902000.0,10799000.0,924645000.0,95101000.0,102124000.0,5436000.0,253046000.0,45270000,45270000.0,5436000.0,22363000.0,8111000.0,29414000.0,430743000.0,62225000.0,-1837000.0,0.0,,671599000.0,-433000.0,506101000.0,85563000.0,-14801000.0,924645000.0,205855000.0,108980000.0,69496000.0,0.0,126913000.0,24196000.0,,161543000.0,53089000.0,,400000.0,29414000.0,108980000.0,,24196000.0,28384000.0,-8515000.0,624937000.0,35488000.0,5.68,-46049000.0,85563000.0,-1789000.0,23016000.0,488466000.0,,252864000.0,-135756000.0,305925000.0,493902000.0,85563000.0,671599000.0,85563000.0,268474000.0,62878000.0,-47693000.0,,,71145000.0,,9453000.0,30057000.0,,-546578000.0,10799000.0,-14801000.0,1035044000.0,1159000.0,,9000000.0,27802000.0,-2783000.0,,-546578000.0,,-81000.0,96896000.0,11055000.0,1035044000.0,,96356000.0,-54360000.0,-16000.0,,-58870000.0,,,-54529000.0,202000.0,,73740000,0.0,727061000,,,11055000.0,,81418000.0,53089000.0,-11373000.0,33773000.0,-1440000.0,,205855000.0,25875000.0,488466000.0,-2638000.0,-140743000.0,0.0,,,88342000,57761000.0,,23016000.0,22685000.0,2682980000.0,,,,6136000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,,396654000.0,530360000.0,,,14737000.0,,,,,1530000.0,,,22042000.0,,,,,92083000.0,115633000.0,,,,,,,,9500000.0,,22423000.0,-26011000.0,,,,,,,28068000.0,,,507887000.0,,904541000.0,,68798000.0,5164000.0,207716000.0,28871000,28871000.0,,,,,,,,0.0,1.25,,-1179000.0,,58822000.0,-28781000.0,,209169000.0,94114000.0,,0.0,,,,,53365000.0,,,29218000.0,,,31960000.0,22404000.0,,516085000.0,-3314000.0,,-24975000.0,,,23063000.0,,,,,,,58822000.0,696825000.0,58822000.0,,85563000.0,-196000.0,,22423000.0,44316000.0,,14866000.0,,,-559130000.0,10799000.0,-28809000.0,,911000.0,,,,1016000.0,,,,-1811000.0,,,1061853000.0,,2798000.0,,,,-758000.0,,,,233000.0,,46394000,0.0,584883000,,,11621000.0,,61056000.0,,,-43291000.0,951000.0,,,15445000.0,502723000.0,,,,,1.25,59964000,,1530000.0,,-26741000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,,,443685000.0,576733000.0,,,15117000.0,,,,,5587000.0,,,29915000.0,,,,,69653000.0,155492000.0,,,,,,,,10200000.0,,23071493.0,40666000.0,,,,,,,50988000.0,,,529640000.0,,973325000.0,,108406000.0,4950000.0,225145000.0,50988000,50988000.0,,,,,,,,0.0,2.21,,32000.0,,84412000.0,-36869000.0,,219017000.0,108585000.0,,0.0,,,,,49453000.0,,,10000000.0,,,36634000.0,29915000.0,,552311000.0,-9848000.0,,24387000.0,,,23071000.0,,,,,,,84412000.0,748180000.0,84412000.0,,58822000.0,-10198000.0,,23071493.0,77792000.0,,-14471000.0,,,-559627000.0,19819000.0,-37210000.0,,741000.0,,,,0.0,,,,-835000.0,,,1084317000.0,,77876000.0,,,,-15417000.0,,,,229000.0,,78491000,0.0,660717000,,,13595000.0,,135673000.0,,,10896000.0,-4712000.0,,,26804000.0,524690000.0,,,,,2.21,78533000,,5587000.0,,25590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,508252000.0,648199000.0,,,16781000.0,,,,,2820000.0,,,42606000.0,,,,,66993000.0,178908000.0,,,,,,,,10900000.0,,22448000.0,69265000.0,,,,,,,74024000.0,,,560203000.0,,1068455000.0,,161392000.0,4727000.0,245901000.0,76080000,76080000.0,,,,,,,,0.0,3.3,,-1194000.0,,139331000.0,-47353000.0,,217848000.0,115231000.0,,0.0,,,,,46093000.0,,,10000000.0,,,68537000.0,44492000.0,-4614000.0,607003000.0,1169000.0,,-2232000.0,,,23071000.0,,,,,,,139331000.0,822554000.0,139331000.0,,84412000.0,-9819000.0,,22448000.0,115282000.0,,-6646000.0,,,-576193000.0,10000000.0,-47352000.0,,439000.0,,,,0.0,,,,-130000.0,,,1131669000.0,,116617000.0,,,,-14345000.0,,,,218000.0,,116900000,0.0,768395000,,,16776000.0,,83212000.0,,,23310000.0,-2374000.0,,,39202000.0,555476000.0,,,,,3.3,132502000,,2820000.0,,54919000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,134841000.0,901000.0,510706000.0,724696000.0,213304000.0,,17674000.0,22441000.0,-32718000.0,,65669000.0,2459000.0,48700000.0,0.0,35266000.0,,-9419000.0,387858000.0,165610000.0,65669000.0,147635000.0,,,,,,,0.0,10000000.0,165610000.0,,50921000.0,249048000.0,300000.0,2253898000.0,379466000.0,10.8,249048000.0,90595000.0,-30453000.0,,600546000.0,10000000.0,1111252000.0,127403000.0,182351000.0,4421000.0,213304000.0,93109000,93109000.0,4421000.0,22441000.0,12396000.0,10000000.0,510706000.0,64309000.0,-6559000.0,0.0,,897948000.0,-1483000.0,724696000.0,165610000.0,-58109000.0,1111252000.0,190823000.0,118296000.0,130418000.0,0.0,242267000.0,21588000.0,,147635000.0,45669000.0,,300000.0,10000000.0,118296000.0,,21588000.0,37473000.0,-21226000.0,578499000.0,27025000.0,10.8,-29898000.0,165610000.0,-5019000.0,23130000.0,596125000.0,,306467000.0,-20213000.0,520947000.0,600546000.0,165610000.0,897948000.0,165610000.0,446352000.0,139331000.0,0.0,,,142076000.0,,-3065000.0,15032000.0,,-588969000.0,10000000.0,-58255000.0,1185094000.0,486000.0,,10000000.0,85563000.0,0.0,,-588969000.0,,-3783000.0,133089000.0,21489000.0,1185094000.0,,109176000.0,-171112000.0,-9867000.0,,-24788000.0,,,-171626000.0,221000.0,,144878000,0.0,760850000,,,21489000.0,,48700000.0,45669000.0,-9316000.0,-334000.0,-3732000.0,,190823000.0,48967000.0,596125000.0,1016000.0,-55308000.0,0.0,,,160236000,80047000.0,2459000.0,23130000.0,26279000.0,2774845000.0,,,12396000.0,2577000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-31,,,543643000.0,786104000.0,,,16256000.0,,,,,5910000.0,,,38105000.0,,,,,75352000.0,145678000.0,,,,,,,,9600000.0,,23171777.0,7304000.0,,,,,,,66503000.0,,,640479000.0,,1184122000.0,,141162000.0,3924000.0,221030000.0,66503000,66503000.0,,,,,,,,0.0,2.87,,34000.0,,173104000.0,-56472000.0,,213172000.0,117014000.0,,0.0,,,,,55752000.0,,,10000000.0,,,37706000.0,38105000.0,,526201000.0,-22349000.0,,20708000.0,,,23156000.0,,,,,,,173104000.0,963092000.0,173104000.0,,165610000.0,0.0,,23171777.0,102690000.0,,1282000.0,,,-604343000.0,10000000.0,-56489000.0,,427000.0,,,,2630000.0,,,,-2902000.0,,,1240898000.0,,63793000.0,,,,173000.0,,,,445000.0,,103057000,0.0,667363000,,,23469000.0,,74503000.0,,,-33852000.0,8976000.0,,,36187000.0,636555000.0,,,,,2.87,103117000,,5910000.0,,7494000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,526834000.0,838468000.0,,,18751000.0,,,,,3999000.0,,,27870000.0,,,,,61927000.0,151995000.0,,,,,,,,8800000.0,,22318000.0,56496000.0,,,,,,,69858000.0,,,660039000.0,,1186873000.0,,139025000.0,5531000.0,213922000.0,71246000,71246000.0,,,,,,,,0.0,3.13,,-1172000.0,,153625000.0,-36490000.0,,212306000.0,118927000.0,,0.0,,,,,53127000.0,,,0.0,,,45939000.0,28302000.0,,577567000.0,867000.0,,15292000.0,,,22412000.0,,,,,,,153625000.0,972951000.0,153625000.0,,173104000.0,-10000000.0,,22318000.0,108878000.0,,-1913000.0,,,-621632000.0,10000000.0,-36574000.0,,686000.0,,,,0.0,,,,-61250000.0,,,1276140000.0,,93070000.0,,,,-76059000.0,,,,285000.0,,110723000,0.0,716592000,,,6426000.0,,89630000.0,,,2769000.0,-3695000.0,,,37632000.0,654508000.0,,,,,3.13,128315000,,3999000.0,,-19479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,545522000.0,884418000.0,,,19478000.0,,,,,3095000.0,,,45864000.0,,,,,61463000.0,151265000.0,,,,,,,,8800000.0,,22047000.0,33708000.0,,,,,,,50052000.0,,,688764000.0,,1234286000.0,,127172000.0,6394000.0,212728000.0,50881000,50881000.0,,,,,,,,9226000.0,2.27,,-1162000.0,,180840000.0,-47090000.0,,203152000.0,111450000.0,,0.0,,,,,52663000.0,,,0.0,,,76467000.0,46162000.0,-4931000.0,612761000.0,9153000.0,,-24833000.0,,,22413000.0,,,,,,,180840000.0,1021558000.0,180840000.0,,153625000.0,0.0,,22047000.0,79292000.0,,7357000.0,,,-628858000.0,10000000.0,-47376000.0,,556000.0,,,,-1960000.0,,,,0.0,,,1311228000.0,,81084000.0,,,,-6779000.0,,,,237000.0,,81010000,0.0,739933000,,,0.0,,64798000.0,,,7031000.0,479000.0,,,28411000.0,682370000.0,,,,,2.27,99326000,,3095000.0,,27215000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,139517000.0,1209000.0,562790000.0,895653000.0,221600000.0,,20176000.0,22689181.0,11615000.0,,60353000.0,3064000.0,62816000.0,0.0,40167000.0,,-14005000.0,335998000.0,196659000.0,60353000.0,161247000.0,,,,,,,0.0,7500000.0,196659000.0,22435246.0,42009000.0,216001000.0,1600000.0,2312368000.0,334091000.0,9.52,216001000.0,27371000.0,-31092000.0,,688671000.0,10000000.0,1251461000.0,155114000.0,83753000.0,6337000.0,221600000.0,27371000,27371000.0,6337000.0,22689181.0,16068000.0,0.0,562790000.0,74661000.0,-55193000.0,0.0,1.22,1029861000.0,45000.0,895653000.0,196659000.0,-17389000.0,1251461000.0,198753000.0,112924000.0,118090000.0,0.0,216001000.0,88431000.0,,161247000.0,52853000.0,,1600000.0,0.0,112924000.0,,88431000.0,40167000.0,-21067000.0,595839000.0,4399000.0,9.52,448000.0,196659000.0,123000.0,22521000.0,682334000.0,,297806000.0,-10000000.0,491112000.0,688671000.0,196659000.0,1029861000.0,196659000.0,336227000.0,180840000.0,0.0,,22435246.0,43231000.0,,-1655000.0,-7930000.0,,-636196000.0,10000000.0,-17850000.0,1318530000.0,467000.0,,7500000.0,165610000.0,0.0,,-636196000.0,,0.0,155114000.0,0.0,1318530000.0,,59859000.0,-157441000.0,4781000.0,,-26651000.0,,,-158289000.0,242000.0,,43586000,0.0,679592000,,,0.0,,62816000.0,52853000.0,5071000.0,10047000.0,-979000.0,,198753000.0,15860000.0,682334000.0,670000.0,-109316000.0,0.0,,1.22,43698000,31049000.0,3064000.0,22521000.0,15819000.0,2803480000.0,,,16068000.0,2136000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,,,566188000.0,901368000.0,,,19871000.0,,,,,2722000.0,,,29244000.0,,,,,89868000.0,131380000.0,,,,,,,,8100000.0,,22206000.0,-43265000.0,,,,,,,10509000.0,,,694230000.0,,1260418000.0,,50105000.0,6224000.0,221248000.0,10681000,10681000.0,,,,,,,,42260000.0,0.47,,3000.0,,155105000.0,-22950000.0,,209772000.0,119895000.0,,0.0,,,,,81768000.0,,,,,,45311000.0,30294000.0,,555061000.0,-11019000.0,,6292000.0,,,22572000.0,,,,,,,155105000.0,1039170000.0,155105000.0,,196659000.0,,,22206000.0,19383000.0,,-6971000.0,,,-653938000.0,10000000.0,-22953000.0,,431000.0,,,,3910000.0,,,,-2686000.0,,,1341944000.0,,-20312000.0,,,,1708000.0,,,,484000.0,,19811000,0.0,605166000,,,,,76069000.0,,,-83321000.0,29735000.0,,,8702000.0,688006000.0,,,,,0.47,39685000,,2722000.0,,-41554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,,,597995000.0,944003000.0,,,20976000.0,,,,,6406000.0,,,38577000.0,,,,,87892000.0,146964000.0,,,,,,,,8300000.0,,22560190.0,83663000.0,,,,,,,46867000.0,,,726305000.0,,1324300000.0,,113813000.0,6003000.0,234856000.0,47602000,47602000.0,,,,,,,,0.0,2.11,,7000.0,,223122000.0,-43975000.0,,210922000.0,124113000.0,,0.0,,,,,79592000.0,,,,,,51308000.0,40039000.0,,578276000.0,-1150000.0,,-4885000.0,,,22577000.0,,,,,,,223122000.0,1089444000.0,223122000.0,,155105000.0,,,22560190.0,73361000.0,,-4218000.0,,,-664835000.0,0.0,-44373000.0,,420000.0,,,,0.0,,,,-1365000.0,,,1385137000.0,,128036000.0,,,,-16044000.0,,,,287000.0,,73774000,0.0,692089000,,,15076000.0,,80580000.0,,,54004000.0,-952000.0,,,25759000.0,720302000.0,,,,,2.11,94757000,,6406000.0,,68017000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31,,,630478000.0,993752000.0,,,21487000.0,,,,,3344000.0,,,42059000.0,,,,,87734000.0,154801000.0,,,,,,,,8400000.0,,22232000.0,24628000.0,,,,,,,53878000.0,,,754340000.0,,1384818000.0,,129428000.0,5421000.0,242535000.0,54716000,54716000.0,,,,,,,,0.0,2.42,,9000.0,,242980000.0,-58691000.0,,227677000.0,118627000.0,,0.0,,,,,79334000.0,,,,,,61531000.0,44565000.0,-4967000.0,598563000.0,-16755000.0,,9286000.0,,,22579000.0,,,,,,,242980000.0,1142283000.0,242980000.0,,223122000.0,0.0,,22232000.0,84521000.0,,5486000.0,,,-681532000.0,0.0,-58741000.0,,428000.0,,,,0.0,,,,0.0,,,1430451000.0,,83369000.0,,,,-4820000.0,,,,249000.0,,84863000,0.0,727991000,,,12234000.0,,81036000.0,,,4899000.0,-1077000.0,,,29805000.0,748919000.0,,,,,2.42,106436000,,3344000.0,,19858000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,91967000.0,1279000.0,613324000.0,1041714000.0,232438000.0,,22249000.0,22575986.0,5109000.0,,84249000.0,3341000.0,72774000.0,0.0,35196000.0,,-24881000.0,300480000.0,234111000.0,84249000.0,148189000.0,,,,,,,0.0,8501000.0,234111000.0,22607738.0,26941000.0,188961000.0,,2362056000.0,292677000.0,8.37,188961000.0,74797000.0,-42900000.0,,809376000.0,0.0,1422700000.0,145076000.0,160655000.0,5385000.0,232438000.0,75962000,75962000.0,5385000.0,22575986.0,15813000.0,,613324000.0,84583000.0,0.0,0.0,3.36,1190262000.0,-6358000.0,1041714000.0,234111000.0,-74788000.0,1422700000.0,220306000.0,124348000.0,103716000.0,0.0,186031000.0,31587000.0,,148189000.0,75748000.0,,,,124348000.0,,31587000.0,38623000.0,-32967000.0,630156000.0,7371000.0,8.37,-5584000.0,234111000.0,-6339000.0,22693000.0,803991000.0,,292849000.0,-10000000.0,454001000.0,809376000.0,234111000.0,1190262000.0,234111000.0,378968000.0,242980000.0,0.0,,22607738.0,115412000.0,,-5871000.0,-21553000.0,,-701605000.0,0.0,-74815000.0,1505596000.0,429000.0,,8501000.0,196659000.0,0.0,,-701605000.0,,0.0,153521000.0,17497000.0,1505596000.0,,101756000.0,-200404000.0,28223000.0,,-35837000.0,,,-200882000.0,259000.0,,122032000,0.0,790811000,,,17497000.0,,72774000.0,75748000.0,-11574000.0,-463000.0,517000.0,,220306000.0,39450000.0,803991000.0,3910000.0,-54993000.0,0.0,,3.36,138090000,37452000.0,3341000.0,22693000.0,-8869000.0,2816057000.0,,,15813000.0,1708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,,,619779000.0,1059429000.0,,,22641000.0,,,,,5685000.0,,,42048000.0,,,,,96338000.0,141565000.0,,,,,,,,8663000.0,,22379000.0,-8996000.0,,,,,,,22805000.0,,,831759000.0,,1451538000.0,,81955000.0,4989000.0,237903000.0,23173000,23173000.0,,,,,,,,0.0,1.02,,2000.0,,225821000.0,-45963000.0,,236353000.0,115633000.0,,0.0,,,,,87675000.0,,,,,,50248000.0,46070000.0,,606391000.0,-16047000.0,,13871000.0,,,22740000.0,,,,,,,225821000.0,1213635000.0,225821000.0,,234111000.0,,,22379000.0,35650000.0,,8715000.0,,,-721664000.0,,-46265000.0,,432000.0,,,,2183000.0,,,,-1966000.0,,,1548434000.0,,37269000.0,,,,404000.0,,,,187000.0,,35885000,0.0,688346000,,,0.0,,85859000.0,,,-26157000.0,11927000.0,,,12477000.0,826770000.0,,,,,1.02,58723000,,5685000.0,,-8290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,,,661657000.0,1120914000.0,,,24279000.0,,,,,3694000.0,,,43641000.0,,,,,106529000.0,133145000.0,,,,,,,,9080000.0,,22396000.0,29131000.0,,,,,,,65928000.0,,,857304000.0,,1518961000.0,,146755000.0,7238000.0,239674000.0,66943000,66943000.0,,,,,,,,0.0,2.94,,3000.0,,246281000.0,-50353000.0,,234796000.0,138532000.0,,0.0,,,,,97449000.0,,,,,,50264000.0,43641000.0,,655283000.0,1557000.0,,-7157000.0,,,22743000.0,,,,,,,246281000.0,1279287000.0,246281000.0,,225821000.0,,,22396000.0,102990000.0,,-22899000.0,,,-743844000.0,,-50370000.0,,428000.0,,,,-2416000.0,,,,-1102000.0,,,1593910000.0,,79501000.0,,,,-8688000.0,,,,288000.0,,103114000,0.0,802038000,,,1855000.0,,75568000.0,,,-25189000.0,9774000.0,,,36047000.0,850066000.0,,,,,2.94,127697000,,3694000.0,,20460000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,,,846674000.0,1232213000.0,,,26135000.0,,,,,4033000.0,,,62036000.0,,,,,104813000.0,216370000.0,,,,,,,,9480000.0,,22399000.0,159379000.0,,,,,,,114079000.0,,,868018000.0,,1714692000.0,,239316000.0,7416000.0,321183000.0,115834000,115834000.0,,,,,,,,0.0,5.09,,3000.0,,398270000.0,-33892000.0,,256135000.0,151004000.0,,0.0,,,,,95333000.0,,,,,,83278000.0,62036000.0,-5458000.0,692585000.0,-21339000.0,,941000.0,,,22744000.0,,,,,,,398270000.0,1393509000.0,398270000.0,,246281000.0,0.0,,22399000.0,177095000.0,,-12552000.0,,,-765069000.0,,-33982000.0,,515000.0,,,,-2183000.0,,,,-96000.0,,,1625671000.0,,193361000.0,,,,-7480000.0,,,,257000.0,,177280000,0.0,931901000,,,48606000.0,,79027000.0,,,46964000.0,-2116000.0,,,61261000.0,860602000.0,,,,,5.09,203745000,,4033000.0,,151989000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,242185000.0,983000.0,849538000.0,1275060000.0,300381000.0,,27282000.0,22743496.0,12013000.0,,101660000.0,3964000.0,90904000.0,0.0,61117000.0,,-5265000.0,428275000.0,419285000.0,101660000.0,198721000.0,,,,,,,0.0,9762000.0,419285000.0,22772188.0,62671000.0,279745000.0,,2700684000.0,424530000.0,12.3,279745000.0,71772000.0,-46399000.0,,883705000.0,,1733243000.0,208842000.0,173516000.0,6897000.0,300381000.0,72871000,72871000.0,6897000.0,22743496.0,17376000.0,,849538000.0,100337000.0,0.0,0.0,3.2,1432862000.0,-3034000.0,1275060000.0,419285000.0,-35707000.0,1733243000.0,252765000.0,138868000.0,144785000.0,0.0,275460000.0,36088000.0,,198721000.0,91898000.0,,,,138868000.0,,36088000.0,61520000.0,-35483000.0,746425000.0,3370000.0,12.3,4358000.0,419285000.0,-3026000.0,22803000.0,876808000.0,,408953000.0,0.0,641542000.0,883705000.0,419285000.0,1432862000.0,419285000.0,526753000.0,398270000.0,0.0,,22772188.0,108795000.0,,11606000.0,-32459000.0,,-780276000.0,,-36151000.0,1657084000.0,511000.0,,9762000.0,234111000.0,0.0,,-780276000.0,,-6868000.0,213267000.0,6649000.0,1657084000.0,,98822000.0,-165915000.0,16150000.0,,-42100000.0,,,-166768000.0,251000.0,,111996000,0.0,919941000,,,6649000.0,,90904000.0,91898000.0,-15130000.0,-883000.0,-3435000.0,,252765000.0,35924000.0,876808000.0,-2416000.0,-57864000.0,0.0,,3.2,136588000,185174000.0,3964000.0,22803000.0,21015000.0,3342226000.0,,,17376000.0,1886000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,,,819519000.0,1318961000.0,,,26630000.0,,,,,6230000.0,,,51729000.0,,,,,68343000.0,175550000.0,,,,,,,,10481000.0,,22501000.0,-26766000.0,,,,,,,50474000.0,,,902705000.0,,1722224000.0,,69847000.0,6995000.0,243893000.0,51206000,51206000.0,,,,,,,,0.0,2.24,,2000.0,,388896000.0,-51168000.0,,253081000.0,134045000.0,,0.0,,,,,57862000.0,,,,,,56606000.0,52575000.0,,702101000.0,-316000.0,,19984000.0,,,22829000.0,,,,,,,388896000.0,1478331000.0,388896000.0,,419285000.0,,,22501000.0,17170000.0,,4823000.0,,,-804382000.0,,-51734000.0,,523000.0,,,,0.0,,,,-4848000.0,,,1700092000.0,,24968000.0,,,,-4189000.0,,,,659000.0,,17272000,0.0,771948000,,,6649000.0,,104990000.0,,,-25062000.0,-34036000.0,,,-34036000.0,895710000.0,,,,,2.24,44323000,,6230000.0,,-30389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
