date,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyAccountsPayable,annualDilutedAverageShares,annualCapitalExpenditure,trailingDeferredIncomeTax,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualCashAndCashEquivalents,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingNetOtherFinancingCharges,trailingBeginningCashPosition,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualDilutedEPS,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyChangeInInventory,quarterlyOtherNonCashItems,annualInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingChangesInAccountReceivables,annualNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualDeferredIncomeTax,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualBasicAverageShares,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingOtherNonCashItems,annualCashDividendsPaid,trailingDepreciationAndAmortization,annualCurrentDebt,annualInvestingCashFlow,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,quarterlyCapitalExpenditure,trailingPurchaseOfBusiness,annualStockholdersEquity,annualLongTermDebt,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingPretaxIncome,quarterlyBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,quarterlyBasicAverageShares,annualChangeInInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualStockBasedCompensation,quarterlyInventory,annualGoodwill,trailingNetIncome,quarterlyTaxProvision,annualInventory,annualCurrentLiabilities,trailingChangeInInventory,annualRetainedEarnings,quarterlyCommonStockIssuance,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualChangeInWorkingCapital,annualCapitalStock,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualBasicEPS,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,annualOperatingIncome,trailingRepaymentOfDebt,trailingGrossProfit,annualAccountsPayable,annualOperatingCashFlow,trailingChangeInWorkingCapital,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualNetPPE,annualEbitda,quarterlyCapitalStock,annualOtherIncomeExpense,annualRepaymentOfDebt,trailingTotalRevenue,annualEndCashPosition,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCurrentDebt,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualInvestmentsAndAdvances,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingEndCashPosition,annualPretaxIncome,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1970-01-01 00:00:01.135987200,361864000.0,,398443000.0,26900000.0,,,,,,1092879000.0,-899303000.0,-2059093000.0,,1900170000.0,1972193000.0,-1987545000.0,,,2417366000.0,-2527606000.0,499649000.0,,1081878000.0,,,-858607000.0,1705762000.0,,,,3285157000.0,,,,,0.457186,,,,-4342000.0,,,232460000.0,2772970000.0,,2225257000.0,499649000.0,,,0.0,,2027000.0,,,,-318536000.0,,1023004000.0,,4903030000.0,1763987000.0,,0.0,,,,-746776000.0,-2524516000.0,1091604000.0,16624185000.0,,,,,5836200000.0,4210899000.0,147294000.0,,-1542565000.0,,499649000.0,,,,-43314000.0,,1086220000.0,6210794000.0,-101009000.0,3374059000.0,1009813000.0,-1381528000.0,,,-19995629000.0,,,,-497376000.0,,-26026965000.0,3109497000.0,2546980000.0,,-601735000.0,,288321000.0,-4070171000.0,,,7320396000.0,,,,,,,,-2524516000.0,,463068000.0,1437929000.0,-668292000.0,,,,695218000.0,7823745000.0,,-257349000.0,1479990000.0,,-2541379000.0,,,,,0.45772,,,,624561000.0,-12939468000.0,5568956000.0,231869000.0,580767000.0,-317554000.0,2786991000.0,,,,4085334000.0,1167724000.0,,,-1084077000.0,22193141000.0,1081878000.0,15151000.0,53693000.0,,1081878000.0,14308922000.0,,,,23277000.0,,2008884000.0,,0.0,,3668786000.0,,-4345230000.0,,,,,,,,3842800000.0,646943000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,406757000.0,,498376000.0,29846000.0,,,,-2797614000.0,,436666600.0,-2223729000.0,,,,,,,,2980799000.0,,443690000.0,,1500112000.0,,,,,,,,,,,,,1.016084,,,,418234000.0,,,271175000.0,5150541000.0,,,443690000.0,,,0.0,,574398000.0,,,,-1343545000.0,,1148421000.0,,7179782000.0,1950569000.0,,0.0,,,,,,436666600.0,,,,,,,6147095000.0,153944000.0,,,,443690000.0,,,,196370000.0,,1081878000.0,,-182365000.0,,585288000.0,-2542798000.0,,,,,,,-362143000.0,,,4013486000.0,4857795000.0,,,,389456000.0,,,,10160581000.0,,,,,,,,,,576073000.0,996554000.0,,,,,729940000.0,,,-212304000.0,2054388000.0,,,,,,,1.016084,,,,650045000.0,,,253435000.0,880184000.0,,3098990000.0,,,,5943201000.0,1258265000.0,,,-1308090000.0,,1500112000.0,43074000.0,54565000.0,,1500112000.0,,,,,32412000.0,8740815000.0,,,0.0,,,,,,,,,,,,,597634000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,402865000.0,,491278000.0,30024000.0,,,,-3030002000.0,,436669728.0,-1292830000.0,,,,,,,,3113402000.0,,539353000.0,,1325517000.0,,,,,,,,,,,,,1.235151,,,,-174595000.0,,,335730000.0,5721269000.0,,,539353000.0,,,0.0,,39000.0,,,,-252578000.0,,1185539000.0,,8343535000.0,2224129000.0,,0.0,,,,,,436669728.0,,,,,,,7065281000.0,276913000.0,,,,539353000.0,,,,-21517000.0,,1500112000.0,,-147133000.0,,737615000.0,-1248801000.0,,,,,,,-43596000.0,,,4391656000.0,4900447000.0,,,,452037000.0,,,,11456937000.0,,,,,,,,,,695461000.0,1344012000.0,,,,,731982000.0,,,-266472000.0,2054427000.0,,,,,,,1.235151,,,,694261000.0,,,400887000.0,1040252000.0,,3409668000.0,,,,6811219000.0,1604033000.0,,,-781959000.0,,1325517000.0,87625000.0,59181000.0,,1325517000.0,,,,,596553000.0,9841221000.0,,,0.0,,,,,,,,,,,,,816266000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,406960000.0,,477931000.0,92366000.0,,,,-3394718000.0,,383145000.0,-1065854000.0,,-297578000.0,,,,,,4406710000.0,,-451308000.0,,2176312000.0,,,,,,,,,,,,,-1.17792,,,,836392000.0,,,417785000.0,6865227000.0,,,-451308000.0,,,-86206000.0,,,,,,-260396000.0,,1416360000.0,,8551769000.0,2647236000.0,,0.0,,,,,,383145000.0,,,,,,,9221820000.0,-184475000.0,,,,-451308000.0,,,,484765000.0,,1339920000.0,,-64619000.0,,1736805000.0,-416808000.0,,,,,,,0.0,,,3736659000.0,5898239000.0,,,,530807000.0,,,,12958479000.0,,-228283000.0,,,,,,,,881568000.0,2356593000.0,,1471797000.0,,,790042000.0,,,-520263000.0,2054430000.0,,,,,,,-1.17792,,,,938429000.0,,,558881000.0,805458000.0,,4063596000.0,,,,6876776000.0,312809000.0,,,-2177194000.0,,2176312000.0,598244000.0,0.0,,2176312000.0,,,,,0.0,10271494000.0,,,0.0,,,,,,,,,,,,,-635783000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,,,,276439000.0,,,,,,,,,,,,,137389000.0,,,,,,-127069000.0,,,,942880000.0,,,,3664000.0,0.464,-68045000.0,2139192000.0,,,0.0,254906000.0,,-32787000.0,210769000.0,,,,,,,,,,,,,,,219993000.0,,175474000.0,,,,,,,83436000.0,,,,,,,-310464000.0,,,,,,,,,,,,,,,,,,,,89780000.0,,,,,,,-74012000.0,,,,165460000.0,,89780000.0,,,0.464,,,193491379.0,,,,,,,,85694000.0,,,,,,,,,,,,,,,,666441000.0,,,,,193491379.0,,,,,,,,,,2176312000.0,,,,,,,,,,,,,,,-5000.0,,,,91448000.0,,,,,,0.0,,,,89780000.0,117517000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,,207732000.0,,,,,,,,,,,,,675264000.0,,,,,,351915000.0,,,,1099205000.0,,,,1098000.0,1.144,-80510000.0,2428855000.0,,,2442000.0,675264000.0,,226052000.0,339150000.0,,,,,,,,,,,,,,,-467532000.0,,638525000.0,,,,,,,95249000.0,,,,,,,-786203000.0,,,,,,,,,,,,,,,,,,,,439240000.0,,,,,,,-82790000.0,,,,313716000.0,,439240000.0,,,1.144,,,383145000.0,,,,,,,,199285000.0,,,,,,,,,,,,,,,,891473000.0,,,,,383145000.0,,,,,,,,,,2139192000.0,,,,,,,,,,,,,,,-4352000.0,,,,230926000.0,,,,,,0.0,,,,439240000.0,116716000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,,173423000.0,,,,,,,,,,,,,-39313000.0,,,,,,398525000.0,,,,890712000.0,,,,2874000.0,0.536,-355029000.0,2446551000.0,,,3344000.0,107739000.0,,13168000.0,-3210000.0,,,,,,,,,0.0,,,,,,212736000.0,,267036000.0,,,,,,,94030000.0,,,,,,,-464136000.0,,,,,,,,,,,,,,,,,,,,204299000.0,,,,,,,-362965000.0,,,,523048000.0,,204299000.0,,,0.536,,,381154851.0,,,,,,,,62737000.0,,,,,,,,,35774000.0,,,,,,,717289000.0,,,,,381154851.0,,,,,,,,,,2428855000.0,,,,,,,,,,,,,,,-88000.0,,,,160083000.0,,,,,,5900000.0,,,,204299000.0,147052000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,363729000.0,,988233000.0,55461000.0,264518000.0,,,-3708631000.0,316129000.0,382439346.0,-658658000.0,,0.0,,,,8375189000.0,-102977000.0,4148255000.0,,877932000.0,,2533285000.0,-61804000.0,625939000.0,,,1019949000.0,10669967000.0,,,-7636000.0,,-92743000.0,2533285000.0,2.050346,,3483000.0,760000.0,356973000.0,69478000.0,-118000000.0,,6235138000.0,,,877932000.0,,,-25796000.0,-35347000.0,,,12961000.0,,526416000.0,367495000.0,909668000.0,163508000.0,8610714000.0,3043078000.0,,6162000.0,4383780000.0,,91014000.0,,,382439346.0,,6235138000.0,,-838528000.0,2140051000.0,,8375189000.0,354167000.0,4148255000.0,,6162000.0,877932000.0,-3708631000.0,,,428709000.0,12851000.0,2176312000.0,,-35347000.0,,1462761000.0,-596327000.0,152827000.0,,,55461000.0,74345000.0,,-5052000.0,-138891000.0,,4383780000.0,5262105000.0,182850000.0,,152827000.0,485022000.0,,,,12758969000.0,,275911000.0,,6961336000.0,9269000.0,605657000.0,,,10681000.0,605657000.0,2140051000.0,,,,5262105000.0,621195000.0,,30705000.0,561567000.0,2054430000.0,12961000.0,,621195000.0,0.0,755431000.0,,2.050346,,,,-78565000.0,,,316129000.0,1185074000.0,,3952746000.0,2533285000.0,,2446551000.0,6961336000.0,406457000.0,2054430000.0,,-2399331000.0,,2533285000.0,0.0,74345000.0,,2533285000.0,,12758969000.0,8610714000.0,-607000.0,625939000.0,10669967000.0,,43959000.0,12851000.0,2533285000.0,,1462761000.0,,-27490000.0,,,,152827000.0,103737000.0,,,1232099000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,,,,236438000.0,-166727000.0,,,370938000.0,,,,,,,,8303242000.0,370479000.0,,,,,,-67576000.0,629428000.0,,,970604000.0,,,,0.0,0.307696,-54232000.0,2398895000.0,,,-649000.0,504166000.0,,-44441000.0,163514000.0,,,,,,,,,-166727000.0,,,,130174000.0,,-134041000.0,,199414000.0,,,,,4513954000.0,,119157000.0,,,,,6619888000.0,,-928501000.0,1683354000.0,,,,4371644000.0,,95533000.0,,,,,,61826000.0,,,,,,,122989000.0,,,572879000.0,73094000.0,,,-111187000.0,,,,169965000.0,,122989000.0,,,0.331048,,,383145000.0,,,6948088000.0,,650098000.0,,,76425000.0,,,,,,5442321000.0,,,-138582000.0,,,2104138000.0,,1002484000.0,,734166000.0,,,501462000.0,,383381250.0,,,,,,,,294757000.0,,2533285000.0,,,2054430000.0,,,,,,,,,,12817196000.0,8445552000.0,0.0,,,,58778000.0,,2398895000.0,,1044303000.0,,-11013000.0,,,,122989000.0,133687000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,395757000.0,124167000.0,,,336530000.0,,,,,,,,8052772000.0,90421000.0,,,,,,29665000.0,,,,1188948000.0,,,,7594000.0,0.35,172428000.0,2544279000.0,,,3246000.0,195793000.0,,4119000.0,213090000.0,,,,,,,,,-3272000.0,,,,264853000.0,,305336000.0,,154149000.0,,,,,4623026000.0,,107979000.0,,,,,6471020000.0,,-478786000.0,1581752000.0,,,,4192339000.0,,15973000.0,,,,,,824533000.0,,,,,,,134679000.0,,,175461000.0,58911000.0,,,-124857000.0,,,,294600000.0,,134679000.0,,,0.35,,,382162000.0,,,6953782000.0,,645979000.0,,,19470000.0,,,,,,5281186000.0,,,143288000.0,,,,,692891000.0,,793191000.0,,,501462000.0,,382162000.0,,,,,,,,2544279000.0,,2398895000.0,,,2466659000.0,,,,,,,,,,12675798000.0,8483459000.0,0.0,,,,169743000.0,,2544279000.0,,1066659000.0,,-22291000.0,,,,134679000.0,105372000.0,,,,,,,,,,,,,,,,
