,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualBasicAverageShares,annualCurrentDebt,trailingFreeCashFlow,trailingCommonStockIssuance,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyEbitda,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualDilutedAverageShares,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualPretaxIncome,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlySaleOfInvestment,trailingChangesInAccountReceivables,trailingInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,quarterlyOtherIntangibleAssets,annualChangeInAccountPayable,annualGoodwill,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingChangeInAccountPayable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
1167523200,153000000.0,3344000000.0,,,14320000000.0,,792000000.0,,407988981.0,491000000.0,,,527000000.0,749000000.0,2093000000.0,2400000000.0,391000000.0,-71000000.0,,,8283000000.0,190000000.0,634000000.0,1865000000.0,1181000000.0,62000000.0,173000000.0,1481000000.0,527000000.0,-1178000000.0,-300000000.0,,2319000000.0,-101000000.0,16413000000.0,1755000000.0,444000000.0,26028000000.0,1028000000.0,385000000.0,1481000000.0,,23628000000.0,16413000000.0,4198000000.0,-369000000.0,3.63,414845938.0,2400000000.0,992000000.0,289000000.0,6109000000.0,-278000000.0,1002000000.0,385000000.0,,26028000000.0,3203000000.0,153000000.0,,-964000000.0,775000000.0,,,9615000000.0,9615000000.0,828000000.0,,14320000000.0,1481000000.0,2179000000.0,750000000.0,-316000000.0,992000000.0,-143000000.0,,1261000000.0,1491000000.0,527000000.0,151000000.0,40000000.0,385000000.0,,,8283000000.0,1047000000.0,7000000.0,1755000000.0,3.57,6444000000.0,6109000000.0,418000000.0,918000000.0,527000000.0,,,-27000000.0,-1284000000.0,,154000000.0,6063000000.0,2093000000.0,151000000.0,21098000000.0,539000000.0,,149000000.0,21098000000.0,270000000.0,23628000000.0,2615000000.0,2206000000.0,105000000.0,,418000000.0,,-316000000.0,1002000000.0,491000000.0,-89000000.0,-48000000.0,115000000.0,6444000000.0,-19000000.0,,36000000.0,918000000.0,775000000.0,,-7265000000.0,-1804000000.0,,257000000.0,489000000.0,-60000000.0,,,2230000000.0,-8000000.0,-684000000.0,476000000.0,440000000.0,,,,28363000000.0,,,-48000000.0,34000000.0,-369000000.0,1181000000.0,-7265000000.0,,,28363000000.0,,,,216000000.0,,391000000.0,,,216000000.0,,-964000000.0,238000000.0,,-1178000000.0,,-339000000.0,9407000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,,785000000.0,,,,,,,,2149000000.0,2287000000.0,,-88000000.0,,,8236000000.0,194000000.0,618000000.0,,,,350000000.0,,,,-289000000.0,,2247000000.0,116000000.0,,,424000000.0,26030000000.0,,285000000.0,,401408451.0,23743000000.0,16402000000.0,,,,,,,,,,1932000000.0,285000000.0,,,,106000000.0,0.72,,,,,,9628000000.0,768000000.0,,14253000000.0,,,,-236000000.0,991000000.0,-256000000.0,,,1479000000.0,470000000.0,161000000.0,7000000.0,285000000.0,,,,1055000000.0,-10000000.0,1827000000.0,,6321000000.0,6000000000.0,,844000000.0,470000000.0,,,-64000000.0,,,135000000.0,,,,21128000000.0,420000000.0,,,,527000000.0,,,,317000000.0,395833333.0,414000000.0,,-236000000.0,,533000000.0,-387000000.0,-276000000.0,115000000.0,,,,1000000.0,,788000000.0,,-7265000000.0,,,-57000000.0,586000000.0,,,,,,,,233000000.0,,,,28393000000.0,,,-276000000.0,-3000000.0,-364000000.0,1084000000.0,,,,,,,,276000000.0,,374000000.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,,721000000.0,,,,,,,,1977000000.0,1949000000.0,,-86000000.0,,,8402000000.0,196000000.0,794000000.0,,,,212000000.0,,,,-156000000.0,,2378000000.0,-12000000.0,,,598000000.0,25931000000.0,,394000000.0,,402040816.0,23982000000.0,16019000000.0,,,,,,,,,,1947000000.0,394000000.0,,,,83000000.0,1.0,,,,,,9912000000.0,791000000.0,,14042000000.0,,,,-339000000.0,1001000000.0,-129000000.0,,,1587000000.0,399000000.0,174000000.0,21000000.0,394000000.0,,,,989000000.0,-14000000.0,1917000000.0,,6319000000.0,5776000000.0,,492000000.0,399000000.0,,,-369000000.0,,,206000000.0,,,,21245000000.0,600000000.0,,,,470000000.0,,,,264000000.0,394000000.0,414000000.0,,-339000000.0,,388000000.0,-493000000.0,-151000000.0,111000000.0,,,,-10000000.0,,820000000.0,,-7265000000.0,,,-71000000.0,551000000.0,,,,,,,,333000000.0,,,,28510000000.0,,,-151000000.0,-19000000.0,-357000000.0,1158000000.0,,,,,,,,214000000.0,,93000000.0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,,685000000.0,,,,,,,,2022000000.0,1851000000.0,,-102000000.0,,,8373000000.0,197000000.0,812000000.0,,,,354000000.0,,,,-123000000.0,,2353000000.0,-32000000.0,,,615000000.0,25960000000.0,,386000000.0,,397938144.0,24109000000.0,16081000000.0,,,,,,,,,,1930000000.0,386000000.0,,,,59000000.0,0.99,,,,,,9879000000.0,796000000.0,,14059000000.0,,,,-320000000.0,1013000000.0,-215000000.0,,,1557000000.0,405000000.0,173000000.0,31000000.0,386000000.0,,,,942000000.0,2000000.0,1934000000.0,,6365000000.0,5764000000.0,,418000000.0,405000000.0,,,-21000000.0,,,219000000.0,,,,21345000000.0,605000000.0,,,,399000000.0,,,,-415000000.0,389898990.0,408000000.0,,-320000000.0,,383000000.0,-453000000.0,406000000.0,107000000.0,,,,-12000000.0,,830000000.0,,-7265000000.0,,,6000000.0,674000000.0,,,,,,,,192000000.0,,,,28610000000.0,,,-342000000.0,41000000.0,-353000000.0,1127000000.0,,,,,,,,267000000.0,,13000000.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,161000000.0,3520000000.0,,,14469000000.0,,361000000.0,,391443850.0,369000000.0,,,206000000.0,773000000.0,1948000000.0,1675000000.0,0.0,-101000000.0,,,8280000000.0,199000000.0,1147000000.0,2585000000.0,1139000000.0,9000000.0,76000000.0,1464000000.0,206000000.0,-1341000000.0,-67000000.0,,2454000000.0,-63000000.0,16417000000.0,1974000000.0,948000000.0,26144000000.0,992000000.0,399000000.0,1464000000.0,,24469000000.0,16417000000.0,3327000000.0,-399000000.0,3.74,397826087.0,1675000000.0,942000000.0,527000000.0,5999000000.0,-377000000.0,2039000000.0,399000000.0,,26144000000.0,2552000000.0,161000000.0,,-1379000000.0,912000000.0,,,9727000000.0,9727000000.0,1165000000.0,,14469000000.0,1464000000.0,827000000.0,786000000.0,-446000000.0,942000000.0,-425000000.0,,183000000.0,1289000000.0,206000000.0,176000000.0,34000000.0,399000000.0,,,8280000000.0,341000000.0,-3000000.0,1974000000.0,3.68,6431000000.0,5999000000.0,380000000.0,206000000.0,206000000.0,,,-35000000.0,-1629000000.0,,213000000.0,5912000000.0,1948000000.0,176000000.0,21583000000.0,612000000.0,,93000000.0,21583000000.0,405000000.0,24469000000.0,3371000000.0,2333000000.0,17000000.0,,380000000.0,,-446000000.0,2039000000.0,369000000.0,-296000000.0,398000000.0,108000000.0,6431000000.0,-25000000.0,,51000000.0,206000000.0,912000000.0,,-7806000000.0,-635000000.0,,-199000000.0,522000000.0,30000000.0,,,2237000000.0,125000000.0,-1025000000.0,441000000.0,69000000.0,,,,29389000000.0,,,-610000000.0,106000000.0,-399000000.0,1139000000.0,-7806000000.0,,,29389000000.0,,,,237000000.0,,0.0,,,237000000.0,,183000000.0,-321000000.0,,-1341000000.0,,-489000000.0,9432000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,43000000.0,,,,705000000.0,,,,,,,,2227000000.0,2036000000.0,,-109000000.0,,,8210000000.0,200000000.0,778000000.0,,,,300000000.0,,,,0.0,,2500000000.0,50000000.0,,,578000000.0,26465000000.0,,291000000.0,,382894737.0,24429000000.0,16717000000.0,,,,,,,,,,1774000000.0,291000000.0,,,,123000000.0,0.77,,,,,,9748000000.0,1019000000.0,,14490000000.0,,,,-304000000.0,1125000000.0,-247000000.0,,,1481000000.0,364000000.0,194000000.0,7000000.0,291000000.0,,,,903000000.0,-18000000.0,1937000000.0,,6499000000.0,6217000000.0,,364000000.0,364000000.0,,,-410000000.0,,,185000000.0,,,,21697000000.0,476000000.0,,,,206000000.0,,,,71000000.0,377922078.0,376000000.0,,-304000000.0,,276000000.0,-199000000.0,71000000.0,109000000.0,,,,-37000000.0,,795000000.0,,-7806000000.0,,,158000000.0,604000000.0,,,,,,,,54000000.0,,,,29503000000.0,,,-347000000.0,25000000.0,-395000000.0,1337000000.0,,,,,,,,291000000.0,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,11000000.0,,,,662000000.0,,,,,,,,2128000000.0,2026000000.0,,-109000000.0,,,8351000000.0,202000000.0,1047000000.0,,,,82000000.0,,,,-34000000.0,,2765000000.0,-233000000.0,,,799000000.0,26414000000.0,,453000000.0,,383898305.0,24388000000.0,16422000000.0,,,,,,,,,,1812000000.0,453000000.0,,,,116000000.0,1.2,,,,,,9992000000.0,1105000000.0,,14294000000.0,,,,304000000.0,1084000000.0,-146000000.0,,,1660000000.0,454000000.0,203000000.0,46000000.0,453000000.0,,,,861000000.0,-9000000.0,1804000000.0,,6479000000.0,6003000000.0,,454000000.0,454000000.0,,,-697000000.0,,,280000000.0,,,,21824000000.0,733000000.0,,,,364000000.0,,,,106000000.0,375400000.0,376000000.0,,-372000000.0,,486000000.0,-218000000.0,-68000000.0,112000000.0,,,,92000000.0,,760000000.0,,,,,90000000.0,454000000.0,,,282000000.0,,,,,197000000.0,,,,,,,-147000000.0,38000000.0,-392000000.0,1114000000.0,,,,,,,,246000000.0,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,-48000000.0,,,,708000000.0,,,,,,,,2303000000.0,2082000000.0,,-120000000.0,,,8375000000.0,204000000.0,1134000000.0,,,,589000000.0,,,,0.0,,2894000000.0,225000000.0,,,894000000.0,26717000000.0,,520000000.0,,380500000.0,24635000000.0,16671000000.0,,,,,,,,,,1783000000.0,520000000.0,,,,624000000.0,1.39,,,,,,10046000000.0,1091000000.0,,14368000000.0,,,,0.0,1076000000.0,-417000000.0,,,1803000000.0,557000000.0,210000000.0,39000000.0,520000000.0,,,,2000000000.0,-7000000.0,1827000000.0,,6602000000.0,5983000000.0,,557000000.0,557000000.0,,,-19000000.0,,,302000000.0,,,,22032000000.0,822000000.0,,,,454000000.0,,,,47000000.0,372500000.0,371000000.0,,-428000000.0,,488000000.0,-497000000.0,0.0,111000000.0,,,,8000000.0,,776000000.0,,,,,103000000.0,1017000000.0,,,297000000.0,,,,,3000000.0,,,,22032000000.0,,,-405000000.0,118000000.0,-389000000.0,1225000000.0,,,,,,,,293000000.0,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,168000000.0,3237000000.0,-64000000.0,,14595000000.0,,609000000.0,,372300000.0,484000000.0,,,618000000.0,1034000000.0,2105000000.0,1999000000.0,,-118000000.0,,,8501000000.0,209000000.0,1040000000.0,3084000000.0,1140000000.0,-19000000.0,186000000.0,1716000000.0,618000000.0,0.0,-52000000.0,,2502000000.0,-61000000.0,16700000000.0,1779000000.0,813000000.0,26297000000.0,1157000000.0,452000000.0,1716000000.0,,24298000000.0,16690000000.0,4340000000.0,-952000000.0,4.6,380000000.0,1999000000.0,870000000.0,206000000.0,6183000000.0,-456000000.0,2030000000.0,452000000.0,,26297000000.0,2684000000.0,168000000.0,,-1128000000.0,272000000.0,-87000000.0,,9597000000.0,9607000000.0,874000000.0,,14585000000.0,1716000000.0,307000000.0,815000000.0,0.0,870000000.0,-418000000.0,,229000000.0,1628000000.0,618000000.0,194000000.0,-2000000.0,452000000.0,,,8501000000.0,815000000.0,16000000.0,1779000000.0,4.52,6372000000.0,6183000000.0,368000000.0,618000000.0,618000000.0,,,-19000000.0,-1075000000.0,,267000000.0,7424000000.0,2105000000.0,194000000.0,22247000000.0,719000000.0,,110000000.0,22247000000.0,557000000.0,24298000000.0,4009000000.0,2715000000.0,5000000.0,,368000000.0,,-454000000.0,2046000000.0,484000000.0,-161000000.0,0.0,112000000.0,6366000000.0,-18000000.0,261000000.0,206000000.0,618000000.0,272000000.0,,-8273000000.0,-86000000.0,,61000000.0,640000000.0,269000000.0,,261000000.0,2750000000.0,290000000.0,-1228000000.0,444000000.0,53000000.0,,,,30520000000.0,,,-229000000.0,109000000.0,-942000000.0,1140000000.0,-8273000000.0,,,30520000000.0,,,,220000000.0,,,,,220000000.0,,0.0,412000000.0,,-1558000000.0,,-1145000000.0,10661000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,-16000000.0,,,,639000000.0,,,,,,,,2018000000.0,2194000000.0,,-125000000.0,,,8551000000.0,209000000.0,609000000.0,,,,111000000.0,,,,-2000000.0,,1943000000.0,-30000000.0,,,383000000.0,26546000000.0,,177000000.0,,366200000.0,24352000000.0,16836000000.0,,,,,,,,,,1945000000.0,177000000.0,,,,127000000.0,0.48,,,,,,9710000000.0,714000000.0,,14818000000.0,,,,0.0,831000000.0,-244000000.0,,,1229000000.0,884000000.0,191000000.0,17000000.0,177000000.0,,,,846000000.0,3000000.0,1806000000.0,,6406000000.0,6467000000.0,,884000000.0,884000000.0,,,-225000000.0,,,106000000.0,,,,22292000000.0,283000000.0,,,,618000000.0,,,,6000000.0,366200000.0,369000000.0,,-243000000.0,,468000000.0,156000000.0,0.0,117000000.0,,,,39000000.0,,254000000.0,,,,,266000000.0,354000000.0,,,311000000.0,,,,,,,,,,,,,16000000.0,-933000000.0,952000000.0,,,,,,,,287000000.0,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,-45000000.0,,,,551000000.0,,,,,,,,1738000000.0,1936000000.0,,-125000000.0,,,8671000000.0,209000000.0,711000000.0,,,,-34000000.0,,,,-117000000.0,,1857000000.0,-179000000.0,,,468000000.0,26633000000.0,,247000000.0,,371400000.0,24697000000.0,16774000000.0,,,,,,,,,,1902000000.0,247000000.0,,,,90000000.0,0.67,,,,,,9859000000.0,631000000.0,,15036000000.0,,,,0.0,800000000.0,-405000000.0,,,1226000000.0,722000000.0,188000000.0,36000000.0,247000000.0,,,,758000000.0,3000000.0,2027000000.0,,6446000000.0,6688000000.0,,722000000.0,722000000.0,,,-429000000.0,,,144000000.0,,,,22375000000.0,391000000.0,,,,884000000.0,,,,18000000.0,366800000.0,369000000.0,,-323000000.0,,394000000.0,-46000000.0,0.0,113000000.0,,,,-10000000.0,,295000000.0,,,,,-162000000.0,289000000.0,,,159000000.0,,,,,,,,,22375000000.0,,,,59000000.0,-922000000.0,945000000.0,,,,,,,,240000000.0,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,-4000000.0,,,,598000000.0,,,,,,,,1866000000.0,2233000000.0,,-124000000.0,,,8848000000.0,212000000.0,809000000.0,,,,379000000.0,,,,0.0,,2063000000.0,132000000.0,,,562000000.0,27075000000.0,,303000000.0,,372500000.0,24842000000.0,17009000000.0,,,,,,,,,,1892000000.0,303000000.0,,,,55000000.0,0.82,,,,,,10066000000.0,693000000.0,,15143000000.0,,,,0.0,855000000.0,-318000000.0,,,1370000000.0,999000000.0,172000000.0,37000000.0,303000000.0,,,,808000000.0,16000000.0,2067000000.0,,6566000000.0,6685000000.0,,999000000.0,999000000.0,,,-21000000.0,,,178000000.0,,,,22490000000.0,481000000.0,,,,722000000.0,,,,8000000.0,367300000.0,369000000.0,,-353000000.0,,380000000.0,-137000000.0,0.0,118000000.0,,,,-55000000.0,,285000000.0,,,,,277000000.0,732000000.0,,,219000000.0,,,,,1000000.0,,,,22490000000.0,,,,98000000.0,-912000000.0,980000000.0,,,,,,,,287000000.0,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,88000000.0,2769000000.0,-74000000.0,,15227000000.0,,613000000.0,,367100000.0,474000000.0,,,996000000.0,588000000.0,1789000000.0,2246000000.0,90000000.0,-126000000.0,,,9027000000.0,215000000.0,801000000.0,1962000000.0,974000000.0,-200000000.0,105000000.0,1034000000.0,996000000.0,0.0,-147000000.0,,2106000000.0,-123000000.0,17016000000.0,2164000000.0,549000000.0,27369000000.0,561000000.0,307000000.0,1034000000.0,,25123000000.0,17016000000.0,3238000000.0,-853000000.0,2.79,372100000.0,2246000000.0,766000000.0,618000000.0,6679000000.0,-500000000.0,1801000000.0,307000000.0,,27369000000.0,2401000000.0,88000000.0,,0.0,316000000.0,-139000000.0,,10353000000.0,10353000000.0,731000000.0,,15227000000.0,1034000000.0,30000000.0,845000000.0,0.0,766000000.0,-484000000.0,,66000000.0,1375000000.0,996000000.0,164000000.0,37000000.0,307000000.0,,,9027000000.0,826000000.0,8000000.0,2164000000.0,2.76,6747000000.0,6679000000.0,370000000.0,1086000000.0,996000000.0,,,-12000000.0,-31000000.0,,160000000.0,5200000000.0,1789000000.0,164000000.0,22643000000.0,467000000.0,,127000000.0,22643000000.0,999000000.0,25123000000.0,2934000000.0,1860000000.0,34000000.0,,370000000.0,,-380000000.0,1801000000.0,474000000.0,-4000000.0,0.0,119000000.0,6747000000.0,30000000.0,109000000.0,89000000.0,1086000000.0,316000000.0,,-8793000000.0,-266000000.0,,-3000000.0,485000000.0,63000000.0,,109000000.0,1622000000.0,338000000.0,-1451000000.0,467000000.0,20000000.0,,,,31436000000.0,,,0.0,165000000.0,-853000000.0,974000000.0,-8793000000.0,,,31436000000.0,,,,232000000.0,,90000000.0,,,232000000.0,,0.0,378000000.0,,-1299000000.0,,-687000000.0,7969000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,147000000.0,,,,699000000.0,,,,,,,,2193000000.0,2646000000.0,,-126000000.0,,,9156000000.0,206000000.0,781000000.0,,,,502000000.0,,,,-155000000.0,,2238000000.0,109000000.0,,,555000000.0,27730000000.0,,257000000.0,,374900000.0,25084000000.0,17166000000.0,,,,,,,,,,1794000000.0,257000000.0,,,,68000000.0,0.69,,,,,,10564000000.0,780000000.0,,14973000000.0,,,,0.0,867000000.0,-360000000.0,,,1458000000.0,1161000000.0,180000000.0,20000000.0,257000000.0,,,,903000000.0,-16000000.0,2166000000.0,,6800000000.0,6379000000.0,,1386000000.0,1161000000.0,,,-128000000.0,,,199000000.0,,,,22697000000.0,456000000.0,,,,996000000.0,,,,21000000.0,369500000.0,371000000.0,,-256000000.0,,648000000.0,-233000000.0,0.0,119000000.0,,,,-101000000.0,,221000000.0,,,,,165000000.0,758000000.0,,,252000000.0,,,,,51000000.0,,,,,,,,40000000.0,-834000000.0,987000000.0,,,,,,,,306000000.0,,225000000.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,1000000.0,,,,670000000.0,,,,,,,,1937000000.0,2328000000.0,,-126000000.0,,,9317000000.0,205000000.0,955000000.0,,,,311000000.0,,,,-105000000.0,,2430000000.0,22000000.0,,,733000000.0,27633000000.0,,392000000.0,,375100000.0,25305000000.0,16872000000.0,,,,,,,,,,1791000000.0,392000000.0,,,,49000000.0,1.06,,,,,,10761000000.0,823000000.0,,14935000000.0,,,,0.0,892000000.0,-371000000.0,,,1607000000.0,855000000.0,179000000.0,17000000.0,392000000.0,,,,874000000.0,1000000.0,2293000000.0,,6818000000.0,6326000000.0,,1060000000.0,855000000.0,,,-340000000.0,,,243000000.0,,,,22786000000.0,635000000.0,,,,1161000000.0,,,,21000000.0,369700000.0,370000000.0,,-313000000.0,,363000000.0,-559000000.0,0.0,115000000.0,,,,-25000000.0,,226000000.0,,,,,-306000000.0,624000000.0,,,226000000.0,,,,,26000000.0,,,,,,,,6000000.0,-820000000.0,1064000000.0,,,,,,,,284000000.0,,205000000.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,-12000000.0,,,,680000000.0,,,,,,,,1955000000.0,2633000000.0,,-132000000.0,,,9339000000.0,206000000.0,1033000000.0,,,,408000000.0,,,,-181000000.0,,2456000000.0,16000000.0,,,746000000.0,28062000000.0,,445000000.0,,371600000.0,25429000000.0,17273000000.0,,,,,,,,,,1784000000.0,445000000.0,,,,35000000.0,1.21,,,,,,10789000000.0,826000000.0,,15318000000.0,,,,0.0,908000000.0,-275000000.0,,,1630000000.0,1129000000.0,179000000.0,81000000.0,445000000.0,,,,884000000.0,0.0,2307000000.0,,6960000000.0,6574000000.0,,1358000000.0,1129000000.0,,,-9000000.0,,,269000000.0,,,,22893000000.0,714000000.0,,,,855000000.0,,,,17000000.0,366300000.0,364000000.0,,-338000000.0,,361000000.0,-197000000.0,0.0,113000000.0,,,,-16000000.0,,229000000.0,,,,,274000000.0,746000000.0,,,116000000.0,,,,,184000000.0,,,,,,,-323000000.0,126000000.0,-804000000.0,1131000000.0,,,,,,,,347000000.0,,229000000.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
