,annualResearchAndDevelopment,trailingOperatingIncome,annualCostOfRevenue,annualTotalRevenue,annualChangeInAccountPayable,annualOtherCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,trailingResearchAndDevelopment,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCostOfRevenue,quarterlyCurrentAssets,trailingTotalRevenue,quarterlyCashDividendsPaid,annualFreeCashFlow,annualCommonStockIssuance,annualCurrentDebt,annualEndCashPosition,annualDilutedAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyEbitda,annualChangeInWorkingCapital,quarterlyStockBasedCompensation,trailingNetOtherInvestingChanges,annualAccountsPayable,quarterlyOtherNonCashItems,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualDilutedEPS,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingNetIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingPretaxIncome,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentDeferredRevenue,annualOperatingExpense,annualNetIncomeContinuousOperations,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,annualCurrentAssets,annualBeginningCashPosition,annualCashDividendsPaid,annualLongTermDebt,trailingRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyChangeInAccountPayable,annualTaxProvision,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,annualCapitalStock,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualInventory,trailingRepaymentOfDebt,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyTaxProvision,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualGrossProfit,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCapitalStock,annualNetPPE,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCurrentDebt,trailingDepreciationAndAmortization,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,annualChangeInInventory,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,trailingBeginningCashPosition,annualPretaxIncome,trailingChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInInventory,annualNetOtherFinancingCharges,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualBasicEPS,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,trailingCommonStockIssuance,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,135000000.0,,5375000000.0,7972000000.0,-3000000.0,,,1731000000.0,,,,,,,,1141000000.0,,,0.0,182764000.0,,,,,,-242000000.0,,,,,,10000000.0,,,,7.82977,,,181367000.0,,,,,,,1431000000.0,,,,,,,,866000000.0,1433000000.0,,,,0.0,,,,,,,,-1000000.0,731000000.0,,,272000000.0,,1431000000.0,,,,,,,,,,,,474000000.0,,,,,,,,,,,,,,1496000000.0,,,,,,,,,,,,,,,,2003000000.0,176000000.0,,,2597000000.0,,,,,,,,,,,,,,,-245000000.0,,,,,,,,,,,,,,,,49000000.0,-345000000.0,,,6000000.0,,,,1907000000.0,,,,,,,,,,,,,,,,,,,-1151000000.0,,-1151000000.0,,7.890079,0.0,,-355000000.0,,0.0,,,,,,,,,,,
1356912000,145000000.0,,5014000000.0,7365000000.0,-45000000.0,0.0,855000000.0,1459000000.0,,,,,,,,958000000.0,,,0.0,182764000.0,,,,,,-2000000.0,,,887000000.0,,,3000000.0,,,,5.783415,,,181367000.0,,,,130000000.0,,2088000000.0,1057000000.0,,,,,,19000000.0,13000000.0,892000000.0,1058000000.0,,727000000.0,1833000000.0,0.0,,,,,,,,47000000.0,747000000.0,141000000.0,,266000000.0,,1057000000.0,,,3227000000.0,,,,,,,5317000000.0,,427000000.0,,,,,,,3000000.0,,,,,,,1390000000.0,,,,,,,,,,977000000.0,,,,29000000.0,,1725000000.0,26000000.0,,1233000000.0,2351000000.0,,,,,2793000000.0,,3484000000.0,,,,23000000.0,,0.0,,-94000000.0,,,391000000.0,,,,,,,,,,,,,15000000.0,-429000000.0,,,137000000.0,,,,1485000000.0,,,,-5696000000.0,13000000.0,,,,,,,,8489000000.0,,,84000000.0,,,-960000000.0,198000000.0,-961000000.0,,5.827962,0.0,0.0,-432000000.0,,-1000000.0,,,,,,,,,,,
1388448000,164000000.0,,5395000000.0,6859000000.0,234000000.0,0.0,871000000.0,532000000.0,,,1471000000.0,,1980000000.0,,,360000000.0,,,0.0,182764000.0,61000000.0,,,,193000000.0,122000000.0,,,1026000000.0,4000000.0,,14000000.0,370000000.0,,1656000000.0,2.31446,132000000.0,3641000000.0,181367000.0,11000000.0,344000000.0,,123000000.0,110000000.0,2342000000.0,423000000.0,5621000000.0,2342000000.0,,,,19000000.0,32000000.0,932000000.0,424000000.0,111000000.0,764000000.0,1980000000.0,0.0,,,,0.0,,,25000000.0,6000000.0,768000000.0,163000000.0,,261000000.0,86000000.0,423000000.0,3276000000.0,198000000.0,3276000000.0,13000000.0,764000000.0,871000000.0,1300000000.0,0.0,-147000000.0,5621000000.0,183000000.0,152000000.0,15000000.0,123000000.0,-12000000.0,1055000000.0,356000000.0,,86000000.0,,110000000.0,183000000.0,,,415000000.0,798000000.0,,32000000.0,,,224000000.0,147000000.0,0.0,17000000.0,,1055000000.0,,2972000000.0,,17000000.0,36000000.0,793000000.0,44000000.0,0.0,1471000000.0,1464000000.0,,,,,2972000000.0,,3641000000.0,,,,25000000.0,,,,-75000000.0,-383000000.0,173000000.0,415000000.0,,,-383000000.0,163000000.0,-160000000.0,-5849000000.0,,,530000000.0,,,,-14000000.0,-424000000.0,,8821000000.0,-37000000.0,,,,576000000.0,,,-1000000.0,-5849000000.0,11000000.0,1026000000.0,19000000.0,,,41000000.0,81000000.0,0.0,8821000000.0,,,81000000.0,,,-374000000.0,198000000.0,-374000000.0,,2.332288,0.0,,-438000000.0,,0.0,,,,,,,,,,,
1396224000,,,,,,,,,,,,,,,,,,,,,64000000.0,,,,183000000.0,,,,,5000000.0,,,-405000000.0,0.0,1569000000.0,,119000000.0,,,,-433000000.0,,,98000000.0,,,,,0.536211,,,,,,,98000000.0,,,,,,,,,,,,,,,,,,,,,3000000.0,,,1240000000.0,0.0,-128000000.0,,-282000000.0,,13000000.0,,-15000000.0,,329000000.0,,,,98000000.0,173000000.0,,,,,,,,,210000000.0,132000000.0,,,0.0,,,,,,34000000.0,,,0.0,,,0.540341,,181367000.0,,,,,,,,,,,,,402000000.0,-136000000.0,,,,402000000.0,,-131000000.0,,,,-274000000.0,182764000.0,,,,,,,,,,,,,,-4000000.0,,,,,,,37000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,,,,,,,,,,,,,,,64000000.0,,,,212000000.0,,,,,-6000000.0,,,-55000000.0,0.0,1682000000.0,,148000000.0,,,,-118000000.0,,,116000000.0,,,,,0.634698,,,,,,,116000000.0,,,,,,,,,,,,,,,,,,,,,26000000.0,,,1311000000.0,0.0,-74000000.0,,-47000000.0,,7000000.0,,-10000000.0,,371000000.0,,,,116000000.0,183000000.0,,,,,,,,,223000000.0,155000000.0,,,0.0,,,,,,39000000.0,,,0.0,,,0.639587,,181367000.0,,,,,,,,,0.0,,,,29000000.0,-61000000.0,,,,29000000.0,,-100000000.0,,,,45000000.0,182764000.0,,,,,,,,,,,,,,-4000000.0,,,,,,,40000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,,,,,,,1181000000.0,,2219000000.0,,,,,,,,57000000.0,,,,207000000.0,,,,,7000000.0,,,69000000.0,,1632000000.0,,150000000.0,3825000000.0,,,90000000.0,,,107000000.0,,,6044000000.0,2078000000.0,0.585454,,,,,,,108000000.0,,,,,,,0.0,,,481000000.0,,,,,,321000000.0,,3963000000.0,198000000.0,,-2000000.0,929000000.0,897000000.0,1273000000.0,0.0,-175000000.0,,63000000.0,,-7000000.0,136000000.0,19000000.0,1072000000.0,359000000.0,,,,107000000.0,176000000.0,,,416000000.0,,,,,,209000000.0,143000000.0,,12000000.0,,,,3163000000.0,,,35000000.0,,,0.0,,,0.589964,,181367000.0,,,,,,,,,0.0,,,,-66000000.0,8000000.0,,,,-67000000.0,156000000.0,-173000000.0,-5932000000.0,,,242000000.0,182764000.0,,,,,,9095000000.0,,,,,,,,-18000000.0,,,852000000.0,19000000.0,,,33000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,143000000.0,,5072000000.0,6432000000.0,-85000000.0,0.0,898000000.0,532000000.0,,,1407000000.0,,1962000000.0,,,-99000000.0,,,0.0,184375000.0,72000000.0,,,,187000000.0,-110000000.0,,,1004000000.0,12000000.0,,52000000.0,292000000.0,,1549000000.0,1.49,115000000.0,4016000000.0,182950000.0,13000000.0,351000000.0,,124000000.0,79000000.0,2305000000.0,400000000.0,5978000000.0,2305000000.0,,,,19000000.0,38000000.0,828000000.0,401000000.0,79000000.0,757000000.0,1962000000.0,0.0,,,,0.0,,,30000000.0,18000000.0,685000000.0,212000000.0,,257000000.0,7000000.0,400000000.0,3669000000.0,198000000.0,3669000000.0,25000000.0,757000000.0,898000000.0,1248000000.0,0.0,-183000000.0,5978000000.0,181000000.0,149000000.0,5000000.0,124000000.0,-23000000.0,1052000000.0,301000000.0,,7000000.0,,79000000.0,153000000.0,,,434000000.0,505000000.0,,38000000.0,,,186000000.0,120000000.0,1000000.0,11000000.0,,1052000000.0,,3308000000.0,,11000000.0,41000000.0,789000000.0,18000000.0,0.0,1407000000.0,1360000000.0,,,,,3308000000.0,,4016000000.0,,,,30000000.0,,-8000000.0,,-29000000.0,-310000000.0,193000000.0,434000000.0,,,-309000000.0,212000000.0,-200000000.0,-5974000000.0,,,492000000.0,,,,-22000000.0,-560000000.0,,9282000000.0,4000000.0,,,,550000000.0,,,4000000.0,-5974000000.0,13000000.0,1004000000.0,19000000.0,,,33000000.0,104000000.0,0.0,9282000000.0,,,104000000.0,,,55000000.0,198000000.0,55000000.0,,1.5,0.0,-8000000.0,-604000000.0,,0.0,,,,,,,,,,,
1427760000,,,,,,,,,,,1231000000.0,,2097000000.0,,,,,,,,64000000.0,,,,126000000.0,,,,,11000000.0,,,-375000000.0,-30000000.0,1363000000.0,,62000000.0,4126000000.0,,,-364000000.0,,,43000000.0,,,6223000000.0,2094000000.0,0.1,,,,,,,43000000.0,,,,,,,0.0,,,460000000.0,,,,,,297000000.0,,4125000000.0,196000000.0,,8000000.0,833000000.0,863000000.0,1111000000.0,0.0,-159000000.0,,-178000000.0,,-4000000.0,164000000.0,-88000000.0,1116000000.0,252000000.0,,,,43000000.0,167000000.0,,,403000000.0,,,,,,190000000.0,58000000.0,,10000000.0,-30000000.0,,,3285000000.0,,,15000000.0,,,0.0,,,0.1,,181367000.0,,,,,,,,,,,,,397000000.0,-98000000.0,,,,397000000.0,188000000.0,-137000000.0,-6035000000.0,,,-238000000.0,182764000.0,,,,,,9320000000.0,,,,,,,,11000000.0,,,925000000.0,-404000000.0,,,23000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,,,1441000000.0,,2483000000.0,,,,,,,,67000000.0,,,,109000000.0,,,,,16000000.0,,,-145000000.0,-2000000.0,1508000000.0,,42000000.0,4202000000.0,,,-10000000.0,,,-18000000.0,,,6685000000.0,6280000000.0,-0.1,,,,,,,-18000000.0,,,,,,,0.0,,,485000000.0,,,,,,380000000.0,,401000000.0,196000000.0,,0.0,926000000.0,4839000000.0,1282000000.0,247000000.0,-164000000.0,,77000000.0,,-32000000.0,145000000.0,20000000.0,1054000000.0,226000000.0,,,3927000000.0,-18000000.0,157000000.0,,,427000000.0,,,,,,184000000.0,-18000000.0,,12000000.0,-2000000.0,,,3378000000.0,,,0.0,,,0.0,,,-0.1,247000000.0,180996833.0,,,247000000.0,,,16000000.0,,,28000000.0,,,,-3084000000.0,-107000000.0,,,,406000000.0,188000000.0,-150000000.0,-6057000000.0,,,5000000.0,180996833.0,,,,,,9435000000.0,,,,,,,,-42000000.0,,,919000000.0,-435000000.0,,,27000000.0,0.0,247000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
