,annualResearchAndDevelopment,trailingOperatingIncome,annualCostOfRevenue,annualTotalRevenue,annualChangeInAccountPayable,annualOtherCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,trailingResearchAndDevelopment,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCostOfRevenue,quarterlyCurrentAssets,trailingTotalRevenue,quarterlyCashDividendsPaid,annualFreeCashFlow,annualCommonStockIssuance,annualCurrentDebt,annualEndCashPosition,annualDilutedAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyEbitda,annualChangeInWorkingCapital,quarterlyStockBasedCompensation,trailingNetOtherInvestingChanges,annualAccountsPayable,quarterlyOtherNonCashItems,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualDilutedEPS,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingNetIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingPretaxIncome,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentDeferredRevenue,annualOperatingExpense,annualNetIncomeContinuousOperations,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,annualCurrentAssets,annualBeginningCashPosition,annualCashDividendsPaid,annualLongTermDebt,trailingRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyChangeInAccountPayable,annualTaxProvision,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,annualCapitalStock,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualInventory,trailingRepaymentOfDebt,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyTaxProvision,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualGrossProfit,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCapitalStock,annualNetPPE,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCurrentDebt,trailingDepreciationAndAmortization,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,annualChangeInInventory,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,trailingBeginningCashPosition,annualPretaxIncome,trailingChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInInventory,annualNetOtherFinancingCharges,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualBasicEPS,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,trailingCommonStockIssuance,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,trailingDilutedAverageShares
1443571200,,,,,,,,,,,1505000000.0,,2481000000.0,,,,,,,,70000000.0,,,-30000000.0,159000000.0,,,,,186000000.0,,,8000000.0,0.0,1486000000.0,,89000000.0,3970000000.0,,,-52000000.0,,,-29000000.0,,,6451000000.0,6361000000.0,-0.16,,,,,,,-29000000.0,,,,,,,0.0,,,553000000.0,,,,,,444000000.0,,86000000.0,169000000.0,,0.0,988000000.0,4856000000.0,1222000000.0,215000000.0,-32000000.0,,-46000000.0,,-145000000.0,154000000.0,39000000.0,993000000.0,264000000.0,,,3924000000.0,-29000000.0,157000000.0,,,379000000.0,,,,,,175000000.0,-107000000.0,,11000000.0,0.0,,,3170000000.0,,,-78000000.0,,,247000000.0,,,-0.16,215000000.0,180968049.0,2000000.0,,215000000.0,,,38000000.0,,,51000000.0,,,,-2000000.0,-45000000.0,,,,-108000000.0,172000000.0,-105000000.0,-5873000000.0,,,113000000.0,180968049.0,,,,,,9043000000.0,,,,,,,,-55000000.0,,,1009000000.0,-531000000.0,,,18000000.0,0.0,-32000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,97000000.0,,4762000000.0,5717000000.0,18000000.0,0.0,4702000000.0,226000000.0,,,1466000000.0,,2301000000.0,,-5000000.0,-337000000.0,,39000000.0,366000000.0,180993623.0,66000000.0,,,-115000000.0,99000000.0,-27000000.0,,,945000000.0,8000000.0,366000000.0,12000000.0,175000000.0,0.0,1360000000.0,-0.5,33000000.0,3997000000.0,180993623.0,11000000.0,399000000.0,,136000000.0,-86000000.0,6168000000.0,-90000000.0,6298000000.0,6168000000.0,,,,-536000000.0,20000000.0,729000000.0,-90000000.0,-86000000.0,757000000.0,2301000000.0,0.0,-105000000.0,3915000000.0,,0.0,42000000.0,,89000000.0,221000000.0,632000000.0,187000000.0,,267000000.0,32000000.0,-90000000.0,126000000.0,166000000.0,126000000.0,4000000.0,757000000.0,4702000000.0,1147000000.0,366000000.0,-142000000.0,6298000000.0,165000000.0,-98000000.0,-101000000.0,136000000.0,48000000.0,972000000.0,213000000.0,,32000000.0,3915000000.0,-86000000.0,151000000.0,-115000000.0,,234000000.0,182000000.0,,20000000.0,,2000000.0,180000000.0,-121000000.0,-4000000.0,10000000.0,0.0,972000000.0,,3177000000.0,,10000000.0,-35000000.0,493000000.0,-282000000.0,215000000.0,1466000000.0,955000000.0,,366000000.0,,2000000.0,3177000000.0,366000000.0,3997000000.0,,39000000.0,,89000000.0,53000000.0,-32000000.0,,19000000.0,0.0,186000000.0,234000000.0,366000000.0,,-8000000.0,187000000.0,-127000000.0,-5838000000.0,,,302000000.0,,-19000000.0,,-198000000.0,-497000000.0,132000000.0,9015000000.0,-64000000.0,32000000.0,,,-188000000.0,,32000000.0,-112000000.0,-5838000000.0,11000000.0,945000000.0,-536000000.0,,,29000000.0,117000000.0,151000000.0,9015000000.0,,,117000000.0,,,-2689000000.0,166000000.0,687000000.0,,-0.5,366000000.0,-32000000.0,-519000000.0,,-10000000.0,,,,,,,,,,,
1459382400,,,,,,,,,,,1487000000.0,,2371000000.0,,-5000000.0,,,,,,66000000.0,,,-64000000.0,112000000.0,,,,,63000000.0,,,-53000000.0,-1000000.0,1297000000.0,,46000000.0,4009000000.0,,,-60000000.0,,,51000000.0,,,6380000000.0,6188000000.0,0.28,,,,,,,51000000.0,,,,,,,0.0,,,542000000.0,,,,,,611000000.0,,188000000.0,165000000.0,,140000000.0,906000000.0,4701000000.0,1095000000.0,435000000.0,50000000.0,,-38000000.0,,81000000.0,144000000.0,18000000.0,948000000.0,202000000.0,,,3920000000.0,51000000.0,133000000.0,,,239000000.0,,,,,,156000000.0,70000000.0,-9000000.0,10000000.0,0.0,,,3199000000.0,,,19000000.0,,,366000000.0,,,0.28,435000000.0,180966833.0,2000000.0,,435000000.0,,,34000000.0,,,57000000.0,,,,-2000000.0,-40000000.0,,,,-16000000.0,491000000.0,-89000000.0,-5893000000.0,,,36000000.0,180966833.0,,,,,,9092000000.0,,,,,,,,10000000.0,,,842000000.0,-525000000.0,,,23000000.0,0.0,69000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,,,1444000000.0,,2292000000.0,,-6000000.0,,,,,,73000000.0,,,-82000000.0,149000000.0,,,,,25000000.0,,,11000000.0,1000000.0,1383000000.0,,76000000.0,3929000000.0,,,59000000.0,,,-18000000.0,,,6221000000.0,6052000000.0,-0.1,,,,,,,-18000000.0,,,,,,,26000000.0,,,583000000.0,,,,,,533000000.0,,165000000.0,153000000.0,,10000000.0,849000000.0,4608000000.0,1116000000.0,383000000.0,-68000000.0,,44000000.0,,-67000000.0,157000000.0,67000000.0,892000000.0,267000000.0,,,3823000000.0,-18000000.0,174000000.0,,,202000000.0,,,,,,191000000.0,-41000000.0,-86000000.0,8000000.0,0.0,,,2890000000.0,,,-23000000.0,,,435000000.0,,,-0.1,383000000.0,181477672.0,2000000.0,,383000000.0,,,36000000.0,,,,,,,0.0,-52000000.0,,,,-92000000.0,511000000.0,-79000000.0,-5444000000.0,,,90000000.0,181477672.0,,,,,,8334000000.0,,,,,,,,-46000000.0,,,875000000.0,-529000000.0,,,17000000.0,0.0,-52000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,,,,,,1436000000.0,,2757000000.0,,-5000000.0,,,,,,73000000.0,,,117000000.0,248000000.0,,,,,69000000.0,,,131000000.0,-1000000.0,1398000000.0,,175000000.0,3532000000.0,,,23000000.0,,,204000000.0,,,6289000000.0,5908000000.0,1.11,,,,,,,204000000.0,,,,,,,0.0,,,558000000.0,,,,,,569000000.0,,377000000.0,153000000.0,,557000000.0,805000000.0,4472000000.0,1056000000.0,957000000.0,487000000.0,,-34000000.0,,110000000.0,169000000.0,28000000.0,846000000.0,342000000.0,,,3713000000.0,204000000.0,148000000.0,,,201000000.0,,,,,,167000000.0,234000000.0,-117000000.0,18000000.0,-2000000.0,,,2825000000.0,,,30000000.0,,,383000000.0,,,1.12,957000000.0,181596161.0,2000000.0,,957000000.0,,,32000000.0,,,,,,,0.0,29000000.0,,,,-122000000.0,150000000.0,-67000000.0,-5393000000.0,,,198000000.0,183528556.0,,,,,,8218000000.0,,,,,,,,7000000.0,,,835000000.0,-523000000.0,,,19000000.0,0.0,574000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,80000000.0,,4290000000.0,5400000000.0,332000000.0,0.0,4185000000.0,96000000.0,,,1771000000.0,,2553000000.0,,-6000000.0,256000000.0,,15000000.0,902000000.0,183416500.0,72000000.0,,,-114000000.0,-201000000.0,484000000.0,,,884000000.0,39000000.0,902000000.0,708000000.0,167000000.0,-11000000.0,1322000000.0,0.04,-201000000.0,3507000000.0,181621422.0,5000000.0,462000000.0,,136000000.0,-230000000.0,5956000000.0,7000000.0,6060000000.0,5956000000.0,-1.26,,,-577000000.0,76000000.0,1014000000.0,7000000.0,-230000000.0,807000000.0,2553000000.0,366000000.0,-22000000.0,3529000000.0,,0.0,-12000000.0,,524000000.0,196000000.0,934000000.0,417000000.0,,284000000.0,872000000.0,7000000.0,100000000.0,153000000.0,100000000.0,1000000.0,807000000.0,4185000000.0,1023000000.0,902000000.0,-112000000.0,6060000000.0,360000000.0,-18000000.0,-16000000.0,136000000.0,34000000.0,767000000.0,299000000.0,,872000000.0,3529000000.0,-230000000.0,480000000.0,-114000000.0,,132000000.0,594000000.0,,76000000.0,,2000000.0,500000000.0,-273000000.0,-169000000.0,17000000.0,1000000.0,767000000.0,,2784000000.0,,17000000.0,-43000000.0,380000000.0,106000000.0,957000000.0,1771000000.0,1110000000.0,-1.26,902000000.0,182125428.0,2000000.0,2784000000.0,902000000.0,3507000000.0,,15000000.0,,524000000.0,,-1000000.0,,147000000.0,-2000000.0,68000000.0,132000000.0,902000000.0,,-166000000.0,417000000.0,-103000000.0,-5213000000.0,,,270000000.0,186036526.0,,,-111000000.0,357000000.0,,7997000000.0,5000000.0,39000000.0,,,-11000000.0,,39000000.0,-82000000.0,-5213000000.0,5000000.0,884000000.0,-577000000.0,,,20000000.0,138000000.0,-55000000.0,7997000000.0,,,138000000.0,,,-4000000.0,153000000.0,-396000000.0,,0.04,536000000.0,-12000000.0,-338000000.0,,-381000000.0,,,,,,,,,,,
1490918400,,,,,,,,,,,1735000000.0,,2711000000.0,,-5000000.0,,,,,,71000000.0,,,31000000.0,266000000.0,,,,,13000000.0,,,-28000000.0,-3000000.0,1437000000.0,,195000000.0,3571000000.0,,,-176000000.0,,,150000000.0,,,6282000000.0,5924000000.0,0.79,,,,,,,151000000.0,,,,,,,0.0,,,511000000.0,,,,,,780000000.0,,353000000.0,,,9000000.0,921000000.0,4189000000.0,1079000000.0,898000000.0,-63000000.0,,-42000000.0,,29000000.0,149000000.0,-31000000.0,822000000.0,358000000.0,,,3538000000.0,150000000.0,144000000.0,,,140000000.0,,,23000000.0,,,163000000.0,173000000.0,-4000000.0,169000000.0,,,,2833000000.0,,,22000000.0,,,902000000.0,,,0.82,898000000.0,183408309.0,2000000.0,,898000000.0,,,14000000.0,,,51000000.0,,,,0.0,-103000000.0,,,,11000000.0,420000000.0,-69000000.0,-5290000000.0,,,41000000.0,189149930.0,,,,,,8123000000.0,,40000000.0,,,,,,5000000.0,,,941000000.0,-488000000.0,,,19000000.0,116000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,,,,1750000000.0,,3440000000.0,,-6000000.0,,,,,,71000000.0,,,186000000.0,334000000.0,,,,,9000000.0,,,114000000.0,,1588000000.0,,263000000.0,3612000000.0,,,-83000000.0,,,161000000.0,,,7052000000.0,6480000000.0,0.84,,,,,,,161000000.0,,,,,,,0.0,,,515000000.0,,,,,,751000000.0,,567000000.0,,,29000000.0,994000000.0,4730000000.0,1147000000.0,1529000000.0,-35000000.0,,-4000000.0,,17000000.0,158000000.0,-12000000.0,848000000.0,441000000.0,,,4056000000.0,161000000.0,157000000.0,,,159000000.0,,,8000000.0,,,178000000.0,225000000.0,-16000000.0,168000000.0,,,,2902000000.0,,,64000000.0,,,898000000.0,,,0.87,1529000000.0,185069436.0,2000000.0,,1529000000.0,,,14000000.0,,,,,,,-6000000.0,-67000000.0,,,,472000000.0,384000000.0,-69000000.0,-5386000000.0,,,183000000.0,191126639.0,,,,,,8288000000.0,,41000000.0,,,,,,33000000.0,,,985000000.0,-441000000.0,,,21000000.0,134000000.0,631000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,,,,,,1570000000.0,,3433000000.0,,-5000000.0,,,,,,62000000.0,,,388000000.0,361000000.0,,,,,17000000.0,,,4000000.0,,1584000000.0,,299000000.0,3687000000.0,,,-180000000.0,,,207000000.0,,,7120000000.0,6315000000.0,1.08,,,,,,,207000000.0,,,,,,,0.0,,,489000000.0,,,,,,546000000.0,,800000000.0,,,1000000.0,942000000.0,4745000000.0,1117000000.0,1535000000.0,-104000000.0,,-192000000.0,,6000000.0,166000000.0,-48000000.0,877000000.0,467000000.0,,,4081000000.0,207000000.0,148000000.0,,,175000000.0,,,9000000.0,,,168000000.0,250000000.0,-4000000.0,167000000.0,,,,2950000000.0,,,43000000.0,,,1529000000.0,,,1.12,1535000000.0,185431036.0,2000000.0,,1535000000.0,,,14000000.0,,,,,,,-10000000.0,60000000.0,,,,-15000000.0,404000000.0,-108000000.0,-5462000000.0,,,112000000.0,191637814.0,3000000.0,,,,,8412000000.0,,55000000.0,,,,,,15000000.0,,,1010000000.0,-420000000.0,,,20000000.0,150000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,80000000.0,,4429000000.0,6183000000.0,-170000000.0,0.0,4780000000.0,1072000000.0,,,1648000000.0,,3493000000.0,,-6000000.0,228000000.0,-106000000.0,15000000.0,1556000000.0,191998959.0,69000000.0,,,579000000.0,379000000.0,-466000000.0,,,1075000000.0,18000000.0,1556000000.0,39000000.0,138000000.0,,1575000000.0,3.91,310000000.0,3800000000.0,185445024.0,6000000.0,-27000000.0,,173000000.0,228000000.0,6428000000.0,746000000.0,7293000000.0,6428000000.0,,,,-442000000.0,8000000.0,682000000.0,747000000.0,228000000.0,919000000.0,3493000000.0,902000000.0,-22000000.0,4097000000.0,,0.0,2000000.0,-106000000.0,68000000.0,57000000.0,602000000.0,453000000.0,,273000000.0,37000000.0,746000000.0,860000000.0,153000000.0,860000000.0,0.0,847000000.0,4780000000.0,1088000000.0,1556000000.0,-168000000.0,7293000000.0,68000000.0,165000000.0,7000000.0,173000000.0,-117000000.0,935000000.0,487000000.0,,558000000.0,4097000000.0,228000000.0,158000000.0,579000000.0,,208000000.0,639000000.0,,8000000.0,,2000000.0,177000000.0,263000000.0,-3000000.0,13000000.0,0.0,935000000.0,,3008000000.0,,13000000.0,35000000.0,1345000000.0,55000000.0,1535000000.0,1648000000.0,1754000000.0,,1556000000.0,,2000000.0,3008000000.0,1556000000.0,3800000000.0,,15000000.0,,475000000.0,,0.0,,-208000000.0,-2000000.0,22000000.0,208000000.0,1556000000.0,,-115000000.0,153000000.0,-165000000.0,-5503000000.0,,,303000000.0,,-3000000.0,,83000000.0,-370000000.0,,8511000000.0,-88000000.0,58000000.0,,,912000000.0,,58000000.0,30000000.0,-5503000000.0,6000000.0,1008000000.0,-442000000.0,,,19000000.0,188000000.0,21000000.0,8511000000.0,,,188000000.0,,,-18000000.0,153000000.0,353000000.0,,4.04,654000000.0,2000000.0,-411000000.0,,-27000000.0,,,,,,,,,,,
1522454400,,,,,,,,,,,1622000000.0,,3584000000.0,,-31000000.0,,,,,,70000000.0,,,876000000.0,444000000.0,,,,,11000000.0,,,94000000.0,0.0,1730000000.0,,374000000.0,3900000000.0,,5000000.0,-192000000.0,,,297000000.0,,,7484000000.0,6482000000.0,1.58,,,,,,,297000000.0,,,,,,,,,,475000000.0,,,,,,487000000.0,,997000000.0,,,39000000.0,1083000000.0,4860000000.0,1193000000.0,1434000000.0,-58000000.0,,-13000000.0,,59000000.0,166000000.0,-29000000.0,992000000.0,537000000.0,,,4141000000.0,297000000.0,143000000.0,,,244000000.0,,,5000000.0,,,163000000.0,381000000.0,-4000000.0,,,,,3105000000.0,,,84000000.0,,,1556000000.0,,,1.63,1434000000.0,182069982.0,2000000.0,,1434000000.0,,-240000000.0,14000000.0,,,52000000.0,,,,-1000000.0,-150000000.0,,,,-271000000.0,464000000.0,-102000000.0,-5614000000.0,,,196000000.0,188333197.0,5000000.0,,,,,8719000000.0,,68000000.0,,,,,,35000000.0,,,1121000000.0,-366000000.0,,-240000000.0,20000000.0,142000000.0,-122000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,1622000000.0,,3397000000.0,,-30000000.0,,,,,,72000000.0,,,1127000000.0,448000000.0,,,,,6000000.0,,,217000000.0,-6000000.0,1816000000.0,,376000000.0,3941000000.0,,5000000.0,-44000000.0,,,281000000.0,,,7338000000.0,6313000000.0,1.53,,,,,,,282000000.0,,,,,,,,,,476000000.0,,,,,,434000000.0,,1019000000.0,,,2000000.0,1095000000.0,4691000000.0,1259000000.0,1217000000.0,-172000000.0,,48000000.0,,-5000000.0,172000000.0,-67000000.0,1013000000.0,557000000.0,,,3960000000.0,281000000.0,161000000.0,,,255000000.0,,,5000000.0,,,181000000.0,323000000.0,-697000000.0,,,,,3105000000.0,,,41000000.0,,,1434000000.0,,,1.58,1217000000.0,177798484.0,2000000.0,,1217000000.0,,-154000000.0,13000000.0,,,,,,,-17000000.0,-25000000.0,,,,-370000000.0,475000000.0,-126000000.0,-5613000000.0,,,343000000.0,183821241.0,-11000000.0,,,,,8718000000.0,,77000000.0,,,,,,3000000.0,,,1175000000.0,-469000000.0,,-154000000.0,20000000.0,131000000.0,-217000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,,,,,1698000000.0,,3448000000.0,,-45000000.0,,,,,,71000000.0,,,1358000000.0,365000000.0,,,,,1000000.0,,,226000000.0,,1628000000.0,,294000000.0,4064000000.0,,8000000.0,40000000.0,,,275000000.0,,,7512000000.0,6366000000.0,1.51,,,,,,,275000000.0,,,,,,,,,,463000000.0,,,,,,561000000.0,,1140000000.0,,,5000000.0,998000000.0,4668000000.0,1151000000.0,1275000000.0,-97000000.0,,42000000.0,,22000000.0,179000000.0,-90000000.0,1086000000.0,477000000.0,,,3985000000.0,275000000.0,163000000.0,,,220000000.0,,,5000000.0,,,183000000.0,269000000.0,-3000000.0,,0.0,,,3207000000.0,,,-6000000.0,,,1217000000.0,,,1.56,1275000000.0,176489881.0,2000000.0,,1275000000.0,,,14000000.0,,,,,,,-10000000.0,88000000.0,,,,-182000000.0,491000000.0,-116000000.0,-5678000000.0,,,342000000.0,181877125.0,,,,,,8885000000.0,,86000000.0,,,,,,-35000000.0,,,1123000000.0,-440000000.0,,-126000000.0,20000000.0,163000000.0,58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,82000000.0,,4667000000.0,6638000000.0,44000000.0,,4633000000.0,1232000000.0,,,1709000000.0,,3293000000.0,,-42000000.0,642000000.0,,13000000.0,1201000000.0,176382440.0,71000000.0,,,1466000000.0,259000000.0,-206000000.0,,,1137000000.0,14000000.0,1201000000.0,46000000.0,105000000.0,,1464000000.0,5.45,188000000.0,4069000000.0,171641788.0,7000000.0,-10000000.0,,160000000.0,142000000.0,6342000000.0,995000000.0,7362000000.0,6342000000.0,,,,-564000000.0,6000000.0,739000000.0,996000000.0,142000000.0,861000000.0,3293000000.0,1556000000.0,-148000000.0,3959000000.0,,,2000000.0,-644000000.0,64000000.0,32000000.0,657000000.0,437000000.0,,284000000.0,97000000.0,995000000.0,1014000000.0,153000000.0,1014000000.0,0.0,790000000.0,4633000000.0,1064000000.0,1201000000.0,-160000000.0,7362000000.0,-33000000.0,159000000.0,41000000.0,160000000.0,-111000000.0,1147000000.0,400000000.0,,559000000.0,3959000000.0,142000000.0,191000000.0,1466000000.0,,217000000.0,1140000000.0,,6000000.0,,2000000.0,212000000.0,182000000.0,-4000000.0,28000000.0,0.0,1147000000.0,,3291000000.0,,28000000.0,40000000.0,1516000000.0,118000000.0,1275000000.0,1709000000.0,1971000000.0,,1201000000.0,,2000000.0,3291000000.0,1201000000.0,4069000000.0,,13000000.0,,457000000.0,,-37000000.0,,-297000000.0,-1000000.0,134000000.0,217000000.0,1201000000.0,,-170000000.0,217000000.0,-154000000.0,-5701000000.0,,,259000000.0,,-6000000.0,,23000000.0,-487000000.0,,8992000000.0,47000000.0,87000000.0,,,1155000000.0,,87000000.0,20000000.0,-5701000000.0,7000000.0,1111000000.0,-564000000.0,,-124000000.0,21000000.0,171000000.0,-74000000.0,8992000000.0,,,171000000.0,,,-29000000.0,153000000.0,-993000000.0,,5.62,-355000000.0,,-498000000.0,,-708000000.0,,,,,,,,,,,
1553990400,,,,,,,,,,,1572000000.0,,2847000000.0,,-42000000.0,,,,,,76000000.0,,,1517000000.0,194000000.0,,8000000.0,,,7000000.0,,,-177000000.0,-1000000.0,1376000000.0,,118000000.0,4478000000.0,,6000000.0,-210000000.0,,,94000000.0,,,7325000000.0,6509000000.0,0.55,,,,,,,94000000.0,,,,,,,,,,495000000.0,,,,,,517000000.0,,810000000.0,,,,847000000.0,4937000000.0,1080000000.0,697000000.0,-134000000.0,,-177000000.0,,40000000.0,166000000.0,-49000000.0,1218000000.0,296000000.0,,,3965000000.0,94000000.0,156000000.0,,,212000000.0,,,7000000.0,,,178000000.0,107000000.0,-3000000.0,,,,,3702000000.0,,,13000000.0,,,1201000000.0,,,0.56,697000000.0,167866468.0,2000000.0,,697000000.0,,,13000000.0,,,,,,,-30000000.0,16000000.0,,,,-324000000.0,430000000.0,-133000000.0,-5710000000.0,,,-44000000.0,172060900.0,,,,,,9412000000.0,,63000000.0,,,,,,-7000000.0,,,1042000000.0,-543000000.0,,-255000000.0,22000000.0,133000000.0,-504000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,,,,1448000000.0,,2832000000.0,,-41000000.0,,,,,,78000000.0,,,1571000000.0,246000000.0,,6000000.0,,,-1000000.0,,,-118000000.0,1000000.0,1408000000.0,,168000000.0,4601000000.0,,5000000.0,-163000000.0,,,96000000.0,,,7433000000.0,6604000000.0,0.57,,,,,,,96000000.0,,,,,,,,,,487000000.0,,,,,,474000000.0,,823000000.0,,,,879000000.0,5156000000.0,1085000000.0,630000000.0,-122000000.0,,-110000000.0,,17000000.0,177000000.0,-21000000.0,1250000000.0,323000000.0,,,4190000000.0,96000000.0,136000000.0,,,214000000.0,,,8000000.0,,,155000000.0,133000000.0,-3000000.0,,,,,3813000000.0,,,37000000.0,,,697000000.0,,,0.58,630000000.0,164118816.0,2000000.0,,630000000.0,,,18000000.0,,,,,,,0.0,-32000000.0,,,,41000000.0,433000000.0,-124000000.0,-5768000000.0,,,6000000.0,166941626.0,,,,,,9581000000.0,,57000000.0,,,,,,9000000.0,,,956000000.0,-531000000.0,,-67000000.0,19000000.0,144000000.0,-67000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
