,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyDilutedEPS,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyGrossPPE,annualOtherNonCurrentAssets,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyCurrentLiabilities,annualOperatingExpense,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualDilutedAverageShares,annualChangesInAccountReceivables,annualChangeInWorkingCapital,annualCurrentAssets,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,annualRetainedEarnings,annualCashDividendsPaid,quarterlyLongTermDebt,annualBeginningCashPosition,quarterlyChangeInInventory,annualAccountsReceivable,annualNetIncome,annualFreeCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualBasicAverageShares,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,annualTotalAssets,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualChangeInInventory,annualDepreciationAndAmortization,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCapitalExpenditure,trailingOtherNonCashItems,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,annualCapitalStock,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualIncomeTaxPayable,annualBasicEPS,trailingOtherIncomeExpense,annualSaleOfInvestment,annualGrossProfit,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingCashDividendsPaid,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualGrossPPE,annualRepaymentOfDebt,annualPretaxIncome,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualInterestExpense,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualInvestingCashFlow,trailingGrossProfit,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingPurchaseOfInvestment,trailingTotalRevenue,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingInterestExpense,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,annualEndCashPosition,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyCommonStockIssuance,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,annualCommonStockIssuance,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherFinancingCharges,annualGoodwill,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyGoodwill,trailingDilutedAverageShares
985996800,,,196759266.0,,506789789.0,0.10965,,,,,,3199391305.0,,,30028119.0,,,350247876.0,,,,,9859559622.0,,853095892.0,,,,708834368.0,,,,,,,,,,,,,130615925.0,,,145031000.0,1765363886.0,,,,,,444687903.0,156541913.0,,,,,,4939141251.0,,,1170882108.0,,,,,,,219631951.0,30028119.0,30028119.0,,,,,1319674829.0,153488610.0,,,,,,83420832.0,,2490556937.0,,15773593.0,5926008220.0,-7582333.0,,,,,82742561.0,,,-3933551402.0,310580941.0,,,,145031000.0,,,,,,,,,,,,,40600912.0,,,,,1135358477.0,,,304875230.0,,,10572793.0,,,,0.10965,,,,,,,,,,,,,,,,,7285436664.0,,8138532556.0,,,,,,,,,302753737.0,302753737.0,,,,,,,,1623871788.0,,,,,93378197.0,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,194046499.5,,541563893.0,0.140649,,,,,,3273127327.5,,,38499365.0,,,357656098.5,,,,,10149857575.5,,885157446.0,,,,660595523.0,,,,,,,,,,,,,127553685.0,,,145031000.0,1798724051.5,,,,,,452532668.0,183907794.5,,,,,,4963265617.5,,,1203374213.0,,,,,,,230102413.5,38499365.0,38499365.0,,,,,1409157591.5,163607289.5,,,,,,76874017.0,,2612531804.5,,15145701.0,5957639318.5,-9764566.0,,,,,64314956.0,,,-4192218257.0,296313469.0,,,,145031000.0,,,,,,,,,,,,,52076915.5,,,,,1153636821.0,,,252105020.0,,,13577550.5,,,,0.140649,,,,,,,,,,,,,,,,,7351235499.0,,8236392945.0,,,,,,,,,330969826.0,330969826.0,,,,,,,,1619146569.5,,,,,112177034.0,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,137760413.0,,580329025.5,0.07691,,,,,,3795258519.5,,,21035528.5,,,387404094.0,,,,,10814333957.0,,1054225273.5,,,,855508027.5,,,,,,,,,,,,,58283662.5,,,145031000.0,1587839242.5,,,,,,533699425.0,192924931.5,,,,,,4764161318.0,,,1293627587.0,,,,,,,329120431.5,21035528.5,21035528.5,,,,,1646122905.0,169403167.5,,,,,,152100998.0,,2939750492.0,,16036352.5,5966826334.0,81979009.0,,,,,238718665.5,,,-4847507623.0,330666651.0,,,,145031000.0,,,,,,,,,,,,,125513.5,,,,,1229239161.5,,,401838146.5,,,-20910015.0,,,,0.07691,,,,,,,,,,,,,,,,,7505194564.0,,8559419837.5,,,,,,,,,337099885.5,337099885.5,,,,,,,,1625172832.5,,,,,123003230.0,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,-211563243.0,389107216.5,,512284193.5,,472885414.0,,,164734029.0,,3667643800.5,803806776.5,2303129505.0,372712288.5,,,294540006.0,,,,270806773.5,8434542633.5,1818717006.5,963222034.5,,,3997165.0,939687281.5,804238840.0,,,,2727956519.0,,184913936.0,-2529165720.0,273655000.0,-175748182.5,-339049701.5,963222034.5,338716345.5,3667643800.5,,,,,,,,,591663598.0,217744187.5,,472885414.0,,,,5019672154.0,,-209610870.5,1148568034.0,222942455.5,,591663598.0,472885414.0,391918562.5,7724093920.0,-44176339.5,372712288.5,372712288.5,273655000.0,,,521225695.0,1579388485.0,-14324386.5,1148568034.0,566030911.0,144866039.5,145776376.5,8687315954.5,144866039.5,,2727956519.0,5019672154.0,18590283.0,5905376913.5,-91597875.0,-4348361.0,283015455.5,18590283.0,,-199698999.0,,,-2529165720.0,270806773.5,939687281.5,,,,,,1611985019.0,,,,,1.728023,,,1499322728.5,,511510648.5,5905376913.5,164734029.0,729503407.0,,1818717006.5,,978099344.0,399418445.5,,,138798360.0,,,,,-58210737.0,,,399418445.5,,38938856.5,,8434542633.5,-275406979.0,618661790.5,1579388485.0,-90608568.0,,,1.728023,,7724093920.0,208786022.0,8687315954.5,,-366540030.5,,695083888.5,,-29652957.0,,,164734029.0,164734029.0,,269462062.5,,-337584844.5,,,,1611985019.0,,,-421174113.5,,269462062.5,164734029.0,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,307964860.0,,633255140.0,,,,,,,3772535256.0,,,141970836.0,,,439291776.0,,,,,8464263640.0,,1210297368.0,,,,989982168.0,,,,,,,,,,,,,237726608.0,,,,2020569264.0,,,,,,724151428.0,193963364.0,,,,,,5192146008.0,,,1123421600.0,,,,,,,201565168.0,141970836.0,141970836.0,,,,,1659131488.0,131329240.0,,,,,,218137612.0,,2782553088.0,,18350304.0,5920320280.0,-13486172.0,,,,,15271004.0,,,-2543943360.0,300114388.0,,,,,,,,,,,,,,,,,210956452.0,,,,,1834063616.0,,,412563452.0,,,68985616.0,,,,,,,,,,,,,,,,,,,,,7754383896.0,,8964681264.0,,,,,,,,,216320244.0,216320244.0,,,,,,,,1621780160.0,,,,,277304328.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,201912317.0,,619866879.5,-0.195829,,,,,,4328142190.0,,,-53589400.0,,,342926552.0,,,,,9029722684.0,,1439496799.0,,,,808427454.5,,,,,,,,,,,,,131123000.0,,,273655000.0,1970157281.0,,,,,,726715021.5,276940327.5,,,,,,5146720275.0,,,1782420500.5,,,,,,,211803552.0,-53589400.0,-53589400.0,,,,,1737294235.0,141014235.0,,,,,,139540526.5,,3519714735.5,,20138782.5,5909451364.0,-2807742.5,,,,,197850354.5,,,-3120271320.0,175539491.0,,,,273655000.0,,,,,,,,,,,,,-73349066.0,,,,,1708381613.5,,,311143477.0,,,-19759666.0,,,,-0.195829,,,,,,,,,,,,,,,,,8035365666.0,,9474862465.0,,,,,,,,,540788308.5,540788308.5,,,,,,,,1624331770.5,,,,,321744486.5,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,-141646065.0,,712596115.0,-0.49984,,,,,,4720723260.0,,,-136823390.0,,,310888765.0,,,,,10141136610.0,,1465788610.0,,,,903007820.0,,,,,,,,,,,,,-211479180.0,,,273655000.0,1807030940.0,,,,,,735940205.0,401707350.0,,,,,,4941183940.0,,,2053229475.0,,,,,,,522367945.0,-136823390.0,-136823390.0,,,,,1764485965.0,146152435.0,,,,,,267004375.0,,3817715440.0,,17775560.0,5866567410.0,-258245460.0,,,,,56552210.0,,,-4274569200.0,199057375.0,,,,273655000.0,,,,,,,,,,,,,-215505235.0,,,,,1748854250.0,,,296108340.0,,,-78685750.0,,,,-0.49984,,,,,,,,,,,,,,,,,8196118590.0,,9661907200.0,,,,,,,,,406783850.0,406783850.0,,,,,,,,1602647145.0,,,,,407842105.0,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,53996000.0,0.0,165659485.0,,1812349535.0,,-114607000.0,,,199919000.0,,3821103000.0,2389876000.0,3762323000.0,-270616845.0,,497579000.0,281374380.0,,,,178757000.0,8755249000.0,328222000.0,1031259000.0,1826074000.0,,-111112000.0,794749000.0,918974000.0,,641000.0,,3026354000.0,,-53964000.0,-2787673000.0,273655000.0,-30325000.0,-553701000.0,1031259000.0,512754805.0,3821103000.0,,,0.0,,,,,,525823000.0,1530975155.0,53996000.0,-320019000.0,,,,4726074000.0,0.0,-55437000.0,2016154000.0,165578000.0,,525823000.0,-320019000.0,-167511000.0,7515918000.0,-231380425.0,-65204845.0,-270616845.0,273520513.0,,,636584000.0,2973000.0,213797460.0,2016154000.0,325512000.0,43305000.0,-41167000.0,8547177000.0,43305000.0,,3026354000.0,4726074000.0,20686000.0,5967576000.0,249569180.0,-2000000.0,282390000.0,20686000.0,,59579880.0,,,-2787673000.0,178757000.0,794749000.0,,,,12955000.0,,0.0,,497579000.0,,641000.0,-1.17,,,1372447000.0,,-76365825.0,5967576000.0,199919000.0,136131000.0,,328222000.0,,315467000.0,39279000.0,,12955000.0,-11160980.0,,,,,34341000.0,,,39279000.0,,34693000.0,,8755249000.0,-195299000.0,-155774000.0,2973000.0,-95798000.0,,,-1.17,,7515918000.0,188851000.0,8547177000.0,1826074000.0,-357424000.0,,453473000.0,,-189962000.0,,,199919000.0,199919000.0,,248882000.0,,-303642000.0,,,,0.0,,,255634000.0,,248882000.0,199919000.0,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,-3843072.0,,712659672.0,,,,,,,4045013424.0,,,-15502392.0,,,153486024.0,,,,,7917488928.0,,1095999432.0,,,,1054186008.0,,,,,,,,,,,,,-76464456.0,,,,991736088.0,,,,,,583646544.0,559173648.0,,,,,,4703322984.0,,,1961217720.0,,,,,,,229950480.0,-15502392.0,-15502392.0,,,,,1029609696.0,157325760.0,,,,,,266626464.0,,2990827416.0,,16376424.0,5290328880.0,75793920.0,,,,,56635272.0,,,-2627160048.0,146073432.0,,,,,,,,,,,,,,,,,-21460488.0,,,,,2362008096.0,,,359734224.0,,,-4390176.0,,,,,,,,,,,,,,,,,,,,,7652336976.0,,8748336408.0,,,,,,,,,229350000.0,229350000.0,,,,,,,,2895547920.0,,,,,548378352.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,101066263.0,,680285804.0,1.02452,,,,,,3803286981.0,,,280413191.0,,,507930629.0,,,,,5889127444.0,,1131117595.0,,,,954283911.0,,,,,,,,,,,,,29008459.0,,,273655000.0,1269248469.0,,,,,,570824847.0,172355175.0,,,,,,4969971569.0,,,1801780773.0,,,,,,,478922170.0,280413191.0,280413191.0,,,,,1047222297.0,145779628.0,,,,,,165532693.0,,2849003070.0,,16364776.0,5234745841.0,62013435.0,,,,,,,,-654381603.0,143765590.0,,,,273655000.0,,,,,,,,,,,,,432556261.0,,,,,2407395114.0,,,394642426.0,,,152143070.0,,,,1.02452,,,,,,,,,,,,,,,,,7642140955.0,,8773258550.0,,,,,,,,,364397428.0,364397428.0,,,,,,,,2887074700.0,,,,,415875895.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,146691170.0,,759551585.0,-0.021371,,,,,,4065966692.5,,,-5860855.0,,,375443092.5,,,,,5931147202.5,,1334866812.5,,,,1170751162.5,,,,,,,,,,,,,73366077.5,,,273655000.0,,,,,,,584282160.0,384108492.5,,,,,,5005530252.5,,,1813214457.5,,,,,,,302077015.0,-5860855.0,-5860855.0,,,,,1082001072.5,164783120.0,,,,,,162376715.0,,2895215530.0,,17281032.5,5263422510.0,-124064522.5,,,,,29728762.5,,,-667724692.5,149156125.0,,,,273655000.0,,,,,,,,,,,,,-635267.5,,,,,2473207622.5,,,531888692.5,,,3712070.0,,,,-0.021371,,,,,,,,,,,,,,,,,7736630132.5,,9071496945.0,,,,,,,,,502979630.0,502979630.0,,,,,,,,2911135275.0,,,,,489706345.0,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,67728000.0,0.0,-140255437.5,,2117439337.5,,171137000.0,,,348881000.0,14130730.0,4364343000.0,1327995000.0,4279442000.0,-90168722.5,,455702000.0,1823475395.0,,,,266358000.0,8365776545.0,1097438000.0,1391141000.0,1958230000.0,,-52559000.0,1269143000.0,2876050000.0,,,,3095200000.0,,146475000.0,-3052667545.0,273655376.0,-44848000.0,-129982000.0,1391141000.0,-213602872.5,4364343000.0,,,,,,,,,651828000.0,293963942.5,67728000.0,171137000.0,,,,4858230000.0,,-8000.0,1693253000.0,199919000.0,,651828000.0,171137000.0,173848000.0,7831432000.0,2037078267.5,-90168722.5,-90168722.5,273655376.0,,14130730.0,1295088000.0,272889000.0,801555412.5,1693253000.0,44550000.0,276402000.0,82328000.0,9222573000.0,276402000.0,,3095200000.0,4858230000.0,27189000.0,5313109000.0,239767490.0,-6503000.0,292342000.0,27189000.0,,,,,-3052667545.0,266358000.0,1269143000.0,,,,82316000.0,,0.0,,455702000.0,,,0.63,,88309000.0,2951447000.0,,-160486427.5,5313109000.0,348881000.0,496155000.0,,1097438000.0,,367739000.0,50106000.0,,82316000.0,-29760120.0,,,,,148962000.0,,,50106000.0,,55360000.0,,8365776545.0,-70567000.0,253465000.0,272889000.0,-42094000.0,,,0.63,,7831432000.0,155114910.0,9222573000.0,1958230000.0,-220732000.0,,75397000.0,,11200000.0,,,348881000.0,348881000.0,,400984000.0,,-322307000.0,,,,0.0,,,-126461000.0,,400984000.0,348881000.0,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,238018495.0,,883029290.0,0.329104,,,,,,4290162910.0,,,90061840.0,,,369012765.0,,,,,9103795690.0,,1428860125.0,,,,1307768110.0,,,,,,,,,,,,,162114810.0,,,273655000.0,90061840.0,,,,,,1010030010.0,514016525.0,,,,,,4967366965.0,,,1589555330.0,,,,,,,206897955.0,90061840.0,90061840.0,,,,,1392839470.0,130994270.0,,,,,,0.0,,2982394800.0,,23961300.0,5954240215.0,-21576830.0,,,,,103867280.0,,,-3149555475.0,224332570.0,,,,273655000.0,,,,,,,,,,,,,141703980.0,,,,,1236373930.0,,,558059260.0,,,39154280.0,,,,0.329104,,,,,,,,,,,,,,,,,7828669750.0,,9257529875.0,,,,,,,,,346692610.0,346692610.0,,,,,,,,2911385400.0,,,,,525376280.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,221494343.0,,869420810.0,0.303506,,,,,,4391295143.0,,,83018182.0,,,362048591.0,,,,,9266806236.0,,1553752512.0,,,,1891672376.0,,,,,,,,,,,,,145800566.0,,,273655000.0,,,,,,,1116171188.0,507372219.0,,,,,,5029531097.0,,,1170151898.0,,,,,,,216248025.0,83018182.0,83018182.0,,,,,1329470869.0,140554248.0,,,,,,0.0,,2499622767.0,,28006171.0,5920606131.0,-585333.0,,,,,131083622.0,,,-3346200105.0,700095432.0,,,,273655000.0,,,,,,,,,,,,,130030642.0,,,,,1324035634.0,,,544985284.0,,,47012460.0,,,,0.303506,,,,,,,,,,,,,,,,,7867073728.0,,9420826240.0,,,,,,,,,363782911.0,363782911.0,,,,,,,,3478996368.0,,,,,646591660.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,272948730.0,,986240640.0,0.460585,,,,,,4506432993.0,,,125152725.0,,,253293105.0,,,,,9201945951.0,,1779901899.0,,,,2005262574.0,,,,,,,,,,,,,196619148.0,,,273655376.0,298165110.0,,,,,,805000053.0,732947535.0,,,,,,5163719952.0,,,1131403506.0,,,,,,,56673957.0,125152725.0,125152725.0,,,,,1369766913.0,,,,,,,0.0,,2501170419.0,,27217680.0,5918630325.0,-3030540.0,,,,,78828348.0,,,-3283315626.0,680296191.0,,,,273655376.0,,,,,,,,,,,,,193588608.0,,,,,1971620721.0,,,610796760.0,,,68435883.0,,,,0.460585,,,,,,,,,,,,,,,,,7890251046.0,,9670152945.0,,,,,,,,,469413492.0,469413492.0,,,,,,,,3485246796.0,,,,,714169623.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,24481000.0,0.0,197578660.0,,2806197802.0,,395391000.0,,,519236000.0,,4698220000.0,1275036000.0,5544325000.0,75982890.0,,456707000.0,3556654660.0,,,,671016000.0,8765698120.0,1442949000.0,1633077000.0,1656317000.0,,30650000.0,2247937000.0,3667986000.0,,,,2450283000.0,,331644000.0,-3366533120.0,273655376.0,-93675000.0,208415000.0,1633077000.0,116550973.0,4698220000.0,,,,,,,,,768623000.0,-750456858.0,24481000.0,374148000.0,,,,5136317000.0,,-45751000.0,1160275000.0,362699000.0,,768623000.0,374148000.0,547988000.0,8246204000.0,3440103687.0,97225890.0,75982890.0,273655376.0,,,1740525000.0,3746000.0,,1160275000.0,21243000.0,262431000.0,198433000.0,9879281000.0,262431000.0,,2450283000.0,5136317000.0,30632000.0,5399165000.0,-172934.0,-3416000.0,308910000.0,30632000.0,,105063685.0,,,-3366533120.0,671016000.0,2247937000.0,,,,72350000.0,,0.0,,456707000.0,,,1.37,,400000.0,4269289000.0,,128607520.0,5399165000.0,519236000.0,952208000.0,,1442949000.0,,910213000.0,188764000.0,,72350000.0,31381630.0,,,,,156537000.0,,,188764000.0,,-129119000.0,,8765698120.0,-195371000.0,593824000.0,3746000.0,-37276000.0,,,1.37,,8246204000.0,418824640.0,9879281000.0,1656317000.0,-570215000.0,,601303000.0,,-4673000.0,,,519236000.0,519236000.0,,767501000.0,,-404220000.0,,,,0.0,,,-225456000.0,,767501000.0,519236000.0,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,224143452.0,,1145502455.5,0.285523,,,,,,4799690460.5,,,78146607.5,,,458402496.5,,,,,9485520024.5,,1820006441.5,,,,2331140285.5,,,,,,,,,,,,,145247147.5,,,273655000.0,836231175.0,,,,,,848335325.5,687099959.0,,,,,,5197367500.0,,,1231893071.5,,,,,,,313155349.0,78146607.5,78146607.5,,,,,1236657103.5,234256386.0,,,,,,432766581.0,,2468550175.0,,32569283.5,6115818104.5,-3836215.5,,,,,114219794.0,,,-3369701920.0,528557653.0,,,,273655000.0,,,,,,,,,,,,,125941120.5,,,,,2110625686.0,,,853452938.0,,,43001237.5,,,,0.285523,,,,,,,,,,,,,,,,,8226443790.5,,10046450232.0,,,,,,,,,503458754.5,503458754.5,,,,,,,,3468417342.0,,,,,949129694.5,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,275424106.5,,1213683479.0,0.434516,,,,,,4719417604.5,,,118906248.0,,,613475193.0,,,,,9185625733.0,,1945857108.0,,,,1903716140.5,,,,,,,,,,,,,192582686.5,,,273653000.0,,,,,,,899452843.0,600208286.0,,,,,,5362451693.0,,,1588885683.5,,,,,,,420892506.5,118906248.0,118906248.0,,,,,1226815780.5,315690043.0,,,,,,432879480.5,,2815701464.0,,32284066.5,6192377253.0,-34555829.5,,,,,86180581.0,,,-2993248480.0,160955117.0,,,,273653000.0,,,,,,,,,,,,,191194124.5,,,,,1998251708.5,,,689617037.5,,,67501116.0,,,,0.434516,,,,,,,,,,,,,,,,,8190628961.5,,10136486069.5,,,,,,,,,579077584.0,579077584.0,,,,,,,,3499232916.0,,,,,1053143986.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,263985362.0,,1226544083.55,0.44944,,,,,,4816428339.15,,,112397716.8,,,678054244.95,813528240.3,-88081284.5,,,8225274779.55,,2227095264.15,,354432.4,,2016811648.35,,,,,,247895678.35,,,,,,,179553753.0,,,273655000.0,654298141.5,,,20186458.25,-37049986.75,,966342213.9,548489838.6,,,213563244.25,,,5445186392.25,,,1534349247.75,,,,,,,498500491.95,112397716.8,112397716.8,,,,,1265267443.05,147202085.7,,,,,,411865028.55,-27080697.4,2799616690.8,,33207002.55,5409288971.55,-185216738.85,,,,,136969165.8,,-38530634.1,-2815985808.0,145913528.7,,,,273655000.0,,-139.85,,,,,,,,,,,175683638.7,,,,363951593.2,2682875648.25,237339674.6,,761952635.55,,,59953446.9,,,,0.44944,,,,,,,,,,,,,62307064.45,,,,8092164619.8,,10319259883.95,,,,,,,84431609.0,,813528240.3,813528240.3,,,,,,,,3479877034.2,,579077584.0,,,1108945484.1,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,130371000.0,0.0,798645435.5,,3233330586.25,,518801000.0,,,1131766000.0,,5315130000.0,1967128000.0,6816130000.0,193325490.15,,414320000.0,3003015241.8,1131766000.0,-363706566.5,,214956000.0,,1343922000.0,2472323000.0,2007183000.0,-35576562.4,-50028000.0,2352347000.0,4029402000.0,,,,2962783000.0,-477313274.35,315047000.0,,,-164286000.0,280806000.0,2472323000.0,318322445.55,5315130000.0,,,0.0,,,184286415.75,15766164.75,,885985000.0,230315344.45,130371000.0,502377000.0,6075904.75,,,5487183000.0,0.0,-99880000.0,1829149000.0,533092000.0,,885985000.0,502377000.0,412500000.0,8473421000.0,2684692796.25,209749490.15,193325490.15,,,,1737902000.0,10541000.0,1287657967.7,1829149000.0,16424000.0,281199000.0,198200000.0,10945744000.0,281199000.0,-46069153.1,2962783000.0,5487183000.0,36590000.0,5991291000.0,556307191.3,-5958000.0,328906000.0,36590000.0,,160011313.5,,314645100.1,,214956000.0,2352347000.0,-367221471.25,,,26694000.0,350221662.5,0.0,,414320000.0,,,,,146000.0,4849002000.0,,224823323.95,5991291000.0,1131766000.0,1081366000.0,353424604.3,1343922000.0,304363137.9,1543187000.0,106944000.0,,26694000.0,27977177.0,,,,,598674000.0,-46034235.45,,106944000.0,,38923000.0,,,-541466000.0,717001000.0,10541000.0,-2707000.0,-13796866.95,,,,8473421000.0,497280000.0,10945744000.0,2007183000.0,-632504000.0,,819600000.0,,-1598000.0,82036252.0,,1131766000.0,1131766000.0,,1162416000.0,,-668866000.0,,,,0.0,,813528240.3,149812000.0,,1162416000.0,1131766000.0,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,361016362.6,,1317591100.2,0.625567,,,-130236.0,,,5187143596.8,,,171171345.4,,,614629266.6,1153949566.2,-140507279.2,79096664.0,,9823213095.0,,2466828293.8,,,,2895146280.0,,,,,,207309664.8,,,,,,,274020885.2,,,273655376.0,983043034.0,,,-5024939.0,5847596.4,,929552938.2,702961833.6,,,9535445.8,,,5675003311.6,,,1098916173.8,,-7777259.8,,,,,340608381.4,171171345.4,171171345.4,,,,,1193081143.0,244498554.6,,,,,,2170.6,-133724154.2,2291997316.8,,44477764.6,6060877385.4,85478228.0,,,,,123016584.4,,-132760407.8,-3762335709.6,816436460.4,,-149912489.0,,273655376.0,,963746.4,,,,,,,,,,,270356912.4,,,,292017329.8,2481247589.6,18749642.8,,684036372.2,,,95274145.8,,,,0.625567,,-37753245.8,,,,,,,,,,,142104840.8,,,,8542124975.0,,11008953268.8,,,,,,,86995477.4,,1153949566.2,1153949566.2,,,,,,,,0.0,,1135199923.4,,,1394673447.4,,,,,,,,,,,,,,,,,,,,,,,,,
