date,annualPretaxIncome,trailingPretaxIncome,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,annualNetIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingNetIncome,quarterlyTotalAssets,annualGoodwill,annualTotalAssets,quarterlyAccountsReceivable,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualCommonStockIssuance,trailingSaleOfInvestment,annualSaleOfInvestment,annualDepreciationAndAmortization,annualOtherShortTermInvestments,quarterlyGoodwill,annualInvestingCashFlow,annualDilutedAverageShares,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyInventory,annualAccountsReceivable,annualTotalRevenue,quarterlyLongTermDebt,annualEndCashPosition,trailingTotalRevenue,trailingEndCashPosition,trailingOperatingIncome,annualOperatingIncome,annualNetPPE,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBasicEPS,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,annualRepurchaseOfCapitalStock,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyOtherCurrentAssets,annualInterestExpense,trailingInterestExpense,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualGrossPPE,trailingOperatingExpense,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCurrentAssets,annualEbitda,trailingCapitalExpenditure,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyStockholdersEquity,annualAccumulatedDepreciation,annualOtherIntangibleAssets,trailingGrossProfit,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalStock,trailingOperatingCashFlow,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualInventory,trailingCostOfRevenue,trailingTaxProvision,annualStockBasedCompensation,annualTaxProvision,annualChangeInInventory,annualBasicAverageShares,annualNetOtherFinancingCharges,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherNonCashItems,quarterlyNetPPE,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,annualOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualBeginningCashPosition,annualPurchaseOfBusiness,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.041292800,707211000.0,3109429000.0,-3454708000.0,56389000.0,-161226000.0,396715000.0,1420415000.0,,1331570000.0,,,16693699000.0,,-2949011000.0,-202272000.0,,,,,2620467000.0,0.0,1842131000.0,,,667704000.0,,-2375171000.0,3116518500.0,0.0,-93310000.0,,2097653000.0,11309391000.0,,2472910000.0,38661081000.0,8204452000.0,2781809000.0,843363000.0,6217412000.0,3951885000.0,2143979000.0,0.127294,9184329000.0,,,,0.13,1404214000.0,,,,,3140614000.0,2472910000.0,,-21117000.0,629470000.0,,11056160000.0,,,585494000.0,-2851708000.0,396715000.0,,5688858000.0,1632198000.0,9866223000.0,69448000.0,843363000.0,-1952093000.0,-10744795000.0,,,,389009000.0,8470667000.0,-2314133000.0,2519724000.0,-688095000.0,,-1026222000.0,1331570000.0,-2783393000.0,,2688686000.0,,3387480000.0,30190414000.0,320187000.0,,124597000.0,,3116518500.0,-107835000.0,6827476000.0,2423923000.0,1404214000.0,,,2789242000.0,1240476000.0,,283995000.0,-909919000.0,37705000.0,11328308000.0,-2978315000.0,,,,582614000.0,8885468000.0,3161005000.0,,1580560000.0,5705905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,764732000.0,,,45138000.0,-133520000.0,452074000.0,1959186000.0,,,,,20801237000.0,,,,,,,,5073042000.0,2408401000.0,,,,2634267000.0,,-3638452000.0,3377707623.0,48758000.0,-342488000.0,,2806282000.0,15065942000.0,,2584019000.0,,,,988416000.0,6644431000.0,4586909000.0,2124511000.0,0.13384,10657560000.0,,,,0.134,604237000.0,,,-68384000.0,,5218286000.0,2584019000.0,,-1753754000.0,56226000.0,,,,,,,452074000.0,,,1780644000.0,13150096000.0,132868000.0,988416000.0,,,,,,607865000.0,,-1562480000.0,2233575000.0,111109000.0,,,,-3823447000.0,,3784091000.0,,3830824000.0,,,,60830000.0,,3377707623.0,-16403000.0,7651141000.0,2651682000.0,604237000.0,,,,1294704000.0,,,-958243000.0,63961000.0,12782071000.0,,,,,703902000.0,12414260000.0,2472910000.0,,1663266000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,230380000.0,,,,-48758000.0,71439000.0,1474235000.0,,,,,19815962000.0,,,,,,,,5095723000.0,0.0,,,,1461551000.0,,-184462000.0,4643608500.0,0.0,-29906000.0,,1896496000.0,12877452000.0,,2558000000.0,,,,386997000.0,7386637000.0,3964059000.0,1626811000.0,0.015,10151412000.0,,,,0.015,553615000.0,,,,,4019551000.0,2558000000.0,,1280505000.0,101466000.0,,,,,,,71439000.0,,,1599179000.0,11384114000.0,124862000.0,386997000.0,,,,,,657444000.0,,-1448872000.0,2239851000.0,-26019000.0,,,,-4624059000.0,,3898425000.0,,3949572000.0,,,,92514000.0,,4643608500.0,-332515000.0,8431848000.0,1929544000.0,553615000.0,,,,1518495000.0,,,-895257000.0,51110000.0,11778223000.0,,,,,137866000.0,10947908000.0,2584019000.0,,1542547000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,239674000.0,,,105437000.0,-31042000.0,187596000.0,1032013000.0,,,,,22711502000.0,,,,,,,,5213795000.0,,,23559000.0,,805217000.0,,-1939201000.0,4643608500.0,,0.0,,2929099000.0,14266108000.0,,2942362000.0,,,,348203000.0,8973078000.0,5814561000.0,1243019000.0,0.025,12759277000.0,,,,0.025,1506038000.0,,,,,3747579000.0,2942362000.0,,73030000.0,56226000.0,,,,,,,187596000.0,,,1731478000.0,12667994000.0,115886000.0,348203000.0,,,,,,652192000.0,,-2135745000.0,2306539000.0,384362000.0,,,,-4866048000.0,,4097287000.0,,4262785000.0,,,,52078000.0,,4643608500.0,675132000.0,10043508000.0,1870924000.0,1506038000.0,,,,1728531000.0,,,-629707000.0,49343000.0,14002296000.0,,,,,187596000.0,12395184000.0,2558000000.0,,1522721000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,-473263000.0,,,157002000.0,-110849000.0,-486662000.0,836704000.0,,,,,24810526000.0,,,,,,,,4328899000.0,,,10000000.0,,1051128000.0,,-1550512000.0,4643608500.0,,-15000000.0,,3716924000.0,17110508000.0,,3155527000.0,,,,-246032000.0,9049538000.0,7037244000.0,1029578000.0,-0.071,15658836000.0,,,,-0.071,909531000.0,,,,,4206655000.0,3155527000.0,,-227587000.0,3793213000.0,,,,,,,-486662000.0,,,2334891000.0,14759484000.0,131247000.0,-246032000.0,,,,,,546985000.0,,-1330616000.0,563754000.0,213165000.0,,,,-5382811000.0,,5835293000.0,,4804913000.0,,,,13399000.0,,4643608500.0,-177708000.0,10051042000.0,1905601000.0,909531000.0,,,,694391000.0,,,-421085000.0,35872000.0,16688414000.0,,,,,-486662000.0,15204907000.0,2942362000.0,,2151633000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,-796709000.0,,,149886000.0,-37451000.0,-848344000.0,1111540000.0,,,,,22778598000.0,,,,,,,,3488073000.0,,,,,699234000.0,,-475358000.0,4643608500.0,,-30000000.0,,3237673000.0,16540645000.0,,2452706000.0,,,,-523995000.0,7325989000.0,6761213000.0,1417758000.0,-0.221,14702445000.0,,,,-0.221,97274000.0,,,,,3151940000.0,2452706000.0,,443668000.0,3170322000.0,,,,,,,-1026226000.0,,,1931389000.0,14028041000.0,587417000.0,-523995000.0,,,,,,412989000.0,,-901035000.0,1058999000.0,-566564000.0,,,,-8077298000.0,,4962620000.0,,5277527000.0,,,,51635000.0,,4643608500.0,29971000.0,8750557000.0,1759710000.0,97274000.0,,,,638350000.0,,,-803761000.0,156332000.0,16120203000.0,,,,,-1026226000.0,14780935000.0,3155527000.0,-2909000.0,2283705000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,-721899000.0,,,,-81414000.0,-1156611000.0,934191000.0,,,,,22444631000.0,,,,,,,,2332653000.0,,,157126000.0,,1808055000.0,,-1099635000.0,4645024096.0,,-582142000.0,,3759684000.0,16384884000.0,,2324130000.0,,,,-393966000.0,6897248000.0,7739115000.0,1106498000.0,-0.249,15764595000.0,,,,-0.249,563916000.0,,,,,4132185000.0,2324130000.0,,2428000.0,135491000.0,,,,447281000.0,,,-1156611000.0,,,2088527000.0,14498005000.0,0.0,-274618000.0,,,,,,391427000.0,,-850424000.0,688750000.0,-128576000.0,4643609000.0,,,-4911193000.0,,5638404000.0,,5120762000.0,,,,188596000.0,,4645024096.0,0.0,7946626000.0,1566148000.0,,,,,1485374000.0,,,-286508000.0,36816000.0,16871093000.0,,,,,-910495000.0,14818736000.0,2452706000.0,124236000.0,1960114000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,386756000.0,,,49026000.0,,160946000.0,1091518000.0,0.0,,20344338000.0,,20344338000.0,1907589000.0,,,58904000.0,565986000.0,4165756000.0,1180216000.0,4668039000.0,,,86003000.0,142840000.0,58904000.0,,-1786220000.0,4643609000.0,,-34000000.0,3249354000.0,1907589000.0,5098210000.0,1091518000.0,3418560000.0,,,,417729000.0,1741106000.0,3310741000.0,1180216000.0,0.035,10337149000.0,1382800000.0,2055598000.0,1996694000.0,0.035,2420436000.0,0.0,4643609000.0,,412639000.0,2055598000.0,1996694000.0,2962194000.0,-1788162000.0,0.0,11517365000.0,,1441516000.0,110030000.0,,,160946000.0,,,627124000.0,17382144000.0,0.0,639626000.0,,,3310741000.0,4668039000.0,,412639000.0,,-189178000.0,4165756000.0,999906000.0,4643609000.0,,,-2031972000.0,39672000.0,1382800000.0,,3249354000.0,,,,49277000.0,-292809000.0,4643609000.0,436862000.0,2962194000.0,918231000.0,0.0,1741106000.0,,,1441516000.0,49026000.0,,2231258000.0,39672000.0,11517365000.0,,17382144000.0,10337149000.0,,337479000.0,4179979000.0,2418654000.0,-82057000.0,500502000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,,,,102920000.0,,25187039000.0,,,2383658000.0,,,2229878000.0,,3347339000.0,1183601000.0,,,,,,,,,,,,4050533000.0,,,869990000.0,,,,,,,,,,,1521800000.0,6242640000.0,4012762000.0,,,0.0,4949025000.0,,498474000.0,,,3545553000.0,,,12498037000.0,,0.0,,,,,,,,,,,,,3632729000.0,6399080000.0,,,,,,,,,,,28672000.0,,,,,,,,,,,,,,2104700000.0,,,,182019000.0,,,,,,21641486000.0,11314436000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,712085000.0,,,195241000.0,0.0,740819000.0,359000000.0,0.0,,28314359000.0,,28314359000.0,1993629000.0,,,2529511000.0,1520192000.0,0.0,614541000.0,7313879000.0,893624000.0,,122922000.0,220706000.0,2529511000.0,,-3281428000.0,4891289000.0,,-1061336000.0,4629099000.0,1993629000.0,8013319000.0,359000000.0,6029650000.0,,,,709243000.0,2518412000.0,4516979000.0,614541000.0,0.151,13618446000.0,1610300000.0,8077678000.0,5548167000.0,0.151,3264200000.0,0.0,4949025000.0,,500522000.0,8077678000.0,5548167000.0,4647343000.0,-1345658000.0,0.0,14232987000.0,,0.0,101977000.0,,,740819000.0,4253036000.0,,870387000.0,23667016000.0,0.0,1034768000.0,,,4516979000.0,7313879000.0,-1734624000.0,500522000.0,,-702114000.0,0.0,2411968000.0,4949025000.0,,,-1869318000.0,60300000.0,1610300000.0,-1734624000.0,4629099000.0,,,,89112000.0,-1229511000.0,4891289000.0,2201934000.0,4647343000.0,1451032000.0,21217000.0,2518412000.0,,,0.0,195241000.0,,2562086000.0,60300000.0,14232987000.0,,23667016000.0,13618446000.0,4253036000.0,622973000.0,6562287000.0,3617682000.0,-391014000.0,741789000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
