,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingInterestExpense,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyNonCurrentDeferredRevenue,annualBasicEPS,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,annualCapitalExpenditure,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualCapitalStock,annualChangesInAccountReceivables,annualInterestExpense,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyGrossPPE,trailingCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualInventory,quarterlyTaxProvision,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyStockBasedCompensation,trailingOperatingExpense,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,annualRetainedEarnings,annualDilutedAverageShares,annualNetIncome,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualOperatingIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualCashDividendsPaid,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,annualBasicAverageShares,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsReceivable,annualCurrentAssets,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyBasicAverageShares,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualCurrentLiabilities,annualNetPPE,annualEbitda,annualOtherNonCurrentAssets,annualOperatingCashFlow,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,trailingOperatingCashFlow,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,trailingBasicEPS
702000000,,171600000.0,,,,,0.395,,0.0,,,,,2400000.0,,,,,21800000.0,,,60400000.0,,4000000.0,,0.0,,,,2400000.0,161300000.0,-5200000.0,23100000.0,,150500000.0,,,,,,,-21600000.0,,,,,-41000000.0,35443038.0,,,8800000.0,,,,-100000.0,39300000.0,-3700000.0,,,,,100300000.0,17100000.0,123900000.0,,,210900000.0,,7800000.0,,,82900000.0,,27100000.0,-21200000.0,,,,,,,,-8900000.0,,,72800000.0,90900000.0,151900000.0,,,,,362800000.0,,,,,,,,,90900000.0,,,,,,50600000.0,,,9300000.0,,,,,14000000.0,,0.395,4000000.0,,,,0.0,,,,600000.0,,5800000.0,,-1200000.0,,,0.0,-5200000.0,,77700000.0,,67400000.0,-300000.0,14000000.0,,,191200000.0,,47200000.0,,,,,,54600000.0,,,,,35443038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,174700000.0,,,,,0.075,,0.0,,,,,2400000.0,,,,,21100000.0,,,33600000.0,,3000000.0,,0.0,,,,2400000.0,100000.0,-5500000.0,14600000.0,,130000000.0,,,,,,,,,,,,-43500000.0,41333333.0,,,-69100000.0,,,,0.0,31800000.0,74400000.0,,,,,66100000.0,12000000.0,129300000.0,,,114400000.0,,5400000.0,,,85800000.0,,18600000.0,-18100000.0,,,,,,,,68900000.0,,,63000000.0,25800000.0,152200000.0,,,,,266600000.0,,,,,,,,,25700000.0,,,,,,48400000.0,,,6600000.0,,,,,3100000.0,,0.075,4000000.0,,,,100000.0,,,,700000.0,,2600000.0,,-1000000.0,,,0.0,-5500000.0,,67000000.0,,51600000.0,-3500000.0,3100000.0,,,91900000.0,,45300000.0,,,,,,52400000.0,,,,,41333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,175900000.0,100000.0,15600000.0,29400000.0,,,900000.0,0.0,,-2000000.0,,,900000.0,,,2900000.0,,56300000.0,,157000000.0,29300000.0,,3500000.0,152900000.0,0.0,,400000.0,134400000.0,900000.0,-1500000.0,-6400000.0,3100000.0,,70900000.0,,-1000000.0,-3300000.0,,0.435,,,,-9700000.0,-19800000.0,,-45300000.0,,-19900000.0,172800000.0,10700000.0,15100000.0,200000.0,412800000.0,-1500000.0,29400000.0,-5900000.0,1600000.0,,,16300000.0,60900000.0,2200000.0,134400000.0,,,115700000.0,59700000.0,200000.0,,-45300000.0,89100000.0,,6900000.0,-16900000.0,,,,215400000.0,-11400000.0,,,-12300000.0,0.0,,33000000.0,31800000.0,152900000.0,,,,,268600000.0,268600000.0,92700000.0,0.435,-16900000.0,35862069.0,15600000.0,,,31700000.0,,,197400000.0,3500000.0,,31000000.0,42600000.0,31700000.0,2000000.0,26200000.0,,0.0,2200000.0,1300000.0,7500000.0,,3800000.0,,,,100000.0,29300000.0,35862069.0,4900000.0,2200000.0,900000.0,1300000.0,15800000.0,1500000.0,175900000.0,,0.0,-6300000.0,,37900000.0,11100000.0,59700000.0,-300000.0,1300000.0,,,92700000.0,,7500000.0,,31800000.0,,,115700000.0,34800000.0,,,160200000.0,,,,56300000.0,60900000.0,89100000.0,58400000.0,7500000.0,27400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,175900000.0,,,,,0.0,,-16400000.0,,,,,800000.0,,,,,64700000.0,,,38700000.0,,5400000.0,,900000.0,,,,800000.0,,-2600000.0,2000000.0,,67800000.0,,,,,,,300000.0,,,,,-48000000.0,42046000.0,,,62200000.0,,-47900000.0,,-100000.0,21800000.0,-43300000.0,,,,,114100000.0,,143300000.0,,,174500000.0,,,,,95300000.0,,6300000.0,-16900000.0,,,,,,,,-45900000.0,,,32700000.0,51900000.0,167400000.0,,,,,341900000.0,,,,,,,,,51900000.0,,,,,,28800000.0,,,,,,,,,,0.0,4300000.0,,,,0.0,,,,53600000.0,,1700000.0,,0.0,,,0.0,-19000000.0,,35100000.0,,97400000.0,-200000.0,,,,166000000.0,,7400000.0,,,,,,33100000.0,,,,,42046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,145900000.0,,,,,0.275,,0.0,,,,,3000000.0,,,,,63100000.0,,,50800000.0,,3500000.0,,0.0,,,,3000000.0,,-3500000.0,22200000.0,,161100000.0,,,,,,,400000.0,,,,,-51000000.0,40727273.0,,,30200000.0,,-40500000.0,,2200000.0,35600000.0,-24400000.0,,,,,167200000.0,19200000.0,146800000.0,,,243100000.0,,8000000.0,,,95800000.0,,26700000.0,-5800000.0,,,,,,,,-27900000.0,,,78100000.0,97000000.0,167000000.0,,,,,410100000.0,,,,,,,,,97000000.0,,,,,,56400000.0,,,11200000.0,,,,,11200000.0,,0.275,4500000.0,,,,0.0,,,,80800000.0,,2700000.0,,-42000000.0,,,0.0,-3500000.0,,83000000.0,,95500000.0,-300000.0,11200000.0,,,264200000.0,,8100000.0,,,,,,60800000.0,,,,,40727273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,154300000.0,,,,,0.22,,-100000.0,,,,,2000000.0,,,,,20900000.0,,,24900000.0,,4300000.0,,0.0,,,,2000000.0,,-2200000.0,16900000.0,,156300000.0,,,,,,,-1300000.0,,,,,-53000000.0,37727273.0,,,-99800000.0,,89400000.0,,-1000000.0,39000000.0,101000000.0,,,,,69500000.0,14300000.0,147800000.0,,,131800000.0,,6000000.0,,,94800000.0,0.0,21600000.0,2600000.0,,,,,,,,98800000.0,,,76800000.0,72500000.0,164500000.0,,,,,296300000.0,,,,,,,,,72500000.0,,,,,,57900000.0,,,8300000.0,,,,,8300000.0,,0.22,4600000.0,,,,0.0,,,,5600000.0,,2400000.0,,-100000.0,,,0.0,-2300000.0,,79500000.0,,71700000.0,-200000.0,8300000.0,,,142000000.0,,48800000.0,,,,,,62600000.0,,,,,37727273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,143000000.0,26600000.0,7800000.0,31200000.0,,,2300000.0,200000.0,,1400000.0,,,2300000.0,,,900000.0,,61300000.0,,177400000.0,28300000.0,,3900000.0,177900000.0,0.0,,-13200000.0,154000000.0,2300000.0,,-6900000.0,3500000.0,,80800000.0,,-700000.0,-11100000.0,,0.2,,-16900000.0,,8100000.0,-31300000.0,,-55200000.0,,-15200000.0,195500000.0,15500000.0,21000000.0,-14100000.0,466000000.0,300000.0,31200000.0,-8600000.0,2400000.0,,,9100000.0,64900000.0,1800000.0,154000000.0,,,143700000.0,76700000.0,300000.0,,-55200000.0,98800000.0,0.0,8200000.0,-9000000.0,,,,239900000.0,-17500000.0,,,-15500000.0,-16300000.0,,38400000.0,113700000.0,177900000.0,,,,,321600000.0,321600000.0,178600000.0,0.2,-9000000.0,39000000.0,7800000.0,,,87100000.0,,,226100000.0,3900000.0,,34200000.0,44400000.0,87100000.0,1500000.0,35300000.0,,0.0,5400000.0,-11700000.0,9500000.0,,4700000.0,,,,26600000.0,28300000.0,39000000.0,-13100000.0,5400000.0,2300000.0,2300000.0,18100000.0,0.0,143000000.0,,0.0,-6500000.0,,42400000.0,14300000.0,76700000.0,-12600000.0,-11700000.0,,,178600000.0,,17800000.0,,113700000.0,,,143700000.0,38900000.0,,,,,,-41400000.0,61300000.0,64900000.0,98800000.0,62500000.0,17800000.0,24700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,,162300000.0,,,,,-0.325,,-16300000.0,,,,,800000.0,,,,,64300000.0,,,38700000.0,,5400000.0,,900000.0,,,,800000.0,,-2600000.0,1100000.0,,67800000.0,,,,,,,,,,,,-48000000.0,42153846.0,,,62200000.0,,-13200000.0,,-100000.0,21500000.0,-43400000.0,,,,,113800000.0,-800000.0,143300000.0,,,174500000.0,,-300000.0,-11400000.0,,95300000.0,,5400000.0,-30500000.0,,,,,,,,-46000000.0,,,32800000.0,77000000.0,178600000.0,,,,,353100000.0,,,,,,,,,51900000.0,,,,,,29600000.0,,,-500000.0,,,,,-13700000.0,,-0.325,4300000.0,,,,25100000.0,,,,53600000.0,,1700000.0,,0.0,,,0.0,-18900000.0,,35000000.0,,97400000.0,-200000.0,-13700000.0,,,190800000.0,,19000000.0,,,,,,33900000.0,,,,,42153846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,155100000.0,,,,,0.345,,-102700000.0,,,,,4600000.0,,,,,131900000.0,,,64000000.0,,7100000.0,,0.0,,,,4600000.0,,-9800000.0,28200000.0,,207400000.0,,,,,,,,,,,,-61600000.0,37681159.0,,,168800000.0,,-107100000.0,,2300000.0,46700000.0,-53800000.0,,,,,229100000.0,22500000.0,188200000.0,,,341300000.0,,9500000.0,,,126600000.0,,34700000.0,2400000.0,,,,,,,,-63600000.0,,,103700000.0,237900000.0,280800000.0,,,,,622100000.0,,,,,,,,,211200000.0,,,,,,70100000.0,,,13000000.0,,,,,13000000.0,,0.345,6500000.0,,,,26700000.0,,,,118400000.0,,4900000.0,,100000.0,,,0.0,-112500000.0,,103700000.0,,128800000.0,-800000.0,13000000.0,,,467000000.0,,22300000.0,,,,,,75500000.0,,,,,37681159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,165700000.0,,,,,0.25,,100000.0,,,,,8800000.0,,,,,130400000.0,,,34500000.0,,6800000.0,,0.0,,,,8800000.0,0.0,-9300000.0,22300000.0,,200900000.0,,,,,,,,,,,,-65800000.0,37600000.0,,,-104300000.0,,102400000.0,,4300000.0,44100000.0,116700000.0,,,,,99900000.0,16600000.0,197600000.0,,,212500000.0,,7200000.0,,,131800000.0,,27900000.0,11900000.0,,,,,,,,107400000.0,,,99000000.0,230800000.0,283900000.0,,,,,496400000.0,,,,,,,,,204000000.0,,,,,,74100000.0,,,9400000.0,,,,,9400000.0,,0.25,5600000.0,,,,26800000.0,,,,21300000.0,,4700000.0,,100000.0,,,0.0,-9200000.0,,101900000.0,,106400000.0,-1000000.0,9400000.0,,,330700000.0,,21700000.0,,,,,,79600000.0,,,,,37600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,168200000.0,30600000.0,22900000.0,39600000.0,,,10700000.0,118900000.0,,8400000.0,,,10700000.0,,,2300000.0,,133500000.0,,227400000.0,42900000.0,,17200000.0,278300000.0,0.0,,-900000.0,208000000.0,10700000.0,0.0,-128800000.0,8600000.0,,129600000.0,,-5200000.0,-10400000.0,,0.61,,,,149100000.0,-150100000.0,,-67900000.0,,-150500000.0,249400000.0,22400000.0,23900000.0,18000000.0,606300000.0,1900000.0,39600000.0,-9600000.0,5400000.0,,,17500000.0,109700000.0,5300000.0,208000000.0,,,250300000.0,106600000.0,2300000.0,,-67900000.0,140100000.0,,14200000.0,13900000.0,,,,308600000.0,-42400000.0,,,-138400000.0,0.0,,63100000.0,250700000.0,278300000.0,,,,,528600000.0,528600000.0,360400000.0,0.61,13900000.0,37657658.0,22900000.0,,,220100000.0,,,297700000.0,17200000.0,,52300000.0,59200000.0,220100000.0,3000000.0,41800000.0,,0.0,27200000.0,2000000.0,-140600000.0,,5600000.0,,,,30600000.0,42900000.0,37570000.0,100000.0,27200000.0,10700000.0,5200000.0,22000000.0,-5200000.0,168200000.0,,0.0,-9500000.0,,66500000.0,17900000.0,106600000.0,900000.0,2000000.0,,,360400000.0,,4700000.0,,250700000.0,,,250300000.0,57900000.0,,,200000.0,,,,133500000.0,109700000.0,140100000.0,81200000.0,4700000.0,9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,,163600000.0,,,,,-0.125,,-300000.0,,,,,5400000.0,,,,,131400000.0,,,53600000.0,,17200000.0,,10700000.0,,,,5400000.0,,-5000000.0,-2200000.0,,98000000.0,,,,,,,,,,,,-70600000.0,36800000.0,,,43900000.0,,-45200000.0,,-5300000.0,35000000.0,-43800000.0,,,,,162200000.0,-7900000.0,212200000.0,,,296200000.0,,-3300000.0,,,141600000.0,,3600000.0,9300000.0,,,,,,,,-48800000.0,,,47700000.0,248300000.0,277900000.0,,,,,574100000.0,,,,,,,,,217600000.0,,,,,,46700000.0,,,-4600000.0,,,,,-4600000.0,,-0.125,5800000.0,,,,30700000.0,,,,73600000.0,,5700000.0,,0.0,,,0.0,-5300000.0,,50300000.0,,145100000.0,0.0,-4600000.0,,,410500000.0,,4900000.0,,,,,,52500000.0,,,,,36800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,183300000.0,,,,,0.395,,-400000.0,,,,,6600000.0,,,,,129700000.0,,,79600000.0,,22800000.0,,0.0,,,,6600000.0,,-5900000.0,33300000.0,,236100000.0,,,,,,,,,,,,-67900000.0,37468354.0,,,73000000.0,,44700000.0,,1200000.0,46500000.0,-66200000.0,,,,,166000000.0,25300000.0,211700000.0,,,425500000.0,,10500000.0,,,143800000.0,,39400000.0,25600000.0,,,,,,,,-72100000.0,,,119900000.0,359500000.0,283300000.0,,,,,708800000.0,,,,,,,,,324600000.0,,,,,,78900000.0,,,14800000.0,,,,,14800000.0,,0.395,6100000.0,,,,34900000.0,,,,39900000.0,,8100000.0,,-300000.0,,,0.0,-6300000.0,,116200000.0,,143600000.0,100000.0,14800000.0,,,525500000.0,,9800000.0,,,,,,82900000.0,,,,,37468354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,384300000.0,,,,,0.225,,6300000.0,,,,,10700000.0,,,,,301200000.0,,,62800000.0,,20800000.0,,0.0,177300000.0,,,10700000.0,,-4200000.0,23000000.0,,229000000.0,,,,,,,,,,,,-79000000.0,41777778.0,,,-134500000.0,,400000.0,,4100000.0,56800000.0,135700000.0,,,,,134700000.0,16100000.0,224700000.0,,,329400000.0,,5600000.0,,,145700000.0,,29500000.0,35000000.0,,,,,,,,131500000.0,,,114000000.0,278200000.0,467800000.0,,,,,797200000.0,,,,,,,,,243000000.0,,,,,,85500000.0,,,10500000.0,,,,,9400000.0,,0.225,6500000.0,,,,35200000.0,,,,15100000.0,,6800000.0,,-200000.0,,,0.0,2100000.0,,115000000.0,,155600000.0,-100000.0,10500000.0,,,412900000.0,,20900000.0,,,,,,92000000.0,,,,,41777778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,383600000.0,32400000.0,24000000.0,55700000.0,,,7000000.0,10500000.0,,-3700000.0,,,7000000.0,,,10700000.0,,293700000.0,,271600000.0,63200000.0,,21700000.0,458200000.0,0.0,177300000.0,200000.0,231300000.0,7000000.0,,-8500000.0,10000000.0,,169700000.0,,-500000.0,-23000000.0,,0.555,,,,-2700000.0,-6700000.0,,-82500000.0,,-23600000.0,297300000.0,14900000.0,25100000.0,1200000.0,732800000.0,-3700000.0,55700000.0,-21200000.0,-900000.0,177300000.0,,26300000.0,119400000.0,4600000.0,231300000.0,,,349200000.0,144000000.0,1700000.0,,-82500000.0,148800000.0,,17300000.0,35400000.0,,,,364100000.0,-44700000.0,,,-29700000.0,16100000.0,,89200000.0,304400000.0,458200000.0,,,,,807400000.0,807400000.0,423800000.0,0.555,35400000.0,45234000.0,25100000.0,,,272000000.0,,,368700000.0,21700000.0,,63200000.0,66800000.0,272000000.0,2900000.0,40700000.0,-1100000.0,0.0,500000.0,2900000.0,-19100000.0,,7300000.0,,,,32400000.0,63200000.0,45234000.0,1100000.0,500000.0,7000000.0,5700000.0,25700000.0,0.0,383600000.0,,0.0,2800000.0,,80500000.0,15600000.0,144000000.0,300000.0,2900000.0,,,423800000.0,,15700000.0,,304400000.0,,,349200000.0,70500000.0,0.0,,400000.0,,,,293700000.0,119400000.0,148800000.0,92500000.0,15700000.0,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,,373800000.0,,,,,-0.255,,0.0,,,,,7900000.0,,,,,291000000.0,,,54400000.0,,20900000.0,,7000000.0,177300000.0,,,7900000.0,,-3600000.0,-6200000.0,,117900000.0,,,,,,,,,,,,-86100000.0,28235294.0,,,85900000.0,,300000.0,,900000.0,43100000.0,-81200000.0,,,,,134000000.0,-12700000.0,233900000.0,,,409800000.0,,-5500000.0,,,147800000.0,,1100000.0,25800000.0,,,,,,,,-84800000.0,,,57400000.0,356700000.0,454700000.0,,,,,864500000.0,,,,,,,,,324400000.0,,,,,,59400000.0,,,-7200000.0,,,,,-7200000.0,,-0.255,7300000.0,,,,32300000.0,,,,36500000.0,,6600000.0,,0.0,,,0.0,-3600000.0,,60500000.0,,184600000.0,100000.0,-7200000.0,,,490700000.0,,15900000.0,,,,,,66700000.0,-2400000.0,,,,28235294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,383800000.0,,,,,0.18,,0.0,,,,,8500000.0,,,,,291800000.0,,,78600000.0,,21900000.0,,0.0,177300000.0,,,8500000.0,,-4800000.0,29600000.0,,251200000.0,,,,,,,,,,,,-89600000.0,28235294.0,,,67300000.0,,1700000.0,,600000.0,67900000.0,-62100000.0,,,,,247600000.0,18900000.0,237000000.0,,,533200000.0,,8300000.0,,,147400000.0,,36600000.0,31300000.0,,,,,,,,-66900000.0,,,130000000.0,356800000.0,455000000.0,,,,,988200000.0,,,,,,,,,324500000.0,,,,,,84600000.0,,,10600000.0,,,,,10600000.0,,0.18,7000000.0,,,,32300000.0,,,,101100000.0,,8100000.0,,5100000.0,,,0.0,-4800000.0,,121200000.0,,187400000.0,-2600000.0,10600000.0,,,604400000.0,,15800000.0,,,,,,91600000.0,-2500000.0,,,,28235294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,385800000.0,,,,,0.13,,0.0,,,,,16900000.0,,,,,289800000.0,,,54000000.0,,22000000.0,,0.0,177300000.0,,,16900000.0,2300000.0,-2600000.0,25000000.0,,248000000.0,,,,,,,,,,,,-93100000.0,28235294.0,,,-207200000.0,,4300000.0,,8400000.0,73200000.0,219600000.0,,,,,129000000.0,14900000.0,236400000.0,,,320700000.0,,7300000.0,,,143300000.0,,32800000.0,36400000.0,,,,,,,,217000000.0,,,127500000.0,253200000.0,447300000.0,,,,,768000000.0,,,,,,,,,220800000.0,,,,,,87700000.0,,,7600000.0,,,,,7600000.0,,0.13,7800000.0,,,,32400000.0,,,,1800000.0,,6900000.0,,100000.0,,,0.0,-2600000.0,,120500000.0,,157500000.0,-3000000.0,7600000.0,,,382200000.0,,14200000.0,,,,,,95500000.0,-2400000.0,,,,28235294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,364300000.0,33500000.0,-12300000.0,62300000.0,,,10600000.0,0.0,,3600000.0,,,10600000.0,,,7000000.0,,286700000.0,,281000000.0,46300000.0,,22200000.0,439700000.0,0.0,177300000.0,-20200000.0,234300000.0,10600000.0,100000.0,-7200000.0,-2600000.0,,134800000.0,,100000.0,-4900000.0,,-0.325,,,,-61100000.0,-17400000.0,,-94800000.0,,-18200000.0,310300000.0,-7100000.0,-2500000.0,-6100000.0,751900000.0,-6300000.0,62300000.0,6000000.0,-5700000.0,177300000.0,,26500000.0,110800000.0,-20000000.0,234300000.0,,,292000000.0,148800000.0,-6400000.0,,-94800000.0,139500000.0,-5600000.0,4600000.0,20400000.0,,,,358300000.0,43600000.0,,,-1200000.0,0.0,,76400000.0,256600000.0,439700000.0,,,,,731700000.0,731700000.0,367400000.0,-0.325,20400000.0,38000000.0,-2500000.0,,,223100000.0,,,393600000.0,22200000.0,,53800000.0,48000000.0,223100000.0,-13600000.0,1300000.0,-12200000.0,0.0,2200000.0,-16100000.0,64100000.0,,7200000.0,,,,33500000.0,46300000.0,37572000.0,200000.0,2200000.0,10600000.0,4900000.0,29300000.0,0.0,364300000.0,,0.0,-6400000.0,,58400000.0,3800000.0,148800000.0,-12500000.0,-13600000.0,,,367400000.0,,13500000.0,,256600000.0,,,292000000.0,61000000.0,-4900000.0,,7500000.0,,,-9800000.0,286700000.0,110800000.0,139500000.0,77300000.0,13500000.0,82300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,,357000000.0,,,,,-0.225,,0.0,,,,,5900000.0,,,,,283700000.0,,,44900000.0,,22300000.0,,10600000.0,177300000.0,,,5900000.0,,-1300000.0,-1300000.0,,100200000.0,,,,,,,,,,,,-99000000.0,28888889.0,,,60300000.0,,-67100000.0,,-4700000.0,55300000.0,-63900000.0,,,,,102000000.0,-7200000.0,235100000.0,,,345300000.0,,-3100000.0,,,136100000.0,,6100000.0,13900000.0,,,,,,,,-65200000.0,,,48600000.0,319700000.0,433400000.0,,,,,778700000.0,,,,,,,,,286400000.0,,,,,,45500000.0,,,-4100000.0,,,,,-6500000.0,,-0.225,7400000.0,,,,33300000.0,,,,1800000.0,,5600000.0,,-300000.0,,,0.0,-1300000.0,,51600000.0,,195500000.0,-300000.0,-4100000.0,,,421700000.0,,13600000.0,,,,,,52900000.0,-2400000.0,,,,28888889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,378300000.0,,,,,0.685,,-47100000.0,,,,,12000000.0,,,,,354800000.0,,,85000000.0,,22400000.0,,0.0,177300000.0,,,12000000.0,,-2800000.0,60600000.0,,346200000.0,,,,,,,,,,,,-101000000.0,37226277.0,,,135200000.0,,-108200000.0,,6100000.0,114500000.0,-74700000.0,,,,,328100000.0,49100000.0,235800000.0,,,572400000.0,,21200000.0,,,134800000.0,,68000000.0,37400000.0,,,,,,,,-77500000.0,,,203100000.0,357700000.0,491700000.0,,,,,1064100000.0,,,,,,,,,324400000.0,,,,,,75100000.0,,,27900000.0,,,,,25500000.0,,0.475,7400000.0,,,,33300000.0,,,,128600000.0,,8300000.0,,100000.0,,,0.0,-49900000.0,,143100000.0,,188300000.0,-3200000.0,27900000.0,,,685800000.0,,2100000.0,,,,,,82500000.0,-2500000.0,,,,37226277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
